RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
75,0,12716,Charley Hoffman,.096,8.333,87
75,0,26695,Michael Letzig,.096,8.241,86
77,0,24138,Ian Poulter,.094,3.956,42
78,0,02206,David Toms,.093,7.445,80
79,0,10860,Justin Leonard,.087,6.493,75
80,0,27060,John Mallinger,.080,5.652,71
80,0,25804,Bubba Watson,.080,4.550,57
82,0,01707,Steve Lowery,.079,6.048,77
83,0,21959,Ted Purdy,.077,6.861,89
84,0,30711,Colt Knost,.076,4.269,56
85,0,07223,Brian Bateman,.075,3.611,48
85,0,08845,Scott Sterling,.075,3.018,40
87,0,25818,Scott Piercy,.069,5.237,76
88,0,23778,Brad Adamonis,.066,4.014,61
89,0,20070,Matt Bettencourt,.058,5.010,87
90,0,27936,Martin Laird,.054,3.318,62
91,0,26668,Marc Turnesa,.041,2.926,71
92,0,26951,Johnson Wagner,.040,2.966,74
93,0,20645,John Senden,.038,3.538,92
94,0,24924,Bill Haas,.036,2.950,82
95,0,12705,Cliff Kresge,.033,2.221,67
96,0,30925,Dustin Johnson,.031,1.977,64
96,0,02239,Scott Verplank,.031,2.472,79
98,0,12510,Chad Campbell,.030,2.160,71
99,0,27120,Troy Matteson,.025,2.164,88
100,0,22548,Patrick Sheehan,.021,.810,39
101,0,07867,Woody Austin,.019,1.453,76
102,0,22348,Nick O'Hern,.006,.507,85
103,0,01132,Mark Brooks,.003,.132,40
103,0,25240,D.A. Points,.003,.276,86
105,0,21753,Brian Davis,.001,.133,91
106,0,23548,Bill Lunde,.000,.019,75
107,0,22913,John Rollins,-.001,-.074,79
108,0,12652,Cameron Beckman,-.009,-.659,75
109,0,27933,John Merrick,-.016,-1.120,68
110,0,01941,Tom Pernice Jr.,-.017,-1.254,75
111,0,25686,Jason Dufner,-.028,-2.162,78
112,0,21961,Charles Howell III,-.030,-2.497,83
113,0,23614,Rich Beem,-.033,-1.918,58
114,0,25562,Andres Romero,-.044,-1.888,43
115,0,06197,Michael Allen,-.048,-2.793,58
116,0,24357,K.J. Choi,-.051,-2.537,50
116,0,30927,Brendon Todd,-.051,-2.374,47
118,0,21209,Sergio Garcia,-.065,-2.860,44
118,0,24663,Y.E. Yang,-.065,-4.547,70
120,0,01313,Steve Elkington,-.069,-4.264,62
121,0,12782,Tim Herron,-.073,-5.907,81
122,0,27963,Chris Stroud,-.092,-6.964,76
123,0,25632,Jimmy Walker,-.103,-6.564,64
124,0,26498,Matt Weibring,-.105,-5.779,55
125,0,25919,Brian Vranesh,-.109,-4.686,43
126,0,06251,Chris DiMarco,-.116,-10.050,87
127,0,09011,David Duval,-.126,-5.561,44
128,0,24140,Sean O'Hair,-.127,-7.388,58
129,0,01142,Bart Bryant,-.142,-7.378,52
130,0,10733,Kent Jones,-.145,-8.859,61
131,0,01810,Phil Mickelson,-.146,-7.022,48
132,0,07749,Brett Quigley,-.193,-14.453,75
133,0,26476,Chez Reavie,-.195,-13.616,70
134,0,01035,Tommy Armour III,-.200,-10.403,52
135,0,27770,Camilo Villegas,-.203,-11.358,56
136,0,23638,Brendon de Jonge,-.217,-17.131,79
137,0,23497,Tag Ridings,-.225,-9.215,41
138,0,26679,Kevin Stadler,-.239,-12.911,54
139,0,27683,Leif Olson,-.240,-10.329,43
140,0,01161,Mark Calcavecchia,-.259,-16.070,62
141,0,20574,Mathew Goggin,-.273,-16.394,60
142,0,01706,Davis Love III,-.274,-21.067,77
143,0,23349,Charles Warren,-.286,-15.175,53
144,0,07457,Steve Flesch,-.292,-18.392,63
145,0,01724,Jeff Maggert,-.300,-21.922,73
146,0,20472,Alex Cejka,-.322,-22.864,71
146,0,23621,Rory Sabbatini,-.322,-21.560,67
148,0,28087,Kris Blanks,-.328,-15.425,47
149,0,20498,Briny Baird,-.337,-24.251,72
150,0,01226,Fred Couples,-.342,-14.358,42
151,0,31416,Derek Fathauer,-.345,-17.572,51
152,0,08931,Glen Day,-.350,-22.418,64
153,0,24358,Robert Garrigus,-.365,-26.312,72
154,0,24507,Jason Bohn,-.381,-31.234,82
155,0,06522,Ernie Els,-.394,-21.251,54
156,0,26881,Jarrod Lyle,-.415,-20.773,50
157,0,23788,D.J. Trahan,-.419,-33.492,80
158,0,22293,Heath Slocum,-.426,-36.189,85
159,0,26497,Casey Wittenberg,-.431,-23.260,54
160,0,24925,Jonathan Byrd,-.434,-34.268,79
161,0,20691,Greg Owen,-.439,-35.982,82
162,0,28780,Nicholas Thompson,-.468,-40.727,87
163,0,20634,Peter Lonard,-.470,-36.178,77
164,0,06012,Greg Kraft,-.471,-19.295,41
165,0,20104,Ken Duke,-.475,-33.689,71
166,0,01797,Rocco Mediate,-.521,-34.355,66
167,0,26289,Boo Weekley,-.528,-34.297,65
168,0,01677,Tom Lehman,-.531,-18.570,35
169,0,31323,Gary Woodland,-.541,-20.008,37
170,0,22892,Jason Gore,-.617,-38.284,62
171,0,28118,Peter Tomasulo,-.619,-28.484,46
172,0,10885,Robert Allenby,-.631,-35.353,56
173,0,22295,Darron Stiles,-.655,-27.494,42
174,0,06567,Vijay Singh,-.657,-33.500,51
175,0,20098,Stuart Appleby,-.658,-42.786,65
176,0,27141,J.B. Holmes,-.730,-44.506,61
177,0,06621,Joe Durant,-.779,-36.600,47
178,0,06539,Rick Price,-.807,-33.082,41
179,0,02214,Kirk Triplett,-.840,-46.214,55
180,0,24502,Adam Scott,-.881,-36.994,42
181,0,10425,Jay Williamson,-.895,-51.025,57
182,0,01766,Billy Mayfair,-.910,-62.800,69
183,0,24912,Will MacKenzie,-.991,-60.443,61
184,0,24846,Ricky Barnes,-1.216,-62.011,51
