RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
97,0,25345,Carl Pettersson,82.60,1206,1460
98,0,22913,John Rollins,82.59,1096,1327
99,0,01810,Phil Mickelson,82.52,859,1041
100,0,23108,Matt Kuchar,82.51,689,835
101,0,06332,Neal Lancaster,82.49,1093,1325
101,0,11032,Frank Lickliter II,82.49,1102,1336
103,0,08931,Glen Day,82.43,896,1087
103,0,12680,Shigeki Maruyama,82.43,1131,1372
105,0,01388,Robert Gamez,82.42,1041,1263
106,0,02223,Bob Tway,82.40,960,1165
107,0,02206,David Toms,82.37,888,1078
108,0,24781,Hunter Mahan,82.28,1156,1405
109,0,01553,John Huston,82.26,983,1195
110,0,02010,Loren Roberts,82.16,608,740
111,0,02106,Chris Smith,82.12,1061,1292
112,0,24507,Jason Bohn,82.06,1038,1265
113,0,01024,Billy Andrade,81.99,947,1155
114,0,24502,Adam Scott,81.98,787,960
115,0,26679,Kevin Stadler,81.97,1050,1281
116,0,20121,Todd Fischer,81.94,1107,1351
117,0,21350,Ryuji Imada,81.93,893,1090
117,0,24361,Pat Perez,81.93,1025,1251
119,0,20098,Stuart Appleby,81.91,924,1128
119,0,01361,Dan Forsman,81.91,566,691
119,0,01666,Bernhard Langer,81.91,770,940
119,0,25240,D.A. Points,81.91,1028,1255
123,0,10201,Matt Gogel,81.89,868,1060
124,0,24925,Jonathan Byrd,81.88,1134,1385
125,0,12645,Brent Geiberger,81.87,673,822
126,0,12782,Tim Herron,81.85,1132,1383
127,0,24912,Will MacKenzie,81.81,832,1017
128,0,08793,Tiger Woods,81.77,857,1048
129,0,20127,Chris Riley,81.61,732,897
130,0,01132,Mark Brooks,81.60,816,1000
131,0,27095,Nick Watney,81.58,1014,1243
132,0,01320,Bob Estes,81.56,1044,1280
133,0,01473,Todd Hamilton,81.55,1043,1279
134,0,21949,Joe Ogilvie,81.54,1131,1387
135,0,07867,Woody Austin,81.53,1139,1397
135,0,07223,Brian Bateman,81.53,1064,1305
137,0,12510,Chad Campbell,81.52,1050,1288
138,0,20850,Daniel Chopra,81.45,1181,1450
139,0,07457,Steve Flesch,81.42,973,1195
140,0,20572,Rod Pampling,81.37,965,1186
141,0,21407,Arjun Atwal,81.33,736,905
142,0,01887,Mark O'Meara,81.28,751,924
143,0,23725,Brendan Jones,81.18,897,1105
144,0,01941,Tom Pernice Jr.,81.07,1212,1495
145,0,06573,Brandt Jobe,81.06,1040,1283
146,0,20502,Michael Long,81.03,790,975
147,0,06251,Chris DiMarco,80.97,855,1056
147,0,01418,Bill Glasson,80.97,587,725
149,0,01707,Steve Lowery,80.96,1084,1339
150,0,01599,Steve Jones,80.88,609,753
151,0,20157,Retief Goosen,80.86,697,862
152,0,06515,Shaun Micheel,80.78,891,1103
153,0,20433,Mark Hensby,80.71,778,964
154,0,20229,Stewart Cink,80.67,1018,1262
155,0,23320,Ryan Palmer,80.63,1095,1358
155,0,12660,Jesper Parnevik,80.63,920,1141
157,0,24604,Hunter Haas,80.51,888,1103
158,0,21633,Steve Allan,80.41,1096,1363
159,0,20160,Charlie Wi,80.37,729,907
160,0,10585,Scott McCarron,80.35,830,1033
161,0,22548,Patrick Sheehan,80.33,1229,1530
162,0,25396,Kevin Na,80.13,960,1198
162,0,24138,Ian Poulter,80.13,633,790
164,0,12823,Carlos Franco,80.04,850,1062
165,0,06373,José María Olazábal,79.97,599,749
166,0,01948,Tim Petrovic,79.86,1039,1301
167,0,10423,Mike Weir,79.74,740,928
168,0,01329,Brad Faxon,79.72,794,996
169,0,20396,Lee Westwood,79.70,538,675
170,0,28088,Matt Davidson,79.65,587,737
171,0,01706,Davis Love III,79.47,832,1047
172,0,23497,Tag Ridings,79.43,1008,1269
173,0,01042,Paul Azinger,79.26,730,921
174,0,23409,James Driscoll,79.23,782,987
175,0,25847,Rob Rashell,79.14,717,906
176,0,01577,Lee Janzen,78.99,801,1014
177,0,10117,Bob Heintz,78.93,738,935
178,0,08537,J.P. Hayes,78.91,692,877
179,0,07749,Brett Quigley,78.69,1008,1281
180,0,06197,Michael Allen,78.68,989,1257
180,0,24227,Justin Bolli,78.68,690,877
180,0,01927,Dennis Paulson,78.68,690,877
183,0,23541,Ben Crane,78.65,807,1026
184,0,08993,Franklin Langham,78.50,953,1214
185,0,21498,Hideto Tanihara,78.41,523,667
186,0,21731,Freddie Jacobson,78.30,783,1000
187,0,06004,Stephen Ames,78.07,865,1108
188,0,23614,Rich Beem,78.02,678,869
189,0,01723,Andrew Magee,78.01,848,1087
190,0,23552,Hank Kuehne,77.71,868,1117
191,0,22371,Aaron Baddeley,77.53,887,1144
192,0,23621,Rory Sabbatini,77.49,847,1093
193,0,06599,John Elliott,77.41,603,779
194,0,01761,Len Mattiace,77.07,901,1169
195,0,20766,Padraig Harrington,76.79,516,672
196,0,20663,Brenden Pappas,76.58,546,713
197,0,10912,Craig Perks,76.30,692,907
198,0,01249,John Daly,76.12,816,1072
199,0,23540,Jason Allred,76.01,773,1017
200,0,06527,Steve Stricker,75.95,657,865
201,0,12662,Thomas Levet,75.17,563,749
202,0,23063,Scott Hend,74.10,758,1023
