RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
101,0,21528,Henrik Stenson,43' 6",63731,122,5310.917,+16.00
104,0,27895,Jonas Blixt,43' 7",133403,255,11116.917,+42.00
104,0,10809,Jim Furyk,43' 7",91002,174,7583.500,+33.00
104,0,34174,John Huh,43' 7",121308,232,10109.000,+30.00
104,0,30926,Chris Kirk,43' 7",140605,269,11717.083,+11.00
104,0,24140,Sean O'Hair,43' 7",114566,219,9547.167,+49.00
104,0,23320,Ryan Palmer,43' 7",138593,265,11549.417,+27.00
110,0,02206,David Toms,43' 8",50308,96,4192.333,+16.00
110,0,24663,Y.E. Yang,43' 8",72865,139,6072.083,+33.00
112,0,31560,Brian Stuard,43' 9",107032,204,8919.333,+25.00
113,0,34099,Harris English,43' 10",151562,288,12630.167,+18.00
113,0,26476,Chez Reavie,43' 10",100429,191,8369.083,+18.00
115,0,34098,Russell Henley,43' 11",112337,213,9361.417,+11.00
115,0,30852,Ryo Ishikawa,43' 11",117997,224,9833.083,+36.00
115,0,29518,Brendan Steele,43' 11",142842,271,11903.500,+32.00
118,0,27933,John Merrick,44' 1",128091,242,10674.250,+21.00
119,0,12510,Chad Campbell,44' 2",128379,242,10698.250,+46.00
119,0,32366,Kevin Chappell,44' 2",118754,224,9896.167,+28.00
119,0,37273,Derek Ernst,44' 2",100175,189,8347.917,+36.00
119,0,25900,Lucas Glover,44' 2",97461,184,8121.750,+32.00
119,0,19970,Robert Karlsson,44' 2",70987,134,5915.583,+26.00
119,0,34261,Scott Langley,44' 2",111806,211,9317.167,+31.00
125,0,32334,Charlie Beljan,44' 3",107213,202,8934.417,+19.00
125,0,27963,Chris Stroud,44' 3",133715,252,11142.917,+5.00
127,0,10860,Justin Leonard,44' 4",128796,242,10733.000,+25.00
128,0,27503,Steve LeBrun,44' 5",109191,205,9099.250,+31.00
128,0,33869,Eric Meierdierks,44' 5",88025,165,7335.417,+28.00
128,0,30163,Henrik Norlander,44' 5",124305,233,10358.750,+32.00
131,0,20691,Greg Owen,44' 6",135727,254,11310.583,+55.00
132,0,26851,Marc Leishman,44' 7",135472,253,11289.333,+26.00
133,0,08725,Tom Gillis,44' 9",106278,198,8856.500,+43.00
133,0,22913,John Rollins,44' 9",136433,254,11369.417,+28.00
135,0,10885,Robert Allenby,44' 10",102186,190,8515.500,+57.00
135,0,12782,Tim Herron,44' 10",95791,178,7982.583,+23.00
135,0,33419,Cameron Tringale,44' 10",144833,269,12069.417,+14.00
138,0,34021,Bud Cauley,44' 11",108877,202,9073.083,+47.00
138,0,26758,David Hearn,44' 11",131097,243,10924.750,+44.00
140,0,36884,Ben Kohles,45' 0",104208,193,8684.000,+37.00
141,0,29420,Billy Horschel,45' 2",142604,263,11883.667,+30.00
141,0,30711,Colt Knost,45' 2",96011,177,8000.917,+45.00
141,0,24490,George McNeill,45' 2",105745,195,8812.083,+29.00
141,0,27556,Ted Potter Jr.,45' 2",103543,191,8628.583,+23.00
141,0,26951,Johnson Wagner,45' 2",110049,203,9170.750,+23.00
146,0,23983,Luke Donald,45' 3",79832,147,6652.667,+13.00
146,0,20645,John Senden,45' 3",129816,239,10818.000,+29.00
146,0,06527,Steve Stricker,45' 3",53246,98,4437.167,-5.00
149,0,26300,Matt Jones,45' 4",125762,231,10480.167,+19.00
150,0,24507,Jason Bohn,45' 5",112729,207,9394.083,+38.00
150,0,23800,Bryce Molder,45' 5",123077,226,10256.417,+28.00
150,0,26331,Charl Schwartzel,45' 5",101362,186,8446.833,+14.00
153,0,24024,Zach Johnson,45' 6",108158,198,9013.167,+15.00
154,0,22371,Aaron Baddeley,45' 7",137840,252,11486.667,+20.00
155,0,23497,Tag Ridings,45' 10",138588,252,11549.000,+38.00
156,0,24227,Justin Bolli,45' 11",93049,169,7754.083,+45.00
156,0,23409,James Driscoll,45' 11",136681,248,11390.083,+25.00
158,0,23541,Ben Crane,46' 1",105651,191,8804.250,+27.00
159,0,26596,Ryan Moore,46' 2",98585,178,8215.417,+29.00
160,0,06573,Brandt Jobe,46' 4",83990,151,6999.167,+30.00
161,0,25444,Justin Hicks,46' 5",108633,195,9052.750,+31.00
162,0,31202,William McGirt,46' 9",134029,239,11169.083,+35.00
163,0,22295,Darron Stiles,46' 10",70847,126,5903.917,+31.00
164,0,23325,Vaughn Taylor,47' 0",78425,139,6535.417,+26.00
165,0,28310,Lee Williams,47' 4",98805,174,8233.750,+28.00
166,0,22621,Ben Curtis,47' 6",94674,166,7889.500,+39.00
166,0,08793,Tiger Woods,47' 6",73566,129,6130.500,+15.00
168,0,29479,Scott Brown,47' 8",106476,186,8873.000,+39.00
168,0,20160,Charlie Wi,47' 8",131515,230,10959.583,+24.00
170,0,10423,Mike Weir,47' 10",120066,209,10005.500,+40.00
171,0,22378,Trevor Immelman,47' 11",129930,226,10827.500,+34.00
172,0,32698,Bobby Gates,48' 1",109659,190,9138.250,+43.00
173,0,34431,Robert Streb,48' 3",129682,224,10806.833,+49.00
174,0,22806,Doug LaBelle II,48' 8",112071,192,9339.250,+43.00
174,0,29425,Andrew Svoboda,48' 8",75980,130,6331.667,+23.00
176,0,23353,J.J. Henry,48' 10",136588,233,11382.333,+43.00
177,0,25562,Andres Romero,49' 2",117347,199,9778.917,+14.00
178,0,28135,Aaron Watkins,49' 3",76846,130,6403.833,+29.00
179,0,26497,Casey Wittenberg,49' 4",152042,257,12670.167,+42.00
180,0,06004,Stephen Ames,50' 10",100081,164,8340.083,+16.00
