YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
2018,85,0,33204,Shane Lowry,1.1,1,91,98.9
2018,85,0,20572,Rod Pampling,1.1,1,91,98.9
2018,87,0,28237,Rory McIlroy,1.11,1,90,98.89
2018,88,0,27895,Jonas Blixt,1.14,1,88,98.86
2018,89,0,25572,Graeme McDowell,1.16,1,86,98.84
2018,89,0,26951,Johnson Wagner,1.16,1,86,98.84
2018,91,0,24846,Ricky Barnes,1.19,1,84,98.81
2018,91,0,34021,Bud Cauley,1.19,1,84,98.81
2018,93,0,40058,Zac Blair,1.22,1,82,98.78
2018,93,0,26329,Louis Oosthuizen,1.22,1,82,98.78
2018,95,0,30692,Scott Stallings,1.24,2,161,98.76
2018,96,0,33122,Russell Knox,1.25,2,160,98.75
2018,97,0,33410,Andrew Landry,1.27,2,158,98.73
2018,98,0,39327,Ben Silverman,1.3,2,154,98.7
2018,99,0,37275,Sam Ryder,1.33,2,150,98.67
2018,100,0,37455,Si Woo Kim,1.34,2,149,98.66
2018,100,0,23108,Matt Kuchar,1.34,2,149,98.66
2018,102,0,24358,Robert Garrigus,1.35,2,148,98.65
2018,102,0,37189,Harold Varner III,1.35,2,148,98.65
2018,104,0,29535,Brice Garnett,1.37,2,146,98.63
2018,105,0,29478,Kevin Kisner,1.4,2,143,98.6
2018,106,0,37338,Zecheng Dou,1.43,1,70,98.57
2018,106,0,31202,William McGirt,1.43,2,140,98.57
2018,108,0,31420,Anirban Lahiri,1.44,2,139,98.56
2018,109,0,34076,Joel Dahmen,1.45,2,138,98.55
2018,109,0,25493,Nick Taylor,1.45,2,138,98.55
2018,111,0,34099,Harris English,1.46,2,137,98.54
2018,112,0,27649,Brandt Snedeker,1.47,2,136,98.53
2018,113,0,33948,Byeong Hun An,1.48,2,135,98.52
2018,113,0,32366,Kevin Chappell,1.48,2,135,98.52
2018,115,0,20157,Retief Goosen,1.49,1,67,98.51
2018,115,0,30110,Kyle Stanley,1.49,2,134,98.51
2018,117,0,46435,Austin Cook,1.52,3,198,98.48
2018,117,0,26596,Ryan Moore,1.52,2,132,98.48
2018,117,0,25632,Jimmy Walker,1.52,2,132,98.48
2018,120,0,26851,Marc Leishman,1.53,2,131,98.47
2018,121,0,19803,Ryan Armour,1.55,3,193,98.45
2018,122,0,34098,Russell Henley,1.61,2,124,98.39
2018,122,0,47347,Adam Schenk,1.61,2,124,98.39
2018,124,0,30926,Chris Kirk,1.62,3,185,98.38
2018,125,0,34409,David Lingmerth,1.63,2,123,98.37
2018,126,0,33413,Ben Martin,1.64,2,122,98.36
2018,127,0,23320,Ryan Palmer,1.65,2,121,98.35
2018,128,0,34431,Robert Streb,1.67,2,120,98.33
2018,129,0,28252,Seamus Power,1.68,2,119,98.32
2018,130,0,26758,David Hearn,1.69,2,118,98.31
2018,131,0,39546,Keith Mitchell,1.76,3,170,98.24
2018,132,0,39954,Cody Gribble,1.85,2,108,98.15
2018,133,0,49964,Aaron Wise,1.86,3,161,98.14
2018,134,0,31646,Emiliano Grillo,1.88,3,160,98.12
2018,135,0,28679,Fabián Gómez,1.9,3,158,98.1
2018,135,0,31323,Gary Woodland,1.9,3,158,98.1
2018,137,0,12716,Charley Hoffman,1.99,3,151,98.01
2018,138,0,32150,Michael Thompson,2.0,2,100,98.0
2018,139,0,46501,Ollie Schniederjans,2.07,3,145,97.93
2018,140,0,25396,Kevin Na,2.14,3,140,97.86
2018,141,0,25900,Lucas Glover,2.22,2,90,97.78
2018,142,0,29223,Sam Saunders,2.24,3,134,97.76
2018,143,0,27349,Alex Noren,2.25,2,89,97.75
2018,144,0,30944,Jason Kokrak,2.26,4,177,97.74
2018,145,0,23541,Ben Crane,2.27,2,88,97.73
2018,146,0,27129,Luke List,2.29,3,131,97.71
2018,147,0,35421,Brandon Harkins,2.3,4,174,97.7
2018,148,0,27141,J.B. Holmes,2.31,3,130,97.69
2018,148,0,1810,Phil Mickelson,2.31,3,130,97.69
2018,148,0,33448,Justin Thomas,2.31,3,130,97.69
2018,151,0,32448,James Hahn,2.34,3,128,97.66
2018,152,0,27974,Sung Kang,2.38,3,126,97.62
2018,153,0,29484,Peter Uihlein,2.44,3,123,97.56
2018,154,0,20593,Greg Chalmers,2.47,2,81,97.53
2018,155,0,39324,J.J. Spaun,2.5,4,160,97.5
2018,156,0,23325,Vaughn Taylor,2.52,4,159,97.48
2018,157,0,39997,Corey Conners,2.53,4,158,97.47
2018,158,0,27963,Chris Stroud,2.54,3,118,97.46
2018,159,0,12510,Chad Campbell,2.56,3,117,97.44
2018,159,0,27556,Ted Potter Jr.,2.56,4,156,97.44
2018,159,0,26331,Charl Schwartzel,2.56,2,78,97.44
2018,162,0,24140,Sean O'Hair,2.59,3,116,97.41
2018,163,0,34046,Jordan Spieth,2.6,4,154,97.4
2018,164,0,25818,Scott Piercy,2.68,4,149,97.32
2018,164,0,26476,Chez Reavie,2.68,3,112,97.32
2018,166,0,29222,Billy Hurley III,2.73,3,110,97.27
2018,167,0,21528,Henrik Stenson,2.74,2,73,97.26
2018,168,0,29461,Jamie Lovemark,2.78,3,108,97.22
2018,168,0,29518,Brendan Steele,2.78,3,108,97.22
2018,170,0,22582,Kyle Thompson,2.82,2,71,97.18
2018,171,0,47993,Denny McCarthy,2.83,3,106,97.17
2018,171,0,47287,Ethan Tracy,2.83,3,106,97.17
2018,173,0,33141,Keegan Bradley,2.91,5,172,97.09
2018,173,0,28307,Matt Every,2.91,3,103,97.09
2018,173,0,30911,Tommy Fleetwood,2.91,3,103,97.09
2018,176,0,45609,Tyler Duncan,2.94,5,170,97.06
2018,177,0,30925,Dustin Johnson,2.96,4,135,97.04
2018,178,0,33419,Cameron Tringale,2.97,3,101,97.03
2018,179,0,25686,Jason Dufner,3.03,3,99,96.97
2018,179,0,46970,Jon Rahm,3.03,3,99,96.97
2018,181,0,50526,Tom Lovelady,3.08,4,130,96.92
2018,182,0,20229,Stewart Cink,3.23,5,155,96.77
2018,183,0,37454,Whee Kim,3.25,5,154,96.75
2018,184,0,27958,Ryan Blaum,3.33,4,120,96.67
2018,185,0,35532,Tom Hoge,3.57,6,168,96.43
2018,186,0,8793,Tiger Woods,3.77,4,106,96.23
2018,187,0,32876,Martin Piller,3.91,5,128,96.09
2018,188,0,25240,D.A. Points,3.96,4,101,96.04
2018,189,0,26300,Matt Jones,4.04,4,99,95.96
2018,190,0,27942,Rob Oppenheim,4.1,5,122,95.9
2018,191,0,32816,Satoshi Kodaira,4.71,4,85,95.29
2018,192,0,35544,Andrew Yun,4.76,3,63,95.24
2018,193,0,32254,Xinjun Zhang,6.73,7,104,93.27
2011,1,0,29910,Blake Adams,0.0,0,202,100.0
2011,1,0,24925,Jonathan Byrd,0.0,0,133,100.0
2011,1,0,6251,Chris DiMarco,0.0,0,175,100.0
2011,1,0,21209,Sergio Garcia,0.0,0,76,100.0
2011,1,0,20157,Retief Goosen,0.0,0,74,100.0
2011,1,0,27141,J.B. Holmes,0.0,0,89,100.0
2011,1,0,29420,Billy Horschel,0.0,0,125,100.0
2011,1,0,22378,Trevor Immelman,0.0,0,123,100.0
2011,1,0,26420,Richard Johnson,0.0,0,101,100.0
2011,1,0,8075,Jerry Kelly,0.0,0,120,100.0
2011,1,0,1706,Davis Love III,0.0,0,105,100.0
2011,1,0,33413,Ben Martin,0.0,0,130,100.0
2011,1,0,10585,Scott McCarron,0.0,0,97,100.0
2011,1,0,27933,John Merrick,0.0,0,125,100.0
2011,1,0,32640,Troy Merritt,0.0,0,122,100.0
2011,1,0,22046,Geoff Ogilvy,0.0,0,99,100.0
2011,1,0,23320,Ryan Palmer,0.0,0,108,100.0
2011,1,0,20572,Rod Pampling,0.0,0,98,100.0
2011,1,0,24138,Ian Poulter,0.0,0,78,100.0
2011,1,0,30946,Alex Prugh,0.0,0,158,100.0
2011,1,0,28486,Michael Putnam,0.0,0,109,100.0
2011,1,0,20127,Chris Riley,0.0,0,128,100.0
2011,1,0,8375,Paul Stankowski,0.0,0,133,100.0
2011,1,0,30110,Kyle Stanley,0.0,0,151,100.0
2011,1,0,25834,Daniel Summerhays,0.0,0,139,100.0
2011,1,0,26951,Johnson Wagner,0.0,0,127,100.0
2011,27,0,26758,David Hearn,0.53,1,189,99.4
2011,28,0,27330,Josh Teater,0.57,1,176,99.4
2011,29,0,23548,Bill Lunde,0.58,1,171,99.4
2011,30,0,20645,John Senden,0.6,1,168,99.4
2011,31,0,19846,Brian Gay,0.65,1,155,99.3
2011,32,0,29221,Webb Simpson,0.66,1,152,99.3
2011,33,0,12716,Charley Hoffman,0.68,1,147,99.3
2011,34,0,24357,K.J. Choi,0.69,1,144,99.3
2011,34,0,27064,Jhonattan Vegas,0.69,1,144,99.3
2011,36,0,24507,Jason Bohn,0.7,1,143,99.3
2011,37,0,24846,Ricky Barnes,0.71,1,140,99.2
2011,38,0,23108,Matt Kuchar,0.72,1,138,99.2
2011,38,0,29518,Brendan Steele,0.72,1,138,99.2
2011,38,0,27214,Kevin Streelman,0.72,1,138,99.2
2011,41,0,24924,Bill Haas,0.73,1,137,99.2
2011,41,0,12782,Tim Herron,0.73,1,137,99.2
2011,43,0,20160,Charlie Wi,0.74,1,136,99.2
2011,44,0,31323,Gary Woodland,0.77,1,130,99.2
2011,45,0,25818,Scott Piercy,0.78,1,129,99.2
2011,46,0,10885,Robert Allenby,0.79,1,126,99.2
2011,46,0,25900,Lucas Glover,0.79,1,127,99.2
2011,48,0,21350,Ryuji Imada,0.8,1,125,99.2
2011,49,0,30925,Dustin Johnson,0.81,1,123,99.1
2011,49,0,26300,Matt Jones,0.81,1,123,99.1
2011,51,0,22405,Justin Rose,0.83,1,121,99.1
2011,52,0,25562,Andres Romero,0.85,1,117,99.1
2011,53,0,27974,Sung Kang,0.87,1,115,99.1
2011,54,0,28089,Jason Day,0.88,1,113,99.1
2011,55,0,21949,Joe Ogilvie,0.9,1,111,99.1
2011,56,0,28158,Steve Marino,0.91,1,110,99.0
2011,57,0,10505,Shane Bertsch,0.93,1,107,99.0
2011,57,0,23409,James Driscoll,0.93,1,108,99.0
2011,59,0,23983,Luke Donald,0.94,1,106,99.0
2011,60,0,29478,Kevin Kisner,0.95,1,105,99.0
2011,60,0,31193,Jim Renner,0.95,1,105,99.0
2011,62,0,35087,Bio Kim,0.96,1,104,99.0
2011,63,0,33911,Nate Smith,0.97,1,103,99.0
2011,64,0,27466,Spencer Levin,0.99,2,202,99.0
2011,65,0,12602,Dean Wilson,1.0,1,100,99.0
2011,66,0,1116,Michael Bradley,1.01,1,99,98.9
2011,67,0,24604,Hunter Haas,1.04,2,192,98.9
2011,68,0,7867,Woody Austin,1.06,1,94,98.9
2011,68,0,20229,Stewart Cink,1.06,1,94,98.9
2011,70,0,24490,George McNeill,1.08,1,93,98.9
2011,70,0,24663,Y.E. Yang,1.08,1,93,98.9
2011,72,0,21961,Charles Howell III,1.09,2,184,98.9
2011,73,0,25345,Carl Pettersson,1.12,2,178,98.8
2011,73,0,26476,Chez Reavie,1.12,2,179,98.8
2011,73,0,33419,Cameron Tringale,1.12,2,179,98.8
2011,76,0,19970,Robert Karlsson,1.14,1,88,98.8
2011,77,0,8537,J.P. Hayes,1.16,1,86,98.8
2011,77,0,30926,Chris Kirk,1.16,2,172,98.8
2011,79,0,23353,J.J. Henry,1.17,2,171,98.8
2011,80,0,23325,Vaughn Taylor,1.18,2,169,98.8
2011,81,0,1797,Rocco Mediate,1.19,1,84,98.8
2011,82,0,29720,Andres Gonzales,1.22,1,82,98.7
2011,82,0,20766,Padraig Harrington,1.22,1,82,98.7
2011,84,0,28087,Kris Blanks,1.23,2,162,98.7
2011,85,0,22348,Nick O'Hern,1.26,2,159,98.7
2011,86,0,21805,Harrison Frazar,1.35,1,74,98.6
2011,86,0,32698,Bobby Gates,1.35,2,148,98.6
2011,88,0,24502,Adam Scott,1.37,1,73,98.6
2011,89,0,23673,Michael Connell,1.38,2,145,98.6
2011,89,0,30692,Scott Stallings,1.38,2,145,98.6
2011,91,0,30711,Colt Knost,1.39,2,144,98.6
2011,92,0,24024,Zach Johnson,1.41,2,142,98.5
2011,92,0,24781,Hunter Mahan,1.41,2,142,98.5
2011,92,0,22913,John Rollins,1.41,2,142,98.5
2011,95,0,1766,Billy Mayfair,1.42,2,141,98.5
2011,96,0,33141,Keegan Bradley,1.43,2,140,98.5
2011,96,0,1313,Steve Elkington,1.43,1,70,98.5
2011,98,0,25572,Graeme McDowell,1.45,1,69,98.5
2011,99,0,21878,Mark Wilson,1.46,2,137,98.5
2011,100,0,11123,Chris Couch,1.47,2,136,98.5
2011,100,0,23623,Bo Van Pelt,1.47,2,136,98.5
2011,102,0,6567,Vijay Singh,1.48,2,135,98.5
2011,103,0,21731,Freddie Jacobson,1.49,2,134,98.5
2011,104,0,10809,Jim Furyk,1.5,2,133,98.5
2011,105,0,24361,Pat Perez,1.54,2,130,98.4
2011,106,0,22961,David Mathis,1.55,2,129,98.4
2011,107,0,27649,Brandt Snedeker,1.59,2,126,98.4
2011,108,0,27936,Martin Laird,1.6,2,125,98.4
2011,108,0,25240,D.A. Points,1.6,2,125,98.4
2011,110,0,25274,Steven Bowditch,1.64,2,122,98.3
2011,110,0,25396,Kevin Na,1.64,2,122,98.3
2011,112,0,2206,David Toms,1.65,2,121,98.3
2011,113,0,21753,Brian Davis,1.67,3,180,98.3
2011,114,0,21407,Arjun Atwal,1.68,3,179,98.3
2011,114,0,6522,Ernie Els,1.68,2,119,98.3
2011,114,0,27095,Nick Watney,1.68,2,119,98.3
2011,117,0,9011,David Duval,1.69,2,118,98.3
2011,118,0,32102,Rickie Fowler,1.72,2,116,98.2
2011,119,0,1577,Lee Janzen,1.74,2,115,98.2
2011,120,0,20098,Stuart Appleby,1.79,2,112,98.2
2011,121,0,31557,Jim Herman,1.82,2,110,98.1
2011,121,0,26596,Ryan Moore,1.82,2,110,98.1
2011,121,0,23621,Rory Sabbatini,1.82,2,110,98.1
2011,124,0,26331,Charl Schwartzel,1.85,1,54,98.1
2011,125,0,23541,Ben Crane,1.89,2,106,98.1
2011,125,0,29718,Anthony Kim,1.89,2,106,98.1
2011,125,0,1948,Tim Petrovic,1.89,3,159,98.1
2011,128,0,23788,D.J. Trahan,1.97,3,152,98.0
2011,129,0,6527,Steve Stricker,2.04,2,98,97.9
2011,130,0,27963,Chris Stroud,2.07,3,145,97.9
2011,131,0,23638,Brendon de Jonge,2.08,4,192,97.9
2011,131,0,23497,Tag Ridings,2.08,3,144,97.9
2011,133,0,26679,Kevin Stadler,2.1,3,143,97.9
2011,134,0,6621,Joe Durant,2.11,3,142,97.8
2011,135,0,22293,Heath Slocum,2.14,3,140,97.8
2011,136,0,20593,Greg Chalmers,2.16,3,139,97.8
2011,137,0,28475,Jeff Overton,2.17,3,138,97.8
2011,137,0,25457,Alexandre Rocha,2.17,2,92,97.8
2011,139,0,30750,Tommy Gainey,2.2,4,182,97.8
2011,139,0,24980,Scott Gutschewski,2.2,2,91,97.8
2011,141,0,6573,Brandt Jobe,2.22,3,135,97.7
2011,142,0,26668,Marc Turnesa,2.25,2,89,97.7
2011,143,0,12510,Chad Campbell,2.27,4,176,97.7
2011,144,0,20436,Garrett Willis,2.29,3,131,97.7
2011,145,0,31202,William McGirt,2.3,4,174,97.7
2011,146,0,22621,Ben Curtis,2.33,3,129,97.6
2011,146,0,24358,Robert Garrigus,2.33,3,129,97.6
2011,148,0,6515,Shaun Micheel,2.34,3,128,97.6
2011,149,0,6004,Stephen Ames,2.36,3,127,97.6
2011,150,0,10733,Kent Jones,2.44,3,123,97.5
2011,151,0,22371,Aaron Baddeley,2.52,3,119,97.4
2011,152,0,6643,Paul Goydos,2.56,4,156,97.4
2011,153,0,27797,Derek Lamely,2.63,3,114,97.3
2011,153,0,10860,Justin Leonard,2.63,4,152,97.3
2011,155,0,26851,Marc Leishman,2.7,4,148,97.3
2011,156,0,25804,Bubba Watson,2.73,3,110,97.2
2011,157,0,23800,Bryce Molder,2.74,4,146,97.2
2011,158,0,20498,Briny Baird,2.8,3,107,97.2
2011,159,0,32150,Michael Thompson,2.84,4,141,97.1
2011,160,0,26881,Jarrod Lyle,2.9,4,138,97.1
2011,161,0,7457,Steve Flesch,2.94,4,136,97.0
2011,161,0,8725,Tom Gillis,2.94,3,102,97.0
2011,161,0,27770,Camilo Villegas,2.94,3,102,97.0
2011,164,0,20848,Ángel Cabrera,3.08,2,65,96.9
2011,165,0,20472,Alex Cejka,3.16,3,95,96.8
2011,166,0,32876,Martin Piller,3.19,3,94,96.8
2011,167,0,1810,Phil Mickelson,3.23,4,124,96.7
2011,168,0,26287,Roland Thatcher,3.28,4,122,96.7
2011,169,0,27939,Matt McQuillan,3.3,3,91,96.7
2011,170,0,32366,Kevin Chappell,3.33,4,120,96.6
2011,171,0,28679,Fabián Gómez,3.42,5,146,96.5
2011,172,0,27120,Troy Matteson,3.51,6,171,96.4
2011,173,0,20070,Matt Bettencourt,3.52,5,142,96.4
2011,174,0,12652,Cameron Beckman,3.57,5,140,96.4
2011,174,0,23614,Rich Beem,3.57,3,84,96.4
2011,176,0,23718,Nathan Green,3.76,5,133,96.2
2011,177,0,25632,Jimmy Walker,3.82,5,131,96.1
2011,178,0,24140,Sean O'Hair,3.85,5,130,96.1
2011,179,0,31401,Zack Miller,3.88,5,129,96.1
2011,180,0,28620,Aron Price,3.96,4,101,96.0
2011,181,0,34255,Joseph Bramlett,4.24,5,118,95.7
2011,182,0,25686,Jason Dufner,4.44,6,135,95.5
2011,183,0,26289,Boo Weekley,5.17,6,116,94.8
2011,184,0,25444,Justin Hicks,5.5,6,109,94.5
2011,185,0,24290,D.J. Brigman,5.88,5,85,94.1
2011,186,0,34072,Will Strickler,6.58,5,76,93.4
2016,1,0,24461,Thomas Aiken,0.0,0,91,100.0
2016,1,0,45526,Abraham Ancer,0.0,0,77,100.0
2016,1,0,20098,Stuart Appleby,0.0,0,100,100.0
2016,1,0,29268,Bronson Burgoon,0.0,0,114,100.0
2016,1,0,25364,Paul Casey,0.0,0,98,100.0
2016,1,0,24357,K.J. Choi,0.0,0,123,100.0
2016,1,0,27436,Graham DeLaet,0.0,0,116,100.0
2016,1,0,29725,Tony Finau,0.0,0,154,100.0
2016,1,0,32102,Rickie Fowler,0.0,0,122,100.0
2016,1,0,32618,Rhein Gibson,0.0,0,85,100.0
2016,1,0,29720,Andres Gonzales,0.0,0,127,100.0
2016,1,0,20157,Retief Goosen,0.0,0,74,100.0
2016,1,0,29974,Branden Grace,0.0,0,75,100.0
2016,1,0,35539,Luke Guthrie,0.0,0,78,100.0
2016,1,0,24924,Bill Haas,0.0,0,111,100.0
2016,1,0,20766,Padraig Harrington,0.0,0,65,100.0
2016,1,0,29222,Billy Hurley III,0.0,0,109,100.0
2016,1,0,27747,Hiroshi Iwata,0.0,0,127,100.0
2016,1,0,46440,Smylie Kaufman,0.0,0,129,100.0
2016,1,0,8075,Jerry Kelly,0.0,0,104,100.0
2016,1,0,27466,Spencer Levin,0.0,0,144,100.0
2016,1,0,34409,David Lingmerth,0.0,0,128,100.0
2016,1,0,33413,Ben Martin,0.0,0,165,100.0
2016,1,0,31202,William McGirt,0.0,0,178,100.0
2016,1,0,32640,Troy Merritt,0.0,0,115,100.0
2016,1,0,1810,Phil Mickelson,0.0,0,109,100.0
2016,1,0,26596,Ryan Moore,0.0,0,116,100.0
2016,1,0,25396,Kevin Na,0.0,0,145,100.0
2016,1,0,29289,S.Y. Noh,0.0,0,143,100.0
2016,1,0,27942,Rob Oppenheim,0.0,0,87,100.0
2016,1,0,20572,Rod Pampling,0.0,0,73,100.0
2016,1,0,25818,Scott Piercy,0.0,0,109,100.0
2016,1,0,10213,Dicky Pride,0.0,0,72,100.0
2016,1,0,6527,Steve Stricker,0.0,0,95,100.0
2016,1,0,33448,Justin Thomas,0.0,0,151,100.0
2016,1,0,28132,Tyrone Van Aswegen,0.0,0,149,100.0
2016,1,0,25804,Bubba Watson,0.0,0,87,100.0
2016,1,0,25892,Steve Wheatcroft,0.0,0,107,100.0
2016,1,0,34265,Will Wilcox,0.0,0,99,100.0
2016,40,0,27644,Brian Harman,0.54,1,184,99.46
2016,41,0,34264,Hudson Swafford,0.55,1,182,99.45
2016,42,0,25834,Daniel Summerhays,0.56,1,180,99.44
2016,43,0,12510,Chad Campbell,0.63,1,158,99.37
2016,43,0,30110,Kyle Stanley,0.63,1,160,99.37
2016,45,0,32200,Roberto Castro,0.66,1,151,99.34
2016,46,0,34262,Jon Curran,0.67,1,150,99.33
2016,46,0,26951,Johnson Wagner,0.67,1,150,99.33
2016,48,0,25900,Lucas Glover,0.69,1,144,99.31
2016,48,0,28679,Fabián Gómez,0.69,1,144,99.31
2016,50,0,34098,Russell Henley,0.7,1,142,99.3
2016,50,0,29478,Kevin Kisner,0.7,1,142,99.3
2016,52,0,23108,Matt Kuchar,0.72,1,139,99.28
2016,53,0,29518,Brendan Steele,0.74,1,135,99.26
2016,53,0,33419,Cameron Tringale,0.74,1,136,99.26
2016,55,0,23800,Bryce Molder,0.75,1,133,99.25
2016,56,0,27895,Jonas Blixt,0.76,1,131,99.24
2016,56,0,23541,Ben Crane,0.76,1,131,99.24
2016,56,0,31557,Jim Herman,0.76,1,132,99.24
2016,56,0,30926,Chris Kirk,0.76,1,131,99.24
2016,60,0,24846,Ricky Barnes,0.78,1,128,99.22
2016,60,0,27974,Sung Kang,0.78,1,129,99.22
2016,60,0,34466,Peter Malnati,0.78,1,129,99.22
2016,63,0,32448,James Hahn,0.79,1,127,99.21
2016,63,0,27936,Martin Laird,0.79,1,126,99.21
2016,65,0,24507,Jason Bohn,0.8,1,125,99.2
2016,65,0,23983,Luke Donald,0.8,1,125,99.2
2016,67,0,29485,Brett Stegmaier,0.81,1,123,99.19
2016,68,0,26300,Matt Jones,0.83,1,121,99.17
2016,69,0,33461,Morgan Hoffmann,0.84,1,119,99.16
2016,70,0,25720,Chad Collins,0.85,1,118,99.15
2016,70,0,23353,J.J. Henry,0.85,1,118,99.15
2016,72,0,30925,Dustin Johnson,0.88,1,114,99.12
2016,73,0,20229,Stewart Cink,0.92,1,109,99.08
2016,73,0,23638,Brendon de Jonge,0.92,1,109,99.08
2016,75,0,20848,Ángel Cabrera,0.93,1,108,99.07
2016,76,0,34046,Jordan Spieth,0.94,1,106,99.06
2016,77,0,22892,Jason Gore,0.95,1,105,99.05
2016,78,0,20472,Alex Cejka,0.96,1,104,99.04
2016,79,0,6522,Ernie Els,0.97,1,103,99.03
2016,79,0,30163,Henrik Norlander,0.97,1,103,99.03
2016,79,0,31560,Brian Stuard,0.97,1,103,99.03
2016,82,0,28158,Steve Marino,0.98,1,102,99.02
2016,83,0,29420,Billy Horschel,1.02,1,98,98.98
2016,84,0,37455,Si Woo Kim,1.03,2,195,98.97
2016,84,0,26329,Louis Oosthuizen,1.03,1,97,98.97
2016,86,0,35879,Kelly Kraft,1.04,1,96,98.96
2016,86,0,30927,Brendon Todd,1.04,1,96,98.96
2016,88,0,29476,Kyle Reifers,1.08,2,185,98.92
2016,88,0,21878,Mark Wilson,1.08,1,93,98.92
2016,90,0,10809,Jim Furyk,1.18,1,85,98.82
2016,91,0,24781,Hunter Mahan,1.19,1,84,98.81
2016,92,0,33399,Adam Hadwin,1.2,2,166,98.8
2016,93,0,20645,John Senden,1.23,2,162,98.77
2016,94,0,25572,Graeme McDowell,1.25,1,80,98.75
2016,95,0,31646,Emiliano Grillo,1.27,2,157,98.73
2016,95,0,32757,Patton Kizzire,1.27,2,157,98.73
2016,97,0,23320,Ryan Palmer,1.29,2,155,98.71
2016,98,0,37189,Harold Varner III,1.31,2,153,98.69
2016,99,0,21731,Freddie Jacobson,1.38,2,145,98.62
2016,100,0,26476,Chez Reavie,1.4,2,143,98.6
2016,100,0,33418,Shawn Stefani,1.4,2,143,98.6
2016,102,0,31323,Gary Woodland,1.41,2,142,98.59
2016,103,0,40026,Daniel Berger,1.42,2,141,98.58
2016,104,0,34360,Patrick Reed,1.43,2,140,98.57
2016,105,0,33141,Keegan Bradley,1.44,2,139,98.56
2016,105,0,30711,Colt Knost,1.44,2,139,98.56
2016,107,0,25632,Jimmy Walker,1.45,2,138,98.55
2016,108,0,25493,Nick Taylor,1.46,2,137,98.54
2016,109,0,35300,Andrew Loupe,1.47,2,136,98.53
2016,110,0,32366,Kevin Chappell,1.48,2,135,98.52
2016,110,0,20691,Greg Owen,1.48,2,135,98.52
2016,112,0,35732,Wes Roach,1.49,1,67,98.51
2016,113,0,33410,Andrew Landry,1.52,1,66,98.48
2016,113,0,23621,Rory Sabbatini,1.52,1,66,98.48
2016,115,0,21209,Sergio Garcia,1.59,1,63,98.41
2016,116,0,37454,Whee Kim,1.61,2,124,98.39
2016,117,0,25686,Jason Dufner,1.63,3,184,98.37
2016,118,0,28114,Dawie van der Walt,1.64,2,122,98.36
2016,119,0,34099,Harris English,1.67,2,120,98.33
2016,119,0,27214,Kevin Streelman,1.67,2,120,98.33
2016,121,0,26758,David Hearn,1.69,3,177,98.31
2016,122,0,26331,Charl Schwartzel,1.77,2,113,98.23
2016,123,0,29221,Webb Simpson,1.8,2,111,98.2
2016,124,0,27141,J.B. Holmes,1.82,2,110,98.18
2016,124,0,36689,Brooks Koepka,1.82,2,110,98.18
2016,126,0,36801,Mark Hubbard,1.83,3,164,98.17
2016,126,0,27770,Camilo Villegas,1.83,2,109,98.17
2016,128,0,31420,Anirban Lahiri,1.87,2,107,98.13
2016,129,0,34174,John Huh,1.89,3,159,98.11
2016,130,0,22046,Geoff Ogilvy,1.9,2,105,98.1
2016,130,0,29223,Sam Saunders,1.9,2,105,98.1
2016,132,0,31416,Derek Fathauer,1.94,3,155,98.06
2016,132,0,34261,Scott Langley,1.94,2,103,98.06
2016,132,0,25198,Francesco Molinari,1.94,2,103,98.06
2016,132,0,2206,David Toms,1.94,2,103,98.06
2016,136,0,27963,Chris Stroud,1.95,3,154,98.05
2016,137,0,30944,Jason Kokrak,2.01,3,149,97.99
2016,138,0,20104,Ken Duke,2.02,2,99,97.98
2016,139,0,29479,Scott Brown,2.04,3,147,97.96
2016,139,0,39975,Michael Kim,2.04,3,147,97.96
2016,141,0,30692,Scott Stallings,2.05,3,146,97.95
2016,142,0,25349,Tim Wilkinson,2.06,2,97,97.94
2016,143,0,28237,Rory McIlroy,2.08,2,96,97.92
2016,143,0,35451,Scott Pinckney,2.08,3,144,97.92
2016,145,0,40058,Zac Blair,2.11,3,142,97.89
2016,146,0,35545,Blayne Barber,2.13,3,141,97.87
2016,147,0,25274,Steven Bowditch,2.15,2,93,97.85
2016,147,0,37273,Derek Ernst,2.15,2,93,97.85
2016,147,0,24490,George McNeill,2.15,2,93,97.85
2016,150,0,33122,Russell Knox,2.16,3,139,97.84
2016,151,0,27649,Brandt Snedeker,2.17,3,138,97.83
2016,151,0,26289,Boo Weekley,2.17,3,138,97.83
2016,153,0,24912,Will MacKenzie,2.24,3,134,97.76
2016,154,0,29745,Tyler Aldridge,2.27,3,132,97.73
2016,155,0,26851,Marc Leishman,2.31,3,130,97.69
2016,156,0,36699,Patrick Rodgers,2.33,3,129,97.67
2016,157,0,24358,Robert Garrigus,2.38,3,126,97.62
2016,157,0,32876,Martin Piller,2.38,2,84,97.62
2016,157,0,6567,Vijay Singh,2.38,3,126,97.62
2016,160,0,28089,Jason Day,2.41,2,83,97.59
2016,161,0,33204,Shane Lowry,2.6,2,77,97.4
2016,162,0,24502,Adam Scott,2.63,3,114,97.37
2016,163,0,23325,Vaughn Taylor,2.68,4,149,97.32
2016,163,0,32150,Michael Thompson,2.68,3,112,97.32
2016,165,0,35891,Cameron Smith,2.7,2,74,97.3
