YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1989,162,224,1864,Larry Nelson,11.21,26,232
1989,164,225,1151,Clark Burroughs,11.19,32,286
1989,165,231,1096,Phil Blackmar,11.01,37,336
1989,166,231,1033,George Archer,10.98,28,255
1989,167,233,1143,Brad Bryant,10.93,46,421
1989,168,233,1068,Andy Bean,10.86,33,304
1989,169,233,1303,Bob Eastwood,10.85,37,341
1989,170,236,1261,Jay Delsing,10.61,28,264
1989,171,236,1522,Lon Hinkle,10.53,38,361
1989,172,236,1078,Jim Benepe,10.42,32,307
1989,173,237,1975,Tom Purtzer,10.22,32,313
1989,174,238,1723,Andrew Magee,10.17,42,413
1989,175,238,1086,Roy Biancalana,10.15,27,266
1989,176,244,1571,Barry Jaeckel,9.93,27,272
1989,177,244,1150,George Burns,9.73,22,226
1989,178,246,2223,Bob Tway,9.55,36,377
1989,179,246,1550,Ed Humenik,9.45,31,328
1989,180,246,1626,Karl Kimball,9.39,20,213
1989,181,249,1685,J.L. Lewis,9.13,19,208
1989,182,253,1884,Mac O'Grady,8.57,18,210
1989,183,269,1564,David Jackson,8.12,19,234
1989,184,270,1717,Sandy Lyle,8.06,17,211
1989,185,271,1197,Bobby Clampett,8.03,29,361
1989,186,300,1162,Rex Caldwell,5.17,15,290
1993,1,0,1926,Steve Pate,19.94,71,356
1993,2,0,1633,Tom Kite,19.93,54,271
1993,3,0,2201,Jim Thorpe,19.65,45,229
1993,4,0,1014,Fulton Allem,19.22,69,359
1993,5,0,1388,Robert Gamez,18.52,60,324
1993,6,0,1559,Hale Irwin,18.18,48,264
1993,6,0,1783,Mark McCumber,18.18,56,308
1993,8,0,1968,Nick Price,18.01,49,272
1993,9,0,1557,John Inman,17.79,71,399
1993,10,0,1201,Lennie Clements,17.74,58,327
1993,11,0,1577,Lee Janzen,17.62,65,369
1993,12,0,1495,Morris Hatalsky,17.55,43,245
1993,13,0,1736,Roger Maltbie,17.3,41,237
1993,14,0,6058,John Flannery,17.11,71,415
1993,15,0,1098,Jay Don Blake,17.03,54,317
1993,16,0,1928,Corey Pavin,16.99,62,365
1993,17,0,1682,Wayne Levi,16.72,51,305
1993,18,0,1320,Bob Estes,16.67,65,390
1993,19,0,1378,David Frost,16.49,48,291
1993,20,0,2224,Greg Twiggs,16.06,57,355
1993,21,0,1510,Nolan Henke,16.0,60,375
1993,22,0,1024,Billy Andrade,15.99,59,369
1993,23,0,2242,Lanny Wadkins,15.83,44,278
1993,24,0,1200,Keith Clearwater,15.79,66,418
1993,25,0,1891,David Ogrin,15.78,59,374
1993,26,0,2321,Fuzzy Zoeller,15.55,44,283
1993,27,0,2245,Grant Waite,15.43,56,363
1993,28,0,2214,Kirk Triplett,15.41,57,370
1993,29,0,6012,Greg Kraft,15.36,45,293
1993,30,0,2010,Loren Roberts,15.34,58,378
1993,31,0,1823,Larry Mize,15.31,47,307
1993,32,0,1553,John Huston,15.25,68,446
1993,33,0,1353,Bruce Fleisher,15.21,54,355
1993,34,0,1971,Dillard Pruitt,15.19,53,349
1993,35,0,1116,Michael Bradley,15.14,48,317
1993,36,0,1203,Russ Cochran,15.12,57,377
1993,37,0,1374,Robin Freeman,15.1,53,351
1993,38,0,1887,Mark O'Meara,15.07,52,345
1993,39,0,1527,Scott Hoch,14.86,55,370
1993,40,0,1390,Buddy Gardner,14.77,39,264
1993,41,0,1930,Eddie Pearce,14.74,37,251
1993,42,0,2255,Denis Watson,14.68,37,252
1993,43,0,1418,Bill Glasson,14.65,46,314
1993,44,0,2100,Tim Simpson,14.58,50,343
1993,45,0,1435,Wayne Grady,14.56,30,206
1993,46,0,1313,Steve Elkington,14.53,51,351
1993,47,0,1945,Kenny Perry,14.52,53,365
1993,48,0,2159,Curtis Strange,14.51,46,317
1993,49,0,1475,Donnie Hammond,14.5,48,331
1993,50,0,2101,Joey Sindelar,14.49,41,283
1993,51,0,2180,Harry Taylor,14.48,52,359
1993,52,0,1219,John Cook,14.45,49,339
1993,53,0,1414,Bob Gilder,14.33,45,314
1993,54,0,2049,Gene Sauers,14.32,54,377
1993,55,0,6247,David Delong,14.22,30,211
1993,56,0,1282,Trevor Dodds,14.2,47,331
1993,57,0,1876,Greg Norman,14.15,30,212
1993,58,0,2146,Payne Stewart,14.13,53,375
1993,59,0,1443,Hubert Green,14.08,30,213
1993,60,0,2223,Bob Tway,14.07,38,270
1993,61,0,1306,David Edwards,14.06,44,313
1993,61,0,1766,Billy Mayfair,14.06,62,441
1993,63,0,1549,Mike Hulbert,14.04,56,399
1993,64,0,10195,Tim Conley,14.01,36,257
1993,65,0,1771,Blaine McCallister,13.93,50,359
1993,66,0,1958,Dan Pohl,13.88,29,209
1993,67,0,2099,Scott Simpson,13.83,43,311
1993,68,0,1329,Brad Faxon,13.82,47,340
1993,69,0,1307,Joel Edwards,13.77,50,363
1993,70,0,1261,Jay Delsing,13.72,55,401
1993,71,0,6617,Brian Henninger,13.7,50,365
1993,72,0,1755,Dick Mast,13.68,48,351
1993,73,0,6086,Russell Beiersdorf,13.65,55,403
1993,74,0,1361,Dan Forsman,13.62,47,345
1993,75,0,1381,Fred Funk,13.61,63,463
1993,76,0,1724,Jeff Maggert,13.6,48,353
1993,77,0,1468,Gary Hallberg,13.57,49,361
1993,78,0,6006,JC Anderson,13.55,42,310
1993,79,0,1132,Mark Brooks,13.46,51,379
1993,79,0,1161,Mark Calcavecchia,13.46,51,379
1993,79,0,2111,Mike Smith,13.46,49,364
1993,82,0,2133,Craig Stadler,13.44,43,320
1993,83,0,1218,Jeff Cook,13.43,45,335
1993,83,0,1864,Larry Nelson,13.43,29,216
1993,85,0,1701,Bob Lohr,13.33,46,345
1993,86,0,2170,Hal Sutton,13.31,45,338
1993,87,0,1706,Davis Love III,13.28,53,399
1993,88,0,2090,Tom Sieckmann,13.21,51,386
1993,89,0,1946,Peter Persons,13.19,48,364
1993,90,0,1659,Massy Kuramoto,13.11,32,244
1993,91,0,1690,Bruce Lietzke,13.07,26,199
1993,92,0,2033,Dave Rummells,12.97,41,316
1993,93,0,1157,Tom Byrum,12.94,40,309
1993,94,0,2298,Jim Woodward,12.92,27,209
1993,95,0,2217,Dennis Trixler,12.91,43,333
1993,96,0,2206,David Toms,12.9,44,341
1993,97,0,1284,Mike Donald,12.87,48,373
1993,98,0,1235,Ben Crenshaw,12.86,36,280
1993,98,0,1797,Rocco Mediate,12.86,45,350
1993,100,0,1457,Jay Haas,12.81,57,445
1993,101,0,6332,Neal Lancaster,12.78,52,407
1993,102,0,1197,Bobby Clampett,12.67,28,221
1993,102,0,2256,Tom Watson,12.67,28,221
1993,104,0,1288,Ed Dougherty,12.64,57,451
1993,105,0,1846,Jodie Mudd,12.61,30,238
1993,105,0,2279,Mark Wiebe,12.61,45,357
1993,107,0,1196,Brian Claar,12.59,55,437
1993,107,0,6136,Mike Schuchart,12.59,37,294
1993,109,0,1938,David Peoples,12.57,42,334
1993,110,0,1707,Steve Lowery,12.56,55,438
1993,111,0,1072,Chip Beck,12.54,44,351
1993,112,0,1715,Mark Lye,12.5,33,264
1993,113,0,1042,Paul Azinger,12.46,40,321
1993,113,0,6599,John Elliott,12.46,39,313
1993,113,0,2267,D.A. Weibring,12.46,37,297
1993,116,0,1226,Fred Couples,12.41,35,282
1993,117,0,1129,Bill Britton,12.4,45,363
1993,117,0,6643,Paul Goydos,12.4,48,387
1993,119,0,6284,Jim Hallet,12.36,45,364
1993,120,0,6128,Steve Lamontagne,12.34,49,397
1993,120,0,2218,Ted Tryba,12.34,47,381
1993,122,0,1248,Rick Dalpos,12.32,35,284
1993,123,0,6197,Michael Allen,12.24,41,335
1993,123,0,6090,Jim McGovern,12.24,58,474
1993,125,0,2246,Duffy Waldorf,12.23,39,319
1993,126,0,1093,Ronnie Black,12.15,43,354
1993,127,0,2241,Bobby Wadkins,12.12,32,264
1993,128,0,1049,Ian Baker-Finch,12.08,29,240
1993,129,0,2294,Willie Wood,12.06,38,315
1993,130,0,2007,Larry Rinker,12.04,36,299
1993,131,0,6124,Patrick Burke,12.02,28,233
1993,132,0,6144,John Dowdall,11.87,26,219
1993,132,0,1550,Ed Humenik,11.87,45,379
1993,134,0,2303,Robert Wrenn,11.85,39,329
1993,135,0,8759,Tad Rhyan,11.84,38,321
1993,135,0,6589,Jeff Woodland,11.84,38,321
1993,137,0,6044,Scott Gump,11.83,44,372
1993,137,0,1533,P.H. Horgan III,11.83,42,355
1993,139,0,6566,Jaime Gomez,11.82,41,347
1993,140,0,1849,Bill Murchison,11.76,26,221
1993,140,0,2190,Doug Tewell,11.76,30,255
1993,142,0,1323,Brad Fabel,11.71,39,333
1993,143,0,2185,Lance Ten Broeck,11.7,46,393
1993,144,0,1068,Andy Bean,11.6,29,250
1993,144,0,2322,Richard Zokol,11.6,34,293
1993,146,0,1723,Andrew Magee,11.56,34,294
1993,147,0,1408,Kelly Gibson,11.46,47,410
1993,148,0,2131,Mike Springer,11.45,38,332
1993,149,0,1331,Rick Fehr,11.42,45,394
1993,150,0,1725,John Mahaffey,11.3,33,292
1993,151,0,1569,Peter Jacobsen,11.29,36,319
1993,152,0,2104,Jeff Sluman,11.25,44,391
1993,153,0,1143,Brad Bryant,11.22,46,410
1993,154,0,1346,Ed Fiori,11.17,43,385
1993,155,0,1444,Ken Green,11.16,27,242
1993,156,0,2225,Howard Twitty,11.05,41,371
1993,157,0,1837,Gil Morgan,11.01,38,345
1993,158,0,2067,Ted Schulz,10.99,42,382
1993,159,0,1934,Dave Peege,10.92,25,229
1993,159,0,1975,Tom Purtzer,10.92,25,229
1993,161,0,1607,Brian Kamm,10.86,38,350
1993,162,0,1810,Phil Mickelson,10.73,31,289
1993,163,0,1564,David Jackson,10.48,37,353
1993,164,0,1185,Brandel Chamblee,10.45,35,335
1993,165,0,6575,Dudley Hart,10.41,38,365
1993,166,0,1890,Brett Ogle,10.13,23,227
1993,167,0,1006,John Adams,10.08,37,367
1993,167,0,1060,Dave Barr,10.08,38,377
1993,169,0,1677,Tom Lehman,9.97,38,381
1993,170,0,1385,Jim Gallagher Jr.,9.83,35,356
1993,171,0,1920,Craig Parry,9.72,28,288
1993,172,0,8045,Perry Moss,9.71,34,350
1993,173,0,10795,Neale Smith,9.57,22,230
1993,174,0,1761,Len Mattiace,9.46,30,317
1993,175,0,7569,Mark Carnevale,9.42,36,382
1993,176,0,6034,Marco Dawson,9.15,39,426
1993,177,0,6401,Marty Schiene,9.09,23,253
1993,178,0,5319,Gene Jones,8.97,21,234
1993,179,0,10207,Jimmy Johnston,8.9,25,281
1993,180,0,2135,Mike Standly,8.89,33,371
1993,181,0,1191,Barry Cheesman,8.81,31,352
1993,182,0,1035,Tommy Armour III,8.73,20,229
1993,183,0,1648,Billy Kratzert,8.45,18,213
1993,184,0,1619,Skip Kendall,8.23,32,389
1993,185,0,1249,John Daly,8.07,23,285
1993,186,0,6691,Greg Cesario,7.94,20,252
1993,187,0,1469,Dan Halldorson,7.89,25,317
1993,188,0,1096,Phil Blackmar,7.87,28,356
1993,189,0,8553,Lee Porter,7.66,16,209
1994,1,0,2010,Loren Roberts,17.89,56,313
1994,2,0,1677,Tom Lehman,17.79,58,326
1994,3,0,1690,Bruce Lietzke,17.77,43,242
1994,4,0,6589,Jeff Woodland,17.7,60,339
1994,5,0,1905,Joe Ozaki,17.62,43,244
1994,6,0,1559,Hale Irwin,17.51,52,297
1994,7,0,1306,David Edwards,17.37,58,334
1994,8,0,1143,Brad Bryant,17.16,76,443
1994,9,0,2099,Scott Simpson,17.02,48,282
1994,10,0,1435,Wayne Grady,16.96,38,224
1994,11,0,1810,Phil Mickelson,16.79,44,262
1994,12,0,1945,Kenny Perry,16.58,66,398
1994,13,0,1707,Steve Lowery,16.49,63,382
1994,14,0,1072,Chip Beck,16.29,57,350
1994,15,0,1607,Brian Kamm,16.23,62,382
1994,16,0,1129,Bill Britton,16.13,45,279
1994,17,0,1320,Bob Estes,16.06,62,386
1994,18,0,2190,Doug Tewell,15.99,55,344
1994,19,0,1132,Mark Brooks,15.97,73,457
1994,20,0,1418,Bill Glasson,15.96,49,307
1994,21,0,1098,Jay Don Blake,15.82,56,354
1994,22,0,6012,Greg Kraft,15.71,55,350
1994,23,0,1569,Peter Jacobsen,15.64,43,275
1994,24,0,1374,Robin Freeman,15.63,58,371
1994,25,0,1060,Dave Barr,15.57,59,379
1994,26,0,1261,Jay Delsing,15.56,56,360
1994,27,0,1024,Billy Andrade,15.54,55,354
1994,28,0,8337,Mike Heinen,15.48,50,323
1994,29,0,1920,Craig Parry,15.2,38,250
1994,30,0,1282,Trevor Dodds,15.17,49,323
1994,30,0,6332,Neal Lancaster,15.17,59,389
1994,32,0,1783,Mark McCumber,15.13,46,304
1994,33,0,1235,Ben Crenshaw,15.07,52,345
1994,34,0,2007,Larry Rinker,15.0,45,300
1994,35,0,2321,Fuzzy Zoeller,14.92,44,295
1994,36,0,1385,Jim Gallagher Jr.,14.84,50,337
1994,37,0,2224,Greg Twiggs,14.83,39,263
1994,38,0,1388,Robert Gamez,14.8,45,304
1994,39,0,1161,Mark Calcavecchia,14.71,50,340
1994,39,0,1266,Clark Dennis,14.71,59,401
1994,41,0,1457,Jay Haas,14.7,61,415
1994,42,0,1475,Donnie Hammond,14.67,49,334
1994,43,0,1876,Greg Norman,14.62,37,253
1994,44,0,1823,Larry Mize,14.57,44,302
1994,45,0,6197,Michael Allen,14.54,58,399
1994,46,0,2223,Bob Tway,14.51,47,324
1994,47,0,8931,Glen Day,14.47,56,387
1994,48,0,1724,Jeff Maggert,14.41,51,354
1994,49,0,1971,Dillard Pruitt,14.36,52,362
1994,50,0,1468,Gary Hallberg,14.33,45,314
1994,50,0,2131,Mike Springer,14.33,49,342
1994,52,0,1201,Lennie Clements,14.29,49,343
1994,52,0,1381,Fred Funk,14.29,61,427
1994,52,0,2206,David Toms,14.29,53,371
1994,55,0,1928,Corey Pavin,14.23,39,274
1994,55,0,6567,Vijay Singh,14.23,38,267
1994,57,0,1706,Davis Love III,14.17,52,367
1994,58,0,1527,Scott Hoch,14.14,54,382
1994,59,0,12663,Phil Tataurangi,14.13,38,269
1994,60,0,6577,John Wilson,14.12,49,347
1994,61,0,1331,Rick Fehr,14.1,44,312
1994,62,0,2170,Hal Sutton,14.03,55,392
1994,63,0,1996,Mike Reid,13.97,38,272
1994,64,0,6617,Brian Henninger,13.93,39,280
1994,64,0,1723,Andrew Magee,13.93,50,359
1994,66,0,1824,Yoshinori Mizumaki,13.82,34,246
1994,67,0,7569,Mark Carnevale,13.75,48,349
1994,67,0,2167,Mike Sullivan,13.75,40,291
1994,69,0,2241,Bobby Wadkins,13.72,38,277
1994,70,0,1444,Ken Green,13.71,48,350
1994,71,0,6058,John Flannery,13.7,53,387
1994,72,0,1577,Lee Janzen,13.69,49,358
1994,73,0,1093,Ronnie Black,13.64,45,330
1994,74,0,2095,Larry Silveira,13.56,43,317
1994,75,0,2104,Jeff Sluman,13.53,51,377
1994,76,0,1185,Brandel Chamblee,13.43,47,350
1994,77,0,6128,Steve Lamontagne,13.4,43,321
1994,78,0,6016,Brad Lardon,13.33,30,225
1994,79,0,2100,Tim Simpson,13.17,49,372
1994,80,0,2218,Ted Tryba,13.15,58,441
1994,81,0,2239,Scott Verplank,13.13,34,259
1994,82,0,12660,Jesper Parnevik,13.1,30,229
1994,83,0,2214,Kirk Triplett,13.08,48,367
1994,84,0,8375,Paul Stankowski,13.02,41,315
1994,85,0,1307,Joel Edwards,13.01,45,346
1994,86,0,1975,Tom Purtzer,13.0,36,277
1994,87,0,6591,Rocky Walcher,12.98,34,262
1994,88,0,2242,Lanny Wadkins,12.96,35,270
1994,89,0,10809,Jim Furyk,12.89,50,388
1994,90,0,1926,Steve Pate,12.86,49,381
1994,91,0,6034,Marco Dawson,12.82,45,351
1994,92,0,2159,Curtis Strange,12.76,43,337
1994,93,0,1116,Michael Bradley,12.74,46,361
1994,93,0,1495,Morris Hatalsky,12.74,40,314
1994,95,0,2146,Payne Stewart,12.7,39,307
1994,96,0,1549,Mike Hulbert,12.65,53,419
1994,96,0,1557,John Inman,12.65,52,411
1994,98,0,2201,Jim Thorpe,12.62,39,309
1994,99,0,6020,Steve Brodie,12.61,44,349
1994,99,0,1156,Curt Byrum,12.61,42,333
1994,101,0,1196,Brian Claar,12.59,51,405
1994,101,0,1986,Joey Rassett,12.59,37,294
1994,103,0,1633,Tom Kite,12.58,40,318
1994,104,0,2033,Dave Rummells,12.56,51,406
1994,105,0,2230,Stan Utley,12.5,37,296
1994,106,0,1837,Gil Morgan,12.45,33,265
1994,107,0,1629,Eddie Kirby,12.44,27,217
1994,108,0,7235,John Morse,12.42,38,306
1994,109,0,6809,Bob Burns,12.36,34,275
1994,110,0,7781,Ty Armstrong,12.3,30,244
1994,110,0,1927,Dennis Paulson,12.3,39,317
1994,112,0,6643,Paul Goydos,12.24,52,425
1994,113,0,1755,Dick Mast,12.17,42,345
1994,114,0,1938,David Peoples,12.15,44,362
1994,115,0,1378,David Frost,12.14,38,313
1994,116,0,7101,Dave Stockton Jr.,12.13,45,371
1994,117,0,1682,Wayne Levi,12.09,41,339
1994,118,0,1288,Ed Dougherty,12.03,48,399
1994,119,0,1771,Blaine McCallister,12.02,47,391
1994,120,0,1330,David Feherty,12.0,33,275
1994,121,0,2256,Tom Watson,11.98,26,217
1994,122,0,1329,Brad Faxon,11.92,44,369
1994,123,0,1133,Billy Ray Brown,11.89,27,227
1994,124,0,2090,Tom Sieckmann,11.8,38,322
1994,125,0,6791,Mark Wurtz,11.78,39,331
1994,126,0,6251,Chris DiMarco,11.68,41,351
1994,127,0,1313,Steve Elkington,11.65,29,249
1994,128,0,6609,Rob Boldt,11.62,28,241
1994,129,0,6214,Guy Boros,11.61,44,379
1994,129,0,1203,Russ Cochran,11.61,44,379
1994,129,0,2101,Joey Sindelar,11.61,31,267
1994,132,0,2133,Craig Stadler,11.47,32,279
1994,133,0,1510,Nolan Henke,11.46,37,323
1994,134,0,2246,Duffy Waldorf,11.31,37,327
1994,135,0,6078,Esteban Toledo,11.25,36,320
1994,136,0,1887,Mark O'Meara,11.2,42,375
1994,137,0,2135,Mike Standly,11.17,42,376
1994,138,0,1891,David Ogrin,11.05,41,371
1994,139,0,1200,Keith Clearwater,10.96,40,365
1994,140,0,1553,John Huston,10.95,37,338
1994,141,0,1701,Bob Lohr,10.92,39,357
1994,142,0,1014,Fulton Allem,10.91,36,330
1994,143,0,2267,D.A. Weibring,10.85,28,258
1994,144,0,1219,John Cook,10.84,35,323
1994,145,0,6140,Sean Murphy,10.83,38,351
1994,146,0,6315,Pete Jordan,10.8,39,361
1994,147,0,1226,Fred Couples,10.78,22,204
1994,148,0,1408,Kelly Gibson,10.73,41,382
1994,149,0,1766,Billy Mayfair,10.72,43,401
1994,150,0,1353,Bruce Fleisher,10.68,36,337
1994,150,0,1890,Brett Ogle,10.68,25,234
1994,152,0,10213,Dicky Pride,10.63,32,301
1994,153,0,1096,Phil Blackmar,10.62,29,273
1994,154,0,12661,Todd Barranger,10.58,29,274
1994,155,0,1361,Dan Forsman,10.55,29,275
1994,156,0,6527,Steve Stricker,10.47,40,382
1994,157,0,6088,Steve Gotsche,10.43,24,230
1994,158,0,1968,Nick Price,10.42,25,240
1994,159,0,6090,Jim McGovern,10.36,40,386
1994,160,0,2049,Gene Sauers,10.3,34,330
1994,161,0,2225,Howard Twitty,10.25,37,361
1994,162,0,2303,Robert Wrenn,10.23,22,215
1994,163,0,1725,John Mahaffey,10.2,31,304
1994,163,0,6062,Charles Raulerson,10.2,26,255
1994,165,0,1139,Olin Browne,10.13,38,375
1994,166,0,1414,Bob Gilder,10.06,34,338
1994,167,0,2245,Grant Waite,9.86,28,284
1994,168,0,2294,Willie Wood,9.75,31,318
1994,169,0,6350,Bob May,9.72,31,319
1994,170,0,1392,Tom Garner,9.52,22,231
1994,171,0,6657,Steve Rintoul,9.48,31,327
1994,172,0,1006,John Adams,9.2,31,337
1994,173,0,6575,Dudley Hart,8.95,29,324
1994,174,0,2067,Ted Schulz,8.89,28,315
1994,175,0,1748,Doug Martin,8.18,27,330
1994,176,0,1550,Ed Humenik,7.97,29,364
1994,177,0,1864,Larry Nelson,7.62,17,223
1994,178,0,2322,Richard Zokol,7.28,22,302
1994,179,0,1648,Billy Kratzert,7.04,20,284
1995,1,0,1823,Larry Mize,20.22,56,277
1995,2,0,1905,Joe Ozaki,18.88,47,249
1995,3,0,6577,John Wilson,18.3,71,388
1995,4,0,2214,Kirk Triplett,17.98,73,406
1995,5,0,1235,Ben Crenshaw,17.57,55,313
1995,6,0,2223,Bob Tway,17.43,65,373
1995,7,0,1201,Lennie Clements,17.2,65,378
1995,8,0,1968,Nick Price,17.19,44,256
1995,9,0,1326,Nick Faldo,17.08,48,281
1995,10,0,10809,Jim Furyk,16.99,71,418
1995,11,0,2159,Curtis Strange,16.91,57,337
1995,12,0,1928,Corey Pavin,16.83,52,309
1995,13,0,1723,Andrew Magee,16.67,59,354
1995,14,0,8931,Glen Day,16.62,61,367
1995,15,0,1143,Brad Bryant,16.49,63,382
1995,16,0,1457,Jay Haas,16.48,58,352
1995,17,0,1943,Chris Perry,16.19,57,352
1995,18,0,1093,Ronnie Black,16.12,59,366
1995,19,0,1334,Keith Fergus,15.96,53,332
1995,20,0,1226,Fred Couples,15.91,35,220
1995,21,0,1945,Kenny Perry,15.61,59,378
1995,22,0,1549,Mike Hulbert,15.55,65,418
1995,22,0,2218,Ted Tryba,15.55,65,418
1995,24,0,1577,Lee Janzen,15.49,59,381
1995,25,0,6090,Jim McGovern,15.4,61,396
1995,26,0,1960,Don Pooley,15.31,47,307
1995,27,0,1306,David Edwards,15.28,46,301
1995,27,0,1320,Bob Estes,15.28,55,360
1995,29,0,6012,Greg Kraft,15.2,62,408
1995,30,0,1971,Dillard Pruitt,15.16,47,310
1995,31,0,8537,J.P. Hayes,15.15,50,330
1995,32,0,2049,Gene Sauers,15.07,44,292
1995,33,0,1607,Brian Kamm,15.03,55,366
1995,34,0,1837,Gil Morgan,14.98,43,287
1995,35,0,10569,Mike Brisky,14.97,53,354
1995,36,0,1553,John Huston,14.95,48,321
1995,37,0,6791,Mark Wurtz,14.91,51,342
1995,38,0,6613,Tommy Tolles,14.86,48,323
1995,39,0,6197,Michael Allen,14.83,35,236
1995,40,0,1374,Robin Freeman,14.72,58,394
1995,41,0,1920,Craig Parry,14.66,45,307
1995,42,0,1096,Phil Blackmar,14.65,46,314
1995,42,0,1527,Scott Hoch,14.65,58,396
1995,42,0,1707,Steve Lowery,14.65,63,430
1995,45,0,8337,Mike Heinen,14.57,51,350
1995,46,0,6641,Jeff Leonard,14.53,43,296
1995,47,0,1992,Don Reese,14.52,45,310
1995,48,0,2104,Jeff Sluman,14.49,60,414
1995,49,0,2133,Craig Stadler,14.39,40,278
1995,50,0,1468,Gary Hallberg,14.38,45,313
1995,51,0,1313,Steve Elkington,14.34,40,279
1995,52,0,1599,Steve Jones,14.33,46,321
1995,53,0,6044,Scott Gump,14.29,54,378
1995,53,0,1771,Blaine McCallister,14.29,52,364
1995,55,0,6575,Dudley Hart,14.25,55,386
1995,55,0,1550,Ed Humenik,14.25,51,358
1995,55,0,2170,Hal Sutton,14.25,55,386
1995,58,0,1133,Billy Ray Brown,14.23,38,267
1995,58,0,12660,Jesper Parnevik,14.23,36,253
1995,60,0,1203,Russ Cochran,14.2,47,331
1995,61,0,10425,Jay Williamson,14.18,38,268
1995,62,0,6617,Brian Henninger,14.15,45,318
1995,63,0,1261,Jay Delsing,14.1,43,305
1995,64,0,2094,Tony Sills,14.09,42,298
1995,65,0,1388,Robert Gamez,14.03,47,335
1995,66,0,1682,Wayne Levi,14.02,30,214
1995,67,0,1418,Bill Glasson,13.99,40,286
1995,68,0,1633,Tom Kite,13.95,48,344
1995,69,0,6088,Steve Gotsche,13.94,46,330
1995,70,0,2246,Duffy Waldorf,13.93,51,366
1995,71,0,20051,Joe Acosta Jr.,13.91,42,302
1995,72,0,6315,Pete Jordan,13.88,34,245
1995,73,0,1132,Mark Brooks,13.86,51,368
1995,74,0,1175,Jim Carter,13.85,54,390
1995,75,0,1185,Brandel Chamblee,13.8,41,297
1995,76,0,1891,David Ogrin,13.78,51,370
1995,77,0,1098,Jay Don Blake,13.75,48,349
1995,78,0,1219,John Cook,13.72,45,328
1995,79,0,6214,Guy Boros,13.71,54,394
1995,80,0,6809,Bob Burns,13.65,46,337
1995,81,0,1330,David Feherty,13.62,38,279
1995,82,0,2245,Grant Waite,13.61,46,338
1995,83,0,1116,Michael Bradley,13.6,48,353
1995,84,0,1042,Paul Azinger,13.58,41,302
1995,85,0,2099,Scott Simpson,13.54,47,347
1995,86,0,1510,Nolan Henke,13.51,45,333
1995,87,0,10860,Justin Leonard,13.47,59,438
1995,88,0,1725,John Mahaffey,13.46,44,327
1995,89,0,6527,Steve Stricker,13.43,45,335
1995,90,0,1307,Joel Edwards,13.4,52,388
1995,90,0,10215,Charlie Rymer,13.4,41,306
1995,92,0,6522,Ernie Els,13.36,31,232
1995,93,0,1444,Ken Green,13.26,35,264
1995,94,0,1035,Tommy Armour III,13.23,50,378
1995,95,0,1142,Bart Bryant,13.17,44,334
1995,96,0,1748,Doug Martin,13.1,49,374
1995,97,0,1200,Keith Clearwater,13.09,36,275
1995,97,0,1887,Mark O'Meara,13.09,50,382
1995,99,0,2190,Doug Tewell,13.06,29,222
1995,100,0,2180,Harry Taylor,13.04,45,345
1995,101,0,1378,David Frost,13.03,37,284
1995,102,0,6034,Marco Dawson,13.02,44,338
1995,102,0,2267,D.A. Weibring,13.02,44,338
1995,104,0,6332,Neal Lancaster,13.01,48,369
1995,105,0,1701,Bob Lohr,13.0,49,377
1995,106,0,2101,Joey Sindelar,12.97,38,293
1995,107,0,2008,Lee Rinker,12.9,48,372
1995,108,0,1724,Jeff Maggert,12.89,41,318
1995,109,0,10145,Tom Hearn,12.88,30,233
1995,110,0,1361,Dan Forsman,12.86,40,311
1995,111,0,6251,Chris DiMarco,12.85,46,358
1995,112,0,2321,Fuzzy Zoeller,12.84,28,218
1995,113,0,1705,Tim Loustalot,12.83,29,226
1995,114,0,6386,Bill Porter,12.82,40,312
1995,115,0,1329,Brad Faxon,12.72,44,346
1995,115,0,1385,Jim Gallagher Jr.,12.72,50,393
1995,115,0,1414,Bob Gilder,12.72,44,346
1995,115,0,1766,Billy Mayfair,12.72,51,401
1995,115,0,10213,Dicky Pride,12.72,43,338
1995,120,0,1024,Billy Andrade,12.71,46,362
1995,121,0,1569,Peter Jacobsen,12.7,47,370
1995,122,0,1475,Donnie Hammond,12.69,41,323
1995,123,0,6124,Patrick Burke,12.67,38,300
1995,124,0,1677,Tom Lehman,12.64,33,261
1995,125,0,9011,David Duval,12.61,44,349
1995,125,0,2239,Scott Verplank,12.61,43,341
1995,127,0,1129,Bill Britton,12.59,35,278
1995,128,0,1006,John Adams,12.54,41,327
1995,128,0,2010,Loren Roberts,12.54,42,335
1995,130,0,1876,Greg Norman,12.5,28,224
1995,131,0,8563,Bruce Vaughan,12.43,47,378
1995,132,0,2148,Ray Stewart,12.41,34,274
1995,133,0,7867,Woody Austin,12.36,57,461
1995,133,0,2225,Howard Twitty,12.36,44,356
1995,135,0,2146,Payne Stewart,12.34,47,381
1995,136,0,1810,Phil Mickelson,12.09,37,306
1995,137,0,1249,John Daly,12.08,36,298
1995,137,0,1926,Steve Pate,12.08,47,389
1995,139,0,1797,Rocco Mediate,12.06,24,199
1995,140,0,1072,Chip Beck,12.03,45,374
1995,141,0,1161,Mark Calcavecchia,12.02,50,416
1995,142,0,2241,Bobby Wadkins,11.99,47,392
