YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
2013,42,0,25686,Jason Dufner,0.448,67,30.0
2013,42,0,34099,Harris English,0.448,87,39.0
2013,42,0,26476,Chez Reavie,0.448,67,30.0
2013,45,0,23325,Vaughn Taylor,0.45,40,18.0
2013,46,0,23638,Brendon de Jonge,0.455,99,45.0
2013,47,0,26300,Matt Jones,0.456,79,36.0
2013,47,0,31560,Brian Stuard,0.456,68,31.0
2013,49,0,19970,Robert Karlsson,0.457,35,16.0
2013,49,0,23800,Bryce Molder,0.457,105,48.0
2013,49,0,24138,Ian Poulter,0.457,35,16.0
2013,52,0,20443,Jin Park,0.458,59,27.0
2013,53,0,28679,Fabián Gómez,0.463,67,31.0
2013,53,0,1810,Phil Mickelson,0.463,67,31.0
2013,53,0,24502,Adam Scott,0.463,41,19.0
2013,53,0,21528,Henrik Stenson,0.463,41,19.0
2013,57,0,24663,Y.E. Yang,0.465,43,20.0
2013,58,0,32200,Roberto Castro,0.468,77,36.0
2013,58,0,34431,Robert Streb,0.468,79,37.0
2013,58,0,27963,Chris Stroud,0.468,79,37.0
2013,61,0,24024,Zach Johnson,0.469,64,30.0
2013,61,0,26331,Charl Schwartzel,0.469,49,23.0
2013,63,0,22913,John Rollins,0.472,72,34.0
2013,64,0,24399,Scott Gardiner,0.473,74,35.0
2013,65,0,20766,Padraig Harrington,0.474,57,27.0
2013,65,0,34174,John Huh,0.474,76,36.0
2013,65,0,10860,Justin Leonard,0.474,95,45.0
2013,68,0,10423,Mike Weir,0.475,61,29.0
2013,69,0,27556,Ted Potter Jr.,0.476,63,30.0
2013,70,0,20593,Greg Chalmers,0.477,107,51.0
2013,71,0,27644,Brian Harman,0.478,92,44.0
2013,72,0,32698,Bobby Gates,0.481,54,26.0
2013,72,0,26497,Casey Wittenberg,0.481,77,37.0
2013,74,0,22621,Ben Curtis,0.484,62,30.0
2013,75,0,27095,Nick Watney,0.485,68,33.0
2013,76,0,32366,Kevin Chappell,0.486,72,35.0
2013,77,0,30926,Chris Kirk,0.487,78,38.0
2013,78,0,28237,Rory McIlroy,0.488,41,20.0
2013,79,0,20229,Stewart Cink,0.491,53,26.0
2013,80,0,22046,Geoff Ogilvy,0.492,59,29.0
2013,81,0,23409,James Driscoll,0.494,83,41.0
2013,82,0,10885,Robert Allenby,0.5,62,31.0
2013,82,0,30711,Colt Knost,0.5,76,38.0
2013,82,0,30944,Jason Kokrak,0.5,66,33.0
2013,82,0,20572,Rod Pampling,0.5,46,23.0
2013,82,0,23497,Tag Ridings,0.5,70,35.0
2013,82,0,32150,Michael Thompson,0.5,62,31.0
2013,82,0,20160,Charlie Wi,0.5,80,40.0
2013,89,0,29518,Brendan Steele,0.505,91,46.0
2013,90,0,12510,Chad Campbell,0.506,77,39.0
2013,90,0,29289,S.Y. Noh,0.506,81,41.0
2013,92,0,29479,Scott Brown,0.507,67,34.0
2013,92,0,34098,Russell Henley,0.507,75,38.0
2013,92,0,34261,Scott Langley,0.507,75,38.0
2013,92,0,26596,Ryan Moore,0.507,69,35.0
2013,92,0,27214,Kevin Streelman,0.507,67,34.0
2013,92,0,27770,Camilo Villegas,0.507,69,35.0
2013,98,0,32334,Charlie Beljan,0.508,61,31.0
2013,98,0,33418,Shawn Stefani,0.508,63,32.0
2013,100,0,27936,Martin Laird,0.509,57,29.0
2013,100,0,28092,D.H. Lee,0.509,57,29.0
2013,102,0,26758,David Hearn,0.51,100,51.0
2013,103,0,20104,Ken Duke,0.519,77,40.0
2013,104,0,21753,Brian Davis,0.522,90,47.0
2013,104,0,27436,Graham DeLaet,0.522,69,36.0
2013,104,0,25345,Carl Pettersson,0.522,69,36.0
2013,107,0,25804,Bubba Watson,0.523,44,23.0
2013,108,0,28500,Martin Flores,0.524,82,43.0
2013,109,0,27120,Troy Matteson,0.525,61,32.0
2013,109,0,23320,Ryan Palmer,0.525,61,32.0
2013,111,0,31202,William McGirt,0.526,95,50.0
2013,112,0,1116,Michael Bradley,0.527,55,29.0
2013,113,0,20645,John Senden,0.529,70,37.0
2013,114,0,25818,Scott Piercy,0.53,66,35.0
2013,115,0,26851,Marc Leishman,0.532,79,42.0
2013,115,0,21099,David Lynn,0.532,77,41.0
2013,117,0,35539,Luke Guthrie,0.534,73,39.0
2013,117,0,30852,Ryo Ishikawa,0.534,58,31.0
2013,119,0,22295,Darron Stiles,0.536,56,30.0
2013,120,0,8075,Jerry Kelly,0.537,82,44.0
2013,120,0,25240,D.A. Points,0.537,95,51.0
2013,122,0,22056,Cameron Percy,0.538,52,28.0
2013,122,0,33419,Cameron Tringale,0.538,80,43.0
2013,124,0,31323,Gary Woodland,0.543,94,51.0
2013,125,0,20848,Ángel Cabrera,0.544,79,43.0
2013,126,0,10809,Jim Furyk,0.545,66,36.0
2013,127,0,12716,Charley Hoffman,0.548,73,40.0
2013,127,0,27408,Martin Kaymer,0.548,42,23.0
2013,127,0,29221,Webb Simpson,0.548,73,40.0
2013,130,0,22806,Doug LaBelle II,0.549,82,45.0
2013,131,0,30110,Kyle Stanley,0.55,60,33.0
2013,131,0,25834,Daniel Summerhays,0.55,100,55.0
2013,131,0,20396,Lee Westwood,0.55,40,22.0
2013,134,0,36884,Ben Kohles,0.551,69,38.0
2013,134,0,34360,Patrick Reed,0.551,89,49.0
2013,136,0,27330,Josh Teater,0.554,74,41.0
2013,137,0,28475,Jeff Overton,0.556,81,45.0
2013,138,0,24490,George McNeill,0.558,86,48.0
2013,138,0,29425,Andrew Svoboda,0.558,52,29.0
2013,140,0,26289,Boo Weekley,0.559,93,52.0
2013,141,0,23353,J.J. Henry,0.56,84,47.0
2013,142,0,30692,Scott Stallings,0.562,73,41.0
2013,143,0,34046,Jordan Spieth,0.564,55,31.0
2013,144,0,23452,Nicolas Colsaerts,0.567,30,17.0
2013,145,0,27129,Luke List,0.568,74,42.0
2013,145,0,23788,D.J. Trahan,0.568,44,25.0
2013,147,0,26679,Kevin Stadler,0.571,56,32.0
2013,148,0,28780,Nicholas Thompson,0.573,75,43.0
2013,149,0,29740,Brad Fritsch,0.576,66,38.0
2013,149,0,30750,Tommy Gainey,0.576,85,49.0
2013,151,0,32102,Rickie Fowler,0.578,45,26.0
2013,152,0,30163,Henrik Norlander,0.58,69,40.0
2013,153,0,24507,Jason Bohn,0.585,65,38.0
2013,153,0,30925,Dustin Johnson,0.585,53,31.0
2013,155,0,22961,David Mathis,0.587,75,44.0
2013,156,0,23621,Rory Sabbatini,0.588,68,40.0
2013,157,0,6522,Ernie Els,0.589,56,33.0
2013,158,0,24361,Pat Perez,0.59,78,46.0
2013,159,0,33141,Keegan Bradley,0.591,66,39.0
2013,160,0,20691,Greg Owen,0.594,64,38.0
2013,161,0,24846,Ricky Barnes,0.6,60,36.0
2013,161,0,28455,Will Claxton,0.6,70,42.0
2013,161,0,6573,Brandt Jobe,0.6,50,30.0
2013,164,0,25900,Lucas Glover,0.603,58,35.0
2013,164,0,27503,Steve LeBrun,0.603,58,35.0
2013,166,0,24140,Sean O'Hair,0.606,71,43.0
2013,167,0,23623,Bo Van Pelt,0.608,51,31.0
2013,168,0,34409,David Lingmerth,0.609,69,42.0
2013,169,0,29420,Billy Horschel,0.611,90,55.0
2013,170,0,28307,Matt Every,0.614,70,43.0
2013,171,0,32448,James Hahn,0.618,68,42.0
2013,172,0,6567,Vijay Singh,0.625,40,25.0
2013,173,0,28259,Sangmoon Bae,0.634,82,52.0
2013,174,0,8793,Tiger Woods,0.636,33,21.0
2013,175,0,24227,Justin Bolli,0.641,64,41.0
2013,176,0,1724,Jeff Maggert,0.643,56,36.0
2013,177,0,34021,Bud Cauley,0.658,73,48.0
2013,178,0,37273,Derek Ernst,0.696,69,48.0
2013,179,0,25444,Justin Hicks,0.7,80,56.0
2013,180,0,24358,Robert Garrigus,0.727,44,32.0
2014,1,0,21209,Sergio Garcia,0.324,34,11.0
2014,2,0,23800,Bryce Molder,0.337,86,29.0
2014,3,0,26331,Charl Schwartzel,0.348,66,23.0
2014,4,0,28089,Jason Day,0.35,40,14.0
2014,5,0,21731,Freddie Jacobson,0.353,102,36.0
2014,6,0,10809,Jim Furyk,0.356,59,21.0
2014,6,0,33418,Shawn Stefani,0.356,59,21.0
2014,8,0,30852,Ryo Ishikawa,0.365,85,31.0
2014,8,0,10860,Justin Leonard,0.365,96,35.0
2014,10,0,10423,Mike Weir,0.37,92,34.0
2014,11,0,29289,S.Y. Noh,0.383,94,36.0
2014,12,0,19846,Brian Gay,0.388,98,38.0
2014,13,0,32839,Hideki Matsuyama,0.393,56,22.0
2014,14,0,23983,Luke Donald,0.396,53,21.0
2014,15,0,30926,Chris Kirk,0.404,109,44.0
2014,16,0,12510,Chad Campbell,0.405,42,17.0
2014,16,0,23320,Ryan Palmer,0.405,74,30.0
2014,18,0,23623,Bo Van Pelt,0.406,64,26.0
2014,19,0,33413,Ben Martin,0.41,78,32.0
2014,20,0,24924,Bill Haas,0.413,92,38.0
2014,21,0,27330,Josh Teater,0.415,82,34.0
2014,22,0,21753,Brian Davis,0.417,132,55.0
2014,23,0,6522,Ernie Els,0.418,79,33.0
2014,24,0,35300,Andrew Loupe,0.419,62,26.0
2014,25,0,34360,Patrick Reed,0.42,100,42.0
2014,26,0,25396,Kevin Na,0.422,90,38.0
2014,27,0,32102,Rickie Fowler,0.423,78,33.0
2014,28,0,23108,Matt Kuchar,0.427,89,38.0
2014,28,0,27649,Brandt Snedeker,0.427,82,35.0
2014,30,0,25720,Chad Collins,0.429,98,42.0
2014,31,0,27770,Camilo Villegas,0.431,102,44.0
2014,31,0,25804,Bubba Watson,0.431,51,22.0
2014,33,0,20160,Charlie Wi,0.435,85,37.0
2014,34,0,36689,Brooks Koepka,0.436,39,17.0
2014,35,0,22913,John Rollins,0.439,82,36.0
2014,35,0,21528,Henrik Stenson,0.439,41,18.0
2014,37,0,10885,Robert Allenby,0.44,91,40.0
2014,38,0,20593,Greg Chalmers,0.446,121,54.0
2014,39,0,34261,Scott Langley,0.447,85,38.0
2014,40,0,29221,Webb Simpson,0.448,87,39.0
2014,40,0,31323,Gary Woodland,0.448,87,39.0
2014,42,0,1810,Phil Mickelson,0.45,60,27.0
2014,42,0,33419,Cameron Tringale,0.45,111,50.0
2014,44,0,24912,Will MacKenzie,0.452,93,42.0
2014,45,0,26758,David Hearn,0.455,101,46.0
2014,46,0,21961,Charles Howell III,0.456,114,52.0
2014,47,0,20098,Stuart Appleby,0.457,105,48.0
2014,47,0,34046,Jordan Spieth,0.457,94,43.0
2014,47,0,34265,Will Wilcox,0.457,46,21.0
2014,50,0,29222,Billy Hurley III,0.459,85,39.0
2014,51,0,29478,Kevin Kisner,0.462,91,42.0
2014,52,0,28092,D.H. Lee,0.463,67,31.0
2014,52,0,35139,Richard Lee,0.463,95,44.0
2014,52,0,34431,Robert Streb,0.463,80,37.0
2014,55,0,27436,Graham DeLaet,0.464,56,26.0
2014,56,0,22371,Aaron Baddeley,0.469,81,38.0
2014,56,0,25364,Paul Casey,0.469,49,23.0
2014,58,0,35539,Luke Guthrie,0.47,100,47.0
2014,59,0,29926,Danny Lee,0.472,89,42.0
2014,59,0,27466,Spencer Levin,0.472,72,34.0
2014,61,0,24846,Ricky Barnes,0.473,91,43.0
2014,61,0,20229,Stewart Cink,0.473,74,35.0
2014,61,0,24024,Zach Johnson,0.473,93,44.0
2014,61,0,26956,Bronson La'Cassie,0.473,55,26.0
2014,61,0,24663,Y.E. Yang,0.473,93,44.0
2014,66,0,29461,Jamie Lovemark,0.474,57,27.0
2014,66,0,29518,Brendan Steele,0.474,76,36.0
2014,68,0,34563,Chesson Hadley,0.481,77,37.0
2014,69,0,29479,Scott Brown,0.485,97,47.0
2014,70,0,33461,Morgan Hoffmann,0.486,111,54.0
2014,70,0,26851,Marc Leishman,0.486,70,34.0
2014,72,0,25240,D.A. Points,0.487,76,37.0
2014,72,0,30927,Brendon Todd,0.487,117,57.0
2014,74,0,34021,Bud Cauley,0.49,49,24.0
2014,74,0,27141,J.B. Holmes,0.49,98,48.0
2014,74,0,25349,Tim Wilkinson,0.49,104,51.0
2014,77,0,27895,Jonas Blixt,0.491,57,28.0
2014,78,0,27936,Martin Laird,0.493,73,36.0
2014,79,0,24925,Jonathan Byrd,0.494,79,39.0
2014,79,0,24494,Erik Compton,0.494,89,44.0
2014,79,0,26300,Matt Jones,0.494,89,44.0
2014,79,0,24140,Sean O'Hair,0.494,87,43.0
2014,79,0,21878,Mark Wilson,0.494,77,38.0
2014,84,0,29535,Brice Garnett,0.496,117,58.0
2014,85,0,33141,Keegan Bradley,0.5,80,40.0
2014,85,0,32366,Kevin Chappell,0.5,94,47.0
2014,85,0,23135,Tim Clark,0.5,62,31.0
2014,85,0,24358,Robert Garrigus,0.5,74,37.0
2014,85,0,30925,Dustin Johnson,0.5,36,18.0
2014,85,0,8075,Jerry Kelly,0.5,86,43.0
2014,85,0,24490,George McNeill,0.5,88,44.0
2014,85,0,35732,Wes Roach,0.5,60,30.0
2014,85,0,20645,John Senden,0.5,90,45.0
2014,85,0,26289,Boo Weekley,0.5,70,35.0
2014,95,0,24361,Pat Perez,0.505,91,46.0
2014,96,0,24502,Adam Scott,0.508,61,31.0
2014,97,0,22621,Ben Curtis,0.509,112,57.0
2014,97,0,22405,Justin Rose,0.509,53,27.0
2014,99,0,20157,Retief Goosen,0.51,102,52.0
2014,99,0,25572,Graeme McDowell,0.51,49,25.0
2014,101,0,25191,Gonzalo Fernandez-Castaño,0.512,82,42.0
2014,102,0,32150,Michael Thompson,0.513,78,40.0
2014,103,0,20104,Ken Duke,0.514,70,36.0
2014,103,0,25834,Daniel Summerhays,0.514,111,57.0
2014,103,0,27064,Jhonattan Vegas,0.514,72,37.0
2014,106,0,26951,Johnson Wagner,0.519,79,41.0
2014,107,0,27095,Nick Watney,0.523,44,23.0
2014,108,0,28780,Nicholas Thompson,0.524,84,44.0
2014,109,0,29740,Brad Fritsch,0.528,53,28.0
2014,110,0,23541,Ben Crane,0.529,102,54.0
2014,111,0,34409,David Lingmerth,0.53,83,44.0
2014,112,0,20498,Briny Baird,0.532,62,33.0
2014,112,0,24507,Jason Bohn,0.532,77,41.0
2014,114,0,28486,Michael Putnam,0.533,90,48.0
2014,115,0,25274,Steven Bowditch,0.535,101,54.0
2014,115,0,24357,K.J. Choi,0.535,99,53.0
2014,117,0,25632,Jimmy Walker,0.537,82,44.0
2014,118,0,23353,J.J. Henry,0.538,91,49.0
2014,118,0,29420,Billy Horschel,0.538,65,35.0
2014,118,0,25562,Andres Romero,0.538,91,49.0
2014,121,0,27644,Brian Harman,0.54,113,61.0
2014,122,0,34174,John Huh,0.541,85,46.0
2014,123,0,34098,Russell Henley,0.542,96,52.0
2014,123,0,28475,Jeff Overton,0.542,72,39.0
2014,125,0,1724,Jeff Maggert,0.544,57,31.0
2014,125,0,34264,Hudson Swafford,0.544,68,37.0
2014,127,0,12716,Charley Hoffman,0.547,64,35.0
2014,127,0,2206,David Toms,0.547,64,35.0
2014,129,0,34099,Harris English,0.549,71,39.0
2014,129,0,28307,Matt Every,0.549,82,45.0
2014,129,0,28500,Martin Flores,0.549,82,45.0
2014,129,0,33122,Russell Knox,0.549,82,45.0
2014,133,0,32448,James Hahn,0.551,98,54.0
2014,134,0,23409,James Driscoll,0.552,105,58.0
2014,135,0,22293,Heath Slocum,0.556,72,40.0
2014,135,0,27963,Chris Stroud,0.556,90,50.0
2014,137,0,20848,Ángel Cabrera,0.559,68,38.0
2014,137,0,31202,William McGirt,0.559,118,66.0
2014,139,0,32640,Troy Merritt,0.561,66,37.0
2014,140,0,31560,Brian Stuard,0.564,110,62.0
2014,141,0,24781,Hunter Mahan,0.568,74,42.0
2014,142,0,6567,Vijay Singh,0.571,84,48.0
2014,143,0,28259,Sangmoon Bae,0.573,82,47.0
2014,144,0,31557,Jim Herman,0.574,47,27.0
2014,145,0,25686,Jason Dufner,0.581,43,25.0
2014,145,0,22046,Geoff Ogilvy,0.581,105,61.0
2014,145,0,23621,Rory Sabbatini,0.581,62,36.0
2014,148,0,29425,Andrew Svoboda,0.587,75,44.0
2014,149,0,32334,Charlie Beljan,0.588,85,50.0
2014,150,0,32200,Roberto Castro,0.591,88,52.0
2014,151,0,7867,Woody Austin,0.6,80,48.0
2014,151,0,22378,Trevor Immelman,0.6,95,57.0
2014,153,0,27120,Troy Matteson,0.606,66,40.0
2014,153,0,26679,Kevin Stadler,0.606,66,40.0
2014,155,0,32333,Kevin Tway,0.607,61,37.0
2014,156,0,27408,Martin Kaymer,0.609,46,28.0
2014,157,0,35541,John Peterson,0.615,39,24.0
2014,158,0,23638,Brendon de Jonge,0.616,112,69.0
2014,159,0,28237,Rory McIlroy,0.619,42,26.0
2014,160,0,30750,Tommy Gainey,0.62,79,49.0
2014,161,0,27933,John Merrick,0.623,69,43.0
2014,161,0,27556,Ted Potter Jr.,0.623,69,43.0
2014,161,0,28132,Tyrone Van Aswegen,0.623,61,38.0
2014,164,0,27214,Kevin Streelman,0.627,67,42.0
2014,165,0,26596,Ryan Moore,0.633,60,38.0
2014,166,0,37273,Derek Ernst,0.634,82,52.0
2014,167,0,26329,Louis Oosthuizen,0.639,36,23.0
2014,168,0,30944,Jason Kokrak,0.644,73,47.0
2014,168,0,31193,Jim Renner,0.644,59,38.0
2014,170,0,24138,Ian Poulter,0.649,57,37.0
2014,171,0,20396,Lee Westwood,0.66,47,31.0
2014,172,0,25345,Carl Pettersson,0.664,110,73.0
2014,173,0,30692,Scott Stallings,0.667,57,38.0
2014,174,0,25444,Justin Hicks,0.676,102,69.0
2014,175,0,25900,Lucas Glover,0.683,41,28.0
2014,175,0,30110,Kyle Stanley,0.683,63,43.0
2014,177,0,1706,Davis Love III,0.687,67,46.0
2022,1,0,32139,Danny Willett,0.283,53,15.0
2022,2,0,29478,Kevin Kisner,0.327,55,18.0
2022,3,0,40098,Matt Fitzpatrick,0.328,61,20.0
2022,4,0,27214,Kevin Streelman,0.329,76,25.0
2022,5,0,40250,Taylor Pendrith,0.34,53,18.0
2022,6,0,33204,Shane Lowry,0.343,35,12.0
2022,7,0,34360,Patrick Reed,0.351,74,26.0
2022,8,0,28237,Rory McIlroy,0.352,54,19.0
2022,9,0,30163,Henrik Norlander,0.355,62,22.0
2022,10,0,34256,Andrew Putnam,0.356,104,37.0
2022,10,0,32150,Michael Thompson,0.356,87,31.0
2022,12,0,46435,Austin Cook,0.357,56,20.0
2022,13,0,29970,Dylan Frittelli,0.358,95,34.0
2022,14,0,27644,Brian Harman,0.378,98,37.0
2022,14,0,47993,Denny McCarthy,0.378,127,48.0
2022,16,0,48084,Wesley Bryan,0.379,58,22.0
2022,17,0,32791,K.H. Lee,0.38,108,41.0
2022,18,0,23108,Matt Kuchar,0.382,76,29.0
2022,19,0,33448,Justin Thomas,0.385,52,20.0
2022,20,0,32102,Rickie Fowler,0.387,62,24.0
2022,21,0,51997,Andrew Novak,0.388,67,26.0
2022,22,0,49964,Aaron Wise,0.39,77,30.0
2022,23,0,27349,Alex Noren,0.392,51,20.0
2022,24,0,33597,Harry Higgs,0.396,91,36.0
2022,25,0,32662,Michael Gligic,0.397,58,23.0
2022,25,0,26851,Marc Leishman,0.397,68,27.0
2022,27,0,25198,Francesco Molinari,0.407,54,22.0
2022,28,0,34563,Chesson Hadley,0.408,49,20.0
2022,29,0,39997,Corey Conners,0.409,66,27.0
2022,29,0,34046,Jordan Spieth,0.409,66,27.0
2022,31,0,36852,Jim Knous,0.41,39,16.0
2022,32,0,24361,Pat Perez,0.412,68,28.0
2022,33,0,29725,Tony Finau,0.414,70,29.0
2022,34,0,29420,Billy Horschel,0.417,60,25.0
2022,34,0,21961,Charles Howell III,0.417,48,20.0
2022,36,0,35506,Mackenzie Hughes,0.418,91,38.0
2022,37,0,32333,Kevin Tway,0.419,105,44.0
2022,38,0,28114,Dawie van der Walt,0.422,64,27.0
2022,39,0,39058,Lucas Herbert,0.423,52,22.0
2022,39,0,31560,Brian Stuard,0.423,78,33.0
2022,39,0,37189,Harold Varner III,0.423,52,22.0
2022,42,0,46046,Scottie Scheffler,0.424,59,25.0
2022,43,0,24502,Adam Scott,0.425,73,31.0
2022,44,0,33122,Russell Knox,0.426,61,26.0
2022,45,0,33419,Cameron Tringale,0.43,86,37.0
2022,46,0,30692,Scott Stallings,0.434,106,46.0
2022,47,0,49766,Hank Lebioda,0.438,73,32.0
2022,48,0,40162,Justin Lower,0.442,52,23.0
2022,48,0,51894,Vince Whaley,0.442,104,46.0
2022,50,0,30911,Tommy Fleetwood,0.444,45,20.0
2022,50,0,33399,Adam Hadwin,0.444,81,36.0
2022,50,0,24138,Ian Poulter,0.444,54,24.0
2022,50,0,28252,Seamus Power,0.444,63,28.0
2022,50,0,30927,Brendon Todd,0.444,81,36.0
2022,55,0,23621,Rory Sabbatini,0.446,56,25.0
2022,56,0,45522,Christiaan Bezuidenhout,0.447,47,21.0
2022,57,0,47529,Mito Pereira,0.451,71,32.0
2022,58,0,57366,Cameron Young,0.453,75,34.0
2022,59,0,49771,J.T. Poston,0.454,108,49.0
2022,59,0,25493,Nick Taylor,0.454,97,44.0
2022,61,0,27936,Martin Laird,0.455,55,25.0
2022,62,0,35532,Tom Hoge,0.456,79,36.0
2022,63,0,34431,Robert Streb,0.457,105,48.0
2022,64,0,39977,Max Homa,0.459,85,39.0
2022,65,0,35110,Brett Drewitt,0.46,50,23.0
2022,65,0,48117,Kurt Kitayama,0.46,50,23.0
2022,67,0,46970,Jon Rahm,0.462,52,24.0
2022,68,0,51766,Wyndham Clark,0.463,82,38.0
2022,68,0,56278,Matthew Wolff,0.463,41,19.0
2022,70,0,51890,Greyson Sigg,0.465,71,33.0
2022,71,0,35450,Patrick Cantlay,0.467,60,28.0
2022,71,0,34363,Tyrrell Hatton,0.467,60,28.0
2022,73,0,35449,Adam Long,0.47,83,39.0
2022,73,0,47983,Chad Ramey,0.47,66,31.0
2022,73,0,47347,Adam Schenk,0.47,100,47.0
2022,76,0,32839,Hideki Matsuyama,0.476,63,30.0
2022,77,0,29535,Brice Garnett,0.478,69,33.0
2022,78,0,12716,Charley Hoffman,0.48,50,24.0
2022,79,0,27974,Sung Kang,0.481,77,37.0
2022,80,0,29974,Branden Grace,0.482,56,27.0
2022,81,0,30944,Jason Kokrak,0.485,66,32.0
2022,81,0,46442,Maverick McNealy,0.485,99,48.0
2022,83,0,34098,Russell Henley,0.488,84,41.0
2022,83,0,34610,Matthias Schwab,0.488,82,40.0
2022,85,0,29221,Webb Simpson,0.489,47,23.0
2022,86,0,29289,S.Y. Noh,0.49,49,24.0
2022,86,0,29518,Brendan Steele,0.49,51,25.0
2022,86,0,35617,Martin Trainer,0.49,98,48.0
2022,89,0,49298,Kramer Hickok,0.493,73,36.0
2022,89,0,46601,Trey Mullinax,0.493,71,35.0
2022,91,0,27129,Luke List,0.494,79,39.0
2022,91,0,46414,Aaron Rai,0.494,79,39.0
2022,93,0,24925,Jonathan Byrd,0.5,36,18.0
2022,93,0,46402,Talor Gooch,0.5,66,33.0
2022,93,0,24924,Bill Haas,0.5,86,43.0
2022,93,0,30926,Chris Kirk,0.5,70,35.0
2022,93,0,29908,C.T. Pan,0.5,78,39.0
2022,93,0,47483,Will Zalatoris,0.5,54,27.0
2022,99,0,36699,Patrick Rodgers,0.505,97,49.0
2022,100,0,45157,Cam Davis,0.506,87,44.0
2022,100,0,39546,Keith Mitchell,0.506,87,44.0
2022,102,0,45609,Tyler Duncan,0.507,71,36.0
2022,103,0,34466,Peter Malnati,0.508,122,62.0
2022,104,0,23320,Ryan Palmer,0.51,51,26.0
2022,105,0,35461,Beau Hossler,0.511,90,46.0
2022,106,0,36801,Mark Hubbard,0.512,43,22.0
2022,106,0,36326,David Lipsky,0.512,84,43.0
2022,108,0,47504,Sam Burns,0.513,80,41.0
2022,109,0,48822,Sebastián Muñoz,0.514,70,36.0
2022,109,0,27095,Nick Watney,0.514,74,38.0
2022,111,0,33141,Keegan Bradley,0.515,68,35.0
2022,111,0,22056,Cameron Percy,0.515,33,17.0
2022,113,0,35879,Kelly Kraft,0.519,77,40.0
2022,114,0,27139,David Skinns,0.522,67,35.0
2022,115,0,32640,Troy Merritt,0.527,93,49.0
2022,116,0,48887,Matt Wallace,0.528,53,28.0
2022,117,0,28775,Nate Lashley,0.529,68,36.0
2022,118,0,48699,Callum Tarren,0.53,66,35.0
2022,119,0,36799,Stephan Jaeger,0.536,97,52.0
2022,120,0,25686,Jason Dufner,0.537,54,29.0
2022,120,0,36871,Matthew NeSmith,0.537,82,44.0
2022,122,0,39971,Sungjae Im,0.542,59,32.0
2022,123,0,46340,Alex Smalley,0.543,81,44.0
2022,124,0,31420,Anirban Lahiri,0.544,79,43.0
2022,125,0,35310,Lanto Griffin,0.545,77,42.0
2022,125,0,33490,Bo Hoag,0.545,55,30.0
2022,125,0,40006,Erik van Rooyen,0.545,33,18.0
2022,128,0,47995,Davis Riley,0.548,93,51.0
2022,128,0,23325,Vaughn Taylor,0.548,31,17.0
2022,130,0,10381,Curtis Thompson,0.549,51,28.0
2022,131,0,53165,Doc Redman,0.55,80,44.0
2022,132,0,34076,Joel Dahmen,0.551,89,49.0
2022,133,0,55708,Hayden Buckley,0.552,67,37.0
2022,133,0,35891,Cameron Smith,0.552,58,32.0
