YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
2014,12,0,24138,Ian Poulter,28.08,337,12
2014,13,0,20593,Greg Chalmers,28.14,394,14
2014,14,0,20104,Ken Duke,28.15,366,13
2014,15,0,26300,Matt Jones,28.19,451,16
2014,15,0,27214,Kevin Streelman,28.19,451,16
2014,17,0,21209,Sergio Garcia,28.21,395,14
2014,17,0,19846,Brian Gay,28.21,395,14
2014,19,0,30852,Ryo Ishikawa,28.23,367,13
2014,20,0,30927,Brendon Todd,28.24,706,25
2014,21,0,22371,Aaron Baddeley,28.25,339,12
2014,22,0,34360,Patrick Reed,28.28,509,18
2014,23,0,29740,Brad Fritsch,28.29,198,7
2014,24,0,27644,Brian Harman,28.3,651,23
2014,25,0,27963,Chris Stroud,28.33,510,18
2014,26,0,1810,Phil Mickelson,28.36,397,14
2014,27,0,34099,Harris English,28.37,539,19
2014,28,0,30944,Jason Kokrak,28.38,369,13
2014,29,0,29221,Webb Simpson,28.39,511,18
2014,30,0,35732,Wes Roach,28.4,284,10
2014,31,0,25720,Chad Collins,28.44,256,9
2014,31,0,21731,Freddie Jacobson,28.44,512,18
2014,33,0,25396,Kevin Na,28.45,569,20
2014,34,0,35539,Luke Guthrie,28.47,427,15
2014,34,0,31560,Brian Stuard,28.47,427,15
2014,36,0,21961,Charles Howell III,28.54,685,24
2014,37,0,20645,John Senden,28.55,628,22
2014,37,0,2206,David Toms,28.55,314,11
2014,37,0,25632,Jimmy Walker,28.55,628,22
2014,37,0,20396,Lee Westwood,28.55,314,11
2014,37,0,31323,Gary Woodland,28.55,628,22
2014,42,0,23983,Luke Donald,28.58,343,12
2014,43,0,32102,Rickie Fowler,28.59,486,17
2014,44,0,33461,Morgan Hoffmann,28.61,515,18
2014,45,0,22621,Ben Curtis,28.62,372,13
2014,46,0,24490,George McNeill,28.63,458,16
2014,47,0,23135,Tim Clark,28.64,315,11
2014,47,0,26331,Charl Schwartzel,28.64,401,14
2014,49,0,12716,Charley Hoffman,28.67,602,21
2014,49,0,35300,Andrew Loupe,28.67,258,9
2014,51,0,20160,Charlie Wi,28.7,287,10
2014,52,0,24912,Will MacKenzie,28.71,402,14
2014,53,0,32200,Roberto Castro,28.73,316,11
2014,53,0,30692,Scott Stallings,28.73,316,11
2014,55,0,25364,Paul Casey,28.75,345,12
2014,55,0,29478,Kevin Kisner,28.75,460,16
2014,55,0,29926,Danny Lee,28.75,345,12
2014,58,0,8075,Jerry Kelly,28.76,489,17
2014,58,0,23108,Matt Kuchar,28.76,604,21
2014,58,0,24361,Pat Perez,28.76,489,17
2014,61,0,34261,Scott Langley,28.78,518,18
2014,62,0,24502,Adam Scott,28.82,490,17
2014,63,0,10885,Robert Allenby,28.83,346,12
2014,63,0,29479,Scott Brown,28.83,519,18
2014,63,0,26956,Bronson La'Cassie,28.83,173,6
2014,66,0,33141,Keegan Bradley,28.84,548,19
2014,66,0,20157,Retief Goosen,28.84,548,19
2014,68,0,33122,Russell Knox,28.85,577,20
2014,69,0,34431,Robert Streb,28.87,433,15
2014,70,0,24357,K.J. Choi,28.88,462,16
2014,70,0,23541,Ben Crane,28.88,462,16
2014,72,0,32839,Hideki Matsuyama,28.89,520,18
2014,73,0,30750,Tommy Gainey,28.9,289,10
2014,74,0,23409,James Driscoll,28.91,318,11
2014,75,0,28259,Sangmoon Bae,28.92,376,13
2014,75,0,34563,Chesson Hadley,28.92,347,12
2014,77,0,22405,Justin Rose,28.94,463,16
2014,78,0,29289,S.Y. Noh,28.95,550,19
2014,79,0,34021,Bud Cauley,29.0,261,9
2014,79,0,30926,Chris Kirk,29.0,725,25
2014,79,0,33413,Ben Martin,29.0,377,13
2014,79,0,31202,William McGirt,29.0,522,18
2014,83,0,24024,Zach Johnson,29.04,668,23
2014,84,0,26758,David Hearn,29.05,581,20
2014,85,0,25804,Bubba Watson,29.06,494,17
2014,86,0,24507,Jason Bohn,29.07,436,15
2014,86,0,29425,Andrew Svoboda,29.07,407,14
2014,86,0,28132,Tyrone Van Aswegen,29.07,407,14
2014,89,0,22046,Geoff Ogilvy,29.08,378,13
2014,90,0,27556,Ted Potter Jr.,29.11,262,9
2014,91,0,25345,Carl Pettersson,29.12,495,17
2014,92,0,25834,Daniel Summerhays,29.14,641,22
2014,93,0,32448,James Hahn,29.15,379,13
2014,93,0,34174,John Huh,29.15,379,13
2014,95,0,27141,J.B. Holmes,29.16,554,19
2014,95,0,27649,Brandt Snedeker,29.16,554,19
2014,97,0,24781,Hunter Mahan,29.17,525,18
2014,98,0,25191,Gonzalo Fernandez-Castaño,29.18,496,17
2014,98,0,34098,Russell Henley,29.18,496,17
2014,98,0,26851,Marc Leishman,29.18,496,17
2014,101,0,24494,Erik Compton,29.19,467,16
2014,102,0,24358,Robert Garrigus,29.2,438,15
2014,102,0,32150,Michael Thompson,29.2,438,15
2014,104,0,26596,Ryan Moore,29.21,555,19
2014,105,0,34409,David Lingmerth,29.23,380,13
2014,106,0,27436,Graham DeLaet,29.25,468,16
2014,107,0,25562,Andres Romero,29.29,410,14
2014,108,0,27895,Jonas Blixt,29.3,293,10
2014,109,0,21528,Henrik Stenson,29.31,381,13
2014,110,0,20848,Ángel Cabrera,29.33,352,12
2014,111,0,24925,Jonathan Byrd,29.38,382,13
2014,112,0,27770,Camilo Villegas,29.39,529,18
2014,113,0,10809,Jim Furyk,29.4,588,20
2014,114,0,23621,Rory Sabbatini,29.43,412,14
2014,115,0,25274,Steven Bowditch,29.44,471,16
2014,115,0,29461,Jamie Lovemark,29.44,265,9
2014,115,0,28237,Rory McIlroy,29.44,471,16
2014,118,0,32334,Charlie Beljan,29.45,324,11
2014,119,0,23800,Bryce Molder,29.46,383,13
2014,119,0,24140,Sean O'Hair,29.46,383,13
2014,121,0,24846,Ricky Barnes,29.47,501,17
2014,122,0,28089,Jason Day,29.5,295,10
2014,122,0,24924,Bill Haas,29.5,767,26
2014,122,0,27408,Martin Kaymer,29.5,413,14
2014,122,0,27936,Martin Laird,29.5,354,12
2014,122,0,28486,Michael Putnam,29.5,649,22
2014,122,0,29518,Brendan Steele,29.5,472,16
2014,128,0,33419,Cameron Tringale,29.54,709,24
2014,129,0,25349,Tim Wilkinson,29.56,473,16
2014,130,0,1706,Davis Love III,29.57,414,14
2014,131,0,25686,Jason Dufner,29.58,355,12
2014,131,0,23320,Ryan Palmer,29.58,562,19
2014,133,0,29535,Brice Garnett,29.6,444,15
2014,134,0,32366,Kevin Chappell,29.62,622,21
2014,135,0,28307,Matt Every,29.63,474,16
2014,135,0,23623,Bo Van Pelt,29.63,474,16
2014,137,0,28092,D.H. Lee,29.67,178,6
2014,137,0,27120,Troy Matteson,29.67,178,6
2014,137,0,31193,Jim Renner,29.67,178,6
2014,137,0,26951,Johnson Wagner,29.67,267,9
2014,141,0,30110,Kyle Stanley,29.71,416,14
2014,141,0,26289,Boo Weekley,29.71,416,14
2014,143,0,26679,Kevin Stadler,29.75,595,20
2014,144,0,33418,Shawn Stefani,29.77,387,13
2014,145,0,37273,Derek Ernst,29.8,298,10
2014,146,0,35541,John Peterson,29.83,179,6
2014,147,0,27095,Nick Watney,29.85,388,13
2014,148,0,7867,Woody Austin,29.88,239,8
2014,149,0,22293,Heath Slocum,29.91,329,11
2014,149,0,24663,Y.E. Yang,29.91,329,11
2014,151,0,28500,Martin Flores,29.93,449,15
2014,152,0,29222,Billy Hurley III,29.94,479,16
2014,153,0,20229,Stewart Cink,30.0,600,20
2014,153,0,32640,Troy Merritt,30.0,300,10
2014,153,0,27330,Josh Teater,30.0,480,16
2014,153,0,32333,Kevin Tway,30.0,210,7
2014,157,0,29420,Billy Horschel,30.05,571,19
2014,158,0,27933,John Merrick,30.06,511,17
2014,159,0,23638,Brendon de Jonge,30.09,692,23
2014,160,0,25240,D.A. Points,30.18,332,11
2014,161,0,6567,Vijay Singh,30.19,483,16
2014,162,0,21878,Mark Wilson,30.29,212,7
2014,163,0,26329,Louis Oosthuizen,30.33,273,9
2014,164,0,25444,Justin Hicks,30.45,609,20
2014,165,0,22913,John Rollins,30.5,366,12
2014,165,0,34264,Hudson Swafford,30.5,305,10
2014,167,0,12510,Chad Campbell,30.56,275,9
2014,167,0,27466,Spencer Levin,30.56,275,9
2014,169,0,25900,Lucas Glover,30.57,214,7
2014,170,0,20498,Briny Baird,30.63,245,8
2014,171,0,27064,Jhonattan Vegas,30.67,460,15
2014,172,0,34265,Will Wilcox,30.75,246,8
2014,173,0,28780,Nicholas Thompson,30.82,339,11
2014,174,0,1724,Jeff Maggert,30.83,185,6
2014,175,0,22378,Trevor Immelman,31.08,373,12
2014,176,0,31557,Jim Herman,31.11,280,9
2014,177,0,23353,J.J. Henry,31.12,529,17
2022,1,0,33448,Justin Thomas,27.22,490,18
2022,2,0,48699,Callum Tarren,27.3,273,10
2022,3,0,39058,Lucas Herbert,27.33,246,9
2022,4,0,26300,Matt Jones,27.4,274,10
2022,5,0,29926,Danny Lee,27.43,192,7
2022,6,0,35310,Lanto Griffin,27.44,439,16
2022,7,0,25198,Francesco Molinari,27.5,275,10
2022,8,0,47993,Denny McCarthy,27.59,607,22
2022,9,0,28089,Jason Day,27.64,304,11
2022,10,0,33597,Harry Higgs,27.67,332,12
2022,11,0,35879,Kelly Kraft,27.7,277,10
2022,11,0,46442,Maverick McNealy,27.7,554,20
2022,11,0,23621,Rory Sabbatini,27.7,277,10
2022,14,0,35506,Mackenzie Hughes,27.87,418,15
2022,15,0,40006,Erik van Rooyen,27.88,223,8
2022,15,0,56278,Matthew Wolff,27.88,223,8
2022,17,0,32366,Kevin Chappell,27.89,251,9
2022,18,0,23325,Vaughn Taylor,27.9,279,10
2022,19,0,51997,Andrew Novak,27.92,335,12
2022,19,0,25818,Scott Piercy,27.92,335,12
2022,21,0,26851,Marc Leishman,27.93,419,15
2022,22,0,30927,Brendon Todd,27.94,475,17
2022,23,0,27895,Jonas Blixt,28.0,140,5
2022,23,0,45157,Cam Davis,28.0,476,17
2022,23,0,34563,Chesson Hadley,28.0,336,12
2022,23,0,28775,Nate Lashley,28.0,364,13
2022,27,0,35891,Cameron Smith,28.07,393,14
2022,28,0,31560,Brian Stuard,28.08,337,12
2022,29,0,46550,Brandon Hagy,28.1,281,10
2022,30,0,10381,Curtis Thompson,28.13,225,8
2022,31,0,24361,Pat Perez,28.17,338,12
2022,32,0,32839,Hideki Matsuyama,28.18,479,17
2022,32,0,30692,Scott Stallings,28.18,479,17
2022,34,0,51894,Vince Whaley,28.2,423,15
2022,35,0,53165,Doc Redman,28.23,367,13
2022,36,0,36689,Brooks Koepka,28.25,226,8
2022,36,0,29908,C.T. Pan,28.25,452,16
2022,38,0,39546,Keith Mitchell,28.26,537,19
2022,39,0,23983,Luke Donald,28.27,311,11
2022,39,0,34363,Tyrrell Hatton,28.27,424,15
2022,41,0,47128,Richy Werenski,28.29,198,7
2022,42,0,33667,Carlos Ortiz,28.3,283,10
2022,42,0,35617,Martin Trainer,28.3,283,10
2022,44,0,32102,Rickie Fowler,28.31,368,13
2022,44,0,46717,Viktor Hovland,28.31,453,16
2022,46,0,45609,Tyler Duncan,28.33,425,15
2022,46,0,24980,Scott Gutschewski,28.33,170,6
2022,46,0,23108,Matt Kuchar,28.33,425,15
2022,49,0,33141,Keegan Bradley,28.35,482,17
2022,50,0,36801,Mark Hubbard,28.36,397,14
2022,51,0,30911,Tommy Fleetwood,28.38,369,13
2022,51,0,33204,Shane Lowry,28.38,369,13
2022,53,0,49771,J.T. Poston,28.4,426,15
2022,54,0,48084,Wesley Bryan,28.43,199,7
2022,54,0,47347,Adam Schenk,28.43,398,14
2022,56,0,30978,Kiradech Aphibarnrat,28.44,256,9
2022,56,0,33486,Roger Sloan,28.44,256,9
2022,56,0,34046,Jordan Spieth,28.44,455,16
2022,56,0,25493,Nick Taylor,28.44,455,16
2022,60,0,30944,Jason Kokrak,28.46,370,13
2022,60,0,50525,Collin Morikawa,28.46,370,13
2022,60,0,27349,Alex Noren,28.46,370,13
2022,63,0,47529,Mito Pereira,28.5,513,18
2022,63,0,24138,Ian Poulter,28.5,228,8
2022,65,0,47504,Sam Burns,28.53,485,17
2022,65,0,28252,Seamus Power,28.53,428,15
2022,65,0,37275,Sam Ryder,28.53,428,15
2022,65,0,51890,Greyson Sigg,28.53,485,17
2022,65,0,50095,Austin Smotherman,28.53,428,15
2022,70,0,36799,Stephan Jaeger,28.54,371,13
2022,71,0,30163,Henrik Norlander,28.55,314,11
2022,71,0,22405,Justin Rose,28.55,314,11
2022,71,0,52374,Brandon Wu,28.55,314,11
2022,74,0,51950,Max McGreevy,28.56,257,9
2022,75,0,29725,Tony Finau,28.58,543,19
2022,75,0,29289,S.Y. Noh,28.58,343,12
2022,77,0,35449,Adam Long,28.59,486,17
2022,78,0,34256,Andrew Putnam,28.61,515,18
2022,79,0,32150,Michael Thompson,28.63,458,16
2022,80,0,39971,Sungjae Im,28.65,573,20
2022,81,0,31420,Anirban Lahiri,28.67,344,12
2022,81,0,34360,Patrick Reed,28.67,430,15
2022,81,0,47856,Seth Reeves,28.67,258,9
2022,84,0,49766,Hank Lebioda,28.69,373,13
2022,84,0,26476,Chez Reavie,28.69,459,16
2022,84,0,34431,Robert Streb,28.69,373,13
2022,84,0,27214,Kevin Streelman,28.69,459,16
2022,84,0,47483,Will Zalatoris,28.69,459,16
2022,89,0,51766,Wyndham Clark,28.7,574,20
2022,90,0,32139,Danny Willett,28.73,316,11
2022,91,0,47995,Davis Riley,28.74,546,19
2022,92,0,32640,Troy Merritt,28.75,575,20
2022,93,0,57366,Cameron Young,28.76,489,17
2022,94,0,34098,Russell Henley,28.78,518,18
2022,94,0,36884,Ben Kohles,28.78,259,9
2022,96,0,24925,Jonathan Byrd,28.8,288,10
2022,97,0,29535,Brice Garnett,28.82,317,11
2022,97,0,31323,Gary Woodland,28.82,317,11
2022,99,0,45526,Abraham Ancer,28.83,346,12
2022,99,0,34076,Joel Dahmen,28.83,519,18
2022,101,0,27644,Brian Harman,28.84,548,19
2022,101,0,51634,Sahith Theegala,28.84,721,25
2022,103,0,35461,Beau Hossler,28.85,375,13
2022,104,0,35110,Brett Drewitt,28.86,202,7
2022,104,0,28237,Rory McIlroy,28.86,404,14
2022,104,0,46601,Trey Mullinax,28.86,404,14
2022,107,0,29420,Billy Horschel,28.87,433,15
2022,108,0,52372,Cameron Champ,28.88,231,8
2022,108,0,29974,Branden Grace,28.88,231,8
2022,108,0,54421,Garrick Higgo,28.88,231,8
2022,111,0,39324,J.J. Spaun,28.89,549,19
2022,111,0,49960,Sepp Straka,28.89,520,18
2022,113,0,33399,Adam Hadwin,28.9,578,20
2022,113,0,37455,Si Woo Kim,28.9,607,21
2022,115,0,46435,Austin Cook,28.91,318,11
2022,115,0,32448,James Hahn,28.91,318,11
2022,115,0,29478,Kevin Kisner,28.91,318,11
2022,115,0,29221,Webb Simpson,28.91,318,11
2022,115,0,34264,Hudson Swafford,28.91,318,11
2022,120,0,40162,Justin Lower,28.92,376,13
2022,121,0,31646,Emiliano Grillo,28.93,434,15
2022,122,0,39977,Max Homa,28.95,550,19
2022,122,0,46046,Scottie Scheffler,28.95,550,19
2022,122,0,40115,Adam Svensson,28.95,579,20
2022,122,0,49964,Aaron Wise,28.95,550,19
2022,126,0,32662,Michael Gligic,29.0,406,14
2022,126,0,39953,Chase Seiffert,29.0,232,8
2022,128,0,34466,Peter Malnati,29.05,581,20
2022,129,0,45486,Joaquin Niemann,29.06,523,18
2022,130,0,46402,Talor Gooch,29.07,436,15
2022,131,0,23320,Ryan Palmer,29.08,349,12
2022,132,0,32333,Kevin Tway,29.1,291,10
2022,133,0,35450,Patrick Cantlay,29.13,466,16
2022,134,0,22056,Cameron Percy,29.14,204,7
2022,134,0,45540,Jared Wolfe,29.14,204,7
2022,136,0,33419,Cameron Tringale,29.17,525,18
2022,137,0,27974,Sung Kang,29.18,321,11
2022,137,0,30926,Chris Kirk,29.18,496,17
2022,137,0,32757,Patton Kizzire,29.18,496,17
2022,137,0,48081,Xander Schauffele,29.18,496,17
2022,137,0,27770,Camilo Villegas,29.18,321,11
2022,142,0,36852,Jim Knous,29.25,234,8
2022,142,0,36699,Patrick Rodgers,29.25,468,16
2022,144,0,27129,Luke List,29.29,410,14
2022,144,0,34610,Matthias Schwab,29.29,410,14
2022,146,0,47983,Chad Ramey,29.3,293,10
2022,146,0,27139,David Skinns,29.3,293,10
2022,148,0,20229,Stewart Cink,29.31,381,13
2022,148,0,34174,John Huh,29.31,381,13
2022,148,0,27936,Martin Laird,29.31,381,13
2022,151,0,19803,Ryan Armour,29.38,235,8
2022,152,0,45522,Christiaan Bezuidenhout,29.44,530,18
2022,152,0,27064,Jhonattan Vegas,29.44,471,16
2022,152,0,27095,Nick Watney,29.44,265,9
2022,155,0,21961,Charles Howell III,29.45,324,11
2022,155,0,48117,Kurt Kitayama,29.45,324,11
2022,157,0,24502,Adam Scott,29.47,501,17
2022,157,0,46340,Alex Smalley,29.47,501,17
2022,159,0,32791,K.H. Lee,29.48,619,21
2022,160,0,40098,Matt Fitzpatrick,29.5,472,16
2022,160,0,33490,Bo Hoag,29.5,177,6
2022,160,0,49947,Taylor Moore,29.5,472,16
2022,160,0,27649,Brandt Snedeker,29.5,236,8
2022,164,0,39997,Corey Conners,29.53,561,19
2022,164,0,25900,Lucas Glover,29.53,561,19
2022,164,0,48822,Sebastián Muñoz,29.53,502,17
2022,164,0,46970,Jon Rahm,29.53,502,17
2022,168,0,35532,Tom Hoge,29.56,532,18
2022,168,0,36326,David Lipsky,29.56,473,16
2022,170,0,28114,Dawie van der Walt,29.57,207,7
