YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
2011,78,0,27939,Matt McQuillan,"35' 1""",30291.833,863,Under
2011,80,0,27120,Troy Matteson,"35' 2""",50953.25,1449,Under
2011,80,0,1766,Billy Mayfair,"35' 2""",53645.75,1525,Under
2011,80,0,1810,Phil Mickelson,"35' 2""",36467.75,1037,Under
2011,83,0,21805,Harrison Frazar,"35' 3""",26394.667,749,Over
2011,83,0,10733,Kent Jones,"35' 3""",42362.917,1201,Over
2011,83,0,23621,Rory Sabbatini,"35' 3""",38607.917,1095,Under
2011,86,0,25444,Justin Hicks,"35' 4""",27660.667,783,Over
2011,86,0,1577,Lee Janzen,"35' 4""",31692.75,898,Over
2011,86,0,27933,John Merrick,"35' 4""",38024.667,1076,Under
2011,89,0,12652,Cameron Beckman,"35' 5""",40635.833,1147,Over
2011,89,0,23541,Ben Crane,"35' 5""",39385.417,1111,Under
2011,89,0,20645,John Senden,"35' 5""",51336.667,1449,Under
2011,92,0,31557,Jim Herman,"35' 6""",36260.25,1021,Under
2011,92,0,23548,Bill Lunde,"35' 6""",49044.917,1382,Under
2011,92,0,31193,Jim Renner,"35' 6""",33598.833,946,Under
2011,92,0,22405,Justin Rose,"35' 6""",40112.0,1129,Under
2011,92,0,31323,Gary Woodland,"35' 6""",44488.167,1253,Under
2011,97,0,10885,Robert Allenby,"35' 7""",44742.5,1257,Under
2011,97,0,33141,Keegan Bradley,"35' 7""",48920.333,1375,Under
2011,97,0,8537,J.P. Hayes,"35' 7""",30533.167,858,Over
2011,97,0,26596,Ryan Moore,"35' 7""",38348.333,1077,Under
2011,97,0,24140,Sean O'Hair,"35' 7""",38309.083,1077,Over
2011,97,0,25818,Scott Piercy,"35' 7""",40058.833,1126,Under
2011,97,0,23623,Bo Van Pelt,"35' 7""",45320.75,1273,Under
2011,104,0,11123,Chris Couch,"35' 8""",43251.833,1213,Under
2011,104,0,9011,David Duval,"35' 8""",37055.583,1040,Over
2011,104,0,21209,Sergio Garcia,"35' 8""",28769.833,806,Under
2011,107,0,24925,Jonathan Byrd,"35' 9""",46180.417,1291,Under
2011,107,0,12716,Charley Hoffman,"35' 9""",47173.25,1318,Under
2011,107,0,21731,Freddie Jacobson,"35' 9""",44827.0,1254,Under
2011,107,0,24502,Adam Scott,"35' 9""",28737.417,804,Under
2011,107,0,27770,Camilo Villegas,"35' 9""",36526.833,1021,Under
2011,112,0,24980,Scott Gutschewski,"35' 10""",35335.667,985,Over
2011,112,0,24604,Hunter Haas,"35' 10""",54590.833,1522,Under
2011,112,0,31202,William McGirt,"35' 10""",58898.083,1644,Under
2011,115,0,22378,Trevor Immelman,"35' 11""",43057.917,1200,Under
2011,116,0,6515,Shaun Micheel,"36' 0""",41734.667,1160,Over
2011,116,0,25804,Bubba Watson,"36' 0""",37973.0,1055,Under
2011,116,0,20436,Garrett Willis,"36' 0""",41179.0,1144,Over
2011,119,0,19970,Robert Karlsson,"36' 1""",29136.0,807,Under
2011,119,0,25396,Kevin Na,"36' 1""",44065.25,1221,Under
2011,119,0,8375,Paul Stankowski,"36' 1""",41941.083,1162,Under
2011,122,0,20098,Stuart Appleby,"36' 2""",38857.25,1074,Over
2011,122,0,26420,Richard Johnson,"36' 2""",35007.583,967,Over
2011,122,0,27330,Josh Teater,"36' 2""",59615.583,1647,Under
2011,122,0,26287,Roland Thatcher,"36' 2""",39565.667,1093,Over
2011,126,0,28679,Fabián Gómez,"36' 3""",44648.167,1233,Over
2011,126,0,29420,Billy Horschel,"36' 3""",40212.917,1110,Under
2011,126,0,26951,Johnson Wagner,"36' 3""",45460.25,1253,Under
2011,129,0,20766,Padraig Harrington,"36' 4""",29322.083,807,Under
2011,129,0,27141,J.B. Holmes,"36' 4""",30715.917,846,Under
2011,131,0,33911,Nate Smith,"36' 5""",34548.917,948,Over
2011,132,0,21407,Arjun Atwal,"36' 6""",54313.083,1489,Over
2011,132,0,27936,Martin Laird,"36' 6""",40297.333,1105,Under
2011,132,0,26851,Marc Leishman,"36' 6""",52086.083,1427,Under
2011,135,0,29910,Blake Adams,"36' 7""",68677.917,1878,Under
2011,135,0,32698,Bobby Gates,"36' 7""",43952.333,1201,Over
2011,135,0,28158,Steve Marino,"36' 7""",40673.417,1113,Under
2011,135,0,33413,Ben Martin,"36' 7""",42435.417,1161,Over
2011,135,0,1797,Rocco Mediate,"36' 7""",31350.833,857,Over
2011,135,0,21949,Joe Ogilvie,"36' 7""",39943.25,1093,Under
2011,135,0,25240,D.A. Points,"36' 7""",48371.583,1321,Under
2011,142,0,20848,Ángel Cabrera,"36' 8""",22761.083,621,Under
2011,142,0,12782,Tim Herron,"36' 8""",50514.583,1379,Under
2011,142,0,20572,Rod Pampling,"36' 8""",39458.083,1075,Under
2011,142,0,1948,Tim Petrovic,"36' 8""",50628.833,1381,Under
2011,146,0,25632,Jimmy Walker,"36' 9""",50090.667,1364,Under
2011,147,0,34255,Joseph Bramlett,"36' 10""",40302.083,1094,Over
2011,147,0,30711,Colt Knost,"36' 10""",44116.667,1197,Over
2011,147,0,24781,Hunter Mahan,"36' 10""",50236.167,1363,1 Under
2011,147,0,31401,Zack Miller,"36' 10""",49375.167,1340,Over
2011,151,0,21961,Charles Howell III,"36' 11""",60188.417,1630,1 Under
2011,152,0,20593,Greg Chalmers,"37' 0""",52313.5,1415,Under
2011,152,0,32640,Troy Merritt,"37' 0""",37673.667,1019,Over
2011,152,0,25562,Andres Romero,"37' 0""",45123.167,1219,Under
2011,155,0,20070,Matt Bettencourt,"37' 1""",50890.75,1373,Over
2011,155,0,24924,Bill Haas,"37' 1""",47841.5,1291,Under
2011,155,0,21350,Ryuji Imada,"37' 1""",50511.833,1363,Under
2011,158,0,25457,Alexandre Rocha,"37' 2""",32609.583,878,Over
2011,158,0,25834,Daniel Summerhays,"37' 2""",43887.0,1181,Over
2011,160,0,23614,Rich Beem,"37' 3""",30682.25,824,Over
2011,160,0,7457,Steve Flesch,"37' 3""",52016.5,1395,Over
2011,160,0,28475,Jeff Overton,"37' 3""",48763.333,1308,Under
2011,163,0,22371,Aaron Baddeley,"37' 5""",41516.167,1110,Under
2011,163,0,1313,Steve Elkington,"37' 5""",28146.333,753,Under
2011,163,0,29478,Kevin Kisner,"37' 5""",38182.0,1021,Over
2011,163,0,28486,Michael Putnam,"37' 5""",35336.083,944,Over
2011,167,0,23320,Ryan Palmer,"37' 6""",40355.583,1076,Under
2011,167,0,32876,Martin Piller,"37' 6""",34885.583,930,Over
2011,167,0,23497,Tag Ridings,"37' 6""",49627.5,1322,Over
2011,170,0,26331,Charl Schwartzel,"37' 7""",26915.583,716,Under
2011,171,0,24290,D.J. Brigman,"37' 8""",37018.417,983,Over
2011,171,0,23718,Nathan Green,"37' 8""",47154.667,1253,Over
2011,171,0,23353,J.J. Henry,"37' 8""",53437.75,1418,Under
2011,174,0,26881,Jarrod Lyle,"37' 9""",48606.917,1287,Over
2011,174,0,20160,Charlie Wi,"37' 9""",51993.5,1376,Under
2011,176,0,28089,Jason Day,"37' 10""",40009.083,1058,Under
2011,177,0,26300,Matt Jones,"38' 0""",43477.0,1144,Over
2011,177,0,27797,Derek Lamely,"38' 0""",39342.667,1035,Over
2011,179,0,25274,Steven Bowditch,"38' 1""",53020.417,1392,Over
2011,179,0,29718,Anthony Kim,"38' 1""",39716.833,1042,Over
2011,181,0,33419,Cameron Tringale,"38' 2""",66299.75,1739,Under
2011,182,0,27064,Jhonattan Vegas,"38' 3""",47916.583,1253,Under
2011,183,0,23409,James Driscoll,"38' 6""",41975.917,1091,Even
2011,184,0,34072,Will Strickler,"38' 11""",29928.917,769,Over
2011,185,0,35087,Bio Kim,"39' 9""",41438.667,1042,Over
2011,186,0,10585,Scott McCarron,"39' 11""",38420.833,962,Over
2016,1,0,24502,Adam Scott,"32' 5""",32364.5,999,1 Under
2016,2,0,26758,David Hearn,"32' 7""",47698.583,1465,1 Under
2016,3,0,8075,Jerry Kelly,"32' 10""",35228.75,1073,Under
2016,4,0,23325,Vaughn Taylor,"32' 11""",39394.75,1197,Under
2016,5,0,24358,Robert Garrigus,"33' 0""",32228.417,976,1 Under
2016,5,0,22892,Jason Gore,"33' 0""",35440.333,1073,Over
2016,7,0,10809,Jim Furyk,"33' 1""",26178.0,791,Under
2016,7,0,29221,Webb Simpson,"33' 1""",34187.75,1034,1 Under
2016,7,0,25349,Tim Wilkinson,"33' 1""",29557.917,893,1 Under
2016,10,0,33122,Russell Knox,"33' 4""",38802.667,1164,1 Under
2016,11,0,30925,Dustin Johnson,"33' 5""",37433.667,1121,1 Under
2016,12,0,29222,Billy Hurley III,"33' 6""",35237.833,1051,Under
2016,12,0,26476,Chez Reavie,"33' 6""",45459.5,1358,1 Under
2016,12,0,32150,Michael Thompson,"33' 6""",32147.083,960,Under
2016,15,0,32839,Hideki Matsuyama,"33' 7""",34683.417,1034,1 Under
2016,16,0,33141,Keegan Bradley,"33' 8""",37913.333,1126,Under
2016,16,0,26596,Ryan Moore,"33' 8""",39048.583,1161,1 Under
2016,16,0,31560,Brian Stuard,"33' 8""",36044.917,1071,Under
2016,19,0,25686,Jason Dufner,"33' 9""",47712.25,1413,Under
2016,20,0,34098,Russell Henley,"33' 10""",41698.167,1233,1 Under
2016,20,0,35532,Tom Hoge,"33' 10""",37994.417,1123,Under
2016,20,0,2206,David Toms,"33' 10""",32749.5,967,Under
2016,23,0,25240,D.A. Points,"33' 11""",23651.75,698,Under
2016,24,0,33410,Andrew Landry,"34' 1""",20031.333,588,Under
2016,25,0,25900,Lucas Glover,"34' 2""",40692.083,1192,1 Under
2016,25,0,26329,Louis Oosthuizen,"34' 2""",25654.667,751,Under
2016,25,0,30110,Kyle Stanley,"34' 2""",48226.5,1410,Under
2016,28,0,25396,Kevin Na,"34' 3""",42296.333,1234,1 Under
2016,29,0,20572,Rod Pampling,"34' 4""",22724.167,662,Under
2016,29,0,34264,Hudson Swafford,"34' 4""",55978.167,1630,1 Under
2016,29,0,26289,Boo Weekley,"34' 4""",43301.0,1262,Under
2016,32,0,28237,Rory McIlroy,"34' 5""",29209.667,849,1 Under
2016,33,0,24461,Thomas Aiken,"34' 6""",29538.75,857,Under
2016,33,0,24507,Jason Bohn,"34' 6""",36221.417,1051,Under
2016,33,0,32200,Roberto Castro,"34' 6""",54358.0,1575,1 Under
2016,33,0,20472,Alex Cejka,"34' 6""",31528.417,913,1 Under
2016,33,0,30926,Chris Kirk,"34' 6""",45795.083,1326,1 Under
2016,33,0,30711,Colt Knost,"34' 6""",43667.417,1267,Under
2016,39,0,29745,Tyler Aldridge,"34' 7""",41549.25,1200,Under
2016,39,0,24357,K.J. Choi,"34' 7""",41047.833,1186,Under
2016,39,0,24024,Zach Johnson,"34' 7""",45141.583,1305,1 Under
2016,39,0,23320,Ryan Palmer,"34' 7""",47874.25,1385,1 Under
2016,43,0,32366,Kevin Chappell,"34' 8""",48380.833,1397,1 Under
2016,43,0,20104,Ken Duke,"34' 8""",29634.167,855,Over
2016,45,0,45526,Abraham Ancer,"34' 9""",23579.083,679,Over
2016,45,0,12716,Charley Hoffman,"34' 9""",43932.75,1265,Under
2016,45,0,27466,Spencer Levin,"34' 9""",50807.083,1462,1 Under
2016,45,0,28132,Tyrone Van Aswegen,"34' 9""",54492.917,1568,Under
2016,49,0,34262,Jon Curran,"34' 10""",52263.583,1501,Under
2016,49,0,31646,Emiliano Grillo,"34' 10""",45420.25,1303,1 Under
2016,49,0,23108,Matt Kuchar,"34' 10""",47982.833,1378,1 Under
2016,49,0,30163,Henrik Norlander,"34' 10""",32879.833,945,Under
2016,53,0,35545,Blayne Barber,"34' 11""",46210.583,1322,Under
2016,53,0,10213,Dicky Pride,"34' 11""",25430.917,728,Under
2016,55,0,29974,Branden Grace,"35' 0""",26239.5,749,Under
2016,55,0,33413,Ben Martin,"35' 0""",49791.333,1423,1 Under
2016,55,0,29485,Brett Stegmaier,"35' 0""",46863.583,1340,Under
2016,58,0,25364,Paul Casey,"35' 1""",35699.333,1017,1 Under
2016,59,0,30944,Jason Kokrak,"35' 2""",46989.75,1337,1 Under
2016,59,0,20691,Greg Owen,"35' 2""",43266.667,1231,Over
2016,59,0,6527,Steve Stricker,"35' 2""",28130.25,800,1 Under
2016,62,0,23983,Luke Donald,"35' 3""",37079.333,1053,Under
2016,62,0,34174,John Huh,"35' 3""",49499.583,1404,Under
2016,62,0,29478,Kevin Kisner,"35' 3""",45553.917,1293,1 Under
2016,62,0,24912,Will MacKenzie,"35' 3""",41607.5,1181,Over
2016,62,0,35732,Wes Roach,"35' 3""",27066.333,767,Under
2016,62,0,33448,Justin Thomas,"35' 3""",47144.583,1336,Under
2016,62,0,25804,Bubba Watson,"35' 3""",32014.417,908,1 Under
2016,69,0,40026,Daniel Berger,"35' 4""",45229.417,1281,1 Under
2016,69,0,36689,Brooks Koepka,"35' 4""",37819.75,1070,1 Under
2016,69,0,35879,Kelly Kraft,"35' 4""",28203.0,798,Under
2016,72,0,27942,Rob Oppenheim,"35' 5""",32320.083,912,Under
2016,72,0,34431,Robert Streb,"35' 5""",41533.5,1174,Under
2016,74,0,12510,Chad Campbell,"35' 6""",50943.833,1434,1 Under
2016,74,0,34563,Chesson Hadley,"35' 6""",42251.167,1190,Over
2016,74,0,28092,D.H. Lee,"35' 6""",28859.083,812,Over
2016,74,0,34409,David Lingmerth,"35' 6""",38096.75,1073,Under
2016,74,0,29476,Kyle Reifers,"35' 6""",61557.167,1735,Under
2016,74,0,26331,Charl Schwartzel,"35' 6""",35662.833,1004,1 Under
2016,80,0,20098,Stuart Appleby,"35' 7""",42136.167,1184,Under
2016,80,0,24846,Ricky Barnes,"35' 7""",50979.917,1433,1 Under
2016,80,0,31557,Jim Herman,"35' 7""",44996.75,1265,Over
2016,80,0,25572,Graeme McDowell,"35' 7""",28504.667,802,Under
2016,80,0,25198,Francesco Molinari,"35' 7""",36446.333,1024,Under
2016,80,0,22046,Geoff Ogilvy,"35' 7""",31818.75,895,Over
2016,80,0,27214,Kevin Streelman,"35' 7""",40497.667,1138,Under
2016,80,0,28114,Dawie van der Walt,"35' 7""",35638.667,1001,Under
2016,88,0,27436,Graham DeLaet,"35' 8""",37481.75,1051,Under
2016,88,0,35891,Cameron Smith,"35' 8""",29336.417,822,Over
2016,88,0,34046,Jordan Spieth,"35' 8""",36921.583,1036,1 Under
2016,88,0,29518,Brendan Steele,"35' 8""",43954.25,1232,Under
2016,88,0,21878,Mark Wilson,"35' 8""",35077.167,984,Over
2016,93,0,32102,Rickie Fowler,"35' 9""",40682.583,1139,1 Under
2016,93,0,29720,Andres Gonzales,"35' 9""",40966.083,1145,Under
2016,93,0,32876,Martin Piller,"35' 9""",29764.333,832,Under
2016,93,0,25493,Nick Taylor,"35' 9""",42184.917,1179,Under
2016,97,0,26851,Marc Leishman,"35' 10""",41467.583,1158,1 Under
2016,97,0,31202,William McGirt,"35' 10""",56514.333,1578,1 Under
2016,97,0,29223,Sam Saunders,"35' 10""",32557.167,908,Under
2016,97,0,27649,Brandt Snedeker,"35' 10""",47868.0,1337,1 Under
2016,97,0,27963,Chris Stroud,"35' 10""",44355.833,1238,Under
2016,102,0,20229,Stewart Cink,"35' 11""",31555.833,879,Under
2016,102,0,39975,Michael Kim,"35' 11""",55010.5,1532,Under
2016,102,0,33418,Shawn Stefani,"35' 11""",49290.5,1373,Under
2016,105,0,34099,Harris English,"36' 0""",46657.167,1297,Under
2016,105,0,35539,Luke Guthrie,"36' 0""",28935.833,803,Under
2016,105,0,32448,James Hahn,"36' 0""",44823.417,1245,Over
2016,105,0,27936,Martin Laird,"36' 0""",45501.25,1264,Under
2016,105,0,29926,Danny Lee,"36' 0""",45417.75,1262,Under
2016,105,0,23800,Bryce Molder,"36' 0""",42993.417,1194,1 Under
2016,105,0,31323,Gary Woodland,"36' 0""",49872.333,1386,1 Under
2016,112,0,24924,Bill Haas,"36' 1""",41355.833,1146,Under
2016,112,0,33399,Adam Hadwin,"36' 1""",56459.25,1566,1 Under
2016,112,0,33204,Shane Lowry,"36' 1""",23793.167,660,Under
2016,112,0,24490,George McNeill,"36' 1""",29634.5,822,Over
2016,112,0,34360,Patrick Reed,"36' 1""",50282.167,1394,1 Under
2016,112,0,30692,Scott Stallings,"36' 1""",40412.917,1121,Under
2016,118,0,36801,Mark Hubbard,"36' 2""",53409.167,1478,Under
2016,118,0,21731,Freddie Jacobson,"36' 2""",46171.5,1276,Under
2016,118,0,26951,Johnson Wagner,"36' 2""",49187.5,1360,1 Under
2016,118,0,34265,Will Wilcox,"36' 2""",36769.667,1017,Under
2016,122,0,10885,Robert Allenby,"36' 3""",26469.417,731,1 Over
2016,122,0,32757,Patton Kizzire,"36' 3""",48525.583,1340,Under
2016,122,0,1810,Phil Mickelson,"36' 3""",38037.25,1050,1 Under
2016,125,0,46440,Smylie Kaufman,"36' 4""",46547.583,1281,1 Under
2016,126,0,40058,Zac Blair,"36' 5""",52601.75,1445,Over
2016,126,0,24494,Erik Compton,"36' 5""",33154.167,910,Over
2016,128,0,37273,Derek Ernst,"36' 6""",27945.75,765,Under
2016,128,0,25818,Scott Piercy,"36' 6""",42182.75,1157,Under
2016,128,0,27770,Camilo Villegas,"36' 6""",46208.333,1267,Over
2016,131,0,29268,Bronson Burgoon,"36' 7""",42361.0,1159,Under
2016,131,0,27644,Brian Harman,"36' 7""",59708.083,1632,1 Under
2016,131,0,32640,Troy Merritt,"36' 7""",42356.417,1157,Under
2016,134,0,23541,Ben Crane,"36' 8""",43048.583,1174,Under
2016,134,0,34466,Peter Malnati,"36' 8""",48388.083,1319,Over
2016,136,0,29289,S.Y. Noh,"36' 9""",45247.583,1230,Under
2016,136,0,24140,Sean O'Hair,"36' 9""",55119.083,1499,1 Under
2016,136,0,36699,Patrick Rodgers,"36' 9""",46715.0,1272,1 Under
2016,136,0,37189,Harold Varner III,"36' 9""",52144.083,1419,Under
2016,140,0,29479,Scott Brown,"36' 10""",45876.583,1246,Under
2016,140,0,23638,Brendon de Jonge,"36' 10""",42553.25,1154,Under
2016,140,0,32618,Rhein Gibson,"36' 10""",29006.5,787,Over
2016,140,0,35451,Scott Pinckney,"36' 10""",46713.167,1268,Under
2016,144,0,31416,Derek Fathauer,"36' 11""",50023.417,1355,Over
2016,144,0,33461,Morgan Hoffmann,"36' 11""",38658.25,1048,Under
2016,144,0,29420,Billy Horschel,"36' 11""",37555.833,1018,Under
2016,144,0,25632,Jimmy Walker,"36' 11""",46654.667,1264,1 Under
2016,148,0,20645,John Senden,"37' 0""",52104.417,1409,Under
2016,149,0,25720,Chad Collins,"37' 2""",42445.0,1142,Over
2016,149,0,33419,Cameron Tringale,"37' 2""",46498.75,1251,Under
2016,151,0,21961,Charles Howell III,"37' 3""",52578.833,1410,1 Under
2016,152,0,37455,Si Woo Kim,"37' 4""",66190.917,1771,1 Under
2016,152,0,28158,Steve Marino,"37' 4""",36990.833,991,Under
2016,154,0,29725,Tony Finau,"37' 6""",51727.083,1380,Under
2016,154,0,31420,Anirban Lahiri,"37' 6""",32080.25,855,Under
2016,154,0,6567,Vijay Singh,"37' 6""",43427.917,1158,Under
2016,154,0,27064,Jhonattan Vegas,"37' 6""",54127.417,1442,1 Under
2016,154,0,25892,Steve Wheatcroft,"37' 6""",46542.417,1242,Under
2016,159,0,26300,Matt Jones,"37' 8""",42070.417,1117,Over
2016,159,0,27129,Luke List,"37' 8""",43723.25,1162,Under
2016,161,0,28679,Fabián Gómez,"37' 9""",49052.833,1300,Under
2016,161,0,27141,J.B. Holmes,"37' 9""",40880.5,1083,Under
2016,161,0,37454,Whee Kim,"37' 9""",43578.667,1154,Under
2016,164,0,22371,Aaron Baddeley,"37' 10""",50450.5,1333,1 Under
2016,164,0,35300,Andrew Loupe,"37' 10""",44895.25,1186,Under
2016,166,0,28089,Jason Day,"37' 11""",36488.333,963,1 Under
2016,166,0,33667,Carlos Ortiz,"37' 11""",41314.5,1089,Over
2016,168,0,21209,Sergio Garcia,"38' 0""",20960.083,551,Under
2016,168,0,20766,Padraig Harrington,"38' 0""",29708.333,782,Under
2016,170,0,20157,Retief Goosen,"38' 1""",32578.667,855,Under
2016,170,0,27974,Sung Kang,"38' 1""",49618.583,1303,Under
2016,170,0,22405,Justin Rose,"38' 1""",33273.5,874,1 Under
2016,173,0,27747,Hiroshi Iwata,"38' 2""",45029.583,1180,Over
2016,174,0,20848,Ángel Cabrera,"38' 4""",33534.333,874,Over
2016,174,0,23353,J.J. Henry,"38' 4""",41997.917,1095,Over
2016,176,0,6522,Ernie Els,"38' 5""",38160.167,994,Under
2016,177,0,28475,Jeff Overton,"38' 7""",40090.917,1038,Over
2016,178,0,23621,Rory Sabbatini,"38' 8""",27031.25,699,Over
2016,179,0,27895,Jonas Blixt,"38' 9""",46535.167,1201,Under
2016,179,0,29461,Jamie Lovemark,"38' 9""",57400.917,1482,1 Under
2016,181,0,25834,Daniel Summerhays,"39' 0""",54956.0,1410,Under
2016,182,0,34261,Scott Langley,"39' 8""",37623.75,948,Under
2016,183,0,24781,Hunter Mahan,"40' 0""",35390.917,885,Over
2016,183,0,30927,Brendon Todd,"40' 0""",38258.0,957,1 Over
2016,185,0,25274,Steven Bowditch,"41' 1""",40037.5,974,1 Over
2005,1,0,1139,Olin Browne,"31' 7""",47067.5,1492,Under
2005,2,0,2010,Loren Roberts,"31' 8""",27318.5,863,Under
2005,3,0,23983,Luke Donald,"32' 4""",23131.25,716,Under
2005,4,0,10809,Jim Furyk,"32' 6""",41588.167,1281,1 Under
2005,5,0,24502,Adam Scott,"32' 7""",30233.167,929,Under
2005,6,0,1418,Bill Glasson,"32' 8""",25736.333,787,Over
2005,7,0,1381,Fred Funk,"32' 9""",48217.583,1474,Under
2005,8,0,1035,Tommy Armour III,"33' 0""",53922.75,1636,Under
2005,8,0,1945,Kenny Perry,"33' 0""",35529.333,1076,Under
2005,10,0,1226,Fred Couples,"33' 1""",25644.333,776,Under
2005,10,0,22295,Darron Stiles,"33' 1""",41107.917,1243,Under
2005,12,0,20472,Alex Cejka,"33' 4""",41458.25,1243,Over
2005,12,0,12680,Shigeki Maruyama,"33' 4""",50869.75,1526,Under
2005,14,0,1487,Jeff Hart,"33' 5""",34412.667,1029,Over
2005,15,0,20474,Phillip Price,"33' 7""",38228.25,1137,Under
2005,16,0,2206,David Toms,"33' 9""",38259.167,1135,Under
2005,17,0,8537,J.P. Hayes,"33' 10""",32139.917,950,Under
2005,17,0,22293,Heath Slocum,"33' 10""",54737.25,1617,Under
2005,17,0,8385,Omar Uresti,"33' 10""",44499.333,1314,Under
2005,20,0,2214,Kirk Triplett,"34' 0""",26763.833,787,Under
2005,21,0,12510,Chad Campbell,"34' 1""",46170.917,1353,Under
2005,22,0,1320,Bob Estes,"34' 3""",48832.25,1426,Under
2005,22,0,1388,Robert Gamez,"34' 3""",49284.0,1439,Under
2005,22,0,10860,Justin Leonard,"34' 3""",33404.5,976,Under
2005,22,0,1724,Jeff Maggert,"34' 3""",36711.25,1073,Under
2005,26,0,23135,Tim Clark,"34' 5""",39728.917,1154,Under
2005,26,0,22405,Justin Rose,"34' 5""",54572.917,1584,Under
2005,28,0,6575,Dudley Hart,"34' 6""",44487.0,1291,Under
2005,28,0,20628,Arron Oberholser,"34' 6""",31454.333,912,Under
2005,28,0,2101,Joey Sindelar,"34' 6""",60869.167,1765,Under
2005,28,0,23623,Bo Van Pelt,"34' 6""",57394.333,1663,Under
2005,32,0,20098,Stuart Appleby,"34' 7""",39008.5,1129,Under
2005,32,0,19824,Craig Barlow,"34' 7""",39142.0,1132,Under
2005,32,0,8123,Jeff Brehaut,"34' 7""",39205.833,1133,Under
2005,32,0,20229,Stewart Cink,"34' 7""",43917.0,1269,Under
2005,32,0,6034,Marco Dawson,"34' 7""",48441.25,1400,Under
2005,32,0,23725,Brendan Jones,"34' 7""",44751.5,1293,Under
2005,38,0,7867,Woody Austin,"34' 8""",56011.75,1614,Under
2005,38,0,20099,Doug Barron,"34' 8""",39877.0,1150,Under
2005,38,0,1161,Mark Calcavecchia,"34' 8""",47408.667,1367,Under
2005,38,0,8545,Glen Hnatiuk,"34' 8""",31115.333,897,Over
2005,38,0,8075,Jerry Kelly,"34' 8""",47197.75,1360,Under
2005,38,0,1797,Rocco Mediate,"34' 8""",40342.667,1165,Under
2005,38,0,2104,Jeff Sluman,"34' 8""",52496.583,1514,Under
2005,38,0,2239,Scott Verplank,"34' 8""",41104.417,1185,Under
2005,46,0,24357,K.J. Choi,"34' 9""",33607.417,968,Under
2005,46,0,22046,Geoff Ogilvy,"34' 9""",46126.167,1328,Under
2005,46,0,21878,Mark Wilson,"34' 9""",39410.5,1135,Under
2005,49,0,20498,Briny Baird,"34' 10""",55620.25,1597,Under
2005,49,0,24507,Jason Bohn,"34' 10""",50855.25,1459,Under
2005,49,0,1142,Bart Bryant,"34' 10""",47724.75,1370,Under
2005,49,0,6251,Chris DiMarco,"34' 10""",36898.917,1059,Under
2005,49,0,21209,Sergio Garcia,"34' 10""",32449.5,931,Under
2005,49,0,20094,Jonathan Kaye,"34' 10""",39985.167,1149,Under
2005,49,0,23621,Rory Sabbatini,"34' 10""",37439.917,1076,Under
2005,56,0,1157,Tom Byrum,"34' 11""",47587.5,1362,Over
2005,56,0,20623,Gavin Coles,"34' 11""",39466.25,1131,Over
2005,56,0,1553,John Huston,"34' 11""",49665.583,1422,Under
2005,56,0,26420,Richard Johnson,"34' 11""",28701.417,822,Under
2005,56,0,23325,Vaughn Taylor,"34' 11""",55820.667,1600,Under
2005,61,0,6621,Joe Durant,"35' 0""",42813.917,1222,Under
2005,61,0,1457,Jay Haas,"35' 0""",24504.583,700,Over
2005,63,0,20634,Peter Lonard,"35' 1""",41583.833,1184,Over
2005,63,0,6373,José María Olazábal,"35' 1""",25740.0,733,Under
2005,65,0,10885,Robert Allenby,"35' 2""",45735.333,1299,Under
2005,65,0,22621,Ben Curtis,"35' 2""",31064.333,884,Over
2005,65,0,21753,Brian Davis,"35' 2""",40110.833,1140,Under
2005,65,0,26758,David Hearn,"35' 2""",38341.583,1091,Under
2005,65,0,1766,Billy Mayfair,"35' 2""",63929.417,1820,Under
2005,65,0,20548,Hidemichi Tanaka,"35' 2""",59542.833,1693,Under
2005,71,0,19846,Brian Gay,"35' 3""",58313.5,1653,Over
2005,71,0,24024,Zach Johnson,"35' 3""",52337.917,1486,Under
2005,71,0,24138,Ian Poulter,"35' 3""",22796.25,646,Over
2005,74,0,1473,Todd Hamilton,"35' 4""",47179.833,1334,Over
2005,74,0,10425,Jay Williamson,"35' 4""",29341.5,831,Over
2005,76,0,6004,Stephen Ames,"35' 5""",38820.583,1097,Under
2005,76,0,20382,Stephen Leaney,"35' 5""",47965.417,1354,Under
2005,76,0,1928,Corey Pavin,"35' 5""",38855.833,1097,Under
2005,76,0,2223,Bob Tway,"35' 5""",41866.667,1182,Under
2005,80,0,25345,Carl Pettersson,"35' 6""",59407.083,1674,Under
2005,81,0,12652,Cameron Beckman,"35' 7""",53766.25,1511,Over
2005,81,0,1361,Dan Forsman,"35' 7""",30053.083,844,Under
2005,81,0,12823,Carlos Franco,"35' 7""",42718.083,1200,Under
2005,81,0,20157,Retief Goosen,"35' 7""",27281.0,767,Under
2005,81,0,24781,Hunter Mahan,"35' 7""",59105.0,1660,Under
2005,81,0,12454,Mario Tiziani,"35' 7""",38458.0,1080,Under
2005,87,0,1024,Billy Andrade,"35' 8""",46839.667,1313,Under
2005,87,0,19972,José Coceres,"35' 8""",33723.167,945,Over
2005,87,0,10117,Bob Heintz,"35' 8""",39344.25,1104,Under
2005,87,0,21731,Freddie Jacobson,"35' 8""",35412.0,993,Over
