YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
2015,121,0,37273,Derek Ernst,25
2015,121,0,25191,Gonzalo Fernandez-Castaño,25
2015,121,0,1810,Phil Mickelson,25
2015,121,0,6567,Vijay Singh,25
2015,121,0,25493,Nick Taylor,25
2015,130,0,25686,Jason Dufner,24
2015,130,0,10809,Jim Furyk,24
2015,130,0,29720,Andres Gonzales,24
2015,130,0,26851,Marc Leishman,24
2015,130,0,26329,Louis Oosthuizen,24
2015,130,0,26476,Chez Reavie,24
2015,136,0,22892,Jason Gore,23
2015,136,0,29222,Billy Hurley III,23
2015,136,0,35891,Cameron Smith,23
2015,136,0,31323,Gary Woodland,23
2015,140,0,21209,Sergio Garcia,22
2015,140,0,39977,Max Homa,22
2015,140,0,27933,John Merrick,22
2015,140,0,29289,S.Y. Noh,22
2015,140,0,24138,Ian Poulter,22
2015,140,0,2206,David Toms,22
2015,146,0,34358,Jonathan Randolph,21
2015,146,0,25562,Andres Romero,21
2015,146,0,23623,Bo Van Pelt,21
2015,149,0,32200,Roberto Castro,20
2015,149,0,24357,K.J. Choi,20
2015,149,0,29535,Brice Garnett,20
2015,149,0,25198,Francesco Molinari,20
2015,149,0,20645,John Senden,20
2015,149,0,29425,Andrew Svoboda,20
2015,149,0,23325,Vaughn Taylor,20
2015,156,0,31416,Derek Fathauer,19
2015,156,0,1706,Davis Love III,19
2015,156,0,23548,Bill Lunde,19
2015,156,0,20691,Greg Owen,19
2015,156,0,25349,Tim Wilkinson,19
2015,161,0,20157,Retief Goosen,18
2015,161,0,24912,Will MacKenzie,18
2015,161,0,30110,Kyle Stanley,18
2015,161,0,28132,Tyrone Van Aswegen,18
2015,165,0,19803,Ryan Armour,17
2015,165,0,23048,Eric Axley,17
2015,165,0,20593,Greg Chalmers,17
2015,165,0,30736,Oscar Fraustro,17
2015,165,0,29974,Branden Grace,17
2015,165,0,34256,Andrew Putnam,17
2015,165,0,31193,Jim Renner,17
2015,165,0,28023,Byron Smith,17
2015,165,0,30692,Scott Stallings,17
2015,174,0,32334,Charlie Beljan,16
2015,174,0,23135,Tim Clark,16
2015,174,0,24358,Robert Garrigus,16
2015,174,0,10860,Justin Leonard,16
2015,174,0,22046,Geoff Ogilvy,16
2015,174,0,26331,Charl Schwartzel,16
2015,180,0,8725,Tom Gillis,15
2015,180,0,28237,Rory McIlroy,15
2015,180,0,25240,D.A. Points,15
2015,180,0,33486,Roger Sloan,15
2015,184,0,46435,Austin Cook,14
2015,184,0,23541,Ben Crane,14
2015,184,0,20396,Lee Westwood,14
2015,187,0,35300,Andrew Loupe,13
2015,187,0,24502,Adam Scott,13
2015,189,0,20766,Padraig Harrington,12
2015,189,0,21731,Freddie Jacobson,12
2015,189,0,33204,Shane Lowry,12
2015,189,0,6527,Steve Stricker,12
2015,193,0,10885,Robert Allenby,11
2015,193,0,20098,Stuart Appleby,11
2015,193,0,20848,Ángel Cabrera,11
2015,193,0,6522,Ernie Els,11
2015,193,0,34087,Carlos Sainz Jr,11
2015,193,0,8793,Tiger Woods,11
2015,199,0,22378,Trevor Immelman,10
2015,199,0,20572,Rod Pampling,10
2015,199,0,1945,Kenny Perry,10
2015,199,0,22293,Heath Slocum,10
2015,199,0,2106,Chris Smith,10
2015,204,0,29910,Blake Adams,9
2015,204,0,25369,Jamie Donaldson,9
2015,204,0,28307,Matt Every,9
2015,204,0,30750,Tommy Gainey,9
2015,204,0,27408,Martin Kaymer,9
2015,204,0,28300,Joost Luiten,9
2015,204,0,22913,John Rollins,9
2015,204,0,33449,Zack Sucher,9
2015,212,0,33120,Mark Anderson,8
2015,212,0,28937,George Coetzee,8
2015,212,0,46501,Ollie Schniederjans,8
2015,212,0,27330,Josh Teater,8
2015,216,0,21407,Arjun Atwal,7
2015,216,0,31420,Anirban Lahiri,7
2015,216,0,25841,Marc Warren,7
2015,216,0,29454,Bernd Wiesberger,7
2015,220,0,20070,Matt Bettencourt,6
2015,220,0,22621,Ben Curtis,6
2015,220,0,28339,Victor Dubuisson,6
2015,220,0,31646,Emiliano Grillo,6
2015,220,0,46550,Brandon Hagy,6
2015,220,0,25444,Justin Hicks,6
2015,220,0,26881,Jarrod Lyle,6
2015,220,0,27120,Troy Matteson,6
2015,220,0,25572,Graeme McDowell,6
2015,220,0,46970,Jon Rahm,6
2015,220,0,24459,Richard Sterne,6
2015,231,0,27796,Joe Affrunti,5
2015,231,0,24461,Thomas Aiken,5
2015,231,0,33948,Byeong Hun An,5
2015,231,0,1249,John Daly,5
2015,231,0,8931,Glen Day,5
2015,231,0,30911,Tommy Fleetwood,5
2015,231,0,21805,Harrison Frazar,5
2015,231,0,39954,Cody Gribble,5
2015,231,0,28308,Troy Kelly,5
2015,231,0,46442,Maverick McNealy,5
2015,231,0,32139,Danny Willett,5
2015,242,0,31289,Benjamín Alvarado,4
2015,242,0,12652,Cameron Beckman,4
2015,242,0,34296,Wes Homan,4
2015,242,0,27747,Hiroshi Iwata,4
2015,242,0,6573,Brandt Jobe,4
2015,242,0,29670,Pablo Larrazabal,4
2015,242,0,34579,Alexander Levy,4
2015,242,0,1948,Tim Petrovic,4
2015,242,0,46441,Robby Shelton,4
2015,242,0,23481,Marcel Siem,4
2015,252,0,26499,Rafa Cabrera Bello,3
2015,252,0,47906,Austin Connelly,3
2015,252,0,35260,Kelvin Day,3
2015,252,0,47959,Bryson DeChambeau,3
2015,252,0,46567,Paul Dunne,3
2015,252,0,7457,Steve Flesch,3
2015,252,0,1381,Fred Funk,3
2015,252,0,20376,Stephen Gallacher,3
2015,252,0,6575,Dudley Hart,3
2015,252,0,20433,Mark Hensby,3
2015,252,0,37092,Hyung-Sung Kim,3
2015,252,0,22986,Søren Kjeldsen,3
2015,252,0,28092,D.H. Lee,3
2015,252,0,10585,Scott McCarron,3
2015,252,0,27119,Koumei Oda,3
2015,252,0,29908,C.T. Pan,3
2015,252,0,32876,Martin Piller,3
2015,252,0,35314,Andy Sullivan,3
2015,252,0,23788,D.J. Trahan,3
2015,252,0,2239,Scott Verplank,3
2015,252,0,2246,Duffy Waldorf,3
2015,252,0,36836,Cory Whitsett,3
2015,252,0,20160,Charlie Wi,3
2015,275,0,30978,Kiradech Aphibarnrat,2
2015,275,0,7867,Woody Austin,2
2015,275,0,10944,Thomas Bjørn,2
2015,275,0,46443,Brian Campbell,2
2015,275,0,46504,Ashley Chesters,2
2015,275,0,9011,David Duval,2
2015,275,0,29936,Ryan Fox,2
2015,275,0,24083,Marcus Fraser,2
2015,275,0,37351,Oliver Goss,2
2015,275,0,24956,Mikko Ilonen,2
2015,275,0,1577,Lee Janzen,2
2015,275,0,12195,Tom Johnson,2
2015,275,0,27899,Rikard Karlberg,2
2015,275,0,46440,Smylie Kaufman,2
2015,275,0,22806,Doug LaBelle II,2
2015,275,0,6332,Neal Lancaster,2
2015,275,0,24748,WC Liang,2
2015,275,0,29461,Jamie Lovemark,2
2015,275,0,1766,Billy Mayfair,2
2015,275,0,47994,Lee McCoy,2
2015,275,0,24449,Parker McLachlin,2
2015,275,0,24039,Prom Meesawat,2
2015,275,0,6515,Shaun Micheel,2
2015,275,0,29256,James Morrison,2
2015,275,0,39537,Chris Naegel,2
2015,275,0,46048,Jordan Niebrugge,2
2015,275,0,1887,Mark O'Meara,2
2015,275,0,33968,Thorbjørn Olesen,2
2015,275,0,31559,Garrett Osborn,2
2015,275,0,10213,Dicky Pride,2
2015,275,0,26435,Angelo Que,2
2015,275,0,35732,Wes Roach,2
2015,275,0,25457,Alexandre Rocha,2
2015,275,0,33110,Michael Smith,2
2015,275,0,39324,J.J. Spaun,2
2015,275,0,26679,Kevin Stadler,2
2015,275,0,47234,Kyle Suppa,2
2015,275,0,40115,Adam Svensson,2
2015,275,0,32333,Kevin Tway,2
2015,275,0,29484,Peter Uihlein,2
2015,275,0,10423,Mike Weir,2
2015,275,0,20436,Garrett Willis,2
2015,317,0,29891,Scott Arnold,1
2015,317,0,22764,Michael Block,1
2015,317,0,6214,Guy Boros,1
2015,317,0,27318,Ted Brown,1
2015,317,0,35450,Patrick Cantlay,1
2015,317,0,34314,Sebastian Cappelen,1
2015,317,0,20850,Daniel Chopra,1
2015,317,0,39997,Corey Conners,1
2015,317,0,31449,Jeff Corr,1
2015,317,0,35376,Roberto Díaz,1
2015,317,0,23409,James Driscoll,1
2015,317,0,35213,Andrés Echavarría,1
2015,317,0,23125,Brad Elder,1
2015,317,0,27896,Ross Fisher,1
2015,317,0,24399,Scott Gardiner,1
2015,317,0,6643,Paul Goydos,1
2015,317,0,24980,Scott Gutschewski,1
2015,317,0,48135,Blair Hamilton,1
2015,317,0,47988,Nick Hardy,1
2015,317,0,34363,Tyrrell Hatton,1
2015,317,0,12782,Tim Herron,1
2015,317,0,20608,David Howell,1
2015,317,0,21350,Ryuji Imada,1
2015,317,0,24511,Thongchai Jaidee,1
2015,317,0,19958,Miguel Angel Jiménez,1
2015,317,0,10733,Kent Jones,1
2015,317,0,35720,Joseph Juszczyk,1
2015,317,0,39384,Alex Kang,1
2015,317,0,32757,Patton Kizzire,1
2015,317,0,37250,Romain Langasque,1
2015,317,0,19904,Paul Lawrie,1
2015,317,0,1677,Tom Lehman,1
2015,317,0,31997,Steve Lewton,1
2015,317,0,35296,Haotong Li,1
2015,317,0,36326,David Lipsky,1
2015,317,0,40162,Justin Lower,1
2015,317,0,1707,Steve Lowery,1
2015,317,0,47996,Jack Maguire,1
2015,317,0,34305,Daniel Miernicki,1
2015,317,0,39359,Brad Miller,1
2015,317,0,8635,Colin Montgomerie,1
2015,317,0,33952,Erick Morales,1
2015,317,0,46601,Trey Mullinax,1
2015,317,0,47958,Sam O'Dell,1
2015,317,0,47127,David Pastore,1
2015,317,0,34709,Eddie Pepperell,1
2015,317,0,33592,Andy Pope,1
2015,317,0,27072,Alvaro Quiros,1
2015,317,0,29531,Richie Ramsay,1
2015,317,0,30237,Cory Renfrew,1
2015,317,0,20127,Chris Riley,1
2015,317,0,32058,José de Jesús Rodríguez,1
2015,317,0,37076,Marcelo Rozo,1
2015,317,0,39251,Ryan Ruffels,1
2015,317,0,48116,Ben Schlottman,1
2015,317,0,40028,Justin Shin,1
2015,317,0,34259,Mark Silvers,1
2015,317,0,20657,Nigel Spence,1
2015,317,0,22582,Kyle Thompson,1
2015,317,0,24457,Jaco Van Zyl,1
2015,317,0,22540,Anthony Wall,1
2015,317,0,2256,Tom Watson,1
2015,317,0,47128,Richy Werenski,1
2015,317,0,35459,Chris Williams,1
2015,317,0,36685,Cameron Wilson,1
2015,317,0,27711,Jay Woodson,1
2015,317,0,33870,Ashun Wu,1
2015,317,0,46507,Bobby Wyatt,1
2015,317,0,46932,Gunn Yang,1
2015,317,0,24663,Y.E. Yang,1
2015,317,0,29939,Fabrizio Zanotti,1
2012,1,0,28475,Jeff Overton,52
2012,2,0,23638,Brendon de Jonge,48
2012,3,0,20104,Ken Duke,47
2012,4,0,29289,S.Y. Noh,41
2012,4,0,6567,Vijay Singh,41
2012,6,0,21961,Charles Howell III,40
2012,6,0,25632,Jimmy Walker,40
2012,8,0,33141,Keegan Bradley,38
2012,8,0,23108,Matt Kuchar,38
2012,10,0,34021,Bud Cauley,37
2012,10,0,28455,Will Claxton,37
2012,10,0,24358,Robert Garrigus,37
2012,10,0,26758,David Hearn,37
2012,10,0,25818,Scott Piercy,37
2012,10,0,29221,Webb Simpson,37
2012,16,0,29910,Blake Adams,36
2012,16,0,25686,Jason Dufner,36
2012,16,0,27644,Brian Harman,36
2012,16,0,6527,Steve Stricker,36
2012,20,0,34174,John Huh,35
2012,20,0,8075,Jerry Kelly,35
2012,20,0,26596,Ryan Moore,35
2012,20,0,25240,D.A. Points,35
2012,20,0,27649,Brandt Snedeker,35
2012,20,0,27214,Kevin Streelman,35
2012,26,0,32200,Roberto Castro,34
2012,26,0,30750,Tommy Gainey,34
2012,26,0,30926,Chris Kirk,34
2012,26,0,25345,Carl Pettersson,34
2012,26,0,23623,Bo Van Pelt,34
2012,26,0,27095,Nick Watney,34
2012,26,0,8793,Tiger Woods,34
2012,33,0,28500,Martin Flores,33
2012,33,0,24024,Zach Johnson,33
2012,33,0,31202,William McGirt,33
2012,33,0,28237,Rory McIlroy,33
2012,33,0,20691,Greg Owen,33
2012,33,0,27963,Chris Stroud,33
2012,39,0,34099,Harris English,32
2012,39,0,10809,Jim Furyk,32
2012,39,0,24140,Sean O'Hair,32
2012,39,0,23320,Ryan Palmer,32
2012,39,0,23621,Rory Sabbatini,32
2012,39,0,20645,John Senden,32
2012,39,0,27330,Josh Teater,32
2012,39,0,26951,Johnson Wagner,32
2012,47,0,21753,Brian Davis,31
2012,48,0,27120,Troy Matteson,30
2012,48,0,25396,Kevin Na,30
2012,48,0,26329,Louis Oosthuizen,30
2012,48,0,26679,Kevin Stadler,30
2012,48,0,25834,Daniel Summerhays,30
2012,53,0,27895,Jonas Blixt,29
2012,53,0,27436,Graham DeLaet,29
2012,53,0,12782,Tim Herron,29
2012,53,0,35139,Richard Lee,29
2012,53,0,23548,Bill Lunde,29
2012,53,0,1724,Jeff Maggert,29
2012,53,0,24361,Pat Perez,29
2012,53,0,30110,Kyle Stanley,29
2012,61,0,12510,Chad Campbell,28
2012,61,0,1320,Bob Estes,28
2012,61,0,8725,Tom Gillis,28
2012,61,0,31558,J.J. Killeen,28
2012,61,0,33122,Russell Knox,28
2012,61,0,27933,John Merrick,28
2012,61,0,1810,Phil Mickelson,28
2012,61,0,22405,Justin Rose,28
2012,69,0,20098,Stuart Appleby,27
2012,69,0,32366,Kevin Chappell,27
2012,69,0,23204,Gary Christian,27
2012,69,0,6522,Ernie Els,27
2012,69,0,28307,Matt Every,27
2012,69,0,30925,Dustin Johnson,27
2012,69,0,27466,Spencer Levin,27
2012,69,0,29476,Kyle Reifers,27
2012,69,0,33419,Cameron Tringale,27
2012,78,0,23983,Luke Donald,26
2012,78,0,32102,Rickie Fowler,26
2012,78,0,19846,Brian Gay,26
2012,78,0,23353,J.J. Henry,26
2012,78,0,12716,Charley Hoffman,26
2012,78,0,29420,Billy Horschel,26
2012,78,0,1797,Rocco Mediate,26
2012,78,0,22293,Heath Slocum,26
2012,78,0,27770,Camilo Villegas,26
2012,87,0,24846,Ricky Barnes,25
2012,87,0,24924,Bill Haas,25
2012,87,0,27141,J.B. Holmes,25
2012,87,0,27936,Martin Laird,25
2012,87,0,23800,Bryce Molder,25
2012,87,0,26476,Chez Reavie,25
2012,87,0,32150,Michael Thompson,25
2012,87,0,25804,Bubba Watson,25
2012,95,0,28259,Sangmoon Bae,24
2012,95,0,23541,Ben Crane,24
2012,95,0,22621,Ben Curtis,24
2012,95,0,32698,Bobby Gates,24
2012,95,0,30944,Jason Kokrak,24
2012,95,0,29926,Danny Lee,24
2012,95,0,1706,Davis Love III,24
2012,95,0,1766,Billy Mayfair,24
2012,95,0,22913,John Rollins,24
2012,104,0,33120,Mark Anderson,23
2012,104,0,20593,Greg Chalmers,23
2012,104,0,23409,James Driscoll,23
2012,104,0,23718,Nathan Green,23
2012,104,0,20766,Padraig Harrington,23
2012,104,0,30711,Colt Knost,23
2012,104,0,24781,Hunter Mahan,23
2012,104,0,22961,David Mathis,23
2012,104,0,24490,George McNeill,23
2012,104,0,20572,Rod Pampling,23
2012,104,0,27556,Ted Potter Jr.,23
2012,104,0,10213,Dicky Pride,23
2012,104,0,26331,Charl Schwartzel,23
2012,104,0,20160,Charlie Wi,23
2012,118,0,21407,Arjun Atwal,22
2012,118,0,24494,Erik Compton,22
2012,118,0,6251,Chris DiMarco,22
2012,118,0,21209,Sergio Garcia,22
2012,118,0,23325,Vaughn Taylor,22
2012,118,0,26289,Boo Weekley,22
2012,124,0,22371,Aaron Baddeley,21
2012,124,0,32334,Charlie Beljan,21
2012,124,0,20623,Gavin Coles,21
2012,124,0,11123,Chris Couch,21
2012,124,0,24138,Ian Poulter,21
2012,124,0,30927,Brendon Todd,21
2012,124,0,23788,D.J. Trahan,21
2012,131,0,10885,Robert Allenby,20
2012,131,0,12652,Cameron Beckman,20
2012,131,0,24357,K.J. Choi,20
2012,131,0,23135,Tim Clark,20
2012,131,0,20574,Mathew Goggin,20
2012,131,0,21350,Ryuji Imada,20
2012,131,0,27060,John Mallinger,20
2012,131,0,25572,Graeme McDowell,20
2012,131,0,22348,Nick O'Hern,20
2012,131,0,24502,Adam Scott,20
2012,131,0,30692,Scott Stallings,20
2012,131,0,20396,Lee Westwood,20
2012,143,0,28087,Kris Blanks,19
2012,143,0,24507,Jason Bohn,19
2012,143,0,29479,Scott Brown,19
2012,143,0,20229,Stewart Cink,19
2012,143,0,24604,Hunter Haas,19
2012,143,0,10860,Justin Leonard,19
2012,143,0,27302,Garth Mulroy,19
2012,143,0,22046,Geoff Ogilvy,19
2012,143,0,29518,Brendan Steele,19
2012,152,0,20070,Matt Bettencourt,18
2012,152,0,24925,Jonathan Byrd,18
2012,152,0,1249,John Daly,18
2012,152,0,28089,Jason Day,18
2012,152,0,28308,Troy Kelly,18
2012,152,0,29478,Kevin Kisner,18
2012,152,0,2206,David Toms,18
2012,152,0,27064,Jhonattan Vegas,18
2012,152,0,21878,Mark Wilson,18
2012,161,0,6573,Brandt Jobe,17
2012,161,0,25457,Alexandre Rocha,17
2012,161,0,21528,Henrik Stenson,17
2012,161,0,26287,Roland Thatcher,17
2012,165,0,23542,Tommy Biershenk,16
2012,165,0,28093,Miguel Angel Carballo,16
2012,165,0,21805,Harrison Frazar,16
2012,165,0,22378,Trevor Immelman,16
2012,165,0,26851,Marc Leishman,16
2012,165,0,1948,Tim Petrovic,16
2012,165,0,24663,Y.E. Yang,16
2012,172,0,1116,Michael Bradley,15
2012,172,0,6036,Scott Dunlap,15
2012,172,0,29222,Billy Hurley III,15
2012,172,0,21731,Freddie Jacobson,15
2012,172,0,34360,Patrick Reed,15
2012,172,0,20127,Chris Riley,15
2012,172,0,2246,Duffy Waldorf,15
2012,172,0,25892,Steve Wheatcroft,15
2012,180,0,20848,Ángel Cabrera,14
2012,180,0,20850,Daniel Chopra,14
2012,180,0,27797,Derek Lamely,14
2012,180,0,1941,Tom Pernice Jr.,14
2012,184,0,10505,Shane Bertsch,13
2012,184,0,25274,Steven Bowditch,13
2012,184,0,30852,Ryo Ishikawa,13
2012,184,0,22548,Patrick Sheehan,13
2012,188,0,26300,Matt Jones,12
2012,188,0,27974,Sung Kang,12
2012,188,0,19970,Robert Karlsson,12
2012,188,0,24940,Edward Loar,12
2012,188,0,25562,Andres Romero,12
2012,188,0,31323,Gary Woodland,12
2012,194,0,6004,Stephen Ames,11
2012,194,0,20472,Alex Cejka,11
2012,194,0,22582,Kyle Thompson,11
2012,197,0,35450,Patrick Cantlay,10
2012,197,0,23452,Nicolas Colsaerts,10
2012,197,0,6034,Marco Dawson,10
2012,197,0,20157,Retief Goosen,10
2012,197,0,29461,Jamie Lovemark,10
2012,197,0,26881,Jarrod Lyle,10
2012,197,0,20436,Garrett Willis,10
2012,204,0,6621,Joe Durant,9
2012,204,0,22792,Peter Hanson,9
2012,204,0,1577,Lee Janzen,9
2012,207,0,20498,Briny Baird,8
2012,208,0,10944,Thomas Bjørn,7
2012,208,0,25900,Lucas Glover,7
2012,208,0,35539,Luke Guthrie,7
2012,208,0,36690,Hunter Hamrick,7
2012,208,0,31401,Zack Miller,7
2012,208,0,21949,Joe Ogilvie,7
2012,214,0,24461,Thomas Aiken,6
2012,214,0,25369,Jamie Donaldson,6
2012,214,0,23903,Stephen Gangluff,6
2012,214,0,22892,Jason Gore,6
2012,214,0,6643,Paul Goydos,6
2012,214,0,27408,Martin Kaymer,6
2012,214,0,28158,Steve Marino,6
2012,214,0,6515,Shaun Micheel,6
2012,222,0,7867,Woody Austin,5
2012,222,0,23614,Rich Beem,5
2012,222,0,1473,Todd Hamilton,5
2012,222,0,19958,Miguel Angel Jiménez,5
2012,222,0,25198,Francesco Molinari,5
2012,222,0,35541,John Peterson,5
2012,222,0,8375,Paul Stankowski,5
2012,222,0,26668,Marc Turnesa,5
2012,230,0,1388,Robert Gamez,4
2012,230,0,20859,Anders Hansen,4
2012,230,0,10733,Kent Jones,4
2012,230,0,1619,Skip Kendall,4
2012,230,0,29718,Anthony Kim,4
2012,230,0,28258,K.T. Kim,4
2012,230,0,28300,Joost Luiten,4
2012,230,0,27939,Matt McQuillan,4
2012,230,0,28118,Peter Tomasulo,4
2012,239,0,19824,Craig Barlow,3
2012,239,0,1142,Bart Bryant,3
2012,239,0,26500,Alejandro Cañizares,3
2012,239,0,25364,Paul Casey,3
2012,239,0,9011,David Duval,3
2012,239,0,24083,Marcus Fraser,3
2012,239,0,29419,Tadd Fujikawa,3
2012,239,0,1381,Fred Funk,3
2012,239,0,29974,Branden Grace,3
2012,239,0,20378,Mathias Grönberg,3
2012,239,0,33520,Randall Hutchison,3
2012,239,0,26420,Richard Johnson,3
2012,239,0,35879,Kelly Kraft,3
2012,239,0,19904,Paul Lawrie,3
2012,239,0,27349,Alex Noren,3
2012,239,0,33968,Thorbjørn Olesen,3
2012,239,0,1928,Corey Pavin,3
2012,239,0,1945,Kenny Perry,3
2012,239,0,34358,Jonathan Randolph,3
2012,239,0,25321,Lee Slattery,3
2012,239,0,21951,Joey Snyder III,3
2012,239,0,34046,Jordan Spieth,3
2012,239,0,6595,Kevin Sutherland,3
2012,239,0,2294,Willie Wood,3
2012,263,0,20771,Steven Alker,2
2012,263,0,6197,Michael Allen,2
2012,263,0,23048,Eric Axley,2
2012,263,0,32622,Matthew Baldwin,2
2012,263,0,20029,Notah Begay III,2
2012,263,0,6214,Guy Boros,2
2012,263,0,34255,Joseph Bramlett,2
2012,263,0,1132,Mark Brooks,2
2012,263,0,26499,Rafa Cabrera Bello,2
2012,263,0,1161,Mark Calcavecchia,2
2012,263,0,35540,Albin Choi,2
2012,263,0,19825,Darren Clarke,2
2012,263,0,25720,Chad Collins,2
2012,263,0,1226,Fred Couples,2
2012,263,0,24512,Simon Dyson,2
2012,263,0,37273,Derek Ernst,2
2012,263,0,29720,Andres Gonzales,2
2012,263,0,31557,Jim Herman,2
2012,263,0,25444,Justin Hicks,2
2012,263,0,23552,Hank Kuehne,2
2012,263,0,22806,Doug LaBelle II,2
2012,263,0,6332,Neal Lancaster,2
2012,263,0,34261,Scott Langley,2
2012,263,0,1707,Steve Lowery,2
2012,263,0,21099,David Lynn,2
2012,263,0,24912,Will MacKenzie,2
2012,263,0,1761,Len Mattiace,2
2012,263,0,36684,Dustin Morris,2
2012,263,0,27118,Toshinori Muto,2
2012,263,0,28486,Michael Putnam,2
2012,263,0,7749,Brett Quigley,2
2012,263,0,1978,Fran Quinn,2
2012,263,0,25190,Jeff Quinney,2
2012,263,0,26539,Robert Rock,2
2012,263,0,2049,Gene Sauers,2
2012,263,0,29223,Sam Saunders,2
2012,263,0,33448,Justin Thomas,2
2012,263,0,6078,Esteban Toledo,2
2012,263,0,8385,Omar Uresti,2
2012,263,0,2239,Scott Verplank,2
2012,263,0,37340,Chase Wright,2
2012,304,0,25936,Alex Aragon,1
2012,304,0,29741,Victor Ciesielski,1
2012,304,0,20698,Adilson da Silva,1
2012,304,0,19881,Robert Damron,1
2012,304,0,8931,Glen Day,1
2012,304,0,10875,Todd Demsey,1
2012,304,0,25539,Rafael Echenique,1
2012,304,0,1313,Steve Elkington,1
2012,304,0,1334,Keith Fergus,1
2012,304,0,22051,Ben Ferguson,1
2012,304,0,25191,Gonzalo Fernandez-Castaño,1
2012,304,0,27896,Ross Fisher,1
2012,304,0,36670,Jonathan Fly,1
2012,304,0,29740,Brad Fritsch,1
2012,304,0,31646,Emiliano Grillo,1
2012,304,0,34563,Chesson Hadley,1
2012,304,0,33399,Adam Hadwin,1
2012,304,0,33451,Matt Hill,1
2012,304,0,33490,Bo Hoag,1
2012,304,0,1557,John Inman,1
2012,304,0,24511,Thongchai Jaidee,1
2012,304,0,23725,Brendan Jones,1
2012,304,0,24957,Simon Khan,1
2012,304,0,35087,Bio Kim,1
2012,304,0,36884,Ben Kohles,1
2012,304,0,30008,Jbe' Kruger,1
2012,304,0,31420,Anirban Lahiri,1
2012,304,0,21207,José Manuel Lara,1
2012,304,0,27503,Steve LeBrun,1
2012,304,0,1677,Tom Lehman,1
2012,304,0,11032,Frank Lickliter II,1
2012,304,0,33199,Matteo Manassero,1
2012,304,0,33680,David Markle,1
2012,304,0,24449,Parker McLachlin,1
2012,304,0,34469,Joey McLister,1
2012,304,0,34305,Daniel Miernicki,1
2012,304,0,25842,Jon Mills,1
2012,304,0,37341,Jordan Mitchell,1
2012,304,0,29256,James Morrison,1
2012,304,0,20628,Arron Oberholser,1
2012,304,0,27119,Koumei Oda,1
2012,304,0,6373,José María Olazábal,1
2012,304,0,22400,Hennie Otto,1
2012,304,0,26444,Juvic Pagunsan,1
2012,304,0,12660,Jesper Parnevik,1
2012,304,0,31007,Andrew Parr,1
2012,304,0,20095,Carl Paulson,1
2012,304,0,35451,Scott Pinckney,1
2012,304,0,1968,Nick Price,1
2012,304,0,32508,Chad Proehl,1
2012,304,0,21959,Ted Purdy,1
2012,304,0,27072,Alvaro Quiros,1
2012,304,0,36883,Zack Reeves,1
2012,304,0,36699,Patrick Rodgers,1
2012,304,0,37023,Tyler Rody,1
2012,304,0,24459,Richard Sterne,1
2012,304,0,26808,Tadahiro Takayama,1
2012,304,0,26595,Derek Tolan,1
2012,304,0,2214,Kirk Triplett,1
2012,304,0,32333,Kevin Tway,1
2012,304,0,2245,Grant Waite,1
2012,304,0,2256,Tom Watson,1
2012,304,0,33117,Dale Whitnell,1
2012,304,0,32139,Danny Willett,1
2012,304,0,26392,Chris Wilson,1
2012,304,0,26497,Casey Wittenberg,1
1988,1,0,1161,Mark Calcavecchia,46
1988,1,0,1527,Scott Hoch,46
1988,1,0,2146,Payne Stewart,46
1988,4,0,2049,Gene Sauers,45
1988,5,0,2104,Jeff Sluman,44
1988,6,0,1072,Chip Beck,43
1988,6,0,1226,Fred Couples,43
1988,6,0,1725,John Mahaffey,43
1988,6,0,2101,Joey Sindelar,43
1988,10,0,1361,Dan Forsman,42
1988,11,0,1444,Ken Green,41
1988,11,0,2279,Mark Wiebe,41
1988,13,0,1633,Tom Kite,40
1988,14,0,1418,Bill Glasson,39
1988,14,0,1797,Rocco Mediate,39
1988,14,0,2033,Dave Rummells,39
1988,17,0,1235,Ben Crenshaw,38
1988,17,0,2241,Bobby Wadkins,38
1988,19,0,1378,David Frost,37
1988,19,0,1475,Donnie Hammond,37
1988,19,0,1958,Dan Pohl,37
1988,19,0,2223,Bob Tway,37
1988,23,0,1771,Blaine McCallister,36
1988,23,0,2303,Robert Wrenn,36
1988,25,0,1042,Paul Azinger,35
1988,25,0,1060,Dave Barr,35
1988,25,0,1219,John Cook,35
1988,25,0,1346,Ed Fiori,35
1988,25,0,1639,Kenny Knox,35
1988,25,0,1701,Bob Lohr,35
1988,25,0,1926,Steve Pate,35
1988,32,0,1132,Mark Brooks,34
1988,32,0,1203,Russ Cochran,34
1988,32,0,1457,Jay Haas,34
1988,32,0,1549,Mike Hulbert,34
1988,32,0,1569,Peter Jacobsen,34
1988,32,0,1846,Jodie Mudd,34
1988,32,0,2023,Clarence Rose,34
1988,39,0,1414,Bob Gilder,33
1988,39,0,1975,Tom Purtzer,33
1988,39,0,2242,Lanny Wadkins,33
1988,42,0,1035,Tommy Armour III,32
1988,42,0,6284,Jim Hallet,32
1988,44,0,1310,Dave Eichelberger,31
1988,44,0,1690,Bruce Lietzke,31
1988,44,0,1938,David Peoples,31
1988,44,0,2007,Larry Rinker,31
1988,44,0,2225,Howard Twitty,31
1988,49,0,1156,Curt Byrum,30
1988,49,0,1553,John Huston,30
1988,49,0,2100,Tim Simpson,30
