YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
2022,42,0,37189,Harold Varner III,+.65,69.99,70.64
2022,43,0,45522,Christiaan Bezuidenhout,+.64,69.95,70.59
2022,44,0,30926,Chris Kirk,+.63,70.1,70.73
2022,45,0,30692,Scott Stallings,+.62,69.86,70.48
2022,46,0,31323,Gary Woodland,+.61,70.61,71.22
2022,47,0,27644,Brian Harman,+.59,69.9,70.49
2022,48,0,24502,Adam Scott,+.58,70.08,70.66
2022,49,0,33399,Adam Hadwin,+.57,70.08,70.65
2022,49,0,49771,J.T. Poston,+.57,69.78,70.35
2022,51,0,35449,Adam Long,+.56,69.97,70.53
2022,52,0,36699,Patrick Rodgers,+.54,70.31,70.85
2022,53,0,27349,Alex Noren,+.52,69.97,70.49
2022,54,0,22405,Justin Rose,+.50,70.26,70.76
2022,55,0,27064,Jhonattan Vegas,+.49,70.17,70.66
2022,56,0,30927,Brendon Todd,+.48,69.98,70.46
2022,57,0,48822,Sebastián Muñoz,+.47,70.19,70.66
2022,58,0,27936,Martin Laird,+.45,70.26,70.71
2022,59,0,28089,Jason Day,+.44,70.33,70.77
2022,59,0,46340,Alex Smalley,+.44,70.12,70.56
2022,59,0,39324,J.J. Spaun,+.44,70.25,70.69
2022,62,0,45609,Tyler Duncan,+.43,69.91,70.34
2022,62,0,35310,Lanto Griffin,+.43,70.54,70.97
2022,62,0,34256,Andrew Putnam,+.43,69.98,70.41
2022,65,0,29518,Brendan Steele,+.41,70.4,70.81
2022,66,0,45157,Cam Davis,+.40,70.09,70.49
2022,66,0,30944,Jason Kokrak,+.40,70.38,70.78
2022,68,0,45526,Abraham Ancer,+.39,70.19,70.58
2022,68,0,32791,K.H. Lee,+.39,70.2,70.59
2022,68,0,27129,Luke List,+.39,70.54,70.93
2022,71,0,28775,Nate Lashley,+.38,70.01,70.39
2022,71,0,24361,Pat Perez,+.38,70.55,70.93
2022,73,0,51634,Sahith Theegala,+.37,70.01,70.38
2022,74,0,34610,Matthias Schwab,+.36,70.17,70.53
2022,74,0,33419,Cameron Tringale,+.36,70.35,70.71
2022,76,0,37455,Si Woo Kim,+.35,70.34,70.69
2022,77,0,51766,Wyndham Clark,+.33,70.28,70.61
2022,77,0,33122,Russell Knox,+.33,70.18,70.51
2022,77,0,29221,Webb Simpson,+.33,70.17,70.5
2022,80,0,26300,Matt Jones,+.32,70.28,70.6
2022,80,0,36326,David Lipsky,+.32,70.34,70.66
2022,80,0,46414,Aaron Rai,+.32,70.17,70.49
2022,83,0,36871,Matthew NeSmith,+.28,70.46,70.74
2022,84,0,47988,Nick Hardy,+.26,70.34,70.6
2022,84,0,22056,Cameron Percy,+.26,70.18,70.44
2022,86,0,48117,Kurt Kitayama,+.24,70.53,70.77
2022,87,0,35506,Mackenzie Hughes,+.23,70.68,70.91
2022,87,0,34174,John Huh,+.23,69.99,70.22
2022,87,0,29478,Kevin Kisner,+.23,70.15,70.38
2022,87,0,27214,Kevin Streelman,+.23,70.2,70.43
2022,91,0,49947,Taylor Moore,+.22,70.2,70.42
2022,91,0,29908,C.T. Pan,+.22,70.45,70.67
2022,91,0,51894,Vince Whaley,+.22,70.08,70.3
2022,94,0,46601,Trey Mullinax,+.20,70.06,70.26
2022,95,0,31420,Anirban Lahiri,+.19,70.58,70.77
2022,95,0,40115,Adam Svensson,+.19,70.15,70.34
2022,97,0,51890,Greyson Sigg,+.18,70.23,70.41
2022,97,0,48699,Callum Tarren,+.18,70.42,70.6
