YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
2013,38,0,33869,Eric Meierdierks,249.1,726484.0,81
2013,38,0,23497,Tag Ridings,249.1,914545.0,102
2013,38,0,27214,Kevin Streelman,249.1,1192501.0,133
2013,41,0,10809,Jim Furyk,249.2,610027.0,68
2013,41,0,24024,Zach Johnson,249.2,986758.0,110
2013,43,0,23452,Nicolas Colsaerts,249.4,646503.0,72
2013,43,0,36884,Ben Kohles,249.4,664378.0,74
2013,43,0,22806,Doug LaBelle II,249.4,655536.0,73
2013,43,0,24140,Sean O'Hair,249.4,897866.0,100
2013,47,0,24399,Scott Gardiner,249.6,754697.0,84
2013,47,0,23788,D.J. Trahan,249.6,637998.0,71
2013,47,0,28310,Lee Williams,249.6,494183.0,55
2013,50,0,22961,David Mathis,249.7,790978.0,88
2013,50,0,30110,Kyle Stanley,249.7,1483079.0,165
2013,52,0,28089,Jason Day,249.8,1133077.0,126
2013,52,0,22046,Geoff Ogilvy,249.8,665445.0,74
2013,52,0,23320,Ryan Palmer,249.8,1366993.0,152
2013,55,0,24846,Ricky Barnes,249.9,944444.0,105
2013,55,0,32366,Kevin Chappell,249.9,1187393.0,132
2013,55,0,30852,Ryo Ishikawa,249.9,917598.0,102
2013,58,0,12510,Chad Campbell,250.1,1170632.0,130
2013,58,0,28679,Fabián Gómez,250.1,810265.0,90
2013,58,0,27408,Martin Kaymer,250.1,783178.0,87
2013,61,0,19970,Robert Karlsson,250.2,531410.0,59
2013,61,0,23108,Matt Kuchar,250.2,1179796.0,131
2013,61,0,26476,Chez Reavie,250.2,747566.0,83
2013,64,0,8725,Tom Gillis,250.3,711739.0,79
2013,64,0,32448,James Hahn,250.3,1090144.0,121
2013,66,0,35539,Luke Guthrie,250.4,910487.0,101
2013,67,0,22378,Trevor Immelman,250.6,721617.0,80
2013,67,0,23325,Vaughn Taylor,250.6,559245.0,62
2013,67,0,31323,Gary Woodland,250.6,1695978.0,188
2013,70,0,34098,Russell Henley,250.7,1037694.0,115
2013,71,0,31202,William McGirt,250.8,1029124.0,114
2013,72,0,26300,Matt Jones,250.9,1246334.0,138
2013,72,0,27933,John Merrick,250.9,966373.0,107
2013,74,0,20160,Charlie Wi,251.1,750346.0,83
2013,75,0,27330,Josh Teater,251.2,1166633.0,129
2013,75,0,23623,Bo Van Pelt,251.2,886108.0,98
2013,77,0,30711,Colt Knost,251.3,515717.0,57
2013,77,0,28780,Nicholas Thompson,251.3,1438243.0,159
2013,79,0,20645,John Senden,251.4,1131247.0,125
2013,80,0,24494,Erik Compton,251.5,1004874.0,111
2013,80,0,30750,Tommy Gainey,251.5,1185929.0,131
2013,82,0,29479,Scott Brown,251.6,969088.0,107
2013,82,0,23983,Luke Donald,251.6,606924.0,67
2013,82,0,37273,Derek Ernst,251.6,869466.0,96
2013,85,0,29289,S.Y. Noh,251.7,1114419.0,123
2013,86,0,27644,Brian Harman,251.9,1260311.0,139
2013,87,0,22621,Ben Curtis,252.0,462649.0,51
2013,87,0,24490,George McNeill,252.0,916349.0,101
2013,87,0,24361,Pat Perez,252.0,1097872.0,121
2013,87,0,25345,Carl Pettersson,252.0,1043219.0,115
2013,87,0,33418,Shawn Stefani,252.0,816373.0,90
2013,92,0,1724,Jeff Maggert,252.2,726294.0,80
2013,92,0,10213,Dicky Pride,252.2,572075.0,63
2013,92,0,27649,Brandt Snedeker,252.2,880751.0,97
2013,92,0,28135,Aaron Watkins,252.2,308747.0,34
2013,96,0,24507,Jason Bohn,252.4,690652.0,76
2013,96,0,23409,James Driscoll,252.4,899496.0,99
2013,96,0,6573,Brandt Jobe,252.4,790605.0,87
2013,96,0,24781,Hunter Mahan,252.4,1490174.0,164
2013,96,0,26289,Boo Weekley,252.4,1490238.0,164
2013,101,0,22792,Peter Hanson,252.7,545925.0,60
2013,102,0,28500,Martin Flores,252.9,1283652.0,141
2013,102,0,30163,Henrik Norlander,252.9,992399.0,109
2013,104,0,23135,Tim Clark,253.0,555581.0,61
2013,105,0,24358,Robert Garrigus,253.3,1349780.0,148
2013,106,0,26331,Charl Schwartzel,253.4,1158667.0,127
2013,107,0,26679,Kevin Stadler,253.5,1423746.0,156
2013,108,0,22371,Aaron Baddeley,253.6,1031576.0,113
2013,108,0,32698,Bobby Gates,253.6,529528.0,58
2013,108,0,21731,Freddie Jacobson,253.6,703091.0,77
2013,111,0,6004,Stephen Ames,253.7,493193.0,54
2013,111,0,21961,Charles Howell III,253.7,1625440.0,178
2013,113,0,24502,Adam Scott,253.8,968490.0,106
2013,113,0,29221,Webb Simpson,253.8,1315868.0,144
2013,115,0,26497,Casey Wittenberg,253.9,722161.0,79
2013,116,0,19846,Brian Gay,254.0,621769.0,68
2013,116,0,26758,David Hearn,254.0,832188.0,91
2013,116,0,22056,Cameron Percy,254.0,1014885.0,111
2013,119,0,22913,John Rollins,254.1,1207318.0,132
2013,120,0,33141,Keegan Bradley,254.2,1720609.0,188
2013,121,0,25686,Jason Dufner,254.4,934022.0,102
2013,121,0,32150,Michael Thompson,254.4,696156.0,76
2013,121,0,10423,Mike Weir,254.4,512845.0,56
2013,124,0,29420,Billy Horschel,254.6,1365781.0,149
2013,124,0,10860,Justin Leonard,254.6,678148.0,74
2013,126,0,28307,Matt Every,254.7,1659438.0,181
2013,126,0,26596,Ryan Moore,254.7,953495.0,104
2013,126,0,33419,Cameron Tringale,254.7,1091187.0,119
2013,129,0,30944,Jason Kokrak,254.8,1467570.0,160
2013,130,0,32334,Charlie Beljan,254.9,1110436.0,121
2013,130,0,28475,Jeff Overton,254.9,1404241.0,153
2013,130,0,27095,Nick Watney,254.9,1385688.0,151
2013,133,0,25632,Jimmy Walker,255.0,1469082.0,160
2013,134,0,25834,Daniel Summerhays,255.1,1248903.0,136
2013,135,0,34021,Bud Cauley,255.2,863689.0,94
2013,135,0,24357,K.J. Choi,255.2,716728.0,78
2013,135,0,32102,Rickie Fowler,255.2,1056514.0,115
2013,138,0,24924,Bill Haas,255.4,1204302.0,131
2013,139,0,20593,Greg Chalmers,255.6,1030590.0,112
2013,139,0,30692,Scott Stallings,255.6,1288423.0,140
2013,139,0,29518,Brendan Steele,255.6,1223990.0,133
2013,139,0,25804,Bubba Watson,255.6,1545875.0,168
2013,143,0,26851,Marc Leishman,255.9,1225265.0,133
2013,144,0,8075,Jerry Kelly,256.1,820393.0,89
2013,145,0,21753,Brian Davis,256.4,923087.0,100
2013,145,0,34174,John Huh,256.4,1310837.0,142
2013,145,0,8793,Tiger Woods,256.4,876821.0,95
2013,148,0,23541,Ben Crane,256.6,581969.0,63
2013,148,0,34046,Jordan Spieth,256.6,1247028.0,135
2013,148,0,26951,Johnson Wagner,256.6,794346.0,86
2013,151,0,20572,Rod Pampling,256.7,582185.0,63
2013,151,0,20443,Jin Park,256.7,434359.0,47
2013,151,0,27963,Chris Stroud,256.7,1182910.0,128
2013,154,0,23353,J.J. Henry,256.8,1026062.0,111
2013,155,0,25562,Andres Romero,256.9,1054224.0,114
2013,156,0,25900,Lucas Glover,257.0,1091849.0,118
2013,156,0,27936,Martin Laird,257.0,953140.0,103
2013,156,0,25818,Scott Piercy,257.0,1350574.0,146
2013,159,0,23800,Bryce Molder,257.1,610884.0,66
2013,160,0,20396,Lee Westwood,257.2,1120220.0,121
2013,161,0,20104,Ken Duke,257.3,759543.0,82
2013,161,0,34099,Harris English,257.3,1509998.0,163
2013,161,0,21209,Sergio Garcia,257.3,963198.0,104
2013,161,0,12716,Charley Hoffman,257.3,1463643.0,158
2013,165,0,28237,Rory McIlroy,257.6,1001427.0,108
2013,166,0,25274,Steven Bowditch,257.7,1233764.0,133
2013,167,0,6527,Steve Stricker,258.2,604158.0,65
2013,168,0,23638,Brendon de Jonge,258.3,1655380.0,178
2013,169,0,25240,D.A. Points,258.7,1043026.0,112
2013,170,0,20848,Ángel Cabrera,259.5,1214660.0,130
2013,171,0,35139,Richard Lee,259.6,887700.0,95
2013,172,0,21099,David Lynn,259.9,664271.0,71
2013,173,0,1810,Phil Mickelson,260.0,1179398.0,126
2013,174,0,24138,Ian Poulter,260.2,655626.0,70
2013,175,0,32200,Roberto Castro,260.3,1274443.0,136
2013,176,0,27895,Jonas Blixt,260.4,1096775.0,117
2013,177,0,28092,D.H. Lee,260.8,845052.0,90
2013,178,0,27120,Troy Matteson,261.2,930938.0,99
2013,179,0,20766,Padraig Harrington,261.5,724862.0,77
2013,179,0,21528,Henrik Stenson,261.5,1044772.0,111
2014,1,0,30925,Dustin Johnson,241.4,921054.0,106
2014,2,0,25364,Paul Casey,244.5,633656.0,72
2014,3,0,29740,Brad Fritsch,245.1,591247.0,67
2014,4,0,32334,Charlie Beljan,246.9,1102014.0,124
2014,5,0,34264,Hudson Swafford,247.1,916373.0,103
2014,6,0,20229,Stewart Cink,247.3,1050353.0,118
2014,7,0,25900,Lucas Glover,247.5,882044.0,99
2014,8,0,25686,Jason Dufner,248.0,669522.0,75
2014,9,0,10885,Robert Allenby,248.3,893948.0,100
2014,10,0,30750,Tommy Gainey,248.4,938826.0,105
2014,11,0,30852,Ryo Ishikawa,248.5,1055762.0,118
2014,11,0,1706,Davis Love III,248.5,921316.0,103
2014,13,0,20498,Briny Baird,248.8,609180.0,68
2014,14,0,33413,Ben Martin,248.9,940938.0,105
2014,15,0,30944,Jason Kokrak,249.1,1291107.0,144
2014,16,0,12510,Chad Campbell,249.2,565213.0,63
2014,17,0,28132,Tyrone Van Aswegen,249.3,789685.0,88
2014,18,0,23623,Bo Van Pelt,249.6,925674.0,103
2014,19,0,31557,Jim Herman,249.8,809248.0,90
2014,20,0,22378,Trevor Immelman,249.9,971669.0,108
2014,21,0,22371,Aaron Baddeley,250.1,1008411.0,112
2014,21,0,27095,Nick Watney,250.1,909482.0,101
2014,23,0,27936,Martin Laird,250.2,1098971.0,122
2014,23,0,32150,Michael Thompson,250.2,891733.0,99
2014,25,0,27064,Jhonattan Vegas,250.3,1270641.0,141
2014,26,0,7867,Woody Austin,250.4,739269.0,82
2014,26,0,24138,Ian Poulter,250.4,622098.0,69
2014,28,0,28500,Martin Flores,250.6,1073426.0,119
2014,29,0,25572,Graeme McDowell,250.8,478513.0,53
2014,30,0,24358,Robert Garrigus,250.9,1598989.0,177
2014,30,0,23353,J.J. Henry,250.9,1002527.0,111
2014,30,0,29518,Brendan Steele,250.9,1246431.0,138
2014,33,0,36689,Brooks Koepka,251.2,795650.0,88
2014,34,0,34431,Robert Streb,251.3,1031147.0,114
2014,35,0,24140,Sean O'Hair,251.4,1221904.0,135
2014,36,0,37273,Derek Ernst,251.5,1213221.0,134
2014,36,0,24912,Will MacKenzie,251.5,1186166.0,131
2014,36,0,27330,Josh Teater,251.5,1213406.0,134
2014,39,0,28089,Jason Day,251.7,607108.0,67
2014,40,0,34360,Patrick Reed,252.3,1171843.0,129
2014,41,0,25444,Justin Hicks,252.5,1145328.0,126
2014,42,0,27895,Jonas Blixt,252.9,609937.0,67
2014,42,0,28780,Nicholas Thompson,252.9,1010499.0,111
2014,44,0,29420,Billy Horschel,253.1,1275843.0,140
2014,44,0,29478,Kevin Kisner,253.1,1002380.0,110
2014,46,0,32448,James Hahn,253.2,1102995.0,121
2014,47,0,25240,D.A. Points,253.3,802459.0,88
2014,47,0,30692,Scott Stallings,253.3,1085264.0,119
2014,49,0,20157,Retief Goosen,253.8,1004992.0,110
2014,49,0,22913,John Rollins,253.8,886285.0,97
2014,49,0,26951,Johnson Wagner,253.8,794936.0,87
2014,49,0,26289,Boo Weekley,253.8,895307.0,98
2014,53,0,33141,Keegan Bradley,254.0,1316895.0,144
2014,53,0,34409,David Lingmerth,254.0,969230.0,106
2014,53,0,25345,Carl Pettersson,254.0,1454020.0,159
2014,56,0,27933,John Merrick,254.2,1235385.0,135
2014,57,0,35539,Luke Guthrie,254.4,1154018.0,126
2014,58,0,25191,Gonzalo Fernandez-Castaño,254.5,1071989.0,117
2014,58,0,34265,Will Wilcox,254.5,769624.0,84
2014,60,0,19846,Brian Gay,254.6,595835.0,65
2014,60,0,26851,Marc Leishman,254.6,1301683.0,142
2014,62,0,32200,Roberto Castro,254.7,788649.0,86
2014,62,0,24490,George McNeill,254.7,1063786.0,116
2014,64,0,24663,Y.E. Yang,254.8,853131.0,93
2014,65,0,34099,Harris English,254.9,1550577.0,169
2014,65,0,29222,Billy Hurley III,254.9,734127.0,80
2014,65,0,32839,Hideki Matsuyama,254.9,1165381.0,127
2014,68,0,21961,Charles Howell III,255.0,1771564.0,193
2014,69,0,27770,Camilo Villegas,255.1,1267298.0,138
2014,70,0,27644,Brian Harman,255.2,1405642.0,153
2014,70,0,27556,Ted Potter Jr.,255.2,790185.0,86
2014,72,0,28486,Michael Putnam,255.3,1736795.0,189
2014,72,0,23621,Rory Sabbatini,255.3,1148639.0,125
2014,74,0,22621,Ben Curtis,255.4,671246.0,73
2014,74,0,23409,James Driscoll,255.4,864195.0,94
2014,74,0,27649,Brandt Snedeker,255.4,1011509.0,110
2014,74,0,20160,Charlie Wi,255.4,873578.0,95
2014,78,0,26300,Matt Jones,255.5,1278328.0,139
2014,78,0,30110,Kyle Stanley,255.5,1462724.0,159
2014,80,0,20104,Ken Duke,255.6,993953.0,108
2014,80,0,10809,Jim Furyk,255.6,680805.0,74
2014,82,0,29535,Brice Garnett,255.7,1150567.0,125
2014,82,0,22293,Heath Slocum,255.7,653600.0,71
2014,84,0,20098,Stuart Appleby,255.9,847650.0,92
2014,84,0,23800,Bryce Molder,255.9,654010.0,71
2014,84,0,29289,S.Y. Noh,255.9,1280455.0,139
2014,87,0,27466,Spencer Levin,256.0,617369.0,67
2014,88,0,34098,Russell Henley,256.1,1272159.0,138
2014,89,0,28259,Sangmoon Bae,256.2,1244969.0,135
2014,89,0,24846,Ricky Barnes,256.2,1171398.0,127
2014,89,0,24357,K.J. Choi,256.2,728600.0,79
2014,92,0,34563,Chesson Hadley,256.3,1107073.0,120
2014,92,0,24361,Pat Perez,256.3,1116487.0,121
2014,92,0,25804,Bubba Watson,256.3,1273156.0,138
2014,95,0,29479,Scott Brown,256.4,1448939.0,157
2014,95,0,27120,Troy Matteson,256.4,784567.0,85
2014,97,0,24024,Zach Johnson,256.5,1200338.0,130
2014,98,0,21731,Freddie Jacobson,256.6,1053132.0,114
2014,98,0,26329,Louis Oosthuizen,256.6,498783.0,54
2014,98,0,24502,Adam Scott,256.6,1228522.0,133
2014,98,0,31560,Brian Stuard,256.6,1016073.0,110
2014,102,0,35732,Wes Roach,256.9,813884.0,88
2014,103,0,30926,Chris Kirk,257.2,1435126.0,155
2014,103,0,31193,Jim Renner,257.2,694423.0,75
2014,105,0,33461,Morgan Hoffmann,257.3,1611435.0,174
2014,105,0,33122,Russell Knox,257.3,1046791.0,113
2014,105,0,28475,Jeff Overton,257.3,1129860.0,122
2014,105,0,6567,Vijay Singh,257.3,1195033.0,129
2014,109,0,26596,Ryan Moore,257.4,1084288.0,117
2014,110,0,24925,Jonathan Byrd,257.5,1001353.0,108
2014,110,0,34021,Bud Cauley,257.5,760062.0,82
2014,112,0,28307,Matt Every,257.7,1001991.0,108
2014,112,0,29425,Andrew Svoboda,257.7,992470.0,107
2014,114,0,29461,Jamie Lovemark,257.8,1048828.0,113
2014,114,0,30927,Brendon Todd,257.8,918938.0,99
2014,116,0,27141,J.B. Holmes,257.9,1652425.0,178
2014,117,0,32333,Kevin Tway,258.0,798700.0,86
2014,118,0,32640,Troy Merritt,258.1,557547.0,60
2014,119,0,23135,Tim Clark,258.2,464795.0,50
2014,119,0,23983,Luke Donald,258.2,539166.0,58
2014,119,0,28237,Rory McIlroy,258.2,1282773.0,138
2014,119,0,20645,John Senden,258.2,1357209.0,146
2014,119,0,25349,Tim Wilkinson,258.2,780778.0,84
2014,124,0,10860,Justin Leonard,258.3,362696.0,39
2014,124,0,21878,Mark Wilson,258.3,753128.0,81
2014,126,0,29221,Webb Simpson,258.5,1228325.0,132
2014,126,0,31323,Gary Woodland,258.5,1721633.0,185
2014,128,0,2206,David Toms,258.7,512297.0,55
2014,129,0,34261,Scott Langley,258.8,959694.0,103
2014,130,0,8075,Jerry Kelly,259.2,727922.0,78
2014,131,0,35139,Richard Lee,259.4,924472.0,99
2014,131,0,22046,Geoff Ogilvy,259.4,1204442.0,129
2014,131,0,22405,Justin Rose,259.4,1008482.0,108
2014,134,0,27214,Kevin Streelman,259.5,1130576.0,121
2014,135,0,24924,Bill Haas,259.6,1429954.0,153
2014,136,0,27436,Graham DeLaet,259.7,1243664.0,133
2014,137,0,24494,Erik Compton,259.8,1290578.0,138
2014,138,0,23638,Brendon de Jonge,259.9,1543757.0,165
2014,138,0,32102,Rickie Fowler,259.9,1347455.0,144
2014,140,0,33418,Shawn Stefani,260.0,1011007.0,108
2014,141,0,34174,John Huh,260.1,1020602.0,109
2014,142,0,26331,Charl Schwartzel,260.3,1143221.0,122
2014,143,0,31202,William McGirt,260.4,1321678.0,141
2014,144,0,24507,Jason Bohn,260.5,834539.0,89
2014,144,0,34046,Jordan Spieth,260.5,1369196.0,146
2014,146,0,23320,Ryan Palmer,260.7,1445394.0,154
2014,147,0,23108,Matt Kuchar,260.9,1117505.0,119
2014,148,0,26679,Kevin Stadler,261.0,1362264.0,145
2014,149,0,25396,Kevin Na,261.1,1363090.0,145
2014,150,0,12716,Charley Hoffman,261.3,1570774.0,167
2014,150,0,26956,Bronson La'Cassie,261.3,555012.0,59
2014,152,0,21753,Brian Davis,261.4,1119888.0,119
2014,153,0,33419,Cameron Tringale,261.6,1497135.0,159
2014,154,0,25632,Jimmy Walker,261.8,1611587.0,171
2014,155,0,32366,Kevin Chappell,261.9,1508533.0,160
2014,155,0,26758,David Hearn,261.9,924067.0,98
2014,157,0,25720,Chad Collins,262.0,641274.0,68
2014,158,0,20593,Greg Chalmers,262.2,924943.0,98
2014,159,0,29926,Danny Lee,262.4,1199528.0,127
2014,159,0,25562,Andres Romero,262.4,1360291.0,144
2014,161,0,1724,Jeff Maggert,262.5,538583.0,57
2014,162,0,25834,Daniel Summerhays,262.8,1551487.0,164
2014,163,0,23541,Ben Crane,262.9,917877.0,97
2014,163,0,28092,D.H. Lee,262.9,511060.0,54
2014,165,0,25274,Steven Bowditch,263.0,1571460.0,166
2014,166,0,27408,Martin Kaymer,263.2,1042442.0,110
2014,167,0,20396,Lee Westwood,263.3,919308.0,97
2014,168,0,1810,Phil Mickelson,263.5,1071834.0,113
2014,168,0,35541,John Peterson,263.5,1119187.0,118
2014,170,0,10423,Mike Weir,263.7,560095.0,59
2014,171,0,20848,Ángel Cabrera,264.6,1247835.0,131
2014,171,0,6522,Ernie Els,264.6,1295694.0,136
2014,173,0,35300,Andrew Loupe,264.7,981492.0,103
2014,174,0,24781,Hunter Mahan,265.1,1383839.0,145
2014,174,0,27963,Chris Stroud,265.1,1212132.0,127
2014,176,0,21528,Henrik Stenson,268.3,917477.0,95
2014,177,0,21209,Sergio Garcia,269.9,757920.0,78
2022,1,0,40250,Taylor Pendrith,246.0,1292721.0,146
2022,2,0,22056,Cameron Percy,246.6,541458.0,61
2022,3,0,27095,Nick Watney,248.1,991236.0,111
2022,4,0,33204,Shane Lowry,249.2,753616.0,84
2022,5,0,47483,Will Zalatoris,249.8,1214077.0,135
2022,6,0,19803,Ryan Armour,251.5,461814.0,51
2022,6,0,45522,Christiaan Bezuidenhout,251.5,760655.0,84
2022,8,0,24980,Scott Gutschewski,252.0,626021.0,69
2022,9,0,57366,Cameron Young,252.2,1561826.0,172
2022,10,0,46970,Jon Rahm,252.8,1446918.0,159
2022,11,0,39058,Lucas Herbert,253.1,856511.0,94
2022,12,0,23325,Vaughn Taylor,253.3,592643.0,65
2022,13,0,46550,Brandon Hagy,253.6,1488389.0,163
2022,14,0,46340,Alex Smalley,253.7,1361107.0,149
2022,14,0,29518,Brendan Steele,253.7,1315424.0,144
2022,16,0,36884,Ben Kohles,254.0,740690.0,81
2022,17,0,25686,Jason Dufner,254.2,576587.0,63
2022,18,0,46601,Trey Mullinax,254.5,1676541.0,183
2022,19,0,29289,S.Y. Noh,254.9,789198.0,86
2022,20,0,24138,Ian Poulter,255.1,642786.0,70
2022,21,0,22405,Justin Rose,255.2,624612.0,68
2022,22,0,52372,Cameron Champ,255.4,1268751.0,138
2022,23,0,39953,Chase Seiffert,255.5,524239.0,57
2022,24,0,40162,Justin Lower,255.8,1003675.0,109
2022,25,0,32757,Patton Kizzire,255.9,1879001.0,204
2022,26,0,47988,Nick Hardy,256.1,949495.0,103
2022,27,0,40115,Adam Svensson,256.2,1623155.0,176
2022,28,0,32662,Michael Gligic,256.3,1319416.0,143
2022,28,0,12716,Charley Hoffman,256.3,1402370.0,152
2022,30,0,46435,Austin Cook,256.4,812310.0,88
2022,30,0,49960,Sepp Straka,256.4,1486256.0,161
2022,32,0,51894,Vince Whaley,256.7,1423389.0,154
2022,33,0,35110,Brett Drewitt,256.8,665572.0,72
2022,33,0,39324,J.J. Spaun,256.8,1331491.0,144
2022,35,0,32102,Rickie Fowler,256.9,1137587.0,123
2022,35,0,46414,Aaron Rai,256.9,1220594.0,132
2022,37,0,35879,Kelly Kraft,257.0,943564.0,102
2022,37,0,10381,Curtis Thompson,257.0,888074.0,96
2022,39,0,20229,Stewart Cink,257.1,1212527.0,131
2022,40,0,32333,Kevin Tway,257.2,1398364.0,151
2022,41,0,46402,Talor Gooch,257.3,1250322.0,135
2022,42,0,56278,Matthew Wolff,257.4,796958.0,86
2022,43,0,31646,Emiliano Grillo,257.5,1538745.0,166
2022,43,0,54628,Lee Hodges,257.5,1723897.0,186
2022,43,0,24502,Adam Scott,257.5,1343984.0,145
2022,43,0,27139,David Skinns,257.5,1186443.0,128
2022,47,0,39977,Max Homa,257.6,1632187.0,176
2022,47,0,36852,Jim Knous,257.6,686167.0,74
2022,47,0,36326,David Lipsky,257.6,1298125.0,140
2022,50,0,32448,James Hahn,257.7,1447053.0,156
2022,50,0,24024,Zach Johnson,257.7,705137.0,76
2022,52,0,35461,Beau Hossler,257.8,1484681.0,160
2022,52,0,30944,Jason Kokrak,257.8,1290034.0,139
2022,52,0,28114,Dawie van der Walt,257.8,928219.0,100
2022,52,0,54783,Dylan Wu,257.8,955960.0,103
2022,56,0,34098,Russell Henley,257.9,1188266.0,128
2022,56,0,50095,Austin Smotherman,257.9,1420690.0,153
2022,58,0,34563,Chesson Hadley,258.0,1235257.0,133
2022,59,0,49298,Kramer Hickok,258.1,1430766.0,154
2022,59,0,28237,Rory McIlroy,258.1,1328807.0,143
2022,61,0,50525,Collin Morikawa,258.3,957921.0,103
2022,61,0,30163,Henrik Norlander,258.3,1060086.0,114
2022,61,0,37275,Sam Ryder,258.3,1525290.0,164
2022,64,0,40098,Matt Fitzpatrick,258.4,1004536.0,108
2022,64,0,40006,Erik van Rooyen,258.4,920979.0,99
2022,66,0,31557,Jim Herman,258.6,521244.0,56
2022,67,0,24925,Jonathan Byrd,258.8,857008.0,92
2022,67,0,32640,Troy Merritt,258.8,1201716.0,129
2022,67,0,36699,Patrick Rodgers,258.8,1546394.0,166
2022,70,0,33141,Keegan Bradley,259.0,1323911.0,142
2022,70,0,24924,Bill Haas,259.0,1147018.0,123
2022,70,0,33490,Bo Hoag,259.0,773843.0,83
2022,73,0,34255,Joseph Bramlett,259.1,1772462.0,190
2022,73,0,32791,K.H. Lee,259.1,1949811.0,209
2022,75,0,39436,Joshua Creel,259.2,513215.0,55
2022,76,0,47504,Sam Burns,259.3,1549306.0,166
2022,76,0,25900,Lucas Glover,259.3,1531004.0,164
2022,78,0,45609,Tyler Duncan,259.4,1307221.0,140
2022,78,0,34363,Tyrrell Hatton,259.4,765811.0,82
2022,78,0,47347,Adam Schenk,259.4,1540602.0,165
2022,81,0,48084,Wesley Bryan,259.5,709903.0,76
2022,81,0,39997,Corey Conners,259.5,1513438.0,162
2022,81,0,31323,Gary Woodland,259.5,1195678.0,128
2022,84,0,37212,Paul Barjon,259.6,1551193.0,166
2022,85,0,55708,Hayden Buckley,259.7,1776173.0,190
2022,85,0,46442,Maverick McNealy,259.7,1748206.0,187
2022,85,0,51890,Greyson Sigg,259.7,1448995.0,155
2022,88,0,35532,Tom Hoge,259.8,1468363.0,157
2022,88,0,29926,Danny Lee,259.8,954081.0,102
2022,90,0,32839,Hideki Matsuyama,259.9,1459786.0,156
2022,91,0,54421,Garrick Higgo,260.0,907907.0,97
2022,91,0,36801,Mark Hubbard,260.0,1160509.0,124
2022,93,0,46717,Viktor Hovland,260.1,1395156.0,149
2022,93,0,49947,Taylor Moore,260.1,1732060.0,185
2022,93,0,27770,Camilo Villegas,260.1,870878.0,93
2022,96,0,39971,Sungjae Im,260.3,1799051.0,192
2022,96,0,53165,Doc Redman,260.3,1321354.0,141
2022,96,0,47856,Seth Reeves,260.3,1265218.0,135
2022,96,0,33448,Justin Thomas,260.3,1508524.0,161
2022,96,0,48887,Matt Wallace,260.3,1096436.0,117
2022,101,0,33122,Russell Knox,260.4,1180999.0,126
2022,101,0,49766,Hank Lebioda,260.4,1293634.0,138
2022,101,0,31560,Brian Stuard,260.4,796857.0,85
2022,104,0,34076,Joel Dahmen,260.5,1350457.0,144
2022,104,0,32816,Satoshi Kodaira,260.5,768878.0,82
2022,106,0,29420,Billy Horschel,260.6,994596.0,106
2022,107,0,34610,Matthias Schwab,260.7,835255.0,89
2022,108,0,34466,Peter Malnati,260.8,1699645.0,181
