YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
2013,103,0,10213,Dicky Pride,6.9,462,67
2013,103,0,27214,Kevin Streelman,6.9,593,86
2013,107,0,32366,Kevin Chappell,6.89,551,80
2013,107,0,25818,Scott Piercy,6.89,517,75
2013,109,0,29479,Scott Brown,6.88,447,65
2013,110,0,20396,Lee Westwood,6.87,474,69
2013,111,0,23638,Brendon de Jonge,6.86,755,110
2013,111,0,26476,Chez Reavie,6.86,494,72
2013,113,0,23497,Tag Ridings,6.85,445,65
2013,114,0,31560,Brian Stuard,6.84,506,74
2013,114,0,28780,Nicholas Thompson,6.84,677,99
2013,116,0,34431,Robert Streb,6.83,485,71
2013,117,0,32150,Michael Thompson,6.82,450,66
2013,118,0,30925,Dustin Johnson,6.8,476,70
2013,118,0,24361,Pat Perez,6.8,469,69
2013,120,0,29289,S.Y. Noh,6.79,455,67
2013,121,0,10809,Jim Furyk,6.78,529,78
2013,121,0,29518,Brendan Steele,6.78,556,82
2013,121,0,31323,Gary Woodland,6.78,610,90
2013,124,0,24924,Bill Haas,6.76,568,84
2013,124,0,24490,George McNeill,6.76,460,68
2013,126,0,27936,Martin Laird,6.75,459,68
2013,127,0,22405,Justin Rose,6.73,404,60
2013,127,0,27330,Josh Teater,6.73,552,82
2013,129,0,27933,John Merrick,6.71,530,79
2013,130,0,24024,Zach Johnson,6.69,555,83
2013,131,0,24781,Hunter Mahan,6.68,568,85
2013,131,0,22913,John Rollins,6.68,488,73
2013,133,0,27120,Troy Matteson,6.67,440,66
2013,134,0,27436,Graham DeLaet,6.66,626,94
2013,134,0,27503,Steve LeBrun,6.66,413,62
2013,136,0,22621,Ben Curtis,6.65,379,57
2013,137,0,10885,Robert Allenby,6.63,371,56
2013,137,0,23788,D.J. Trahan,6.63,305,46
2013,139,0,36884,Ben Kohles,6.62,470,71
2013,140,0,26679,Kevin Stadler,6.61,522,79
2013,141,0,20572,Rod Pampling,6.6,277,42
2013,141,0,23623,Bo Van Pelt,6.6,462,70
2013,143,0,24399,Scott Gardiner,6.58,388,59
2013,143,0,26951,Johnson Wagner,6.58,395,60
2013,145,0,12510,Chad Campbell,6.57,499,76
2013,145,0,34174,John Huh,6.57,578,88
2013,147,0,25804,Bubba Watson,6.56,479,73
2013,148,0,21528,Henrik Stenson,6.55,419,64
2013,149,0,34021,Bud Cauley,6.54,412,63
2013,150,0,25444,Justin Hicks,6.52,489,75
2013,150,0,29425,Andrew Svoboda,6.52,287,44
2013,152,0,6573,Brandt Jobe,6.5,377,58
2013,153,0,22961,David Mathis,6.49,435,67
2013,153,0,30163,Henrik Norlander,6.49,441,68
2013,155,0,20848,Ángel Cabrera,6.47,472,73
2013,155,0,32698,Bobby Gates,6.47,291,45
2013,157,0,20691,Greg Owen,6.46,459,71
2013,158,0,24502,Adam Scott,6.45,387,60
2013,159,0,27095,Nick Watney,6.44,554,86
2013,159,0,21878,Mark Wilson,6.44,335,52
2013,161,0,24140,Sean O'Hair,6.43,360,56
2013,162,0,32334,Charlie Beljan,6.42,398,62
2013,163,0,22378,Trevor Immelman,6.41,442,69
2013,163,0,27408,Martin Kaymer,6.41,372,58
2013,165,0,24358,Robert Garrigus,6.38,415,65
2013,166,0,37273,Derek Ernst,6.36,369,58
2013,167,0,1116,Michael Bradley,6.35,330,52
2013,167,0,20229,Stewart Cink,6.35,451,71
2013,167,0,20645,John Senden,6.35,495,78
2013,170,0,30852,Ryo Ishikawa,6.34,444,70
2013,171,0,26289,Boo Weekley,6.33,633,100
2013,172,0,30110,Kyle Stanley,6.31,448,71
2013,173,0,28455,Will Claxton,6.27,395,63
2013,174,0,24846,Ricky Barnes,6.26,438,70
2013,175,0,31557,Jim Herman,6.24,343,55
2013,176,0,23353,J.J. Henry,6.15,498,81
2013,177,0,25900,Lucas Glover,6.05,393,65
2013,178,0,33869,Eric Meierdierks,5.91,272,46
2013,179,0,23452,Nicolas Colsaerts,5.79,272,47
2013,180,0,6567,Vijay Singh,5.64,344,61
2014,1,0,34046,Jordan Spieth,8.26,809,98
2014,2,0,10860,Justin Leonard,7.96,597,75
2014,3,0,22371,Aaron Baddeley,7.94,572,72
2014,3,0,19846,Brian Gay,7.94,627,79
2014,5,0,24138,Ian Poulter,7.75,434,56
2014,6,0,20593,Greg Chalmers,7.74,627,81
2014,6,0,10423,Mike Weir,7.74,503,65
2014,8,0,27141,J.B. Holmes,7.73,665,86
2014,9,0,35139,Richard Lee,7.69,600,78
2014,10,0,1810,Phil Mickelson,7.68,545,71
2014,11,0,35539,Luke Guthrie,7.62,648,85
2014,12,0,32102,Rickie Fowler,7.6,646,85
2014,12,0,26331,Charl Schwartzel,7.6,471,62
2014,14,0,30926,Chris Kirk,7.57,787,104
2014,14,0,30927,Brendon Todd,7.57,818,108
2014,16,0,23983,Luke Donald,7.54,422,56
2014,17,0,21731,Freddie Jacobson,7.52,684,91
2014,17,0,28237,Rory McIlroy,7.52,481,64
2014,17,0,27963,Chris Stroud,7.52,662,88
2014,20,0,33461,Morgan Hoffmann,7.51,743,99
2014,21,0,25349,Tim Wilkinson,7.5,615,82
2014,22,0,20098,Stuart Appleby,7.49,674,90
2014,22,0,35732,Wes Roach,7.49,472,63
2014,24,0,25191,Gonzalo Fernandez-Castaño,7.48,613,82
2014,24,0,25396,Kevin Na,7.48,703,94
2014,26,0,6522,Ernie Els,7.46,589,79
2014,27,0,25720,Chad Collins,7.45,551,74
2014,27,0,25562,Andres Romero,7.45,574,77
2014,29,0,28307,Matt Every,7.44,632,85
2014,30,0,27649,Brandt Snedeker,7.43,646,87
2014,30,0,20396,Lee Westwood,7.43,416,56
2014,32,0,21753,Brian Davis,7.42,690,93
2014,33,0,8075,Jerry Kelly,7.41,593,80
2014,34,0,23135,Tim Clark,7.4,555,75
2014,34,0,23320,Ryan Palmer,7.4,629,85
2014,36,0,24846,Ricky Barnes,7.38,649,88
2014,37,0,28259,Sangmoon Bae,7.36,559,76
2014,37,0,31560,Brian Stuard,7.36,640,87
2014,39,0,25572,Graeme McDowell,7.35,456,62
2014,40,0,35300,Andrew Loupe,7.34,448,61
2014,41,0,24494,Erik Compton,7.32,644,88
2014,42,0,24357,K.J. Choi,7.31,585,80
2014,42,0,21209,Sergio Garcia,7.31,424,58
2014,42,0,20160,Charlie Wi,7.31,512,70
2014,45,0,34261,Scott Langley,7.3,679,93
2014,45,0,34360,Patrick Reed,7.3,657,90
2014,47,0,29479,Scott Brown,7.29,729,100
2014,47,0,28089,Jason Day,7.29,350,48
2014,47,0,32839,Hideki Matsuyama,7.29,583,80
2014,47,0,25632,Jimmy Walker,7.29,700,96
2014,51,0,25274,Steven Bowditch,7.28,677,93
2014,51,0,12716,Charley Hoffman,7.28,677,93
2014,51,0,30925,Dustin Johnson,7.28,415,57
2014,51,0,24502,Adam Scott,7.28,495,68
2014,55,0,23800,Bryce Molder,7.27,531,73
2014,55,0,24361,Pat Perez,7.27,611,84
2014,57,0,31202,William McGirt,7.25,696,96
2014,58,0,29221,Webb Simpson,7.24,608,84
2014,58,0,32150,Michael Thompson,7.24,536,74
2014,60,0,27895,Jonas Blixt,7.23,448,62
2014,60,0,36689,Brooks Koepka,7.23,405,56
2014,62,0,23409,James Driscoll,7.21,512,71
2014,62,0,30852,Ryo Ishikawa,7.21,541,75
2014,62,0,34431,Robert Streb,7.21,512,71
2014,65,0,23541,Ben Crane,7.2,583,81
2014,66,0,29740,Brad Fritsch,7.19,345,48
2014,66,0,23108,Matt Kuchar,7.19,633,88
2014,66,0,27214,Kevin Streelman,7.19,561,78
2014,69,0,27644,Brian Harman,7.18,797,111
2014,69,0,28475,Jeff Overton,7.18,546,76
2014,71,0,26956,Bronson La'Cassie,7.15,336,47
2014,72,0,27770,Camilo Villegas,7.14,678,95
2014,73,0,24024,Zach Johnson,7.13,684,96
2014,74,0,34563,Chesson Hadley,7.12,598,84
2014,74,0,29518,Brendan Steele,7.12,605,85
2014,76,0,26300,Matt Jones,7.11,590,83
2014,77,0,24490,George McNeill,7.1,561,79
2014,77,0,29289,S.Y. Noh,7.1,653,92
2014,77,0,22405,Justin Rose,7.1,483,68
2014,77,0,24663,Y.E. Yang,7.1,554,78
2014,81,0,33141,Keegan Bradley,7.09,624,88
2014,81,0,30750,Tommy Gainey,7.09,489,69
2014,81,0,34098,Russell Henley,7.09,652,92
2014,81,0,30944,Jason Kokrak,7.09,461,65
2014,81,0,24140,Sean O'Hair,7.09,546,77
2014,81,0,28132,Tyrone Van Aswegen,7.09,553,78
2014,87,0,7867,Woody Austin,7.08,418,59
2014,88,0,20157,Retief Goosen,7.07,636,90
2014,89,0,27408,Martin Kaymer,7.06,452,64
2014,90,0,25364,Paul Casey,7.05,395,56
2014,90,0,29535,Brice Garnett,7.05,620,88
2014,90,0,24358,Robert Garrigus,7.05,564,80
2014,90,0,34409,David Lingmerth,7.05,536,76
2014,94,0,10809,Jim Furyk,7.04,563,80
2014,94,0,28092,D.H. Lee,7.04,352,50
2014,94,0,29926,Danny Lee,7.04,563,80
2014,94,0,22046,Geoff Ogilvy,7.04,563,80
2014,98,0,22621,Ben Curtis,7.03,513,73
2014,98,0,23621,Rory Sabbatini,7.03,548,78
2014,100,0,33413,Ben Martin,7.01,561,80
2014,101,0,26851,Marc Leishman,7.0,560,80
2014,101,0,32640,Troy Merritt,7.0,434,62
2014,103,0,24912,Will MacKenzie,6.99,573,82
2014,103,0,25804,Bubba Watson,6.99,510,73
2014,105,0,26758,David Hearn,6.98,677,97
2014,105,0,29478,Kevin Kisner,6.98,593,85
2014,107,0,32366,Kevin Chappell,6.97,669,96
2014,107,0,33418,Shawn Stefani,6.97,418,60
2014,109,0,26596,Ryan Moore,6.95,584,84
2014,110,0,23638,Brendon de Jonge,6.93,755,109
2014,111,0,24507,Jason Bohn,6.9,559,81
2014,111,0,31323,Gary Woodland,6.9,635,92
2014,113,0,24925,Jonathan Byrd,6.89,496,72
2014,113,0,2206,David Toms,6.89,427,62
2014,115,0,24924,Bill Haas,6.87,721,105
2014,116,0,32200,Roberto Castro,6.85,507,74
2014,116,0,29222,Billy Hurley III,6.85,589,86
2014,116,0,24781,Hunter Mahan,6.85,582,85
2014,116,0,25834,Daniel Summerhays,6.85,671,98
2014,120,0,34174,John Huh,6.84,568,83
2014,120,0,33122,Russell Knox,6.84,629,92
2014,122,0,21961,Charles Howell III,6.82,723,106
2014,122,0,27556,Ted Potter Jr.,6.82,464,68
2014,122,0,33419,Cameron Tringale,6.82,757,111
2014,125,0,28500,Martin Flores,6.81,579,85
2014,125,0,27466,Spencer Levin,6.81,402,59
2014,125,0,20645,John Senden,6.81,674,99
2014,128,0,34099,Harris English,6.8,626,92
2014,128,0,29461,Jamie Lovemark,6.8,408,60
2014,130,0,20848,Ángel Cabrera,6.78,468,69
2014,131,0,20498,Briny Baird,6.76,338,50
2014,131,0,27095,Nick Watney,6.76,507,75
2014,133,0,1706,Davis Love III,6.75,486,72
2014,133,0,6567,Vijay Singh,6.75,560,83
2014,135,0,20229,Stewart Cink,6.74,613,91
2014,136,0,22293,Heath Slocum,6.72,464,69
2014,137,0,25345,Carl Pettersson,6.7,610,91
2014,138,0,27120,Troy Matteson,6.69,388,58
2014,139,0,20104,Ken Duke,6.67,520,78
2014,139,0,26329,Louis Oosthuizen,6.67,307,46
2014,141,0,28486,Michael Putnam,6.66,679,102
2014,141,0,30692,Scott Stallings,6.66,506,76
2014,141,0,26951,Johnson Wagner,6.66,433,65
2014,144,0,1724,Jeff Maggert,6.65,359,54
2014,145,0,10885,Robert Allenby,6.63,537,81
2014,145,0,32334,Charlie Beljan,6.63,477,72
2014,145,0,25240,D.A. Points,6.63,484,73
2014,148,0,34021,Bud Cauley,6.61,370,56
2014,149,0,23623,Bo Van Pelt,6.59,547,83
2014,150,0,27436,Graham DeLaet,6.58,520,79
2014,151,0,27330,Josh Teater,6.56,577,88
2014,152,0,32448,James Hahn,6.55,524,80
2014,153,0,25686,Jason Dufner,6.52,352,54
2014,153,0,21878,Mark Wilson,6.52,424,65
2014,155,0,37273,Derek Ernst,6.46,491,76
2014,156,0,22378,Trevor Immelman,6.44,515,80
2014,157,0,21528,Henrik Stenson,6.43,347,54
2014,157,0,29425,Andrew Svoboda,6.43,495,77
2014,159,0,31193,Jim Renner,6.42,379,59
2014,160,0,27064,Jhonattan Vegas,6.4,480,75
2014,161,0,31557,Jim Herman,6.38,370,58
2014,161,0,35541,John Peterson,6.38,383,60
2014,163,0,34265,Will Wilcox,6.37,312,49
2014,164,0,29420,Billy Horschel,6.34,571,90
2014,165,0,26679,Kevin Stadler,6.31,562,89
2014,166,0,28780,Nicholas Thompson,6.27,508,81
2014,167,0,27936,Martin Laird,6.26,388,62
2014,168,0,32333,Kevin Tway,6.25,375,60
2014,169,0,25444,Justin Hicks,6.24,618,99
2014,170,0,27933,John Merrick,6.18,513,83
2014,171,0,30110,Kyle Stanley,6.17,512,83
2014,172,0,22913,John Rollins,6.14,491,80
2014,173,0,34264,Hudson Swafford,6.07,431,71
2014,174,0,12510,Chad Campbell,6.04,320,53
2014,175,0,25900,Lucas Glover,6.03,398,66
2014,176,0,23353,J.J. Henry,5.94,517,87
2014,177,0,26289,Boo Weekley,5.78,416,72
2022,1,0,39058,Lucas Herbert,8.09,437,54
2022,2,0,23108,Matt Kuchar,7.9,561,71
2022,3,0,57366,Cameron Young,7.76,636,82
2022,4,0,34466,Peter Malnati,7.72,795,103
2022,5,0,33448,Justin Thomas,7.71,586,76
2022,6,0,48084,Wesley Bryan,7.69,377,49
2022,6,0,35450,Patrick Cantlay,7.69,523,68
2022,6,0,35891,Cameron Smith,7.69,477,62
2022,9,0,24138,Ian Poulter,7.68,338,44
2022,10,0,47993,Denny McCarthy,7.64,764,100
2022,11,0,25818,Scott Piercy,7.62,587,77
2022,12,0,36852,Jim Knous,7.61,388,51
2022,13,0,36799,Stephan Jaeger,7.6,646,85
2022,13,0,51894,Vince Whaley,7.6,646,85
2022,13,0,56278,Matthew Wolff,7.6,357,47
2022,16,0,27895,Jonas Blixt,7.58,379,50
2022,16,0,34363,Tyrrell Hatton,7.58,485,64
2022,16,0,32640,Troy Merritt,7.58,690,91
2022,16,0,23621,Rory Sabbatini,7.58,417,55
2022,20,0,35506,Mackenzie Hughes,7.57,621,82
2022,20,0,32150,Michael Thompson,7.57,636,84
2022,22,0,30692,Scott Stallings,7.54,724,96
2022,22,0,30927,Brendon Todd,7.54,626,83
2022,24,0,35532,Tom Hoge,7.5,720,96
2022,24,0,46717,Viktor Hovland,7.5,525,70
2022,26,0,22405,Justin Rose,7.48,404,54
2022,27,0,33486,Roger Sloan,7.47,545,73
2022,28,0,45522,Christiaan Bezuidenhout,7.46,597,80
2022,28,0,47128,Richy Werenski,7.46,470,63
2022,30,0,26851,Marc Leishman,7.44,536,72
2022,30,0,46442,Maverick McNealy,7.44,655,88
2022,30,0,34360,Patrick Reed,7.44,521,70
2022,33,0,40098,Matt Fitzpatrick,7.43,520,70
2022,33,0,35461,Beau Hossler,7.43,520,70
2022,33,0,40162,Justin Lower,7.43,535,72
2022,36,0,45157,Cam Davis,7.4,607,82
2022,36,0,32839,Hideki Matsuyama,7.4,533,72
2022,36,0,24361,Pat Perez,7.4,459,62
2022,39,0,34174,John Huh,7.39,547,74
2022,39,0,37189,Harold Varner III,7.39,510,69
2022,41,0,35879,Kelly Kraft,7.38,509,69
2022,42,0,51766,Wyndham Clark,7.37,715,97
2022,42,0,29926,Danny Lee,7.37,383,52
2022,44,0,30978,Kiradech Aphibarnrat,7.36,390,53
2022,44,0,47504,Sam Burns,7.36,589,80
2022,44,0,29221,Webb Simpson,7.36,434,59
2022,47,0,34256,Andrew Putnam,7.35,691,94
2022,48,0,36801,Mark Hubbard,7.34,499,68
2022,48,0,32757,Patton Kizzire,7.34,661,90
2022,48,0,33204,Shane Lowry,7.34,426,58
2022,48,0,22056,Cameron Percy,7.34,323,44
2022,48,0,25493,Nick Taylor,7.34,646,88
2022,53,0,27349,Alex Noren,7.33,469,64
2022,54,0,46435,Austin Cook,7.32,505,69
2022,54,0,28775,Nate Lashley,7.32,556,76
2022,54,0,47995,Davis Riley,7.32,688,94
2022,57,0,33667,Carlos Ortiz,7.31,446,61
2022,58,0,35449,Adam Long,7.3,642,88
2022,59,0,30911,Tommy Fleetwood,7.29,408,56
2022,60,0,28089,Jason Day,7.28,415,57
2022,60,0,35310,Lanto Griffin,7.28,568,78
2022,60,0,25198,Francesco Molinari,7.28,386,53
2022,60,0,28252,Seamus Power,7.28,568,78
2022,60,0,35617,Martin Trainer,7.28,568,78
2022,65,0,28237,Rory McIlroy,7.27,436,60
2022,66,0,48117,Kurt Kitayama,7.26,508,70
2022,66,0,51950,Max McGreevy,7.26,523,72
2022,66,0,46046,Scottie Scheffler,7.26,610,84
2022,69,0,33597,Harry Higgs,7.25,580,80
2022,70,0,45526,Abraham Ancer,7.24,420,58
2022,70,0,51997,Andrew Novak,7.24,550,76
2022,70,0,49964,Aaron Wise,7.24,623,86
2022,73,0,49766,Hank Lebioda,7.23,578,80
2022,74,0,39977,Max Homa,7.22,592,82
2022,74,0,31420,Anirban Lahiri,7.22,520,72
2022,76,0,29908,C.T. Pan,7.21,591,82
2022,77,0,29970,Dylan Frittelli,7.2,670,93
2022,77,0,32791,K.H. Lee,7.2,706,98
2022,77,0,49771,J.T. Poston,7.2,634,88
2022,80,0,39436,Joshua Creel,7.19,338,47
2022,80,0,39546,Keith Mitchell,7.19,618,86
2022,80,0,45486,Joaquin Niemann,7.19,575,80
2022,80,0,34046,Jordan Spieth,7.19,532,74
2022,80,0,51634,Sahith Theegala,7.19,813,113
2022,85,0,37455,Si Woo Kim,7.17,703,98
2022,85,0,36689,Brooks Koepka,7.17,330,46
2022,87,0,32816,Satoshi Kodaira,7.16,365,51
2022,87,0,30944,Jason Kokrak,7.16,437,61
2022,89,0,37275,Sam Ryder,7.15,629,88
2022,89,0,39324,J.J. Spaun,7.15,679,95
2022,91,0,27974,Sung Kang,7.14,571,80
2022,92,0,23983,Luke Donald,7.13,478,67
2022,92,0,46601,Trey Mullinax,7.13,585,82
2022,92,0,48081,Xander Schauffele,7.13,513,72
2022,92,0,23325,Vaughn Taylor,7.13,378,53
2022,96,0,48822,Sebastián Muñoz,7.12,591,83
2022,97,0,45609,Tyler Duncan,7.11,583,82
2022,97,0,24924,Bill Haas,7.11,640,90
2022,97,0,29478,Kevin Kisner,7.11,469,66
2022,100,0,40115,Adam Svensson,7.1,710,100
2022,100,0,32333,Kevin Tway,7.1,547,77
2022,100,0,32139,Danny Willett,7.1,440,62
2022,103,0,24925,Jonathan Byrd,7.09,404,57
2022,103,0,21961,Charles Howell III,7.09,383,54
2022,103,0,31560,Brian Stuard,7.09,631,89
2022,106,0,32102,Rickie Fowler,7.08,503,71
2022,106,0,50525,Collin Morikawa,7.08,425,60
2022,108,0,24502,Adam Scott,7.07,509,72
2022,109,0,32662,Michael Gligic,7.06,501,71
2022,109,0,34098,Russell Henley,7.06,551,78
2022,109,0,48699,Callum Tarren,7.06,487,69
2022,112,0,46550,Brandon Hagy,7.05,550,78
2022,112,0,27139,David Skinns,7.05,465,66
2022,112,0,27214,Kevin Streelman,7.05,620,88
2022,112,0,10381,Curtis Thompson,7.05,451,64
2022,116,0,29725,Tony Finau,7.03,605,86
2022,116,0,46402,Talor Gooch,7.03,499,71
2022,116,0,34563,Chesson Hadley,7.03,562,80
2022,116,0,49298,Kramer Hickok,7.03,640,91
2022,120,0,24024,Zach Johnson,7.02,449,64
2022,120,0,47347,Adam Schenk,7.02,632,90
2022,120,0,34431,Robert Streb,7.02,583,83
2022,123,0,33141,Keegan Bradley,7.01,561,80
2022,123,0,30926,Chris Kirk,7.01,589,84
2022,125,0,33399,Adam Hadwin,7.0,630,90
2022,125,0,34264,Hudson Swafford,7.0,448,64
2022,125,0,28114,Dawie van der Walt,7.0,434,62
2022,128,0,29420,Billy Horschel,6.99,489,70
2022,129,0,32366,Kevin Chappell,6.98,384,55
2022,129,0,26300,Matt Jones,6.98,426,61
2022,131,0,27644,Brian Harman,6.97,634,91
2022,131,0,47856,Seth Reeves,6.97,467,67
2022,133,0,29289,S.Y. Noh,6.95,438,63
2022,134,0,29535,Brice Garnett,6.94,534,77
2022,134,0,39971,Sungjae Im,6.94,611,88
2022,134,0,36884,Ben Kohles,6.94,437,63
2022,137,0,47483,Will Zalatoris,6.93,527,76
2022,138,0,49947,Taylor Moore,6.92,581,84
2022,138,0,47983,Chad Ramey,6.92,505,73
2022,140,0,12716,Charley Hoffman,6.91,477,69
2022,140,0,36326,David Lipsky,6.91,608,88
2022,142,0,32448,James Hahn,6.9,490,71
2022,142,0,40250,Taylor Pendrith,6.9,490,71
2022,142,0,33419,Cameron Tringale,6.9,635,92
2022,145,0,25686,Jason Dufner,6.88,344,50
2022,145,0,47988,Nick Hardy,6.88,406,59
2022,145,0,47529,Mito Pereira,6.88,612,89
2022,145,0,49960,Sepp Straka,6.88,674,98
2022,149,0,51890,Greyson Sigg,6.87,618,90
2022,150,0,26476,Chez Reavie,6.86,583,85
2022,150,0,34610,Matthias Schwab,6.86,480,70
2022,152,0,27770,Camilo Villegas,6.84,472,69
2022,153,0,27649,Brandt Snedeker,6.83,403,59
2022,154,0,40006,Erik van Rooyen,6.81,327,48
2022,155,0,39953,Chase Seiffert,6.8,347,51
2022,156,0,31646,Emiliano Grillo,6.77,569,84
2022,156,0,52374,Brandon Wu,6.77,501,74
2022,158,0,46340,Alex Smalley,6.76,629,93
2022,159,0,29974,Branden Grace,6.75,351,52
2022,160,0,19803,Ryan Armour,6.74,337,50
2022,160,0,52375,Doug Ghim,6.74,566,84
2022,160,0,30163,Henrik Norlander,6.74,485,72
2022,160,0,50095,Austin Smotherman,6.74,519,77
2022,164,0,34076,Joel Dahmen,6.73,572,85
2022,165,0,37212,Paul Barjon,6.72,477,71
2022,166,0,35110,Brett Drewitt,6.71,389,58
2022,166,0,53165,Doc Redman,6.71,530,79
2022,168,0,52372,Cameron Champ,6.7,375,56
2022,169,0,27064,Jhonattan Vegas,6.69,515,77
2022,170,0,27936,Martin Laird,6.68,441,66
