YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
2013,73,0,27556,Ted Potter Jr.,51.3,20,39,-2.00
2013,74,0,26851,Marc Leishman,51.1,24,47,-5.00
2013,75,0,22056,Cameron Percy,51.0,26,51,-5.00
2013,76,0,20593,Greg Chalmers,50.8,33,65,-13.00
2013,77,0,34099,Harris English,50.6,42,83,-10.00
2013,77,0,31202,William McGirt,50.6,43,85,-9.00
2013,79,0,24227,Justin Bolli,50.0,23,46,-4.00
2013,79,0,29479,Scott Brown,50.0,25,50,-6.00
2013,79,0,28500,Martin Flores,50.0,38,76,-10.00
2013,79,0,19846,Brian Gay,50.0,27,54,-3.00
2013,79,0,34409,David Lingmerth,50.0,22,44,-6.00
2013,79,0,26596,Ryan Moore,50.0,19,38,-8.00
2013,79,0,25345,Carl Pettersson,50.0,38,76,-3.00
2013,79,0,23621,Rory Sabbatini,50.0,34,68,-8.00
2013,79,0,20645,John Senden,50.0,28,56,-9.00
2013,79,0,27214,Kevin Streelman,50.0,30,60,-5.00
2013,79,0,27330,Josh Teater,50.0,25,50,-6.00
2013,79,0,23788,D.J. Trahan,50.0,10,20,E
2013,79,0,27095,Nick Watney,50.0,37,74,-2.00
2013,92,0,34360,Patrick Reed,49.4,40,81,-1.00
2013,93,0,30750,Tommy Gainey,49.3,37,75,-12.00
2013,94,0,28089,Jason Day,49.1,27,55,-8.00
2013,94,0,24140,Sean O'Hair,49.1,27,55,-6.00
2013,96,0,26331,Charl Schwartzel,48.9,22,45,-6.00
2013,97,0,22806,Doug LaBelle II,48.8,21,43,-3.00
2013,98,0,27129,Luke List,48.3,28,58,-6.00
2013,99,0,25834,Daniel Summerhays,48.1,39,81,-8.00
2013,100,0,21731,Freddie Jacobson,47.9,23,48,-7.00
2013,100,0,27933,John Merrick,47.9,35,73,-5.00
2013,102,0,25632,Jimmy Walker,47.7,41,86,-14.00
2013,103,0,33461,Morgan Hoffmann,47.6,20,42,-8.00
2013,104,0,35139,Richard Lee,47.5,28,59,-3.00
2013,104,0,31323,Gary Woodland,47.5,38,80,-3.00
2013,106,0,25274,Steven Bowditch,47.4,27,57,-7.00
2013,106,0,32200,Roberto Castro,47.4,37,78,E
2013,108,0,23623,Bo Van Pelt,47.3,26,55,-5.00
2013,109,0,37273,Derek Ernst,47.2,25,53,-5.00
2013,109,0,19970,Robert Karlsson,47.2,17,36,-1.00
2013,109,0,26679,Kevin Stadler,47.2,25,53,-6.00
2013,112,0,24358,Robert Garrigus,47.1,16,34,-3.00
2013,112,0,12782,Tim Herron,47.1,24,51,-9.00
2013,114,0,24361,Pat Perez,46.8,22,47,-7.00
2013,115,0,22961,David Mathis,46.7,21,45,-4.00
2013,115,0,25804,Bubba Watson,46.7,21,45,-3.00
2013,117,0,34021,Bud Cauley,46.4,26,56,-1.00
2013,118,0,27644,Brian Harman,46.2,24,52,-2.00
2013,118,0,10860,Justin Leonard,46.2,30,65,-5.00
2013,120,0,34431,Robert Streb,46.0,23,50,-4.00
2013,121,0,1724,Jeff Maggert,45.8,22,48,-1.00
2013,121,0,20691,Greg Owen,45.8,27,59,-1.00
2013,123,0,34046,Jordan Spieth,45.7,21,46,-5.00
2013,123,0,20160,Charlie Wi,45.7,21,46,-5.00
2013,125,0,8725,Tom Gillis,45.6,26,57,-3.00
2013,126,0,20104,Ken Duke,45.5,25,55,-4.00
2013,127,0,33141,Keegan Bradley,45.3,24,53,-6.00
2013,128,0,32698,Bobby Gates,45.2,19,42,-3.00
2013,128,0,10423,Mike Weir,45.2,19,42,-6.00
2013,130,0,25818,Scott Piercy,45.0,27,60,-6.00
2013,131,0,34098,Russell Henley,44.7,21,47,-5.00
2013,132,0,22295,Darron Stiles,44.4,12,27,-1.00
2013,133,0,24357,K.J. Choi,44.0,22,50,E
2013,134,0,29425,Andrew Svoboda,43.8,14,32,-5.00
2013,135,0,21209,Sergio Garcia,43.6,17,39,E
2013,135,0,27963,Chris Stroud,43.6,34,78,-7.00
2013,137,0,29221,Webb Simpson,43.3,26,60,E
2013,138,0,23135,Tim Clark,43.2,16,37,-4.00
2013,138,0,24502,Adam Scott,43.2,16,37,-3.00
2013,140,0,8075,Jerry Kelly,42.9,15,35,-2.00
2013,140,0,29289,S.Y. Noh,42.9,24,56,-4.00
2013,140,0,20396,Lee Westwood,42.9,24,56,-2.00
2013,143,0,20848,Ángel Cabrera,42.6,20,47,-6.00
2013,144,0,23638,Brendon de Jonge,42.5,34,80,-4.00
2013,145,0,27503,Steve LeBrun,42.2,19,45,-3.00
2013,146,0,26300,Matt Jones,42.1,24,57,-2.00
2013,147,0,27936,Martin Laird,42.0,21,50,-1.00
2013,147,0,28092,D.H. Lee,42.0,21,50,-1.00
2013,149,0,24138,Ian Poulter,41.9,13,31,-6.00
2013,149,0,8793,Tiger Woods,41.9,18,43,-5.00
2013,151,0,23800,Bryce Molder,41.7,20,48,-5.00
2013,152,0,6004,Stephen Ames,41.5,17,41,-5.00
2013,152,0,22046,Geoff Ogilvy,41.5,17,41,-4.00
2013,154,0,1320,Bob Estes,41.3,19,46,-7.00
2013,155,0,36884,Ben Kohles,41.2,21,51,+1.00
2013,156,0,33418,Shawn Stefani,40.7,24,59,-7.00
2013,157,0,25572,Graeme McDowell,40.5,15,37,-5.00
2013,158,0,29740,Brad Fritsch,40.4,23,57,-6.00
2013,159,0,24024,Zach Johnson,40.0,16,40,E
2013,159,0,34261,Scott Langley,40.0,28,70,-6.00
2013,159,0,28310,Lee Williams,40.0,20,50,-4.00
2013,159,0,24663,Y.E. Yang,40.0,16,40,-2.00
2013,163,0,25240,D.A. Points,39.3,24,61,-10.00
2013,164,0,10213,Dicky Pride,39.2,20,51,-3.00
2013,165,0,24399,Scott Gardiner,39.1,18,46,-3.00
2013,165,0,20766,Padraig Harrington,39.1,9,23,-3.00
2013,165,0,25336,Alistair Presnell,39.1,18,46,+2.00
2013,168,0,28455,Will Claxton,38.8,19,49,-4.00
2013,169,0,24507,Jason Bohn,38.7,24,62,-7.00
2013,170,0,30711,Colt Knost,38.5,20,52,-6.00
2013,171,0,29518,Brendan Steele,38.3,23,60,-5.00
2013,172,0,30692,Scott Stallings,37.7,20,53,-4.00
2013,173,0,28259,Sangmoon Bae,37.5,27,72,-5.00
2013,174,0,32150,Michael Thompson,37.2,16,43,-5.00
2013,175,0,28237,Rory McIlroy,36.8,14,38,-1.00
2013,176,0,26476,Chez Reavie,34.7,17,49,-3.00
2013,177,0,27408,Martin Kaymer,32.4,11,34,E
2013,178,0,32334,Charlie Beljan,31.7,13,41,-5.00
2013,179,0,22792,Peter Hanson,29.6,8,27,-3.00
2013,180,0,21878,Mark Wilson,26.1,6,23,-1.00
2014,1,0,12716,Charley Hoffman,69.0,49,71,-10.00
2014,2,0,34099,Harris English,66.7,42,63,-9.00
2014,3,0,24357,K.J. Choi,64.3,36,56,-2.00
2014,4,0,20098,Stuart Appleby,62.5,45,72,-11.00
2014,5,0,23320,Ryan Palmer,61.5,32,52,-7.00
2014,6,0,30852,Ryo Ishikawa,61.2,41,67,-7.00
2014,7,0,20848,Ángel Cabrera,60.0,24,40,-5.00
2014,7,0,23621,Rory Sabbatini,60.0,45,75,-8.00
2014,9,0,22913,John Rollins,59.6,34,57,-10.00
2014,10,0,20229,Stewart Cink,59.0,36,61,-4.00
2014,11,0,24490,George McNeill,57.8,37,64,-8.00
2014,12,0,10885,Robert Allenby,57.4,35,61,-6.00
2014,12,0,24781,Hunter Mahan,57.4,35,61,-4.00
2014,14,0,27120,Troy Matteson,56.9,29,51,-6.00
2014,15,0,1706,Davis Love III,56.7,34,60,-6.00
2014,16,0,21209,Sergio Garcia,56.4,22,39,-4.00
2014,17,0,34174,John Huh,56.1,23,41,-3.00
2014,18,0,30944,Jason Kokrak,56.0,28,50,-4.00
2014,19,0,32150,Michael Thompson,55.6,30,54,-10.00
2014,20,0,22371,Aaron Baddeley,55.2,32,58,-9.00
2014,21,0,34021,Bud Cauley,55.0,33,60,-7.00
2014,21,0,27936,Martin Laird,55.0,22,40,-5.00
2014,23,0,21961,Charles Howell III,54.7,52,95,-9.00
2014,23,0,26300,Matt Jones,54.7,35,64,-12.00
2014,25,0,21731,Freddie Jacobson,54.5,42,77,-11.00
2014,26,0,24925,Jonathan Byrd,54.0,27,50,-7.00
2014,27,0,27649,Brandt Snedeker,53.8,35,65,-12.00
2014,27,0,30110,Kyle Stanley,53.8,35,65,-5.00
2014,29,0,27770,Camilo Villegas,53.5,38,71,-2.00
2014,30,0,32333,Kevin Tway,53.3,24,45,+1.00
2014,31,0,12510,Chad Campbell,52.6,20,38,-6.00
2014,31,0,20157,Retief Goosen,52.6,41,78,-8.00
2014,33,0,29425,Andrew Svoboda,52.5,31,59,-9.00
2014,33,0,26951,Johnson Wagner,52.5,31,59,-5.00
2014,35,0,25720,Chad Collins,52.3,23,44,E
2014,35,0,25834,Daniel Summerhays,52.3,34,65,-6.00
2014,37,0,25345,Carl Pettersson,52.1,38,73,-7.00
2014,38,0,33461,Morgan Hoffmann,51.8,44,85,-6.00
2014,39,0,29740,Brad Fritsch,51.7,15,29,-3.00
2014,39,0,27933,John Merrick,51.7,31,60,E
2014,39,0,23800,Bryce Molder,51.7,30,58,-5.00
2014,42,0,27436,Graham DeLaet,51.6,33,64,-7.00
2014,42,0,26851,Marc Leishman,51.6,32,62,-8.00
2014,42,0,31202,William McGirt,51.6,33,64,-6.00
2014,42,0,22046,Geoff Ogilvy,51.6,33,64,-5.00
2014,42,0,27556,Ted Potter Jr.,51.6,16,31,-1.00
2014,47,0,29289,S.Y. Noh,51.5,34,66,-9.00
2014,47,0,25562,Andres Romero,51.5,34,66,-2.00
2014,49,0,25274,Steven Bowditch,51.4,37,72,-6.00
2014,49,0,31557,Jim Herman,51.4,18,35,-1.00
2014,49,0,29518,Brendan Steele,51.4,37,72,-10.00
2014,52,0,36689,Brooks Koepka,51.3,20,39,-8.00
2014,53,0,26758,David Hearn,51.2,43,84,-6.00
2014,53,0,33418,Shawn Stefani,51.2,21,41,-4.00
2014,55,0,32839,Hideki Matsuyama,50.9,28,55,-1.00
2014,55,0,35541,John Peterson,50.9,28,55,-3.00
2014,55,0,30692,Scott Stallings,50.9,28,55,E
2014,55,0,34264,Hudson Swafford,50.9,28,55,-7.00
2014,59,0,33141,Keegan Bradley,50.8,32,63,-10.00
2014,59,0,28780,Nicholas Thompson,50.8,30,59,-3.00
2014,61,0,30927,Brendon Todd,50.7,38,75,-10.00
2014,62,0,35539,Luke Guthrie,50.6,39,77,-12.00
2014,63,0,24494,Erik Compton,50.0,31,62,-6.00
2014,63,0,27644,Brian Harman,50.0,45,90,-7.00
2014,63,0,32640,Troy Merritt,50.0,26,52,-4.00
2014,63,0,22405,Justin Rose,50.0,27,54,-3.00
2014,63,0,6567,Vijay Singh,50.0,35,70,-5.00
2014,63,0,26679,Kevin Stadler,50.0,30,60,-6.00
2014,69,0,24924,Bill Haas,49.4,43,87,-6.00
2014,70,0,23409,James Driscoll,49.2,29,59,-14.00
2014,70,0,25349,Tim Wilkinson,49.2,32,65,-4.00
2014,72,0,28259,Sangmoon Bae,49.1,26,53,-7.00
2014,72,0,26289,Boo Weekley,49.1,27,55,-3.00
2014,74,0,10809,Jim Furyk,48.9,23,47,-3.00
2014,75,0,25572,Graeme McDowell,48.8,20,41,-3.00
2014,76,0,33413,Ben Martin,48.3,29,60,-6.00
2014,77,0,25686,Jason Dufner,47.7,21,44,-2.00
2014,77,0,28307,Matt Every,47.7,31,65,-4.00
2014,77,0,20396,Lee Westwood,47.7,21,44,-6.00
2014,80,0,10423,Mike Weir,47.5,28,59,-10.00
2014,81,0,23353,J.J. Henry,47.4,36,76,-1.00
2014,82,0,29222,Billy Hurley III,47.2,25,53,-3.00
2014,83,0,25191,Gonzalo Fernandez-Castaño,47.1,32,68,-3.00
2014,83,0,27466,Spencer Levin,47.1,16,34,-6.00
2014,85,0,22378,Trevor Immelman,47.0,31,66,-6.00
2014,86,0,30926,Chris Kirk,46.9,45,96,-12.00
2014,87,0,24846,Ricky Barnes,46.8,44,94,-11.00
2014,88,0,37273,Derek Ernst,46.6,27,58,-3.00
2014,89,0,35300,Andrew Loupe,46.5,20,43,-6.00
2014,90,0,32334,Charlie Beljan,46.3,25,54,-3.00
2014,90,0,20593,Greg Chalmers,46.3,38,82,-5.00
2014,92,0,29926,Danny Lee,46.0,29,63,-4.00
2014,93,0,34409,David Lingmerth,45.9,28,61,-9.00
2014,94,0,32102,Rickie Fowler,45.8,22,48,-5.00
2014,94,0,24358,Robert Garrigus,45.8,27,59,-7.00
2014,96,0,26331,Charl Schwartzel,45.7,21,46,-2.00
2014,97,0,25364,Paul Casey,45.5,25,55,-5.00
2014,97,0,27141,J.B. Holmes,45.5,30,66,-2.00
2014,97,0,31323,Gary Woodland,45.5,30,66,-3.00
2014,100,0,29221,Webb Simpson,45.3,24,53,-2.00
2014,101,0,20104,Ken Duke,45.2,19,42,E
2014,101,0,2206,David Toms,45.2,14,31,-6.00
2014,103,0,25396,Kevin Na,45.1,23,51,-5.00
2014,104,0,29479,Scott Brown,44.7,34,76,-7.00
2014,104,0,25900,Lucas Glover,44.7,17,38,-1.00
2014,106,0,27963,Chris Stroud,44.6,33,74,-8.00
2014,107,0,30750,Tommy Gainey,44.4,24,54,-1.00
2014,107,0,19846,Brian Gay,44.4,20,45,-4.00
2014,107,0,30925,Dustin Johnson,44.4,12,27,-2.00
2014,110,0,32448,James Hahn,44.3,27,61,-1.00
2014,111,0,23623,Bo Van Pelt,44.2,19,43,-2.00
2014,112,0,24507,Jason Bohn,44.1,26,59,-9.00
2014,113,0,25632,Jimmy Walker,44.0,37,84,-11.00
2014,114,0,21753,Brian Davis,43.8,21,48,-7.00
2014,115,0,6522,Ernie Els,43.7,31,71,-5.00
2014,116,0,34261,Scott Langley,43.6,24,55,-3.00
2014,116,0,28237,Rory McIlroy,43.6,17,39,-3.00
2014,118,0,27895,Jonas Blixt,43.5,20,46,-3.00
2014,118,0,28475,Jeff Overton,43.5,30,69,-8.00
2014,120,0,28500,Martin Flores,43.3,26,60,-3.00
2014,120,0,20160,Charlie Wi,43.3,26,60,-5.00
2014,122,0,24912,Will MacKenzie,43.1,22,51,-6.00
2014,123,0,33419,Cameron Tringale,43.0,40,93,-13.00
2014,124,0,20498,Briny Baird,42.9,15,35,-1.00
2014,125,0,7867,Woody Austin,42.6,20,47,-1.00
2014,125,0,28132,Tyrone Van Aswegen,42.6,29,68,-3.00
2014,127,0,1724,Jeff Maggert,42.4,14,33,-6.00
2014,128,0,1810,Phil Mickelson,42.2,19,45,-4.00
2014,128,0,24502,Adam Scott,42.2,19,45,-7.00
2014,128,0,31560,Brian Stuard,42.2,27,64,-6.00
2014,131,0,25804,Bubba Watson,42.1,16,38,-5.00
2014,132,0,23108,Matt Kuchar,42.0,29,69,-7.00
2014,133,0,27095,Nick Watney,41.7,25,60,-4.00
2014,134,0,8075,Jerry Kelly,41.5,22,53,-7.00
2014,135,0,23541,Ben Crane,41.4,24,58,-6.00
2014,135,0,34265,Will Wilcox,41.4,12,29,-2.00
2014,137,0,21878,Mark Wilson,41.3,19,46,-3.00
2014,138,0,34046,Jordan Spieth,41.2,35,85,-7.00
2014,138,0,27064,Jhonattan Vegas,41.2,21,51,-3.00
2014,140,0,32366,Kevin Chappell,41.0,34,83,-7.00
2014,140,0,23983,Luke Donald,41.0,16,39,-3.00
2014,142,0,28089,Jason Day,40.9,9,22,-4.00
2014,143,0,32200,Roberto Castro,40.8,20,49,-6.00
2014,144,0,23135,Tim Clark,40.6,13,32,-4.00
2014,144,0,23638,Brendon de Jonge,40.6,26,64,-5.00
2014,146,0,22621,Ben Curtis,40.4,19,47,-3.00
2014,147,0,33122,Russell Knox,40.0,26,65,-2.00
2014,147,0,31193,Jim Renner,40.0,28,70,-3.00
2014,147,0,20645,John Senden,40.0,28,70,-11.00
2014,147,0,21528,Henrik Stenson,40.0,10,25,-3.00
2014,147,0,27330,Josh Teater,40.0,26,65,-3.00
2014,152,0,35732,Wes Roach,39.5,17,43,-3.00
2014,153,0,29420,Billy Horschel,39.4,26,66,-5.00
2014,154,0,26329,Louis Oosthuizen,39.3,11,28,-2.00
2014,155,0,24663,Y.E. Yang,39.2,20,51,-6.00
2014,156,0,29478,Kevin Kisner,38.8,26,67,-7.00
2014,157,0,34563,Chesson Hadley,38.6,22,57,-4.00
2014,158,0,27408,Martin Kaymer,38.5,15,39,-1.00
2014,159,0,29535,Brice Garnett,38.4,33,86,-2.00
2014,160,0,24140,Sean O'Hair,38.2,26,68,-2.00
2014,160,0,34360,Patrick Reed,38.2,26,68,-6.00
2014,162,0,25444,Justin Hicks,38.1,16,42,-4.00
2014,163,0,24024,Zach Johnson,37.9,22,58,-5.00
2014,164,0,10860,Justin Leonard,37.5,18,48,E
2014,164,0,27214,Kevin Streelman,37.5,15,40,-3.00
2014,166,0,24361,Pat Perez,37.3,22,59,-3.00
2014,166,0,25240,D.A. Points,37.3,19,51,-5.00
2014,168,0,24138,Ian Poulter,37.1,13,35,E
2014,169,0,28092,D.H. Lee,37.0,10,27,-1.00
2014,170,0,34098,Russell Henley,36.8,21,57,-5.00
2014,171,0,26596,Ryan Moore,36.7,18,49,-4.00
2014,172,0,34431,Robert Streb,36.5,19,52,-7.00
2014,173,0,26956,Bronson La'Cassie,33.3,9,27,-3.00
2014,174,0,22293,Heath Slocum,32.3,10,31,-3.00
2014,175,0,35139,Richard Lee,30.8,16,52,-2.00
2014,176,0,28486,Michael Putnam,30.6,19,62,-2.00
2014,177,0,29461,Jamie Lovemark,30.3,10,33,-1.00
2022,1,0,31323,Gary Woodland,75.7,28,37,-7.00
2022,2,0,33204,Shane Lowry,69.6,32,46,-5.00
2022,3,0,52375,Doug Ghim,69.1,38,55,-1.00
2022,4,0,26300,Matt Jones,69.0,40,58,-7.00
2022,5,0,27064,Jhonattan Vegas,63.8,37,58,-3.00
2022,6,0,21961,Charles Howell III,63.0,29,46,-8.00
2022,7,0,54783,Dylan Wu,61.8,34,55,-7.00
2022,8,0,46550,Brandon Hagy,61.4,27,44,-7.00
2022,9,0,32816,Satoshi Kodaira,60.9,14,23,-3.00
2022,10,0,39997,Corey Conners,60.7,34,56,-8.00
2022,11,0,24924,Bill Haas,59.7,46,77,-9.00
2022,11,0,32839,Hideki Matsuyama,59.7,40,67,-10.00
2022,11,0,51890,Greyson Sigg,59.7,43,72,-17.00
2022,14,0,52372,Cameron Champ,59.5,22,37,-2.00
2022,15,0,51894,Vince Whaley,59.4,38,64,-12.00
2022,16,0,46046,Scottie Scheffler,59.2,42,71,-13.00
2022,17,0,40250,Taylor Pendrith,58.5,31,53,-7.00
2022,17,0,27095,Nick Watney,58.5,31,53,-4.00
2022,19,0,39436,Joshua Creel,58.3,14,24,-4.00
2022,19,0,34098,Russell Henley,58.3,21,36,-4.00
2022,19,0,24502,Adam Scott,58.3,35,60,-9.00
2022,22,0,48699,Callum Tarren,58.1,25,43,-5.00
2022,23,0,45157,Cam Davis,57.9,44,76,-11.00
2022,23,0,30944,Jason Kokrak,57.9,22,38,-6.00
2022,25,0,37455,Si Woo Kim,57.8,37,64,-5.00
2022,26,0,52374,Brandon Wu,57.1,20,35,-9.00
2022,27,0,27129,Luke List,56.9,41,72,+4.00
2022,27,0,48081,Xander Schauffele,56.9,29,51,-10.00
2022,29,0,27349,Alex Noren,56.5,35,62,-6.00
2022,30,0,30163,Henrik Norlander,56.4,22,39,-6.00
2022,30,0,33448,Justin Thomas,56.4,31,55,-4.00
2022,30,0,48887,Matt Wallace,56.4,22,39,-1.00
2022,33,0,54421,Garrick Higgo,56.1,23,41,-5.00
2022,33,0,26851,Marc Leishman,56.1,32,57,-11.00
2022,35,0,32366,Kevin Chappell,55.8,24,43,-6.00
2022,35,0,28089,Jason Day,55.8,29,52,-4.00
2022,37,0,31646,Emiliano Grillo,55.7,39,70,-6.00
2022,38,0,47993,Denny McCarthy,55.4,36,65,-6.00
2022,39,0,40006,Erik van Rooyen,55.2,16,29,-8.00
2022,40,0,29420,Billy Horschel,55.0,33,60,-8.00
2022,41,0,50095,Austin Smotherman,54.9,28,51,-12.00
2022,42,0,32640,Troy Merritt,54.5,36,66,-9.00
2022,43,0,35506,Mackenzie Hughes,54.2,26,48,-5.00
2022,43,0,36871,Matthew NeSmith,54.2,26,48,-4.00
2022,45,0,30911,Tommy Fleetwood,54.1,20,37,-8.00
2022,45,0,32757,Patton Kizzire,54.1,40,74,-7.00
2022,47,0,37189,Harold Varner III,54.0,27,50,-9.00
2022,48,0,19803,Ryan Armour,53.8,7,13,-1.00
2022,48,0,34255,Joseph Bramlett,53.8,21,39,-4.00
2022,48,0,29289,S.Y. Noh,53.8,21,39,-9.00
2022,48,0,47995,Davis Riley,53.8,28,52,-5.00
2022,48,0,25493,Nick Taylor,53.8,42,78,-7.00
2022,53,0,51997,Andrew Novak,53.7,29,54,-4.00
2022,54,0,48822,Sebastián Muñoz,53.6,37,69,-12.00
2022,55,0,35310,Lanto Griffin,53.4,31,58,-9.00
2022,56,0,33486,Roger Sloan,53.3,16,30,-5.00
2022,57,0,12716,Charley Hoffman,53.2,25,47,-3.00
2022,58,0,34264,Hudson Swafford,53.1,17,32,-3.00
2022,58,0,35617,Martin Trainer,53.1,26,49,-5.00
2022,60,0,27139,David Skinns,52.9,18,34,-5.00
2022,61,0,39977,Max Homa,52.8,38,72,-5.00
2022,62,0,39971,Sungjae Im,52.7,29,55,-5.00
2022,63,0,32150,Michael Thompson,52.5,32,61,-7.00
2022,64,0,23983,Luke Donald,52.4,33,63,-8.00
2022,65,0,46442,Maverick McNealy,52.3,45,86,-7.00
2022,66,0,32662,Michael Gligic,52.1,25,48,-2.00
2022,67,0,34563,Chesson Hadley,52.0,26,50,-5.00
2022,68,0,31557,Jim Herman,51.9,14,27,+1.00
2022,68,0,28252,Seamus Power,51.9,27,52,-11.00
2022,70,0,20229,Stewart Cink,51.8,29,56,-6.00
2022,71,0,23108,Matt Kuchar,51.7,30,58,-8.00
2022,71,0,57366,Cameron Young,51.7,31,60,-11.00
2022,73,0,31560,Brian Stuard,51.4,19,37,-2.00
2022,74,0,29725,Tony Finau,51.2,22,43,-7.00
2022,74,0,46402,Talor Gooch,51.2,22,43,-6.00
2022,74,0,36801,Mark Hubbard,51.2,21,41,-5.00
2022,74,0,34174,John Huh,51.2,21,41,-3.00
2022,74,0,53165,Doc Redman,51.2,22,43,-3.00
2022,79,0,26476,Chez Reavie,51.1,24,47,E
2022,79,0,34360,Patrick Reed,51.1,23,45,-6.00
2022,79,0,30927,Brendon Todd,51.1,23,45,-2.00
2022,82,0,51766,Wyndham Clark,50.9,29,57,-9.00
2022,82,0,36799,Stephan Jaeger,50.9,29,57,-1.00
2022,84,0,40115,Adam Svensson,50.7,35,69,-6.00
2022,85,0,33141,Keegan Bradley,50.0,28,56,-3.00
2022,85,0,35532,Tom Hoge,50.0,33,66,-5.00
2022,85,0,35461,Beau Hossler,50.0,28,56,-8.00
2022,85,0,35449,Adam Long,50.0,30,60,-8.00
2022,85,0,33667,Carlos Ortiz,50.0,25,50,-7.00
