YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,ATTEMPTS
2013,61,0,28089,Jason Day,+.083,
2013,63,0,32334,Charlie Beljan,+.084,
2013,63,0,27214,Kevin Streelman,+.084,
2013,65,0,33418,Shawn Stefani,+.085,
2013,66,0,23800,Bryce Molder,+.088,
2013,66,0,25562,Andres Romero,+.088,
2013,68,0,28500,Martin Flores,+.089,
2013,68,0,27120,Troy Matteson,+.089,
2013,68,0,25818,Scott Piercy,+.089,
2013,71,0,27936,Martin Laird,+.090,
2013,71,0,34046,Jordan Spieth,+.090,
2013,73,0,27330,Josh Teater,+.091,
2013,74,0,20098,Stuart Appleby,+.092,
2013,75,0,22046,Geoff Ogilvy,+.095,
2013,76,0,24024,Zach Johnson,+.096,
2013,77,0,27933,John Merrick,+.097,
2013,78,0,34098,Russell Henley,+.098,
2013,78,0,30852,Ryo Ishikawa,+.098,
2013,80,0,19970,Robert Karlsson,+.099,
2013,80,0,27129,Luke List,+.099,
2013,82,0,25240,D.A. Points,+.100,
2013,83,0,23621,Rory Sabbatini,+.101,
2013,84,0,26300,Matt Jones,+.105,
2013,85,0,19846,Brian Gay,+.108,
2013,86,0,10860,Justin Leonard,+.109,
2013,86,0,24361,Pat Perez,+.109,
2013,88,0,12510,Chad Campbell,+.113,
2013,88,0,29420,Billy Horschel,+.113,
2013,90,0,30750,Tommy Gainey,+.115,
2013,90,0,32448,James Hahn,+.115,
2013,92,0,28475,Jeff Overton,+.116,
2013,93,0,23320,Ryan Palmer,+.117,
2013,94,0,27436,Graham DeLaet,+.119,
2013,95,0,27895,Jonas Blixt,+.120,
2013,95,0,20593,Greg Chalmers,+.120,
2013,97,0,29221,Webb Simpson,+.121,
2013,98,0,32200,Roberto Castro,+.122,
2013,99,0,21753,Brian Davis,+.123,
2013,100,0,28780,Nicholas Thompson,+.124,
2013,101,0,26851,Marc Leishman,+.126,
2013,102,0,21099,David Lynn,+.127,
2013,102,0,31202,William McGirt,+.127,
2013,102,0,20645,John Senden,+.127,
2013,105,0,26758,David Hearn,+.129,
2013,106,0,34409,David Lingmerth,+.132,
2013,106,0,23497,Tag Ridings,+.132,
2013,108,0,33141,Keegan Bradley,+.133,
2013,108,0,2206,David Toms,+.133,
2013,110,0,34099,Harris English,+.136,
2013,111,0,34261,Scott Langley,+.138,
2013,112,0,27095,Nick Watney,+.139,
2013,113,0,28679,Fabián Gómez,+.141,
2013,114,0,32102,Rickie Fowler,+.143,
2013,114,0,29518,Brendan Steele,+.143,
2013,116,0,23638,Brendon de Jonge,+.145,
2013,116,0,26951,Johnson Wagner,+.145,
2013,118,0,26289,Boo Weekley,+.148,
2013,118,0,26497,Casey Wittenberg,+.148,
2013,120,0,6567,Vijay Singh,+.153,
2013,121,0,23788,D.J. Trahan,+.156,
2013,122,0,1724,Jeff Maggert,+.157,
2013,123,0,34174,John Huh,+.158,
2013,123,0,24781,Hunter Mahan,+.158,
2013,125,0,10809,Jim Furyk,+.160,
2013,126,0,24494,Erik Compton,+.162,
2013,127,0,28455,Will Claxton,+.163,
2013,127,0,25572,Graeme McDowell,+.163,
2013,129,0,25274,Steven Bowditch,+.165,
2013,129,0,34021,Bud Cauley,+.165,
2013,131,0,23452,Nicolas Colsaerts,+.167,
2013,131,0,27503,Steve LeBrun,+.167,
2013,133,0,12782,Tim Herron,+.169,
2013,134,0,36884,Ben Kohles,+.174,
2013,135,0,33869,Eric Meierdierks,+.176,
2013,135,0,22056,Cameron Percy,+.176,
2013,137,0,30163,Henrik Norlander,+.177,
2013,138,0,35139,Richard Lee,+.179,
2013,139,0,30692,Scott Stallings,+.180,
2013,140,0,22806,Doug LaBelle II,+.183,
2013,141,0,35539,Luke Guthrie,+.185,
2013,141,0,20691,Greg Owen,+.185,
2013,143,0,37273,Derek Ernst,+.186,
2013,143,0,29740,Brad Fritsch,+.186,
2013,145,0,25444,Justin Hicks,+.187,
2013,145,0,10213,Dicky Pride,+.187,
2013,147,0,6004,Stephen Ames,+.195,
2013,147,0,28310,Lee Williams,+.195,
2013,149,0,25900,Lucas Glover,+.198,
2013,149,0,25345,Carl Pettersson,+.198,
2013,151,0,24227,Justin Bolli,+.200,
2013,151,0,26596,Ryan Moore,+.200,
2013,153,0,20104,Ken Duke,+.205,
2013,154,0,24507,Jason Bohn,+.206,
2013,154,0,22378,Trevor Immelman,+.206,
2013,156,0,34431,Robert Streb,+.208,
2013,157,0,27644,Brian Harman,+.212,
2013,158,0,23353,J.J. Henry,+.217,
2013,159,0,24399,Scott Gardiner,+.220,
2013,160,0,29425,Andrew Svoboda,+.221,
2013,161,0,22961,David Mathis,+.223,
2013,162,0,23135,Tim Clark,+.231,
2013,162,0,28135,Aaron Watkins,+.231,
2013,164,0,30110,Kyle Stanley,+.233,
2013,165,0,1116,Michael Bradley,+.240,
2013,166,0,29479,Scott Brown,+.253,
2013,166,0,30711,Colt Knost,+.253,
2013,168,0,20572,Rod Pampling,+.255,
2013,169,0,27770,Camilo Villegas,+.258,
2013,170,0,22621,Ben Curtis,+.259,
2013,171,0,24663,Y.E. Yang,+.269,
2013,172,0,1320,Bob Estes,+.272,
2013,173,0,22295,Darron Stiles,+.275,
2013,174,0,10423,Mike Weir,+.277,
2013,175,0,23325,Vaughn Taylor,+.281,
2013,176,0,10885,Robert Allenby,+.282,
2013,177,0,8725,Tom Gillis,+.286,
2013,178,0,32150,Michael Thompson,+.314,
2013,179,0,24140,Sean O'Hair,+.327,
2013,180,0,25336,Alistair Presnell,+.341,
2014,1,0,28237,Rory McIlroy,-.131,
2014,2,0,26331,Charl Schwartzel,-.074,
2014,3,0,25804,Bubba Watson,-.059,
2014,4,0,21961,Charles Howell III,-.046,
2014,5,0,24138,Ian Poulter,-.015,
2014,6,0,36689,Brooks Koepka,-.012,
2014,7,0,21209,Sergio Garcia,E,
2014,7,0,27933,John Merrick,E,
2014,7,0,24502,Adam Scott,E,
2014,7,0,26289,Boo Weekley,E,
2014,11,0,25632,Jimmy Walker,+.013,
2014,12,0,23320,Ryan Palmer,+.022,
2014,13,0,25345,Carl Pettersson,+.024,
2014,14,0,12716,Charley Hoffman,+.026,
2014,15,0,30944,Jason Kokrak,+.030,
2014,16,0,30925,Dustin Johnson,+.035,
2014,16,0,27064,Jhonattan Vegas,+.035,
2014,18,0,20160,Charlie Wi,+.038,
2014,19,0,23638,Brendon de Jonge,+.040,
2014,20,0,32839,Hideki Matsuyama,+.045,
2014,21,0,22371,Aaron Baddeley,+.048,
2014,22,0,1810,Phil Mickelson,+.050,
2014,23,0,23353,J.J. Henry,+.051,
2014,24,0,34264,Hudson Swafford,+.052,
2014,25,0,10809,Jim Furyk,+.053,
2014,26,0,22293,Heath Slocum,+.063,
2014,27,0,24024,Zach Johnson,+.064,
2014,27,0,26851,Marc Leishman,+.064,
2014,29,0,28307,Matt Every,+.067,
2014,30,0,29535,Brice Garnett,+.069,
2014,31,0,8075,Jerry Kelly,+.070,
2014,32,0,21731,Freddie Jacobson,+.072,
2014,33,0,28259,Sangmoon Bae,+.074,
2014,34,0,25562,Andres Romero,+.075,
2014,34,0,33418,Shawn Stefani,+.075,
2014,36,0,28089,Jason Day,+.076,
2014,37,0,32200,Roberto Castro,+.078,
2014,38,0,23108,Matt Kuchar,+.079,
2014,39,0,35539,Luke Guthrie,+.081,
2014,39,0,29478,Kevin Kisner,+.081,
2014,41,0,30927,Brendon Todd,+.082,
2014,42,0,24846,Ricky Barnes,+.084,
2014,43,0,28500,Martin Flores,+.085,
2014,44,0,34360,Patrick Reed,+.087,
2014,45,0,12510,Chad Campbell,+.088,
2014,45,0,20396,Lee Westwood,+.088,
2014,45,0,34265,Will Wilcox,+.088,
2014,48,0,27649,Brandt Snedeker,+.090,
2014,49,0,24925,Jonathan Byrd,+.091,
2014,50,0,27936,Martin Laird,+.092,
2014,51,0,30926,Chris Kirk,+.094,
2014,52,0,19846,Brian Gay,+.095,
2014,53,0,32334,Charlie Beljan,+.098,
2014,53,0,33413,Ben Martin,+.098,
2014,53,0,22046,Geoff Ogilvy,+.098,
2014,56,0,34431,Robert Streb,+.099,
2014,57,0,22913,John Rollins,+.101,
2014,58,0,34046,Jordan Spieth,+.104,
2014,58,0,21528,Henrik Stenson,+.104,
2014,60,0,28475,Jeff Overton,+.105,
2014,60,0,27330,Josh Teater,+.105,
2014,60,0,25349,Tim Wilkinson,+.105,
2014,63,0,23135,Tim Clark,+.108,
2014,63,0,32640,Troy Merritt,+.108,
2014,65,0,10885,Robert Allenby,+.109,
2014,65,0,20848,Ángel Cabrera,+.109,
2014,65,0,32366,Kevin Chappell,+.109,
2014,68,0,25396,Kevin Na,+.110,
2014,69,0,26956,Bronson La'Cassie,+.111,
2014,70,0,27963,Chris Stroud,+.113,
2014,70,0,32333,Kevin Tway,+.113,
2014,72,0,24924,Bill Haas,+.114,
2014,72,0,26300,Matt Jones,+.114,
2014,74,0,31202,William McGirt,+.117,
2014,75,0,21878,Mark Wilson,+.118,
2014,76,0,20645,John Senden,+.119,
2014,76,0,33419,Cameron Tringale,+.119,
2014,78,0,25572,Graeme McDowell,+.121,
2014,79,0,34261,Scott Langley,+.124,
2014,80,0,22378,Trevor Immelman,+.125,
2014,80,0,29221,Webb Simpson,+.125,
2014,82,0,29926,Danny Lee,+.126,
2014,83,0,29461,Jamie Lovemark,+.128,
2014,84,0,34099,Harris English,+.130,
2014,85,0,23800,Bryce Molder,+.134,
2014,86,0,25686,Jason Dufner,+.136,
2014,87,0,24361,Pat Perez,+.138,
2014,88,0,23541,Ben Crane,+.140,
2014,88,0,31557,Jim Herman,+.140,
2014,88,0,35300,Andrew Loupe,+.140,
2014,88,0,24490,George McNeill,+.140,
2014,92,0,32102,Rickie Fowler,+.141,
2014,92,0,29740,Brad Fritsch,+.141,
2014,94,0,20229,Stewart Cink,+.142,
2014,95,0,23623,Bo Van Pelt,+.145,
2014,96,0,20098,Stuart Appleby,+.147,
2014,97,0,20157,Retief Goosen,+.149,
2014,98,0,34563,Chesson Hadley,+.150,
2014,99,0,27141,J.B. Holmes,+.152,
2014,99,0,29518,Brendan Steele,+.152,
2014,99,0,31323,Gary Woodland,+.152,
2014,102,0,7867,Woody Austin,+.153,
2014,103,0,23983,Luke Donald,+.154,
2014,104,0,1706,Davis Love III,+.155,
2014,104,0,35541,John Peterson,+.155,
2014,104,0,28486,Michael Putnam,+.155,
2014,107,0,24357,K.J. Choi,+.156,
2014,107,0,32448,James Hahn,+.156,
2014,109,0,6522,Ernie Els,+.158,
2014,110,0,2206,David Toms,+.159,
2014,111,0,25274,Steven Bowditch,+.160,
2014,112,0,27436,Graham DeLaet,+.161,
2014,112,0,30852,Ryo Ishikawa,+.161,
2014,112,0,27770,Camilo Villegas,+.161,
2014,115,0,25834,Daniel Summerhays,+.163,
2014,116,0,33122,Russell Knox,+.164,
2014,116,0,24663,Y.E. Yang,+.164,
2014,118,0,27895,Jonas Blixt,+.167,
2014,118,0,25191,Gonzalo Fernandez-Castaño,+.167,
2014,120,0,29289,S.Y. Noh,+.168,
2014,121,0,35139,Richard Lee,+.171,
2014,122,0,29420,Billy Horschel,+.173,
2014,122,0,6567,Vijay Singh,+.173,
2014,122,0,10423,Mike Weir,+.173,
2014,125,0,29425,Andrew Svoboda,+.175,
2014,126,0,24507,Jason Bohn,+.177,
2014,126,0,24781,Hunter Mahan,+.177,
2014,128,0,27644,Brian Harman,+.178,
2014,128,0,31560,Brian Stuard,+.178,
2014,130,0,21753,Brian Davis,+.181,
2014,130,0,22405,Justin Rose,+.181,
2014,132,0,20593,Greg Chalmers,+.182,
2014,132,0,30750,Tommy Gainey,+.182,
2014,134,0,33141,Keegan Bradley,+.183,
2014,135,0,29222,Billy Hurley III,+.184,
2014,135,0,23621,Rory Sabbatini,+.184,
2014,137,0,20104,Ken Duke,+.188,
2014,138,0,29479,Scott Brown,+.189,
2014,138,0,30110,Kyle Stanley,+.189,
2014,140,0,32150,Michael Thompson,+.192,
2014,141,0,37273,Derek Ernst,+.196,
2014,142,0,28132,Tyrone Van Aswegen,+.197,
2014,143,0,35732,Wes Roach,+.198,
2014,144,0,24140,Sean O'Hair,+.200,
2014,144,0,27095,Nick Watney,+.200,
2014,146,0,22621,Ben Curtis,+.202,
2014,147,0,26596,Ryan Moore,+.205,
2014,148,0,24358,Robert Garrigus,+.208,
2014,149,0,25720,Chad Collins,+.209,
2014,150,0,25364,Paul Casey,+.210,
2014,151,0,27466,Spencer Levin,+.216,
2014,152,0,31193,Jim Renner,+.217,
2014,153,0,24494,Erik Compton,+.222,
2014,154,0,34021,Bud Cauley,+.226,
2014,154,0,33461,Morgan Hoffmann,+.226,
2014,154,0,28780,Nicholas Thompson,+.226,
2014,157,0,1724,Jeff Maggert,+.227,
2014,158,0,25444,Justin Hicks,+.228,
2014,159,0,10860,Justin Leonard,+.229,
2014,160,0,26951,Johnson Wagner,+.235,
2014,161,0,25900,Lucas Glover,+.236,
2014,162,0,34098,Russell Henley,+.239,
2014,163,0,26758,David Hearn,+.242,
2014,163,0,24912,Will MacKenzie,+.242,
2014,165,0,34174,John Huh,+.246,
2014,166,0,27120,Troy Matteson,+.247,
2014,167,0,26679,Kevin Stadler,+.252,
2014,168,0,27214,Kevin Streelman,+.253,
2014,169,0,25240,D.A. Points,+.267,
2014,169,0,27556,Ted Potter Jr.,+.267,
2014,171,0,34409,David Lingmerth,+.268,
2014,172,0,28092,D.H. Lee,+.271,
2014,173,0,26329,Louis Oosthuizen,+.288,
2014,174,0,27408,Martin Kaymer,+.291,
2014,175,0,30692,Scott Stallings,+.294,
2014,176,0,20498,Briny Baird,+.296,
2014,177,0,23409,James Driscoll,+.324,
2022,1,0,22056,Cameron Percy,-.115,
2022,2,0,35891,Cameron Smith,-.080,
2022,3,0,47529,Mito Pereira,-.077,
2022,4,0,46046,Scottie Scheffler,-.060,
2022,5,0,28252,Seamus Power,-.052,
2022,6,0,46442,Maverick McNealy,-.047,
2022,7,0,47483,Will Zalatoris,-.040,
2022,8,0,35450,Patrick Cantlay,-.021,
2022,9,0,29725,Tony Finau,-.020,
2022,10,0,39977,Max Homa,-.018,
2022,11,0,36699,Patrick Rodgers,-.014,
2022,12,0,31646,Emiliano Grillo,-.009,
2022,13,0,49947,Taylor Moore,-.008,
2022,14,0,28237,Rory McIlroy,E,
2022,14,0,46970,Jon Rahm,E,
2022,14,0,34610,Matthias Schwab,E,
2022,14,0,27214,Kevin Streelman,E,
2022,18,0,51634,Sahith Theegala,+.005,
2022,19,0,49771,J.T. Poston,+.007,
2022,19,0,49964,Aaron Wise,+.007,
2022,19,0,57366,Cameron Young,+.007,
2022,22,0,33448,Justin Thomas,+.009,
2022,23,0,40250,Taylor Pendrith,+.010,
2022,24,0,46402,Talor Gooch,+.012,
2022,24,0,48117,Kurt Kitayama,+.012,
2022,26,0,47988,Nick Hardy,+.013,
2022,27,0,33141,Keegan Bradley,+.019,
2022,28,0,45522,Christiaan Bezuidenhout,+.021,
2022,28,0,26300,Matt Jones,+.021,
2022,30,0,27129,Luke List,+.025,
2022,31,0,48084,Wesley Bryan,+.029,
2022,32,0,29518,Brendan Steele,+.031,
2022,33,0,40006,Erik van Rooyen,+.033,
2022,34,0,45486,Joaquin Niemann,+.034,
2022,35,0,24502,Adam Scott,+.035,
2022,36,0,39971,Sungjae Im,+.036,
2022,36,0,46601,Trey Mullinax,+.036,
2022,38,0,30692,Scott Stallings,+.038,
2022,39,0,52372,Cameron Champ,+.040,
2022,40,0,34264,Hudson Swafford,+.041,
2022,41,0,36801,Mark Hubbard,+.042,
2022,42,0,26851,Marc Leishman,+.043,
2022,42,0,39953,Chase Seiffert,+.043,
2022,44,0,48699,Callum Tarren,+.046,
2022,44,0,27064,Jhonattan Vegas,+.046,
2022,46,0,24980,Scott Gutschewski,+.048,
2022,46,0,30944,Jason Kokrak,+.048,
2022,48,0,49298,Kramer Hickok,+.053,
2022,48,0,46340,Alex Smalley,+.053,
2022,50,0,45157,Cam Davis,+.054,
2022,50,0,32662,Michael Gligic,+.054,
2022,50,0,30163,Henrik Norlander,+.054,
2022,50,0,34046,Jordan Spieth,+.054,
2022,54,0,48081,Xander Schauffele,+.055,
2022,55,0,27644,Brian Harman,+.056,
2022,56,0,23108,Matt Kuchar,+.057,
2022,56,0,50525,Collin Morikawa,+.057,
2022,58,0,47504,Sam Burns,+.059,
2022,58,0,27770,Camilo Villegas,+.059,
2022,60,0,46414,Aaron Rai,+.060,
2022,61,0,45526,Abraham Ancer,+.061,
2022,62,0,33597,Harry Higgs,+.063,
2022,63,0,32791,K.H. Lee,+.064,
2022,64,0,37212,Paul Barjon,+.066,
2022,64,0,37275,Sam Ryder,+.066,
2022,66,0,29970,Dylan Frittelli,+.067,
2022,66,0,33667,Carlos Ortiz,+.067,
2022,68,0,32448,James Hahn,+.069,
2022,68,0,31323,Gary Woodland,+.069,
2022,70,0,29289,S.Y. Noh,+.070,
2022,71,0,24924,Bill Haas,+.072,
2022,72,0,39058,Lucas Herbert,+.077,
2022,73,0,51950,Max McGreevy,+.078,
2022,73,0,49960,Sepp Straka,+.078,
2022,75,0,51766,Wyndham Clark,+.079,
2022,75,0,34098,Russell Henley,+.079,
2022,77,0,23320,Ryan Palmer,+.082,
2022,78,0,32366,Kevin Chappell,+.085,
2022,78,0,40098,Matt Fitzpatrick,+.085,
2022,78,0,32839,Hideki Matsuyama,+.085,
2022,81,0,27139,David Skinns,+.086,
2022,82,0,28775,Nate Lashley,+.091,
2022,82,0,32139,Danny Willett,+.091,
2022,84,0,32102,Rickie Fowler,+.093,
2022,85,0,46435,Austin Cook,+.094,
2022,85,0,47993,Denny McCarthy,+.094,
2022,85,0,35617,Martin Trainer,+.094,
2022,88,0,29974,Branden Grace,+.096,
2022,89,0,12716,Charley Hoffman,+.097,
2022,89,0,37189,Harold Varner III,+.097,
2022,91,0,33204,Shane Lowry,+.098,
2022,92,0,35506,Mackenzie Hughes,+.099,
2022,93,0,39997,Corey Conners,+.100,
2022,93,0,24138,Ian Poulter,+.100,
2022,95,0,20229,Stewart Cink,+.105,
2022,95,0,29420,Billy Horschel,+.105,
2022,97,0,24361,Pat Perez,+.106,
2022,98,0,27095,Nick Watney,+.108,
2022,98,0,45540,Jared Wolfe,+.108,
2022,100,0,34256,Andrew Putnam,+.110,
2022,101,0,27974,Sung Kang,+.111,
2022,102,0,39546,Keith Mitchell,+.112,
2022,103,0,47995,Davis Riley,+.113,
2022,104,0,46717,Viktor Hovland,+.115,
2022,105,0,30927,Brendon Todd,+.116,
2022,106,0,34255,Joseph Bramlett,+.118,
2022,106,0,32757,Patton Kizzire,+.118,
2022,108,0,29908,C.T. Pan,+.120,
2022,109,0,31420,Anirban Lahiri,+.122,
2022,110,0,24925,Jonathan Byrd,+.123,
2022,111,0,51890,Greyson Sigg,+.125,
2022,112,0,31560,Brian Stuard,+.128,
2022,112,0,51894,Vince Whaley,+.128,
2022,114,0,35532,Tom Hoge,+.129,
2022,114,0,36689,Brooks Koepka,+.129,
2022,114,0,25198,Francesco Molinari,+.129,
2022,117,0,54628,Lee Hodges,+.132,
2022,117,0,29221,Webb Simpson,+.132,
2022,119,0,27895,Jonas Blixt,+.135,
2022,119,0,27349,Alex Noren,+.135,
2022,121,0,29535,Brice Garnett,+.136,
2022,121,0,34363,Tyrrell Hatton,+.136,
2022,121,0,29478,Kevin Kisner,+.136,
2022,121,0,40162,Justin Lower,+.136,
2022,121,0,33419,Cameron Tringale,+.136,
2022,126,0,27936,Martin Laird,+.138,
2022,126,0,23621,Rory Sabbatini,+.138,
2022,128,0,10381,Curtis Thompson,+.139,
2022,129,0,35461,Beau Hossler,+.140,
2022,130,0,35449,Adam Long,+.142,
2022,131,0,33122,Russell Knox,+.143,
2022,132,0,30926,Chris Kirk,+.144,
2022,133,0,23325,Vaughn Taylor,+.145,
2022,134,0,33399,Adam Hadwin,+.148,
2022,134,0,36852,Jim Knous,+.148,
2022,136,0,45609,Tyler Duncan,+.151,
2022,136,0,50095,Austin Smotherman,+.151,
2022,138,0,49766,Hank Lebioda,+.156,
2022,138,0,29926,Danny Lee,+.156,
2022,138,0,47347,Adam Schenk,+.156,
2022,138,0,39324,J.J. Spaun,+.156,
2022,138,0,54783,Dylan Wu,+.156,
2022,143,0,23983,Luke Donald,+.157,
2022,144,0,34174,John Huh,+.160,
2022,144,0,37455,Si Woo Kim,+.160,
2022,144,0,28114,Dawie van der Walt,+.160,
2022,147,0,46550,Brandon Hagy,+.165,
2022,148,0,35310,Lanto Griffin,+.167,
2022,149,0,35110,Brett Drewitt,+.169,
2022,150,0,34466,Peter Malnati,+.170,
2022,151,0,30978,Kiradech Aphibarnrat,+.172,
2022,152,0,22405,Justin Rose,+.173,
2022,153,0,53165,Doc Redman,+.174,
2022,154,0,25900,Lucas Glover,+.176,
2022,155,0,32150,Michael Thompson,+.177,
2022,156,0,27649,Brandt Snedeker,+.178,
2022,156,0,25493,Nick Taylor,+.178,
2022,158,0,31557,Jim Herman,+.179,
2022,159,0,39436,Joshua Creel,+.181,
2022,159,0,25818,Scott Piercy,+.181,
2022,161,0,25686,Jason Dufner,+.182,
2022,161,0,36326,David Lipsky,+.182,
2022,163,0,52375,Doug Ghim,+.183,
2022,163,0,26476,Chez Reavie,+.183,
2022,165,0,34563,Chesson Hadley,+.184,
2022,166,0,47128,Richy Werenski,+.186,
2022,167,0,36884,Ben Kohles,+.187,
2022,167,0,36871,Matthew NeSmith,+.187,
2022,167,0,33486,Roger Sloan,+.187,
2022,170,0,30911,Tommy Fleetwood,+.190,
2022,171,0,51997,Andrew Novak,+.194,
2022,172,0,36799,Stephan Jaeger,+.197,
2022,173,0,40115,Adam Svensson,+.201,
2022,174,0,32640,Troy Merritt,+.203,
2022,174,0,47983,Chad Ramey,+.203,
2022,176,0,34076,Joel Dahmen,+.205,
2022,177,0,48887,Matt Wallace,+.207,
2022,178,0,32816,Satoshi Kodaira,+.209,
2022,179,0,21961,Charles Howell III,+.213,
2022,180,0,32333,Kevin Tway,+.217,
2022,181,0,52374,Brandon Wu,+.219,
2022,182,0,55708,Hayden Buckley,+.229,
2022,183,0,34360,Patrick Reed,+.234,
2022,184,0,48822,Sebastián Muñoz,+.237,
2022,185,0,47856,Seth Reeves,+.240,
2022,186,0,34431,Robert Streb,+.241,
2022,187,0,24024,Zach Johnson,+.247,
2022,188,0,35879,Kelly Kraft,+.267,
2022,189,0,28089,Jason Day,+.272,
2022,190,0,33490,Bo Hoag,+.304,
2022,191,0,56278,Matthew Wolff,+.316,
2022,192,0,54421,Garrick Higgo,+.370,
2022,193,0,19803,Ryan Armour,+.371,
2024,1,0,46717,Viktor Hovland,-.169,83.0
2024,2,0,50484,Hayden Springer,-.165,91.0
2024,3,0,48153,Matthieu Pavon,-.164,73.0
2024,4,0,28237,Rory McIlroy,-.113,80.0
2024,5,0,32640,Troy Merritt,-.094,64.0
2024,6,0,39327,Ben Silverman,-.084,107.0
2024,7,0,34563,Chesson Hadley,-.080,112.0
2024,8,0,33968,Thorbjørn Olesen,-.069,72.0
2024,9,0,33653,Thomas Detry,-.062,97.0
2024,10,0,29725,Tony Finau,-.057,122.0
2024,11,0,27349,Alex Noren,-.046,109.0
2024,12,0,46046,Scottie Scheffler,-.040,101.0
2024,13,0,52215,Robert MacIntyre,-.035,114.0
2024,14,0,58168,Davis Thompson,-.030,135.0
2024,15,0,59095,Chris Gotterup,-.026,117.0
2024,16,0,34587,Chan Kim,-.025,122.0
2024,16,0,31323,Gary Woodland,-.025,119.0
2024,18,0,54591,Ben Griffin,-.020,152.0
2024,19,0,52513,Carson Young,-.019,104.0
2024,20,0,46414,Aaron Rai,-.015,67.0
2024,21,0,48084,Wesley Bryan,-.014,74.0
2024,22,0,36699,Patrick Rodgers,-.013,150.0
2024,23,0,51766,Wyndham Clark,-.010,99.0
2024,23,0,37455,Si Woo Kim,-.010,100.0
2024,25,0,49947,Taylor Moore,-.007,143.0
2024,26,0,34021,Bud Cauley,E,80.0
2024,26,0,57975,Harry Hall,E,142.0
2024,26,0,46442,Maverick McNealy,E,130.0
2024,26,0,30163,Henrik Norlander,E,69.0
2024,26,0,38991,Alejandro Tosti,E,128.0
2024,31,0,40250,Taylor Pendrith,+.007,134.0
2024,32,0,51977,Max Greyserman,+.009,114.0
2024,32,0,45242,Kevin Yu,+.009,113.0
2024,34,0,52372,Cameron Champ,+.010,98.0
2024,35,0,32367,Jorge Campillo,+.011,92.0
2024,35,0,32102,Rickie Fowler,+.011,88.0
2024,37,0,35506,Mackenzie Hughes,+.012,169.0
2024,38,0,55893,Sam Stevens,+.013,151.0
2024,39,0,40058,Zac Blair,+.016,64.0
2024,39,0,48887,Matt Wallace,+.016,129.0
2024,41,0,39324,J.J. Spaun,+.019,103.0
2024,42,0,33948,Byeong Hun An,+.022,136.0
