YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2011,21,0,24024,Zach Johnson,11.0,98,891,+0.09
2011,23,0,26758,David Hearn,11.02,116,1053,+0.09
2011,24,0,22348,Nick O'Hern,11.09,117,1055,+0.15
2011,25,0,12510,Chad Campbell,11.18,134,1199,+0.14
2011,25,0,29518,Brendan Steele,11.18,119,1064,+0.13
2011,27,0,22961,David Mathis,11.2,109,973,+0.15
2011,28,0,11123,Chris Couch,11.21,104,928,-0.04
2011,29,0,20593,Greg Chalmers,11.22,122,1087,+0.08
2011,30,0,6573,Brandt Jobe,11.24,126,1121,+0.10
2011,31,0,30692,Scott Stallings,11.3,107,947,+0.11
2011,32,0,28087,Kris Blanks,11.32,129,1140,+0.12
2011,33,0,10733,Kent Jones,11.43,106,927,+0.18
2011,34,0,20498,Briny Baird,11.47,78,680,+0.05
2011,35,0,25834,Daniel Summerhays,11.48,104,906,+0.16
2011,36,0,26289,Boo Weekley,11.49,91,792,+0.16
2011,37,0,1766,Billy Mayfair,11.52,136,1181,+0.09
2011,38,0,27939,Matt McQuillan,11.54,77,667,+0.21
2011,39,0,24490,George McNeill,11.56,92,796,+0.12
2011,39,0,24138,Ian Poulter,11.56,63,545,+0.11
2011,41,0,33413,Ben Martin,11.58,104,898,+0.17
2011,42,0,32640,Troy Merritt,11.62,91,783,+0.11
2011,43,0,30110,Kyle Stanley,11.65,128,1099,+0.08
2011,44,0,20572,Rod Pampling,11.74,98,835,+0.14
2011,45,0,26668,Marc Turnesa,11.87,75,632,+0.08
2011,46,0,20645,John Senden,11.89,133,1119,+0.10
2011,47,0,27974,Sung Kang,11.91,84,705,+0.13
2011,48,0,20472,Alex Cejka,11.96,77,644,+0.05
2011,49,0,29720,Andres Gonzales,12.04,76,631,+0.17
2011,50,0,10505,Shane Bertsch,12.05,87,722,+0.08
2011,50,0,32150,Michael Thompson,12.05,114,946,+0.06
2011,52,0,26476,Chez Reavie,12.09,138,1141,+0.12
2011,53,0,6004,Stephen Ames,12.11,101,834,+0.07
2011,54,0,32366,Kevin Chappell,12.14,102,840,+0.18
2011,55,0,26851,Marc Leishman,12.29,134,1090,+0.04
2011,56,0,20160,Charlie Wi,12.35,131,1061,+0.16
2011,57,0,22621,Ben Curtis,12.37,107,865,+0.10
2011,58,0,24502,Adam Scott,12.38,78,630,+0.08
2011,59,0,7867,Woody Austin,12.46,86,690,+0.16
2011,60,0,35087,Bio Kim,12.47,97,778,+0.05
2011,61,0,22405,Justin Rose,12.53,110,878,+0.04
2011,62,0,34072,Will Strickler,12.56,74,589,+0.19
2011,63,0,25572,Graeme McDowell,12.6,65,516,+0.11
2011,64,0,10860,Justin Leonard,12.63,129,1021,+0.16
2011,65,0,10809,Jim Furyk,12.72,124,975,+0.20
2011,66,0,30711,Colt Knost,12.78,119,931,+0.19
2011,67,0,23548,Bill Lunde,12.83,137,1068,+0.13
2011,68,0,33419,Cameron Tringale,12.85,172,1339,+0.09
2011,69,0,1948,Tim Petrovic,12.87,136,1057,+0.16
2011,70,0,27770,Camilo Villegas,12.88,101,784,+0.05
2011,71,0,25444,Justin Hicks,12.89,79,613,+0.22
2011,72,0,27963,Chris Stroud,12.92,139,1076,+0.06
2011,73,0,23623,Bo Van Pelt,12.94,128,989,+0.03
2011,74,0,23638,Brendon de Jonge,12.95,165,1274,+0.06
2011,74,0,8537,J.P. Hayes,12.95,86,664,+0.05
2011,74,0,12716,Charley Hoffman,12.95,132,1019,+0.09
2011,77,0,34255,Joseph Bramlett,13.07,109,834,+0.08
2011,78,0,24781,Hunter Mahan,13.11,139,1060,+0.04
2011,79,0,6643,Paul Goydos,13.13,135,1028,+0.09
2011,79,0,24361,Pat Perez,13.13,127,967,+0.06
2011,81,0,31401,Zack Miller,13.15,135,1027,+0.16
2011,82,0,21731,Freddie Jacobson,13.18,128,971,+0.13
2011,83,0,25457,Alexandre Rocha,13.32,91,683,+0.19
2011,84,0,23614,Rich Beem,13.33,84,630,+0.19
2011,84,0,24604,Hunter Haas,13.33,157,1178,+0.13
2011,84,0,27120,Troy Matteson,13.33,148,1110,+0.09
2011,87,0,28475,Jeff Overton,13.42,135,1006,+0.18
2011,88,0,26881,Jarrod Lyle,13.45,133,989,+0.21
2011,89,0,26331,Charl Schwartzel,13.49,75,556,+0.16
2011,90,0,28679,Fabián Gómez,13.53,128,946,+0.12
2011,91,0,25240,D.A. Points,13.56,139,1025,+0.21
2011,91,0,31193,Jim Renner,13.56,99,730,+0.21
2011,93,0,26951,Johnson Wagner,13.57,132,973,+0.14
2011,94,0,8725,Tom Gillis,13.73,96,699,+0.15
2011,95,0,33911,Nate Smith,13.74,101,735,+0.24
2011,96,0,24357,K.J. Choi,13.79,111,805,+0.10
2011,97,0,22378,Trevor Immelman,13.88,128,922,-0.03
2011,97,0,23621,Rory Sabbatini,13.88,116,836,+0.15
2011,99,0,6567,Vijay Singh,13.92,137,984,E
2011,100,0,23353,J.J. Henry,13.96,153,1096,+0.08
2011,101,0,10885,Robert Allenby,14.02,136,970,+0.04
2011,102,0,22046,Geoff Ogilvy,14.09,105,745,+0.07
2011,103,0,27936,Martin Laird,14.18,120,846,E
2011,104,0,23983,Luke Donald,14.19,102,719,+0.06
2011,105,0,23673,Michael Connell,14.24,143,1004,+0.10
2011,106,0,28158,Steve Marino,14.25,122,856,-0.01
2011,107,0,32102,Rickie Fowler,14.32,131,915,-0.07
2011,108,0,30926,Chris Kirk,14.34,152,1060,+0.03
2011,109,0,25818,Scott Piercy,14.35,124,864,+0.08
2011,110,0,29420,Billy Horschel,14.4,124,861,+0.11
2011,111,0,6522,Ernie Els,14.44,119,824,+0.10
2011,112,0,21209,Sergio Garcia,14.52,90,620,+0.06
2011,113,0,20157,Retief Goosen,14.57,80,549,+0.18
2011,114,0,26596,Ryan Moore,14.58,121,830,+0.12
2011,115,0,30750,Tommy Gainey,14.65,184,1256,+0.03
2011,116,0,21350,Ryuji Imada,14.69,155,1055,+0.03
2011,116,0,30925,Dustin Johnson,14.69,110,749,+0.10
2011,118,0,23320,Ryan Palmer,14.71,120,816,-0.02
2011,119,0,23108,Matt Kuchar,14.73,146,991,+0.03
2011,120,0,12652,Cameron Beckman,14.74,129,875,+0.05
2011,121,0,22371,Aaron Baddeley,14.76,125,847,-0.11
2011,121,0,25804,Bubba Watson,14.76,119,806,+0.06
2011,123,0,12782,Tim Herron,14.78,157,1062,+0.11
2011,124,0,23718,Nathan Green,14.81,144,972,+0.09
2011,125,0,24925,Jonathan Byrd,14.83,148,998,E
2011,125,0,7457,Steve Flesch,14.83,160,1079,+0.22
2011,127,0,23788,D.J. Trahan,14.94,169,1131,+0.08
2011,128,0,31202,William McGirt,14.95,190,1271,+0.04
2011,129,0,20229,Stewart Cink,14.97,106,708,-0.02
2011,130,0,25345,Carl Pettersson,14.98,187,1248,+0.07
2011,131,0,23497,Tag Ridings,15.01,153,1019,+0.10
2011,132,0,23325,Vaughn Taylor,15.06,173,1149,+0.13
2011,133,0,32698,Bobby Gates,15.07,138,916,+0.25
2011,134,0,25562,Andres Romero,15.11,141,933,+0.12
2011,135,0,1706,Davis Love III,15.14,109,720,-0.01
2011,136,0,24290,D.J. Brigman,15.19,115,757,+0.10
2011,137,0,24980,Scott Gutschewski,15.22,116,762,+0.27
2011,138,0,12602,Dean Wilson,15.24,119,781,+0.19
2011,139,0,27095,Nick Watney,15.25,131,859,+0.01
2011,140,0,26420,Richard Johnson,15.27,115,753,+0.13
2011,140,0,27649,Brandt Snedeker,15.27,142,930,E
2011,142,0,24507,Jason Bohn,15.28,143,936,+0.11
2011,143,0,24924,Bill Haas,15.33,153,998,+0.05
2011,143,0,29221,Webb Simpson,15.33,176,1148,+0.05
2011,145,0,20436,Garrett Willis,15.35,136,886,+0.18
2011,146,0,26300,Matt Jones,15.37,134,872,+0.07
2011,147,0,23409,James Driscoll,15.55,130,836,+0.04
2011,148,0,10585,Scott McCarron,15.62,117,749,+0.05
2011,149,0,1577,Lee Janzen,15.63,108,691,+0.24
2011,150,0,31557,Jim Herman,15.66,124,792,+0.07
2011,151,0,27466,Spencer Levin,15.68,204,1301,+0.07
2011,152,0,26287,Roland Thatcher,15.75,132,838,+0.10
2011,153,0,29478,Kevin Kisner,15.84,125,789,+0.19
2011,154,0,20070,Matt Bettencourt,15.89,168,1057,+0.15
2011,154,0,24358,Robert Garrigus,15.89,150,944,+0.02
2011,156,0,6515,Shaun Micheel,15.91,141,886,+0.04
2011,157,0,26679,Kevin Stadler,15.95,160,1003,+0.20
2011,157,0,6527,Steve Stricker,15.95,118,740,-0.08
2011,159,0,24846,Ricky Barnes,16.12,142,881,+0.08
2011,160,0,25900,Lucas Glover,16.23,137,844,+0.12
2011,161,0,33141,Keegan Bradley,16.26,172,1058,+0.27
2011,161,0,24663,Y.E. Yang,16.26,94,578,+0.03
2011,163,0,32876,Martin Piller,16.27,116,713,+0.28
2011,164,0,24140,Sean O'Hair,16.37,136,831,+0.10
2011,165,0,20098,Stuart Appleby,16.38,135,824,+0.21
2011,166,0,1810,Phil Mickelson,16.44,132,803,-0.01
2011,167,0,30946,Alex Prugh,16.55,161,973,+0.29
2011,168,0,28089,Jason Day,16.67,136,816,+0.04
2011,169,0,21949,Joe Ogilvie,16.75,141,842,+0.13
2011,170,0,27141,J.B. Holmes,17.08,109,638,-0.06
2011,171,0,31323,Gary Woodland,17.12,163,952,+0.09
2011,172,0,25632,Jimmy Walker,17.24,179,1038,+0.20
2011,173,0,1116,Michael Bradley,17.27,139,805,+0.10
2011,174,0,25396,Kevin Na,17.76,165,929,+0.01
2011,175,0,8375,Paul Stankowski,17.86,160,896,+0.02
2011,176,0,28486,Michael Putnam,17.98,130,723,+0.11
2011,177,0,20848,Ángel Cabrera,18.01,87,483,+0.08
2011,178,0,19970,Robert Karlsson,18.14,111,612,+0.14
2011,179,0,27064,Jhonattan Vegas,18.43,176,955,+0.05
2011,180,0,21407,Arjun Atwal,18.89,215,1138,+0.12
2011,181,0,9011,David Duval,18.94,150,792,+0.19
2011,182,0,25274,Steven Bowditch,19.26,204,1059,+0.11
2011,183,0,21805,Harrison Frazar,19.36,109,563,+0.17
2011,184,0,20766,Padraig Harrington,19.38,118,609,+0.03
2011,185,0,29718,Anthony Kim,19.92,155,778,+0.04
2011,186,0,27797,Derek Lamely,20.28,158,779,+0.13
2016,1,0,24461,Thomas Aiken,7.95,53,667,-0.06
2016,2,0,28475,Jeff Overton,8.72,70,803,+0.13
2016,3,0,2206,David Toms,9.15,69,754,E
2016,4,0,10213,Dicky Pride,9.3,53,570,+0.09
2016,5,0,23800,Bryce Molder,9.34,87,931,+0.06
2016,6,0,34174,John Huh,9.69,106,1094,+0.11
2016,7,0,25198,Francesco Molinari,9.72,77,792,E
2016,8,0,34261,Scott Langley,9.88,73,739,+0.07
2016,9,0,40058,Zac Blair,9.92,112,1129,+0.11
2016,10,0,26289,Boo Weekley,10.2,101,990,-0.01
2016,11,0,32200,Roberto Castro,10.33,127,1230,+0.14
2016,12,0,21878,Mark Wilson,10.48,80,763,+0.13
2016,13,0,24357,K.J. Choi,10.5,97,924,+0.03
2016,14,0,30711,Colt Knost,10.51,104,990,+0.13
2016,15,0,33410,Andrew Landry,10.61,49,462,+0.08
2016,16,0,25572,Graeme McDowell,10.79,68,630,+0.09
2016,17,0,28092,D.H. Lee,10.89,70,643,+0.14
2016,18,0,12716,Charley Hoffman,11.07,109,985,+0.17
2016,19,0,36801,Mark Hubbard,11.2,129,1152,+0.06
2016,20,0,26758,David Hearn,11.4,130,1140,+0.14
2016,21,0,37454,Whee Kim,11.43,103,901,+0.18
2016,22,0,34409,David Lingmerth,11.53,97,841,+0.21
2016,23,0,22046,Geoff Ogilvy,11.54,80,693,-0.03
2016,24,0,37455,Si Woo Kim,11.55,159,1377,+0.11
2016,25,0,29518,Brendan Steele,11.65,112,961,+0.07
2016,26,0,29476,Kyle Reifers,11.7,158,1350,+0.08
2016,27,0,30692,Scott Stallings,11.74,102,869,E
2016,28,0,35879,Kelly Kraft,11.86,74,624,+0.14
2016,29,0,10809,Jim Furyk,11.87,73,615,+0.16
2016,30,0,20472,Alex Cejka,11.9,85,714,+0.09
2016,31,0,24507,Jason Bohn,11.91,98,823,+0.07
2016,32,0,27747,Hiroshi Iwata,11.92,110,923,+0.10
2016,33,0,30110,Kyle Stanley,11.93,131,1098,+0.08
2016,34,0,34098,Russell Henley,11.99,115,959,+0.08
2016,34,0,33122,Russell Knox,11.99,109,909,+0.19
2016,36,0,25818,Scott Piercy,12.08,109,902,+0.08
2016,37,0,24490,George McNeill,12.13,77,635,+0.21
2016,38,0,37273,Derek Ernst,12.21,73,598,+0.08
2016,39,0,25892,Steve Wheatcroft,12.24,119,972,+0.05
2016,40,0,35891,Cameron Smith,12.28,78,635,+0.09
2016,41,0,26596,Ryan Moore,12.36,112,906,+0.13
2016,42,0,23108,Matt Kuchar,12.43,133,1070,+0.10
2016,42,0,28237,Rory McIlroy,12.43,83,668,-0.16
2016,44,0,26476,Chez Reavie,12.46,132,1059,+0.07
2016,45,0,31202,William McGirt,12.64,155,1226,+0.04
2016,46,0,24140,Sean O'Hair,12.67,147,1160,+0.08
2016,47,0,23320,Ryan Palmer,12.71,137,1078,+0.04
2016,48,0,27214,Kevin Streelman,12.75,113,886,+0.02
2016,49,0,20098,Stuart Appleby,12.77,117,916,+0.02
2016,49,0,33399,Adam Hadwin,12.77,156,1222,+0.21
2016,51,0,22371,Aaron Baddeley,12.82,131,1022,-0.02
2016,52,0,25900,Lucas Glover,12.88,120,932,+0.05
2016,53,0,31646,Emiliano Grillo,12.89,132,1024,+0.11
2016,54,0,8075,Jerry Kelly,12.97,108,833,+0.13
2016,55,0,28679,Fabián Gómez,12.98,133,1025,+0.19
2016,56,0,34360,Patrick Reed,13.06,141,1080,+0.09
2016,57,0,35732,Wes Roach,13.17,79,600,+0.15
2016,58,0,30163,Henrik Norlander,13.18,97,736,+0.23
2016,59,0,26300,Matt Jones,13.19,115,872,+0.05
2016,60,0,39975,Michael Kim,13.3,158,1188,+0.08
2016,61,0,24924,Bill Haas,13.33,118,885,+0.04
2016,61,0,36699,Patrick Rodgers,13.33,131,983,+0.05
2016,63,0,24024,Zach Johnson,13.41,137,1022,+0.08
2016,64,0,34466,Peter Malnati,13.42,139,1036,+0.17
2016,64,0,34264,Hudson Swafford,13.42,170,1267,+0.05
2016,66,0,27895,Jonas Blixt,13.43,125,931,+0.06
2016,67,0,21209,Sergio Garcia,13.49,58,430,-0.09
2016,68,0,40026,Daniel Berger,13.5,135,1000,+0.06
2016,69,0,27644,Brian Harman,13.51,173,1281,+0.03
2016,70,0,29745,Tyler Aldridge,13.55,126,930,+0.14
2016,71,0,29268,Bronson Burgoon,13.56,122,900,+0.14
2016,72,0,20572,Rod Pampling,13.57,70,516,+0.07
2016,73,0,25364,Paul Casey,13.58,108,795,+0.08
2016,74,0,29974,Branden Grace,13.6,79,581,-0.04
2016,75,0,32640,Troy Merritt,13.84,125,903,+0.09
2016,76,0,25493,Nick Taylor,13.94,128,918,+0.16
2016,77,0,33413,Ben Martin,13.95,156,1118,+0.11
2016,78,0,33461,Morgan Hoffmann,13.99,114,815,+0.13
2016,79,0,30925,Dustin Johnson,14.06,123,875,-0.06
2016,79,0,20645,John Senden,14.06,154,1095,+0.07
2016,79,0,34046,Jordan Spieth,14.06,114,811,+0.02
2016,82,0,37189,Harold Varner III,14.09,156,1107,+0.12
2016,83,0,22892,Jason Gore,14.1,117,830,+0.06
2016,83,0,23621,Rory Sabbatini,14.1,76,539,+0.05
2016,85,0,25686,Jason Dufner,14.13,155,1097,+0.01
2016,86,0,27436,Graham DeLaet,14.16,115,812,+0.03
2016,87,0,29479,Scott Brown,14.17,137,967,+0.02
2016,87,0,33204,Shane Lowry,14.17,73,515,+0.19
2016,89,0,20848,Ángel Cabrera,14.2,97,683,+0.08
2016,90,0,46440,Smylie Kaufman,14.21,141,992,-0.06
2016,91,0,29926,Danny Lee,14.24,141,990,+0.16
2016,92,0,25396,Kevin Na,14.27,137,960,+0.12
2016,93,0,27649,Brandt Snedeker,14.3,150,1049,+0.01
2016,94,0,35545,Blayne Barber,14.38,148,1029,+0.19
2016,95,0,20104,Ken Duke,14.39,96,667,+0.05
2016,96,0,26851,Marc Leishman,14.4,130,903,+0.08
2016,96,0,31560,Brian Stuard,14.4,121,840,+0.13
2016,98,0,32839,Hideki Matsuyama,14.46,117,809,+0.06
2016,99,0,32366,Kevin Chappell,14.47,157,1085,+0.01
2016,100,0,28158,Steve Marino,14.49,112,773,+0.21
2016,101,0,32757,Patton Kizzire,14.52,150,1033,+0.05
2016,101,0,35451,Scott Pinckney,14.52,143,985,+0.03
2016,103,0,32102,Rickie Fowler,14.53,130,895,-0.05
2016,103,0,30926,Chris Kirk,14.53,150,1032,+0.01
2016,105,0,34265,Will Wilcox,14.54,115,791,+0.07
2016,106,0,23541,Ben Crane,14.55,133,914,-0.01
2016,107,0,12510,Chad Campbell,14.56,162,1113,+0.02
2016,108,0,26951,Johnson Wagner,14.57,154,1057,E
2016,109,0,32448,James Hahn,14.58,141,967,+0.08
2016,110,0,6527,Steve Stricker,14.63,91,622,+0.07
2016,111,0,25720,Chad Collins,14.64,130,888,+0.09
2016,112,0,34262,Jon Curran,14.68,172,1172,+0.12
2016,113,0,21961,Charles Howell III,14.69,160,1089,+0.03
2016,113,0,27936,Martin Laird,14.69,144,980,+0.02
2016,115,0,23325,Vaughn Taylor,14.73,137,930,+0.07
2016,116,0,27064,Jhonattan Vegas,14.75,165,1119,+0.02
2016,117,0,27963,Chris Stroud,14.8,141,953,+0.09
2016,118,0,31557,Jim Herman,14.83,147,991,+0.10
2016,118,0,22405,Justin Rose,14.83,101,681,+0.02
2016,120,0,25240,D.A. Points,14.9,80,537,+0.04
2016,121,0,33418,Shawn Stefani,14.94,159,1064,+0.01
2016,122,0,24846,Ricky Barnes,14.97,165,1102,+0.07
2016,123,0,27942,Rob Oppenheim,15.06,105,697,+0.18
2016,124,0,6522,Ernie Els,15.08,116,769,+0.04
2016,124,0,29478,Kevin Kisner,15.08,154,1021,+0.20
2016,126,0,29223,Sam Saunders,15.1,106,702,+0.14
2016,126,0,26331,Charl Schwartzel,15.1,116,768,+0.08
2016,128,0,26329,Louis Oosthuizen,15.12,88,582,+0.03
2016,129,0,20691,Greg Owen,15.22,145,953,+0.07
2016,130,0,20766,Padraig Harrington,15.3,93,608,+0.12
2016,131,0,33141,Keegan Bradley,15.31,134,875,+0.15
2016,131,0,29461,Jamie Lovemark,15.31,175,1143,+0.01
2016,133,0,36689,Brooks Koepka,15.45,129,835,-0.01
2016,134,0,24781,Hunter Mahan,15.46,107,692,+0.02
2016,135,0,33448,Justin Thomas,15.5,160,1032,+0.03
2016,136,0,21731,Freddie Jacobson,15.52,154,992,+0.16
2016,137,0,27466,Spencer Levin,15.62,179,1146,+0.11
2016,138,0,45526,Abraham Ancer,15.63,83,531,+0.18
2016,139,0,32150,Michael Thompson,15.64,117,748,+0.20
2016,140,0,25349,Tim Wilkinson,15.68,109,695,+0.10
2016,141,0,30927,Brendon Todd,15.73,118,750,+0.08
2016,142,0,25834,Daniel Summerhays,15.74,173,1099,+0.03
2016,143,0,32618,Rhein Gibson,15.84,96,606,+0.10
2016,143,0,31323,Gary Woodland,15.84,169,1067,-0.07
2016,145,0,29485,Brett Stegmaier,15.86,164,1034,+0.15
2016,146,0,35539,Luke Guthrie,15.91,98,616,-0.12
2016,147,0,32876,Martin Piller,15.95,104,652,+0.04
2016,148,0,23638,Brendon de Jonge,15.98,144,901,+0.09
2016,149,0,34431,Robert Streb,16.03,147,917,+0.10
2016,150,0,24912,Will MacKenzie,16.07,147,915,+0.12
2016,151,0,35532,Tom Hoge,16.09,140,870,+0.19
2016,152,0,29725,Tony Finau,16.14,173,1072,-0.02
2016,152,0,23353,J.J. Henry,16.14,138,855,E
2016,154,0,6567,Vijay Singh,16.24,146,899,+0.09
2016,155,0,20157,Retief Goosen,16.29,107,657,+0.05
2016,156,0,29720,Andres Gonzales,16.36,144,880,-0.01
2016,157,0,24358,Robert Garrigus,16.45,125,760,+0.06
2016,158,0,33419,Cameron Tringale,16.49,160,970,+0.07
2016,159,0,34099,Harris English,16.63,167,1004,+0.05
2016,160,0,27770,Camilo Villegas,16.67,163,978,+0.17
2016,161,0,29420,Billy Horschel,16.75,133,794,+0.09
2016,161,0,30944,Jason Kokrak,16.75,173,1033,-0.04
2016,161,0,28132,Tyrone Van Aswegen,16.75,202,1206,+0.07
2016,164,0,28114,Dawie van der Walt,16.86,131,777,+0.12
2016,165,0,29289,S.Y. Noh,16.93,160,945,+0.01
2016,166,0,28089,Jason Day,17.02,128,752,-0.06
2016,167,0,27141,J.B. Holmes,17.25,144,835,+0.01
2016,168,0,27974,Sung Kang,17.26,174,1008,+0.03
2016,169,0,27129,Luke List,17.29,153,885,-0.05
2016,170,0,29221,Webb Simpson,17.43,141,809,E
2016,171,0,29222,Billy Hurley III,17.52,144,822,+0.07
2016,172,0,10885,Robert Allenby,17.67,100,566,+0.13
2016,173,0,23983,Luke Donald,17.71,144,813,+0.10
2016,174,0,31416,Derek Fathauer,17.72,185,1044,+0.09
2016,175,0,34563,Chesson Hadley,17.75,164,924,+0.08
2016,176,0,35300,Andrew Loupe,17.77,161,906,-0.01
2016,177,0,31420,Anirban Lahiri,18.17,121,666,+0.13
2016,178,0,24502,Adam Scott,18.21,142,780,+0.06
2016,178,0,25632,Jimmy Walker,18.21,177,972,E
2016,180,0,20229,Stewart Cink,18.41,125,679,+0.06
2016,181,0,25804,Bubba Watson,18.57,132,711,E
2016,182,0,24494,Erik Compton,18.72,132,705,+0.15
2016,183,0,1810,Phil Mickelson,18.89,153,810,-0.02
2016,184,0,33667,Carlos Ortiz,20.07,167,832,+0.08
2016,185,0,25274,Steven Bowditch,20.81,154,740,+0.18
2005,1,0,21753,Brian Davis,6.28,62,987,+0.18
2005,2,0,12826,Paul Claxton,7.07,74,1046,+0.22
2005,3,0,19972,José Coceres,7.69,58,754,+0.21
2005,4,0,2239,Scott Verplank,7.88,79,1002,+0.28
2005,5,0,20623,Gavin Coles,7.97,78,979,+0.10
2005,6,0,20127,Chris Riley,8.04,58,721,+0.33
2005,7,0,1928,Corey Pavin,8.32,80,962,+0.15
2005,8,0,6621,Joe Durant,8.41,88,1046,+0.03
2005,9,0,2214,Kirk Triplett,8.49,57,671,+0.32
2005,10,0,1142,Bart Bryant,8.55,99,1158,+0.20
2005,11,0,8385,Omar Uresti,8.59,96,1117,+0.06
2005,11,0,20812,Tjaart van der Walt,8.59,67,780,+0.12
2005,13,0,19881,Robert Damron,8.64,107,1239,+0.21
2005,14,0,26758,David Hearn,8.71,80,919,+0.11
2005,15,0,1381,Fred Funk,8.88,110,1239,+0.25
2005,16,0,2010,Loren Roberts,8.99,64,712,+0.17
2005,17,0,1766,Billy Mayfair,9.03,136,1506,+0.13
2005,18,0,1226,Fred Couples,9.1,66,725,+0.15
2005,19,0,1677,Tom Lehman,9.28,71,765,+0.23
2005,20,0,1487,Jeff Hart,9.31,79,849,+0.19
2005,21,0,20474,Phillip Price,9.36,95,1015,+0.04
2005,22,0,2101,Joey Sindelar,9.38,136,1450,+0.17
2005,23,0,22295,Darron Stiles,9.52,101,1061,+0.16
2005,24,0,8123,Jeff Brehaut,9.67,90,931,+0.12
2005,24,0,1132,Mark Brooks,9.67,94,972,+0.18
2005,26,0,10425,Jay Williamson,9.74,72,739,+0.11
2005,27,0,1219,John Cook,9.79,90,919,+0.13
2005,28,0,24024,Zach Johnson,10.15,121,1192,+0.17
2005,29,0,12454,Mario Tiziani,10.17,92,905,+0.11
2005,30,0,1388,Robert Gamez,10.2,126,1235,+0.24
2005,31,0,21806,Paul Gow,10.26,106,1033,+0.26
2005,32,0,1797,Rocco Mediate,10.34,99,957,+0.04
2005,33,0,2246,Duffy Waldorf,10.39,113,1088,+0.05
2005,34,0,21949,Joe Ogilvie,10.4,123,1183,+0.11
2005,34,0,23349,Charles Warren,10.4,126,1211,-0.03
2005,36,0,19824,Craig Barlow,10.44,106,1015,+0.06
2005,36,0,20099,Doug Barron,10.44,102,977,+0.08
2005,38,0,10201,Matt Gogel,10.47,111,1060,+0.10
2005,39,0,22621,Ben Curtis,10.57,81,766,+0.20
2005,39,0,24138,Ian Poulter,10.57,59,558,+0.14
2005,41,0,20160,Charlie Wi,10.58,96,907,+0.08
2005,42,0,25847,Rob Rashell,10.59,90,850,+0.26
2005,43,0,23325,Vaughn Taylor,10.63,141,1327,+0.13
2005,44,0,1313,Steve Elkington,10.64,87,818,+0.08
2005,45,0,10733,Kent Jones,10.75,145,1349,+0.14
2005,46,0,1887,Mark O'Meara,10.77,90,836,+0.13
2005,47,0,1320,Bob Estes,10.79,126,1168,+0.10
2005,47,0,10809,Jim Furyk,10.79,119,1103,+0.03
2005,47,0,10962,Bradley Hughes,10.79,78,723,+0.17
2005,47,0,22293,Heath Slocum,10.79,143,1325,-0.01
2005,51,0,1024,Billy Andrade,10.83,122,1127,+0.16
2005,51,0,21951,Joey Snyder III,10.83,148,1367,+0.15
2005,53,0,1127,Danny Briggs,10.85,103,949,+0.21
2005,53,0,10423,Mike Weir,10.85,79,728,+0.14
2005,55,0,2104,Jeff Sluman,10.87,139,1279,+0.10
2005,56,0,8075,Jerry Kelly,10.94,129,1179,+0.17
2005,57,0,1457,Jay Haas,11.0,66,600,+0.05
2005,58,0,1473,Todd Hamilton,11.02,122,1107,+0.15
2005,59,0,20121,Todd Fischer,11.03,149,1351,+0.28
2005,60,0,1619,Skip Kendall,11.05,120,1086,+0.13
2005,61,0,1139,Olin Browne,11.08,140,1263,+0.08
2005,62,0,20498,Briny Baird,11.15,149,1336,+0.07
2005,62,0,23108,Matt Kuchar,11.15,90,807,+0.11
2005,64,0,10885,Robert Allenby,11.24,124,1103,+0.04
2005,65,0,6573,Brandt Jobe,11.33,139,1227,+0.09
2005,65,0,1599,Steve Jones,11.33,79,697,+0.20
2005,65,0,11032,Frank Lickliter II,11.33,145,1280,+0.15
2005,68,0,10585,Scott McCarron,11.38,108,949,+0.06
2005,69,0,26420,Richard Johnson,11.39,76,667,+0.12
2005,70,0,1948,Tim Petrovic,11.52,143,1241,+0.31
2005,71,0,6575,Dudley Hart,11.54,129,1118,+0.19
2005,72,0,8537,J.P. Hayes,11.57,95,821,+0.08
2005,73,0,1941,Tom Pernice Jr.,11.62,157,1351,+0.01
2005,74,0,21805,Harrison Frazar,11.65,164,1408,+0.10
2005,75,0,25345,Carl Pettersson,11.66,167,1432,+0.07
2005,76,0,24357,K.J. Choi,11.68,93,796,+0.20
2005,77,0,1157,Tom Byrum,11.69,132,1129,+0.25
2005,78,0,2223,Bob Tway,11.7,119,1017,+0.08
2005,79,0,1666,Bernhard Langer,11.72,83,708,-0.04
2005,80,0,20382,Stephen Leaney,11.75,137,1166,+0.15
2005,81,0,1927,Dennis Paulson,11.76,103,876,+0.13
2005,82,0,20691,Greg Owen,11.8,125,1059,+0.09
2005,83,0,22548,Patrick Sheehan,11.87,175,1474,+0.14
2005,84,0,20628,Arron Oberholser,11.9,91,765,+0.01
2005,85,0,1685,J.L. Lewis,11.92,149,1250,+0.17
2005,86,0,28088,Matt Davidson,11.94,88,737,+0.09
2005,86,0,6599,John Elliott,11.94,93,779,+0.20
2005,88,0,23614,Rich Beem,11.95,90,753,+0.11
2005,89,0,20472,Alex Cejka,11.97,128,1069,+0.17
2005,90,0,1042,Paul Azinger,11.98,107,893,+0.25
2005,91,0,1724,Jeff Maggert,12.0,107,892,+0.15
