YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2015,149,0,27936,Martin Laird,4.72,48,1016,+0.292
2015,150,0,20766,Padraig Harrington,4.68,32,684,+0.219
2015,151,0,33461,Morgan Hoffmann,4.67,45,964,+0.200
2015,152,0,25364,Paul Casey,4.65,41,881,-0.122
2015,152,0,20691,Greg Owen,4.65,26,559,-0.115
2015,154,0,31323,Gary Woodland,4.51,34,754,+0.118
2015,155,0,33418,Shawn Stefani,4.49,55,1226,+0.145
2015,156,0,25369,Jamie Donaldson,4.48,20,446,+0.200
2015,157,0,34431,Robert Streb,4.45,60,1348,+0.150
2015,158,0,25900,Lucas Glover,4.39,44,1002,+0.159
2015,159,0,32839,Hideki Matsuyama,4.37,43,984,-0.163
2015,160,0,24507,Jason Bohn,4.29,52,1212,-0.019
2015,161,0,29725,Tony Finau,4.28,55,1284,+0.200
2015,162,0,27644,Brian Harman,4.2,46,1094,+0.043
2015,163,0,12716,Charley Hoffman,4.04,43,1064,E
2015,164,0,26476,Chez Reavie,4.02,28,697,+0.107
2015,165,0,37273,Derek Ernst,3.99,35,878,+0.229
2015,166,0,33448,Justin Thomas,3.96,53,1338,+0.094
2015,167,0,27214,Kevin Streelman,3.92,40,1020,+0.050
2015,168,0,29420,Billy Horschel,3.81,39,1024,-0.026
2015,169,0,20593,Greg Chalmers,3.8,19,500,+0.211
2015,170,0,30736,Oscar Fraustro,3.77,21,557,+0.286
2015,171,0,28089,Jason Day,3.74,30,802,-0.133
2015,172,0,21961,Charles Howell III,3.7,51,1380,+0.176
2015,173,0,33141,Keegan Bradley,3.58,32,894,E
2015,173,0,23320,Ryan Palmer,3.58,27,754,E
2015,175,0,34046,Jordan Spieth,3.48,32,920,E
2015,176,0,27141,J.B. Holmes,3.34,31,928,+0.226
2015,177,0,23108,Matt Kuchar,3.25,35,1076,+0.114
2015,178,0,29221,Webb Simpson,3.24,29,894,+0.103
2015,179,0,36689,Brooks Koepka,3.19,29,910,+0.172
2015,180,0,21209,Sergio Garcia,2.98,15,504,+0.067
2015,181,0,1810,Phil Mickelson,2.86,22,768,+0.136
2015,182,0,36699,Patrick Rodgers,2.8,18,642,+0.222
2015,183,0,30925,Dustin Johnson,2.65,20,756,-0.150
2015,184,0,25804,Bubba Watson,2.54,20,788,+0.300
2012,1,0,1116,Michael Bradley,12.61,97,769,+0.175
2012,2,0,22348,Nick O'Hern,11.71,111,948,+0.270
2012,3,0,1941,Tom Pernice Jr.,10.62,77,725,+0.208
2012,4,0,23718,Nathan Green,9.65,77,798,+0.286
2012,5,0,30711,Colt Knost,9.51,89,936,+0.180
2012,6,0,22378,Trevor Immelman,8.78,70,797,+0.100
2012,7,0,23800,Bryce Molder,8.16,81,993,+0.235
2012,8,0,23353,J.J. Henry,8.09,80,989,+0.138
2012,9,0,29222,Billy Hurley III,8.02,64,798,+0.438
2012,10,0,20160,Charlie Wi,7.97,81,1016,+0.160
2012,11,0,1320,Bob Estes,7.95,72,906,+0.208
2012,11,0,6573,Brandt Jobe,7.95,50,629,+0.220
2012,13,0,20623,Gavin Coles,7.9,63,797,+0.143
2012,14,0,24507,Jason Bohn,7.84,72,918,+0.069
2012,15,0,27060,John Mallinger,7.76,68,876,+0.118
2012,16,0,21350,Ryuji Imada,7.68,74,963,+0.351
2012,17,0,27974,Sung Kang,7.65,66,863,+0.576
2012,18,0,32150,Michael Thompson,7.63,69,904,+0.174
2012,19,0,8075,Jerry Kelly,7.57,77,1017,+0.078
2012,20,0,27797,Derek Lamely,7.3,57,781,+0.211
2012,21,0,10860,Justin Leonard,7.19,68,946,+0.324
2012,22,0,25632,Jimmy Walker,7.1,90,1268,+0.144
2012,23,0,20593,Greg Chalmers,7.08,74,1045,+0.338
2012,24,0,25396,Kevin Na,7.05,64,908,+0.172
2012,24,0,21878,Mark Wilson,7.05,67,950,+0.134
2012,26,0,8793,Tiger Woods,6.99,47,672,+0.021
2012,27,0,20104,Ken Duke,6.94,87,1254,+0.241
2012,28,0,19846,Brian Gay,6.91,75,1086,+0.213
2012,29,0,24846,Ricky Barnes,6.89,79,1146,+0.329
2012,30,0,6251,Chris DiMarco,6.79,68,1002,+0.162
2012,31,0,20098,Stuart Appleby,6.73,61,907,+0.213
2012,32,0,28087,Kris Blanks,6.71,56,835,+0.161
2012,33,0,22961,David Mathis,6.65,64,963,+0.313
2012,34,0,21407,Arjun Atwal,6.64,61,919,+0.213
2012,35,0,26331,Charl Schwartzel,6.63,37,558,+0.108
2012,35,0,21528,Henrik Stenson,6.63,39,588,+0.051
2012,37,0,32698,Bobby Gates,6.6,70,1060,+0.200
2012,38,0,21209,Sergio Garcia,6.54,40,612,+0.125
2012,39,0,26851,Marc Leishman,6.51,69,1060,+0.188
2012,39,0,25834,Daniel Summerhays,6.51,62,952,+0.032
2012,41,0,23204,Gary Christian,6.5,68,1046,+0.162
2012,42,0,28259,Sangmoon Bae,6.44,51,792,+0.216
2012,42,0,23983,Luke Donald,6.44,43,668,+0.279
2012,44,0,20766,Padraig Harrington,6.39,40,626,+0.225
2012,45,0,24357,K.J. Choi,6.38,50,784,+0.120
2012,46,0,2206,David Toms,6.35,39,614,+0.205
2012,47,0,22371,Aaron Baddeley,6.33,49,774,+0.408
2012,47,0,20070,Matt Bettencourt,6.33,53,837,+0.302
2012,49,0,28089,Jason Day,6.27,41,654,+0.220
2012,50,0,1249,John Daly,6.25,33,528,+0.030
2012,51,0,20850,Daniel Chopra,6.15,37,602,+0.405
2012,52,0,25457,Alexandre Rocha,6.14,43,700,-0.093
2012,53,0,20229,Stewart Cink,6.12,46,752,+0.283
2012,54,0,24604,Hunter Haas,6.05,44,727,+0.273
2012,55,0,22548,Patrick Sheehan,6.01,37,616,+0.162
2012,55,0,29518,Brendan Steele,6.01,54,898,+0.241
2012,57,0,21753,Brian Davis,5.99,66,1101,+0.273
2012,58,0,26476,Chez Reavie,5.88,54,918,+0.148
2012,59,0,23903,Stephen Gangluff,5.82,35,601,+0.314
2012,60,0,33419,Cameron Tringale,5.78,62,1072,+0.129
2012,61,0,6036,Scott Dunlap,5.75,37,644,+0.243
2012,62,0,24925,Jonathan Byrd,5.74,45,784,-0.089
2012,63,0,29476,Kyle Reifers,5.73,59,1030,+0.068
2012,64,0,12652,Cameron Beckman,5.71,55,963,+0.164
2012,65,0,27770,Camilo Villegas,5.7,58,1018,+0.224
2012,66,0,27556,Ted Potter Jr.,5.63,48,852,+0.333
2012,67,0,26679,Kevin Stadler,5.61,55,980,+0.036
2012,68,0,26596,Ryan Moore,5.58,63,1130,+0.111
2012,69,0,6004,Stephen Ames,5.54,30,542,+0.233
2012,69,0,31558,J.J. Killeen,5.54,65,1173,+0.185
2012,71,0,27963,Chris Stroud,5.53,58,1049,+0.121
2012,72,0,10809,Jim Furyk,5.52,50,906,+0.020
2012,73,0,24663,Y.E. Yang,5.51,37,672,+0.378
2012,74,0,23621,Rory Sabbatini,5.47,55,1006,+0.255
2012,74,0,30927,Brendon Todd,5.47,48,878,+0.438
2012,76,0,26758,David Hearn,5.45,67,1229,+0.060
2012,77,0,22582,Kyle Thompson,5.42,28,517,+0.286
2012,78,0,27214,Kevin Streelman,5.41,58,1073,+0.207
2012,79,0,30944,Jason Kokrak,5.4,52,963,+0.096
2012,80,0,33122,Russell Knox,5.36,42,783,+0.167
2012,80,0,25240,D.A. Points,5.36,60,1120,+0.067
2012,82,0,10885,Robert Allenby,5.33,49,920,+0.306
2012,83,0,12510,Chad Campbell,5.3,54,1019,+0.019
2012,84,0,11123,Chris Couch,5.19,39,751,+0.154
2012,84,0,1797,Rocco Mediate,5.19,42,809,+0.262
2012,84,0,26287,Roland Thatcher,5.19,32,616,E
2012,87,0,27064,Jhonattan Vegas,5.17,50,967,+0.380
2012,88,0,26951,Johnson Wagner,5.16,55,1066,+0.109
2012,89,0,32200,Roberto Castro,5.15,54,1048,+0.185
2012,90,0,27436,Graham DeLaet,5.14,51,992,+0.078
2012,90,0,23409,James Driscoll,5.14,50,973,+0.400
2012,92,0,27466,Spencer Levin,5.1,47,922,+0.128
2012,92,0,24361,Pat Perez,5.1,49,960,+0.102
2012,94,0,12782,Tim Herron,5.09,54,1061,+0.185
2012,94,0,20572,Rod Pampling,5.09,49,963,+0.184
2012,96,0,29479,Scott Brown,5.06,36,711,-0.056
2012,97,0,29910,Blake Adams,5.05,62,1228,+0.177
2012,97,0,34174,John Huh,5.05,60,1188,-0.017
2012,97,0,24024,Zach Johnson,5.05,52,1030,+0.135
2012,97,0,29289,S.Y. Noh,5.05,60,1187,+0.033
2012,101,0,20848,Ángel Cabrera,5.04,26,516,+0.346
2012,102,0,28093,Miguel Angel Carballo,5.03,40,796,+0.250
2012,102,0,24494,Erik Compton,5.03,45,894,+0.333
2012,104,0,8725,Tom Gillis,4.99,48,961,+0.083
2012,104,0,31323,Gary Woodland,4.99,37,742,+0.189
2012,106,0,29926,Danny Lee,4.98,41,824,+0.049
2012,107,0,24490,George McNeill,4.96,49,988,+0.245
2012,108,0,24358,Robert Garrigus,4.95,51,1030,+0.098
2012,108,0,30926,Chris Kirk,4.95,59,1192,+0.271
2012,108,0,1706,Davis Love III,4.95,36,728,+0.139
2012,111,0,28307,Matt Every,4.92,44,894,+0.114
2012,112,0,21805,Harrison Frazar,4.89,33,675,+0.273
2012,112,0,24138,Ian Poulter,4.89,26,532,-0.038
2012,114,0,23788,D.J. Trahan,4.86,42,865,+0.167
2012,115,0,6034,Marco Dawson,4.83,31,642,+0.258
2012,116,0,31202,William McGirt,4.82,53,1100,+0.132
2012,117,0,10213,Dicky Pride,4.81,33,686,+0.212
2012,118,0,33120,Mark Anderson,4.8,41,854,+0.220
2012,118,0,23325,Vaughn Taylor,4.8,43,895,E
2012,120,0,23638,Brendon de Jonge,4.78,68,1424,+0.176
2012,121,0,20645,John Senden,4.76,41,862,+0.073
2012,122,0,27120,Troy Matteson,4.75,55,1157,+0.055
2012,123,0,22405,Justin Rose,4.74,35,738,-0.057
2012,124,0,22046,Geoff Ogilvy,4.7,36,766,+0.250
2012,125,0,27895,Jonas Blixt,4.69,42,895,+0.119
2012,125,0,24140,Sean O'Hair,4.69,50,1066,+0.200
2012,127,0,20691,Greg Owen,4.66,50,1074,+0.320
2012,128,0,21961,Charles Howell III,4.65,50,1076,+0.240
2012,128,0,25562,Andres Romero,4.65,35,752,+0.371
2012,128,0,27649,Brandt Snedeker,4.65,42,904,-0.024
2012,131,0,34099,Harris English,4.61,56,1214,+0.214
2012,131,0,30750,Tommy Gainey,4.61,58,1257,+0.190
2012,133,0,1766,Billy Mayfair,4.59,50,1089,+0.200
2012,134,0,22293,Heath Slocum,4.58,48,1048,+0.188
2012,135,0,21731,Freddie Jacobson,4.55,28,616,+0.250
2012,135,0,22913,John Rollins,4.55,45,990,+0.067
2012,137,0,23320,Ryan Palmer,4.53,45,993,+0.133
2012,138,0,35139,Richard Lee,4.52,36,797,+0.306
2012,139,0,28455,Will Claxton,4.42,53,1200,+0.075
2012,140,0,27933,John Merrick,4.38,44,1005,+0.023
2012,141,0,29221,Webb Simpson,4.33,40,924,+0.025
2012,142,0,23542,Tommy Biershenk,4.32,35,810,+0.514
2012,142,0,24924,Bill Haas,4.32,37,856,+0.135
2012,144,0,6522,Ernie Els,4.3,39,906,+0.026
2012,145,0,23541,Ben Crane,4.25,37,870,+0.135
2012,146,0,27095,Nick Watney,4.23,45,1064,+0.067
2012,147,0,33141,Keegan Bradley,4.21,42,998,E
2012,148,0,28500,Martin Flores,4.19,48,1146,+0.229
2012,149,0,22621,Ben Curtis,4.17,28,672,+0.036
2012,150,0,25818,Scott Piercy,4.16,50,1203,+0.120
2012,151,0,25572,Graeme McDowell,4.14,22,532,-0.045
2012,152,0,24781,Hunter Mahan,4.13,37,896,+0.027
2012,153,0,30692,Scott Stallings,4.09,39,954,+0.077
2012,154,0,30852,Ryo Ishikawa,4.07,21,516,-0.048
2012,154,0,6567,Vijay Singh,4.07,46,1130,+0.174
2012,156,0,28475,Jeff Overton,4.06,52,1282,+0.077
2012,157,0,32102,Rickie Fowler,4.0,37,924,+0.162
2012,158,0,34021,Bud Cauley,3.94,50,1268,+0.260
2012,159,0,20396,Lee Westwood,3.93,22,560,+0.136
2012,160,0,32366,Kevin Chappell,3.89,39,1002,+0.231
2012,161,0,25345,Carl Pettersson,3.85,43,1116,+0.302
2012,162,0,6527,Steve Stricker,3.82,29,760,-0.172
2012,163,0,20574,Mathew Goggin,3.77,29,769,+0.241
2012,164,0,27302,Garth Mulroy,3.73,24,644,+0.375
2012,165,0,23135,Tim Clark,3.72,26,698,+0.231
2012,166,0,28308,Troy Kelly,3.65,26,712,+0.154
2012,167,0,25686,Jason Dufner,3.6,32,890,-0.094
2012,168,0,29420,Billy Horschel,3.57,24,672,+0.083
2012,169,0,30110,Kyle Stanley,3.47,34,979,+0.118
2012,170,0,27644,Brian Harman,3.42,42,1228,+0.024
2012,170,0,26300,Matt Jones,3.42,21,614,+0.238
2012,172,0,12716,Charley Hoffman,3.31,35,1059,+0.400
2012,172,0,24502,Adam Scott,3.31,19,574,+0.053
2012,174,0,27330,Josh Teater,3.28,38,1158,+0.237
2012,175,0,23108,Matt Kuchar,3.27,30,918,+0.100
2012,176,0,28237,Rory McIlroy,3.21,18,560,+0.111
2012,176,0,23623,Bo Van Pelt,3.21,29,904,-0.069
2012,178,0,32334,Charlie Beljan,3.17,19,600,+0.211
2012,179,0,27141,J.B. Holmes,3.11,34,1092,+0.647
2012,179,0,23548,Bill Lunde,3.11,29,933,+0.172
2012,181,0,26289,Boo Weekley,3.09,25,810,+0.160
2012,182,0,26329,Louis Oosthuizen,3.08,21,682,+0.381
2012,183,0,25804,Bubba Watson,3.06,22,718,+0.455
2012,184,0,27936,Martin Laird,3.04,23,756,+0.304
2012,185,0,24940,Edward Loar,2.99,18,602,+0.500
2012,186,0,25892,Steve Wheatcroft,2.89,17,588,+0.412
2012,187,0,29478,Kevin Kisner,2.84,21,740,+0.190
2012,188,0,1724,Jeff Maggert,2.76,30,1088,+0.067
2012,189,0,30925,Dustin Johnson,2.56,19,741,-0.158
2012,190,0,1810,Phil Mickelson,2.51,21,838,-0.190
2012,191,0,19970,Robert Karlsson,2.44,14,574,+0.214
2008,1,0,1928,Corey Pavin,19.72,153,776,+0.131
2008,2,0,25190,Jeff Quinney,11.36,116,1021,+0.190
2008,3,0,20623,Gavin Coles,10.95,67,612,+0.149
2008,4,0,26420,Richard Johnson,10.41,71,682,+0.169
2008,5,0,12680,Shigeki Maruyama,10.15,59,581,+0.288
2008,6,0,19913,Ron Whittaker,10.0,57,570,+0.123
2008,7,0,1139,Olin Browne,9.75,95,974,+0.063
2008,8,0,20127,Chris Riley,9.71,54,556,+0.148
2008,9,0,6090,Jim McGovern,9.23,81,878,+0.160
2008,10,0,8845,Scott Sterling,9.01,93,1032,+0.075
2008,11,0,6643,Paul Goydos,8.95,84,939,+0.083
2008,12,0,1320,Bob Estes,8.85,106,1198,+0.104
2008,13,0,20443,Jin Park,8.73,85,974,+0.365
2008,14,0,7457,Steve Flesch,8.67,98,1130,+0.255
2008,15,0,19846,Brian Gay,8.65,104,1202,+0.173
2008,16,0,26500,Alejandro Cañizares,8.6,49,570,+0.020
2008,17,0,25720,Chad Collins,8.31,73,878,+0.233
2008,18,0,6012,Greg Kraft,8.17,57,698,+0.281
2008,19,0,8931,Glen Day,8.09,63,779,+0.175
2008,20,0,1577,Lee Janzen,8.05,84,1043,+0.048
2008,21,0,22806,Doug LaBelle II,7.98,57,714,+0.281
2008,22,0,10733,Kent Jones,7.96,61,766,+0.213
2008,22,0,20382,Stephen Leaney,7.96,50,628,+0.080
2008,24,0,9011,David Duval,7.87,45,572,+0.422
2008,25,0,10505,Shane Bertsch,7.83,98,1252,+0.112
2008,26,0,22548,Patrick Sheehan,7.8,114,1461,+0.140
2008,27,0,6034,Marco Dawson,7.73,58,750,+0.086
2008,28,0,7547,Craig Kanada,7.68,59,768,+0.271
2008,29,0,24024,Zach Johnson,7.62,76,998,+0.026
2008,30,0,12602,Dean Wilson,7.56,98,1296,+0.143
2008,31,0,12823,Carlos Franco,7.52,66,878,+0.091
2008,32,0,26596,Ryan Moore,7.5,66,880,+0.212
2008,33,0,12826,Paul Claxton,7.47,52,696,+0.327
2008,34,0,8075,Jerry Kelly,7.46,77,1032,+0.221
2008,34,0,22348,Nick O'Hern,7.46,74,992,+0.108
2008,36,0,6251,Chris DiMarco,7.45,79,1060,+0.291
2008,37,0,22892,Jason Gore,7.44,88,1183,-0.011
2008,37,0,24449,Parker McLachlin,7.44,82,1102,+0.256
2008,39,0,1388,Robert Gamez,7.39,73,988,+0.096
2008,40,0,12660,Jesper Parnevik,7.37,77,1045,+0.065
2008,41,0,21350,Ryuji Imada,7.28,69,948,+0.145
2008,42,0,2223,Bob Tway,7.18,57,794,+0.140
2008,43,0,25396,Kevin Na,7.01,89,1269,+0.191
2008,44,0,1948,Tim Petrovic,6.99,79,1130,+0.177
2008,45,0,1473,Todd Hamilton,6.98,72,1031,+0.153
2008,46,0,6527,Steve Stricker,6.77,55,812,+0.091
2008,47,0,12510,Chad Campbell,6.75,80,1186,+0.113
2008,47,0,10585,Scott McCarron,6.75,51,756,+0.078
2008,49,0,6575,Dudley Hart,6.72,63,938,-0.032
2008,50,0,23048,Eric Axley,6.66,91,1366,+0.275
2008,51,0,21878,Mark Wilson,6.61,96,1452,+0.135
2008,52,0,26668,Marc Turnesa,6.6,70,1060,+0.286
2008,53,0,7749,Brett Quigley,6.58,67,1018,+0.179
2008,54,0,6004,Stephen Ames,6.5,60,923,+0.133
2008,54,0,20105,Jeff Gove,6.5,40,615,E
2008,56,0,2239,Scott Verplank,6.47,59,912,+0.068
2008,57,0,23409,James Driscoll,6.44,68,1056,+0.265
2008,58,0,27933,John Merrick,6.42,69,1074,+0.087
2008,59,0,22378,Trevor Immelman,6.38,48,752,+0.188
2008,60,0,6197,Michael Allen,6.33,69,1090,+0.159
2008,61,0,25804,Bubba Watson,6.26,70,1118,+0.114
2008,62,0,10423,Mike Weir,6.25,58,928,+0.017
2008,63,0,23718,Nathan Green,6.24,79,1266,+0.253
2008,64,0,20104,Ken Duke,6.22,91,1462,+0.121
2008,65,0,1677,Tom Lehman,6.2,33,532,+0.273
2008,66,0,12782,Tim Herron,6.19,75,1211,+0.160
2008,67,0,27060,John Mallinger,6.16,72,1169,+0.208
2008,68,0,8537,J.P. Hayes,6.15,54,878,+0.500
2008,69,0,6573,Brandt Jobe,6.12,40,654,E
2008,69,0,20160,Charlie Wi,6.12,75,1226,+0.160
2008,71,0,1941,Tom Pernice Jr.,6.09,83,1364,+0.145
2008,72,0,20645,John Senden,6.03,69,1144,+0.072
2008,72,0,22582,Kyle Thompson,6.03,48,796,+0.375
2008,74,0,23108,Matt Kuchar,6.02,59,980,+0.220
2008,75,0,1142,Bart Bryant,6.0,56,934,+0.089
2008,76,0,27649,Brandt Snedeker,5.97,56,938,+0.018
2008,77,0,10860,Justin Leonard,5.95,61,1026,-0.148
2008,77,0,24138,Ian Poulter,5.95,30,504,+0.367
2008,79,0,1024,Billy Andrade,5.92,51,862,+0.275
2008,80,0,25632,Jimmy Walker,5.9,51,864,+0.255
2008,80,0,25349,Tim Wilkinson,5.9,66,1118,+0.121
2008,82,0,10809,Jim Furyk,5.88,62,1054,-0.081
2008,83,0,27963,Chris Stroud,5.87,54,920,-0.056
2008,84,0,10649,Tom Scherrer,5.86,36,614,+0.111
2008,85,0,22371,Aaron Baddeley,5.81,49,844,E
2008,85,0,8385,Omar Uresti,5.81,51,878,+0.275
2008,85,0,24663,Y.E. Yang,5.81,65,1118,+0.338
2008,88,0,25364,Paul Casey,5.8,29,500,+0.345
2008,88,0,24361,Pat Perez,5.8,64,1103,+0.094
2008,90,0,20574,Mathew Goggin,5.77,66,1144,+0.136
2008,91,0,24925,Jonathan Byrd,5.76,62,1076,+0.065
2008,92,0,23540,Jason Allred,5.75,40,696,+0.150
2008,93,0,25842,Jon Mills,5.71,62,1085,+0.258
2008,93,0,23623,Bo Van Pelt,5.71,74,1297,+0.257
2008,95,0,26476,Chez Reavie,5.67,71,1252,+0.169
2008,96,0,23320,Ryan Palmer,5.62,47,836,-0.043
2008,97,0,23778,Brad Adamonis,5.57,59,1059,+0.237
2008,98,0,24781,Hunter Mahan,5.56,56,1008,+0.179
2008,99,0,12705,Cliff Kresge,5.51,56,1016,+0.196
2008,99,0,28475,Jeff Overton,5.51,70,1270,+0.114
2008,101,0,20157,Retief Goosen,5.46,32,586,+0.406
2008,102,0,23353,J.J. Henry,5.43,75,1382,+0.067
2008,102,0,1766,Billy Mayfair,5.43,72,1326,+0.139
2008,104,0,1797,Rocco Mediate,5.39,52,964,+0.269
2008,105,0,20472,Alex Cejka,5.38,45,836,+0.400
2008,105,0,20572,Rod Pampling,5.38,51,948,+0.137
2008,107,0,10425,Jay Williamson,5.37,60,1118,+0.133
2008,108,0,6621,Joe Durant,5.36,59,1100,+0.085
2008,109,0,22621,Ben Curtis,5.33,47,882,+0.106
2008,110,0,23621,Rory Sabbatini,5.3,47,886,E
2008,111,0,1161,Mark Calcavecchia,5.29,40,756,+0.575
2008,112,0,20848,Ángel Cabrera,5.27,29,550,+0.207
2008,113,0,2002,John Riegger,5.26,47,893,+0.085
2008,114,0,12652,Cameron Beckman,5.24,54,1031,+0.204
2008,114,0,1707,Steve Lowery,5.24,49,935,+0.388
2008,116,0,1035,Tommy Armour III,5.23,48,917,+0.208
2008,117,0,20634,Peter Lonard,5.12,57,1114,+0.175
2008,118,0,24490,George McNeill,5.1,64,1256,+0.250
2008,119,0,20378,Mathias Grönberg,5.09,56,1100,+0.196
2008,120,0,22913,John Rollins,5.07,56,1104,+0.196
2008,121,0,21753,Brian Davis,5.06,72,1422,+0.111
2008,122,0,27613,David Lutterus,5.04,35,695,+0.400
2008,123,0,19803,Ryan Armour,5.02,53,1056,+0.113
2008,123,0,21731,Freddie Jacobson,5.02,45,896,+0.067
2008,125,0,26679,Kevin Stadler,5.0,51,1020,-0.039
2008,126,0,27561,Nick Flanagan,4.95,55,1111,+0.327
2008,127,0,23125,Brad Elder,4.92,37,752,+0.081
2008,128,0,20850,Daniel Chopra,4.87,47,966,+0.149
2008,129,0,26951,Johnson Wagner,4.84,46,950,+0.174
2008,130,0,23797,Brett Rumford,4.83,41,848,+0.317
2008,131,0,1313,Steve Elkington,4.81,49,1018,+0.122
2008,131,0,27936,Martin Laird,4.81,57,1186,+0.035
2008,133,0,26300,Matt Jones,4.78,56,1172,+0.179
2008,134,0,21961,Charles Howell III,4.76,58,1218,-0.034
2008,135,0,22293,Heath Slocum,4.75,57,1200,+0.140
2008,136,0,23325,Vaughn Taylor,4.72,62,1314,+0.129
2008,137,0,23135,Tim Clark,4.7,48,1022,-0.021
2008,138,0,10885,Robert Allenby,4.67,56,1200,E
2008,139,0,24357,K.J. Choi,4.61,37,802,+0.108
2008,140,0,12716,Charley Hoffman,4.56,55,1206,+0.127
2008,141,0,26695,Michael Letzig,4.55,47,1032,+0.255
2008,142,0,27120,Troy Matteson,4.52,56,1238,+0.143
2008,143,0,24227,Justin Bolli,4.5,46,1022,+0.196
2008,144,0,20663,Brenden Pappas,4.49,35,780,+0.200
2008,145,0,20498,Briny Baird,4.48,60,1338,+0.117
2008,145,0,2206,David Toms,4.48,35,782,E
2008,147,0,10875,Todd Demsey,4.44,44,990,+0.114
2008,148,0,25345,Carl Pettersson,4.43,60,1354,+0.150
2008,149,0,24912,Will MacKenzie,4.42,35,792,+0.086
2008,150,0,24924,Bill Haas,4.39,55,1252,+0.145
2008,151,0,11032,Frank Lickliter II,4.31,60,1392,+0.200
2008,152,0,1945,Kenny Perry,4.3,55,1280,E
2008,153,0,23614,Rich Beem,4.26,47,1102,+0.170
2008,154,0,23788,D.J. Trahan,4.24,46,1084,+0.174
2008,155,0,6595,Kevin Sutherland,4.23,52,1228,+0.077
2008,156,0,23541,Ben Crane,4.21,44,1046,+0.068
2008,157,0,6522,Ernie Els,4.18,21,502,+0.048
2008,158,0,21959,Ted Purdy,4.14,34,821,+0.353
2008,159,0,22046,Geoff Ogilvy,4.11,28,682,-0.107
2008,160,0,28158,Steve Marino,4.08,59,1447,+0.102
2008,161,0,1706,Davis Love III,4.07,37,908,-0.108
2008,161,0,23497,Tag Ridings,4.07,46,1130,+0.283
2008,163,0,30750,Tommy Gainey,4.05,26,642,+0.462
2008,164,0,27214,Kevin Streelman,4.0,54,1351,+0.259
2008,165,0,25900,Lucas Glover,3.97,46,1158,+0.217
2008,166,0,21949,Joe Ogilvie,3.94,48,1217,+0.167
2008,167,0,27095,Nick Watney,3.91,46,1176,+0.261
2008,168,0,27770,Camilo Villegas,3.85,34,882,+0.118
2008,169,0,20229,Stewart Cink,3.81,34,892,+0.029
2008,170,0,24358,Robert Garrigus,3.76,45,1196,+0.289
2008,171,0,21633,Steve Allan,3.73,25,670,+0.360
2008,172,0,28089,Jason Day,3.72,40,1076,+0.025
2008,173,0,24140,Sean O'Hair,3.69,35,948,+0.114
2008,174,0,26631,Cody Freeman,3.65,28,768,+0.429
2008,175,0,7867,Woody Austin,3.64,45,1236,+0.156
2008,176,0,21461,Kenneth Ferrie,3.59,30,836,+0.300
2008,176,0,21805,Harrison Frazar,3.59,31,863,+0.419
2008,178,0,20433,Mark Hensby,3.58,32,895,-0.063
2008,178,0,23349,Charles Warren,3.58,37,1033,+0.270
2008,180,0,21209,Sergio Garcia,3.57,28,784,+0.143
2008,181,0,6567,Vijay Singh,3.5,31,886,+0.129
2008,182,0,24502,Adam Scott,3.47,17,490,+0.529
2008,183,0,12309,Bob Sowards,3.44,25,726,+0.080
2008,184,0,25594,Travis Perkins,3.4,19,559,+0.474
2008,185,0,23157,Richard Johnson,3.27,31,948,+0.129
2008,186,0,26289,Boo Weekley,3.23,29,898,+0.103
2008,187,0,30925,Dustin Johnson,3.19,36,1127,+0.361
2008,188,0,20766,Padraig Harrington,3.13,14,448,+0.143
2008,189,0,20098,Stuart Appleby,3.1,29,934,+0.138
2008,190,0,1724,Jeff Maggert,3.0,33,1100,+0.182
2008,191,0,29718,Anthony Kim,2.97,27,910,+0.296
2008,192,0,1226,Fred Couples,2.96,21,710,+0.238
2008,193,0,1553,John Huston,2.94,20,680,+0.150
2008,194,0,25562,Andres Romero,2.62,18,686,+0.167
2008,194,0,28780,Nicholas Thompson,2.62,35,1338,+0.343
2008,196,0,27141,J.B. Holmes,2.28,22,964,+0.409
2008,197,0,1810,Phil Mickelson,2.06,17,826,+0.059
2001,1,0,1927,Dennis Paulson,25.0,1,4,+1.000
2001,2,0,21584,Richie Coughlan,20.0,2,10,+0.500
2001,2,0,24604,Hunter Haas,20.0,2,10,+2.500
2001,4,0,8063,Kelly Grunewald,18.18,2,11,-0.500
2001,5,0,20433,Mark Hensby,16.67,1,6,-1.000
2001,5,0,1943,Chris Perry,16.67,2,12,+1.000
2001,7,0,20099,Doug Barron,15.79,3,19,-0.333
2001,8,0,1157,Tom Byrum,14.29,5,35,+0.200
2001,8,0,10963,Jimmy Green,14.29,5,35,+0.600
2001,10,0,1378,David Frost,13.89,5,36,-0.400
2001,11,0,1132,Mark Brooks,13.79,4,29,-0.250
2001,12,0,6809,Bob Burns,13.64,6,44,-0.167
2001,12,0,22046,Geoff Ogilvy,13.64,3,22,E
2001,12,0,6591,Rocky Walcher,13.64,3,22,E
2001,15,0,2010,Loren Roberts,12.9,4,31,-0.250
2001,16,0,6643,Paul Goydos,12.12,4,33,-0.500
2001,17,0,12753,David Morland IV,11.76,4,34,+1.000
