YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
2013,33,0,25804,Bubba Watson,5.5,45,823,+0.311
2013,38,0,34409,David Lingmerth,5.6,44,787,+0.182
2013,38,0,27649,Brandt Snedeker,5.6,45,809,+0.022
2013,38,0,29518,Brendan Steele,5.6,60,1066,+0.267
2013,41,0,24357,K.J. Choi,5.7,50,876,+0.380
2013,41,0,33461,Morgan Hoffmann,5.7,42,731,E
2013,41,0,21099,David Lynn,5.7,44,775,+0.182
2013,41,0,24138,Ian Poulter,5.7,31,544,+0.032
2013,41,0,26951,Johnson Wagner,5.7,41,720,+0.171
2013,46,0,25444,Justin Hicks,5.8,53,916,+0.226
2013,46,0,34174,John Huh,5.8,61,1049,+0.246
2013,46,0,30692,Scott Stallings,5.8,53,912,+0.491
2013,49,0,22792,Peter Hanson,5.9,27,458,+0.074
2013,49,0,26300,Matt Jones,5.9,57,965,+0.228
2013,49,0,27408,Martin Kaymer,5.9,34,574,+0.382
2013,49,0,35139,Richard Lee,5.9,59,999,+0.237
2013,49,0,34431,Robert Streb,5.9,50,844,+0.060
2013,49,0,32150,Michael Thompson,5.9,43,730,+0.233
2013,49,0,28780,Nicholas Thompson,5.9,70,1191,+0.057
2013,56,0,20848,Ángel Cabrera,6.0,47,781,+0.298
2013,56,0,23638,Brendon de Jonge,6.0,80,1339,+0.338
2013,56,0,36884,Ben Kohles,6.0,51,856,+0.353
2013,56,0,1724,Jeff Maggert,6.0,48,796,+0.313
2013,56,0,23325,Vaughn Taylor,6.0,33,553,+0.121
2013,56,0,27330,Josh Teater,6.0,50,835,+0.200
2013,62,0,29740,Brad Fritsch,6.1,57,937,+0.175
2013,62,0,21209,Sergio Garcia,6.1,39,644,+0.231
2013,62,0,25900,Lucas Glover,6.1,44,717,+0.250
2013,62,0,27503,Steve LeBrun,6.1,45,734,+0.267
2013,62,0,26331,Charl Schwartzel,6.1,45,738,+0.200
2013,62,0,24502,Adam Scott,6.1,37,608,+0.297
2013,68,0,23135,Tim Clark,6.2,37,598,+0.054
2013,68,0,10213,Dicky Pride,6.2,51,819,+0.294
2013,68,0,29221,Webb Simpson,6.2,60,975,+0.233
2013,71,0,28455,Will Claxton,6.3,49,775,+0.265
2013,71,0,23541,Ben Crane,6.3,48,763,+0.167
2013,71,0,22621,Ben Curtis,6.3,40,638,+0.200
2013,71,0,6573,Brandt Jobe,6.3,46,733,+0.196
2013,71,0,28092,D.H. Lee,6.3,50,800,+0.240
2013,71,0,10860,Justin Leonard,6.3,65,1038,+0.185
2013,71,0,24490,George McNeill,6.3,56,889,+0.161
2013,71,0,22913,John Rollins,6.3,59,931,+0.136
2013,71,0,33419,Cameron Tringale,6.3,65,1037,+0.015
2013,80,0,32366,Kevin Chappell,6.4,59,928,+0.136
2013,80,0,23409,James Driscoll,6.4,55,860,+0.218
2013,80,0,24399,Scott Gardiner,6.4,46,716,+0.391
2013,80,0,24924,Bill Haas,6.4,61,960,+0.164
2013,80,0,22378,Trevor Immelman,6.4,55,853,+0.055
2013,80,0,27214,Kevin Streelman,6.4,60,943,+0.217
2013,86,0,23452,Nicolas Colsaerts,6.5,32,495,+0.219
2013,86,0,28089,Jason Day,6.5,55,841,+0.164
2013,86,0,25686,Jason Dufner,6.5,55,852,+0.218
2013,86,0,30711,Colt Knost,6.5,52,801,+0.346
2013,86,0,20691,Greg Owen,6.5,59,913,+0.339
2013,86,0,22056,Cameron Percy,6.5,51,786,+0.216
2013,86,0,25240,D.A. Points,6.5,61,942,+0.197
2013,86,0,10423,Mike Weir,6.5,42,645,+0.024
2013,86,0,26497,Casey Wittenberg,6.5,54,836,+0.074
2013,95,0,22371,Aaron Baddeley,6.6,53,801,+0.264
2013,95,0,29479,Scott Brown,6.6,50,761,+0.100
2013,95,0,29289,S.Y. Noh,6.6,56,845,+0.321
2013,95,0,20572,Rod Pampling,6.6,32,488,+0.125
2013,95,0,20645,John Senden,6.6,56,845,+0.036
2013,95,0,29425,Andrew Svoboda,6.6,32,486,+0.031
2013,95,0,27770,Camilo Villegas,6.6,59,888,+0.169
2013,102,0,32200,Roberto Castro,6.7,78,1163,+0.231
2013,102,0,32102,Rickie Fowler,6.7,55,820,+0.127
2013,102,0,22405,Justin Rose,6.7,43,640,E
2013,105,0,6004,Stephen Ames,6.8,41,604,+0.073
2013,105,0,24507,Jason Bohn,6.8,62,913,+0.226
2013,105,0,20593,Greg Chalmers,6.8,65,958,+0.077
2013,105,0,28237,Rory McIlroy,6.8,38,562,+0.158
2013,105,0,23320,Ryan Palmer,6.8,65,951,+0.154
2013,105,0,23497,Tag Ridings,6.8,54,793,+0.167
2013,105,0,23621,Rory Sabbatini,6.8,68,994,+0.162
2013,112,0,8725,Tom Gillis,6.9,57,832,+0.316
2013,112,0,30944,Jason Kokrak,6.9,68,985,+0.118
2013,112,0,27936,Martin Laird,6.9,50,729,+0.280
2013,115,0,20229,Stewart Cink,7.0,54,768,+0.056
2013,115,0,30925,Dustin Johnson,7.0,49,701,+0.122
2013,115,0,25818,Scott Piercy,7.0,60,857,+0.267
2013,115,0,28135,Aaron Watkins,7.0,34,486,+0.294
2013,115,0,31323,Gary Woodland,7.0,80,1144,+0.250
2013,115,0,24663,Y.E. Yang,7.0,40,570,+0.325
2013,121,0,20098,Stuart Appleby,7.1,77,1083,+0.078
2013,121,0,24846,Ricky Barnes,7.1,64,901,+0.094
2013,121,0,35539,Luke Guthrie,7.1,64,901,+0.047
2013,121,0,32448,James Hahn,7.1,66,925,+0.182
2013,121,0,19970,Robert Karlsson,7.1,36,510,+0.222
2013,121,0,27120,Troy Matteson,7.1,57,802,+0.070
2013,121,0,25572,Graeme McDowell,7.1,37,518,+0.243
2013,121,0,31560,Brian Stuard,7.1,62,873,+0.339
2013,121,0,28310,Lee Williams,7.1,50,708,+0.220
2013,130,0,28259,Sangmoon Bae,7.2,72,998,+0.319
2013,130,0,24227,Justin Bolli,7.2,46,636,+0.130
2013,130,0,25274,Steven Bowditch,7.2,57,790,+0.088
2013,130,0,28307,Matt Every,7.2,80,1110,+0.088
2013,130,0,30750,Tommy Gainey,7.2,75,1038,+0.120
2013,130,0,22046,Geoff Ogilvy,7.2,41,573,+0.146
2013,130,0,27963,Chris Stroud,7.2,78,1076,+0.167
2013,130,0,2206,David Toms,7.2,32,444,+0.125
2013,138,0,27895,Jonas Blixt,7.3,68,926,+0.132
2013,138,0,34021,Bud Cauley,7.3,56,772,+0.339
2013,138,0,28500,Martin Flores,7.3,76,1046,+0.224
2013,138,0,25336,Alistair Presnell,7.3,46,627,+0.413
2013,138,0,25562,Andres Romero,7.3,52,712,+0.192
2013,138,0,27095,Nick Watney,7.3,74,1011,+0.257
2013,138,0,26289,Boo Weekley,7.3,84,1154,+0.262
2013,138,0,8793,Tiger Woods,7.3,43,593,+0.256
2013,146,0,23983,Luke Donald,7.4,47,636,+0.128
2013,146,0,34099,Harris English,7.4,83,1129,+0.120
2013,146,0,29420,Billy Horschel,7.4,85,1147,+0.024
2013,146,0,30926,Chris Kirk,7.4,83,1116,+0.108
2013,146,0,23108,Matt Kuchar,7.4,71,958,+0.085
2013,146,0,23623,Bo Van Pelt,7.4,55,748,+0.218
2013,152,0,12716,Charley Hoffman,7.5,75,1005,+0.147
2013,152,0,21731,Freddie Jacobson,7.5,48,636,+0.063
2013,152,0,25834,Daniel Summerhays,7.5,81,1075,+0.247
2013,155,0,10885,Robert Allenby,7.6,54,710,+0.130
2013,156,0,27933,John Merrick,7.7,73,948,+0.205
2013,156,0,1810,Phil Mickelson,7.7,60,777,+0.017
2013,156,0,30110,Kyle Stanley,7.7,64,832,+0.188
2013,159,0,37273,Derek Ernst,7.8,53,681,+0.245
2013,159,0,26758,David Hearn,7.8,79,1013,+0.215
2013,161,0,12510,Chad Campbell,7.9,79,999,+0.152
2013,161,0,34261,Scott Langley,7.9,70,890,+0.314
2013,161,0,24140,Sean O'Hair,7.9,55,696,+0.164
2013,161,0,28475,Jeff Overton,7.9,81,1020,+0.210
2013,161,0,20396,Lee Westwood,7.9,56,708,+0.161
2013,166,0,1116,Michael Bradley,8.0,47,587,+0.213
2013,166,0,34360,Patrick Reed,8.0,81,1017,+0.284
2013,168,0,32698,Bobby Gates,8.2,42,515,+0.167
2013,169,0,27129,Luke List,8.4,58,693,+0.103
2013,169,0,25632,Jimmy Walker,8.4,86,1025,+0.012
2013,171,0,28679,Fabián Gómez,8.5,66,773,+0.152
2013,171,0,12782,Tim Herron,8.5,51,601,+0.118
2013,173,0,30852,Ryo Ishikawa,8.6,65,758,+0.200
2013,173,0,25345,Carl Pettersson,8.6,76,883,+0.224
2013,175,0,31202,William McGirt,8.7,85,982,+0.188
2013,175,0,6567,Vijay Singh,8.7,58,663,+0.190
2013,175,0,33418,Shawn Stefani,8.7,59,680,+0.305
2013,178,0,24494,Erik Compton,8.9,79,890,+0.139
2013,178,0,6522,Ernie Els,8.9,59,663,+0.186
2013,180,0,21961,Charles Howell III,9.8,108,1104,+0.157
2014,1,0,25444,Justin Hicks,3.4,42,1253,0.286
2014,2,0,22293,Heath Slocum,3.6,31,867,0.258
2014,3,0,23135,Tim Clark,3.7,32,862,0.375
2014,3,0,27556,Ted Potter Jr.,3.7,31,834,0.129
2014,5,0,2206,David Toms,4.1,31,750,0.097
2014,6,0,34174,John Huh,4.2,41,975,0.244
2014,7,0,21753,Brian Davis,4.3,48,1123,0.063
2014,7,0,28092,D.H. Lee,4.3,27,626,0.407
2014,9,0,20104,Ken Duke,4.6,42,921,0.214
2014,9,0,23623,Bo Van Pelt,4.6,43,931,0.163
2014,11,0,30925,Dustin Johnson,4.7,27,573,0.259
2014,11,0,25396,Kevin Na,4.7,51,1078,0.176
2014,13,0,20848,Ángel Cabrera,4.8,40,842,0.1
2014,13,0,21528,Henrik Stenson,4.8,25,526,0.2
2014,13,0,27214,Kevin Streelman,4.8,40,836,0.275
2014,16,0,28089,Jason Day,4.9,22,450,0.045
2014,16,0,24024,Zach Johnson,4.9,58,1174,0.345
2014,16,0,27466,Spencer Levin,4.9,34,691,-0.088
2014,16,0,28486,Michael Putnam,4.9,62,1255,0.403
2014,16,0,25804,Bubba Watson,4.9,38,776,0.237
2014,21,0,23638,Brendon de Jonge,5.0,64,1277,0.391
2014,21,0,34261,Scott Langley,5.0,55,1091,0.218
2014,23,0,10809,Jim Furyk,5.1,47,918,0.106
2014,23,0,19846,Brian Gay,5.1,45,875,0.267
2014,23,0,29461,Jamie Lovemark,5.1,33,647,0.485
2014,23,0,24912,Will MacKenzie,5.1,51,1006,0.314
2014,27,0,25720,Chad Collins,5.2,44,842,0.227
2014,27,0,27936,Martin Laird,5.2,40,766,0.1
2014,27,0,29221,Webb Simpson,5.2,53,1026,0.245
2014,27,0,33418,Shawn Stefani,5.2,41,793,0.244
2014,27,0,34265,Will Wilcox,5.2,29,559,0.31
2014,32,0,22621,Ben Curtis,5.3,47,885,0.191
2014,32,0,31557,Jim Herman,5.3,35,665,0.286
2014,32,0,29222,Billy Hurley III,5.3,53,1003,0.283
2014,32,0,25834,Daniel Summerhays,5.3,65,1226,0.2
2014,36,0,23541,Ben Crane,5.4,58,1078,0.172
2014,36,0,29740,Brad Fritsch,5.4,29,539,0.207
2014,36,0,26956,Bronson La'Cassie,5.4,27,498,0.148
2014,36,0,1724,Jeff Maggert,5.4,33,612,0.152
2014,40,0,34098,Russell Henley,5.5,57,1040,0.228
2014,40,0,31202,William McGirt,5.5,64,1168,0.172
2014,42,0,20498,Briny Baird,5.6,35,624,0.286
2014,42,0,24925,Jonathan Byrd,5.6,50,898,0.26
2014,42,0,33122,Russell Knox,5.6,65,1155,0.338
2014,42,0,10860,Justin Leonard,5.6,48,858,0.354
2014,42,0,26596,Ryan Moore,5.6,49,869,0.388
2014,42,0,23320,Ryan Palmer,5.6,52,928,0.019
2014,48,0,32102,Rickie Fowler,5.7,48,847,0.229
2014,48,0,24361,Pat Perez,5.7,59,1039,0.322
2014,48,0,24502,Adam Scott,5.7,45,783,0.178
2014,51,0,32334,Charlie Beljan,5.8,54,924,0.241
2014,51,0,24507,Jason Bohn,5.8,59,1010,0.153
2014,51,0,34563,Chesson Hadley,5.8,57,984,0.263
2014,51,0,27408,Martin Kaymer,5.8,39,668,0.41
2014,51,0,8075,Jerry Kelly,5.8,53,916,0.208
2014,51,0,27064,Jhonattan Vegas,5.8,51,882,0.235
2014,51,0,21878,Mark Wilson,5.8,46,790,0.174
2014,58,0,7867,Woody Austin,5.9,47,792,0.319
2014,58,0,28259,Sangmoon Bae,5.9,53,904,0.151
2014,58,0,12510,Chad Campbell,5.9,38,642,0.158
2014,58,0,24358,Robert Garrigus,5.9,59,1004,0.288
2014,58,0,25900,Lucas Glover,5.9,38,649,0.289
2014,58,0,28237,Rory McIlroy,5.9,39,665,0.385
2014,58,0,34431,Robert Streb,5.9,52,887,0.25
2014,58,0,30927,Brendon Todd,5.9,75,1263,0.187
2014,66,0,32200,Roberto Castro,6.0,49,811,0.184
2014,66,0,24494,Erik Compton,6.0,62,1029,0.194
2014,66,0,32448,James Hahn,6.0,61,1010,0.213
2014,66,0,30944,Jason Kokrak,6.0,50,835,0.16
2014,66,0,27933,John Merrick,6.0,60,1002,0.317
2014,71,0,24357,K.J. Choi,6.1,56,925,0.143
2014,71,0,35139,Richard Lee,6.1,52,846,0.462
2014,71,0,24781,Hunter Mahan,6.1,61,1001,0.115
2014,71,0,26331,Charl Schwartzel,6.1,46,748,0.217
2014,71,0,28780,Nicholas Thompson,6.1,59,969,0.186
2014,71,0,27770,Camilo Villegas,6.1,71,1156,0.239
2014,71,0,24663,Y.E. Yang,6.1,51,841,0.235
2014,78,0,20098,Stuart Appleby,6.2,72,1164,0.069
2014,78,0,20229,Stewart Cink,6.2,61,991,0.246
2014,78,0,34099,Harris English,6.2,63,1018,0.016
2014,78,0,32839,Hideki Matsuyama,6.2,55,893,0.164
2014,78,0,25345,Carl Pettersson,6.2,73,1175,0.164
2014,78,0,24138,Ian Poulter,6.2,35,565,0.4
2014,78,0,35732,Wes Roach,6.2,43,696,0.163
2014,78,0,22913,John Rollins,6.2,57,920,0.018
2014,78,0,20645,John Senden,6.2,70,1122,0.2
2014,78,0,31560,Brian Stuard,6.2,64,1028,0.219
2014,88,0,10885,Robert Allenby,6.3,61,965,0.18
2014,88,0,27141,J.B. Holmes,6.3,66,1044,0.318
2014,88,0,35300,Andrew Loupe,6.3,43,679,0.233
2014,88,0,27330,Josh Teater,6.3,65,1036,0.262
2014,92,0,23983,Luke Donald,6.4,39,606,0.103
2014,92,0,28500,Martin Flores,6.4,60,934,0.3
2014,92,0,27644,Brian Harman,6.4,90,1403,0.178
2014,92,0,25572,Graeme McDowell,6.4,41,640,0.293
2014,92,0,29289,S.Y. Noh,6.4,66,1029,0.106
2014,92,0,22046,Geoff Ogilvy,6.4,64,1007,0.25
2014,92,0,30692,Scott Stallings,6.4,55,863,0.364
2014,92,0,29425,Andrew Svoboda,6.4,59,918,0.034
2014,100,0,30750,Tommy Gainey,6.5,54,828,0.444
2014,100,0,23108,Matt Kuchar,6.5,69,1056,0.174
2014,100,0,1810,Phil Mickelson,6.5,45,690,0.133
2014,100,0,32150,Michael Thompson,6.5,54,829,0.056
2014,100,0,31323,Gary Woodland,6.5,66,1010,0.152
2014,105,0,29479,Scott Brown,6.6,76,1160,0.132
2014,105,0,37273,Derek Ernst,6.6,58,879,0.241
2014,105,0,29926,Danny Lee,6.6,63,956,0.254
2014,105,0,26851,Marc Leishman,6.6,62,945,0.226
2014,105,0,24490,George McNeill,6.6,64,968,0.109
2014,105,0,23800,Bryce Molder,6.6,58,883,0.138
2014,105,0,34360,Patrick Reed,6.6,68,1027,0.206
2014,105,0,6567,Vijay Singh,6.6,70,1053,0.1
2014,105,0,26679,Kevin Stadler,6.6,60,905,0.267
2014,105,0,30110,Kyle Stanley,6.6,65,991,0.215
2014,105,0,25349,Tim Wilkinson,6.6,65,990,0.215
2014,116,0,25274,Steven Bowditch,6.7,72,1074,0.153
2014,116,0,36689,Brooks Koepka,6.7,39,580,0.231
2014,116,0,34409,David Lingmerth,6.7,61,915,0.23
2014,116,0,26329,Louis Oosthuizen,6.7,28,415,0.143
2014,116,0,25240,D.A. Points,6.7,51,763,0.255
2014,116,0,25562,Andres Romero,6.7,66,982,0.318
2014,116,0,20160,Charlie Wi,6.7,60,901,0.217
2014,123,0,33141,Keegan Bradley,6.8,63,928,0.19
2014,123,0,12716,Charley Hoffman,6.8,71,1048,0.07
2014,123,0,32640,Troy Merritt,6.8,52,762,0.327
2014,126,0,32366,Kevin Chappell,6.9,83,1199,0.313
2014,126,0,33461,Morgan Hoffmann,6.9,85,1232,0.282
2014,126,0,29420,Billy Horschel,6.9,66,963,0.364
2014,126,0,21731,Freddie Jacobson,6.9,77,1110,0.13
2014,126,0,29478,Kevin Kisner,6.9,67,966,0.119
2014,126,0,33413,Ben Martin,6.9,60,875,0.283
2014,126,0,34264,Hudson Swafford,6.9,55,801,0.236
2014,126,0,33419,Cameron Tringale,6.9,93,1356,0.215
2014,134,0,1706,Davis Love III,7.0,60,862,0.217
2014,134,0,32333,Kevin Tway,7.0,45,647,0.289
2014,134,0,26289,Boo Weekley,7.0,55,785,0.236
2014,137,0,25191,Gonzalo Fernandez-Castaño,7.1,68,958,0.324
2014,137,0,21209,Sergio Garcia,7.1,39,552,0.128
2014,137,0,23353,J.J. Henry,7.1,76,1078,0.224
2014,137,0,22378,Trevor Immelman,7.1,66,925,0.303
2014,137,0,27649,Brandt Snedeker,7.1,65,914,0.092
2014,142,0,27436,Graham DeLaet,7.2,64,885,0.172
2014,142,0,35541,John Peterson,7.2,55,764,0.255
2014,144,0,22371,Aaron Baddeley,7.3,58,797,0.103
2014,144,0,28307,Matt Every,7.3,65,887,0.292
2014,144,0,20157,Retief Goosen,7.3,78,1073,0.064
2014,144,0,35539,Luke Guthrie,7.3,77,1048,0.195
2014,144,0,21961,Charles Howell III,7.3,95,1308,0.105
2014,149,0,23409,James Driscoll,7.4,59,794,0.051
2014,149,0,26758,David Hearn,7.4,84,1134,0.167
2014,149,0,24140,Sean O'Hair,7.4,68,914,0.176
2014,149,0,29518,Brendan Steele,7.4,72,971,0.167
2014,149,0,27963,Chris Stroud,7.4,74,1001,0.081
2014,149,0,26951,Johnson Wagner,7.4,59,801,0.068
2014,149,0,20396,Lee Westwood,7.4,44,597,0.159
2014,156,0,25686,Jason Dufner,7.5,44,586,0.25
2014,156,0,28475,Jeff Overton,7.5,69,914,0.203
2014,156,0,22405,Justin Rose,7.5,54,717,0.148
2014,159,0,27120,Troy Matteson,7.6,51,667,0.137
2014,160,0,24924,Bill Haas,7.7,87,1129,0.184
2014,160,0,28132,Tyrone Van Aswegen,7.7,68,886,0.324
2014,160,0,27095,Nick Watney,7.7,60,783,0.283
2014,163,0,27895,Jonas Blixt,7.8,46,593,0.261
2014,163,0,26300,Matt Jones,7.8,64,823,0.141
2014,163,0,34046,Jordan Spieth,7.8,85,1094,0.165
2014,166,0,30852,Ryo Ishikawa,7.9,67,846,0.149
2014,167,0,29535,Brice Garnett,8.0,86,1080,0.314
2014,167,0,30926,Chris Kirk,8.0,96,1199,0.115
2014,169,0,10423,Mike Weir,8.1,59,726,0.186
2014,170,0,20593,Greg Chalmers,8.2,82,1003,0.22
2014,171,0,6522,Ernie Els,8.3,71,860,0.155
2014,172,0,23621,Rory Sabbatini,8.4,75,896,0.173
2014,172,0,25632,Jimmy Walker,8.4,84,1003,0.119
2014,174,0,24846,Ricky Barnes,8.7,94,1077,0.202
2014,175,0,25364,Paul Casey,9.0,55,609,0.273
2014,176,0,34021,Bud Cauley,9.4,60,638,0.117
2014,177,0,31193,Jim Renner,9.8,70,716,0.343
2022,1,0,19803,Ryan Armour,2.6,13,56,+0.154
2022,2,0,33486,Roger Sloan,3.6,30,129,+0.200
2022,3,0,54628,Lee Hodges,3.7,42,176,+0.357
2022,4,0,31560,Brian Stuard,3.9,37,156,+0.270
2022,5,0,32816,Satoshi Kodaira,4.0,23,100,+0.217
2022,5,0,35879,Kelly Kraft,4.0,31,130,+0.194
2022,5,0,46414,Aaron Rai,4.0,39,165,+0.333
2022,5,0,23325,Vaughn Taylor,4.0,22,95,+0.273
2022,9,0,45609,Tyler Duncan,4.1,37,160,+0.378
2022,9,0,34098,Russell Henley,4.1,36,148,+0.056
2022,9,0,47856,Seth Reeves,4.1,28,116,+0.464
2022,12,0,34255,Joseph Bramlett,4.3,39,172,+0.359
2022,12,0,36871,Matthew NeSmith,4.3,48,202,+0.250
2022,14,0,29725,Tony Finau,4.4,43,183,+0.093
2022,15,0,31323,Gary Woodland,4.5,37,160,-0.027
2022,16,0,34076,Joel Dahmen,4.6,49,208,+0.327
2022,16,0,31557,Jim Herman,4.6,27,120,+0.296
2022,16,0,26476,Chez Reavie,4.6,47,201,+0.319
2022,16,0,47995,Davis Riley,4.6,52,218,+0.212
2022,16,0,30927,Brendon Todd,4.6,45,188,+0.267
2022,21,0,39436,Joshua Creel,4.7,24,102,+0.208
2022,21,0,49298,Kramer Hickok,4.7,48,202,+0.396
2022,21,0,30163,Henrik Norlander,4.7,39,168,+0.103
2022,21,0,52374,Brandon Wu,4.7,35,157,-0.029
2022,25,0,29535,Brice Garnett,4.8,40,171,+0.225
2022,25,0,28237,Rory McIlroy,4.8,34,142,+0.088
2022,25,0,27139,David Skinns,4.8,34,143,+0.206
2022,28,0,34174,John Huh,4.9,41,176,+0.317
2022,28,0,40162,Justin Lower,4.9,36,151,+0.361
2022,28,0,51950,Max McGreevy,4.9,38,162,+0.421
2022,28,0,53165,Doc Redman,4.9,43,180,+0.209
2022,28,0,34264,Hudson Swafford,4.9,32,138,+0.250
2022,33,0,30978,Kiradech Aphibarnrat,5.0,26,111,+0.577
2022,33,0,33597,Harry Higgs,5.0,46,193,+0.239
2022,33,0,28114,Dawie van der Walt,5.0,33,140,+0.182
2022,33,0,40006,Erik van Rooyen,5.0,29,123,E
2022,33,0,47483,Will Zalatoris,5.0,41,173,+0.244
2022,38,0,45526,Abraham Ancer,5.1,33,138,+0.121
2022,38,0,29974,Branden Grace,5.1,33,138,+0.303
2022,38,0,47988,Nick Hardy,5.1,32,134,+0.438
2022,38,0,39971,Sungjae Im,5.1,55,231,+0.255
2022,38,0,27974,Sung Kang,5.1,43,182,+0.233
2022,38,0,39953,Chase Seiffert,5.1,26,109,+0.154
2022,44,0,35506,Mackenzie Hughes,5.2,48,210,+0.188
2022,44,0,48117,Kurt Kitayama,5.2,35,150,+0.343
2022,44,0,30944,Jason Kokrak,5.2,38,165,-0.053
2022,44,0,29518,Brendan Steele,5.2,45,189,+0.289
2022,44,0,47128,Richy Werenski,5.2,36,152,+0.167
2022,49,0,37212,Paul Barjon,5.3,46,195,+0.239
2022,49,0,40098,Matt Fitzpatrick,5.3,38,163,+0.026
2022,49,0,36884,Ben Kohles,5.3,33,142,+0.182
2022,49,0,24361,Pat Perez,5.3,37,157,+0.054
2022,53,0,51766,Wyndham Clark,5.4,57,246,+0.035
2022,53,0,39997,Corey Conners,5.4,56,235,+0.107
2022,53,0,34363,Tyrrell Hatton,5.4,38,163,+0.158
2022,53,0,36801,Mark Hubbard,5.4,41,173,+0.220
2022,53,0,36326,David Lipsky,5.4,55,229,+0.218
2022,53,0,47993,Denny McCarthy,5.4,65,275,+0.123
2022,53,0,46601,Trey Mullinax,5.4,49,205,+0.347
2022,53,0,34256,Andrew Putnam,5.4,61,256,+0.197
2022,61,0,52375,Doug Ghim,5.5,55,231,+0.109
2022,61,0,46550,Brandon Hagy,5.5,44,189,+0.159
2022,61,0,12716,Charley Hoffman,5.5,47,195,+0.149
2022,61,0,24024,Zach Johnson,5.5,42,178,+0.333
2022,61,0,37455,Si Woo Kim,5.5,64,269,+0.172
2022,61,0,36852,Jim Knous,5.5,27,117,+0.259
2022,61,0,22056,Cameron Percy,5.5,24,106,-0.042
2022,61,0,27214,Kevin Streelman,5.5,61,253,+0.164
2022,69,0,46402,Talor Gooch,5.6,43,182,+0.186
2022,69,0,34563,Chesson Hadley,5.6,50,214,+0.180
2022,69,0,33399,Adam Hadwin,5.6,59,252,+0.119
2022,69,0,36799,Stephan Jaeger,5.6,57,236,+0.281
2022,69,0,35891,Cameron Smith,5.6,41,177,+0.122
2022,69,0,48699,Callum Tarren,5.6,43,181,+0.093
2022,69,0,48887,Matt Wallace,5.6,39,166,+0.103
2022,76,0,52372,Cameron Champ,5.7,37,161,+0.351
2022,76,0,46435,Austin Cook,5.7,42,177,+0.262
2022,76,0,32448,James Hahn,5.7,47,194,+0.340
2022,76,0,32791,K.H. Lee,5.7,70,295,+0.257
2022,76,0,35449,Adam Long,5.7,60,258,+0.167
2022,81,0,48084,Wesley Bryan,5.8,30,130,+0.067
2022,81,0,20229,Stewart Cink,5.8,56,233,+0.196
2022,81,0,46340,Alex Smalley,5.8,63,272,+0.190
2022,84,0,55708,Hayden Buckley,5.9,63,266,+0.238
2022,84,0,30926,Chris Kirk,5.9,55,234,+0.145
2022,84,0,23320,Ryan Palmer,5.9,44,185,+0.068
2022,84,0,47347,Adam Schenk,5.9,63,269,+0.095
2022,84,0,50095,Austin Smotherman,5.9,51,217,-0.020
2022,84,0,10381,Curtis Thompson,5.9,35,147,+0.457
