YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION,# OF PUTTS,# OF HOLES
2013,72,0,24502,Adam Scott,1.775,1319.0,743.0,29.21,,
2013,72,0,30692,Scott Stallings,1.775,1631.0,919.0,29.88,,
2013,75,0,31202,William McGirt,1.776,1566.0,882.0,28.15,,
2013,75,0,27933,John Merrick,1.776,1680.0,946.0,27.28,,
2013,77,0,24924,Bill Haas,1.777,1821.0,1025.0,27.65,,
2013,77,0,30711,Colt Knost,1.777,1283.0,722.0,26.15,,
2013,79,0,28500,Martin Flores,1.778,1741.0,979.0,29.35,,
2013,79,0,30925,Dustin Johnson,1.778,1495.0,841.0,31.35,,
2013,79,0,21099,David Lynn,1.778,1380.0,776.0,26.93,,
2013,82,0,27895,Jonas Blixt,1.779,1482.0,833.0,27.4,,
2013,82,0,26476,Chez Reavie,1.779,1539.0,865.0,27.2,,
2013,82,0,23497,Tag Ridings,1.779,1370.0,770.0,27.83,,
2013,82,0,27330,Josh Teater,1.779,1747.0,982.0,29.23,,
2013,86,0,29740,Brad Fritsch,1.78,1643.0,923.0,30.0,,
2013,86,0,30750,Tommy Gainey,1.78,1643.0,923.0,29.32,,
2013,88,0,25274,Steven Bowditch,1.781,1291.0,725.0,31.86,,
2013,88,0,25686,Jason Dufner,1.781,1667.0,936.0,28.62,,
2013,88,0,22405,Justin Rose,1.781,1325.0,744.0,30.28,,
2013,91,0,27556,Ted Potter Jr.,1.782,1262.0,708.0,28.05,,
2013,91,0,33419,Cameron Tringale,1.782,1720.0,965.0,27.73,,
2013,93,0,24227,Justin Bolli,1.783,1079.0,605.0,27.98,,
2013,93,0,35539,Luke Guthrie,1.783,1674.0,939.0,29.88,,
2013,93,0,12782,Tim Herron,1.783,863.0,484.0,27.33,,
2013,93,0,24024,Zach Johnson,1.783,1815.0,1018.0,27.76,,
2013,93,0,35139,Richard Lee,1.783,1644.0,922.0,27.14,,
2013,98,0,21528,Henrik Stenson,1.784,1479.0,829.0,29.35,,
2013,99,0,24781,Hunter Mahan,1.785,1846.0,1034.0,29.07,,
2013,99,0,24138,Ian Poulter,1.785,1082.0,606.0,26.57,,
2013,99,0,23623,Bo Van Pelt,1.785,1476.0,827.0,28.24,,
2013,102,0,34021,Bud Cauley,1.786,1291.0,723.0,28.19,,
2013,103,0,29479,Scott Brown,1.787,1340.0,750.0,27.41,,
2013,103,0,33418,Shawn Stefani,1.787,1290.0,722.0,28.33,,
2013,105,0,20098,Stuart Appleby,1.788,1763.0,986.0,26.9,,
2013,105,0,24494,Erik Compton,1.788,1550.0,867.0,28.09,,
2013,105,0,26596,Ryan Moore,1.788,1470.0,822.0,29.23,,
2013,105,0,10213,Dicky Pride,1.788,1389.0,777.0,26.58,,
2013,109,0,23135,Tim Clark,1.789,1218.0,681.0,27.39,,
2013,109,0,23541,Ben Crane,1.789,1195.0,668.0,27.03,,
2013,109,0,26851,Marc Leishman,1.789,1614.0,902.0,27.25,,
2013,109,0,22056,Cameron Percy,1.789,1397.0,781.0,27.44,,
2013,109,0,27214,Kevin Streelman,1.789,1839.0,1028.0,28.36,,
2013,114,0,34431,Robert Streb,1.79,1500.0,838.0,27.6,,
2013,114,0,24663,Y.E. Yang,1.79,1131.0,632.0,26.9,,
2013,116,0,24357,K.J. Choi,1.791,1784.0,996.0,26.53,,
2013,116,0,34261,Scott Langley,1.791,1547.0,864.0,26.19,,
2013,116,0,1724,Jeff Maggert,1.791,1352.0,755.0,27.32,,
2013,116,0,22295,Darron Stiles,1.791,983.0,549.0,26.19,,
2013,116,0,31560,Brian Stuard,1.791,1569.0,876.0,26.89,,
2013,116,0,29425,Andrew Svoboda,1.791,935.0,522.0,26.15,,
2013,122,0,29289,S.Y. Noh,1.792,1389.0,775.0,28.77,,
2013,123,0,25444,Justin Hicks,1.793,1660.0,926.0,27.57,,
2013,123,0,30163,Henrik Norlander,1.793,1479.0,825.0,27.95,,
2013,125,0,25804,Bubba Watson,1.795,1637.0,912.0,30.41,,
2013,126,0,24399,Scott Gardiner,1.796,1223.0,681.0,27.35,,
2013,127,0,20572,Rod Pampling,1.797,877.0,488.0,27.25,,
2013,127,0,20443,Jin Park,1.797,1026.0,571.0,27.07,,
2013,129,0,32366,Kevin Chappell,1.798,1712.0,952.0,28.84,,
2013,129,0,29518,Brendan Steele,1.798,1751.0,974.0,28.29,,
2013,129,0,28780,Nicholas Thompson,1.798,2174.0,1209.0,28.69,,
2013,129,0,26497,Casey Wittenberg,1.798,1408.0,783.0,24.65,,
2013,133,0,27436,Graham DeLaet,1.799,2146.0,1193.0,29.34,,
2013,133,0,23788,D.J. Trahan,1.799,1011.0,562.0,27.76,,
2013,135,0,27129,Luke List,1.8,1233.0,685.0,29.52,,
2013,135,0,24490,George McNeill,1.8,1438.0,799.0,27.6,,
2013,137,0,6573,Brandt Jobe,1.801,1241.0,689.0,26.35,,
2013,137,0,27936,Martin Laird,1.801,1403.0,779.0,27.16,,
2013,137,0,22961,David Mathis,1.801,1381.0,767.0,27.15,,
2013,137,0,27120,Troy Matteson,1.801,1387.0,770.0,24.41,,
2013,137,0,25572,Graeme McDowell,1.801,996.0,553.0,26.27,,
2013,137,0,25336,Alistair Presnell,1.801,1151.0,639.0,27.74,,
2013,137,0,32150,Michael Thompson,1.801,1322.0,734.0,25.21,,
2013,144,0,36884,Ben Kohles,1.802,1503.0,834.0,25.75,,
2013,145,0,12510,Chad Campbell,1.803,1653.0,917.0,26.32,,
2013,145,0,8725,Tom Gillis,1.803,1280.0,710.0,26.69,,
2013,145,0,20766,Padraig Harrington,1.803,968.0,537.0,26.44,,
2013,145,0,28310,Lee Williams,1.803,1201.0,666.0,25.49,,
2013,149,0,10885,Robert Allenby,1.804,1135.0,629.0,26.04,,
2013,150,0,26289,Boo Weekley,1.805,2254.0,1249.0,27.87,,
2013,151,0,27095,Nick Watney,1.808,1917.0,1060.0,28.5,,
2013,152,0,20229,Stewart Cink,1.809,1567.0,866.0,28.32,,
2013,153,0,37273,Derek Ernst,1.811,1208.0,667.0,26.28,,
2013,153,0,34174,John Huh,1.811,1911.0,1055.0,26.29,,
2013,155,0,20645,John Senden,1.812,1678.0,926.0,26.89,,
2013,156,0,24846,Ricky Barnes,1.813,1610.0,888.0,25.03,,
2013,156,0,27503,Steve LeBrun,1.813,1365.0,753.0,27.13,,
2013,158,0,23353,J.J. Henry,1.814,1798.0,991.0,24.22,,
2013,158,0,31557,Jim Herman,1.814,1221.0,673.0,28.02,,
2013,160,0,20848,Ángel Cabrera,1.816,1551.0,854.0,28.25,,
2013,160,0,30852,Ryo Ishikawa,1.816,1511.0,832.0,25.78,,
2013,160,0,20396,Lee Westwood,1.816,1471.0,810.0,28.22,,
2013,163,0,22621,Ben Curtis,1.818,1191.0,655.0,24.92,,
2013,163,0,21878,Mark Wilson,1.818,1127.0,620.0,24.23,,
2013,165,0,19970,Robert Karlsson,1.819,1075.0,591.0,27.29,,
2013,166,0,32698,Bobby Gates,1.823,928.0,509.0,23.43,,
2013,166,0,20691,Greg Owen,1.823,1531.0,840.0,27.62,,
2013,168,0,27408,Martin Kaymer,1.824,1235.0,677.0,27.41,,
2013,168,0,24140,Sean O'Hair,1.824,1140.0,625.0,25.64,,
2013,170,0,22046,Geoff Ogilvy,1.826,1165.0,638.0,27.32,,
2013,171,0,32334,Charlie Beljan,1.827,1317.0,721.0,27.92,,
2013,171,0,28455,Will Claxton,1.827,1361.0,745.0,25.4,,
2013,173,0,1116,Michael Bradley,1.83,1133.0,619.0,24.6,,
2013,174,0,25900,Lucas Glover,1.833,1424.0,777.0,27.26,,
2013,175,0,26951,Johnson Wagner,1.837,1277.0,695.0,23.81,,
2013,176,0,22378,Trevor Immelman,1.838,1518.0,826.0,22.67,,
2013,177,0,30110,Kyle Stanley,1.841,1585.0,861.0,26.81,,
2013,178,0,33869,Eric Meierdierks,1.844,1016.0,551.0,25.73,,
2013,179,0,23452,Nicolas Colsaerts,1.855,1048.0,565.0,24.33,,
2013,180,0,6567,Vijay Singh,1.888,1433.0,759.0,22.27,,
2013,1,0,19846,Brian Gay,1.528,,,,2173.0,1422.0
2013,2,0,22371,Aaron Baddeley,1.545,,,,1835.0,1188.0
2013,3,0,20593,Greg Chalmers,1.556,,,,2045.0,1314.0
2013,4,0,10423,Mike Weir,1.559,,,,1628.0,1044.0
2013,5,0,23983,Luke Donald,1.567,,,,1636.0,1044.0
2013,6,0,30926,Chris Kirk,1.57,,,,2515.0,1602.0
2013,7,0,20160,Charlie Wi,1.574,,,,2012.0,1278.0
2013,8,0,27895,Jonas Blixt,1.577,,,,2158.0,1368.0
2013,8,0,21753,Brian Davis,1.577,,,,2583.0,1638.0
2013,8,0,10860,Justin Leonard,1.577,,,,2441.0,1548.0
2013,8,0,27649,Brandt Snedeker,1.577,,,,2242.0,1422.0
2013,12,0,1320,Bob Estes,1.578,,,,1875.0,1188.0
2013,12,0,23800,Bryce Molder,1.578,,,,2272.0,1440.0
2013,12,0,27963,Chris Stroud,1.578,,,,2499.0,1584.0
2013,15,0,25274,Steven Bowditch,1.582,,,,1851.0,1170.0
2013,15,0,26758,David Hearn,1.582,,,,2506.0,1584.0
2013,17,0,21731,Freddie Jacobson,1.583,,,,1710.0,1080.0
2013,18,0,23409,James Driscoll,1.584,,,,2053.0,1296.0
2013,19,0,6004,Stephen Ames,1.585,,,,1398.0,882.0
2013,20,0,27644,Brian Harman,1.586,,,,2426.0,1530.0
2013,21,0,1810,Phil Mickelson,1.587,,,,2228.0,1404.0
2013,22,0,25562,Andres Romero,1.588,,,,1686.0,1062.0
2013,23,0,34360,Patrick Reed,1.589,,,,2374.0,1494.0
2013,23,0,23325,Vaughn Taylor,1.589,,,,1316.0,828.0
2013,25,0,28089,Jason Day,1.59,,,,2290.0,1440.0
2013,26,0,23108,Matt Kuchar,1.591,,,,2492.0,1566.0
2013,27,0,32102,Rickie Fowler,1.592,,,,2120.0,1332.0
2013,27,0,21961,Charles Howell III,1.592,,,,2436.0,1530.0
2013,29,0,22792,Peter Hanson,1.593,,,,1233.0,774.0
2013,29,0,33461,Morgan Hoffmann,1.593,,,,1835.0,1152.0
2013,29,0,34046,Jordan Spieth,1.593,,,,2352.0,1476.0
2013,29,0,6527,Steve Stricker,1.593,,,,1348.0,846.0
2013,33,0,21099,David Lynn,1.594,,,,1980.0,1242.0
2013,34,0,20098,Stuart Appleby,1.595,,,,2412.0,1512.0
2013,35,0,25834,Daniel Summerhays,1.596,,,,2384.0,1494.0
2013,36,0,28135,Aaron Watkins,1.597,,,,1265.0,792.0
2013,37,0,28475,Jeff Overton,1.598,,,,2244.0,1404.0
2013,38,0,24507,Jason Bohn,1.599,,,,2015.0,1260.0
2013,38,0,30711,Colt Knost,1.599,,,,1871.0,1170.0
2013,40,0,28259,Sangmoon Bae,1.6,,,,2390.0,1494.0
2013,40,0,32448,James Hahn,1.6,,,,2131.0,1332.0
2013,42,0,12782,Tim Herron,1.601,,,,1297.0,810.0
2013,42,0,28310,Lee Williams,1.601,,,,1729.0,1080.0
2013,44,0,8075,Jerry Kelly,1.602,,,,2163.0,1350.0
2013,44,0,23320,Ryan Palmer,1.602,,,,2278.0,1422.0
2013,44,0,24138,Ian Poulter,1.602,,,,1528.0,954.0
2013,47,0,28237,Rory McIlroy,1.603,,,,1587.0,990.0
2013,47,0,8793,Tiger Woods,1.603,,,,1731.0,1080.0
2013,49,0,31202,William McGirt,1.604,,,,2166.0,1350.0
2013,49,0,25632,Jimmy Walker,1.604,,,,2425.0,1512.0
2013,51,0,23135,Tim Clark,1.605,,,,1762.0,1098.0
2013,51,0,26300,Matt Jones,1.605,,,,2398.0,1494.0
2013,51,0,34409,David Lingmerth,1.605,,,,1964.0,1224.0
2013,54,0,28500,Martin Flores,1.606,,,,2400.0,1494.0
2013,54,0,22806,Doug LaBelle II,1.606,,,,2023.0,1260.0
2013,56,0,20104,Ken Duke,1.607,,,,2516.0,1566.0
2013,56,0,21209,Sergio Garcia,1.607,,,,1822.0,1134.0
2013,56,0,29221,Webb Simpson,1.607,,,,2546.0,1584.0
2013,59,0,33141,Keegan Bradley,1.608,,,,2518.0,1566.0
2013,59,0,34099,Harris English,1.608,,,,2750.0,1710.0
2013,59,0,34098,Russell Henley,1.608,,,,2257.0,1404.0
2013,62,0,28679,Fabián Gómez,1.609,,,,1883.0,1170.0
2013,62,0,30944,Jason Kokrak,1.609,,,,2259.0,1404.0
2013,64,0,23541,Ben Crane,1.61,,,,1681.0,1044.0
2013,64,0,6522,Ernie Els,1.61,,,,1797.0,1116.0
2013,66,0,30692,Scott Stallings,1.611,,,,2291.0,1422.0
2013,66,0,33418,Shawn Stefani,1.611,,,,1827.0,1134.0
2013,66,0,26497,Casey Wittenberg,1.611,,,,2030.0,1260.0
2013,69,0,24494,Erik Compton,1.612,,,,2147.0,1332.0
2013,69,0,28307,Matt Every,1.612,,,,2582.0,1602.0
2013,69,0,8725,Tom Gillis,1.612,,,,1886.0,1170.0
2013,69,0,26331,Charl Schwartzel,1.612,,,,1973.0,1224.0
2013,69,0,2206,David Toms,1.612,,,,1277.0,792.0
2013,74,0,29479,Scott Brown,1.613,,,,1887.0,1170.0
2013,74,0,25572,Graeme McDowell,1.613,,,,1423.0,882.0
2013,74,0,26476,Chez Reavie,1.613,,,,2090.0,1296.0
2013,74,0,22295,Darron Stiles,1.613,,,,1423.0,882.0
2013,78,0,12716,Charley Hoffman,1.614,,,,2440.0,1512.0
2013,78,0,35139,Richard Lee,1.614,,,,2237.0,1386.0
2013,80,0,30750,Tommy Gainey,1.615,,,,2442.0,1512.0
2013,80,0,35539,Luke Guthrie,1.615,,,,2384.0,1476.0
2013,80,0,25345,Carl Pettersson,1.615,,,,2326.0,1440.0
2013,80,0,10213,Dicky Pride,1.615,,,,1948.0,1206.0
2013,84,0,24227,Justin Bolli,1.616,,,,1600.0,990.0
2013,84,0,34261,Scott Langley,1.616,,,,2181.0,1350.0
2013,84,0,25240,D.A. Points,1.616,,,,2530.0,1566.0
2013,84,0,33419,Cameron Tringale,1.616,,,,2327.0,1440.0
2013,88,0,23638,Brendon de Jonge,1.617,,,,3201.0,1980.0
2013,88,0,27120,Troy Matteson,1.617,,,,1921.0,1188.0
2013,88,0,27556,Ted Potter Jr.,1.617,,,,1775.0,1098.0
2013,88,0,24663,Y.E. Yang,1.617,,,,1630.0,1008.0
2013,92,0,24357,K.J. Choi,1.618,,,,2446.0,1512.0
2013,92,0,25818,Scott Piercy,1.618,,,,2184.0,1350.0
2013,94,0,29420,Billy Horschel,1.619,,,,2797.0,1728.0
2013,94,0,22056,Cameron Percy,1.619,,,,1923.0,1188.0
2013,94,0,27770,Camilo Villegas,1.619,,,,2185.0,1350.0
2013,97,0,26596,Ryan Moore,1.621,,,,2072.0,1278.0
2013,97,0,32150,Michael Thompson,1.621,,,,1926.0,1188.0
2013,99,0,32200,Roberto Castro,1.624,,,,2836.0,1746.0
2013,99,0,28092,D.H. Lee,1.624,,,,1900.0,1170.0
2013,99,0,20443,Jin Park,1.624,,,,1462.0,900.0
2013,102,0,20766,Padraig Harrington,1.625,,,,1433.0,882.0
2013,102,0,26851,Marc Leishman,1.625,,,,2252.0,1386.0
2013,102,0,1724,Jeff Maggert,1.625,,,,1843.0,1134.0
2013,105,0,24924,Bill Haas,1.626,,,,2459.0,1512.0
2013,105,0,27933,John Merrick,1.626,,,,2312.0,1422.0
2013,105,0,34431,Robert Streb,1.626,,,,2078.0,1278.0
2013,108,0,23621,Rory Sabbatini,1.627,,,,2401.0,1476.0
2013,109,0,10809,Jim Furyk,1.628,,,,2286.0,1404.0
2013,109,0,23497,Tag Ridings,1.628,,,,1905.0,1170.0
2013,109,0,22405,Justin Rose,1.628,,,,1758.0,1080.0
2013,109,0,31560,Brian Stuard,1.628,,,,2169.0,1332.0
2013,113,0,36884,Ben Kohles,1.629,,,,2082.0,1278.0
2013,113,0,27214,Kevin Streelman,1.629,,,,2522.0,1548.0
2013,115,0,29740,Brad Fritsch,1.63,,,,2259.0,1386.0
2013,115,0,24361,Pat Perez,1.63,,,,2025.0,1242.0
2013,115,0,31323,Gary Woodland,1.63,,,,2641.0,1620.0
2013,118,0,24024,Zach Johnson,1.631,,,,2436.0,1494.0
2013,118,0,22913,John Rollins,1.631,,,,2143.0,1314.0
2013,120,0,25336,Alistair Presnell,1.632,,,,1674.0,1026.0
2013,121,0,25686,Jason Dufner,1.633,,,,2264.0,1386.0
2013,121,0,30925,Dustin Johnson,1.633,,,,2058.0,1260.0
2013,121,0,27129,Luke List,1.633,,,,1793.0,1098.0
2013,121,0,24490,George McNeill,1.633,,,,1999.0,1224.0
2013,125,0,24781,Hunter Mahan,1.634,,,,2500.0,1530.0
2013,125,0,20396,Lee Westwood,1.634,,,,2030.0,1242.0
2013,127,0,32366,Kevin Chappell,1.635,,,,2355.0,1440.0
2013,128,0,34021,Bud Cauley,1.636,,,,1855.0,1134.0
2013,129,0,27330,Josh Teater,1.637,,,,2416.0,1476.0
2013,130,0,20572,Rod Pampling,1.638,,,,1238.0,756.0
2013,130,0,29518,Brendan Steele,1.638,,,,2418.0,1476.0
2013,132,0,27936,Martin Laird,1.639,,,,2006.0,1224.0
2013,132,0,26679,Kevin Stadler,1.639,,,,2331.0,1422.0
2013,134,0,29289,S.Y. Noh,1.64,,,,1978.0,1206.0
2013,134,0,24502,Adam Scott,1.64,,,,1771.0,1080.0
2013,136,0,12510,Chad Campbell,1.643,,,,2248.0,1368.0
2013,136,0,32698,Bobby Gates,1.643,,,,1331.0,810.0
2013,136,0,28780,Nicholas Thompson,1.643,,,,2928.0,1782.0
2013,139,0,23623,Bo Van Pelt,1.644,,,,2071.0,1260.0
2013,140,0,24358,Robert Garrigus,1.645,,,,1925.0,1170.0
2013,141,0,27436,Graham DeLaet,1.646,,,,2785.0,1692.0
2013,141,0,34174,John Huh,1.646,,,,2608.0,1584.0
2013,143,0,10885,Robert Allenby,1.647,,,,1660.0,1008.0
2013,144,0,22621,Ben Curtis,1.648,,,,1691.0,1026.0
2013,144,0,24399,Scott Gardiner,1.648,,,,1750.0,1062.0
2013,146,0,6573,Brandt Jobe,1.649,,,,1722.0,1044.0
2013,146,0,19970,Robert Karlsson,1.649,,,,1543.0,936.0
2013,146,0,23788,D.J. Trahan,1.649,,,,1365.0,828.0
2013,149,0,29425,Andrew Svoboda,1.65,,,,1307.0,792.0
2013,149,0,21878,Mark Wilson,1.65,,,,1544.0,936.0
2013,151,0,20848,Ángel Cabrera,1.651,,,,2170.0,1314.0
2013,151,0,27503,Steve LeBrun,1.651,,,,1842.0,1116.0
2013,153,0,22961,David Mathis,1.652,,,,1992.0,1206.0
2013,154,0,30163,Henrik Norlander,1.653,,,,2023.0,1224.0
2013,154,0,24140,Sean O'Hair,1.653,,,,1666.0,1008.0
2013,156,0,30852,Ryo Ishikawa,1.656,,,,2087.0,1260.0
2013,156,0,26951,Johnson Wagner,1.656,,,,1789.0,1080.0
2013,158,0,22046,Geoff Ogilvy,1.657,,,,1700.0,1026.0
2013,159,0,20691,Greg Owen,1.658,,,,2119.0,1278.0
2013,159,0,25804,Bubba Watson,1.658,,,,2179.0,1314.0
2013,161,0,37273,Derek Ernst,1.659,,,,1732.0,1044.0
2013,162,0,25444,Justin Hicks,1.661,,,,2242.0,1350.0
2013,162,0,21528,Henrik Stenson,1.661,,,,1914.0,1152.0
2013,164,0,22378,Trevor Immelman,1.663,,,,2066.0,1242.0
2013,165,0,20645,John Senden,1.665,,,,2337.0,1404.0
2013,166,0,32334,Charlie Beljan,1.666,,,,1859.0,1116.0
2013,166,0,20229,Stewart Cink,1.666,,,,2129.0,1278.0
2013,166,0,27095,Nick Watney,1.666,,,,2579.0,1548.0
2013,169,0,23353,J.J. Henry,1.667,,,,2430.0,1458.0
2013,169,0,27408,Martin Kaymer,1.667,,,,1740.0,1044.0
2013,171,0,26289,Boo Weekley,1.674,,,,3013.0,1800.0
2013,172,0,28455,Will Claxton,1.675,,,,1899.0,1134.0
2013,173,0,1116,Michael Bradley,1.676,,,,1569.0,936.0
2013,174,0,31557,Jim Herman,1.679,,,,1662.0,990.0
2013,175,0,24846,Ricky Barnes,1.683,,,,2120.0,1260.0
2013,176,0,30110,Kyle Stanley,1.692,,,,2162.0,1278.0
2013,177,0,25900,Lucas Glover,1.695,,,,1983.0,1170.0
2013,178,0,33869,Eric Meierdierks,1.696,,,,1404.0,828.0
2013,179,0,23452,Nicolas Colsaerts,1.708,,,,1445.0,846.0
2013,180,0,6567,Vijay Singh,1.716,,,,1884.0,1098.0
2014,1,0,28237,Rory McIlroy,1.708,1366.0,800.0,36.84,,
2014,2,0,34046,Jordan Spieth,1.717,1892.0,1102.0,34.24,,
2014,3,0,30925,Dustin Johnson,1.726,1205.0,698.0,33.0,,
2014,4,0,24502,Adam Scott,1.732,1458.0,842.0,33.89,,
2014,4,0,25632,Jimmy Walker,1.732,2023.0,1168.0,33.5,,
2014,6,0,30852,Ryo Ishikawa,1.734,1521.0,877.0,32.72,,
2014,7,0,27963,Chris Stroud,1.735,1792.0,1033.0,31.49,,
2014,8,0,8075,Jerry Kelly,1.736,1639.0,944.0,30.19,,
2014,9,0,25804,Bubba Watson,1.737,1551.0,893.0,32.4,,
2014,10,0,23320,Ryan Palmer,1.738,1773.0,1020.0,32.71,,
2014,11,0,26331,Charl Schwartzel,1.739,1233.0,709.0,33.76,,
2014,12,0,35539,Luke Guthrie,1.744,1695.0,972.0,31.4,,
2014,12,0,27141,J.B. Holmes,1.744,1645.0,943.0,32.56,,
2014,12,0,30927,Brendon Todd,1.744,2170.0,1244.0,29.87,,
2014,15,0,26300,Matt Jones,1.745,1649.0,945.0,29.96,,
2014,16,0,22371,Aaron Baddeley,1.746,1353.0,775.0,32.0,,
2014,16,0,21731,Freddie Jacobson,1.746,1790.0,1025.0,30.18,,
2014,18,0,24357,K.J. Choi,1.747,1562.0,894.0,29.79,,
2014,18,0,25572,Graeme McDowell,1.747,1282.0,734.0,29.69,,
2014,20,0,20593,Greg Chalmers,1.748,1526.0,873.0,29.93,,
2014,20,0,30944,Jason Kokrak,1.748,1337.0,765.0,31.41,,
