YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
2013,43,0,26289,Boo Weekley,172.6,7097288.0,1142
2013,45,0,27408,Martin Kaymer,172.8,3620134.0,582
2013,46,0,21731,Freddie Jacobson,172.9,3958152.0,636
2013,46,0,25562,Andres Romero,172.9,4420252.0,710
2013,46,0,28780,Nicholas Thompson,172.9,7368025.0,1184
2013,49,0,34099,Harris English,173.0,6986379.0,1122
2013,49,0,12716,Charley Hoffman,173.0,6227082.0,1000
2013,51,0,20691,Greg Owen,173.1,5620494.0,902
2013,52,0,22913,John Rollins,173.2,5781202.0,927
2013,52,0,23788,D.J. Trahan,173.2,3242619.0,520
2013,54,0,24140,Sean O'Hair,173.3,4353709.0,698
2013,54,0,29425,Andrew Svoboda,173.3,3001709.0,481
2013,54,0,20396,Lee Westwood,173.3,4393025.0,704
2013,57,0,27436,Graham DeLaet,173.5,6968719.0,1116
2013,57,0,37273,Derek Ernst,173.5,4221193.0,676
2013,59,0,34098,Russell Henley,173.6,5686307.0,910
2013,59,0,30852,Ryo Ishikawa,173.6,4717561.0,755
2013,61,0,34046,Jordan Spieth,173.7,5782744.0,925
2013,62,0,27644,Brian Harman,173.8,6525763.0,1043
2013,63,0,30926,Chris Kirk,174.0,6954096.0,1110
2013,64,0,32366,Kevin Chappell,174.4,5768996.0,919
2013,64,0,24399,Scott Gardiner,174.4,4471151.0,712
2013,64,0,28475,Jeff Overton,174.4,6392739.0,1018
2013,67,0,27095,Nick Watney,174.6,6374789.0,1014
2013,68,0,27330,Josh Teater,174.8,5267877.0,837
2013,69,0,27120,Troy Matteson,174.9,5074448.0,806
2013,70,0,29740,Brad Fritsch,175.0,5832645.0,926
2013,70,0,22792,Peter Hanson,175.0,2853144.0,453
2013,72,0,1810,Phil Mickelson,175.1,4917849.0,780
2013,73,0,21528,Henrik Stenson,175.2,3835125.0,608
2013,74,0,6522,Ernie Els,175.3,4215540.0,668
2013,74,0,32698,Bobby Gates,175.3,3237800.0,513
2013,76,0,29420,Billy Horschel,175.4,7235940.0,1146
2013,76,0,26300,Matt Jones,175.4,6112723.0,968
2013,78,0,24924,Bill Haas,175.5,6078205.0,962
2013,78,0,23325,Vaughn Taylor,175.5,3474650.0,550
2013,80,0,6567,Vijay Singh,175.6,4196978.0,664
2013,81,0,24494,Erik Compton,175.7,5660281.0,895
2013,81,0,27503,Steve LeBrun,175.7,4637360.0,733
2013,83,0,23108,Matt Kuchar,175.8,6018098.0,951
2013,84,0,25900,Lucas Glover,176.0,4543905.0,717
2013,84,0,30163,Henrik Norlander,176.0,5158244.0,814
2013,86,0,27770,Camilo Villegas,176.4,5550840.0,874
2013,87,0,6527,Steve Stricker,176.5,3120631.0,491
2013,88,0,27214,Kevin Streelman,176.9,5992378.0,941
2013,89,0,29479,Scott Brown,177.0,4829428.0,758
2013,89,0,21209,Sergio Garcia,177.0,4122788.0,647
2013,91,0,28259,Sangmoon Bae,177.2,6346641.0,995
2013,91,0,32102,Rickie Fowler,177.2,5237795.0,821
2013,93,0,26596,Ryan Moore,177.5,5072461.0,794
2013,94,0,24663,Y.E. Yang,177.6,3619677.0,566
2013,95,0,27936,Martin Laird,177.7,4670676.0,730
2013,96,0,23135,Tim Clark,177.8,3821493.0,597
2013,97,0,23638,Brendon de Jonge,178.0,8600629.0,1342
2013,98,0,8725,Tom Gillis,178.1,5308099.0,828
2013,99,0,28455,Will Claxton,178.2,4952973.0,772
2013,100,0,27895,Jonas Blixt,178.4,5910221.0,920
2013,100,0,20572,Rod Pampling,178.4,3115295.0,485
2013,100,0,23623,Bo Van Pelt,178.4,4791138.0,746
2013,103,0,27649,Brandt Snedeker,178.5,5160891.0,803
2013,104,0,28679,Fabián Gómez,178.6,4944156.0,769
2013,104,0,31202,William McGirt,178.6,6248719.0,972
2013,104,0,29518,Brendan Steele,178.6,6828831.0,1062
2013,107,0,25336,Alistair Presnell,178.7,4034013.0,627
2013,108,0,32448,James Hahn,178.8,5908067.0,918
2013,108,0,24490,George McNeill,178.8,5696946.0,885
2013,110,0,34021,Bud Cauley,178.9,4938619.0,767
2013,111,0,12782,Tim Herron,179.1,3894839.0,604
2013,111,0,24024,Zach Johnson,179.1,6027124.0,935
2013,111,0,24361,Pat Perez,179.1,5596843.0,868
2013,114,0,24846,Ricky Barnes,179.2,5773400.0,895
2013,114,0,20229,Stewart Cink,179.2,4888966.0,758
2013,116,0,20098,Stuart Appleby,179.3,6964405.0,1079
2013,116,0,12510,Chad Campbell,179.3,6388800.0,990
2013,118,0,22046,Geoff Ogilvy,179.4,3681722.0,570
2013,119,0,23353,J.J. Henry,179.5,6610806.0,1023
2013,119,0,6573,Brandt Jobe,179.5,4716567.0,730
2013,119,0,27556,Ted Potter Jr.,179.5,4930856.0,763
2013,122,0,32200,Roberto Castro,179.7,7512118.0,1161
2013,122,0,19970,Robert Karlsson,179.7,3272538.0,506
2013,122,0,20645,John Senden,179.7,5471755.0,846
2013,125,0,22371,Aaron Baddeley,179.8,5151333.0,796
2013,125,0,23541,Ben Crane,179.8,4905080.0,758
2013,127,0,34409,David Lingmerth,179.9,5070743.0,783
2013,127,0,1724,Jeff Maggert,179.9,5117630.0,790
2013,129,0,27933,John Merrick,180.1,6121844.0,944
2013,129,0,25834,Daniel Summerhays,180.1,6981442.0,1077
2013,129,0,8793,Tiger Woods,180.1,3832818.0,591
2013,132,0,21878,Mark Wilson,180.4,4527288.0,697
2013,133,0,25572,Graeme McDowell,180.5,3353399.0,516
2013,134,0,23409,James Driscoll,180.6,5584553.0,859
2013,134,0,34174,John Huh,180.6,6781097.0,1043
2013,134,0,26476,Chez Reavie,180.6,6034629.0,928
2013,137,0,33419,Cameron Tringale,181.6,6715641.0,1027
2013,138,0,22961,David Mathis,181.9,5579745.0,852
2013,138,0,26951,Johnson Wagner,181.9,4707033.0,719
2013,140,0,35539,Luke Guthrie,182.5,5839851.0,889
2013,141,0,24357,K.J. Choi,182.7,5748800.0,874
2013,142,0,24227,Justin Bolli,183.0,4176222.0,634
2013,142,0,25444,Justin Hicks,183.0,6020973.0,914
2013,144,0,26758,David Hearn,183.1,6671965.0,1012
2013,145,0,21753,Brian Davis,183.2,7597315.0,1152
2013,145,0,22295,Darron Stiles,183.2,3831097.0,581
2013,145,0,26497,Casey Wittenberg,183.2,5455534.0,827
2013,148,0,32150,Michael Thompson,183.5,4810028.0,728
2013,149,0,6004,Stephen Ames,183.6,3971877.0,601
2013,149,0,20160,Charlie Wi,183.6,6009085.0,909
2013,151,0,31560,Brian Stuard,183.8,5730847.0,866
2013,152,0,1116,Michael Bradley,183.9,3853583.0,582
2013,153,0,28092,D.H. Lee,184.0,5265177.0,795
2013,154,0,27963,Chris Stroud,184.1,7043992.0,1063
2013,155,0,19846,Brian Gay,184.3,6494565.0,979
2013,156,0,24507,Jason Bohn,184.5,6057428.0,912
2013,156,0,1320,Bob Estes,184.5,5678919.0,855
2013,158,0,25240,D.A. Points,184.6,6235146.0,938
2013,159,0,22621,Ben Curtis,184.7,4222880.0,635
2013,159,0,36884,Ben Kohles,184.7,5643678.0,849
2013,161,0,20104,Ken Duke,185.0,6933614.0,1041
2013,161,0,22378,Trevor Immelman,185.0,5661094.0,850
2013,161,0,28135,Aaron Watkins,185.0,3210602.0,482
2013,164,0,28310,Lee Williams,185.1,4697500.0,705
2013,165,0,20593,Greg Chalmers,185.2,6373143.0,956
2013,165,0,34261,Scott Langley,185.2,5859767.0,879
2013,167,0,10885,Robert Allenby,185.4,4757726.0,713
2013,168,0,22806,Doug LaBelle II,185.5,5429340.0,813
2013,169,0,2206,David Toms,185.6,2946784.0,441
2013,170,0,10213,Dicky Pride,186.0,5458581.0,815
2013,171,0,21099,David Lynn,186.2,5189658.0,774
2013,172,0,8075,Jerry Kelly,186.3,5948394.0,887
2013,172,0,35139,Richard Lee,186.3,6646309.0,991
2013,174,0,23983,Luke Donald,186.4,4247569.0,633
2013,175,0,10860,Justin Leonard,186.8,6946650.0,1033
2013,176,0,23800,Bryce Molder,188.1,6595319.0,974
2013,177,0,10809,Jim Furyk,188.5,6031406.0,889
2013,178,0,20443,Jin Park,189.0,4042277.0,594
2013,179,0,30711,Colt Knost,189.9,5413564.0,792
2013,180,0,10423,Mike Weir,190.4,4358398.0,636
2014,1,0,25804,Bubba Watson,155.9,4316448.0,769
2014,2,0,30925,Dustin Johnson,156.8,3160557.0,560
2014,3,0,29461,Jamie Lovemark,159.5,3663220.0,638
2014,4,0,35300,Andrew Loupe,159.9,3944355.0,685
2014,5,0,28237,Rory McIlroy,162.4,3881394.0,664
2014,6,0,36689,Brooks Koepka,165.1,3423512.0,576
2014,7,0,32334,Charlie Beljan,165.3,5475242.0,920
2014,8,0,21961,Charles Howell III,165.5,7808836.0,1311
2014,9,0,23320,Ryan Palmer,165.6,5519584.0,926
2014,10,0,27141,J.B. Holmes,166.5,6337512.0,1057
2014,11,0,20848,Ángel Cabrera,167.1,5076679.0,844
2014,12,0,24358,Robert Garrigus,167.2,5972212.0,992
2014,12,0,25632,Jimmy Walker,167.2,6103976.0,1014
2014,14,0,25274,Steven Bowditch,167.4,6386839.0,1060
2014,14,0,24502,Adam Scott,167.4,4712166.0,782
2014,16,0,34099,Harris English,167.9,6152185.0,1018
2014,17,0,24140,Sean O'Hair,168.0,5504828.0,910
2014,17,0,27064,Jhonattan Vegas,168.0,5335621.0,882
2014,19,0,28089,Jason Day,168.3,2787153.0,460
2014,20,0,34265,Will Wilcox,168.7,3346576.0,551
2014,21,0,12716,Charley Hoffman,168.8,6326306.0,1041
2014,22,0,30944,Jason Kokrak,168.9,5051991.0,831
2014,23,0,30110,Kyle Stanley,169.1,5996402.0,985
2014,24,0,33461,Morgan Hoffmann,169.2,7500071.0,1231
2014,24,0,34431,Robert Streb,169.2,5408897.0,888
2014,24,0,31323,Gary Woodland,169.2,6134482.0,1007
2014,27,0,27436,Graham DeLaet,169.4,5343736.0,876
2014,27,0,27120,Troy Matteson,169.4,4080463.0,669
2014,29,0,34021,Bud Cauley,169.6,3833457.0,628
2014,29,0,26679,Kevin Stadler,169.6,5453020.0,893
2014,31,0,25345,Carl Pettersson,169.7,7123689.0,1166
2014,32,0,30750,Tommy Gainey,170.0,5006996.0,818
2014,33,0,26300,Matt Jones,170.2,5049253.0,824
2014,34,0,25900,Lucas Glover,170.5,3921433.0,639
2014,35,0,37273,Derek Ernst,170.8,5343336.0,869
2014,35,0,26329,Louis Oosthuizen,170.8,2526940.0,411
2014,37,0,26289,Boo Weekley,171.3,4798444.0,778
2014,38,0,34360,Patrick Reed,171.5,6351998.0,1029
2014,38,0,32333,Kevin Tway,171.5,3977061.0,644
2014,40,0,26331,Charl Schwartzel,171.7,4617893.0,747
2014,41,0,27408,Martin Kaymer,171.9,4072047.0,658
2014,42,0,33141,Keegan Bradley,172.0,5695811.0,920
2014,42,0,34264,Hudson Swafford,172.0,4927993.0,796
2014,44,0,35732,Wes Roach,172.1,4220307.0,681
2014,45,0,31557,Jim Herman,172.2,4129283.0,666
2014,45,0,35541,John Peterson,172.2,4691522.0,757
2014,47,0,25562,Andres Romero,172.3,6121172.0,987
2014,47,0,27330,Josh Teater,172.3,6375640.0,1028
2014,49,0,32102,Rickie Fowler,172.4,5270270.0,849
2014,49,0,27936,Martin Laird,172.4,4746866.0,765
2014,51,0,34098,Russell Henley,172.5,6416573.0,1033
2014,52,0,6567,Vijay Singh,172.8,6520840.0,1048
2014,53,0,21209,Sergio Garcia,172.9,3442435.0,553
2014,53,0,29518,Brendan Steele,172.9,6043380.0,971
2014,55,0,29740,Brad Fritsch,173.1,3334019.0,535
2014,55,0,33418,Shawn Stefani,173.1,4892653.0,785
2014,57,0,24781,Hunter Mahan,173.3,6265099.0,1004
2014,58,0,30692,Scott Stallings,173.5,5415380.0,867
2014,59,0,29289,S.Y. Noh,173.6,6398666.0,1024
2014,60,0,27644,Brian Harman,173.8,8632554.0,1380
2014,60,0,28475,Jeff Overton,173.8,5700660.0,911
2014,62,0,26851,Marc Leishman,173.9,5960526.0,952
2014,63,0,23621,Rory Sabbatini,174.0,5548745.0,886
2014,64,0,29420,Billy Horschel,174.1,6004319.0,958
2014,65,0,29535,Brice Garnett,174.2,6753812.0,1077
2014,65,0,32640,Troy Merritt,174.2,4698353.0,749
2014,67,0,6522,Ernie Els,174.3,5440490.0,867
2014,67,0,30926,Chris Kirk,174.3,7478414.0,1192
2014,69,0,32366,Kevin Chappell,174.5,7543888.0,1201
2014,69,0,27770,Camilo Villegas,174.5,7243844.0,1153
2014,71,0,12510,Chad Campbell,174.7,3967850.0,631
2014,71,0,27095,Nick Watney,174.7,4881464.0,776
2014,73,0,1706,Davis Love III,174.8,5448941.0,866
2014,73,0,27214,Kevin Streelman,174.8,5222657.0,830
2014,75,0,32448,James Hahn,175.0,6330072.0,1005
2014,75,0,30852,Ryo Ishikawa,175.0,5336142.0,847
2014,77,0,20645,John Senden,175.3,7055354.0,1118
2014,78,0,22046,Geoff Ogilvy,175.4,6340709.0,1004
2014,79,0,29479,Scott Brown,175.5,7292316.0,1154
2014,79,0,32839,Hideki Matsuyama,175.5,5610556.0,888
2014,81,0,34046,Jordan Spieth,175.6,6915749.0,1094
2014,82,0,1810,Phil Mickelson,175.7,4376176.0,692
2014,83,0,22913,John Rollins,175.8,5779301.0,913
2014,84,0,24846,Ricky Barnes,175.9,6807750.0,1075
2014,85,0,23353,J.J. Henry,176.0,6836482.0,1079
2014,86,0,28486,Michael Putnam,176.1,7924357.0,1250
2014,86,0,21528,Henrik Stenson,176.1,3327713.0,525
2014,88,0,34563,Chesson Hadley,176.2,6173407.0,973
2014,88,0,29221,Webb Simpson,176.2,6469123.0,1020
2014,88,0,28132,Tyrone Van Aswegen,176.2,5608320.0,884
2014,91,0,28259,Sangmoon Bae,176.3,5744935.0,905
2014,91,0,34409,David Lingmerth,176.3,5844002.0,921
2014,93,0,28307,Matt Every,176.4,5638785.0,888
2014,93,0,24924,Bill Haas,176.4,7206208.0,1135
2014,95,0,22371,Aaron Baddeley,176.5,5083058.0,800
2014,95,0,35539,Luke Guthrie,176.5,6632580.0,1044
2014,97,0,28500,Martin Flores,176.7,5947206.0,935
2014,97,0,23623,Bo Van Pelt,176.7,5878322.0,924
2014,99,0,20157,Retief Goosen,176.8,6727946.0,1057
2014,100,0,22378,Trevor Immelman,177.0,5893622.0,925
2014,100,0,29926,Danny Lee,177.0,6080046.0,954
2014,102,0,26956,Bronson La'Cassie,177.1,3162533.0,496
2014,103,0,27963,Chris Stroud,177.2,6332935.0,993
2014,104,0,29478,Kevin Kisner,177.3,6152339.0,964
2014,104,0,29425,Andrew Svoboda,177.3,5853230.0,917
2014,106,0,23108,Matt Kuchar,177.4,6761957.0,1059
2014,106,0,33413,Ben Martin,177.4,5550747.0,869
2014,108,0,31193,Jim Renner,177.5,4542030.0,711
2014,108,0,22405,Justin Rose,177.5,4580413.0,717
2014,110,0,25686,Jason Dufner,177.7,3741469.0,585
2014,110,0,24912,Will MacKenzie,177.7,6421464.0,1004
2014,112,0,26951,Johnson Wagner,177.9,5079037.0,793
2014,113,0,25364,Paul Casey,178.1,3884760.0,606
2014,114,0,24925,Jonathan Byrd,178.2,5768594.0,899
2014,115,0,31202,William McGirt,178.3,7492284.0,1167
2014,116,0,20229,Stewart Cink,178.4,6340615.0,987
2014,117,0,33122,Russell Knox,178.7,7368014.0,1145
2014,118,0,23638,Brendon de Jonge,178.8,8215025.0,1276
2014,118,0,25444,Justin Hicks,178.8,8006127.0,1244
2014,120,0,25191,Gonzalo Fernandez-Castaño,178.9,6130934.0,952
2014,120,0,26596,Ryan Moore,178.9,5588901.0,868
2014,122,0,24494,Erik Compton,179.3,6679152.0,1035
2014,122,0,27649,Brandt Snedeker,179.3,5867132.0,909
2014,122,0,32150,Michael Thompson,179.3,5298817.0,821
2014,125,0,22293,Heath Slocum,179.4,5559211.0,861
2014,126,0,10885,Robert Allenby,179.6,6232626.0,964
2014,127,0,35139,Richard Lee,179.7,5459268.0,844
2014,128,0,1724,Jeff Maggert,179.8,3947769.0,610
2014,128,0,25349,Tim Wilkinson,179.8,6393608.0,988
2014,130,0,27895,Jonas Blixt,180.0,3823749.0,590
2014,130,0,20396,Lee Westwood,180.0,3848194.0,594
2014,132,0,21731,Freddie Jacobson,180.1,7210776.0,1112
2014,132,0,24490,George McNeill,180.1,6271178.0,967
2014,134,0,24024,Zach Johnson,180.2,7584102.0,1169
2014,135,0,21878,Mark Wilson,180.3,5121946.0,789
2014,136,0,20498,Briny Baird,180.5,4034430.0,621
2014,136,0,20104,Ken Duke,180.5,5933373.0,913
2014,136,0,27466,Spencer Levin,180.5,4478156.0,689
2014,136,0,28780,Nicholas Thompson,180.5,6237716.0,960
2014,140,0,27933,John Merrick,180.6,6455994.0,993
2014,141,0,31560,Brian Stuard,180.7,6668360.0,1025
2014,142,0,24361,Pat Perez,180.8,6705171.0,1030
2014,143,0,20593,Greg Chalmers,180.9,6530672.0,1003
2014,143,0,23409,James Driscoll,180.9,5138143.0,789
2014,145,0,34261,Scott Langley,181.1,7101263.0,1089
2014,145,0,25834,Daniel Summerhays,181.1,7928675.0,1216
2014,147,0,25240,D.A. Points,181.2,4930626.0,756
2014,147,0,24663,Y.E. Yang,181.2,5447366.0,835
2014,149,0,27556,Ted Potter Jr.,181.6,5425439.0,830
2014,150,0,2206,David Toms,181.7,4887421.0,747
2014,151,0,20160,Charlie Wi,181.8,5845090.0,893
2014,152,0,21753,Brian Davis,181.9,7320393.0,1118
2014,152,0,8075,Jerry Kelly,181.9,5967091.0,911
2014,154,0,34174,John Huh,182.1,6344992.0,968
2014,155,0,7867,Woody Austin,182.4,5173110.0,788
2014,155,0,32200,Roberto Castro,182.4,5346003.0,814
2014,157,0,29222,Billy Hurley III,182.5,6551659.0,997
2014,158,0,20098,Stuart Appleby,182.7,7625056.0,1159
2014,158,0,33419,Cameron Tringale,182.7,8936042.0,1359
2014,160,0,26758,David Hearn,183.0,7477295.0,1135
2014,161,0,24138,Ian Poulter,183.1,3731794.0,566
2014,162,0,23135,Tim Clark,183.6,5645396.0,854
2014,163,0,19846,Brian Gay,183.7,5748200.0,869
2014,163,0,25396,Kevin Na,183.7,7136892.0,1079
2014,165,0,23541,Ben Crane,183.8,7118456.0,1076
2014,166,0,30927,Brendon Todd,184.3,8387846.0,1264
2014,167,0,24507,Jason Bohn,184.4,6663273.0,1004
2014,168,0,23800,Bryce Molder,184.6,5813442.0,875
2014,169,0,25572,Graeme McDowell,184.9,4232877.0,636
2014,170,0,24357,K.J. Choi,185.9,6142936.0,918
2014,171,0,22621,Ben Curtis,186.4,5905008.0,880
2014,172,0,25720,Chad Collins,186.6,5617289.0,836
2014,173,0,10809,Jim Furyk,188.0,6207521.0,917
2014,174,0,28092,D.H. Lee,188.3,4169671.0,615
2014,175,0,10423,Mike Weir,190.0,4925260.0,720
2014,176,0,23983,Luke Donald,191.9,4171981.0,604
2014,177,0,10860,Justin Leonard,192.1,5851231.0,846
2022,1,0,57366,Cameron Young,155.7,5399013.0,963
2022,2,0,40250,Taylor Pendrith,155.9,4564143.0,813
2022,3,0,46601,Trey Mullinax,157.8,5089170.0,896
2022,4,0,34255,Joseph Bramlett,158.1,5167890.0,908
2022,5,0,28237,Rory McIlroy,158.2,4048724.0,711
2022,6,0,47856,Seth Reeves,159.4,3832523.0,668
2022,7,0,27129,Luke List,159.8,5079978.0,883
2022,8,0,35450,Patrick Cantlay,160.1,4178336.0,725
2022,8,0,51766,Wyndham Clark,160.1,5832394.0,1012
2022,8,0,46550,Brandon Hagy,160.1,4646593.0,806
2022,11,0,56278,Matthew Wolff,160.6,2943744.0,509
2022,12,0,39546,Keith Mitchell,161.3,5785026.0,996
2022,13,0,12716,Charley Hoffman,161.6,4590423.0,789
2022,13,0,48699,Callum Tarren,161.6,4286245.0,737
2022,15,0,46046,Scottie Scheffler,161.8,5270529.0,905
2022,16,0,45157,Cam Davis,162.2,6136749.0,1051
2022,17,0,46970,Jon Rahm,162.3,4470634.0,765
2022,18,0,36689,Brooks Koepka,162.5,3123823.0,534
2022,19,0,54421,Garrick Higgo,162.6,3055301.0,522
2022,20,0,32366,Kevin Chappell,162.7,3526237.0,602
2022,21,0,47988,Nick Hardy,162.8,3645246.0,622
2022,21,0,47483,Will Zalatoris,162.8,4659687.0,795
2022,23,0,34046,Jordan Spieth,163.0,4958162.0,845
2022,24,0,48117,Kurt Kitayama,163.2,3649027.0,621
2022,25,0,21961,Charles Howell III,163.5,3796754.0,645
2022,26,0,45486,Joaquin Niemann,163.7,4738611.0,804
2022,27,0,33448,Justin Thomas,164.0,4972049.0,842
2022,27,0,32333,Kevin Tway,164.0,5408062.0,916
2022,29,0,52372,Cameron Champ,164.3,3815597.0,645
2022,30,0,46717,Viktor Hovland,164.4,4576305.0,773
2022,31,0,29518,Brendan Steele,164.5,5110212.0,863
2022,32,0,45540,Jared Wolfe,164.9,3810868.0,642
2022,33,0,20229,Stewart Cink,165.1,5397570.0,908
2022,33,0,36699,Patrick Rodgers,165.1,5610854.0,944
2022,35,0,37212,Paul Barjon,165.4,5126497.0,861
2022,36,0,24502,Adam Scott,165.6,5192757.0,871
2022,36,0,35617,Martin Trainer,165.6,4971135.0,834
2022,38,0,29725,Tony Finau,165.7,5828607.0,977
2022,39,0,47504,Sam Burns,165.8,5651201.0,947
2022,40,0,46442,Maverick McNealy,166.1,5997611.0,1003
2022,41,0,27064,Jhonattan Vegas,166.2,4793616.0,801
2022,42,0,35461,Beau Hossler,166.4,5318354.0,888
2022,42,0,37189,Harold Varner III,166.4,4647953.0,776
2022,44,0,39997,Corey Conners,166.5,5892364.0,983
2022,45,0,39058,Lucas Herbert,166.7,3312923.0,552
2022,45,0,30944,Jason Kokrak,166.7,4212875.0,702
2022,45,0,23320,Ryan Palmer,166.7,4109919.0,685
2022,45,0,47995,Davis Riley,166.7,6722235.0,1120
2022,49,0,32791,K.H. Lee,166.8,7163646.0,1193
2022,50,0,26300,Matt Jones,166.9,4241857.0,706
2022,51,0,29970,Dylan Frittelli,167.0,5999772.0,998
2022,51,0,51894,Vince Whaley,167.0,5519102.0,918
2022,53,0,39971,Sungjae Im,167.3,6288155.0,1044
2022,53,0,28252,Seamus Power,167.3,4901366.0,814
2022,55,0,32662,Michael Gligic,167.4,4712402.0,782
2022,56,0,32102,Rickie Fowler,167.8,4615061.0,764
2022,56,0,39977,Max Homa,167.8,5864786.0,971
2022,58,0,55708,Hayden Buckley,168.0,6433638.0,1064
2022,58,0,49947,Taylor Moore,168.0,6512712.0,1077
2022,60,0,48081,Xander Schauffele,168.1,4780711.0,790
2022,61,0,29221,Webb Simpson,168.3,4326130.0,714
2022,62,0,35891,Cameron Smith,168.4,4091333.0,675
2022,62,0,49964,Aaron Wise,168.4,6420439.0,1059
2022,64,0,32757,Patton Kizzire,168.6,6828189.0,1125
2022,65,0,32839,Hideki Matsuyama,168.8,4832268.0,795
2022,65,0,50095,Austin Smotherman,168.8,5214566.0,858
2022,67,0,36852,Jim Knous,169.0,2938732.0,483
2022,67,0,30692,Scott Stallings,169.0,7007792.0,1152
2022,69,0,22056,Cameron Percy,169.1,2659662.0,437
2022,69,0,10381,Curtis Thompson,169.1,3663680.0,602
2022,71,0,47529,Mito Pereira,169.2,6298013.0,1034
2022,72,0,32448,James Hahn,169.5,5041717.0,826
2022,72,0,33597,Harry Higgs,169.5,5626561.0,922
2022,74,0,40098,Matt Fitzpatrick,169.8,4045921.0,662
2022,74,0,34563,Chesson Hadley,169.8,5342826.0,874
2022,74,0,51634,Sahith Theegala,169.8,7935220.0,1298
2022,77,0,34264,Hudson Swafford,169.9,4005296.0,655
2022,78,0,33141,Keegan Bradley,170.0,5612251.0,917
2022,78,0,26851,Marc Leishman,170.0,5367511.0,877
2022,80,0,46340,Alex Smalley,170.3,6257776.0,1021
2022,80,0,54783,Dylan Wu,170.3,4278607.0,698
2022,82,0,31646,Emiliano Grillo,170.4,5926749.0,966
2022,82,0,51997,Andrew Novak,170.4,4526840.0,738
2022,82,0,48887,Matt Wallace,170.4,4036848.0,658
2022,85,0,29420,Billy Horschel,170.5,4713213.0,768
2022,85,0,37455,Si Woo Kim,170.5,6919255.0,1127
2022,87,0,28114,Dawie van der Walt,170.7,4018282.0,654
2022,88,0,34363,Tyrrell Hatton,170.8,4008634.0,652
2022,88,0,49960,Sepp Straka,170.8,6270604.0,1020
2022,90,0,54628,Lee Hodges,170.9,7021551.0,1141
2022,90,0,32139,Danny Willett,170.9,3519381.0,572
2022,92,0,27895,Jonas Blixt,171.3,3563610.0,578
2022,92,0,33667,Carlos Ortiz,171.3,4348384.0,705
2022,94,0,25900,Lucas Glover,171.5,7054855.0,1143
2022,94,0,49771,J.T. Poston,171.5,6808657.0,1103
2022,96,0,34431,Robert Streb,171.7,6170194.0,998
2022,96,0,40006,Erik van Rooyen,171.7,3406771.0,551
