YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
2013,474,0,23204,Gary Christian,355,HP Byron Nelson,4,3,19
2013,474,0,27896,Ross Fisher,355,Phoenix Open,1,15,510
2013,474,0,8725,Tom Gillis,355,HP Byron Nelson,4,1,19
2013,474,0,27936,Martin Laird,355,AT&T National,1,18,24
2013,474,0,33204,Shane Lowry,355,Puerto Rico,2,2,742
2013,474,0,25336,Alistair Presnell,355,Wyndham Champ,2,18,752
2013,474,0,34431,Robert Streb,355,John Deere Clas,4,2,669
2013,518,0,28307,Matt Every,354,Texas Open,1,10,770
2013,518,0,28092,D.H. Lee,354,HP Byron Nelson,4,3,19
2013,518,0,24361,Pat Perez,354,Wyndham Champ,1,18,752
2013,518,0,26476,Chez Reavie,354,HP Byron Nelson,4,3,19
2013,518,0,26497,Casey Wittenberg,354,HP Byron Nelson,2,1,19
2013,569,0,25364,Paul Casey,353,Wyndham Champ,1,18,752
2013,569,0,34098,Russell Henley,353,BMW Champ,3,16,789
2013,569,0,19904,Paul Lawrie,353,The Open,2,2,542
2013,569,0,33448,Justin Thomas,353,John Deere Clas,2,17,669
2013,569,0,28118,Peter Tomasulo,353,Sony Open,2,6,6
2013,629,0,21731,Freddie Jacobson,352,The Barclays,4,12,762
2013,629,0,37455,Si Woo Kim,352,Wyndham Champ,2,18,752
2013,629,0,24940,Edward Loar,352,Phoenix Open,2,15,510
2013,629,0,31202,William McGirt,352,Wyndham Champ,1,18,752
2013,629,0,34644,Josh Persons,352,Sony Open,2,18,6
2013,629,0,39328,Conrad Shindler,352,Texas Open,1,10,770
2013,629,0,32190,Jesse Smith,352,Canadian Open,1,11,32
2013,629,0,21951,Joey Snyder III,352,John Deere Clas,1,15,669
2013,693,0,28455,Will Claxton,351,HP Byron Nelson,4,3,19
2013,693,0,33931,Andrew Georgiou,351,Canadian Open,1,11,32
2013,693,0,6573,Brandt Jobe,351,John Deere Clas,1,18,669
2013,693,0,35459,Chris Williams,351,Wyndham Champ,1,18,752
2013,749,0,20070,Matt Bettencourt,350,HP Byron Nelson,2,3,19
2013,749,0,32262,Mark Brown,350,The Open,3,2,542
2013,749,0,32200,Roberto Castro,350,BMW Champ,3,4,789
2013,749,0,28679,Fabián Gómez,350,Wyndham Champ,1,18,752
2013,749,0,28475,Jeff Overton,350,St. Jude,4,9,513
2013,749,0,36699,Patrick Rodgers,350,John Deere Clas,3,2,669
2013,749,0,22405,Justin Rose,350,BMW Champ,3,4,789
2013,749,0,32150,Michael Thompson,350,WGC-Bridgestone,2,16,36
2013,749,0,30927,Brendon Todd,350,HP Byron Nelson,4,3,19
2013,818,0,25191,Gonzalo Fernandez-Castaño,349,Texas Open,1,10,770
2013,818,0,32698,Bobby Gates,349,Sony Open,2,16,6
2013,818,0,20105,Jeff Gove,349,Canadian Open,4,18,32
2013,818,0,35901,Paul Haley II,349,Wyndham Champ,1,18,752
2013,818,0,29420,Billy Horschel,349,Shell Houston,3,6,729
2013,818,0,27408,Martin Kaymer,349,HP Byron Nelson,4,3,19
2013,818,0,1948,Tim Petrovic,349,John Deere Clas,1,2,669
2013,818,0,29518,Brendan Steele,349,Wyndham Champ,2,18,752
2013,876,0,25369,Jamie Donaldson,348,WGC-Cadillac,4,14,8
2013,876,0,33399,Adam Hadwin,348,Canadian Open,2,17,32
2013,876,0,36689,Brooks Koepka,348,The Open,1,1,542
2013,876,0,29926,Danny Lee,348,Sony Open,1,12,6
2013,876,0,33968,Thorbjørn Olesen,348,WGC-Cadillac,3,14,8
2013,876,0,23325,Vaughn Taylor,348,St. Jude,2,7,513
2013,876,0,23788,D.J. Trahan,348,Canadian Open,1,11,32
2013,950,0,6004,Stephen Ames,347,HP Byron Nelson,3,3,19
2013,950,0,34021,Bud Cauley,347,Sony Open,1,18,6
2013,950,0,21209,Sergio Garcia,347,Northern Trust,3,3,500
2013,950,0,31138,Scott Jamieson,347,WGC-Cadillac,4,14,8
2013,950,0,12660,Jesper Parnevik,347,HP Byron Nelson,3,3,19
2013,950,0,22293,Heath Slocum,347,AT&T Pebble,2,10,769
2014,1,0,25804,Bubba Watson,424,WGC-Bridgestone,3,16,36
2014,2,0,29221,Webb Simpson,397,Hyundai T of C,4,7,656
2014,3,0,34046,Jordan Spieth,396,Hyundai T of C,4,7,656
2014,4,0,25191,Gonzalo Fernandez-Castaño,395,WGC-HSBC Champ.,4,14,766
2014,5,0,29479,Scott Brown,390,Hyundai T of C,4,7,656
2014,6,0,37273,Derek Ernst,388,Hyundai T of C,4,17,656
2014,8,0,25632,Jimmy Walker,387,Hyundai T of C,4,17,656
2014,9,0,24358,Robert Garrigus,385,Quicken Loans,4,18,24
2014,9,0,27936,Martin Laird,385,Hyundai T of C,4,12,656
2014,11,0,29974,Branden Grace,383,WGC-Cadillac,2,5,8
2014,12,0,24361,Pat Perez,382,Phoenix Open,2,8,510
2014,14,0,25686,Jason Dufner,381,WGC-Bridgestone,2,9,36
2014,14,0,23623,Bo Van Pelt,381,Wyndham Champ,1,5,752
2014,14,0,31323,Gary Woodland,381,Hyundai T of C,2,7,656
2014,17,0,34021,Bud Cauley,380,Wells Fargo,4,16,698
2014,17,0,28089,Jason Day,380,BMW Champ,1,1,505
2014,17,0,30925,Dustin Johnson,380,Hyundai T of C,3,12,656
2014,20,0,26300,Matt Jones,379,WGC-Bridgestone,3,16,36
2014,20,0,29461,Jamie Lovemark,379,HP Byron Nelson,4,3,19
2014,20,0,28237,Rory McIlroy,379,BMW Champ,1,10,505
2014,25,0,33122,Russell Knox,378,Frys.com Open,2,18,775
2014,25,0,26951,Johnson Wagner,378,Wyndham Champ,2,5,752
2014,29,0,30944,Jason Kokrak,377,Frys.com Open,2,6,775
2014,29,0,35300,Andrew Loupe,377,Quicken Loans,4,18,24
2014,31,0,32102,Rickie Fowler,376,Wells Fargo,4,16,698
2014,31,0,28308,Troy Kelly,376,John Deere Clas,1,10,669
2014,31,0,36684,Dustin Morris,376,Zurich Classic,1,7,714
2014,31,0,21528,Henrik Stenson,376,WGC-Cadillac,2,5,8
2014,36,0,32334,Charlie Beljan,375,Valspar Champ,2,11,665
2014,36,0,34360,Patrick Reed,375,Hyundai T of C,4,17,656
2014,36,0,36699,Patrick Rodgers,375,Quicken Loans,4,18,24
2014,43,0,20593,Greg Chalmers,374,Texas Open,3,17,770
2014,43,0,21209,Sergio Garcia,374,WGC-Cadillac,2,5,8
2014,43,0,25240,D.A. Points,374,Hyundai T of C,4,7,656
2014,43,0,34264,Hudson Swafford,374,The Greenbrier,4,17,771
2014,49,0,28259,Sangmoon Bae,373,Hyundai T of C,4,12,656
2014,49,0,20229,Stewart Cink,373,Wells Fargo,3,16,698
2014,49,0,6522,Ernie Els,373,Shell Houston,1,8,729
2014,49,0,21961,Charles Howell III,373,The Greenbrier,4,17,771
2014,49,0,25562,Andres Romero,373,Quicken Loans,4,18,24
2014,49,0,32150,Michael Thompson,373,Hyundai T of C,4,12,656
2014,59,0,20848,Ángel Cabrera,372,The Greenbrier,3,6,771
2014,59,0,23452,Nicolas Colsaerts,372,Texas Open,1,9,770
2014,59,0,34099,Harris English,372,Hyundai T of C,4,12,656
2014,59,0,24502,Adam Scott,372,BMW Champ,4,1,505
2014,59,0,27064,Jhonattan Vegas,372,Phoenix Open,3,15,510
2014,71,0,27436,Graham DeLaet,370,Phoenix Open,2,6,510
2014,71,0,37351,Oliver Goss,370,Quicken Loans,4,18,24
2014,71,0,35539,Luke Guthrie,370,Arnold Palmer,4,4,9
2014,71,0,24924,Bill Haas,370,Hyundai T of C,4,12,656
2014,71,0,27141,J.B. Holmes,370,Phoenix Open,2,9,510
2014,71,0,30852,Ryo Ishikawa,370,Wyndham Champ,4,8,752
2014,71,0,34431,Robert Streb,370,Wells Fargo,4,16,698
2014,86,0,32366,Kevin Chappell,369,Zurich Classic,4,15,714
2014,86,0,30926,Chris Kirk,369,Hyundai T of C,4,12,656
2014,86,0,30692,Scott Stallings,369,WGC-Bridgestone,2,9,36
2014,98,0,23063,Scott Hend,368,WGC-Cadillac,1,12,8
2014,98,0,12716,Charley Hoffman,368,Phoenix Open,2,15,510
2014,98,0,34409,David Lingmerth,368,Farmers Ins.,4,15,4
2014,98,0,1706,Davis Love III,368,Wells Fargo,3,16,698
2014,98,0,32839,Hideki Matsuyama,368,WGC-Cadillac,2,5,8
2014,98,0,25345,Carl Pettersson,368,Texas Open,3,4,770
2014,98,0,30946,Alex Prugh,368,Texas Open,3,17,770
2014,98,0,27072,Alvaro Quiros,368,Mayakoba,2,5,733
2014,98,0,29518,Brendan Steele,368,Shell Houston,1,8,729
2014,98,0,20396,Lee Westwood,368,WGC-Bridgestone,3,16,36
2014,117,0,33141,Keegan Bradley,367,WGC-Bridgestone,3,8,36
2014,117,0,24140,Sean O'Hair,367,Frys.com Open,1,5,775
2014,117,0,32333,Kevin Tway,367,Frys.com Open,4,18,775
2014,117,0,36685,Cameron Wilson,367,John Deere Clas,1,14,669
2014,133,0,25364,Paul Casey,366,The Open,2,1,724
2014,133,0,20850,Daniel Chopra,366,Texas Open,2,17,770
2014,133,0,24024,Zach Johnson,366,Texas Open,2,10,770
2014,133,0,22046,Geoff Ogilvy,366,Quicken Loans,4,18,24
2014,148,0,24494,Erik Compton,365,HP Byron Nelson,2,4,19
2014,148,0,21753,Brian Davis,365,Texas Open,3,17,770
2014,148,0,9011,David Duval,365,Mayakoba,4,5,733
2014,148,0,39977,Max Homa,365,Frys.com Open,4,10,775
2014,148,0,28475,Jeff Overton,365,Mayakoba,4,5,733
2014,148,0,40250,Taylor Pendrith,365,Canadian Open,1,8,642
2014,169,0,29222,Billy Hurley III,364,Frys.com Open,4,18,775
2014,169,0,27933,John Merrick,364,Hyundai T of C,4,7,656
2014,169,0,35732,Wes Roach,364,Texas Open,4,18,770
2014,169,0,34265,Will Wilcox,364,Sony Open,1,5,6
2014,193,0,27408,Martin Kaymer,363,WGC-Bridgestone,3,8,36
2014,193,0,25818,Scott Piercy,363,Phoenix Open,2,9,510
2014,193,0,28486,Michael Putnam,363,Quicken Loans,4,18,24
2014,193,0,29484,Peter Uihlein,363,WGC-Cadillac,1,1,8
2014,193,0,8793,Tiger Woods,363,WGC-Bridgestone,2,8,36
2014,211,0,28937,George Coetzee,362,WGC-Cadillac,2,5,8
2014,211,0,30750,Tommy Gainey,362,Sony Open,3,6,6
2014,211,0,29535,Brice Garnett,362,Texas Open,2,17,770
2014,211,0,31557,Jim Herman,362,Texas Open,2,10,770
2014,211,0,20645,John Senden,362,WGC-Bridgestone,3,8,36
2014,211,0,33418,Shawn Stefani,362,Quicken Loans,4,18,24
2014,211,0,27095,Nick Watney,362,WGC-Cadillac,1,12,8
2014,237,0,25369,Jamie Donaldson,361,WGC-Bridgestone,3,16,36
2014,237,0,20376,Stephen Gallacher,361,WGC-Bridgestone,3,16,36
2014,237,0,20766,Padraig Harrington,361,Phoenix Open,2,15,510
2014,237,0,23353,J.J. Henry,361,Phoenix Open,2,15,510
2014,237,0,21731,Freddie Jacobson,361,BMW Champ,1,10,505
2014,237,0,36689,Brooks Koepka,361,Wyndham Champ,4,5,752
2014,237,0,27649,Brandt Snedeker,361,Hyundai T of C,4,12,656
2014,266,0,20098,Stuart Appleby,360,BMW Champ,1,1,505
2014,266,0,22371,Aaron Baddeley,360,Phoenix Open,2,15,510
2014,266,0,27895,Jonas Blixt,360,Hyundai T of C,2,1,656
2014,266,0,24781,Hunter Mahan,360,Quicken Loans,3,18,24
2014,266,0,29289,S.Y. Noh,360,Quicken Loans,4,18,24
2014,266,0,21949,Joe Ogilvie,360,Texas Open,2,18,770
2014,266,0,26289,Boo Weekley,360,WGC-Cadillac,1,12,8
2014,306,0,28087,Kris Blanks,359,Phoenix Open,1,9,510
2014,306,0,1249,John Daly,359,Wyndham Champ,2,18,752
2014,306,0,20157,Retief Goosen,359,Sony Open,3,6,6
2014,306,0,33461,Morgan Hoffmann,359,BMW Champ,4,7,505
2014,306,0,26851,Marc Leishman,359,The Open,2,1,724
2014,306,0,27118,Toshinori Muto,359,Sony Open,3,9,6
2014,306,0,25396,Kevin Na,359,BMW Champ,1,1,505
2014,306,0,26329,Louis Oosthuizen,359,WGC-Cadillac,1,12,8
2014,306,0,26679,Kevin Stadler,359,WGC-Bridgestone,2,9,36
2014,349,0,35840,Kevin Foley,358,HP Byron Nelson,3,1,19
2014,349,0,34098,Russell Henley,358,The Open,2,1,724
2014,349,0,29420,Billy Horschel,358,BMW Champ,1,10,505
2014,349,0,24912,Will MacKenzie,358,Wyndham Champ,1,5,752
2014,349,0,24490,George McNeill,358,Frys.com Open,2,18,775
2014,349,0,23800,Bryce Molder,358,Quicken Loans,1,16,24
2014,349,0,26331,Charl Schwartzel,358,PGA Championshi,1,5,671
2014,349,0,27214,Kevin Streelman,358,Hyundai T of C,2,1,656
2014,349,0,27330,Josh Teater,358,Wells Fargo,3,16,698
2014,349,0,33448,Justin Thomas,358,The McGladrey,2,5,776
2014,349,0,27770,Camilo Villegas,358,BMW Champ,1,1,505
2014,390,0,39910,Kevin Carrigan,357,Canadian Open,2,2,642
2014,390,0,23409,James Driscoll,357,Wyndham Champ,2,18,752
2014,390,0,25900,Lucas Glover,357,Frys.com Open,2,18,775
2014,390,0,23320,Ryan Palmer,357,Sony Open,1,5,6
2014,390,0,23621,Rory Sabbatini,357,HP Byron Nelson,4,1,19
2014,390,0,30110,Kyle Stanley,357,Frys.com Open,2,18,775
2014,429,0,24866,Jamie Broce,356,PGA Championshi,1,5,671
2014,429,0,28307,Matt Every,356,WGC-Bridgestone,2,8,36
2014,429,0,25444,Justin Hicks,356,Valspar Champ,4,6,665
2014,429,0,35139,Richard Lee,356,Wyndham Champ,2,5,752
2014,429,0,22913,John Rollins,356,Crowne Plaza,3,11,21
2014,429,0,30927,Brendon Todd,356,Texas Open,3,17,770
2014,479,0,30978,Kiradech Aphibarnrat,355,WGC-Cadillac,1,3,8
2014,479,0,25936,Alex Aragon,355,HP Byron Nelson,2,1,19
2014,479,0,25274,Steven Bowditch,355,Shell Houston,2,4,729
2014,479,0,28339,Victor Dubuisson,355,WGC-Bridgestone,3,8,36
2014,479,0,27896,Ross Fisher,355,The Open,2,1,724
2014,479,0,34563,Chesson Hadley,355,BMW Champ,1,1,505
2014,479,0,29926,Danny Lee,355,Wells Fargo,3,16,698
2014,479,0,26596,Ryan Moore,355,Hyundai T of C,4,1,656
2014,479,0,24459,Richard Sterne,355,WGC-Bridgestone,2,8,36
2014,479,0,33419,Cameron Tringale,355,Quicken Loans,1,3,24
2014,534,0,7867,Woody Austin,354,Hyundai T of C,3,1,656
2014,534,0,24846,Ricky Barnes,354,Wells Fargo,4,16,698
2014,534,0,35582,Kristoffer Broberg,354,The Open,2,1,724
2014,534,0,28500,Martin Flores,354,Wells Fargo,3,7,698
2014,534,0,24399,Scott Gardiner,354,Frys.com Open,1,5,775
2014,534,0,28158,Steve Marino,354,The Greenbrier,4,17,771
2014,534,0,22405,Justin Rose,354,Zurich Classic,4,13,714
2014,586,0,28093,Miguel Angel Carballo,353,Texas Open,3,17,770
2014,586,0,29720,Andres Gonzales,353,Shriners Hosp.,2,16,538
2014,586,0,27644,Brian Harman,353,BMW Champ,1,1,505
2014,586,0,29478,Kevin Kisner,353,Wells Fargo,3,16,698
2014,586,0,23108,Matt Kuchar,353,Hyundai T of C,4,7,656
2014,586,0,28300,Joost Luiten,353,WGC-Bridgestone,2,8,36
2014,586,0,46048,Jordan Niebrugge,353,John Deere Clas,1,2,669
2014,586,0,10387,Chris Thompson,353,HP Byron Nelson,4,1,19
2014,586,0,20160,Charlie Wi,353,Texas Open,2,10,770
2014,586,0,25349,Tim Wilkinson,353,Frys.com Open,2,18,775
2014,666,0,30913,Chris Hanson,352,The Open,2,2,724
2014,666,0,24940,Edward Loar,352,Frys.com Open,1,9,775
2014,666,0,33199,Matteo Manassero,352,WGC-Cadillac,2,3,8
2014,666,0,25572,Graeme McDowell,352,WGC-Cadillac,2,3,8
2014,666,0,31202,William McGirt,352,Wyndham Champ,2,5,752
2014,666,0,1810,Phil Mickelson,352,Phoenix Open,2,9,510
2014,666,0,23497,Tag Ridings,352,Travelers Champ,2,12,503
2014,666,0,31560,Brian Stuard,352,Frys.com Open,2,18,775
2014,666,0,25834,Daniel Summerhays,352,BMW Champ,1,3,505
2014,760,0,46256,Hunter Green,351,Wells Fargo,2,15,698
2014,760,0,34261,Scott Langley,351,Wells Fargo,4,16,698
2014,760,0,28310,Lee Williams,351,HP Byron Nelson,3,3,19
2014,830,0,32448,James Hahn,350,Phoenix Open,1,15,510
2014,830,0,32640,Troy Merritt,350,HP Byron Nelson,1,4,19
2014,830,0,25863,Rod Perry,350,Puerto Rico,2,15,742
2014,830,0,6567,Vijay Singh,350,HP Byron Nelson,4,7,19
2014,830,0,29425,Andrew Svoboda,350,Wells Fargo,3,16,698
2014,830,0,35617,Martin Trainer,350,Sony Open,2,8,6
2014,907,0,31577,Tano Goya,349,WGC-Bridgestone,2,16,36
2014,907,0,22792,Peter Hanson,349,Shell Houston,2,4,729
2014,907,0,27466,Spencer Levin,349,Shriners Hosp.,4,11,538
2014,907,0,34466,Peter Malnati,349,AT&T Pebble,3,6,769
2014,907,0,33413,Ben Martin,349,The Open,2,1,724
2014,907,0,28132,Tyrone Van Aswegen,349,Shriners Hosp.,1,2,538
2014,907,0,37189,Harold Varner III,349,Northern Trust,2,15,500
2022,1,0,30692,Scott Stallings,460,WM Phoenix Open,2,15,510
2022,2,0,47347,Adam Schenk,429,Wells Fargo,1,15,237
2022,3,0,52096,Adri Arnaus,426,The Open,2,1,668
2022,4,0,37066,Grant Forrest,422,Genesis Scottish Open,2,15,977
