YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
2015,76,0,29476,Kyle Reifers,0.076,6.112,80
2015,77,0,25632,Jimmy Walker,0.068,4.357,64
2015,78,0,32102,Rickie Fowler,0.066,3.751,57
2015,79,0,32448,James Hahn,0.065,5.103,78
2015,80,0,21961,Charles Howell III,0.059,5.857,99
2015,81,0,34265,Will Wilcox,0.058,2.361,41
2015,82,0,34130,Sung Joon Park,0.055,3.453,63
2015,83,0,36689,Brooks Koepka,0.052,3.405,65
2015,84,0,24494,Erik Compton,0.047,3.281,70
2015,84,0,28500,Martin Flores,0.047,3.714,79
2015,86,0,25369,Jamie Donaldson,0.046,1.469,32
2015,87,0,24361,Pat Perez,0.045,3.722,83
2015,88,0,33399,Adam Hadwin,0.044,3.53,81
2015,89,0,29518,Brendan Steele,0.041,3.098,76
2015,89,0,32150,Michael Thompson,0.041,3.064,75
2015,91,0,22046,Geoff Ogilvy,0.039,1.376,35
2015,92,0,22056,Cameron Percy,0.037,2.118,58
2015,93,0,23541,Ben Crane,0.03,1.57,52
2015,93,0,27644,Brian Harman,0.03,2.366,78
2015,95,0,21753,Brian Davis,0.029,2.081,71
2015,96,0,29725,Tony Finau,0.027,2.526,92
2015,97,0,30852,Ryo Ishikawa,0.025,1.87,75
2015,98,0,29720,Andres Gonzales,0.022,1.635,76
2015,99,0,22293,Heath Slocum,0.018,0.71,39
2015,100,0,26289,Boo Weekley,0.015,1.005,67
2015,101,0,27933,John Merrick,0.006,0.331,58
2015,102,0,24781,Hunter Mahan,0.003,0.163,65
2015,103,0,34099,Harris English,0.0,0.03,88
2015,104,0,25804,Bubba Watson,-0.002,-0.125,56
2015,105,0,20645,John Senden,-0.017,-0.859,51
2015,106,0,28475,Jeff Overton,-0.018,-1.371,75
2015,107,0,27936,Martin Laird,-0.019,-1.354,73
2015,108,0,28486,Michael Putnam,-0.022,-1.475,68
2015,109,0,34409,David Lingmerth,-0.025,-1.859,74
2015,110,0,20593,Greg Chalmers,-0.028,-1.002,36
2015,111,0,26758,David Hearn,-0.029,-2.474,85
2015,112,0,34174,John Huh,-0.03,-2.658,89
2015,113,0,25198,Francesco Molinari,-0.037,-1.61,43
2015,114,0,31193,Jim Renner,-0.038,-2.129,56
2015,115,0,20157,Retief Goosen,-0.039,-2.32,60
2015,116,0,24507,Jason Bohn,-0.042,-3.619,87
2015,116,0,28023,Byron Smith,-0.042,-1.801,43
2015,118,0,37454,Whee Kim,-0.043,-2.411,56
2015,119,0,28307,Matt Every,-0.044,-2.458,56
2015,120,0,30692,Scott Stallings,-0.052,-2.534,49
2015,120,0,31560,Brian Stuard,-0.052,-4.109,79
2015,122,0,32640,Troy Merritt,-0.054,-4.406,82
2015,123,0,27436,Graham DeLaet,-0.056,-3.034,54
2015,124,0,29926,Danny Lee,-0.062,-6.249,100
2015,125,0,29478,Kevin Kisner,-0.068,-6.35,94
2015,126,0,24490,George McNeill,-0.071,-6.362,89
2015,127,0,23320,Ryan Palmer,-0.072,-3.89,54
2015,128,0,25562,Andres Romero,-0.073,-3.964,54
2015,129,0,35532,Tom Hoge,-0.08,-5.23,65
2015,130,0,25892,Steve Wheatcroft,-0.082,-5.894,72
2015,131,0,30711,Colt Knost,-0.085,-6.273,74
2015,132,0,36699,Patrick Rodgers,-0.09,-4.163,46
2015,133,0,25345,Carl Pettersson,-0.097,-9.286,96
2015,134,0,33413,Ben Martin,-0.1,-7.676,77
2015,135,0,20396,Lee Westwood,-0.102,-3.276,32
2015,136,0,29479,Scott Brown,-0.111,-8.955,81
2015,136,0,25900,Lucas Glover,-0.111,-7.994,72
2015,138,0,28679,Fabián Gómez,-0.113,-7.829,69
2015,139,0,23623,Bo Van Pelt,-0.126,-8.211,65
2015,140,0,35451,Scott Pinckney,-0.14,-10.361,74
2015,141,0,37273,Derek Ernst,-0.144,-9.053,63
2015,141,0,30944,Jason Kokrak,-0.144,-11.516,80
2015,143,0,23638,Brendon de Jonge,-0.152,-13.982,92
2015,144,0,35545,Blayne Barber,-0.154,-9.704,63
2015,145,0,33667,Carlos Ortiz,-0.166,-13.762,83
2015,146,0,25818,Scott Piercy,-0.172,-14.279,83
2015,147,0,35541,John Peterson,-0.175,-13.475,77
2015,148,0,28259,Sangmoon Bae,-0.176,-15.455,88
2015,149,0,25364,Paul Casey,-0.182,-11.449,63
2015,150,0,30946,Alex Prugh,-0.183,-13.153,72
2015,151,0,25493,Nick Taylor,-0.185,-15.368,83
2015,152,0,25834,Daniel Summerhays,-0.186,-16.569,89
2015,153,0,23048,Eric Axley,-0.189,-8.116,43
2015,154,0,33486,Roger Sloan,-0.19,-7.582,40
2015,155,0,34098,Russell Henley,-0.191,-12.778,67
2015,156,0,33418,Shawn Stefani,-0.192,-16.938,88
2015,157,0,24502,Adam Scott,-0.195,-6.238,32
2015,158,0,26951,Johnson Wagner,-0.201,-11.478,57
2015,159,0,34358,Jonathan Randolph,-0.208,-11.655,56
2015,160,0,30925,Dustin Johnson,-0.212,-11.466,54
2015,160,0,27064,Jhonattan Vegas,-0.212,-15.231,72
2015,162,0,10885,Robert Allenby,-0.213,-10.842,51
2015,163,0,27214,Kevin Streelman,-0.216,-15.761,73
2015,164,0,40026,Daniel Berger,-0.217,-17.98,83
2015,164,0,24358,Robert Garrigus,-0.217,-11.945,55
2015,166,0,39977,Max Homa,-0.218,-13.512,62
2015,167,0,34563,Chesson Hadley,-0.227,-20.232,89
2015,168,0,23548,Bill Lunde,-0.242,-8.697,36
2015,169,0,20104,Ken Duke,-0.248,-19.321,78
2015,170,0,27466,Spencer Levin,-0.25,-20.753,83
2015,171,0,20229,Stewart Cink,-0.282,-18.602,66
2015,172,0,31323,Gary Woodland,-0.284,-15.346,54
2015,173,0,29420,Billy Horschel,-0.301,-21.981,73
2015,174,0,12716,Charley Hoffman,-0.338,-25.666,76
2015,175,0,26476,Chez Reavie,-0.34,-17.005,50
2015,176,0,31557,Jim Herman,-0.345,-26.58,77
2015,177,0,29223,Sam Saunders,-0.372,-23.465,63
2015,178,0,22892,Jason Gore,-0.393,-22.778,58
2015,179,0,34264,Hudson Swafford,-0.404,-33.52,83
2015,180,0,32334,Charlie Beljan,-0.424,-24.161,57
2015,181,0,20848,Ángel Cabrera,-0.428,-17.984,42
2015,182,0,28780,Nicholas Thompson,-0.45,-31.514,70
2015,183,0,29425,Andrew Svoboda,-0.46,-32.202,70
2015,184,0,30736,Oscar Fraustro,-0.655,-26.203,40
2012,1,0,22405,Justin Rose,0.567,30.048,53
2012,2,0,20593,Greg Chalmers,0.459,34.443,75
2012,3,0,23983,Luke Donald,0.43,20.628,48
2012,3,0,20160,Charlie Wi,0.43,31.414,73
2012,5,0,22348,Nick O'Hern,0.424,28.821,68
2012,6,0,1810,Phil Mickelson,0.398,23.873,60
2012,7,0,34021,Bud Cauley,0.388,35.339,91
2012,8,0,20766,Padraig Harrington,0.384,17.277,45
2012,8,0,22378,Trevor Immelman,0.384,21.901,57
2012,10,0,24357,K.J. Choi,0.382,21.371,56
2012,11,0,29221,Webb Simpson,0.371,24.485,66
2012,12,0,27895,Jonas Blixt,0.367,23.486,64
2012,13,0,1320,Bob Estes,0.347,22.523,65
2012,14,0,27963,Chris Stroud,0.325,24.396,75
2012,15,0,27649,Brandt Snedeker,0.316,20.544,65
2012,16,0,23108,Matt Kuchar,0.309,20.398,66
2012,17,0,19846,Brian Gay,0.293,22.888,78
2012,18,0,21209,Sergio Garcia,0.283,12.453,44
2012,19,0,28089,Jason Day,0.275,12.946,47
2012,19,0,10809,Jim Furyk,0.275,17.873,65
2012,21,0,24924,Bill Haas,0.273,16.638,61
2012,21,0,28237,Rory McIlroy,0.273,10.937,40
2012,23,0,21961,Charles Howell III,0.27,20.785,77
2012,24,0,32200,Roberto Castro,0.269,20.193,75
2012,25,0,25632,Jimmy Walker,0.258,23.493,91
2012,26,0,8075,Jerry Kelly,0.245,17.882,73
2012,27,0,24361,Pat Perez,0.232,16.027,69
2012,28,0,26758,David Hearn,0.231,20.366,88
2012,29,0,29926,Danny Lee,0.23,13.583,59
2012,30,0,10860,Justin Leonard,0.227,15.46,68
2012,31,0,25686,Jason Dufner,0.222,14.195,64
2012,32,0,31558,J.J. Killeen,0.213,17.903,84
2012,33,0,6567,Vijay Singh,0.212,17.137,81
2012,34,0,1941,Tom Pernice Jr.,0.209,10.883,52
2012,35,0,24138,Ian Poulter,0.207,7.856,38
2012,36,0,27060,John Mallinger,0.206,12.973,63
2012,36,0,25396,Kevin Na,0.206,13.395,65
2012,38,0,20572,Rod Pampling,0.203,14.016,69
2012,38,0,24502,Adam Scott,0.203,8.326,41
2012,40,0,21350,Ryuji Imada,0.196,13.516,69
2012,41,0,23541,Ben Crane,0.195,12.094,62
2012,42,0,8793,Tiger Woods,0.194,9.314,48
2012,43,0,26851,Marc Leishman,0.193,14.678,76
2012,44,0,28500,Martin Flores,0.192,15.738,82
2012,45,0,28307,Matt Every,0.191,12.228,64
2012,46,0,8725,Tom Gillis,0.189,13.033,69
2012,46,0,2206,David Toms,0.189,8.311,44
2012,48,0,23800,Bryce Molder,0.188,13.327,71
2012,49,0,27141,J.B. Holmes,0.186,14.521,78
2012,50,0,27466,Spencer Levin,0.18,11.847,66
2012,51,0,24024,Zach Johnson,0.176,13.003,74
2012,52,0,21528,Henrik Stenson,0.169,7.1,42
2012,53,0,12782,Tim Herron,0.163,12.376,76
2012,54,0,23325,Vaughn Taylor,0.16,10.252,64
2012,55,0,20098,Stuart Appleby,0.158,10.272,65
2012,56,0,22371,Aaron Baddeley,0.152,8.343,55
2012,57,0,24140,Sean O'Hair,0.149,11.295,76
2012,58,0,6527,Steve Stricker,0.147,7.913,54
2012,59,0,32366,Kevin Chappell,0.138,9.957,72
2012,60,0,23353,J.J. Henry,0.133,9.42,71
2012,61,0,1766,Billy Mayfair,0.131,10.236,78
2012,62,0,23621,Rory Sabbatini,0.129,9.283,72
2012,63,0,22046,Geoff Ogilvy,0.127,6.996,55
2012,64,0,29289,S.Y. Noh,0.122,10.351,85
2012,65,0,26300,Matt Jones,0.112,4.932,44
2012,66,0,22913,John Rollins,0.107,7.627,71
2012,67,0,33122,Russell Knox,0.105,5.866,56
2012,68,0,29478,Kevin Kisner,0.103,5.478,53
2012,69,0,27644,Brian Harman,0.101,8.857,88
2012,70,0,1797,Rocco Mediate,0.1,5.802,58
2012,71,0,20574,Mathew Goggin,0.099,5.47,55
2012,72,0,30927,Brendon Todd,0.094,5.929,63
2012,73,0,22548,Patrick Sheehan,0.092,4.057,44
2012,74,0,21753,Brian Davis,0.09,7.146,79
2012,75,0,6034,Marco Dawson,0.084,3.88,46
2012,76,0,23718,Nathan Green,0.083,4.745,57
2012,77,0,6251,Chris DiMarco,0.079,5.707,72
2012,78,0,24846,Ricky Barnes,0.075,6.171,82
2012,79,0,29222,Billy Hurley III,0.072,4.079,57
2012,80,0,35139,Richard Lee,0.071,4.074,57
2012,81,0,21878,Mark Wilson,0.069,4.668,68
2012,82,0,20850,Daniel Chopra,0.068,2.941,43
2012,83,0,10213,Dicky Pride,0.064,3.135,49
2012,84,0,25804,Bubba Watson,0.059,2.99,51
2012,85,0,24925,Jonathan Byrd,0.058,3.256,56
2012,86,0,25345,Carl Pettersson,0.049,3.929,80
2012,87,0,25834,Daniel Summerhays,0.045,3.035,68
2012,88,0,23548,Bill Lunde,0.044,2.974,67
2012,89,0,26331,Charl Schwartzel,0.039,1.577,40
2012,90,0,22621,Ben Curtis,0.036,1.75,48
2012,91,0,32102,Rickie Fowler,0.034,2.225,66
2012,92,0,19970,Robert Karlsson,0.03,1.245,41
2012,93,0,27214,Kevin Streelman,0.028,2.179,77
2012,94,0,21731,Freddie Jacobson,0.02,0.862,44
2012,95,0,33120,Mark Anderson,0.017,1.033,61
2012,96,0,20691,Greg Owen,0.012,0.933,77
2012,97,0,26329,Louis Oosthuizen,0.006,0.291,49
2012,98,0,33419,Cameron Tringale,0.003,0.237,77
2012,99,0,23638,Brendon de Jonge,0.0,0.007,102
2012,99,0,23409,James Driscoll,0.0,-0.029,70
2012,101,0,28308,Troy Kelly,-0.001,-0.046,51
2012,101,0,27330,Josh Teater,-0.001,-0.09,83
2012,103,0,22961,David Mathis,-0.002,-0.131,69
2012,104,0,25240,D.A. Points,-0.003,-0.215,80
2012,105,0,12510,Chad Campbell,-0.004,-0.311,73
2012,106,0,6522,Ernie Els,-0.006,-0.418,65
2012,107,0,27095,Nick Watney,-0.007,-0.558,76
2012,108,0,26596,Ryan Moore,-0.009,-0.769,81
2012,109,0,1116,Michael Bradley,-0.01,-0.567,55
2012,110,0,23135,Tim Clark,-0.014,-0.694,50
2012,111,0,20645,John Senden,-0.016,-0.977,62
2012,112,0,20104,Ken Duke,-0.023,-2.063,90
2012,113,0,34174,John Huh,-0.025,-2.104,85
2012,114,0,30925,Dustin Johnson,-0.035,-1.839,53
2012,115,0,30926,Chris Kirk,-0.037,-3.131,85
2012,116,0,1706,Davis Love III,-0.038,-1.976,52
2012,117,0,25818,Scott Piercy,-0.042,-3.611,86
2012,118,0,30110,Kyle Stanley,-0.043,-3.011,70
2012,119,0,30944,Jason Kokrak,-0.045,-3.109,69
2012,120,0,31202,William McGirt,-0.047,-3.734,79
2012,120,0,27933,John Merrick,-0.047,-3.382,72
2012,122,0,25562,Andres Romero,-0.049,-2.662,54
2012,123,0,30711,Colt Knost,-0.053,-3.578,67
2012,123,0,24490,George McNeill,-0.053,-3.771,71
2012,125,0,29910,Blake Adams,-0.057,-5.046,88
2012,126,0,23204,Gary Christian,-0.067,-5.03,75
2012,127,0,29476,Kyle Reifers,-0.074,-5.482,74
2012,128,0,20070,Matt Bettencourt,-0.077,-4.635,60
2012,129,0,28475,Jeff Overton,-0.08,-7.367,92
2012,130,0,21407,Arjun Atwal,-0.084,-5.537,66
2012,131,0,6004,Stephen Ames,-0.097,-3.778,39
2012,132,0,27936,Martin Laird,-0.099,-5.372,54
2012,133,0,26476,Chez Reavie,-0.101,-6.638,66
2012,134,0,30852,Ryo Ishikawa,-0.104,-3.856,37
2012,135,0,28093,Miguel Angel Carballo,-0.106,-6.067,57
2012,136,0,29518,Brendan Steele,-0.112,-7.158,64
2012,137,0,29420,Billy Horschel,-0.116,-5.547,48
2012,138,0,27770,Camilo Villegas,-0.117,-8.576,73
2012,139,0,24781,Hunter Mahan,-0.122,-7.787,64
2012,140,0,12716,Charley Hoffman,-0.123,-9.319,76
2012,141,0,34099,Harris English,-0.124,-10.794,87
2012,142,0,20848,Ángel Cabrera,-0.126,-4.664,37
2012,143,0,33141,Keegan Bradley,-0.127,-9.013,71
2012,144,0,27064,Jhonattan Vegas,-0.135,-9.291,69
2012,145,0,23788,D.J. Trahan,-0.15,-9.279,62
2012,146,0,24494,Erik Compton,-0.155,-9.928,64
2012,147,0,22293,Heath Slocum,-0.158,-11.812,75
2012,148,0,24507,Jason Bohn,-0.162,-10.688,66
2012,148,0,26289,Boo Weekley,-0.162,-9.379,58
2012,150,0,28455,Will Claxton,-0.163,-14.026,86
2012,151,0,20396,Lee Westwood,-0.166,-6.648,40
2012,152,0,12652,Cameron Beckman,-0.167,-11.532,69
2012,152,0,23542,Tommy Biershenk,-0.167,-9.662,58
2012,154,0,27302,Garth Mulroy,-0.179,-8.237,46
2012,155,0,6573,Brandt Jobe,-0.18,-8.084,45
2012,156,0,22582,Kyle Thompson,-0.189,-6.983,37
2012,157,0,32150,Michael Thompson,-0.192,-12.454,65
2012,157,0,24663,Y.E. Yang,-0.192,-9.231,48
2012,159,0,23320,Ryan Palmer,-0.193,-13.706,71
2012,160,0,20623,Gavin Coles,-0.196,-11.158,57
2012,160,0,27120,Troy Matteson,-0.196,-16.294,83
2012,162,0,30692,Scott Stallings,-0.198,-13.489,68
2012,163,0,28087,Kris Blanks,-0.203,-12.185,60
2012,164,0,27797,Derek Lamely,-0.204,-11.402,56
2012,165,0,11123,Chris Couch,-0.205,-11.085,54
2012,166,0,1724,Jeff Maggert,-0.214,-16.657,78
2012,167,0,29479,Scott Brown,-0.219,-11.168,51
2012,168,0,23623,Bo Van Pelt,-0.22,-14.293,65
2012,169,0,24604,Hunter Haas,-0.223,-11.597,52
2012,170,0,6036,Scott Dunlap,-0.226,-10.395,46
2012,171,0,27436,Graham DeLaet,-0.234,-16.623,71
2012,172,0,20229,Stewart Cink,-0.239,-12.915,54
2012,173,0,25892,Steve Wheatcroft,-0.253,-10.628,42
2012,174,0,30750,Tommy Gainey,-0.262,-23.62,90
2012,175,0,24358,Robert Garrigus,-0.264,-19.567,74
2012,176,0,31323,Gary Woodland,-0.269,-14.243,53
2012,177,0,10885,Robert Allenby,-0.286,-18.862,66
2012,177,0,27974,Sung Kang,-0.286,-17.762,62
2012,179,0,23903,Stephen Gangluff,-0.296,-12.745,43
2012,180,0,26951,Johnson Wagner,-0.31,-23.523,76
2012,181,0,32698,Bobby Gates,-0.318,-24.194,76
2012,182,0,25457,Alexandre Rocha,-0.32,-15.994,50
2012,183,0,21805,Harrison Frazar,-0.325,-15.609,48
2012,184,0,26679,Kevin Stadler,-0.359,-25.141,70
2012,185,0,27556,Ted Potter Jr.,-0.428,-26.12,61
2012,186,0,25572,Graeme McDowell,-0.478,-18.15,38
2012,187,0,28259,Sangmoon Bae,-0.491,-27.978,57
2012,188,0,26287,Roland Thatcher,-0.498,-21.902,44
2012,189,0,24940,Edward Loar,-0.594,-25.529,43
2012,190,0,1249,John Daly,-0.604,-22.938,38
2012,191,0,32334,Charlie Beljan,-0.635,-27.32,43
2008,1,0,20127,Chris Riley,0.65,26.018,40
2008,2,0,10423,Mike Weir,0.541,35.722,66
2008,3,0,23797,Brett Rumford,0.526,32.064,61
2008,4,0,12680,Shigeki Maruyama,0.47,19.753,42
2008,4,0,25396,Kevin Na,0.47,42.787,91
2008,6,0,6527,Steve Stricker,0.464,26.938,58
2008,7,0,20766,Padraig Harrington,0.46,14.705,32
2008,8,0,20157,Retief Goosen,0.45,18.917,42
2008,8,0,6567,Vijay Singh,0.45,28.319,63
2008,10,0,24502,Adam Scott,0.44,15.411,35
2008,11,0,22378,Trevor Immelman,0.427,23.069,54
2008,12,0,8385,Omar Uresti,0.385,24.276,63
2008,13,0,8931,Glen Day,0.37,20.741,56
2008,14,0,20098,Stuart Appleby,0.362,24.26,67
2008,15,0,1810,Phil Mickelson,0.36,21.24,59
2008,16,0,21350,Ryuji Imada,0.349,23.765,68
2008,17,0,23778,Brad Adamonis,0.298,22.642,76
2008,18,0,1766,Billy Mayfair,0.294,27.883,95
2008,19,0,25720,Chad Collins,0.292,18.37,63
2008,20,0,10875,Todd Demsey,0.263,18.656,71
2008,21,0,25349,Tim Wilkinson,0.262,20.946,80
2008,22,0,6595,Kevin Sutherland,0.261,22.943,88
2008,23,0,6034,Marco Dawson,0.254,13.701,54
2008,24,0,24357,K.J. Choi,0.252,14.381,57
2008,25,0,20572,Rod Pampling,0.25,16.978,68
2008,26,0,20160,Charlie Wi,0.249,21.929,88
2008,27,0,23540,Jason Allred,0.241,12.072,50
2008,28,0,24138,Ian Poulter,0.238,8.574,36
2008,29,0,1928,Corey Pavin,0.237,13.257,56
2008,30,0,22621,Ben Curtis,0.236,14.851,63
2008,30,0,21961,Charles Howell III,0.236,20.52,87
2008,32,0,1948,Tim Petrovic,0.235,19.033,81
2008,33,0,7749,Brett Quigley,0.231,16.868,73
2008,34,0,21209,Sergio Garcia,0.23,12.898,56
2008,35,0,12660,Jesper Parnevik,0.229,17.153,75
2008,36,0,6522,Ernie Els,0.228,8.206,36
2008,36,0,20105,Jeff Gove,0.228,10.044,44
2008,38,0,20574,Mathew Goggin,0.222,18.225,82
2008,39,0,23718,Nathan Green,0.221,20.071,91
2008,40,0,22371,Aaron Baddeley,0.218,13.096,60
2008,41,0,12782,Tim Herron,0.217,18.854,87
2008,42,0,20663,Brenden Pappas,0.214,12.008,56
2008,43,0,7457,Steve Flesch,0.209,16.962,81
2008,44,0,21753,Brian Davis,0.2,20.351,102
2008,45,0,6004,Stephen Ames,0.198,13.052,66
2008,45,0,19846,Brian Gay,0.198,17.003,86
2008,47,0,27613,David Lutterus,0.196,9.822,50
2008,48,0,7547,Craig Kanada,0.193,10.638,55
2008,49,0,23125,Brad Elder,0.185,9.996,54
2008,50,0,12823,Carlos Franco,0.184,11.574,63
2008,51,0,20850,Daniel Chopra,0.183,12.608,69
2008,52,0,1941,Tom Pernice Jr.,0.179,17.496,98
2008,53,0,23621,Rory Sabbatini,0.178,11.225,63
2008,54,0,20623,Gavin Coles,0.167,7.36,44
2008,55,0,24925,Jonathan Byrd,0.165,12.688,77
2008,55,0,10860,Justin Leonard,0.165,12.064,73
2008,57,0,1677,Tom Lehman,0.162,6.16,38
2008,57,0,24449,Parker McLachlin,0.162,12.827,79
2008,59,0,12652,Cameron Beckman,0.16,11.819,74
2008,59,0,21878,Mark Wilson,0.16,16.633,104
2008,61,0,27060,John Mallinger,0.159,13.329,84
2008,62,0,23048,Eric Axley,0.158,15.466,98
2008,63,0,8075,Jerry Kelly,0.156,11.522,74
2008,64,0,1226,Fred Couples,0.154,7.832,51
2008,65,0,26300,Matt Jones,0.148,12.418,84
2008,66,0,22348,Nick O'Hern,0.147,10.443,71
2008,67,0,1577,Lee Janzen,0.144,10.824,75
2008,68,0,6575,Dudley Hart,0.132,8.863,67
2008,69,0,21731,Freddie Jacobson,0.127,8.156,64
2008,69,0,2239,Scott Verplank,0.127,8.274,65
2008,71,0,26695,Michael Letzig,0.126,9.314,74
2008,72,0,27649,Brandt Snedeker,0.116,7.753,67
2008,73,0,24361,Pat Perez,0.115,9.121,79
2008,74,0,9011,David Duval,0.111,4.561,41
2008,75,0,23135,Tim Clark,0.109,7.93,73
2008,76,0,10585,Scott McCarron,0.108,5.845,54
2008,77,0,23108,Matt Kuchar,0.106,7.431,70
2008,78,0,26500,Alejandro Cañizares,0.105,4.311,41
2008,79,0,23157,Richard Johnson,0.097,6.618,68
2008,80,0,20433,Mark Hensby,0.094,6.028,64
2008,80,0,22046,Geoff Ogilvy,0.094,4.598,49
2008,82,0,29718,Anthony Kim,0.093,6.041,65
2008,82,0,27770,Camilo Villegas,0.093,5.883,63
2008,84,0,6090,Jim McGovern,0.084,5.298,63
2008,85,0,1320,Bob Estes,0.082,7.035,86
2008,86,0,10505,Shane Bertsch,0.079,7.143,90
2008,86,0,25562,Andres Romero,0.079,3.846,49
2008,88,0,20498,Briny Baird,0.073,7.031,96
2008,89,0,23788,D.J. Trahan,0.064,5.009,78
2008,90,0,20229,Stewart Cink,0.058,3.731,64
2008,91,0,24924,Bill Haas,0.051,4.63,90
2008,92,0,23541,Ben Crane,0.045,3.394,75
2008,93,0,8537,J.P. Hayes,0.043,2.68,63
2008,94,0,25345,Carl Pettersson,0.036,3.463,97
2008,95,0,10809,Jim Furyk,0.031,2.291,75
2008,96,0,1142,Bart Bryant,0.03,1.996,67
2008,97,0,28780,Nicholas Thompson,0.028,2.703,96
2008,98,0,1706,Davis Love III,0.026,1.72,65
2008,99,0,2206,David Toms,0.018,0.983,56
2008,100,0,25842,Jon Mills,0.014,1.092,78
2008,101,0,20634,Peter Lonard,0.01,0.77,80
2008,102,0,24140,Sean O'Hair,-0.003,-0.218,68
2008,103,0,22806,Doug LaBelle II,-0.004,-0.221,51
2008,104,0,6251,Chris DiMarco,-0.005,-0.344,76
2008,105,0,10733,Kent Jones,-0.007,-0.374,55
2008,106,0,6643,Paul Goydos,-0.01,-0.7,67
2008,106,0,24490,George McNeill,-0.01,-0.901,90
2008,108,0,20104,Ken Duke,-0.018,-1.881,105
2008,109,0,26668,Marc Turnesa,-0.019,-1.411,76
2008,110,0,23409,James Driscoll,-0.021,-1.596,76
2008,111,0,21949,Joe Ogilvie,-0.032,-2.744,87
2008,112,0,1707,Steve Lowery,-0.04,-2.648,67
2008,113,0,12602,Dean Wilson,-0.041,-3.823,93
2008,114,0,22913,John Rollins,-0.042,-3.282,79
2008,115,0,28158,Steve Marino,-0.044,-4.537,104
2008,116,0,6197,Michael Allen,-0.047,-3.642,78
2008,117,0,1797,Rocco Mediate,-0.05,-3.442,69
2008,118,0,25804,Bubba Watson,-0.051,-4.085,80
2008,119,0,27933,John Merrick,-0.052,-3.973,77
2008,119,0,27963,Chris Stroud,-0.052,-3.44,66
2008,121,0,25190,Jeff Quinney,-0.055,-4.036,73
2008,122,0,11032,Frank Lickliter II,-0.058,-5.754,100
2008,123,0,25632,Jimmy Walker,-0.063,-3.904,62
2008,124,0,23353,J.J. Henry,-0.069,-6.815,99
2008,125,0,23623,Bo Van Pelt,-0.071,-6.589,93
2008,126,0,12309,Bob Sowards,-0.072,-3.742,52
2008,127,0,20848,Ángel Cabrera,-0.074,-2.891,39
2008,127,0,26476,Chez Reavie,-0.074,-6.68,90
2008,129,0,7867,Woody Austin,-0.081,-7.164,88
2008,129,0,10649,Tom Scherrer,-0.081,-3.576,44
2008,131,0,26420,Richard Johnson,-0.083,-4.049,49
2008,131,0,28475,Jeff Overton,-0.083,-7.596,91
2008,133,0,12826,Paul Claxton,-0.084,-4.22,50
2008,133,0,21959,Ted Purdy,-0.084,-4.939,59
2008,135,0,23614,Rich Beem,-0.088,-6.929,79
2008,135,0,1313,Steve Elkington,-0.088,-6.408,73
2008,135,0,8845,Scott Sterling,-0.088,-6.489,74
2008,138,0,26631,Cody Freeman,-0.096,-5.265,55
2008,139,0,26951,Johnson Wagner,-0.104,-7.077,68
2008,140,0,26289,Boo Weekley,-0.109,-6.981,64
2008,141,0,27936,Martin Laird,-0.111,-9.44,85
2008,142,0,20645,John Senden,-0.116,-9.481,82
2008,143,0,20443,Jin Park,-0.117,-8.2,70
2008,144,0,1945,Kenny Perry,-0.118,-10.838,92
2008,145,0,27141,J.B. Holmes,-0.119,-8.229,69
2008,146,0,12705,Cliff Kresge,-0.125,-9.134,73
2008,147,0,30925,Dustin Johnson,-0.129,-10.415,81
2008,148,0,24912,Will MacKenzie,-0.13,-7.429,57
2008,149,0,20382,Stephen Leaney,-0.131,-5.901,45
2008,150,0,22293,Heath Slocum,-0.132,-11.376,86
2008,151,0,22548,Patrick Sheehan,-0.136,-14.257,105
2008,152,0,23497,Tag Ridings,-0.137,-11.066,81
2008,153,0,23325,Vaughn Taylor,-0.144,-13.578,94
2008,154,0,27095,Nick Watney,-0.146,-12.291,84
2008,155,0,1388,Robert Gamez,-0.154,-10.953,71
2008,156,0,19913,Ron Whittaker,-0.155,-6.373,41
2008,157,0,2002,John Riegger,-0.159,-10.196,64
2008,158,0,1024,Billy Andrade,-0.162,-10.06,62
2008,158,0,25900,Lucas Glover,-0.162,-13.476,83
2008,160,0,1161,Mark Calcavecchia,-0.163,-8.796,54
2008,161,0,12510,Chad Campbell,-0.166,-14.135,85
2008,162,0,1553,John Huston,-0.17,-8.322,49
2008,163,0,21461,Kenneth Ferrie,-0.171,-10.263,60
2008,164,0,2223,Bob Tway,-0.173,-9.871,57
2008,165,0,10425,Jay Williamson,-0.181,-14.503,80
2008,166,0,21805,Harrison Frazar,-0.184,-11.381,62
2008,167,0,1035,Tommy Armour III,-0.187,-12.322,66
2008,167,0,20378,Mathias Grönberg,-0.187,-14.747,79
2008,169,0,22582,Kyle Thompson,-0.189,-10.775,57
2008,170,0,27214,Kevin Streelman,-0.196,-19.007,97
2008,171,0,24024,Zach Johnson,-0.201,-14.282,71
2008,172,0,20472,Alex Cejka,-0.202,-12.1,60
2008,173,0,27120,Troy Matteson,-0.203,-18.04,89
2008,174,0,10885,Robert Allenby,-0.205,-17.656,86
2008,175,0,12716,Charley Hoffman,-0.207,-17.781,86
2008,176,0,28089,Jason Day,-0.209,-16.113,77
