YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
2013,83,0,21528,Henrik Stenson,65.23,1343061.0,205905
2013,84,0,29740,Brad Fritsch,65.2,2051004.0,314553
2013,85,0,30163,Henrik Norlander,65.16,1779626.0,273114
2013,86,0,26300,Matt Jones,65.15,2100190.0,322384
2013,87,0,34021,Bud Cauley,65.09,1676161.0,257530
2013,88,0,23623,Bo Van Pelt,65.07,1609135.0,247293
2013,89,0,32448,James Hahn,65.06,1993029.0,306338
2013,90,0,23325,Vaughn Taylor,65.05,1221625.0,187785
2013,91,0,29518,Brendan Steele,65.03,2295181.0,352934
2013,92,0,20572,Rod Pampling,64.99,1045049.0,160804
2013,93,0,21209,Sergio Garcia,64.97,1411437.0,217233
2013,94,0,27895,Jonas Blixt,64.95,2025542.0,311878
2013,95,0,24494,Erik Compton,64.93,1972089.0,303741
2013,96,0,28455,Will Claxton,64.88,1677270.0,258527
2013,97,0,24361,Pat Perez,64.87,1900079.0,292926
2013,98,0,22371,Aaron Baddeley,64.86,1716718.0,264688
2013,99,0,34409,David Lingmerth,64.85,1676053.0,258446
2013,100,0,23638,Brendon de Jonge,64.83,2912868.0,449324
2013,101,0,32102,Rickie Fowler,64.82,1773241.0,273583
2013,101,0,27649,Brandt Snedeker,64.82,1739773.0,268397
2013,101,0,27770,Camilo Villegas,64.82,1934124.0,298385
2013,104,0,12782,Tim Herron,64.81,1317898.0,203337
2013,105,0,32200,Roberto Castro,64.77,2509856.0,387526
2013,106,0,26596,Ryan Moore,64.76,1709906.0,264027
2013,107,0,28259,Sangmoon Bae,64.75,2169872.0,335093
2013,108,0,28679,Fabián Gómez,64.74,1673748.0,258527
2013,108,0,22046,Geoff Ogilvy,64.74,1205560.0,186202
2013,108,0,20645,John Senden,64.74,1803791.0,278640
2013,108,0,27214,Kevin Streelman,64.74,2042883.0,315544
2013,112,0,31202,William McGirt,64.68,2107310.0,325787
2013,113,0,25834,Daniel Summerhays,64.67,2288993.0,353946
2013,114,0,25336,Alistair Presnell,64.64,1360091.0,210407
2013,115,0,33419,Cameron Tringale,64.63,2225957.0,344440
2013,116,0,27933,John Merrick,64.6,2031841.0,314513
2013,117,0,8725,Tom Gillis,64.57,1827134.0,282965
2013,118,0,19970,Robert Karlsson,64.56,1113763.0,172511
2013,119,0,23409,James Driscoll,64.54,1856097.0,287604
2013,119,0,23353,J.J. Henry,64.54,2205469.0,341740
2013,121,0,20098,Stuart Appleby,64.52,2341643.0,362911
2013,121,0,20229,Stewart Cink,64.52,1655067.0,256538
2013,123,0,24663,Y.E. Yang,64.4,1266528.0,196653
2013,124,0,24846,Ricky Barnes,64.39,1936319.0,300739
2013,125,0,24490,George McNeill,64.38,1937007.0,300893
2013,126,0,24024,Zach Johnson,64.29,1993436.0,310056
2013,127,0,23541,Ben Crane,64.27,1660807.0,258414
2013,128,0,12510,Chad Campbell,64.22,2149954.0,334763
2013,129,0,6573,Brandt Jobe,64.19,1588432.0,247442
2013,130,0,26476,Chez Reavie,64.12,2004577.0,312641
2013,131,0,8793,Tiger Woods,64.11,1285747.0,200541
2013,132,0,35539,Luke Guthrie,64.09,1911739.0,298312
2013,133,0,24357,K.J. Choi,64.03,1859915.0,290491
2013,133,0,23135,Tim Clark,64.03,1297869.0,202705
2013,135,0,21753,Brian Davis,64.01,2445021.0,381980
2013,136,0,1724,Jeff Maggert,64.0,1709547.0,267123
2013,136,0,26951,Johnson Wagner,64.0,1526291.0,238489
2013,138,0,34174,John Huh,63.99,2221785.0,347222
2013,139,0,24227,Justin Bolli,63.97,1355426.0,211870
2013,139,0,26758,David Hearn,63.97,2150936.0,336232
2013,141,0,22621,Ben Curtis,63.94,1360793.0,212819
2013,141,0,27556,Ted Potter Jr.,63.94,1658058.0,259299
2013,143,0,22961,David Mathis,63.91,1847028.0,289017
2013,144,0,21878,Mark Wilson,63.88,1494291.0,233908
2013,145,0,25572,Graeme McDowell,63.87,1096201.0,171622
2013,146,0,21099,David Lynn,63.86,1626205.0,254638
2013,147,0,26497,Casey Wittenberg,63.85,1800948.0,282049
2013,148,0,20160,Charlie Wi,63.73,1942991.0,304876
2013,149,0,28092,D.H. Lee,63.71,1721408.0,270175
2013,149,0,25240,D.A. Points,63.71,2003939.0,314518
2013,151,0,25444,Justin Hicks,63.62,1932364.0,303720
2013,152,0,36884,Ben Kohles,63.6,1815719.0,285470
2013,153,0,2206,David Toms,63.56,914310.0,143854
2013,154,0,32150,Michael Thompson,63.54,1561839.0,245823
2013,155,0,31560,Brian Stuard,63.5,1848338.0,291093
2013,156,0,35139,Richard Lee,63.49,2067923.0,325713
2013,157,0,24507,Jason Bohn,63.44,1928450.0,303995
2013,158,0,34261,Scott Langley,63.39,1859516.0,293360
2013,159,0,27963,Chris Stroud,63.36,2247249.0,354688
2013,160,0,20104,Ken Duke,63.35,2204373.0,347993
2013,161,0,6004,Stephen Ames,63.34,1309644.0,206755
2013,162,0,22378,Trevor Immelman,63.33,1803175.0,284733
2013,163,0,20593,Greg Chalmers,63.3,2016798.0,318621
2013,164,0,28310,Lee Williams,63.29,1485922.0,234774
2013,165,0,19846,Brian Gay,63.27,2107225.0,333044
2013,166,0,28135,Aaron Watkins,63.26,1036111.0,163786
2013,167,0,10860,Justin Leonard,63.22,2197818.0,347642
2013,168,0,10885,Robert Allenby,63.18,1508971.0,238828
2013,168,0,1116,Michael Bradley,63.18,1250280.0,197899
2013,170,0,22295,Darron Stiles,63.14,1233090.0,195305
2013,171,0,1320,Bob Estes,63.12,1805553.0,286046
2013,172,0,22806,Doug LaBelle II,63.01,1735130.0,275383
2013,173,0,23983,Luke Donald,63.0,1330465.0,211197
2013,174,0,8075,Jerry Kelly,62.99,1850986.0,293847
2013,175,0,10213,Dicky Pride,62.93,1735214.0,275746
2013,176,0,10809,Jim Furyk,62.87,1842977.0,293122
2013,177,0,20443,Jin Park,62.58,1236880.0,197643
2013,178,0,30711,Colt Knost,62.52,1666931.0,266614
2013,179,0,23800,Bryce Molder,62.5,2054100.0,328639
2013,180,0,10423,Mike Weir,61.96,1334670.0,215395
2014,1,0,25804,Bubba Watson,69.77,1874895.0,268725
2014,2,0,30925,Dustin Johnson,69.09,1339252.0,193836
2014,3,0,28237,Rory McIlroy,68.84,1566108.0,227514
2014,4,0,29461,Jamie Lovemark,68.64,1539404.0,224274
2014,5,0,35300,Andrew Loupe,68.59,1620066.0,236186
2014,6,0,27141,J.B. Holmes,68.01,2414647.0,355036
2014,7,0,21961,Charles Howell III,67.98,3032539.0,446094
2014,8,0,25632,Jimmy Walker,67.42,2342488.0,347447
2014,9,0,20848,Ángel Cabrera,67.4,1963322.0,291299
2014,10,0,12716,Charley Hoffman,67.35,2341972.0,347720
2014,11,0,23320,Ryan Palmer,67.28,2149444.0,319475
2014,12,0,32334,Charlie Beljan,67.19,2110180.0,314050
2014,12,0,31323,Gary Woodland,67.19,2287153.0,340390
2014,14,0,28089,Jason Day,67.12,1066309.0,158862
2014,15,0,25274,Steven Bowditch,67.08,2486312.0,370630
2014,16,0,36689,Brooks Koepka,67.07,1330898.0,198420
2014,17,0,24502,Adam Scott,67.05,1808716.0,269746
2014,18,0,26329,Louis Oosthuizen,66.92,953147.0,142433
2014,19,0,33461,Morgan Hoffmann,66.89,2848440.0,425843
2014,20,0,24140,Sean O'Hair,66.81,2102800.0,314766
2014,21,0,27064,Jhonattan Vegas,66.77,2024908.0,303257
2014,22,0,24358,Robert Garrigus,66.76,2249177.0,336892
2014,23,0,30944,Jason Kokrak,66.73,1859229.0,278637
2014,24,0,27436,Graham DeLaet,66.64,2009004.0,301487
2014,25,0,26300,Matt Jones,66.6,1861865.0,279573
2014,26,0,34431,Robert Streb,66.59,2033439.0,305380
2014,27,0,27120,Troy Matteson,66.57,1550575.0,232911
2014,28,0,30110,Kyle Stanley,66.55,2244288.0,337215
2014,29,0,34099,Harris English,66.54,2323988.0,349254
2014,30,0,26679,Kevin Stadler,66.53,2022688.0,304011
2014,31,0,24781,Hunter Mahan,66.48,2260711.0,340039
2014,32,0,33141,Keegan Bradley,66.47,2084328.0,313585
2014,32,0,34021,Bud Cauley,66.47,1446933.0,217687
2014,32,0,25345,Carl Pettersson,66.47,2681174.0,403371
2014,35,0,26331,Charl Schwartzel,66.39,1706642.0,257079
2014,36,0,32102,Rickie Fowler,66.38,1944017.0,292840
2014,37,0,25900,Lucas Glover,66.26,1418114.0,214024
2014,38,0,35541,John Peterson,66.22,1708220.0,257942
2014,39,0,30750,Tommy Gainey,66.2,1867743.0,282144
2014,40,0,27408,Martin Kaymer,66.16,1519896.0,229728
2014,41,0,6522,Ernie Els,66.12,1945132.0,294198
2014,41,0,29518,Brendan Steele,66.12,2142120.0,323962
2014,43,0,1810,Phil Mickelson,66.09,1541479.0,233222
2014,44,0,37273,Derek Ernst,66.08,1958826.0,296433
2014,45,0,32366,Kevin Chappell,66.06,2659071.0,402523
2014,46,0,21209,Sergio Garcia,66.05,1277549.0,193424
2014,46,0,34098,Russell Henley,66.05,2357926.0,357016
2014,46,0,30692,Scott Stallings,66.05,1945460.0,294539
2014,49,0,27214,Kevin Streelman,66.03,1845999.0,279587
2014,50,0,34360,Patrick Reed,66.02,2332966.0,353346
2014,51,0,34046,Jordan Spieth,65.99,2440049.0,369747
2014,52,0,27936,Martin Laird,65.96,1689354.0,256132
2014,52,0,34265,Will Wilcox,65.96,1275508.0,193386
2014,54,0,22405,Justin Rose,65.95,1594345.0,241756
2014,55,0,25562,Andres Romero,65.93,2240618.0,339838
2014,56,0,32333,Kevin Tway,65.92,1463276.0,221967
2014,57,0,31557,Jim Herman,65.91,1481767.0,224804
2014,58,0,23621,Rory Sabbatini,65.88,1972697.0,299443
2014,59,0,24924,Bill Haas,65.84,2528385.0,384031
2014,60,0,29289,S.Y. Noh,65.83,2320923.0,352547
2014,61,0,33418,Shawn Stefani,65.82,1778371.0,270199
2014,62,0,29420,Billy Horschel,65.81,2123597.0,322685
2014,63,0,30852,Ryo Ishikawa,65.8,1873072.0,284647
2014,63,0,27330,Josh Teater,65.8,2313757.0,351620
2014,65,0,22046,Geoff Ogilvy,65.79,2249864.0,341987
2014,65,0,6567,Vijay Singh,65.79,2373165.0,360722
2014,67,0,26289,Boo Weekley,65.77,1746980.0,265636
2014,68,0,21528,Henrik Stenson,65.7,1169107.0,177948
2014,69,0,27644,Brian Harman,65.62,3141793.0,478786
2014,69,0,26851,Marc Leishman,65.62,2159265.0,329068
2014,71,0,28475,Jeff Overton,65.61,2042055.0,311236
2014,72,0,35732,Wes Roach,65.57,1540300.0,234893
2014,73,0,32839,Hideki Matsuyama,65.5,1999318.0,305230
2014,73,0,34264,Hudson Swafford,65.5,1813218.0,276807
2014,75,0,1706,Davis Love III,65.4,1918532.0,293345
2014,76,0,30926,Chris Kirk,65.36,2666285.0,407916
2014,77,0,28259,Sangmoon Bae,65.32,1976393.0,302589
2014,78,0,27095,Nick Watney,65.3,1736829.0,265993
2014,79,0,25686,Jason Dufner,65.28,1289811.0,197585
2014,79,0,27770,Camilo Villegas,65.28,2571162.0,393838
2014,81,0,34409,David Lingmerth,65.27,2043758.0,313100
2014,82,0,23108,Matt Kuchar,65.23,2349148.0,360128
2014,83,0,29221,Webb Simpson,65.22,2300780.0,352747
2014,83,0,20396,Lee Westwood,65.22,1313562.0,201396
2014,85,0,29479,Scott Brown,65.2,2529403.0,387923
2014,85,0,28500,Martin Flores,65.2,2052557.0,314818
2014,87,0,20645,John Senden,65.19,2500282.0,383520
2014,88,0,29535,Brice Garnett,65.18,2402489.0,368566
2014,88,0,23353,J.J. Henry,65.18,2396428.0,367676
2014,88,0,32640,Troy Merritt,65.18,1729096.0,265262
2014,91,0,20157,Retief Goosen,65.17,2383991.0,365784
2014,92,0,27895,Jonas Blixt,65.16,1299672.0,199469
2014,93,0,29740,Brad Fritsch,65.11,1216475.0,186833
2014,94,0,35539,Luke Guthrie,65.1,2313587.0,355408
2014,94,0,29478,Kevin Kisner,65.1,2133596.0,327760
2014,94,0,26956,Bronson La'Cassie,65.1,1096466.0,168427
2014,97,0,24912,Will MacKenzie,65.08,2193625.0,337081
2014,97,0,22913,John Rollins,65.08,2067274.0,317654
2014,99,0,33413,Ben Martin,64.98,1898802.0,292233
2014,99,0,23623,Bo Van Pelt,64.98,2003128.0,308248
2014,101,0,24494,Erik Compton,64.95,2247662.0,346057
2014,102,0,35139,Richard Lee,64.92,1819878.0,280310
2014,103,0,34563,Chesson Hadley,64.91,2156868.0,332301
2014,104,0,28486,Michael Putnam,64.88,2760796.0,425513
2014,105,0,32448,James Hahn,64.86,2234256.0,344450
2014,105,0,29926,Danny Lee,64.86,2117658.0,326481
2014,105,0,31193,Jim Renner,64.86,1583685.0,244181
2014,108,0,22371,Aaron Baddeley,64.84,1773735.0,273572
2014,108,0,23638,Brendon de Jonge,64.84,2811285.0,433550
2014,110,0,32150,Michael Thompson,64.83,1787196.0,275687
2014,111,0,26596,Ryan Moore,64.79,1883713.0,290728
2014,112,0,24846,Ricky Barnes,64.78,2393732.0,369493
2014,113,0,28307,Matt Every,64.77,1999246.0,308685
2014,113,0,27963,Chris Stroud,64.77,2202918.0,340111
2014,113,0,29425,Andrew Svoboda,64.77,2025394.0,312727
2014,116,0,33122,Russell Knox,64.72,2504085.0,386932
2014,117,0,28132,Tyrone Van Aswegen,64.71,1999346.0,308954
2014,118,0,20229,Stewart Cink,64.68,2165983.0,334862
2014,119,0,22378,Trevor Immelman,64.66,2044811.0,316248
2014,120,0,24138,Ian Poulter,64.64,1241915.0,192133
2014,121,0,27933,John Merrick,64.59,2132145.0,330112
2014,121,0,25834,Daniel Summerhays,64.59,2627802.0,406824
2014,123,0,25444,Justin Hicks,64.58,2694138.0,417159
2014,123,0,24361,Pat Perez,64.58,2216757.0,343241
2014,125,0,12510,Chad Campbell,64.55,1422009.0,220294
2014,126,0,21731,Freddie Jacobson,64.54,2428185.0,376222
2014,127,0,27649,Brandt Snedeker,64.53,1987964.0,308078
2014,128,0,24925,Jonathan Byrd,64.47,1951311.0,302680
2014,129,0,26951,Johnson Wagner,64.45,1770147.0,274649
2014,130,0,20593,Greg Chalmers,64.37,2189578.0,340134
2014,131,0,32200,Roberto Castro,64.35,1764635.0,274237
2014,132,0,25191,Gonzalo Fernandez-Castaño,64.34,2123682.0,330090
2014,132,0,31202,William McGirt,64.34,2565055.0,398689
2014,134,0,1724,Jeff Maggert,64.26,1323163.0,205923
2014,135,0,33419,Cameron Tringale,64.24,2933560.0,456685
2014,136,0,25349,Tim Wilkinson,64.22,2178410.0,339195
2014,137,0,21753,Brian Davis,64.18,2406663.0,374971
2014,138,0,24024,Zach Johnson,64.14,2561411.0,399350
2014,139,0,10885,Robert Allenby,64.13,2121144.0,330744
2014,140,0,24490,George McNeill,64.08,2117467.0,330465
2014,141,0,34261,Scott Langley,64.01,2347649.0,366759
2014,142,0,23409,James Driscoll,63.99,1728626.0,270150
2014,142,0,28780,Nicholas Thompson,63.99,2079242.0,324910
2014,144,0,25364,Paul Casey,63.97,1325092.0,207132
2014,145,0,31560,Brian Stuard,63.96,2221384.0,347309
2014,145,0,21878,Mark Wilson,63.96,1728181.0,270212
2014,145,0,24663,Y.E. Yang,63.96,1828800.0,285913
2014,148,0,20498,Briny Baird,63.93,1319378.0,206385
2014,149,0,22293,Heath Slocum,63.88,1919713.0,300526
2014,150,0,25240,D.A. Points,63.87,1655736.0,259224
2014,151,0,20160,Charlie Wi,63.84,1960870.0,307170
2014,152,0,27466,Spencer Levin,63.81,1502718.0,235510
2014,153,0,8075,Jerry Kelly,63.79,1986073.0,311324
2014,154,0,26758,David Hearn,63.77,2442875.0,383079
2014,154,0,34174,John Huh,63.77,2103112.0,329793
2014,156,0,25396,Kevin Na,63.74,2316994.0,363488
2014,157,0,20098,Stuart Appleby,63.73,2507040.0,393383
2014,158,0,24507,Jason Bohn,63.72,2173764.0,341160
2014,159,0,2206,David Toms,63.69,1616995.0,253899
2014,160,0,27556,Ted Potter Jr.,63.66,1793928.0,281804
2014,161,0,30927,Brendon Todd,63.64,2736488.0,429981
2014,162,0,7867,Woody Austin,63.62,1692147.0,265995
2014,163,0,20104,Ken Duke,63.51,1979671.0,311732
2014,164,0,23541,Ben Crane,63.48,2331764.0,367346
2014,165,0,29222,Billy Hurley III,63.47,2169852.0,341868
2014,166,0,24357,K.J. Choi,63.39,1983242.0,312887
2014,167,0,23800,Bryce Molder,63.37,1879385.0,296571
2014,168,0,22621,Ben Curtis,63.3,1897102.0,299707
2014,169,0,19846,Brian Gay,63.26,1864211.0,294702
2014,170,0,25720,Chad Collins,63.2,1789493.0,283163
2014,171,0,25572,Graeme McDowell,63.0,1390648.0,220736
2014,172,0,10809,Jim Furyk,62.91,1939598.0,308302
2014,173,0,28092,D.H. Lee,62.85,1317291.0,209590
2014,174,0,23135,Tim Clark,62.69,1899152.0,302928
2014,175,0,10423,Mike Weir,62.11,1541683.0,248215
2014,176,0,23983,Luke Donald,62.06,1254772.0,202179
2014,177,0,10860,Justin Leonard,61.96,1786917.0,288385
2022,1,0,57366,Cameron Young,70.22,2340895.0,333382
2022,2,0,46601,Trey Mullinax,70.12,2102786.0,299888
2022,3,0,27129,Luke List,70.11,2081530.0,296875
2022,4,0,46550,Brandon Hagy,69.98,1872344.0,267554
2022,5,0,34255,Joseph Bramlett,69.95,2131513.0,304729
2022,6,0,40250,Taylor Pendrith,69.91,1899380.0,271685
2022,6,0,47856,Seth Reeves,69.91,1539515.0,220222
2022,8,0,51766,Wyndham Clark,69.81,2370524.0,339547
2022,9,0,28237,Rory McIlroy,69.63,1714665.0,246271
2022,10,0,35450,Patrick Cantlay,69.5,1716837.0,247014
2022,11,0,34046,Jordan Spieth,69.44,2000041.0,288034
2022,12,0,46970,Jon Rahm,69.39,1790108.0,257984
2022,13,0,56278,Matthew Wolff,69.34,1217990.0,175652
2022,14,0,12716,Charley Hoffman,69.27,1830593.0,264284
2022,15,0,36689,Brooks Koepka,69.14,1256672.0,181753
2022,16,0,48117,Kurt Kitayama,69.12,1468082.0,212391
2022,17,0,32366,Kevin Chappell,69.1,1404645.0,203291
2022,18,0,47483,Will Zalatoris,69.04,1816030.0,263047
2022,19,0,21961,Charles Howell III,69.01,1490232.0,215956
2022,20,0,48699,Callum Tarren,69.0,1729287.0,250622
2022,21,0,54421,Garrick Higgo,68.96,1243758.0,180363
2022,22,0,52372,Cameron Champ,68.91,1457514.0,211516
2022,23,0,33448,Justin Thomas,68.88,1970498.0,286065
2022,24,0,45486,Joaquin Niemann,68.85,1895898.0,275371
2022,25,0,46046,Scottie Scheffler,68.79,2131461.0,309834
2022,26,0,39546,Keith Mitchell,68.76,2343649.0,340863
2022,27,0,45157,Cam Davis,68.72,2481563.0,361091
2022,28,0,36699,Patrick Rodgers,68.65,2160409.0,314707
2022,29,0,32333,Kevin Tway,68.59,2141939.0,312297
2022,30,0,27064,Jhonattan Vegas,68.55,1849930.0,269873
2022,31,0,47988,Nick Hardy,68.42,1416580.0,207050
2022,32,0,35617,Martin Trainer,68.41,1951831.0,285301
2022,33,0,46717,Viktor Hovland,68.37,1803642.0,263792
2022,33,0,26300,Matt Jones,68.37,1621139.0,237123
2022,35,0,29518,Brendan Steele,68.31,1973761.0,288942
2022,36,0,29725,Tony Finau,68.28,2291919.0,335644
2022,37,0,39058,Lucas Herbert,68.25,1285168.0,188301
2022,37,0,45540,Jared Wolfe,68.25,1476556.0,216357
2022,39,0,24502,Adam Scott,68.23,2028876.0,297372
2022,40,0,46442,Maverick McNealy,68.19,2304400.0,337962
2022,41,0,47504,Sam Burns,68.16,2187725.0,320975
2022,42,0,37189,Harold Varner III,68.13,1782050.0,261551
2022,43,0,51894,Vince Whaley,68.1,2074486.0,304643
2022,44,0,35461,Beau Hossler,68.05,2073050.0,304640
2022,45,0,37212,Paul Barjon,68.01,1941055.0,285387
2022,46,0,23320,Ryan Palmer,67.96,1613413.0,237423
2022,47,0,47995,Davis Riley,67.93,2589724.0,381223
2022,47,0,48081,Xander Schauffele,67.93,1827900.0,269104
2022,49,0,30944,Jason Kokrak,67.91,1608496.0,236857
2022,50,0,20229,Stewart Cink,67.86,2128299.0,313618
2022,50,0,29970,Dylan Frittelli,67.86,2286304.0,336926
2022,50,0,39971,Sungjae Im,67.86,2395171.0,352974
2022,53,0,55708,Hayden Buckley,67.84,2392246.0,352653
2022,53,0,49964,Aaron Wise,67.84,2432884.0,358620
2022,55,0,39977,Max Homa,67.8,2239231.0,330258
2022,56,0,39997,Corey Conners,67.79,2285058.0,337068
2022,56,0,33667,Carlos Ortiz,67.79,1589091.0,234415
2022,58,0,32839,Hideki Matsuyama,67.77,1822333.0,268903
2022,59,0,51634,Sahith Theegala,67.71,2947588.0,435295
2022,60,0,51997,Andrew Novak,67.7,1665153.0,245966
2022,61,0,28252,Seamus Power,67.66,1881323.0,278073
2022,62,0,32662,Michael Gligic,67.64,1772196.0,262021
2022,63,0,33141,Keegan Bradley,67.63,2081470.0,307757
2022,63,0,30692,Scott Stallings,67.63,2618560.0,387200
2022,65,0,50095,Austin Smotherman,67.58,1922847.0,284544
2022,66,0,49947,Taylor Moore,67.57,2424495.0,358797
2022,67,0,32757,Patton Kizzire,67.56,2543162.0,376418
2022,68,0,35891,Cameron Smith,67.55,1576366.0,233376
2022,69,0,47529,Mito Pereira,67.53,2346322.0,347426
2022,70,0,26851,Marc Leishman,67.51,1994364.0,295397
2022,71,0,37455,Si Woo Kim,67.48,2549395.0,377804
2022,72,0,29974,Branden Grace,67.38,1330217.0,197432
2022,72,0,34264,Hudson Swafford,67.38,1480798.0,219759
2022,74,0,33597,Harry Higgs,67.33,2126247.0,315787
2022,75,0,31646,Emiliano Grillo,67.29,2158762.0,320811
2022,75,0,10381,Curtis Thompson,67.29,1337176.0,198720
2022,77,0,32791,K.H. Lee,67.28,2771046.0,411898
2022,77,0,48887,Matt Wallace,67.28,1500913.0,223068
2022,79,0,32448,James Hahn,67.25,1867458.0,277675
2022,80,0,33486,Roger Sloan,67.24,1906206.0,283500
2022,81,0,40098,Matt Fitzpatrick,67.22,1523193.0,226614
2022,82,0,34466,Peter Malnati,67.21,2674002.0,397882
2022,83,0,27895,Jonas Blixt,67.2,1274684.0,189675
2022,84,0,36852,Jim Knous,67.16,1109685.0,165221
2022,84,0,46340,Alex Smalley,67.16,2326890.0,346486
2022,86,0,34363,Tyrrell Hatton,67.14,1507137.0,224487
