YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
2013,153,0,22295,Darron Stiles,62.24,549,882,-0.23
2013,154,0,25345,Carl Pettersson,62.22,896,1440,-0.27
2013,155,0,22046,Geoff Ogilvy,62.18,638,1026,-0.21
2013,156,0,23983,Luke Donald,62.16,649,1044,-0.28
2013,157,0,21753,Brian Davis,62.15,1018,1638,-0.29
2013,158,0,26497,Casey Wittenberg,62.14,783,1260,-0.21
2013,159,0,23135,Tim Clark,62.02,681,1098,-0.25
2013,160,0,24140,Sean O'Hair,62.0,625,1008,-0.22
2013,161,0,25274,Steven Bowditch,61.97,725,1170,-0.27
2013,162,0,32150,Michael Thompson,61.78,734,1188,-0.22
2013,163,0,6522,Ernie Els,61.74,689,1116,-0.27
2013,164,0,30711,Colt Knost,61.71,722,1170,-0.24
2013,165,0,21731,Freddie Jacobson,61.67,666,1080,-0.27
2013,165,0,28310,Lee Williams,61.67,666,1080,-0.22
2013,167,0,20593,Greg Chalmers,61.64,810,1314,-0.3
2013,168,0,25562,Andres Romero,61.3,651,1062,-0.29
2013,169,0,22792,Peter Hanson,61.24,474,774,-0.28
2013,170,0,6004,Stephen Ames,61.11,539,882,-0.27
2013,170,0,24227,Justin Bolli,61.11,605,990,-0.23
2013,172,0,30750,Tommy Gainey,61.04,923,1512,-0.25
2013,173,0,27895,Jonas Blixt,60.89,833,1368,-0.25
2013,174,0,20766,Padraig Harrington,60.88,537,882,-0.23
2013,175,0,8725,Tom Gillis,60.68,710,1170,-0.23
2013,176,0,20160,Charlie Wi,60.56,774,1278,-0.29
2013,177,0,12782,Tim Herron,59.75,484,810,-0.24
2013,178,0,22371,Aaron Baddeley,58.0,689,1188,-0.31
2013,179,0,10423,Mike Weir,56.9,594,1044,-0.27
2013,180,0,19846,Brian Gay,56.68,806,1422,-0.27
2014,1,0,12510,Chad Campbell,72.43,691,954,-0.2
2014,2,0,25444,Justin Hicks,71.44,1273,1782,-0.23
2014,3,0,27436,Graham DeLaet,70.68,1005,1422,-0.26
2014,4,0,29420,Billy Horschel,70.43,1141,1620,-0.26
2014,5,0,23353,J.J. Henry,69.6,1090,1566,-0.2
2014,6,0,28237,Rory McIlroy,69.44,800,1152,-0.36
2014,7,0,27064,Jhonattan Vegas,69.11,933,1350,-0.23
2014,8,0,21528,Henrik Stenson,69.03,671,972,-0.28
2014,9,0,26679,Kevin Stadler,68.91,1104,1602,-0.26
2014,10,0,24502,Adam Scott,68.79,842,1224,-0.32
2014,11,0,34264,Hudson Swafford,68.78,879,1278,-0.23
2014,12,0,10809,Jim Furyk,68.75,990,1440,-0.24
2014,13,0,2206,David Toms,68.73,767,1116,-0.25
2014,14,0,21209,Sergio Garcia,68.68,717,1044,-0.28
2014,15,0,24924,Bill Haas,68.62,1297,1890,-0.26
2014,16,0,23623,Bo Van Pelt,68.61,1025,1494,-0.24
2014,17,0,34099,Harris English,68.36,1132,1656,-0.28
2014,18,0,29425,Andrew Svoboda,68.11,944,1386,-0.24
2014,19,0,27933,John Merrick,68.07,1017,1494,-0.24
2014,20,0,26289,Boo Weekley,68.06,882,1296,-0.19
2014,21,0,30925,Dustin Johnson,68.03,698,1026,-0.32
2014,22,0,33122,Russell Knox,68.0,1126,1656,-0.24
2014,23,0,26596,Ryan Moore,67.99,1028,1512,-0.28
2014,24,0,25804,Bubba Watson,67.96,893,1314,-0.32
2014,25,0,20645,John Senden,67.85,1209,1782,-0.26
2014,26,0,21961,Charles Howell III,67.66,1291,1908,-0.27
2014,27,0,10885,Robert Allenby,67.63,986,1458,-0.2
2014,28,0,32366,Kevin Chappell,67.59,1168,1728,-0.28
2014,28,0,25632,Jimmy Walker,67.59,1168,1728,-0.31
2014,30,0,34021,Bud Cauley,67.46,680,1008,-0.23
2014,31,0,24024,Zach Johnson,67.42,1165,1728,-0.27
2014,32,0,27095,Nick Watney,67.33,909,1350,-0.25
2014,33,0,22293,Heath Slocum,67.31,836,1242,-0.21
2014,34,0,20104,Ken Duke,67.17,943,1404,-0.22
2014,35,0,12716,Charley Hoffman,67.08,1123,1674,-0.29
2014,36,0,28486,Michael Putnam,67.05,1231,1836,-0.23
2014,37,0,25900,Lucas Glover,67.0,796,1188,-0.21
2014,38,0,29289,S.Y. Noh,66.97,1109,1656,-0.25
2014,39,0,27770,Camilo Villegas,66.96,1145,1710,-0.28
2014,40,0,23108,Matt Kuchar,66.92,1060,1584,-0.28
2014,41,0,22405,Justin Rose,66.91,819,1224,-0.3
2014,42,0,25834,Daniel Summerhays,66.89,1180,1764,-0.27
2014,42,0,34265,Will Wilcox,66.89,590,882,-0.24
2014,44,0,30110,Kyle Stanley,66.87,999,1494,-0.2
2014,45,0,33419,Cameron Tringale,66.77,1334,1998,-0.25
2014,46,0,33141,Keegan Bradley,66.67,1056,1584,-0.29
2014,46,0,24781,Hunter Mahan,66.67,1020,1530,-0.25
2014,46,0,23320,Ryan Palmer,66.67,1020,1530,-0.3
2014,46,0,25345,Carl Pettersson,66.67,1092,1638,-0.25
2014,46,0,28780,Nicholas Thompson,66.67,972,1458,-0.21
2014,51,0,31323,Gary Woodland,66.55,1102,1656,-0.27
2014,52,0,28500,Martin Flores,66.54,1018,1530,-0.24
2014,53,0,29518,Brendan Steele,66.47,1017,1530,-0.27
2014,54,0,26329,Louis Oosthuizen,66.43,550,828,-0.23
2014,55,0,26758,David Hearn,66.38,1159,1746,-0.25
2014,55,0,31557,Jim Herman,66.38,693,1044,-0.23
2014,57,0,20229,Stewart Cink,66.36,1087,1638,-0.25
2014,58,0,27936,Martin Laird,66.31,740,1116,-0.26
2014,59,0,25686,Jason Dufner,66.26,644,972,-0.26
2014,60,0,33418,Shawn Stefani,66.2,715,1080,-0.25
2014,61,0,24490,George McNeill,66.17,941,1422,-0.28
2014,62,0,33413,Ben Martin,66.04,951,1440,-0.27
2014,63,0,29222,Billy Hurley III,65.89,1020,1548,-0.23
2014,64,0,28475,Jeff Overton,65.79,900,1368,-0.26
2014,65,0,25364,Paul Casey,65.77,663,1008,-0.29
2014,65,0,25572,Graeme McDowell,65.77,734,1116,-0.28
2014,67,0,1724,Jeff Maggert,65.74,639,972,-0.2
2014,68,0,32150,Michael Thompson,65.69,875,1332,-0.27
2014,69,0,34431,Robert Streb,65.65,839,1278,-0.27
2014,70,0,24912,Will MacKenzie,65.58,968,1476,-0.29
2014,71,0,8075,Jerry Kelly,65.56,944,1440,-0.28
2014,71,0,35541,John Peterson,65.56,708,1080,-0.21
2014,73,0,6567,Vijay Singh,65.39,977,1494,-0.22
2014,74,0,30944,Jason Kokrak,65.38,765,1170,-0.3
2014,74,0,23621,Rory Sabbatini,65.38,918,1404,-0.25
2014,76,0,29478,Kevin Kisner,65.29,999,1530,-0.27
2014,77,0,22378,Trevor Immelman,65.28,940,1440,-0.22
2014,77,0,29221,Webb Simpson,65.28,987,1512,-0.27
2014,79,0,1810,Phil Mickelson,65.26,834,1278,-0.29
2014,80,0,26851,Marc Leishman,65.21,939,1440,-0.29
2014,80,0,27963,Chris Stroud,65.21,1033,1584,-0.29
2014,82,0,32334,Charlie Beljan,65.2,845,1296,-0.27
2014,83,0,29535,Brice Garnett,65.15,1032,1584,-0.25
2014,84,0,24358,Robert Garrigus,65.14,938,1440,-0.29
2014,85,0,27556,Ted Potter Jr.,65.11,797,1224,-0.22
2014,86,0,27330,Josh Teater,65.09,1031,1584,-0.24
2014,87,0,29740,Brad Fritsch,65.05,562,864,-0.26
2014,87,0,32640,Troy Merritt,65.05,726,1116,-0.27
2014,89,0,29479,Scott Brown,65.0,1170,1800,-0.27
2014,90,0,20848,Ángel Cabrera,64.98,807,1242,-0.26
2014,90,0,36689,Brooks Koepka,64.98,655,1008,-0.31
2014,92,0,24846,Ricky Barnes,64.96,1029,1584,-0.26
2014,92,0,30852,Ryo Ishikawa,64.96,877,1350,-0.31
2014,94,0,29461,Jamie Lovemark,64.91,701,1080,-0.26
2014,95,0,24925,Jonathan Byrd,64.89,841,1296,-0.25
2014,96,0,22913,John Rollins,64.86,934,1440,-0.21
2014,97,0,24507,Jason Bohn,64.75,944,1458,-0.26
2014,98,0,25396,Kevin Na,64.72,1095,1692,-0.29
2014,99,0,27408,Martin Kaymer,64.58,744,1152,-0.29
2014,100,0,32102,Rickie Fowler,64.51,987,1530,-0.3
2014,100,0,1706,Davis Love III,64.51,836,1296,-0.25
2014,100,0,22046,Geoff Ogilvy,64.51,929,1440,-0.23
2014,103,0,23638,Brendon de Jonge,64.48,1265,1962,-0.25
2014,104,0,29926,Danny Lee,64.44,928,1440,-0.27
2014,105,0,31202,William McGirt,64.41,1113,1728,-0.27
2014,106,0,34174,John Huh,64.39,962,1494,-0.23
2014,107,0,24361,Pat Perez,64.35,973,1512,-0.26
2014,107,0,32333,Kevin Tway,64.35,695,1080,-0.2
2014,109,0,27466,Spencer Levin,64.31,683,1062,-0.24
2014,110,0,23135,Tim Clark,64.3,868,1350,-0.25
2014,111,0,27644,Brian Harman,64.26,1284,1998,-0.28
2014,112,0,35732,Wes Roach,64.2,728,1134,-0.26
2014,113,0,28132,Tyrone Van Aswegen,64.17,901,1404,-0.26
2014,114,0,34261,Scott Langley,64.16,1074,1674,-0.27
2014,115,0,26951,Johnson Wagner,64.1,750,1170,-0.23
2014,116,0,32839,Hideki Matsuyama,64.03,922,1440,-0.28
2014,117,0,30750,Tommy Gainey,64.01,795,1242,-0.27
2014,118,0,28089,Jason Day,64.0,553,864,-0.28
2014,119,0,30927,Brendon Todd,63.99,1244,1944,-0.27
2014,120,0,32448,James Hahn,63.96,921,1440,-0.23
2014,121,0,23800,Bryce Molder,63.93,840,1314,-0.26
2014,122,0,31560,Brian Stuard,63.86,1000,1566,-0.28
2014,123,0,20396,Lee Westwood,63.69,642,1008,-0.29
2014,124,0,20157,Retief Goosen,63.64,1031,1620,-0.25
2014,124,0,34360,Patrick Reed,63.64,1031,1620,-0.28
2014,126,0,35539,Luke Guthrie,63.53,972,1530,-0.29
2014,126,0,26331,Charl Schwartzel,63.53,709,1116,-0.31
2014,128,0,37273,Derek Ernst,63.52,869,1368,-0.22
2014,129,0,30926,Chris Kirk,63.46,1188,1872,-0.28
2014,130,0,20498,Briny Baird,63.44,571,900,-0.22
2014,130,0,23541,Ben Crane,63.44,925,1458,-0.25
2014,132,0,24140,Sean O'Hair,63.42,879,1386,-0.25
2014,133,0,25274,Steven Bowditch,63.38,1061,1674,-0.26
2014,134,0,28307,Matt Every,63.33,969,1530,-0.27
2014,135,0,34409,David Lingmerth,63.3,866,1368,-0.25
2014,136,0,27649,Brandt Snedeker,63.28,991,1566,-0.28
2014,137,0,26300,Matt Jones,63.25,945,1494,-0.3
2014,137,0,27214,Kevin Streelman,63.25,888,1404,-0.28
2014,137,0,21878,Mark Wilson,63.25,740,1170,-0.19
2014,140,0,30692,Scott Stallings,63.16,864,1368,-0.24
2014,141,0,35300,Andrew Loupe,63.11,693,1098,-0.26
2014,142,0,24494,Erik Compton,63.07,999,1584,-0.27
2014,143,0,34563,Chesson Hadley,63.03,953,1512,-0.27
2014,144,0,23983,Luke Donald,63.0,635,1008,-0.26
2014,145,0,20098,Stuart Appleby,62.96,1020,1620,-0.27
2014,146,0,28259,Sangmoon Bae,62.94,861,1368,-0.29
2014,147,0,33461,Morgan Hoffmann,62.74,1118,1782,-0.29
2014,148,0,25240,D.A. Points,62.71,824,1314,-0.22
2014,148,0,31193,Jim Renner,62.71,666,1062,-0.22
2014,150,0,22621,Ben Curtis,62.63,823,1314,-0.24
2014,151,0,21731,Freddie Jacobson,62.58,1025,1638,-0.28
2014,152,0,34046,Jordan Spieth,62.47,1102,1764,-0.31
2014,153,0,24138,Ian Poulter,62.4,629,1008,-0.28
2014,154,0,24357,K.J. Choi,62.08,894,1440,-0.28
2014,155,0,27120,Troy Matteson,61.97,647,1044,-0.23
2014,156,0,34098,Russell Henley,61.84,1024,1656,-0.28
2014,157,0,25349,Tim Wilkinson,61.72,911,1476,-0.26
2014,158,0,24663,Y.E. Yang,61.68,866,1404,-0.25
2014,159,0,6522,Ernie Els,61.6,876,1422,-0.26
2014,160,0,21753,Brian Davis,61.47,1029,1674,-0.26
2014,161,0,26956,Bronson La'Cassie,61.35,519,846,-0.23
2014,162,0,27895,Jonas Blixt,61.11,682,1116,-0.28
2014,163,0,27141,J.B. Holmes,60.92,943,1548,-0.29
2014,164,0,23409,James Driscoll,60.88,778,1278,-0.27
2014,165,0,20160,Charlie Wi,60.87,767,1260,-0.24
2014,166,0,25191,Gonzalo Fernandez-Castaño,60.84,898,1476,-0.25
2014,167,0,7867,Woody Austin,60.83,646,1062,-0.24
2014,168,0,25562,Andres Romero,60.53,839,1386,-0.28
2014,169,0,32200,Roberto Castro,60.44,805,1332,-0.25
2014,170,0,25720,Chad Collins,59.98,799,1332,-0.25
2014,171,0,35139,Richard Lee,59.97,842,1404,-0.26
2014,172,0,28092,D.H. Lee,59.89,539,900,-0.2
2014,173,0,20593,Greg Chalmers,59.88,873,1458,-0.27
2014,174,0,22371,Aaron Baddeley,59.8,775,1296,-0.29
2014,175,0,19846,Brian Gay,59.21,842,1422,-0.24
2014,176,0,10860,Justin Leonard,57.78,780,1350,-0.25
2014,177,0,10423,Mike Weir,57.44,672,1170,-0.24
2022,1,0,46046,Scottie Scheffler,72.29,1093,1512,-0.33
2022,2,0,39997,Corey Conners,71.9,1126,1566,-0.27
2022,3,0,46970,Jon Rahm,71.59,902,1260,-0.3
2022,4,0,33122,Russell Knox,71.41,1144,1602,-0.24
2022,5,0,29725,Tony Finau,71.25,1103,1548,-0.3
2022,6,0,21961,Charles Howell III,70.99,690,972,-0.28
2022,7,0,34098,Russell Henley,70.94,996,1404,-0.3
2022,8,0,47483,Will Zalatoris,70.91,970,1368,-0.31
2022,9,0,39971,Sungjae Im,70.83,1122,1584,-0.29
2022,10,0,40250,Taylor Pendrith,70.66,903,1278,-0.28
2022,11,0,48081,Xander Schauffele,70.52,914,1296,-0.33
2022,12,0,28237,Rory McIlroy,69.91,755,1080,-0.34
2022,13,0,27129,Luke List,69.72,1004,1440,-0.24
2022,14,0,47529,Mito Pereira,69.6,1115,1602,-0.27
2022,15,0,55708,Hayden Buckley,69.54,1139,1638,-0.26
2022,16,0,46402,Talor Gooch,69.33,886,1278,-0.32
2022,16,0,29518,Brendan Steele,69.33,911,1314,-0.24
2022,18,0,35450,Patrick Cantlay,69.28,848,1224,-0.33
2022,19,0,52374,Brandon Wu,69.22,922,1332,-0.27
2022,20,0,54628,Lee Hodges,69.12,1157,1674,-0.26
2022,21,0,49964,Aaron Wise,69.06,1069,1548,-0.31
2022,22,0,34255,Joseph Bramlett,68.86,1004,1458,-0.25
2022,23,0,46414,Aaron Rai,68.79,1102,1602,-0.25
2022,24,0,27936,Martin Laird,68.77,817,1188,-0.24
2022,25,0,47988,Nick Hardy,68.74,730,1062,-0.28
2022,26,0,47504,Sam Burns,68.68,989,1440,-0.33
2022,27,0,28252,Seamus Power,68.66,964,1404,-0.3
2022,28,0,34610,Matthias Schwab,68.65,865,1260,-0.25
2022,29,0,45540,Jared Wolfe,68.64,729,1062,-0.25
2022,30,0,50525,Collin Morikawa,68.61,741,1080,-0.29
2022,31,0,36871,Matthew NeSmith,68.48,1134,1656,-0.25
2022,32,0,50095,Austin Smotherman,68.47,949,1386,-0.27
2022,33,0,24980,Scott Gutschewski,68.45,690,1008,-0.26
2022,34,0,33448,Justin Thomas,68.35,935,1368,-0.35
2022,35,0,36801,Mark Hubbard,68.3,836,1224,-0.31
2022,36,0,32839,Hideki Matsuyama,68.29,885,1296,-0.32
2022,37,0,25900,Lucas Glover,68.28,1143,1674,-0.25
2022,37,0,46340,Alex Smalley,68.28,1143,1674,-0.27
2022,39,0,20229,Stewart Cink,68.25,946,1386,-0.27
2022,39,0,49947,Taylor Moore,68.25,1032,1512,-0.28
2022,41,0,29420,Billy Horschel,68.17,859,1260,-0.28
2022,41,0,36699,Patrick Rodgers,68.17,1043,1530,-0.27
2022,43,0,30163,Henrik Norlander,68.13,883,1296,-0.24
2022,44,0,36326,David Lipsky,68.12,1079,1584,-0.28
2022,45,0,27064,Jhonattan Vegas,68.11,944,1386,-0.29
2022,46,0,51890,Greyson Sigg,68.09,1103,1620,-0.27
2022,47,0,35891,Cameron Smith,68.01,759,1116,-0.37
2022,48,0,31646,Emiliano Grillo,67.92,1027,1512,-0.3
2022,48,0,45486,Joaquin Niemann,67.92,978,1440,-0.31
2022,50,0,34076,Joel Dahmen,67.91,1039,1530,-0.28
2022,50,0,33204,Shane Lowry,67.91,709,1044,-0.28
2022,52,0,33399,Adam Hadwin,67.84,1099,1620,-0.28
2022,53,0,28775,Nate Lashley,67.69,926,1368,-0.3
2022,54,0,45609,Tyler Duncan,67.68,999,1476,-0.29
2022,55,0,24502,Adam Scott,67.67,877,1296,-0.31
2022,56,0,31557,Jim Herman,67.65,621,918,-0.22
2022,57,0,39546,Keith Mitchell,67.64,1047,1548,-0.29
2022,58,0,19803,Ryan Armour,67.56,608,900,-0.23
2022,59,0,36884,Ben Kohles,67.46,765,1134,-0.29
2022,60,0,33419,Cameron Tringale,67.45,1117,1656,-0.28
2022,61,0,40115,Adam Svensson,67.44,1214,1800,-0.3
2022,62,0,34046,Jordan Spieth,67.42,898,1332,-0.31
2022,63,0,40162,Justin Lower,67.36,873,1296,-0.29
2022,64,0,53165,Doc Redman,67.3,957,1422,-0.26
2022,65,0,32662,Michael Gligic,67.29,860,1278,-0.28
2022,66,0,29535,Brice Garnett,67.17,931,1386,-0.25
2022,66,0,29478,Kevin Kisner,67.17,798,1188,-0.28
2022,66,0,35449,Adam Long,67.17,1064,1584,-0.27
2022,69,0,52372,Cameron Champ,67.16,677,1008,-0.27
2022,70,0,29289,S.Y. Noh,67.11,761,1134,-0.29
2022,71,0,27644,Brian Harman,67.09,1099,1638,-0.27
