YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PLAYOFF POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
2023,56,0,47995,Davis Riley,2.20%,44,2000,0,0.0
2023,58,0,48117,Kurt Kitayama,2.09%,84,4000,0,0.0
2023,59,0,28089,Jason Day,1.72%,69,4000,0,0.0
2023,60,0,47988,Nick Hardy,1.70%,34,2000,0,0.0
2023,60,0,51070,Vincent Norrman,1.70%,34,2000,0,0.0
2023,60,0,46414,Aaron Rai,1.70%,34,2000,0,0.0
2023,63,0,28252,Seamus Power,1.29%,52,4000,0,0.0
2023,64,0,55708,Hayden Buckley,1.28%,26,2000,0,0.0
2023,65,0,35506,Mackenzie Hughes,1.04%,21,2000,0,0.0
2023,65,0,36871,Matt NeSmith,1.04%,21,2000,0,0.0
2023,67,0,33653,Thomas Detry,.94%,19,2000,0,0.0
2023,67,0,23108,Matt Kuchar,.94%,19,2000,0,0.0
2023,69,0,46340,Alex Smalley,.80%,16,2000,0,0.0
2023,70,0,36801,Mark Hubbard,.68%,14,2000,0,0.0
2015,1,0,28089,Jason Day,56.39,4511,8000,2,3.0
2015,2,0,21528,Henrik Stenson,44.33,3547,8000,0,4.0
2015,3,0,32102,Rickie Fowler,33.73,2698,8000,1,2.0
2015,4,0,34046,Jordan Spieth,27.79,2223,8000,1,1.0
2015,5,0,40026,Daniel Berger,20.74,1659,8000,0,1.0
2015,6,0,25804,Bubba Watson,20.03,1602,8000,0,3.0
2015,7,0,22405,Justin Rose,16.3,1304,8000,0,1.0
2015,8,0,29926,Danny Lee,15.63,1251,8000,0,1.0
2015,9,0,24024,Zach Johnson,15.44,1235,8000,0,2.0
2015,10,0,30925,Dustin Johnson,14.2,1136,8000,0,3.0
2015,11,0,28237,Rory McIlroy,14.0,840,6000,0,1.0
2015,12,0,12716,Charley Hoffman,13.05,1044,8000,0,1.0
2015,13,0,25834,Daniel Summerhays,13.01,781,6000,0,2.0
2015,14,0,32839,Hideki Matsuyama,12.33,987,8000,0,1.0
2015,15,0,25818,Scott Piercy,12.18,974,8000,0,1.0
2015,16,0,27141,J.B. Holmes,11.53,922,8000,0,2.0
2015,17,0,10809,Jim Furyk,11.43,686,6000,0,1.0
2015,18,0,26300,Matt Jones,10.4,624,6000,0,1.0
2015,19,0,23108,Matt Kuchar,10.28,822,8000,0,2.0
2015,20,0,34360,Patrick Reed,9.85,788,8000,0,1.0
2015,21,0,40058,Zac Blair,9.8,588,6000,0,1.0
2015,22,0,32366,Kevin Chappell,9.72,583,6000,0,
2015,23,0,24140,Sean O'Hair,9.57,574,6000,0,1.0
2015,23,0,33419,Cameron Tringale,9.57,574,6000,0,1.0
2015,25,0,34099,Harris English,9.54,763,8000,0,
2015,26,0,23320,Ryan Palmer,9.48,569,6000,0,1.0
2015,27,0,28259,Sangmoon Bae,9.43,755,8000,0,1.0
2015,28,0,24781,Hunter Mahan,9.33,560,6000,0,1.0
2015,29,0,25396,Kevin Na,9.15,732,8000,0,1.0
2015,30,0,29478,Kevin Kisner,8.82,705,8000,0,
2015,31,0,25364,Paul Casey,8.78,702,8000,0,1.0
2015,32,0,33122,Russell Knox,8.69,521,6000,0,
2015,33,0,33448,Justin Thomas,8.19,491,6000,0,
2015,34,0,34431,Robert Streb,7.85,628,8000,0,
2015,35,0,24361,Pat Perez,7.7,462,6000,0,
2015,36,0,30927,Brendon Todd,7.47,448,6000,0,
2015,37,0,23983,Luke Donald,7.45,298,4000,0,
2015,38,0,25274,Steven Bowditch,7.28,583,8000,0,
2015,39,0,27770,Camilo Villegas,7.25,290,4000,0,
2015,40,0,27644,Brian Harman,7.19,431,6000,0,
2015,41,0,26329,Louis Oosthuizen,7.05,423,6000,0,
2015,42,0,27466,Spencer Levin,6.7,268,4000,0,
2015,43,0,23621,Rory Sabbatini,6.43,386,6000,0,
2015,44,0,21209,Sergio Garcia,6.3,126,2000,0,
2015,45,0,24490,George McNeill,6.19,371,6000,0,
2015,46,0,24924,Bill Haas,6.03,482,8000,0,
2015,47,0,20645,John Senden,5.95,238,4000,0,
2015,48,0,20229,Stewart Cink,5.9,118,2000,0,
2015,49,0,31557,Jim Herman,5.77,231,4000,0,
2015,50,0,33141,Keegan Bradley,5.73,344,6000,0,
2015,51,0,24507,Jason Bohn,5.6,336,6000,0,1.0
2015,51,0,23638,Brendon de Jonge,5.6,336,6000,0,
2015,53,0,8075,Jerry Kelly,5.57,334,6000,0,1.0
2015,54,0,34264,Hudson Swafford,5.55,222,4000,0,
2015,55,0,29518,Brendan Steele,5.16,309,6000,0,
2015,56,0,29725,Tony Finau,5.13,308,6000,0,
2015,57,0,31202,William McGirt,5.05,303,6000,0,
2015,58,0,33667,Carlos Ortiz,4.9,196,4000,0,
2015,59,0,27095,Nick Watney,4.8,288,6000,0,
2015,60,0,23800,Bryce Molder,4.67,280,6000,0,
2015,61,0,25686,Jason Dufner,4.6,184,4000,0,
2015,62,0,21878,Mark Wilson,4.58,183,4000,0,
2015,63,0,26951,Johnson Wagner,4.55,182,4000,0,
2015,64,0,28679,Fabián Gómez,4.53,272,6000,0,
2015,65,0,29476,Kyle Reifers,4.45,178,4000,0,
2015,65,0,25632,Jimmy Walker,4.45,356,8000,0,
2015,67,0,31323,Gary Woodland,4.39,263,6000,0,
2015,68,0,26758,David Hearn,4.37,262,6000,0,
2015,69,0,29221,Webb Simpson,4.33,260,6000,0,
2015,70,0,1810,Phil Mickelson,4.03,242,6000,0,
2015,71,0,27649,Brandt Snedeker,3.73,298,8000,0,
2015,72,0,22892,Jason Gore,3.7,148,4000,0,
2015,73,0,32640,Troy Merritt,3.63,218,6000,0,
2015,74,0,36689,Brooks Koepka,3.6,288,8000,0,
2015,75,0,30926,Chris Kirk,3.4,204,6000,0,
2015,75,0,24138,Ian Poulter,3.4,204,6000,0,
2015,77,0,33413,Ben Martin,3.33,200,6000,0,
2015,78,0,25493,Nick Taylor,3.2,64,2000,0,
2015,79,0,32448,James Hahn,3.17,190,6000,0,
2015,80,0,33418,Shawn Stefani,3.07,184,6000,0,
2015,81,0,33461,Morgan Hoffmann,3.04,122,4000,0,
2015,82,0,20472,Alex Cejka,3.0,120,4000,0,
2015,83,0,35451,Scott Pinckney,2.9,116,4000,0,
2015,84,0,26596,Ryan Moore,2.77,166,6000,0,
2015,85,0,21961,Charles Howell III,2.5,100,4000,0,
2015,86,0,29420,Billy Horschel,2.46,148,6000,0,
2015,87,0,23353,J.J. Henry,2.4,96,4000,0,
2015,88,0,20396,Lee Westwood,2.3,46,2000,0,
2015,89,0,30711,Colt Knost,2.15,86,4000,0,
2015,89,0,1706,Davis Love III,2.15,86,4000,0,
2015,89,0,25345,Carl Pettersson,2.15,86,4000,0,
2015,92,0,27214,Kevin Streelman,1.73,69,4000,0,
2015,93,0,20104,Ken Duke,1.5,30,2000,0,
2015,94,0,34098,Russell Henley,1.43,86,6000,0,
2015,95,0,34409,David Lingmerth,1.37,82,6000,0,
2015,96,0,26289,Boo Weekley,1.35,54,4000,0,
2015,97,0,30852,Ryo Ishikawa,0.9,18,2000,0,
2015,97,0,6567,Vijay Singh,0.9,18,2000,0,
2015,99,0,28475,Jeff Overton,0.3,6,2000,0,
2015,100,0,29479,Scott Brown,0.13,5,4000,0,
2015,101,0,34563,Chesson Hadley,0.09,4,4000,0,
2012,1,0,28237,Rory McIlroy,55.35,5535,10000,2,3.0
2012,2,0,27649,Brandt Snedeker,46.63,4663,10000,1,3.0
2012,3,0,27095,Nick Watney,30.75,3075,10000,1,1.0
2012,4,0,26329,Louis Oosthuizen,24.74,2474,10000,0,2.0
2012,5,0,30925,Dustin Johnson,23.27,2327,10000,0,4.0
2012,6,0,1810,Phil Mickelson,23.2,2320,10000,0,2.0
2012,7,0,20396,Lee Westwood,22.18,2218,10000,0,2.0
2012,8,0,8793,Tiger Woods,22.1,2210,10000,0,3.0
2012,9,0,22405,Justin Rose,18.65,1865,10000,0,1.0
2012,10,0,21209,Sergio Garcia,18.4,1380,7500,0,1.0
2012,11,0,26596,Ryan Moore,18.08,1808,10000,0,3.0
2012,12,0,23983,Luke Donald,15.85,1585,10000,0,2.0
2012,13,0,24502,Adam Scott,12.18,1218,10000,0,2.0
2012,14,0,10809,Jim Furyk,11.32,1132,10000,0,2.0
2012,15,0,25804,Bubba Watson,11.25,1125,10000,0,2.0
2012,16,0,24358,Robert Garrigus,11.17,1117,10000,0,2.0
2012,17,0,23623,Bo Van Pelt,11.02,1102,10000,0,2.0
2012,18,0,20593,Greg Chalmers,10.83,813,7500,0,1.0
2012,19,0,26679,Kevin Stadler,10.44,783,7500,0,2.0
2012,20,0,8725,Tom Gillis,10.2,765,7500,0,1.0
2012,21,0,6567,Vijay Singh,9.83,738,7500,0,1.0
2012,22,0,25686,Jason Dufner,9.57,718,7500,0,
2012,23,0,29221,Webb Simpson,8.83,883,10000,0,1.0
2012,24,0,20645,John Senden,8.7,870,10000,0,
2012,25,0,27436,Graham DeLaet,8.58,644,7500,0,1.0
2012,26,0,27644,Brian Harman,8.38,628,7500,0,1.0
2012,27,0,24024,Zach Johnson,8.3,830,10000,0,
2012,28,0,6527,Steve Stricker,8.17,817,10000,0,
2012,29,0,1320,Bob Estes,8.0,600,7500,0,1.0
2012,30,0,27141,J.B. Holmes,7.8,585,7500,0,
2012,31,0,24138,Ian Poulter,7.77,583,7500,0,
2012,32,0,30926,Chris Kirk,7.7,578,7500,0,
2012,33,0,20766,Padraig Harrington,7.57,568,7500,0,
2012,34,0,29289,S.Y. Noh,7.36,552,7500,0,
2012,35,0,23108,Matt Kuchar,7.3,730,10000,0,1.0
2012,36,0,34174,John Huh,7.28,728,10000,0,
2012,37,0,22046,Geoff Ogilvy,7.2,540,7500,0,
2012,38,0,26758,David Hearn,7.14,535,7500,0,1.0
2012,39,0,28475,Jeff Overton,7.1,533,7500,0,1.0
2012,40,0,27120,Troy Matteson,7.03,528,7500,0,
2012,40,0,23800,Bryce Molder,7.03,528,7500,0,1.0
2012,42,0,27895,Jonas Blixt,7.0,350,5000,0,
2012,43,0,31202,William McGirt,6.97,523,7500,0,1.0
2012,43,0,26331,Charl Schwartzel,6.97,523,7500,0,
2012,45,0,6522,Ernie Els,6.95,695,10000,0,
2012,46,0,24361,Pat Perez,6.27,470,7500,0,
2012,47,0,27330,Josh Teater,5.95,298,5000,0,
2012,48,0,32200,Roberto Castro,5.9,295,5000,0,
2012,48,0,28089,Jason Day,5.9,295,5000,0,
2012,48,0,32102,Rickie Fowler,5.9,590,10000,0,
2012,51,0,34021,Bud Cauley,5.87,440,7500,0,1.0
2012,52,0,24781,Hunter Mahan,5.73,573,10000,0,1.0
2012,53,0,33141,Keegan Bradley,5.72,572,10000,0,
2012,54,0,25345,Carl Pettersson,5.38,538,10000,0,
2012,55,0,27933,John Merrick,4.85,243,5000,0,
2012,56,0,23135,Tim Clark,4.77,358,7500,0,1.0
2012,57,0,25818,Scott Piercy,4.68,468,10000,0,
2012,58,0,30692,Scott Stallings,4.55,228,5000,0,
2012,59,0,23320,Ryan Palmer,4.33,325,7500,0,
2012,60,0,23204,Gary Christian,4.3,108,2500,0,
2012,60,0,1766,Billy Mayfair,4.3,108,2500,0,
2012,60,0,20572,Rod Pampling,4.3,108,2500,0,
2012,63,0,34099,Harris English,4.27,213,5000,0,
2012,64,0,30110,Kyle Stanley,4.2,315,7500,0,
2012,65,0,25240,D.A. Points,4.17,313,7500,0,
2012,66,0,24846,Ricky Barnes,4.15,208,5000,0,
2012,67,0,10213,Dicky Pride,3.97,298,7500,0,
2012,68,0,24924,Bill Haas,3.87,290,7500,0,
2012,69,0,12716,Charley Hoffman,3.83,288,7500,0,
2012,70,0,25632,Jimmy Walker,3.6,270,7500,0,
2012,71,0,28307,Matt Every,3.57,268,7500,0,
2012,72,0,30750,Tommy Gainey,3.35,168,5000,0,
2012,73,0,23638,Brendon de Jonge,3.33,250,7500,0,
2012,74,0,22621,Ben Curtis,3.1,233,7500,0,
2012,75,0,25396,Kevin Na,3.05,228,7500,0,
2012,76,0,20691,Greg Owen,2.95,148,5000,0,
2012,77,0,26951,Johnson Wagner,2.73,205,7500,0,
2012,78,0,22371,Aaron Baddeley,2.7,135,5000,0,
2012,78,0,19846,Brian Gay,2.7,68,2500,0,
2012,78,0,28308,Troy Kelly,2.7,68,2500,0,
2012,78,0,21528,Henrik Stenson,2.7,68,2500,0,
2012,82,0,24490,George McNeill,2.5,125,5000,0,
2012,83,0,25572,Graeme McDowell,2.46,185,7500,0,
2012,84,0,26851,Marc Leishman,2.17,163,7500,0,
2012,85,0,24140,Sean O'Hair,2.0,100,5000,0,
2012,86,0,23541,Ben Crane,1.9,143,7500,0,
2012,86,0,20160,Charlie Wi,1.9,143,7500,0,
2012,88,0,29910,Blake Adams,1.5,75,5000,0,
2012,88,0,27214,Kevin Streelman,1.5,38,2500,0,
2012,90,0,21961,Charles Howell III,1.35,68,5000,0,
2012,90,0,22913,John Rollins,1.35,68,5000,0,
2012,92,0,23353,J.J. Henry,0.95,48,5000,0,
2012,93,0,21878,Mark Wilson,0.83,63,7500,0,
2012,94,0,32150,Michael Thompson,0.75,38,5000,0,
2012,95,0,27936,Martin Laird,0.63,47,7500,0,
2012,96,0,22378,Trevor Immelman,0.5,13,2500,0,
2012,96,0,21731,Freddie Jacobson,0.5,13,2500,0,
2012,98,0,1724,Jeff Maggert,0.19,5,2500,0,
2012,99,0,23409,James Driscoll,0.18,5,2500,0,
2012,100,0,28500,Martin Flores,0.12,6,5000,0,
2012,100,0,27556,Ted Potter Jr.,0.12,6,5000,0,
2012,100,0,25834,Daniel Summerhays,0.12,6,5000,0,
2012,103,0,24925,Jonathan Byrd,0.09,4,5000,0,
2012,103,0,24357,K.J. Choi,0.09,5,5000,0,
2012,105,0,28259,Sangmoon Bae,0.08,4,5000,0,
2008,1,0,27770,Camilo Villegas,62.42,28400,45500,2,3.0
2008,2,0,6567,Vijay Singh,58.46,26601,45500,2,2.0
2008,3,0,21209,Sergio Garcia,47.09,21425,45500,0,3.0
2008,4,0,10423,Mike Weir,37.38,17008,45500,0,3.0
2008,5,0,29718,Anthony Kim,34.44,15669,45500,0,2.0
2008,6,0,10809,Jim Furyk,33.91,15430,45500,0,3.0
2008,7,0,22621,Ben Curtis,30.44,13852,45500,0,2.0
2008,8,0,6595,Kevin Sutherland,30.39,13828,45500,0,1.0
2008,9,0,6575,Dudley Hart,30.38,13821,45500,0,2.0
2008,10,0,10860,Justin Leonard,29.15,13263,45500,0,3.0
2008,11,0,24357,K.J. Choi,28.67,13046,45500,0,2.0
2008,12,0,1810,Phil Mickelson,28.46,12951,45500,0,1.0
2008,13,0,27214,Kevin Streelman,26.2,8646,33000,0,1.0
2008,14,0,12782,Tim Herron,25.77,8506,33000,0,1.0
2008,15,0,6522,Ernie Els,25.71,11700,45500,0,2.0
2008,16,0,24781,Hunter Mahan,25.07,11409,45500,0,1.0
2008,17,0,20104,Ken Duke,24.82,11292,45500,0,1.0
2008,18,0,6527,Steve Stricker,24.35,11081,45500,0,1.0
2008,19,0,20848,Ángel Cabrera,23.77,7845,33000,0,
2008,20,0,22378,Trevor Immelman,23.41,10653,45500,0,1.0
2008,21,0,27936,Martin Laird,23.28,7683,33000,0,1.0
2008,22,0,20098,Stuart Appleby,23.24,10575,45500,0,1.0
2008,23,0,23135,Tim Clark,23.05,10490,45500,0,1.0
2008,24,0,1766,Billy Mayfair,22.72,10339,45500,0,1.0
2008,25,0,2239,Scott Verplank,22.32,7367,33000,0,
2008,26,0,25900,Lucas Glover,21.71,7165,33000,0,
2008,27,0,7749,Brett Quigley,21.32,4690,22000,0,
2008,28,0,10885,Robert Allenby,21.21,9651,45500,0,
2008,29,0,12660,Jesper Parnevik,21.16,4654,22000,0,
2008,30,0,26420,Richard Johnson,20.92,4602,22000,0,
2008,31,0,25345,Carl Pettersson,20.87,9494,45500,0,
2008,32,0,25804,Bubba Watson,20.69,9413,45500,0,
2008,33,0,23048,Eric Axley,20.42,6740,33000,0,
2008,34,0,21878,Mark Wilson,20.31,6701,33000,0,
2008,35,0,23353,J.J. Henry,20.27,4460,22000,0,
2008,36,0,12602,Dean Wilson,20.25,6683,33000,0,
2008,37,0,6197,Michael Allen,20.23,4452,22000,0,
2008,38,0,20645,John Senden,20.2,6667,33000,0,
2008,39,0,28089,Jason Day,19.99,4399,22000,0,
2008,40,0,1948,Tim Petrovic,19.95,4390,22000,0,
2008,41,0,27649,Brandt Snedeker,19.88,6562,33000,0,
2008,42,0,12716,Charley Hoffman,19.87,6557,33000,0,
2008,42,0,27933,John Merrick,19.87,6557,33000,0,
2008,44,0,21753,Brian Davis,19.74,6515,33000,0,
2008,45,0,10425,Jay Williamson,19.67,6491,33000,0,
2008,46,0,24925,Jonathan Byrd,19.66,6489,33000,0,
2008,47,0,20498,Briny Baird,19.58,8909,45500,0,
2008,48,0,28475,Jeff Overton,19.53,4296,22000,0,
2008,49,0,23623,Bo Van Pelt,19.32,4250,22000,0,
2008,50,0,20229,Stewart Cink,19.3,8782,45500,0,
2008,51,0,23788,D.J. Trahan,19.29,8778,45500,0,1.0
2008,52,0,20160,Charlie Wi,19.27,6360,33000,0,
2008,53,0,27060,John Mallinger,19.22,6343,33000,0,
2008,54,0,23320,Ryan Palmer,19.19,4223,22000,0,
2008,55,0,24924,Bill Haas,19.15,4212,22000,0,
2008,56,0,24227,Justin Bolli,19.14,4210,22000,0,
2008,57,0,11032,Frank Lickliter II,19.12,4206,22000,0,
2008,58,0,20574,Mathew Goggin,19.02,6277,33000,0,1.0
2008,59,0,1945,Kenny Perry,18.88,8590,45500,0,
2008,60,0,25562,Andres Romero,18.58,8453,45500,0,
2008,61,0,6004,Stephen Ames,18.0,5940,33000,0,1.0
2008,62,0,12510,Chad Campbell,17.83,8112,45500,0,1.0
2008,63,0,21350,Ryuji Imada,17.48,7953,45500,0,
2008,64,0,28158,Steve Marino,17.32,5714,33000,0,1.0
2008,65,0,28780,Nicholas Thompson,16.99,5606,33000,0,1.0
2008,66,0,23541,Ben Crane,16.73,5520,33000,0,1.0
2008,67,0,21731,Freddie Jacobson,16.22,5353,33000,0,1.0
2008,68,0,22371,Aaron Baddeley,16.2,5345,33000,0,1.0
2008,69,0,25364,Paul Casey,15.7,3455,22000,0,1.0
2008,70,0,19846,Brian Gay,15.31,5053,33000,0,
2008,71,0,22293,Heath Slocum,14.93,4926,33000,0,
2008,72,0,26951,Johnson Wagner,14.83,4893,33000,0,
2008,73,0,8075,Jerry Kelly,14.29,4715,33000,0,
2008,74,0,1035,Tommy Armour III,14.28,4711,33000,0,
2008,75,0,26289,Boo Weekley,14.2,4688,33000,0,
2008,76,0,27141,J.B. Holmes,14.14,4666,33000,0,
2008,77,0,23621,Rory Sabbatini,13.78,4547,33000,0,
2008,78,0,1142,Bart Bryant,13.5,4455,33000,0,
2008,79,0,22046,Geoff Ogilvy,13.45,4438,33000,0,
2008,80,0,26476,Chez Reavie,13.26,4376,33000,0,
2008,81,0,7867,Woody Austin,13.05,4305,33000,0,
2008,82,0,24502,Adam Scott,12.79,4220,33000,0,
2008,83,0,7457,Steve Flesch,12.61,2775,22000,0,
2008,84,0,24361,Pat Perez,11.36,2500,22000,0,
2008,85,0,8931,Glen Day,10.89,2396,22000,0,
2008,85,0,22548,Patrick Sheehan,10.89,2396,22000,0,
2008,87,0,24490,George McNeill,10.38,2284,22000,0,
2008,87,0,25396,Kevin Na,10.38,2284,22000,0,
2008,89,0,22913,John Rollins,10.0,2200,22000,0,
2008,90,0,10585,Scott McCarron,9.78,2151,22000,0,
2008,90,0,22348,Nick O'Hern,9.78,2151,22000,0,
2008,92,0,1577,Lee Janzen,9.66,2124,22000,0,
2008,93,0,1941,Tom Pernice Jr.,9.61,2115,22000,0,
2008,94,0,23614,Rich Beem,9.6,2112,22000,0,
2008,94,0,1313,Steve Elkington,9.6,2112,22000,0,
2008,96,0,27095,Nick Watney,9.58,2108,22000,0,
2008,97,0,1797,Rocco Mediate,9.55,2100,22000,0,
2008,98,0,6643,Paul Goydos,9.54,2098,22000,0,
2008,99,0,20634,Peter Lonard,9.52,2095,22000,0,
2008,100,0,26596,Ryan Moore,9.51,2092,22000,0,
2008,101,0,21961,Charles Howell III,9.48,2086,22000,0,
2008,101,0,1928,Corey Pavin,9.48,2086,22000,0,
2008,103,0,20766,Padraig Harrington,6.4,2113,33000,0,
2007,1,0,8793,Tiger Woods,81.39,23033,28300,2,3.0
2007,2,0,1810,Phil Mickelson,40.13,11358,28300,1,2.0
2007,3,0,6527,Steve Stricker,38.89,14505,37300,1,3.0
2007,4,0,22371,Aaron Baddeley,22.25,8300,37300,0,2.0
2007,5,0,23621,Rory Sabbatini,21.29,7943,37300,0,4.0
2007,6,0,1161,Mark Calcavecchia,19.62,7319,37300,0,2.0
2007,7,0,24357,K.J. Choi,16.8,6265,37300,0,1.0
2007,8,0,20628,Arron Oberholser,15.83,4273,27000,0,1.0
2007,9,0,24024,Zach Johnson,15.75,5873,37300,0,1.0
2007,10,0,21209,Sergio Garcia,14.15,5277,37300,0,2.0
2007,11,0,27770,Camilo Villegas,13.42,5008,37300,0,3.0
2007,12,0,22046,Geoff Ogilvy,12.78,4768,37300,0,2.0
2007,13,0,23135,Tim Clark,12.0,4475,37300,0,2.0
2007,14,0,24502,Adam Scott,11.89,4434,37300,0,1.0
2007,15,0,23322,Brett Wetterich,11.86,4424,37300,0,1.0
2007,16,0,6522,Ernie Els,11.07,3133,28300,0,1.0
2007,17,0,22405,Justin Rose,10.68,3984,37300,0,1.0
2007,18,0,23614,Rich Beem,10.47,1885,18000,0,1.0
2007,19,0,2239,Scott Verplank,9.58,2712,28300,0,1.0
2007,20,0,24138,Ian Poulter,9.44,2550,27000,0,2.0
2007,21,0,24781,Hunter Mahan,8.57,3196,37300,0,1.0
2007,22,0,20229,Stewart Cink,8.44,3147,37300,0,1.0
2007,23,0,24358,Robert Garrigus,8.08,1454,18000,0,1.0
2007,24,0,10117,Bob Heintz,8.06,725,9000,0,
2007,25,0,10885,Robert Allenby,7.87,2934,37300,0,1.0
2007,26,0,21731,Freddie Jacobson,7.58,1364,18000,0,1.0
2007,27,0,7867,Woody Austin,7.39,2757,37300,0,
2007,28,0,10809,Jim Furyk,6.76,2522,37300,0,
2007,29,0,7457,Steve Flesch,6.64,1195,18000,0,
2007,30,0,25900,Lucas Glover,6.57,1775,27000,0,
2007,31,0,24140,Sean O'Hair,6.34,1713,27000,0,1.0
2007,32,0,22293,Heath Slocum,6.25,2331,37300,0,
2007,33,0,23718,Nathan Green,6.12,1652,27000,0,
2007,34,0,19803,Ryan Armour,6.0,540,9000,0,
2007,35,0,24925,Jonathan Byrd,5.93,2211,37300,0,1.0
2007,36,0,8075,Jerry Kelly,5.85,1580,27000,0,1.0
2007,37,0,27120,Troy Matteson,5.62,1517,27000,0,1.0
2007,38,0,6567,Vijay Singh,5.53,2064,37300,0,1.0
2007,39,0,20766,Padraig Harrington,5.04,1425,28300,0,
2007,40,0,20160,Charlie Wi,5.0,900,18000,0,
2007,41,0,25345,Carl Pettersson,4.8,1297,27000,0,1.0
2007,42,0,27060,John Mallinger,4.77,1288,27000,0,
2007,43,0,12705,Cliff Kresge,4.39,790,18000,0,
2007,44,0,21350,Ryuji Imada,3.95,1067,27000,0,
2007,45,0,25686,Jason Dufner,3.89,350,9000,0,
2007,46,0,27649,Brandt Snedeker,3.77,1407,37300,0,
2007,47,0,24490,George McNeill,3.76,677,18000,0,
2007,48,0,21961,Charles Howell III,3.49,1301,37300,0,
2007,49,0,23623,Bo Van Pelt,3.26,881,27000,0,
2007,50,0,26289,Boo Weekley,3.21,1199,37300,0,
2007,51,0,29718,Anthony Kim,3.12,842,27000,0,
2007,52,0,1948,Tim Petrovic,3.0,540,18000,0,
2007,53,0,26596,Ryan Moore,2.92,789,27000,0,
2007,54,0,22892,Jason Gore,2.89,520,18000,0,
2007,55,0,20848,Ángel Cabrera,2.64,712,27000,0,
2007,56,0,20498,Briny Baird,2.49,448,18000,0,
2007,56,0,10423,Mike Weir,2.49,448,18000,0,
2007,58,0,21878,Mark Wilson,2.45,663,27000,0,
2007,59,0,1313,Steve Elkington,2.34,421,18000,0,
2007,59,0,23108,Matt Kuchar,2.34,421,18000,0,
2007,61,0,22913,John Rollins,2.33,870,37300,0,
2007,62,0,1945,Kenny Perry,2.31,623,27000,0,
2007,63,0,22378,Trevor Immelman,2.3,621,27000,0,
2007,63,0,20572,Rod Pampling,2.3,621,27000,0,
2007,65,0,24361,Pat Perez,2.25,609,27000,0,
2007,65,0,2206,David Toms,2.25,609,27000,0,
2007,65,0,25804,Bubba Watson,2.25,609,27000,0,
2007,68,0,6643,Paul Goydos,2.21,398,18000,0,
2007,69,0,23325,Vaughn Taylor,2.14,579,27000,0,
2007,70,0,12602,Dean Wilson,2.12,381,18000,0,
2007,71,0,20645,John Senden,2.0,539,27000,0,
2007,72,0,7749,Brett Quigley,1.95,350,18000,0,
2007,73,0,11032,Frank Lickliter II,1.94,175,9000,0,
2007,74,0,12716,Charley Hoffman,1.91,516,27000,0,
2007,75,0,1797,Rocco Mediate,1.87,504,27000,0,
2007,76,0,6004,Stephen Ames,1.74,313,18000,0,
2007,77,0,22806,Doug LaBelle II,1.71,307,18000,0,
2007,77,0,27095,Nick Watney,1.71,461,27000,0,
2007,79,0,1142,Bart Bryant,1.58,284,18000,0,
2007,80,0,19846,Brian Gay,1.53,275,18000,0,
2007,81,0,24912,Will MacKenzie,1.52,273,18000,0,
2007,82,0,23983,Luke Donald,1.48,399,27000,0,
2007,83,0,20098,Stuart Appleby,1.44,390,27000,0,
2007,83,0,6595,Kevin Sutherland,1.44,390,27000,0,
2007,85,0,24924,Bill Haas,1.4,126,9000,0,
2007,86,0,12782,Tim Herron,1.3,234,18000,0,
2007,86,0,22348,Nick O'Hern,1.3,350,27000,0,
2007,88,0,1928,Corey Pavin,1.26,114,9000,0,
2007,89,0,6621,Joe Durant,1.2,108,9000,0,
2007,90,0,21753,Brian Davis,1.17,211,18000,0,
2007,91,0,25273,Andrew Buckle,1.15,104,9000,0,
2007,91,0,26951,Johnson Wagner,1.15,104,9000,0,
2007,93,0,1724,Jeff Maggert,1.11,201,18000,0,
2007,94,0,27141,J.B. Holmes,0.97,175,18000,0,
2007,94,0,1706,Davis Love III,0.97,175,18000,0,
2007,96,0,7223,Brian Bateman,0.96,259,27000,0,
2007,97,0,21528,Henrik Stenson,0.85,230,27000,0,
2007,98,0,28158,Steve Marino,0.84,227,27000,0,
2007,99,0,20104,Ken Duke,0.82,221,27000,0,
2007,100,0,1766,Billy Mayfair,0.74,200,27000,0,
2007,101,0,1381,Fred Funk,0.7,126,18000,0,
2007,102,0,21949,Joe Ogilvie,0.66,118,18000,0,
2007,102,0,1941,Tom Pernice Jr.,0.66,118,18000,0,
2007,104,0,8537,J.P. Hayes,0.63,114,18000,0,
2007,104,0,7547,Craig Kanada,0.63,113,18000,0,
2007,104,0,10860,Justin Leonard,0.63,113,18000,0,
2007,107,0,1035,Tommy Armour III,0.6,108,18000,0,
2007,107,0,12510,Chad Campbell,0.6,108,18000,0,
2007,107,0,20157,Retief Goosen,0.6,108,18000,0,
2007,107,0,23788,D.J. Trahan,0.6,108,18000,0,
2007,111,0,1320,Bob Estes,0.58,104,18000,0,
2007,112,0,25396,Kevin Na,0.56,101,18000,0,
2007,113,0,20850,Daniel Chopra,0.55,100,18000,0,
2007,114,0,23349,Charles Warren,0.54,97,18000,0,
2007,115,0,19972,José Coceres,0.41,111,27000,0,
2007,116,0,25190,Jeff Quinney,0.4,107,27000,0,
2009,1,0,8793,Tiger Woods,52.65,5265,10000,1,3.0
