YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PLAYOFF POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
2021,48,0,40026,Daniel Berger,3.76,150,4000,0,
2021,49,0,35506,Mackenzie Hughes,3.68,147,4000,0,
2021,50,0,46442,Maverick McNealy,3.45,138,4000,0,
2021,50,0,45486,Joaquin Niemann,3.45,138,4000,0,
2021,52,0,52372,Cameron Champ,3.38,135,4000,0,
2021,53,0,27644,Brian Harman,2.9,116,4000,0,
2021,53,0,26329,Louis Oosthuizen,2.9,58,2000,0,
2021,55,0,37455,Si Woo Kim,2.65,106,4000,0,
2021,56,0,29420,Billy Horschel,2.63,105,4000,0,
2021,57,0,32757,Patton Kizzire,2.56,102,4000,0,
2021,58,0,46402,Talor Gooch,2.52,101,4000,0,
2021,59,0,34046,Jordan Spieth,2.32,93,4000,0,
2021,60,0,32839,Hideki Matsuyama,2.19,88,4000,0,
2021,61,0,25364,Paul Casey,1.82,73,4000,0,
2021,62,0,24024,Zach Johnson,1.6,32,2000,0,
2021,62,0,26851,Marc Leishman,1.6,64,4000,0,
2021,62,0,34466,Peter Malnati,1.6,32,2000,0,
2021,62,0,27649,Brandt Snedeker,1.6,32,2000,0,
2021,66,0,30926,Chris Kirk,1.46,58,4000,0,
2021,67,0,25900,Lucas Glover,1.45,58,4000,0,
2021,67,0,26300,Matt Jones,1.45,58,4000,0,
2021,67,0,27064,Jhonattan Vegas,1.45,58,4000,0,
2021,70,0,39977,Max Homa,1.22,49,4000,0,
2021,71,0,33667,Carlos Ortiz,1.15,46,4000,0,
2021,72,0,31646,Emiliano Grillo,1.03,41,4000,0,
2021,72,0,27214,Kevin Streelman,1.03,41,4000,0,
2021,74,0,29970,Dylan Frittelli,1.02,20,2000,0,
2021,74,0,49298,Kramer Hickok,1.02,20,2000,0,
2021,74,0,31420,Anirban Lahiri,1.02,20,2000,0,
2021,74,0,34256,Andrew Putnam,1.02,20,2000,0,
2021,78,0,34098,Russell Henley,0.99,40,4000,0,
2021,79,0,35310,Lanto Griffin,0.74,15,2000,0,
2021,79,0,54421,Garrick Higgo,0.74,15,2000,0,
2021,79,0,25818,Scott Piercy,0.74,15,2000,0,
2021,82,0,29974,Branden Grace,0.66,26,4000,0,
2021,83,0,27129,Luke List,0.6,12,2000,0,
2021,84,0,32448,James Hahn,0.57,11,2000,0,
2021,84,0,47993,Denny McCarthy,0.57,11,2000,0,
2021,86,0,23320,Ryan Palmer,0.54,22,4000,0,
2021,87,0,31323,Gary Woodland,0.52,10,2000,0,
2021,88,0,50525,Collin Morikawa,0.42,17,4000,0,
2021,89,0,29478,Kevin Kisner,0.35,14,4000,0,
2021,89,0,1810,Phil Mickelson,0.35,14,4000,0,
2020,1,0,30925,Dustin Johnson,80.0,2400,3000,1,2.0
2020,2,0,46970,Jon Rahm,59.5,1785,3000,1,2.0
2020,3,0,34099,Harris English,31.27,938,3000,0,1.0
2020,4,0,40026,Daniel Berger,22.03,661,3000,0,1.0
2020,5,0,29221,Webb Simpson,19.0,285,1500,0,1.0
2020,6,0,32839,Hideki Matsuyama,18.58,557,3000,0,1.0
2020,7,0,46046,Scottie Scheffler,16.35,491,3000,0,1.0
2020,8,0,45486,Joaquin Niemann,16.25,488,3000,0,1.0
2020,9,0,29478,Kevin Kisner,15.28,458,3000,0,1.0
2020,10,0,30944,Jason Kokrak,15.02,451,3000,0,1.0
2020,11,0,35506,Mackenzie Hughes,12.77,383,3000,0,1.0
2020,12,0,27644,Brian Harman,12.68,380,3000,0,
2020,13,0,48822,Sebastián Muñoz,12.55,377,3000,0,1.0
2020,14,0,12716,Charley Hoffman,11.04,166,1500,0,
2020,15,0,34098,Russell Henley,11.03,331,3000,0,1.0
2020,16,0,29725,Tony Finau,11.0,330,3000,0,1.0
2020,17,0,40098,Matt Fitzpatrick,9.5,285,3000,0,1.0
2020,18,0,25804,Bubba Watson,9.3,279,3000,0,
2020,19,0,27349,Alex Noren,9.27,278,3000,0,1.0
2020,19,0,23320,Ryan Palmer,9.27,278,3000,0,1.0
2020,21,0,30927,Brendon Todd,8.67,260,3000,0,1.0
2020,22,0,26329,Louis Oosthuizen,8.55,256,3000,0,
2020,23,0,35891,Cameron Smith,8.4,252,3000,0,
2020,24,0,34363,Tyrrell Hatton,8.33,250,3000,0,
2020,25,0,35310,Lanto Griffin,7.77,233,3000,0,1.0
2020,26,0,33597,Harry Higgs,7.31,219,3000,0,
2020,27,0,22405,Justin Rose,6.65,100,1500,0,
2020,28,0,48081,Xander Schauffele,6.35,191,3000,0,
2020,29,0,28237,Rory McIlroy,6.32,189,3000,0,
2020,30,0,29926,Danny Lee,6.31,189,3000,0,
2020,31,0,56278,Matthew Wolff,6.06,182,3000,0,
2020,32,0,46441,Robby Shelton,6.0,180,3000,0,
2020,33,0,33948,Byeong Hun An,5.93,178,3000,0,
2020,33,0,35450,Patrick Cantlay,5.93,178,3000,0,
2020,35,0,25364,Paul Casey,5.71,171,3000,0,
2020,36,0,46717,Viktor Hovland,5.57,167,3000,0,
2020,37,0,39997,Corey Conners,5.33,160,3000,0,
2020,38,0,23108,Matt Kuchar,4.78,143,3000,0,
2020,39,0,46402,Talor Gooch,4.68,140,3000,0,
2020,40,0,33141,Keegan Bradley,4.65,70,1500,0,
2020,40,0,51766,Wyndham Clark,4.65,70,1500,0,
2020,40,0,45157,Cam Davis,4.65,70,1500,0,
2020,40,0,32791,K.H. Lee,4.65,70,1500,0,
2020,40,0,32640,Troy Merritt,4.65,70,1500,0,
2020,40,0,25818,Scott Piercy,4.65,70,1500,0,
2020,40,0,33419,Cameron Tringale,4.65,70,1500,0,
2020,47,0,47128,Richy Werenski,4.44,133,3000,0,
2020,48,0,34076,Joel Dahmen,4.1,123,3000,0,
2020,48,0,50525,Collin Morikawa,4.1,123,3000,0,
2020,50,0,33448,Justin Thomas,3.74,112,3000,0,
2020,51,0,24502,Adam Scott,3.55,106,3000,0,
2020,52,0,45609,Tyler Duncan,3.25,98,3000,0,
2020,53,0,29518,Brendan Steele,3.07,92,3000,0,
2020,54,0,36801,Mark Hubbard,3.03,91,3000,0,
2020,54,0,33667,Carlos Ortiz,3.03,91,3000,0,
2020,56,0,37455,Si Woo Kim,3.0,45,1500,0,
2020,56,0,24138,Ian Poulter,3.0,45,1500,0,
2020,56,0,47347,Adam Schenk,3.0,45,1500,0,
2020,59,0,25396,Kevin Na,2.2,66,3000,0,
2020,60,0,30911,Tommy Fleetwood,2.12,32,1500,0,
2020,60,0,31646,Emiliano Grillo,2.12,32,1500,0,
2020,62,0,45526,Abraham Ancer,2.01,60,3000,0,
2020,62,0,29970,Dylan Frittelli,2.01,60,3000,0,
2020,62,0,29420,Billy Horschel,2.01,60,3000,0,
2020,62,0,31323,Gary Woodland,2.01,60,3000,0,
2020,66,0,21961,Charles Howell III,1.99,60,3000,0,
2020,67,0,49771,J.T. Poston,1.98,59,3000,0,
2020,67,0,34360,Patrick Reed,1.98,59,3000,0,
2020,69,0,46442,Maverick McNealy,1.73,52,3000,0,
2020,70,0,32102,Rickie Fowler,1.42,21,1500,0,
2020,70,0,35461,Beau Hossler,1.42,21,1500,0,
2020,70,0,24024,Zach Johnson,1.42,21,1500,0,
2020,70,0,47993,Denny McCarthy,1.42,21,1500,0,
2020,70,0,26476,Chez Reavie,1.42,21,1500,0,
2020,75,0,33399,Adam Hadwin,1.27,38,3000,0,
2020,75,0,31557,Jim Herman,1.27,38,3000,0,
2020,75,0,35449,Adam Long,1.27,38,3000,0,
2020,78,0,8793,Tiger Woods,1.22,37,3000,0,
2020,79,0,27214,Kevin Streelman,1.16,35,3000,0,
2020,80,0,39546,Keith Mitchell,0.92,14,1500,0,
2020,81,0,47959,Bryson DeChambeau,0.85,26,3000,0,
2020,82,0,27554,Scott Harrington,0.78,12,1500,0,
2020,83,0,33410,Andrew Landry,0.7,21,3000,0,
2020,83,0,25493,Nick Taylor,0.7,21,3000,0,
2020,85,0,26300,Matt Jones,0.64,10,1500,0,
2020,86,0,36699,Patrick Rodgers,0.6,9,1500,0,
2020,87,0,39971,Sungjae Im,0.56,17,3000,0,
2020,88,0,39977,Max Homa,0.48,14,3000,0,
2020,88,0,32150,Michael Thompson,0.48,14,3000,0,
2020,90,0,28089,Jason Day,0.42,13,3000,0,
2020,91,0,52372,Cameron Champ,0.38,11,3000,0,
2020,91,0,35532,Tom Hoge,0.38,11,3000,0,
2020,93,0,26851,Marc Leishman,0.32,10,3000,0,
2018,1,0,47959,Bryson DeChambeau,54.5,4360,8000,2,2.0
2018,2,0,22405,Justin Rose,35.75,2860,8000,0,3.0
2018,3,0,8793,Tiger Woods,32.01,2561,8000,1,2.0
2018,4,0,29420,Billy Horschel,31.25,2500,8000,0,3.0
2018,5,0,33141,Keegan Bradley,27.99,2239,8000,1,1.0
2018,6,0,29725,Tony Finau,27.28,2182,8000,0,3.0
2018,7,0,35891,Cameron Smith,20.07,1606,8000,0,2.0
2018,8,0,30925,Dustin Johnson,18.35,1468,8000,0,2.0
2018,9,0,32839,Hideki Matsuyama,16.8,1344,8000,0,2.0
2018,10,0,28237,Rory McIlroy,16.48,989,6000,0,2.0
2018,11,0,32102,Rickie Fowler,16.0,640,4000,0,2.0
2018,12,0,33448,Justin Thomas,12.78,1023,8000,0,2.0
2018,13,0,48081,Xander Schauffele,12.61,1008,8000,0,2.0
2018,14,0,29221,Webb Simpson,12.22,977,8000,0,2.0
2018,15,0,30911,Tommy Fleetwood,10.7,856,8000,0,1.0
2018,16,0,36689,Brooks Koepka,10.54,844,8000,0,1.0
2018,17,0,49964,Aaron Wise,10.36,828,8000,0,1.0
2018,18,0,33399,Adam Hadwin,9.8,588,6000,0,
2018,19,0,29908,C.T. Pan,9.07,544,6000,0,1.0
2018,20,0,25804,Bubba Watson,9.0,720,8000,0,1.0
2018,21,0,31323,Gary Woodland,8.2,656,8000,0,
2018,22,0,34363,Tyrrell Hatton,8.19,492,6000,0,
2018,23,0,35450,Patrick Cantlay,7.92,633,8000,0,1.0
2018,24,0,25198,Francesco Molinari,7.83,470,6000,0,1.0
2018,25,0,24502,Adam Scott,7.62,457,6000,0,1.0
2018,26,0,25396,Kevin Na,7.36,589,8000,0,
2018,27,0,30110,Kyle Stanley,7.23,579,8000,0,
2018,28,0,1810,Phil Mickelson,6.94,555,8000,0,
2018,29,0,23320,Ryan Palmer,6.93,416,6000,0,1.0
2018,30,0,40026,Daniel Berger,6.85,274,4000,0,
2018,31,0,29268,Bronson Burgoon,6.81,272,4000,0,
2018,32,0,27095,Nick Watney,6.73,269,4000,0,
2018,33,0,26499,Rafa Cabrera Bello,6.51,390,6000,0,1.0
2018,34,0,34046,Jordan Spieth,6.3,378,6000,0,
2018,35,0,34360,Patrick Reed,6.28,502,8000,0,
2018,36,0,28089,Jason Day,6.2,496,8000,0,
2018,37,0,31646,Emiliano Grillo,6.16,369,6000,0,1.0
2018,38,0,30944,Jason Kokrak,5.88,353,6000,0,
2018,39,0,31560,Brian Stuard,5.83,233,4000,0,
2018,40,0,45526,Abraham Ancer,5.82,349,6000,0,1.0
2018,41,0,26851,Marc Leishman,5.7,456,8000,0,
2018,42,0,24140,Sean O'Hair,5.45,109,2000,0,
2018,42,0,37275,Sam Ryder,5.45,109,2000,0,
2018,44,0,25364,Paul Casey,5.41,432,8000,0,
2018,45,0,46970,Jon Rahm,5.4,432,8000,0,
2018,46,0,29484,Peter Uihlein,5.29,318,6000,0,
2018,47,0,27064,Jhonattan Vegas,5.1,204,4000,0,
2018,48,0,29535,Brice Garnett,4.98,299,6000,0,
2018,49,0,12716,Charley Hoffman,4.36,174,4000,0,
2018,50,0,33948,Byeong Hun An,4.28,257,6000,0,
2018,51,0,34256,Andrew Putnam,4.01,241,6000,0,
2018,52,0,28252,Seamus Power,3.9,78,2000,0,
2018,53,0,26476,Chez Reavie,3.87,232,6000,0,
2018,54,0,26329,Louis Oosthuizen,3.78,227,6000,0,
2018,55,0,39546,Keith Mitchell,3.65,219,6000,0,
2018,56,0,30692,Scott Stallings,3.44,137,4000,0,
2018,57,0,21528,Henrik Stenson,3.04,121,4000,0,
2018,58,0,27349,Alex Noren,3.0,180,6000,0,
2018,59,0,35461,Beau Hossler,2.96,177,6000,0,
2018,60,0,27649,Brandt Snedeker,2.79,111,4000,0,
2018,61,0,29478,Kevin Kisner,2.69,161,6000,0,
2018,62,0,29926,Danny Lee,2.66,106,4000,0,
2018,63,0,21961,Charles Howell III,2.61,156,6000,0,
2018,64,0,32757,Patton Kizzire,2.58,206,8000,0,
2018,65,0,37189,Harold Varner III,2.54,51,2000,0,
2018,66,0,27556,Ted Potter Jr.,2.42,145,6000,0,
2018,67,0,46435,Austin Cook,2.38,143,6000,0,
2018,68,0,24024,Zach Johnson,2.36,142,6000,0,
2018,69,0,37455,Si Woo Kim,2.22,133,6000,0,
2018,70,0,30926,Chris Kirk,2.21,132,6000,0,
2018,71,0,29461,Jamie Lovemark,2.19,88,4000,0,
2018,72,0,33410,Andrew Landry,1.83,110,6000,0,
2018,73,0,19803,Ryan Armour,1.79,107,6000,0,
2018,74,0,32366,Kevin Chappell,1.75,70,4000,0,
2018,74,0,32448,James Hahn,1.75,70,4000,0,
2018,76,0,32333,Kevin Tway,1.65,66,4000,0,
2018,77,0,23108,Matt Kuchar,1.51,60,4000,0,
2018,78,0,27214,Kevin Streelman,1.27,51,4000,0,
2018,79,0,24361,Pat Perez,1.23,74,6000,0,
2018,80,0,27644,Brian Harman,1.22,73,6000,0,
2018,81,0,27129,Luke List,1.17,70,6000,0,
2018,81,0,25818,Scott Piercy,1.17,70,6000,0,
2018,83,0,39324,J.J. Spaun,1.16,70,6000,0,
2018,84,0,19846,Brian Gay,1.14,68,6000,0,
2018,85,0,20472,Alex Cejka,1.1,22,2000,0,
2018,85,0,29974,Branden Grace,1.1,44,4000,0,
2018,85,0,33122,Russell Knox,1.1,44,4000,0,
2018,85,0,46601,Trey Mullinax,1.1,22,2000,0,
2018,89,0,37454,Whee Kim,1.03,41,4000,0,
2018,90,0,24138,Ian Poulter,1.0,60,6000,0,
2018,91,0,35421,Brandon Harkins,0.82,16,2000,0,
2018,91,0,29223,Sam Saunders,0.82,16,2000,0,
2018,93,0,27141,J.B. Holmes,0.71,28,4000,0,
2018,94,0,34563,Chesson Hadley,0.67,40,6000,0,
2018,95,0,25632,Jimmy Walker,0.57,23,4000,0,
2018,96,0,27936,Martin Laird,0.53,11,2000,0,
2018,97,0,34098,Russell Henley,0.51,20,4000,0,
2018,98,0,27974,Sung Kang,0.5,10,2000,0,
2018,99,0,20229,Stewart Cink,0.43,17,4000,0,
2018,100,0,35532,Tom Hoge,0.36,14,4000,0,
2018,101,0,31420,Anirban Lahiri,0.29,11,4000,0,
2018,102,0,26596,Ryan Moore,0.28,11,4000,0,
2018,102,0,29518,Brendan Steele,0.28,17,6000,0,
2011,1,0,29221,Webb Simpson,36.45,3645,10000,1,3.0
2011,2,0,22405,Justin Rose,32.04,3204,10000,1,2.0
2011,3,0,24924,Bill Haas,30.15,3015,10000,1,1.0
2011,4,0,30925,Dustin Johnson,28.88,2888,10000,1,1.0
2011,5,0,23983,Luke Donald,25.36,2536,10000,0,3.0
2011,6,0,23108,Matt Kuchar,21.95,2195,10000,0,1.0
2011,7,0,24781,Hunter Mahan,21.65,2165,10000,0,2.0
2011,8,0,26476,Chez Reavie,21.45,2145,10000,0,2.0
2011,9,0,27649,Brandt Snedeker,21.34,2134,10000,0,2.0
2011,10,0,20645,John Senden,19.73,1973,10000,0,1.0
2011,11,0,28089,Jason Day,16.1,1610,10000,0,2.0
2011,12,0,22046,Geoff Ogilvy,15.55,1555,10000,0,1.0
2011,13,0,27770,Camilo Villegas,15.15,1136,7500,0,2.0
2011,14,0,24357,K.J. Choi,12.99,1299,10000,0,2.0
2011,15,0,22371,Aaron Baddeley,12.78,1278,10000,0,1.0
2011,16,0,6567,Vijay Singh,11.63,1163,10000,0,1.0
2011,17,0,23623,Bo Van Pelt,11.38,1138,10000,0,2.0
2011,18,0,10809,Jim Furyk,10.77,808,7500,0,1.0
2011,19,0,24663,Y.E. Yang,10.74,1074,10000,0,1.0
2011,20,0,8075,Jerry Kelly,10.66,799,7500,0,1.0
2011,21,0,31323,Gary Woodland,10.55,1055,10000,0,
2011,22,0,24502,Adam Scott,10.46,1046,10000,0,2.0
2011,23,0,21961,Charles Howell III,10.31,1031,10000,0,1.0
2011,24,0,30110,Kyle Stanley,10.16,762,7500,0,1.0
2011,25,0,21753,Brian Davis,10.05,754,7500,0,1.0
2011,26,0,24925,Jonathan Byrd,9.85,985,10000,0,1.0
2011,27,0,25686,Jason Dufner,9.55,955,10000,0,1.0
2011,28,0,1810,Phil Mickelson,8.84,884,10000,0,2.0
2011,29,0,21209,Sergio Garcia,8.73,655,7500,0,
2011,30,0,25632,Jimmy Walker,8.5,638,7500,0,
2011,31,0,12716,Charley Hoffman,8.3,623,7500,0,1.0
2011,31,0,27095,Nick Watney,8.3,830,10000,0,1.0
2011,33,0,27963,Chris Stroud,8.0,600,7500,0,
2011,34,0,25345,Carl Pettersson,7.9,593,7500,0,
2011,35,0,26596,Ryan Moore,7.76,582,7500,0,1.0
2011,36,0,6522,Ernie Els,7.57,568,7500,0,
2011,37,0,26331,Charl Schwartzel,7.5,375,5000,0,
2011,38,0,21878,Mark Wilson,7.33,733,10000,0,
2011,39,0,21731,Freddie Jacobson,6.93,693,10000,0,
2011,40,0,2206,David Toms,6.88,688,10000,0,1.0
2011,41,0,31202,William McGirt,6.8,340,5000,0,
2011,42,0,19970,Robert Karlsson,6.77,508,7500,0,
2011,43,0,12510,Chad Campbell,6.47,485,7500,0,
2011,44,0,10885,Robert Allenby,6.23,468,7500,0,
2011,45,0,6527,Steve Stricker,6.2,620,10000,0,
2011,46,0,24024,Zach Johnson,6.03,453,7500,0,
2011,47,0,33141,Keegan Bradley,6.0,600,10000,0,
2011,48,0,25804,Bubba Watson,5.88,588,10000,0,
2011,49,0,6573,Brandt Jobe,5.8,435,7500,0,1.0
2011,50,0,25900,Lucas Glover,5.73,430,7500,0,
2011,50,0,20766,Padraig Harrington,5.73,287,5000,0,
2011,52,0,26851,Marc Leishman,5.67,425,7500,0,
2011,53,0,25572,Graeme McDowell,5.6,280,5000,0,
2011,54,0,24138,Ian Poulter,5.05,253,5000,0,
2011,55,0,24140,Sean O'Hair,5.03,378,7500,0,
2011,56,0,30926,Chris Kirk,5.0,375,7500,0,
2011,57,0,29910,Blake Adams,4.92,369,7500,0,1.0
2011,58,0,20593,Greg Chalmers,4.85,243,5000,0,
2011,59,0,21407,Arjun Atwal,4.8,120,2500,0,
2011,59,0,23548,Bill Lunde,4.8,240,5000,0,
2011,59,0,27330,Josh Teater,4.8,120,2500,0,
2011,62,0,33419,Cameron Tringale,4.77,358,7500,0,
2011,63,0,27936,Martin Laird,4.73,355,7500,0,
2011,64,0,29518,Brendan Steele,4.46,334,7500,0,1.0
2011,65,0,28158,Steve Marino,4.37,327,7500,0,
2011,66,0,29718,Anthony Kim,4.35,218,5000,0,
2011,67,0,23621,Rory Sabbatini,4.24,318,7500,0,
2011,68,0,25818,Scott Piercy,4.19,314,7500,0,
2011,69,0,25562,Andres Romero,3.83,288,7500,0,
2011,70,0,32102,Rickie Fowler,3.8,285,7500,0,
2011,71,0,27466,Spencer Levin,3.5,263,7500,0,
2011,72,0,23320,Ryan Palmer,3.43,258,7500,0,
2011,72,0,26951,Johnson Wagner,3.43,258,7500,0,
2011,74,0,32366,Kevin Chappell,3.4,170,5000,0,
2011,74,0,22378,Trevor Immelman,3.4,170,5000,0,
2011,74,0,27214,Kevin Streelman,3.4,170,5000,0,
2011,77,0,23788,D.J. Trahan,3.3,83,2500,0,
2011,78,0,23638,Brendon de Jonge,3.2,240,7500,0,
2011,79,0,27064,Jhonattan Vegas,3.07,230,7500,0,
2011,80,0,23353,J.J. Henry,2.8,140,5000,0,
2011,81,0,24490,George McNeill,2.6,195,7500,0,
2011,82,0,27933,John Merrick,2.4,120,5000,0,
2011,82,0,20160,Charlie Wi,2.4,120,5000,0,
2011,84,0,30692,Scott Stallings,1.77,133,7500,0,
2011,85,0,21350,Ryuji Imada,1.75,88,5000,0,
2011,86,0,23800,Bryce Molder,1.2,30,2500,0,
2011,86,0,26679,Kevin Stadler,1.2,30,2500,0,
2011,88,0,24358,Robert Garrigus,1.15,58,5000,0,
2011,89,0,25240,D.A. Points,1.13,85,7500,0,
2011,90,0,28087,Kris Blanks,1.05,53,5000,0,
2011,90,0,21805,Harrison Frazar,1.05,53,5000,0,
2011,92,0,23541,Ben Crane,0.7,35,5000,0,
2011,92,0,24361,Pat Perez,0.7,35,5000,0,
2011,94,0,26758,David Hearn,0.6,15,2500,0,
2011,94,0,21949,Joe Ogilvie,0.6,15,2500,0,
2011,96,0,20157,Retief Goosen,0.19,5,2500,0,
2011,97,0,1706,Davis Love III,0.16,8,5000,0,
2011,97,0,28475,Jeff Overton,0.16,8,5000,0,
2011,97,0,22913,John Rollins,0.16,8,5000,0,
2011,100,0,30750,Tommy Gainey,0.13,10,7500,0,
2011,101,0,24846,Ricky Barnes,0.09,4,5000,0,
2011,101,0,27120,Troy Matteson,0.09,4,5000,0,
2016,1,0,28237,Rory McIlroy,53.13,4250,8000,2,2.0
2016,2,0,25364,Paul Casey,39.28,3142,8000,0,3.0
2016,3,0,30925,Dustin Johnson,35.84,2867,8000,1,3.0
2016,4,0,34360,Patrick Reed,35.18,2814,8000,1,2.0
2016,5,0,24502,Adam Scott,21.83,1746,8000,0,4.0
2016,6,0,26596,Ryan Moore,20.59,1647,8000,0,3.0
2016,7,0,31646,Emiliano Grillo,19.05,1524,8000,0,2.0
2016,8,0,32366,Kevin Chappell,18.24,1459,8000,0,2.0
2016,9,0,24140,Sean O'Hair,16.55,1324,8000,0,1.0
2016,10,0,25632,Jimmy Walker,14.5,1160,8000,0,1.0
2016,11,0,32200,Roberto Castro,14.25,1140,8000,0,1.0
2016,12,0,30944,Jason Kokrak,13.89,833,6000,0,2.0
2016,13,0,31323,Gary Woodland,13.87,1110,8000,0,2.0
2016,14,0,23320,Ryan Palmer,13.56,814,6000,0,1.0
2016,15,0,34046,Jordan Spieth,12.68,1014,8000,0,2.0
2016,16,0,26329,Louis Oosthuizen,11.65,699,6000,0,1.0
2016,17,0,27141,J.B. Holmes,10.48,838,8000,0,1.0
2016,18,0,32839,Hideki Matsuyama,10.35,828,8000,0,1.0
2016,19,0,33448,Justin Thomas,10.18,814,8000,0,2.0
2016,20,0,27644,Brian Harman,9.67,580,6000,0,
2016,21,0,32448,James Hahn,9.57,574,6000,0,1.0
2016,22,0,23108,Matt Kuchar,9.35,748,8000,0,1.0
2016,23,0,26331,Charl Schwartzel,9.27,742,8000,0,2.0
2016,24,0,28679,Fabián Gómez,8.77,526,6000,0,1.0
2016,25,0,25686,Jason Dufner,8.65,692,8000,0,1.0
2016,26,0,25804,Bubba Watson,8.57,685,8000,0,1.0
2016,27,0,27064,Jhonattan Vegas,8.48,678,8000,0,
2016,28,0,28089,Jason Day,8.43,674,8000,0,1.0
2016,28,0,29420,Billy Horschel,8.43,506,6000,0,1.0
2016,30,0,37455,Si Woo Kim,8.42,674,8000,0,1.0
2016,31,0,31557,Jim Herman,8.2,492,6000,0,
2016,31,0,33122,Russell Knox,8.2,656,8000,0,
2016,33,0,26758,David Hearn,8.09,485,6000,0,1.0
2016,34,0,32102,Rickie Fowler,7.93,476,6000,0,1.0
2016,35,0,40026,Daniel Berger,7.72,618,8000,0,1.0
2016,36,0,27649,Brandt Snedeker,7.6,608,8000,0,
2016,37,0,29725,Tony Finau,7.5,450,6000,0,
2016,38,0,1810,Phil Mickelson,7.45,596,8000,0,
2016,39,0,25818,Scott Piercy,7.0,420,6000,0,
2016,40,0,30926,Chris Kirk,6.97,418,6000,0,1.0
2016,41,0,29222,Billy Hurley III,6.85,411,6000,0,1.0
2016,42,0,21209,Sergio Garcia,6.5,260,4000,0,
2016,43,0,31202,William McGirt,6.43,514,8000,0,
2016,44,0,34264,Hudson Swafford,6.3,378,6000,0,
2016,45,0,25396,Kevin Na,6.1,366,6000,0,
2016,46,0,22405,Justin Rose,6.03,362,6000,0,
2016,47,0,31560,Brian Stuard,6.0,360,6000,0,
2016,48,0,29478,Kevin Kisner,5.95,476,8000,0,
2016,49,0,27214,Kevin Streelman,5.83,350,6000,0,
2016,50,0,6527,Steve Stricker,5.8,232,4000,0,
2016,51,0,29461,Jamie Lovemark,5.47,328,6000,0,
2016,52,0,35545,Blayne Barber,5.4,108,2000,0,
2016,53,0,26951,Johnson Wagner,5.25,210,4000,0,
2016,54,0,27974,Sung Kang,5.15,206,4000,0,
2016,54,0,27936,Martin Laird,5.15,206,4000,0,
2016,56,0,12716,Charley Hoffman,4.93,296,6000,0,
2016,57,0,12510,Chad Campbell,4.9,196,4000,0,
2016,58,0,23325,Vaughn Taylor,4.67,280,6000,0,
2016,59,0,37189,Harold Varner III,4.4,176,4000,0,
2016,60,0,21961,Charles Howell III,4.33,260,6000,0,
2016,61,0,29974,Branden Grace,4.27,256,6000,0,
2016,62,0,34174,John Huh,4.1,164,4000,0,
2016,63,0,34099,Harris English,3.97,238,6000,0,
2016,63,0,24024,Zach Johnson,3.97,238,6000,0,
2016,65,0,10809,Jim Furyk,3.85,154,4000,0,
2016,66,0,46440,Smylie Kaufman,3.8,228,6000,0,
2016,67,0,31416,Derek Fathauer,3.55,142,4000,0,
2016,67,0,8075,Jerry Kelly,3.55,142,4000,0,
2016,67,0,26476,Chez Reavie,3.55,142,4000,0,
2016,67,0,20645,John Senden,3.55,142,4000,0,
2016,71,0,29518,Brendan Steele,3.5,210,6000,0,
2016,72,0,29479,Scott Brown,3.45,138,4000,0,
2016,73,0,23983,Luke Donald,3.43,206,6000,0,
2016,74,0,36689,Brooks Koepka,3.23,194,6000,0,
2016,75,0,29476,Kyle Reifers,3.2,192,6000,0,
2016,76,0,24846,Ricky Barnes,3.15,126,4000,0,
2016,77,0,33141,Keegan Bradley,3.0,60,2000,0,
2016,78,0,21528,Henrik Stenson,2.8,112,4000,0,
2016,79,0,33399,Adam Hadwin,2.75,110,4000,0,
2016,80,0,28132,Tyrone Van Aswegen,2.7,108,4000,0,
2016,81,0,33413,Ben Martin,2.67,160,6000,0,
2016,82,0,26851,Marc Leishman,2.63,158,6000,0,
2016,83,0,24924,Bill Haas,2.6,156,6000,0,
2016,84,0,36699,Patrick Rodgers,2.2,88,4000,0,
2016,85,0,34098,Russell Henley,2.1,84,4000,0,
2016,85,0,29221,Webb Simpson,2.1,84,4000,0,
2016,87,0,34262,Jon Curran,1.83,110,6000,0,
2016,88,0,25572,Graeme McDowell,1.8,108,6000,0,
2016,89,0,23800,Bryce Molder,1.65,66,4000,0,
2016,90,0,6567,Vijay Singh,1.5,60,4000,0,
2016,91,0,27466,Spencer Levin,1.15,46,4000,0,
2016,92,0,34409,David Lingmerth,1.1,66,6000,0,
2016,92,0,33418,Shawn Stefani,1.1,22,2000,0,
2016,94,0,22371,Aaron Baddeley,0.8,48,6000,0,
2016,95,0,25834,Daniel Summerhays,0.2,12,6000,0,
2016,96,0,25900,Lucas Glover,0.19,4,2000,0,
2016,96,0,34431,Robert Streb,0.19,4,2000,0,
2016,98,0,40058,Zac Blair,0.18,4,2000,0,
2016,98,0,27895,Jonas Blixt,0.18,4,2000,0,
2016,98,0,30110,Kyle Stanley,0.18,4,2000,0,
2016,101,0,27436,Graham DeLaet,0.17,3,2000,0,
2016,101,0,34466,Peter Malnati,0.17,3,2000,0,
2016,103,0,24507,Jason Bohn,0.09,3,4000,0,
