YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
2013,57,0,31560,Brian Stuard,"24' 7""",13891.833,566
2013,57,0,29425,Andrew Svoboda,"24' 7""",7455.667,303
2013,57,0,33419,Cameron Tringale,"24' 7""",15868.083,645
2013,57,0,31323,Gary Woodland,"24' 7""",16057.833,654
2013,65,0,25444,Justin Hicks,"24' 8""",15589.167,632
2013,66,0,24507,Jason Bohn,"24' 9""",14820.417,598
2013,66,0,12716,Charley Hoffman,"24' 9""",14822.667,598
2013,66,0,27503,Steve LeBrun,"24' 9""",10807.5,437
2013,66,0,35139,Richard Lee,"24' 9""",16356.167,660
2013,66,0,31202,William McGirt,"24' 9""",15168.083,612
2013,66,0,26331,Charl Schwartzel,"24' 9""",11016.5,445
2013,72,0,23135,Tim Clark,"24' 10""",10170.25,409
2013,72,0,30944,Jason Kokrak,"24' 10""",13269.0,534
2013,72,0,1810,Phil Mickelson,"24' 10""",10814.75,435
2013,72,0,23325,Vaughn Taylor,"24' 10""",8864.5,357
2013,76,0,32448,James Hahn,"24' 11""",13398.167,537
2013,76,0,26758,David Hearn,"24' 11""",15423.167,618
2013,76,0,12782,Tim Herron,"24' 11""",7959.583,319
2013,76,0,24024,Zach Johnson,"24' 11""",16210.75,650
2013,76,0,30926,Chris Kirk,"24' 11""",16489.75,662
2013,76,0,1724,Jeff Maggert,"24' 11""",13238.5,531
2013,76,0,34360,Patrick Reed,"24' 11""",14090.417,566
2013,83,0,22621,Ben Curtis,"25' 0""",9673.833,387
2013,83,0,22378,Trevor Immelman,"25' 0""",12924.417,517
2013,83,0,30925,Dustin Johnson,"25' 0""",9078.583,363
2013,83,0,27129,Luke List,"25' 0""",7912.583,316
2013,83,0,33418,Shawn Stefani,"25' 0""",9003.583,360
2013,83,0,22295,Darron Stiles,"25' 0""",9960.75,398
2013,83,0,27963,Chris Stroud,"25' 0""",16636.333,666
2013,83,0,25834,Daniel Summerhays,"25' 0""",16399.583,657
2013,91,0,21753,Brian Davis,"25' 1""",19759.083,789
2013,91,0,23320,Ryan Palmer,"25' 1""",13738.75,547
2013,91,0,24361,Pat Perez,"25' 1""",13508.833,538
2013,91,0,8793,Tiger Woods,"25' 1""",9293.583,370
2013,95,0,27895,Jonas Blixt,"25' 2""",13528.167,537
2013,95,0,23452,Nicolas Colsaerts,"25' 2""",6614.917,263
2013,95,0,34099,Harris English,"25' 2""",16664.25,662
2013,95,0,19846,Brian Gay,"25' 2""",15917.333,632
2013,95,0,31557,Jim Herman,"25' 2""",9458.417,376
2013,95,0,28475,Jeff Overton,"25' 2""",14479.5,575
2013,95,0,29221,Webb Simpson,"25' 2""",15550.833,618
2013,102,0,26300,Matt Jones,"25' 3""",15779.833,625
2013,102,0,30711,Colt Knost,"25' 3""",13373.583,529
2013,102,0,23621,Rory Sabbatini,"25' 3""",14730.917,584
2013,102,0,26679,Kevin Stadler,"25' 3""",15119.833,598
2013,106,0,20593,Greg Chalmers,"25' 4""",15203.083,600
2013,106,0,32366,Kevin Chappell,"25' 4""",14372.75,568
2013,106,0,32102,Rickie Fowler,"25' 4""",12893.833,509
2013,106,0,25572,Graeme McDowell,"25' 4""",9085.75,359
2013,106,0,27330,Josh Teater,"25' 4""",13015.417,514
2013,111,0,20229,Stewart Cink,"25' 5""",11380.333,448
2013,111,0,28500,Martin Flores,"25' 5""",13941.917,549
2013,111,0,24490,George McNeill,"25' 5""",14758.833,580
2013,114,0,24924,Bill Haas,"25' 6""",15370.417,602
2013,114,0,25562,Andres Romero,"25' 6""",10397.417,408
2013,114,0,26497,Casey Wittenberg,"25' 6""",11363.083,446
2013,117,0,27436,Graham DeLaet,"25' 7""",19051.583,744
2013,117,0,22806,Doug LaBelle II,"25' 7""",14035.917,548
2013,119,0,23983,Luke Donald,"25' 8""",10030.917,391
2013,119,0,30692,Scott Stallings,"25' 8""",13943.583,544
2013,119,0,29518,Brendan Steele,"25' 8""",16496.333,642
2013,122,0,28259,Sangmoon Bae,"25' 9""",14905.5,579
2013,122,0,6573,Brandt Jobe,"25' 9""",12315.583,479
2013,122,0,10860,Justin Leonard,"25' 9""",17037.667,662
2013,122,0,33869,Eric Meierdierks,"25' 9""",7227.083,281
2013,122,0,27556,Ted Potter Jr.,"25' 9""",13458.75,522
2013,122,0,28310,Lee Williams,"25' 9""",10959.833,425
2013,128,0,20098,Stuart Appleby,"25' 10""",17381.583,673
2013,128,0,28089,Jason Day,"25' 10""",12528.917,485
2013,128,0,23800,Bryce Molder,"25' 10""",16436.333,636
2013,128,0,25336,Alistair Presnell,"25' 10""",9261.417,358
2013,132,0,30750,Tommy Gainey,"25' 11""",15057.417,581
2013,132,0,22792,Peter Hanson,"25' 11""",6432.25,248
2013,132,0,36884,Ben Kohles,"25' 11""",14888.583,574
2013,132,0,22046,Geoff Ogilvy,"25' 11""",8767.417,338
2013,136,0,10809,Jim Furyk,"26' 0""",16310.083,628
2013,136,0,8075,Jerry Kelly,"26' 0""",16332.333,628
2013,136,0,22961,David Mathis,"26' 0""",13975.833,537
2013,139,0,10885,Robert Allenby,"26' 1""",10704.417,410
2013,139,0,29740,Brad Fritsch,"26' 1""",14016.0,537
2013,139,0,6567,Vijay Singh,"26' 1""",10446.833,400
2013,142,0,24399,Scott Gardiner,"26' 2""",10901.417,416
2013,142,0,26596,Ryan Moore,"26' 2""",14185.833,542
2013,144,0,6522,Ernie Els,"26' 3""",10259.667,391
2013,144,0,24781,Hunter Mahan,"26' 3""",16302.25,621
2013,146,0,33141,Keegan Bradley,"26' 4""",16600.583,630
2013,146,0,28679,Fabián Gómez,"26' 4""",12398.333,471
2013,146,0,21961,Charles Howell III,"26' 4""",15489.5,589
2013,149,0,20848,Ángel Cabrera,"26' 5""",11508.333,435
2013,149,0,24358,Robert Garrigus,"26' 5""",9763.75,370
2013,149,0,25345,Carl Pettersson,"26' 5""",14092.667,533
2013,149,0,27095,Nick Watney,"26' 5""",16617.75,629
2013,153,0,20766,Padraig Harrington,"26' 6""",7454.583,281
2013,154,0,22056,Cameron Percy,"26' 7""",12271.083,462
2013,154,0,20160,Charlie Wi,"26' 7""",15161.833,571
2013,156,0,24846,Ricky Barnes,"26' 8""",14208.167,532
2013,156,0,23353,J.J. Henry,"26' 8""",17761.0,666
2013,156,0,26851,Marc Leishman,"26' 8""",13806.25,517
2013,156,0,29289,S.Y. Noh,"26' 8""",11816.833,443
2013,156,0,10213,Dicky Pride,"26' 8""",13998.417,525
2013,161,0,25804,Bubba Watson,"26' 9""",12586.417,470
2013,162,0,27120,Troy Matteson,"26' 10""",12056.083,449
2013,163,0,34431,Robert Streb,"26' 11""",13545.75,504
2013,164,0,25818,Scott Piercy,"27' 0""",12648.167,468
2013,164,0,28135,Aaron Watkins,"27' 0""",8199.0,304
2013,166,0,34174,John Huh,"27' 1""",19017.583,703
2013,166,0,24138,Ian Poulter,"27' 1""",9240.917,341
2013,168,0,22371,Aaron Baddeley,"27' 2""",10970.75,404
2013,168,0,25274,Steven Bowditch,"27' 2""",11462.75,422
2013,170,0,26951,Johnson Wagner,"27' 4""",11379.167,416
2013,171,0,12510,Chad Campbell,"27' 5""",16440.0,600
2013,172,0,30110,Kyle Stanley,"27' 6""",13789.833,501
2013,172,0,2206,David Toms,"27' 6""",7964.583,290
2013,174,0,24140,Sean O'Hair,"27' 10""",10693.667,384
2013,175,0,32334,Charlie Beljan,"27' 11""",12757.75,457
2013,176,0,23497,Tag Ridings,"28' 2""",11889.167,422
2013,177,0,21878,Mark Wilson,"28' 5""",14015.25,493
2013,178,0,23788,D.J. Trahan,"28' 9""",9438.5,328
2013,179,0,10423,Mike Weir,"29' 0""",10055.5,347
2013,180,0,1116,Michael Bradley,"29' 3""",9481.0,324
2014,1,0,27556,Ted Potter Jr.,"22' 6""",12889.0,572
2014,2,0,35541,John Peterson,"22' 7""",10856.25,480
2014,3,0,10885,Robert Allenby,"22' 8""",13497.833,596
2014,3,0,24357,K.J. Choi,"22' 8""",13640.25,602
2014,3,0,29222,Billy Hurley III,"22' 8""",15912.917,701
2014,6,0,27644,Brian Harman,"22' 9""",19051.667,836
2014,7,0,25444,Justin Hicks,"22' 11""",20665.25,901
2014,8,0,33418,Shawn Stefani,"23' 0""",11538.083,502
2014,9,0,24507,Jason Bohn,"23' 3""",15055.417,648
2014,9,0,25345,Carl Pettersson,"23' 3""",15920.583,684
2014,11,0,26758,David Hearn,"23' 4""",17805.583,764
2014,11,0,22046,Geoff Ogilvy,"23' 4""",13543.667,580
2014,11,0,28780,Nicholas Thompson,"23' 4""",15188.417,650
2014,11,0,33419,Cameron Tringale,"23' 4""",20247.5,868
2014,15,0,24846,Ricky Barnes,"23' 5""",13538.667,578
2014,15,0,32200,Roberto Castro,"23' 5""",11913.0,509
2014,15,0,29478,Kevin Kisner,"23' 5""",13939.667,596
2014,15,0,1724,Jeff Maggert,"23' 5""",9308.333,398
2014,19,0,21753,Brian Davis,"23' 6""",17521.333,746
2014,19,0,29425,Andrew Svoboda,"23' 6""",13991.667,596
2014,21,0,27408,Martin Kaymer,"23' 7""",9357.333,397
2014,21,0,34409,David Lingmerth,"23' 7""",12914.917,547
2014,23,0,27330,Josh Teater,"23' 8""",14769.25,624
2014,24,0,22913,John Rollins,"23' 9""",12947.333,546
2014,25,0,30852,Ryo Ishikawa,"23' 10""",10215.583,428
2014,25,0,24781,Hunter Mahan,"23' 10""",15226.583,639
2014,25,0,21878,Mark Wilson,"23' 10""",12401.0,521
2014,28,0,20157,Retief Goosen,"23' 11""",14187.75,594
2014,28,0,33122,Russell Knox,"23' 11""",18227.0,763
2014,28,0,27466,Spencer Levin,"23' 11""",10308.0,431
2014,28,0,33413,Ben Martin,"23' 11""",13411.167,561
2014,28,0,25349,Tim Wilkinson,"23' 11""",13676.167,571
2014,33,0,25364,Paul Casey,"24' 0""",8745.0,365
2014,33,0,33461,Morgan Hoffmann,"24' 0""",15684.083,653
2014,33,0,27120,Troy Matteson,"24' 0""",8704.083,363
2014,33,0,25396,Kevin Na,"24' 0""",16464.167,687
2014,33,0,24663,Y.E. Yang,"24' 0""",12939.5,540
2014,38,0,32366,Kevin Chappell,"24' 1""",18690.75,775
2014,38,0,23638,Brendon de Jonge,"24' 1""",20387.583,848
2014,38,0,24924,Bill Haas,"24' 1""",16819.333,699
2014,38,0,25834,Daniel Summerhays,"24' 1""",19272.0,799
2014,38,0,30927,Brendon Todd,"24' 1""",19404.667,805
2014,38,0,27770,Camilo Villegas,"24' 1""",16450.167,682
2014,44,0,25274,Steven Bowditch,"24' 2""",13880.583,574
2014,44,0,12510,Chad Campbell,"24' 2""",9680.0,401
2014,44,0,20229,Stewart Cink,"24' 2""",13975.917,578
2014,44,0,27436,Graham DeLaet,"24' 2""",12635.583,523
2014,44,0,35539,Luke Guthrie,"24' 2""",14648.333,606
2014,44,0,23108,Matt Kuchar,"24' 2""",16913.5,701
2014,44,0,28092,D.H. Lee,"24' 2""",9885.25,409
2014,44,0,23623,Bo Van Pelt,"24' 2""",14172.917,586
2014,52,0,20645,John Senden,"24' 3""",17210.667,709
2014,52,0,20396,Lee Westwood,"24' 3""",8599.25,355
2014,54,0,10809,Jim Furyk,"24' 4""",15888.25,652
2014,54,0,29535,Brice Garnett,"24' 4""",15397.833,633
2014,54,0,35139,Richard Lee,"24' 4""",12371.25,509
2014,54,0,1706,Davis Love III,"24' 4""",12228.5,503
2014,54,0,25562,Andres Romero,"24' 4""",13207.583,543
2014,54,0,22405,Justin Rose,"24' 4""",9825.25,404
2014,54,0,30110,Kyle Stanley,"24' 4""",14746.417,606
2014,61,0,20098,Stuart Appleby,"24' 5""",17100.167,701
2014,61,0,24494,Erik Compton,"24' 5""",14616.167,598
2014,61,0,35732,Wes Roach,"24' 5""",10079.333,413
2014,64,0,33141,Keegan Bradley,"24' 6""",13932.5,568
2014,64,0,20593,Greg Chalmers,"24' 6""",14165.5,578
2014,64,0,23135,Tim Clark,"24' 6""",15535.667,635
2014,64,0,24490,George McNeill,"24' 6""",14816.75,605
2014,64,0,32640,Troy Merritt,"24' 6""",11473.25,469
2014,64,0,2206,David Toms,"24' 6""",13545.75,553
2014,70,0,12716,Charley Hoffman,"24' 7""",14886.0,605
2014,70,0,10860,Justin Leonard,"24' 7""",13321.833,541
2014,70,0,29461,Jamie Lovemark,"24' 7""",8351.833,340
2014,70,0,22293,Heath Slocum,"24' 7""",15415.0,627
2014,74,0,32102,Rickie Fowler,"24' 8""",12547.583,509
2014,74,0,30750,Tommy Gainey,"24' 8""",11783.0,477
2014,74,0,34563,Chesson Hadley,"24' 8""",13688.833,555
2014,77,0,25720,Chad Collins,"24' 9""",12259.583,496
2014,77,0,22621,Ben Curtis,"24' 9""",14183.417,574
2014,77,0,29926,Danny Lee,"24' 9""",15121.833,610
2014,77,0,23621,Rory Sabbatini,"24' 9""",11924.417,482
2014,77,0,27963,Chris Stroud,"24' 9""",15341.417,619
2014,82,0,31202,William McGirt,"24' 10""",18672.25,751
2014,82,0,28475,Jeff Overton,"24' 10""",12897.083,519
2014,82,0,31560,Brian Stuard,"24' 10""",16461.833,664
2014,82,0,26289,Boo Weekley,"24' 10""",13216.083,533
2014,86,0,23541,Ben Crane,"24' 11""",17578.667,706
2014,86,0,28307,Matt Every,"24' 11""",12711.5,510
2014,86,0,27141,J.B. Holmes,"24' 11""",14249.167,572
2014,86,0,21961,Charles Howell III,"24' 11""",16543.75,665
2014,86,0,26851,Marc Leishman,"24' 11""",13638.333,548
2014,86,0,27933,John Merrick,"24' 11""",16791.75,673
2014,86,0,6567,Vijay Singh,"24' 11""",15643.75,628
2014,86,0,26951,Johnson Wagner,"24' 11""",11439.167,459
2014,86,0,20160,Charlie Wi,"24' 11""",12967.5,521
2014,95,0,29420,Billy Horschel,"25' 0""",15807.333,633
2014,95,0,26956,Bronson La'Cassie,"25' 0""",7168.917,287
2014,95,0,30692,Scott Stallings,"25' 0""",12156.5,487
2014,95,0,34264,Hudson Swafford,"25' 0""",12592.5,503
2014,95,0,32333,Kevin Tway,"25' 0""",9185.083,368
2014,100,0,24925,Jonathan Byrd,"25' 1""",13663.833,544
2014,100,0,34021,Bud Cauley,"25' 1""",9090.5,362
2014,100,0,23983,Luke Donald,"25' 1""",9516.917,379
2014,100,0,31557,Jim Herman,"25' 1""",10225.5,408
2014,100,0,24912,Will MacKenzie,"25' 1""",15893.167,634
2014,100,0,34431,Robert Streb,"25' 1""",13257.5,528
2014,106,0,24358,Robert Garrigus,"25' 2""",14309.25,569
2014,106,0,22378,Trevor Immelman,"25' 2""",13761.167,547
2014,108,0,37273,Derek Ernst,"25' 3""",14138.0,559
2014,108,0,8075,Jerry Kelly,"25' 3""",15020.583,595
2014,110,0,29479,Scott Brown,"25' 4""",19053.167,753
2014,110,0,20104,Ken Duke,"25' 4""",16175.0,639
2014,110,0,34098,Russell Henley,"25' 4""",16709.667,659
2014,110,0,24140,Sean O'Hair,"25' 4""",12464.333,492
2014,114,0,20848,Ángel Cabrera,"25' 5""",12237.75,482
2014,114,0,32448,James Hahn,"25' 5""",15757.583,619
2014,114,0,21731,Freddie Jacobson,"25' 5""",16573.417,653
2014,114,0,26300,Matt Jones,"25' 5""",11776.417,464
2014,114,0,34261,Scott Langley,"25' 5""",16489.167,649
2014,114,0,28132,Tyrone Van Aswegen,"25' 5""",12138.833,477
2014,120,0,21209,Sergio Garcia,"25' 6""",8450.833,331
2014,120,0,24024,Zach Johnson,"25' 6""",20676.333,811
2014,120,0,21528,Henrik Stenson,"25' 6""",9040.75,355
2014,123,0,25191,Gonzalo Fernandez-Castaño,"25' 7""",14430.417,564
2014,123,0,26329,Louis Oosthuizen,"25' 7""",6424.0,251
2014,123,0,31193,Jim Renner,"25' 7""",10221.333,400
2014,126,0,23353,J.J. Henry,"25' 8""",17721.75,690
2014,126,0,32839,Hideki Matsuyama,"25' 8""",13618.083,531
2014,126,0,23800,Bryce Molder,"25' 8""",13129.083,512
2014,129,0,27895,Jonas Blixt,"25' 9""",8458.083,329
2014,129,0,25900,Lucas Glover,"25' 9""",10595.25,411
2014,129,0,29221,Webb Simpson,"25' 9""",16181.583,629
2014,129,0,27095,Nick Watney,"25' 9""",12799.583,497
2014,133,0,25686,Jason Dufner,"25' 10""",9572.0,371
2014,133,0,29740,Brad Fritsch,"25' 10""",8178.333,317
2014,133,0,27936,Martin Laird,"25' 10""",12069.083,467
2014,136,0,20498,Briny Baird,"26' 0""",10215.167,393
2014,136,0,35300,Andrew Loupe,"26' 0""",8749.0,336
2014,136,0,24361,Pat Perez,"26' 0""",16319.667,627
2014,136,0,28486,Michael Putnam,"26' 0""",19922.417,766
2014,136,0,27214,Kevin Streelman,"26' 0""",14398.083,553
2014,136,0,34265,Will Wilcox,"26' 0""",8460.75,325
2014,136,0,31323,Gary Woodland,"26' 0""",15185.25,584
2014,143,0,28500,Martin Flores,"26' 1""",13744.0,527
2014,143,0,30926,Chris Kirk,"26' 1""",19056.5,730
2014,145,0,28259,Sangmoon Bae,"26' 2""",14454.083,553
2014,145,0,34174,John Huh,"26' 2""",16901.5,646
2014,147,0,23320,Ryan Palmer,"26' 3""",13921.583,531
2014,148,0,6522,Ernie Els,"26' 4""",11744.083,446
2014,148,0,24138,Ian Poulter,"26' 4""",8831.5,335
2014,150,0,28089,Jason Day,"26' 5""",6789.667,257
2014,150,0,23409,James Driscoll,"26' 5""",10579.0,401
2014,150,0,19846,Brian Gay,"26' 5""",14230.167,538
2014,153,0,7867,Woody Austin,"26' 6""",12896.917,487
2014,153,0,29518,Brendan Steele,"26' 6""",14669.917,553
2014,155,0,29289,S.Y. Noh,"26' 7""",15034.083,565
2014,156,0,1810,Phil Mickelson,"26' 8""",10515.417,394
2014,156,0,25632,Jimmy Walker,"26' 8""",13260.833,498
2014,158,0,27064,Jhonattan Vegas,"26' 9""",14236.667,532
2014,159,0,32334,Charlie Beljan,"26' 10""",14416.75,537
2014,159,0,34099,Harris English,"26' 10""",15970.833,595
2014,159,0,26331,Charl Schwartzel,"26' 10""",11765.583,439
2014,159,0,26679,Kevin Stadler,"26' 10""",15285.167,569
2014,159,0,10423,Mike Weir,"26' 10""",10017.75,373
2014,164,0,34360,Patrick Reed,"26' 11""",15134.833,562
2014,165,0,26596,Ryan Moore,"27' 0""",15897.333,588
2014,166,0,27649,Brandt Snedeker,"27' 1""",15795.75,584
2014,167,0,34046,Jordan Spieth,"27' 3""",16960.417,623
2014,168,0,25240,D.A. Points,"27' 4""",12809.25,468
2014,169,0,28237,Rory McIlroy,"27' 6""",10583.583,385
2014,170,0,24502,Adam Scott,"27' 10""",13110.167,471
2014,171,0,30944,Jason Kokrak,"28' 1""",12937.833,461
2014,172,0,25572,Graeme McDowell,"28' 2""",12412.167,441
2014,172,0,25804,Bubba Watson,"28' 2""",12890.917,458
2014,174,0,36689,Brooks Koepka,"28' 6""",9135.25,321
2014,175,0,32150,Michael Thompson,"29' 0""",14755.583,509
2014,176,0,22371,Aaron Baddeley,"29' 3""",12703.75,434
2014,177,0,30925,Dustin Johnson,"30' 0""",9535.583,318
2022,1,0,29926,Danny Lee,"22' 1""",6229.917,282
2022,1,0,22056,Cameron Percy,"22' 1""",5814.083,263
2022,3,0,29420,Billy Horschel,"22' 2""",10509.75,475
2022,4,0,12716,Charley Hoffman,"22' 5""",9016.75,402
2022,5,0,49960,Sepp Straka,"22' 8""",13671.0,604
2022,6,0,36326,David Lipsky,"22' 10""",14270.083,626
2022,6,0,40115,Adam Svensson,"22' 10""",16596.5,726
2022,8,0,45609,Tyler Duncan,"23' 2""",14172.75,612
2022,8,0,52375,Doug Ghim,"23' 2""",14109.75,608
2022,8,0,47983,Chad Ramey,"23' 2""",10703.75,462
2022,11,0,55708,Hayden Buckley,"23' 3""",15501.0,666
2022,11,0,39997,Corey Conners,"23' 3""",14478.583,623
2022,13,0,33399,Adam Hadwin,"23' 4""",14362.25,615
2022,13,0,39971,Sungjae Im,"23' 4""",15126.5,648
2022,13,0,33122,Russell Knox,"23' 4""",15718.083,674
2022,13,0,53165,Doc Redman,"23' 4""",12092.583,518
2022,13,0,34431,Robert Streb,"23' 4""",13754.333,589
2022,18,0,31646,Emiliano Grillo,"23' 5""",14208.667,607
2022,18,0,34174,John Huh,"23' 5""",12416.083,531
2022,18,0,23320,Ryan Palmer,"23' 5""",9118.75,390
2022,18,0,24361,Pat Perez,"23' 5""",9621.667,411
2022,22,0,37275,Sam Ryder,"23' 6""",15079.333,642
2022,23,0,29535,Brice Garnett,"23' 7""",12874.167,545
2022,23,0,36871,Matthew NeSmith,"23' 7""",15097.917,641
2022,23,0,27349,Alex Noren,"23' 7""",8614.583,365
2022,23,0,32139,Danny Willett,"23' 7""",7937.167,337
2022,27,0,39324,J.J. Spaun,"23' 8""",14790.833,626
2022,28,0,32448,James Hahn,"23' 9""",11816.083,497
2022,28,0,27644,Brian Harman,"23' 9""",15230.5,642
2022,28,0,49771,J.T. Poston,"23' 9""",15117.167,637
2022,31,0,48117,Kurt Kitayama,"23' 10""",7768.583,326
2022,31,0,51950,Max McGreevy,"23' 10""",11427.75,480
2022,31,0,26476,Chez Reavie,"23' 10""",17029.5,715
2022,31,0,47995,Davis Riley,"23' 10""",15455.583,649
2022,31,0,37189,Harold Varner III,"23' 10""",9380.583,393
2022,36,0,27895,Jonas Blixt,"23' 11""",7649.667,320
2022,36,0,28089,Jason Day,"23' 11""",10011.417,418
2022,36,0,25686,Jason Dufner,"23' 11""",7432.583,311
2022,36,0,32662,Michael Gligic,"23' 11""",10941.0,458
2022,36,0,31557,Jim Herman,"23' 11""",9499.417,397
2022,36,0,47993,Denny McCarthy,"23' 11""",17520.583,733
2022,36,0,32640,Troy Merritt,"23' 11""",15229.917,637
2022,36,0,27214,Kevin Streelman,"23' 11""",18069.75,755
2022,36,0,25493,Nick Taylor,"23' 11""",12276.333,514
2022,45,0,30911,Tommy Fleetwood,"24' 0""",7296.5,304
2022,45,0,47483,Will Zalatoris,"24' 0""",9515.917,397
2022,47,0,32366,Kevin Chappell,"24' 1""",7107.667,295
2022,47,0,28775,Nate Lashley,"24' 1""",12386.25,514
2022,47,0,30692,Scott Stallings,"24' 1""",14459.0,600
2022,47,0,32150,Michael Thompson,"24' 1""",15855.583,659
2022,47,0,27770,Camilo Villegas,"24' 1""",9500.917,395
2022,52,0,36799,Stephan Jaeger,"24' 2""",13380.25,554
2022,52,0,32757,Patton Kizzire,"24' 2""",14589.0,603
2022,52,0,39546,Keith Mitchell,"24' 2""",14554.167,603
2022,52,0,25818,Scott Piercy,"24' 2""",12189.083,505
2022,52,0,29518,Brendan Steele,"24' 2""",12901.583,534
2022,52,0,32333,Kevin Tway,"24' 2""",10861.083,450
2022,58,0,19803,Ryan Armour,"24' 3""",8814.833,364
2022,58,0,35110,Brett Drewitt,"24' 3""",7800.25,322
2022,58,0,24980,Scott Gutschewski,"24' 3""",7263.917,300
2022,58,0,34563,Chesson Hadley,"24' 3""",11756.75,485
2022,58,0,54628,Lee Hodges,"24' 3""",16813.667,694
2022,58,0,31420,Anirban Lahiri,"24' 3""",12037.5,497
2022,58,0,29908,C.T. Pan,"24' 3""",14222.75,586
2022,65,0,45522,Christiaan Bezuidenhout,"24' 4""",11328.5,465
2022,65,0,23325,Vaughn Taylor,"24' 4""",9003.0,370
2022,67,0,35532,Tom Hoge,"24' 5""",14830.0,608
2022,67,0,24502,Adam Scott,"24' 5""",10751.5,440
2022,67,0,29221,Webb Simpson,"24' 5""",10684.0,437
2022,67,0,31560,Brian Stuard,"24' 5""",15751.0,645
2022,67,0,28114,Dawie van der Walt,"24' 5""",9393.167,385
2022,67,0,52374,Brandon Wu,"24' 5""",10342.333,423
2022,73,0,24925,Jonathan Byrd,"24' 6""",8761.0,358
