YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2013,40,0,26679,Kevin Stadler,55.88,19,34
2013,43,0,33141,Keegan Bradley,55.56,20,36
2013,43,0,24494,Erik Compton,55.56,20,36
2013,43,0,22913,John Rollins,55.56,20,36
2013,43,0,22405,Justin Rose,55.56,10,18
2013,47,0,32200,Roberto Castro,55.26,21,38
2013,48,0,20766,Padraig Harrington,55.0,11,20
2013,48,0,34409,David Lingmerth,55.0,11,20
2013,48,0,6527,Steve Stricker,55.0,11,20
2013,51,0,10860,Justin Leonard,54.84,17,31
2013,51,0,25562,Andres Romero,54.84,17,31
2013,51,0,20160,Charlie Wi,54.84,17,31
2013,54,0,21961,Charles Howell III,54.55,24,44
2013,54,0,25804,Bubba Watson,54.55,12,22
2013,56,0,28679,Fabián Gómez,53.85,14,26
2013,56,0,26331,Charl Schwartzel,53.85,14,26
2013,56,0,26951,Johnson Wagner,53.85,14,26
2013,59,0,24399,Scott Gardiner,53.33,16,30
2013,59,0,21099,David Lynn,53.33,8,15
2013,61,0,28237,Rory McIlroy,52.94,9,17
2013,62,0,34099,Harris English,52.78,19,36
2013,62,0,34360,Patrick Reed,52.78,19,36
2013,64,0,27120,Troy Matteson,52.63,10,19
2013,65,0,27095,Nick Watney,51.72,15,29
2013,66,0,29420,Billy Horschel,51.06,24,47
2013,67,0,22371,Aaron Baddeley,50.0,19,38
2013,67,0,27895,Jonas Blixt,50.0,19,38
2013,67,0,12510,Chad Campbell,50.0,18,36
2013,67,0,1320,Bob Estes,50.0,9,18
2013,67,0,10809,Jim Furyk,50.0,16,32
2013,67,0,31557,Jim Herman,50.0,9,18
2013,67,0,24024,Zach Johnson,50.0,13,26
2013,67,0,35139,Richard Lee,50.0,16,32
2013,67,0,33869,Eric Meierdierks,50.0,9,18
2013,67,0,25818,Scott Piercy,50.0,13,26
2013,67,0,21528,Henrik Stenson,50.0,8,16
2013,67,0,28135,Aaron Watkins,50.0,5,10
2013,79,0,19846,Brian Gay,48.78,20,41
2013,79,0,25240,D.A. Points,48.78,20,41
2013,79,0,27963,Chris Stroud,48.78,20,41
2013,82,0,30692,Scott Stallings,48.65,18,37
2013,83,0,30750,Tommy Gainey,48.57,17,35
2013,83,0,28475,Jeff Overton,48.57,17,35
2013,85,0,34098,Russell Henley,48.39,15,31
2013,86,0,33419,Cameron Tringale,48.28,14,29
2013,87,0,28092,D.H. Lee,48.0,12,25
2013,87,0,23497,Tag Ridings,48.0,12,25
2013,89,0,22621,Ben Curtis,47.83,11,23
2013,90,0,25686,Jason Dufner,47.62,10,21
2013,90,0,31202,William McGirt,47.62,20,42
2013,92,0,25632,Jimmy Walker,47.5,19,40
2013,93,0,28500,Martin Flores,47.37,18,38
2013,93,0,33461,Morgan Hoffmann,47.37,9,19
2013,93,0,24663,Y.E. Yang,47.37,9,19
2013,96,0,12716,Charley Hoffman,47.06,16,34
2013,97,0,20104,Ken Duke,46.88,15,32
2013,97,0,30926,Chris Kirk,46.88,15,32
2013,99,0,19970,Robert Karlsson,46.67,7,15
2013,99,0,24138,Ian Poulter,46.67,7,15
2013,99,0,10213,Dicky Pride,46.67,14,30
2013,102,0,23800,Bryce Molder,46.34,19,41
2013,103,0,24358,Robert Garrigus,46.15,12,26
2013,103,0,27936,Martin Laird,46.15,12,26
2013,105,0,6004,Stephen Ames,45.83,11,24
2013,105,0,24507,Jason Bohn,45.83,11,24
2013,105,0,27556,Ted Potter Jr.,45.83,11,24
2013,105,0,26289,Boo Weekley,45.83,22,48
2013,109,0,6522,Ernie Els,45.0,9,20
2013,109,0,34046,Jordan Spieth,45.0,9,20
2013,111,0,32448,James Hahn,44.83,13,29
2013,111,0,29221,Webb Simpson,44.83,13,29
2013,113,0,35539,Luke Guthrie,44.44,12,27
2013,113,0,27408,Martin Kaymer,44.44,8,18
2013,113,0,36884,Ben Kohles,44.44,12,27
2013,113,0,25834,Daniel Summerhays,44.44,16,36
2013,117,0,21209,Sergio Garcia,44.0,11,25
2013,118,0,34174,John Huh,43.75,14,32
2013,118,0,31560,Brian Stuard,43.75,14,32
2013,118,0,27330,Josh Teater,43.75,14,32
2013,121,0,23638,Brendon de Jonge,43.59,17,39
2013,122,0,32334,Charlie Beljan,43.48,10,23
2013,122,0,12782,Tim Herron,43.48,10,23
2013,122,0,26851,Marc Leishman,43.48,10,23
2013,125,0,10885,Robert Allenby,42.86,9,21
2013,125,0,8075,Jerry Kelly,42.86,15,35
2013,125,0,30944,Jason Kokrak,42.86,15,35
2013,125,0,20645,John Senden,42.86,15,35
2013,125,0,34431,Robert Streb,42.86,12,28
2013,125,0,29425,Andrew Svoboda,42.86,6,14
2013,125,0,27770,Camilo Villegas,42.86,9,21
2013,125,0,8793,Tiger Woods,42.86,9,21
2013,133,0,27933,John Merrick,42.31,11,26
2013,133,0,26596,Ryan Moore,42.31,11,26
2013,135,0,22792,Peter Hanson,42.11,8,19
2013,135,0,27503,Steve LeBrun,42.11,8,19
2013,137,0,20229,Stewart Cink,41.94,13,31
2013,137,0,28307,Matt Every,41.94,13,31
2013,139,0,30163,Henrik Norlander,41.67,10,24
2013,139,0,24361,Pat Perez,41.67,15,36
2013,139,0,6567,Vijay Singh,41.67,10,24
2013,139,0,30110,Kyle Stanley,41.67,10,24
2013,143,0,29479,Scott Brown,41.38,12,29
2013,143,0,28780,Nicholas Thompson,41.38,12,29
2013,145,0,24502,Adam Scott,40.91,9,22
2013,146,0,30852,Ryo Ishikawa,40.74,11,27
2013,146,0,20691,Greg Owen,40.74,11,27
2013,146,0,23621,Rory Sabbatini,40.74,11,27
2013,149,0,29740,Brad Fritsch,40.63,13,32
2013,150,0,27644,Brian Harman,39.39,13,33
2013,151,0,25345,Carl Pettersson,39.29,11,28
2013,152,0,20848,Ángel Cabrera,39.13,9,23
2013,153,0,24846,Ricky Barnes,38.89,7,18
2013,153,0,25336,Alistair Presnell,38.89,7,18
2013,155,0,26758,David Hearn,38.71,12,31
2013,155,0,29518,Brendan Steele,38.71,12,31
2013,157,0,1724,Jeff Maggert,38.1,8,21
2013,158,0,34261,Scott Langley,37.93,11,29
2013,159,0,24227,Justin Bolli,37.5,9,24
2013,159,0,23452,Nicolas Colsaerts,37.5,6,16
2013,159,0,6573,Brandt Jobe,37.5,9,24
2013,159,0,22046,Geoff Ogilvy,37.5,9,24
2013,159,0,23320,Ryan Palmer,37.5,12,32
2013,164,0,28259,Sangmoon Bae,37.14,13,35
2013,164,0,23409,James Driscoll,37.14,13,35
2013,166,0,22961,David Mathis,37.04,10,27
2013,167,0,30925,Dustin Johnson,36.84,7,19
2013,168,0,23353,J.J. Henry,36.67,11,30
2013,169,0,37273,Derek Ernst,35.71,10,28
2013,170,0,31323,Gary Woodland,34.88,15,43
2013,171,0,24781,Hunter Mahan,34.48,10,29
2013,172,0,28455,Will Claxton,34.21,13,38
2013,173,0,25444,Justin Hicks,33.33,9,27
2013,174,0,1116,Michael Bradley,31.58,6,19
2013,174,0,24140,Sean O'Hair,31.58,6,19
2013,176,0,23788,D.J. Trahan,31.25,5,16
2013,177,0,34021,Bud Cauley,29.63,8,27
2013,178,0,27214,Kevin Streelman,23.33,7,30
2013,179,0,29289,S.Y. Noh,22.22,6,27
2013,180,0,23623,Bo Van Pelt,10.53,2,19
2014,1,0,24924,Bill Haas,83.33,35,42
2014,2,0,10423,Mike Weir,80.0,20,25
2014,3,0,26331,Charl Schwartzel,73.91,17,23
2014,4,0,29289,S.Y. Noh,72.5,29,40
2014,5,0,1810,Phil Mickelson,68.18,15,22
2014,6,0,34360,Patrick Reed,66.67,26,39
2014,7,0,23135,Tim Clark,65.38,17,26
2014,7,0,25240,D.A. Points,65.38,17,26
2014,9,0,21209,Sergio Garcia,65.0,13,20
2014,10,0,27649,Brandt Snedeker,64.29,18,28
2014,11,0,21753,Brian Davis,63.64,35,55
2014,12,0,23983,Luke Donald,62.5,10,16
2014,13,0,28092,D.H. Lee,62.07,18,29
2014,14,0,29420,Billy Horschel,61.9,13,21
2014,14,0,26956,Bronson La'Cassie,61.9,13,21
2014,16,0,32366,Kevin Chappell,61.76,21,34
2014,17,0,34261,Scott Langley,61.29,19,31
2014,18,0,33413,Ben Martin,60.71,17,28
2014,19,0,26851,Marc Leishman,60.61,20,33
2014,20,0,29222,Billy Hurley III,60.0,15,25
2014,20,0,30852,Ryo Ishikawa,60.0,18,30
2014,20,0,36689,Brooks Koepka,60.0,6,10
2014,23,0,10809,Jim Furyk,59.26,16,27
2014,24,0,20160,Charlie Wi,58.82,20,34
2014,25,0,22293,Heath Slocum,58.62,17,29
2014,26,0,32640,Troy Merritt,57.69,15,26
2014,27,0,10885,Robert Allenby,57.14,24,42
2014,27,0,24358,Robert Garrigus,57.14,16,28
2014,27,0,33122,Russell Knox,57.14,16,28
2014,27,0,23320,Ryan Palmer,57.14,20,35
2014,31,0,29479,Scott Brown,56.67,17,30
2014,32,0,30926,Chris Kirk,56.52,26,46
2014,33,0,23800,Bryce Molder,56.25,18,32
2014,34,0,20593,Greg Chalmers,56.0,28,50
2014,35,0,24024,Zach Johnson,55.81,24,43
2014,35,0,24140,Sean O'Hair,55.81,24,43
2014,37,0,22405,Justin Rose,55.56,15,27
2014,37,0,21878,Mark Wilson,55.56,15,27
2014,39,0,20104,Ken Duke,55.17,16,29
2014,39,0,20157,Retief Goosen,55.17,16,29
2014,41,0,20498,Briny Baird,55.0,11,20
2014,41,0,24502,Adam Scott,55.0,11,20
2014,41,0,30927,Brendon Todd,55.0,22,40
2014,44,0,27408,Martin Kaymer,54.55,12,22
2014,45,0,20229,Stewart Cink,54.17,13,24
2014,45,0,1724,Jeff Maggert,54.17,13,24
2014,45,0,25396,Kevin Na,54.17,26,48
2014,48,0,27141,J.B. Holmes,54.0,27,50
2014,49,0,33419,Cameron Tringale,53.85,21,39
2014,49,0,26289,Boo Weekley,53.85,14,26
2014,51,0,29926,Danny Lee,53.33,16,30
2014,51,0,29518,Brendan Steele,53.33,16,30
2014,53,0,10860,Justin Leonard,53.13,17,32
2014,54,0,22378,Trevor Immelman,52.94,18,34
2014,55,0,23541,Ben Crane,52.78,19,36
2014,56,0,6522,Ernie Els,52.5,21,40
2014,56,0,25562,Andres Romero,52.5,21,40
2014,56,0,20645,John Senden,52.5,21,40
2014,59,0,28089,Jason Day,52.38,11,21
2014,59,0,27120,Troy Matteson,52.38,11,21
2014,61,0,19846,Brian Gay,52.27,23,44
2014,62,0,32839,Hideki Matsuyama,52.17,12,23
2014,63,0,35300,Andrew Loupe,52.0,13,25
2014,64,0,32150,Michael Thompson,51.72,15,29
2014,65,0,32102,Rickie Fowler,51.61,16,31
2014,65,0,28237,Rory McIlroy,51.61,16,31
2014,67,0,25720,Chad Collins,51.52,17,33
2014,67,0,32448,James Hahn,51.52,17,33
2014,67,0,24663,Y.E. Yang,51.52,17,33
2014,70,0,21961,Charles Howell III,51.43,18,35
2014,71,0,35539,Luke Guthrie,51.16,22,43
2014,72,0,27436,Graham DeLaet,50.0,13,26
2014,72,0,29740,Brad Fritsch,50.0,12,24
2014,72,0,34098,Russell Henley,50.0,22,44
2014,72,0,33461,Morgan Hoffmann,50.0,22,44
2014,72,0,29478,Kevin Kisner,50.0,16,32
2014,72,0,34409,David Lingmerth,50.0,15,30
2014,72,0,24490,George McNeill,50.0,18,36
2014,72,0,33418,Shawn Stefani,50.0,12,24
2014,72,0,34264,Hudson Swafford,50.0,12,24
2014,81,0,20098,Stuart Appleby,48.89,22,45
2014,82,0,25274,Steven Bowditch,48.84,21,43
2014,83,0,23108,Matt Kuchar,48.57,17,35
2014,83,0,24912,Will MacKenzie,48.57,17,35
2014,85,0,24507,Jason Bohn,48.39,15,31
2014,86,0,25804,Bubba Watson,48.0,12,25
2014,87,0,30925,Dustin Johnson,47.83,11,23
2014,87,0,28486,Michael Putnam,47.83,22,46
2014,89,0,26758,David Hearn,47.62,20,42
2014,90,0,25572,Graeme McDowell,47.37,9,19
2014,91,0,24781,Hunter Mahan,47.22,17,36
2014,92,0,12510,Chad Campbell,47.06,8,17
2014,92,0,32200,Roberto Castro,47.06,16,34
2014,92,0,35541,John Peterson,47.06,8,17
2014,92,0,34265,Will Wilcox,47.06,8,17
2014,96,0,6567,Vijay Singh,46.88,15,32
2014,97,0,28259,Sangmoon Bae,46.67,14,30
2014,97,0,34431,Robert Streb,46.67,14,30
2014,97,0,27770,Camilo Villegas,46.67,21,45
2014,100,0,24846,Ricky Barnes,46.51,20,43
2014,100,0,34046,Jordan Spieth,46.51,20,43
2014,102,0,29461,Jamie Lovemark,46.43,13,28
2014,102,0,35732,Wes Roach,46.43,13,28
2014,104,0,26329,Louis Oosthuizen,46.15,6,13
2014,105,0,35139,Richard Lee,45.95,17,37
2014,106,0,24361,Pat Perez,45.71,16,35
2014,107,0,25444,Justin Hicks,45.65,21,46
2014,108,0,30750,Tommy Gainey,45.45,15,33
2014,108,0,34174,John Huh,45.45,15,33
2014,110,0,31560,Brian Stuard,45.0,18,40
2014,111,0,28307,Matt Every,44.74,17,38
2014,111,0,25632,Jimmy Walker,44.74,17,38
2014,113,0,24357,K.J. Choi,44.44,16,36
2014,113,0,27095,Nick Watney,44.44,8,18
2014,115,0,27330,Josh Teater,43.75,14,32
2014,116,0,21731,Freddie Jacobson,43.59,17,39
2014,116,0,25349,Tim Wilkinson,43.59,17,39
2014,118,0,32334,Charlie Beljan,43.33,13,30
2014,118,0,28475,Jeff Overton,43.33,13,30
2014,118,0,22913,John Rollins,43.33,13,30
2014,121,0,22371,Aaron Baddeley,43.24,16,37
2014,121,0,24494,Erik Compton,43.24,16,37
2014,121,0,30110,Kyle Stanley,43.24,16,37
2014,124,0,25364,Paul Casey,42.86,6,14
2014,125,0,27644,Brian Harman,42.5,17,40
2014,125,0,8075,Jerry Kelly,42.5,17,40
2014,125,0,22046,Geoff Ogilvy,42.5,17,40
2014,128,0,33141,Keegan Bradley,42.42,14,33
2014,128,0,28500,Martin Flores,42.42,14,33
2014,130,0,1706,Davis Love III,42.31,11,26
2014,131,0,23409,James Driscoll,42.22,19,45
2014,132,0,7867,Woody Austin,41.94,13,31
2014,133,0,27936,Martin Laird,41.67,10,24
2014,134,0,22621,Ben Curtis,41.03,16,39
2014,134,0,31323,Gary Woodland,41.03,16,39
2014,136,0,27466,Spencer Levin,40.74,11,27
2014,137,0,27895,Jonas Blixt,40.0,6,15
2014,137,0,25900,Lucas Glover,40.0,6,15
2014,137,0,30944,Jason Kokrak,40.0,12,30
2014,137,0,26596,Ryan Moore,40.0,10,25
2014,137,0,26951,Johnson Wagner,40.0,8,20
2014,137,0,20396,Lee Westwood,40.0,8,20
2014,143,0,29221,Webb Simpson,39.53,17,43
2014,144,0,26679,Kevin Stadler,39.39,13,33
2014,145,0,34021,Bud Cauley,39.13,9,23
2014,145,0,37273,Derek Ernst,39.13,9,23
2014,145,0,29535,Brice Garnett,39.13,18,46
2014,148,0,23353,J.J. Henry,38.46,10,26
2014,148,0,27933,John Merrick,38.46,10,26
2014,150,0,23638,Brendon de Jonge,38.33,23,60
2014,151,0,21528,Henrik Stenson,38.1,8,21
2014,151,0,27064,Jhonattan Vegas,38.1,8,21
2014,153,0,27214,Kevin Streelman,37.93,11,29
2014,154,0,2206,David Toms,36.36,8,22
2014,155,0,27963,Chris Stroud,36.0,9,25
2014,156,0,28132,Tyrone Van Aswegen,35.48,11,31
2014,157,0,24138,Ian Poulter,34.78,8,23
2014,158,0,20848,Ángel Cabrera,34.48,10,29
2014,158,0,12716,Charley Hoffman,34.48,10,29
2014,160,0,24925,Jonathan Byrd,34.38,11,32
2014,161,0,34563,Chesson Hadley,34.29,12,35
2014,161,0,28780,Nicholas Thompson,34.29,12,35
2014,163,0,25191,Gonzalo Fernandez-Castaño,33.33,9,27
2014,163,0,31202,William McGirt,33.33,19,57
2014,163,0,27556,Ted Potter Jr.,33.33,9,27
2014,163,0,30692,Scott Stallings,33.33,10,30
2014,163,0,23623,Bo Van Pelt,33.33,8,24
2014,168,0,25345,Carl Pettersson,32.65,16,49
2014,169,0,25834,Daniel Summerhays,31.91,15,47
2014,170,0,25686,Jason Dufner,31.58,6,19
2014,171,0,23621,Rory Sabbatini,31.03,9,29
2014,172,0,31193,Jim Renner,29.17,7,24
2014,173,0,26300,Matt Jones,28.95,11,38
2014,174,0,34099,Harris English,26.67,8,30
2014,175,0,31557,Jim Herman,25.0,5,20
2014,176,0,29425,Andrew Svoboda,23.08,6,26
2014,177,0,32333,Kevin Tway,21.05,4,19
2022,1,0,33204,Shane Lowry,72.73,8,11
2022,2,0,39058,Lucas Herbert,72.41,21,29
2022,3,0,45522,Christiaan Bezuidenhout,70.59,12,17
2022,4,0,48117,Kurt Kitayama,70.0,14,20
2022,5,0,29478,Kevin Kisner,69.57,16,23
2022,6,0,30944,Jason Kokrak,69.23,18,26
2022,7,0,47993,Denny McCarthy,68.52,37,54
2022,8,0,40098,Matt Fitzpatrick,68.42,13,19
2022,9,0,39436,Joshua Creel,66.67,12,18
2022,9,0,29974,Branden Grace,66.67,12,18
2022,9,0,27644,Brian Harman,66.67,26,39
2022,12,0,35450,Patrick Cantlay,65.22,15,23
2022,13,0,28237,Rory McIlroy,65.0,13,20
2022,14,0,23325,Vaughn Taylor,64.29,9,14
2022,15,0,29908,C.T. Pan,64.0,16,25
2022,16,0,32150,Michael Thompson,63.41,26,41
2022,17,0,28775,Nate Lashley,63.16,12,19
2022,17,0,30163,Henrik Norlander,63.16,12,19
2022,19,0,27349,Alex Noren,62.5,20,32
2022,19,0,33448,Justin Thomas,62.5,15,24
2022,19,0,32139,Danny Willett,62.5,10,16
2022,22,0,29420,Billy Horschel,61.76,21,34
2022,23,0,34363,Tyrrell Hatton,61.54,8,13
2022,23,0,24024,Zach Johnson,61.54,16,26
2022,23,0,36852,Jim Knous,61.54,8,13
2022,23,0,29289,S.Y. Noh,61.54,16,26
2022,23,0,30692,Scott Stallings,61.54,24,39
2022,28,0,32333,Kevin Tway,61.36,27,44
2022,29,0,29725,Tony Finau,61.29,19,31
2022,29,0,27974,Sung Kang,61.29,19,31
2022,31,0,34256,Andrew Putnam,61.11,22,36
2022,32,0,23320,Ryan Palmer,60.0,15,25
2022,32,0,40250,Taylor Pendrith,60.0,15,25
2022,32,0,52374,Brandon Wu,60.0,12,20
2022,35,0,34563,Chesson Hadley,59.26,16,27
2022,36,0,37212,Paul Barjon,58.33,14,24
2022,36,0,32816,Satoshi Kodaira,58.33,7,12
2022,36,0,22056,Cameron Percy,58.33,7,12
2022,36,0,29221,Webb Simpson,58.33,7,12
2022,40,0,23108,Matt Kuchar,57.78,26,45
2022,41,0,32791,K.H. Lee,57.45,27,47
2022,42,0,48084,Wesley Bryan,57.14,8,14
2022,42,0,27214,Kevin Streelman,57.14,16,28
2022,42,0,25493,Nick Taylor,57.14,24,42
2022,42,0,31323,Gary Woodland,57.14,12,21
2022,46,0,39546,Keith Mitchell,56.25,18,32
2022,46,0,10381,Curtis Thompson,56.25,9,16
2022,48,0,46414,Aaron Rai,56.1,23,41
2022,49,0,46402,Talor Gooch,56.0,14,25
2022,49,0,47529,Mito Pereira,56.0,14,25
2022,49,0,24138,Ian Poulter,56.0,14,25
2022,52,0,46340,Alex Smalley,55.88,19,34
2022,53,0,34360,Patrick Reed,55.56,15,27
2022,53,0,27139,David Skinns,55.56,15,27
2022,55,0,47504,Sam Burns,55.26,21,38
2022,56,0,39997,Corey Conners,55.17,16,29
2022,56,0,27770,Camilo Villegas,55.17,16,29
2022,58,0,33597,Harry Higgs,55.0,22,40
2022,59,0,33141,Keegan Bradley,54.55,18,33
2022,59,0,46435,Austin Cook,54.55,12,22
2022,59,0,24502,Adam Scott,54.55,18,33
2022,59,0,49960,Sepp Straka,54.55,18,33
2022,59,0,47483,Will Zalatoris,54.55,12,22
2022,64,0,29518,Brendan Steele,53.85,14,26
2022,65,0,30926,Chris Kirk,53.33,16,30
2022,66,0,45157,Cam Davis,52.63,20,38
2022,66,0,25198,Francesco Molinari,52.63,10,19
2022,66,0,48081,Xander Schauffele,52.63,10,19
2022,66,0,48887,Matt Wallace,52.63,10,19
2022,70,0,33399,Adam Hadwin,52.5,21,40
2022,71,0,21961,Charles Howell III,52.38,11,21
2022,72,0,27649,Brandt Snedeker,52.17,12,23
2022,73,0,34264,Hudson Swafford,52.0,13,25
2022,74,0,46601,Trey Mullinax,51.85,14,27
2022,74,0,39324,J.J. Spaun,51.85,14,27
2022,76,0,39977,Max Homa,51.72,15,29
2022,76,0,34431,Robert Streb,51.72,15,29
2022,78,0,35506,Mackenzie Hughes,51.61,16,31
2022,79,0,24361,Pat Perez,51.43,18,35
2022,79,0,26476,Chez Reavie,51.43,18,35
2022,81,0,40115,Adam Svensson,51.16,22,43
2022,82,0,55708,Hayden Buckley,50.0,13,26
2022,82,0,24925,Jonathan Byrd,50.0,5,10
2022,82,0,51766,Wyndham Clark,50.0,16,32
2022,82,0,30911,Tommy Fleetwood,50.0,11,22
2022,82,0,29535,Brice Garnett,50.0,13,26
2022,82,0,32662,Michael Gligic,50.0,10,20
2022,82,0,33490,Bo Hoag,50.0,8,16
2022,82,0,36801,Mark Hubbard,50.0,13,26
2022,82,0,53165,Doc Redman,50.0,14,28
2022,82,0,36699,Patrick Rodgers,50.0,17,34
2022,82,0,23621,Rory Sabbatini,50.0,11,22
2022,82,0,35891,Cameron Smith,50.0,4,8
2022,82,0,30927,Brendon Todd,50.0,13,26
2022,82,0,40006,Erik van Rooyen,50.0,6,12
2022,96,0,47347,Adam Schenk,49.02,25,51
2022,97,0,34076,Joel Dahmen,48.28,14,29
2022,97,0,28252,Seamus Power,48.28,14,29
2022,97,0,49964,Aaron Wise,48.28,14,29
2022,100,0,51894,Vince Whaley,48.15,13,27
2022,101,0,31646,Emiliano Grillo,48.0,12,25
2022,101,0,40162,Justin Lower,48.0,12,25
2022,103,0,49298,Kramer Hickok,47.83,11,23
2022,103,0,26851,Marc Leishman,47.83,11,23
2022,105,0,12716,Charley Hoffman,47.37,9,19
2022,105,0,29926,Danny Lee,47.37,9,19
2022,107,0,51890,Greyson Sigg,47.22,17,36
2022,108,0,35532,Tom Hoge,47.06,16,34
2022,109,0,27936,Martin Laird,46.67,14,30
2022,109,0,47856,Seth Reeves,46.67,7,15
2022,109,0,37189,Harold Varner III,46.67,14,30
2022,109,0,57366,Cameron Young,46.67,14,30
2022,113,0,35310,Lanto Griffin,46.51,20,43
2022,114,0,45486,Joaquin Niemann,46.43,13,28
2022,115,0,25818,Scott Piercy,46.15,12,26
2022,115,0,49771,J.T. Poston,46.15,18,39
2022,117,0,35110,Brett Drewitt,45.45,5,11
2022,117,0,32102,Rickie Fowler,45.45,10,22
2022,119,0,33122,Russell Knox,45.16,14,31
2022,120,0,36884,Ben Kohles,45.0,9,20
2022,120,0,36326,David Lipsky,45.0,18,40
2022,122,0,23983,Luke Donald,44.44,12,27
2022,122,0,29970,Dylan Frittelli,44.44,16,36
2022,122,0,32757,Patton Kizzire,44.44,16,36
2022,122,0,27064,Jhonattan Vegas,44.44,12,27
2022,126,0,46550,Brandon Hagy,44.0,11,25
2022,127,0,36689,Brooks Koepka,43.75,7,16
2022,128,0,46046,Scottie Scheffler,43.48,10,23
2022,129,0,36871,Matthew NeSmith,43.24,16,37
2022,130,0,45526,Abraham Ancer,42.86,12,28
2022,130,0,19803,Ryan Armour,42.86,3,7
2022,130,0,34255,Joseph Bramlett,42.86,12,28
2022,130,0,52375,Doug Ghim,42.86,12,28
2022,130,0,24980,Scott Gutschewski,42.86,6,14
2022,130,0,35461,Beau Hossler,42.86,18,42
2022,130,0,36799,Stephan Jaeger,42.86,18,42
2022,130,0,37455,Si Woo Kim,42.86,18,42
2022,138,0,31420,Anirban Lahiri,42.31,11,26
2022,138,0,51997,Andrew Novak,42.31,11,26
2022,140,0,39971,Sungjae Im,42.11,8,19
2022,141,0,24924,Bill Haas,41.67,15,36
2022,141,0,34466,Peter Malnati,41.67,20,48
2022,143,0,34098,Russell Henley,41.46,17,41
2022,144,0,35449,Adam Long,41.38,12,29
2022,145,0,32839,Hideki Matsuyama,41.18,14,34
2022,146,0,49947,Taylor Moore,41.03,16,39
2022,147,0,50095,Austin Smotherman,40.91,9,22
2022,148,0,32448,James Hahn,40.74,11,27
2022,149,0,34610,Matthias Schwab,40.63,13,32
2022,149,0,47128,Richy Werenski,40.63,13,32
2022,151,0,25686,Jason Dufner,40.0,8,20
2022,151,0,34174,John Huh,40.0,6,15
2022,151,0,32640,Troy Merritt,40.0,16,40
2022,151,0,46970,Jon Rahm,40.0,10,25
2022,151,0,34046,Jordan Spieth,40.0,12,30
2022,156,0,33419,Cameron Tringale,39.47,15,38
2022,157,0,26300,Matt Jones,39.39,13,33
2022,158,0,54783,Dylan Wu,39.29,11,28
2022,159,0,35879,Kelly Kraft,39.13,9,23
2022,160,0,22405,Justin Rose,38.89,7,18
2022,161,0,25900,Lucas Glover,38.71,12,31
2022,162,0,54421,Garrick Higgo,38.46,10,26
2022,162,0,46717,Viktor Hovland,38.46,10,26
2022,162,0,56278,Matthew Wolff,38.46,5,13
2022,165,0,51634,Sahith Theegala,38.1,16,42
2022,165,0,45540,Jared Wolfe,38.1,8,21
2022,167,0,50525,Collin Morikawa,37.5,6,16
2022,168,0,49766,Hank Lebioda,37.04,10,27
2022,169,0,46442,Maverick McNealy,36.0,18,50
2022,170,0,28114,Dawie van der Walt,35.71,5,14
2022,171,0,47988,Nick Hardy,34.78,8,23
