YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1997,84,0,1510,Nolan Henke,55.12,70,127,42.0
1997,85,0,1098,Jay Don Blake,55.1,81,147,40.0
1997,86,0,1864,Larry Nelson,55.0,66,120,44.0
1997,87,0,1475,Donnie Hammond,54.95,61,111,39.0
1997,88,0,10809,Jim Furyk,54.93,78,142,42.0
1997,89,0,6577,John Wilson,54.86,79,144,48.0
1997,90,0,8375,Paul Stankowski,54.8,97,177,56.0
1997,91,0,2104,Jeff Sluman,54.67,82,150,38.0
1997,92,0,6527,Steve Stricker,54.64,53,97,32.0
1997,93,0,1196,Brian Claar,54.62,71,130,38.0
1997,94,0,1682,Wayne Levi,54.55,60,110,32.0
1997,95,0,2131,Mike Springer,54.46,55,101,41.0
1997,96,0,12782,Tim Herron,54.35,100,184,35.0
1997,97,0,10585,Scott McCarron,54.07,73,135,43.0
1997,98,0,1203,Russ Cochran,53.99,88,163,53.0
1997,99,0,2023,Clarence Rose,53.94,89,165,51.0
1997,100,0,1706,Davis Love III,53.85,63,117,28.0
1997,101,0,2146,Payne Stewart,53.8,85,158,58.0
1997,102,0,2218,Ted Tryba,53.76,93,173,47.0
1997,103,0,6090,Jim McGovern,53.73,72,134,37.0
1997,104,0,10569,Mike Brisky,53.71,94,175,68.0
1997,105,0,7465,Hideki Kase,53.62,74,138,39.0
1997,106,0,1378,David Frost,53.49,69,129,50.0
1997,107,0,7867,Woody Austin,53.44,70,131,50.0
1997,108,0,1599,Steve Jones,53.33,64,120,30.0
1997,109,0,1577,Lee Janzen,53.21,83,156,55.0
1997,110,0,2223,Bob Tway,53.1,77,145,38.0
1997,111,0,1943,Chris Perry,53.05,87,164,64.0
1997,112,0,2267,D.A. Weibring,53.04,61,115,48.0
1997,113,0,1161,Mark Calcavecchia,52.99,71,134,16.0
1997,114,0,6522,Ernie Els,52.94,54,102,33.0
1997,114,0,2133,Craig Stadler,52.94,63,119,36.0
1997,116,0,6124,Patrick Burke,52.88,55,104,35.0
1997,117,0,2007,Larry Rinker,52.84,93,176,60.0
1997,118,0,1960,Don Pooley,52.59,61,116,43.0
1997,119,0,1797,Rocco Mediate,52.52,73,139,32.0
1997,120,0,6044,Scott Gump,52.41,87,166,52.0
1997,121,0,12387,Michael Christie,52.36,100,191,65.0
1997,122,0,7547,Craig Kanada,52.21,59,113,48.0
1997,123,0,1133,Billy Ray Brown,51.97,66,127,45.0
1997,124,0,1766,Billy Mayfair,51.85,84,162,44.0
1997,125,0,1143,Brad Bryant,51.82,57,110,40.0
1997,126,0,1975,Tom Purtzer,51.59,65,126,31.0
1997,127,0,2159,Curtis Strange,51.58,49,95,37.0
1997,128,0,6036,Scott Dunlap,51.45,71,138,43.0
1997,129,0,2245,Grant Waite,51.09,94,184,45.0
1997,130,0,8385,Omar Uresti,50.93,82,161,57.0
1997,131,0,2292,Bob Wolcott,50.78,65,128,40.0
1997,132,0,2049,Gene Sauers,50.65,39,77,33.0
1997,133,0,10207,Jimmy Johnston,50.62,82,162,53.0
1997,134,0,1288,Ed Dougherty,50.0,58,116,40.0
1997,134,0,1307,Joel Edwards,50.0,77,154,51.0
1997,134,0,11032,Frank Lickliter II,50.0,61,122,41.0
1997,134,0,2100,Tim Simpson,50.0,45,90,40.0
1997,134,0,2256,Tom Watson,50.0,40,80,35.0
1997,139,0,1941,Tom Pernice Jr.,49.68,77,155,62.0
1997,140,0,1553,John Huston,49.67,76,153,49.0
1997,141,0,2170,Hal Sutton,49.65,71,143,54.0
1997,142,0,1185,Brandel Chamblee,49.57,58,117,45.0
1997,143,0,1633,Tom Kite,49.48,48,97,32.0
1997,144,0,1011,Rafael Alarcon,49.29,69,140,62.0
1997,145,0,1219,John Cook,49.25,66,134,51.0
1997,146,0,1569,Peter Jacobsen,49.24,65,132,49.0
1997,147,0,8339,Spike McRoy,49.09,54,110,52.0
1997,148,0,6621,Joe Durant,48.98,96,196,55.0
1997,149,0,6012,Greg Kraft,48.95,93,190,79.0
1997,150,0,8553,Lee Porter,48.63,71,146,61.0
1997,151,0,1487,Jeff Hart,48.6,52,107,40.0
1997,152,0,1139,Olin Browne,48.57,85,175,75.0
1997,153,0,1945,Kenny Perry,48.28,56,116,31.0
1997,154,0,6581,David Sutherland,48.25,55,114,41.0
1997,155,0,7087,Hugh Royer III,48.24,82,170,51.0
1997,156,0,8265,Eric Johnson,48.09,63,131,61.0
1997,157,0,1261,Jay Delsing,47.68,72,151,61.0
1997,158,0,1226,Fred Couples,47.44,37,78,25.0
1997,159,0,2095,Larry Silveira,47.27,52,110,56.0
1997,160,0,7003,David Berganio Jr.,47.14,66,140,38.0
1997,161,0,1385,Jim Gallagher Jr.,47.06,80,170,76.0
1997,162,0,7363,Craig Bowden,46.88,45,96,47.0
1997,163,0,12663,Phil Tataurangi,46.61,55,118,60.0
1997,164,0,2008,Lee Rinker,46.41,71,153,59.0
1997,165,0,5466,Jack O'Keefe,46.27,62,134,60.0
1997,166,0,2226,Tray Tyner,46.22,55,119,58.0
1997,167,0,2166,Chip Sullivan,46.15,66,143,62.0
1997,168,0,9011,David Duval,45.68,74,162,43.0
1997,169,0,1724,Jeff Maggert,45.67,58,127,44.0
1997,170,0,2101,Joey Sindelar,45.18,75,166,68.0
1997,171,0,2321,Fuzzy Zoeller,45.07,32,71,32.0
1997,172,0,6132,Sonny Skinner,44.9,44,98,47.0
1997,173,0,1549,Mike Hulbert,44.74,68,152,67.0
1997,174,0,1388,Robert Gamez,44.53,57,128,51.0
1997,175,0,7101,Dave Stockton Jr.,44.37,67,151,73.0
1997,176,0,2115,Taylor Smith,44.3,70,158,77.0
1997,177,0,2099,Scott Simpson,44.27,58,131,55.0
1997,178,0,10837,Kevin Burton,44.26,54,122,62.0
1997,179,0,1771,Blaine McCallister,44.06,63,143,68.0
1997,180,0,8793,Tiger Woods,44.04,48,109,38.0
1997,181,0,12826,Paul Claxton,43.68,38,87,51.0
1997,182,0,10505,Shane Bertsch,43.36,62,143,68.0
1997,183,0,1717,Sandy Lyle,43.18,38,88,37.0
1997,184,0,2246,Duffy Waldorf,43.15,63,146,68.0
1997,185,0,6515,Shaun Micheel,42.53,37,87,41.0
1997,186,0,2279,Mark Wiebe,42.45,59,139,63.0
1997,187,0,10962,Bradley Hughes,42.34,47,111,51.0
1997,188,0,1035,Tommy Armour III,42.18,62,147,74.0
1997,189,0,8547,John Maginnes,41.34,74,179,86.0
1997,190,0,10875,Todd Demsey,41.18,49,119,65.0
1997,191,0,10213,Dicky Pride,40.5,49,121,59.0
1997,192,0,1444,Ken Green,40.22,37,92,50.0
1997,193,0,1326,Nick Faldo,39.13,27,69,35.0
1997,194,0,20158,Anthony Rodriguez,38.46,35,91,48.0
1997,195,0,6144,John Dowdall,36.79,39,106,71.0
1990,1,0,1042,Paul Azinger,67.22,121,180,-1.00
1990,2,0,1378,David Frost,61.54,96,156,-5.00
1990,3,0,1823,Larry Mize,60.31,79,131,-8.00
1990,4,0,1024,Billy Andrade,60.0,117,195,+3.00
1990,5,0,1766,Billy Mayfair,59.9,115,192,-4.00
1990,6,0,1557,John Inman,59.34,108,182,+7.00
1990,7,0,1346,Ed Fiori,59.31,121,204,-9.00
1990,8,0,1553,John Huston,58.43,97,166,+9.00
1990,8,0,1571,Barry Jaeckel,58.43,52,89,+18.00
1990,10,0,2186,Brian Tennyson,57.95,102,176,-1.00
1990,11,0,1049,Ian Baker-Finch,57.55,80,139,+8.00
1990,12,0,1303,Bob Eastwood,57.33,86,150,-11.00
1990,13,0,1495,Morris Hatalsky,57.14,92,161,-1.00
1990,13,0,2094,Tony Sills,57.14,44,77,+2.00
1990,15,0,1175,Jim Carter,56.98,98,172,+9.00
1990,16,0,1196,Brian Claar,56.85,83,146,-8.00
1990,17,0,1072,Chip Beck,56.68,106,187,-2.00
1990,18,0,2322,Richard Zokol,56.41,66,117,-9.00
1990,19,0,2041,Bill Sander,56.32,107,190,-6.00
1990,20,0,2241,Bobby Wadkins,56.22,113,201,-21.00
1990,21,0,1414,Bob Gilder,56.12,78,139,+5.00
1990,22,0,1938,David Peoples,55.62,99,178,+1.00
1990,23,0,1835,Tommy Moore,55.47,71,128,+10.00
1990,24,0,2100,Tim Simpson,55.15,75,136,-3.00
1990,25,0,1876,Greg Norman,55.05,60,109,-9.00
1990,26,0,1489,Steve Hart,54.76,69,126,+3.00
1990,27,0,1329,Brad Faxon,54.71,93,170,+12.00
1990,28,0,1306,David Edwards,54.62,71,130,+8.00
1990,29,0,2049,Gene Sauers,54.6,89,163,-5.00
1990,30,0,1444,Ken Green,54.42,80,147,-13.00
1990,31,0,2230,Stan Utley,54.26,102,188,E
1990,32,0,1381,Fred Funk,54.2,71,131,+7.00
1990,33,0,2104,Jeff Sluman,54.17,104,192,+3.00
1990,34,0,1706,Davis Love III,54.07,93,172,+1.00
1990,35,0,1946,Peter Persons,54.02,94,174,+5.00
1990,36,0,2167,Mike Sullivan,54.01,74,137,+5.00
1990,37,0,2159,Curtis Strange,53.85,56,104,-6.00
1990,38,0,2214,Kirk Triplett,53.78,64,119,-1.00
1990,39,0,1701,Bob Lohr,53.7,87,162,-9.00
1990,40,0,1682,Wayne Levi,53.62,74,138,+6.00
1990,41,0,1150,George Burns,53.55,83,155,+3.00
1990,42,0,1203,Russ Cochran,53.49,92,172,-3.00
1990,43,0,1715,Mark Lye,52.99,71,134,-3.00
1990,44,0,1507,Webb Heintzelman,52.94,72,136,+11.00
1990,44,0,1633,Tom Kite,52.94,63,119,-4.00
1990,46,0,1355,Raymond Floyd,52.73,58,110,+2.00
1990,47,0,1284,Mike Donald,52.69,98,186,-11.00
1990,48,0,1331,Rick Fehr,52.41,87,166,+7.00
1990,49,0,1971,Dillard Pruitt,52.34,56,107,+24.00
1990,50,0,1390,Buddy Gardner,52.08,100,192,-4.00
1990,50,0,1846,Jodie Mudd,52.08,75,144,-4.00
1990,50,0,2256,Tom Watson,52.08,50,96,-6.00
1990,53,0,6142,Mitch Adcock,51.96,53,102,+16.00
1990,54,0,1132,Mark Brooks,51.93,94,181,-2.00
1990,55,0,1266,Clark Dennis,51.9,82,158,+7.00
1990,56,0,1577,Lee Janzen,51.85,70,135,+4.00
1990,57,0,1641,Gary Koch,51.82,57,110,+12.00
1990,58,0,2010,Loren Roberts,51.81,86,166,+6.00
1990,59,0,1093,Ronnie Black,51.67,93,180,+2.00
1990,60,0,1014,Fulton Allem,51.61,64,124,+1.00
1990,61,0,2007,Larry Rinker,51.57,82,159,-18.00
1990,62,0,1040,Emlyn Aubrey,51.46,88,171,E
1990,62,0,1078,Jim Benepe,51.46,53,103,+3.00
1990,64,0,2033,Dave Rummells,51.41,91,177,+6.00
1990,65,0,1154,Bill Buttner,51.37,75,146,+1.00
1990,66,0,1388,Robert Gamez,51.32,78,152,-11.00
1990,67,0,2215,Paul Trittler,51.08,71,139,+11.00
1990,68,0,1941,Tom Pernice Jr.,51.04,49,96,+8.00
1990,69,0,6148,Dennis Harrington,50.88,58,114,-4.00
1990,70,0,1129,Bill Britton,50.87,88,173,+18.00
1990,71,0,1201,Lennie Clements,50.82,62,122,+3.00
1990,72,0,1261,Jay Delsing,50.76,100,197,-21.00
1990,73,0,1797,Rocco Mediate,50.72,70,138,-7.00
1990,74,0,2303,Robert Wrenn,50.65,78,154,+17.00
1990,75,0,1928,Corey Pavin,50.53,96,190,-10.00
1990,76,0,1736,Roger Maltbie,50.46,55,109,+6.00
1990,77,0,2133,Craig Stadler,50.43,58,115,-1.00
1990,78,0,1418,Bill Glasson,50.38,67,133,-8.00
1990,79,0,2111,Mike Smith,50.34,74,147,-9.00
1990,80,0,2023,Clarence Rose,50.31,82,163,+16.00
1990,81,0,1323,Brad Fabel,50.0,59,118,+6.00
1990,81,0,1533,P.H. Horgan III,50.0,76,152,-5.00
1990,81,0,2242,Lanny Wadkins,50.0,92,184,-11.00
1990,81,0,2267,D.A. Weibring,50.0,59,118,+7.00
1990,81,0,2321,Fuzzy Zoeller,50.0,57,114,-2.00
1990,86,0,1151,Clark Burroughs,49.65,71,143,+12.00
1990,87,0,6150,Carl Cooper,49.44,44,89,+11.00
1990,88,0,1143,Brad Bryant,49.32,72,146,-5.00
1990,88,0,1435,Wayne Grady,49.32,72,146,-10.00
1990,90,0,1887,Mark O'Meara,49.29,69,140,-8.00
1990,91,0,1313,Steve Elkington,49.21,62,126,-11.00
1990,92,0,2180,Harry Taylor,49.18,30,61,+8.00
1990,93,0,1837,Gil Morgan,49.17,59,120,-4.00
1990,94,0,6128,Steve Lamontagne,49.11,83,169,+4.00
1990,95,0,2185,Lance Ten Broeck,48.94,92,188,+18.00
1990,96,0,1723,Andrew Magee,48.86,86,176,-2.00
1990,97,0,1771,Blaine McCallister,48.82,83,170,+13.00
1990,98,0,1475,Donnie Hammond,48.59,69,142,+7.00
1990,99,0,1968,Nick Price,48.55,67,138,-5.00
1990,100,0,1235,Ben Crenshaw,48.46,63,130,-10.00
1990,101,0,1926,Steve Pate,48.42,92,190,-1.00
1990,102,0,6284,Jim Hallet,48.32,72,149,+15.00
1990,103,0,1943,Chris Perry,48.2,67,139,-8.00
1990,104,0,1527,Scott Hoch,48.0,72,150,-9.00
1990,104,0,1891,David Ogrin,48.0,72,150,+9.00
1990,106,0,1161,Mark Calcavecchia,47.59,69,145,-12.00
1990,107,0,1096,Phil Blackmar,47.5,57,120,+3.00
1990,108,0,2090,Tom Sieckmann,47.48,66,139,+8.00
1990,109,0,2279,Mark Wiebe,47.4,82,173,+11.00
1990,110,0,1996,Mike Reid,47.37,54,114,+2.00
1990,111,0,1960,Don Pooley,47.24,60,127,-9.00
1990,112,0,2146,Payne Stewart,47.22,68,144,-16.00
1990,113,0,1385,Jim Gallagher Jr.,47.21,93,197,+2.00
1990,114,0,1133,Billy Ray Brown,47.11,57,121,-11.00
1990,115,0,1458,Jerry Haas,47.02,71,151,+15.00
1990,116,0,6130,Jeffrey Wilson,46.96,54,115,+33.00
1990,117,0,1288,Ed Dougherty,46.88,60,128,-8.00
1990,118,0,2292,Bob Wolcott,46.83,59,126,+12.00
1990,119,0,1487,Jeff Hart,46.77,58,124,+4.00
1990,119,0,1569,Peter Jacobsen,46.77,58,124,-7.00
1990,121,0,1468,Gary Hallberg,46.67,63,135,+11.00
1990,122,0,2101,Joey Sindelar,46.62,62,133,+5.00
1990,123,0,2099,Scott Simpson,46.61,55,118,-6.00
1990,124,0,6140,Sean Murphy,46.6,48,103,+16.00
1990,125,0,1725,John Mahaffey,46.55,81,174,-3.00
1990,126,0,1522,Lon Hinkle,46.49,53,114,-5.00
1990,127,0,1599,Steve Jones,46.4,58,125,-4.00
1990,128,0,1945,Kenny Perry,46.34,57,123,+15.00
1990,129,0,6332,Neal Lancaster,46.3,50,108,+4.00
1990,130,0,2246,Duffy Waldorf,46.26,68,147,-6.00
1990,131,0,1168,David Canipe,46.21,61,132,+15.00
1990,132,0,2148,Ray Stewart,46.02,81,176,+8.00
1990,133,0,1443,Hubert Green,45.92,45,98,+5.00
1990,134,0,1457,Jay Haas,45.83,77,168,-2.00
1990,135,0,6136,Mike Schuchart,45.69,53,116,+4.00
1990,136,0,1156,Curt Byrum,45.58,67,147,+1.00
1990,137,0,1559,Hale Irwin,45.54,46,101,+3.00
1990,138,0,1157,Tom Byrum,45.4,74,163,+11.00
1990,139,0,1975,Tom Purtzer,45.22,52,115,+1.00
1990,140,0,2294,Willie Wood,45.19,47,104,+22.00
1990,141,0,1098,Jay Don Blake,45.18,75,166,-2.00
1990,142,0,1061,Ray Barr Jr.,45.16,42,93,+8.00
1990,142,0,1321,Tom Eubank,45.16,42,93,+17.00
1990,142,0,1361,Dan Forsman,45.16,56,124,+4.00
1990,145,0,2170,Hal Sutton,45.03,68,151,+13.00
1990,146,0,1320,Bob Estes,44.94,71,158,E
1990,147,0,1469,Dan Halldorson,44.71,38,85,-2.00
1990,148,0,6197,Michael Allen,44.52,69,155,+12.00
1990,148,0,1060,Dave Barr,44.52,65,146,-18.00
1990,150,0,1037,Dewey Arnette,44.44,52,117,+9.00
1990,150,0,1200,Keith Clearwater,44.44,56,126,+12.00
1990,150,0,1607,Brian Kamm,44.44,36,81,+16.00
1990,153,0,1510,Nolan Henke,44.23,46,104,-5.00
1990,153,0,1925,Jerry Pate,44.23,46,104,-2.00
1990,155,0,1639,Kenny Knox,44.2,61,138,+1.00
1990,156,0,2118,J.C. Snead,44.04,48,109,-6.00
1990,157,0,1878,Andy North,43.9,54,123,-3.00
1990,158,0,1106,Jim Booros,43.75,56,128,+10.00
1990,158,0,2201,Jim Thorpe,43.75,70,160,-6.00
1990,160,0,1790,Pat McGowan,43.51,57,131,E
1990,161,0,1006,John Adams,43.38,59,136,+1.00
1990,162,0,2225,Howard Twitty,43.29,71,164,+28.00
1990,163,0,1690,Bruce Lietzke,43.27,45,104,E
1990,164,0,1226,Fred Couples,43.1,50,116,-3.00
1990,165,0,1499,Mark Hayes,42.5,51,120,+14.00
1990,166,0,1035,Tommy Armour III,42.47,62,146,+9.00
1990,167,0,1783,Mark McCumber,42.36,61,144,-10.00
1990,168,0,2298,Jim Woodward,42.22,38,90,E
1990,169,0,1549,Mike Hulbert,42.18,89,211,+6.00
1990,169,0,2224,Greg Twiggs,42.18,62,147,+21.00
1990,171,0,6122,Greg Hickman,42.11,40,95,+19.00
1990,172,0,1333,Jack Ferenz,41.94,39,93,-26.00
1990,173,0,1219,John Cook,41.67,55,132,-3.00
1990,173,0,2087,Don Shirey Jr.,41.67,60,144,+13.00
1990,175,0,2239,Scott Verplank,41.57,69,166,-5.00
1990,176,0,2095,Larry Silveira,41.44,46,111,+3.00
1990,177,0,2190,Doug Tewell,41.35,43,104,+7.00
1990,178,0,2067,Ted Schulz,41.21,75,182,+14.00
1990,179,0,1935,Calvin Peete,41.0,41,100,+13.00
1990,180,0,6425,Rick Todd,40.78,42,103,+18.00
1990,181,0,2195,Leonard Thompson,40.74,66,162,+4.00
1990,182,0,1068,Andy Bean,40.35,46,114,-6.00
1990,183,0,2245,Grant Waite,40.34,48,119,+13.00
1990,184,0,1023,Jerry Anderson,39.29,33,84,+13.00
1990,185,0,1197,Bobby Clampett,39.08,34,87,+8.00
1990,186,0,1310,Dave Eichelberger,38.96,60,154,+6.00
1990,187,0,6118,Greg Bruckner,38.78,57,147,+9.00
1990,188,0,6132,Sonny Skinner,38.18,42,110,+11.00
1990,189,0,2223,Bob Tway,37.43,67,179,-10.00
1990,190,0,6124,Patrick Burke,37.35,31,83,+1.00
1990,191,0,1307,Joel Edwards,35.61,47,132,+10.00
1990,192,0,6144,John Dowdall,34.52,29,84,+8.00
1999,1,0,2104,Jeff Sluman,67.27,111,165,31.0
1999,2,0,1378,David Frost,64.88,109,168,38.0
1999,3,0,1928,Corey Pavin,63.2,79,125,38.0
1999,4,0,20593,Greg Chalmers,62.22,112,180,43.0
1999,5,0,10860,Justin Leonard,61.88,99,160,38.0
1999,6,0,1996,Mike Reid,61.7,58,94,28.0
1999,7,0,1024,Billy Andrade,61.64,90,146,36.0
1999,8,0,1527,Scott Hoch,61.15,96,157,39.0
1999,9,0,2257,Brian Watts,60.93,92,151,40.0
1999,10,0,20124,Alan Bratton,60.16,74,123,41.0
1999,11,0,6595,Kevin Sutherland,60.14,86,143,36.0
1999,12,0,1096,Phil Blackmar,60.13,95,158,42.0
1999,13,0,20229,Stewart Cink,60.0,90,150,48.0
1999,14,0,1553,John Huston,59.69,77,129,38.0
1999,15,0,6575,Dudley Hart,59.68,111,186,41.0
1999,16,0,7753,Kevin Wentworth,59.43,63,106,39.0
1999,17,0,1175,Jim Carter,59.41,101,170,58.0
1999,18,0,12823,Carlos Franco,58.72,64,109,24.0
1999,19,0,6522,Ernie Els,58.65,61,104,27.0
1999,20,0,6617,Brian Henninger,58.58,99,169,53.0
1999,21,0,1887,Mark O'Meara,58.56,65,111,45.0
1999,22,0,1042,Paul Azinger,58.46,76,130,28.0
1999,23,0,6567,Vijay Singh,58.33,98,168,37.0
1999,24,0,1376,Bob Friend,58.17,121,208,85.0
1999,25,0,1157,Tom Byrum,58.13,93,160,58.0
1999,26,0,10569,Mike Brisky,58.04,83,143,45.0
1999,27,0,1766,Billy Mayfair,57.5,92,160,44.0
1999,27,0,2242,Lanny Wadkins,57.5,69,120,49.0
1999,29,0,2294,Willie Wood,57.25,75,131,53.0
1999,30,0,10809,Jim Furyk,56.77,88,155,43.0
1999,31,0,8793,Tiger Woods,56.76,63,111,10.0
1999,32,0,2008,Lee Rinker,56.71,93,164,59.0
1999,33,0,12782,Tim Herron,56.67,85,150,34.0
1999,34,0,1927,Dennis Paulson,56.5,100,177,46.0
1999,35,0,20098,Stuart Appleby,56.49,87,154,49.0
1999,36,0,1093,Ronnie Black,56.18,50,89,32.0
1999,37,0,1968,Nick Price,56.04,51,91,23.0
1999,38,0,12660,Jesper Parnevik,56.03,65,116,31.0
1999,39,0,1810,Phil Mickelson,55.88,76,136,23.0
1999,40,0,8123,Jeff Brehaut,55.56,70,126,39.0
1999,40,0,1161,Mark Calcavecchia,55.56,85,153,48.0
1999,42,0,1116,Michael Bradley,55.48,86,155,51.0
1999,43,0,1139,Olin Browne,55.41,82,148,54.0
1999,44,0,1723,Andrew Magee,55.37,98,177,50.0
1999,45,0,10213,Dicky Pride,55.36,62,112,41.0
1999,46,0,7749,Brett Quigley,55.17,48,87,22.0
1999,47,0,8931,Glen Day,55.03,93,169,57.0
1999,48,0,6599,John Elliott,54.9,84,153,46.0
1999,48,0,1920,Craig Parry,54.9,56,102,35.0
1999,50,0,8993,Franklin Langham,54.45,104,191,66.0
1999,51,0,1072,Chip Beck,54.36,81,149,59.0
1999,52,0,7763,Doug Dunakey,54.29,76,140,46.0
1999,53,0,1127,Danny Briggs,54.11,79,146,51.0
1999,54,0,1706,Davis Love III,53.98,61,113,26.0
1999,55,0,1361,Dan Forsman,53.96,75,139,42.0
1999,56,0,10585,Scott McCarron,53.89,90,167,56.0
1999,57,0,19846,Brian Gay,53.85,63,117,48.0
1999,58,0,1040,Emlyn Aubrey,53.61,52,97,34.0
1999,59,0,6251,Chris DiMarco,53.59,97,181,75.0
1999,60,0,1385,Jim Gallagher Jr.,53.47,77,144,49.0
1999,61,0,6527,Steve Stricker,53.45,62,116,51.0
1999,62,0,20127,Chris Riley,53.33,72,135,35.0
1999,63,0,1677,Tom Lehman,53.21,58,109,36.0
1999,64,0,8075,Jerry Kelly,53.2,108,203,64.0
1999,65,0,10425,Jay Williamson,53.06,78,147,42.0
1999,66,0,2239,Scott Verplank,53.05,87,164,61.0
1999,67,0,1707,Steve Lowery,53.01,97,183,53.0
1999,68,0,1577,Lee Janzen,52.86,74,140,54.0
1999,69,0,6078,Esteban Toledo,52.75,96,182,66.0
1999,70,0,19881,Robert Damron,52.7,117,222,80.0
1999,71,0,6613,Tommy Tolles,52.6,81,154,59.0
1999,72,0,1329,Brad Faxon,52.59,61,116,51.0
1999,72,0,2214,Kirk Triplett,52.59,61,116,33.0
1999,74,0,6012,Greg Kraft,52.57,92,175,59.0
1999,75,0,8537,J.P. Hayes,52.56,82,156,46.0
1999,76,0,1891,David Ogrin,52.46,64,122,43.0
1999,77,0,1457,Jay Haas,52.31,68,130,50.0
1999,78,0,1098,Jay Don Blake,52.3,91,174,63.0
1999,79,0,21949,Joe Ogilvie,52.2,83,159,44.0
1999,80,0,1761,Len Mattiace,52.15,97,186,68.0
1999,81,0,10649,Tom Scherrer,51.97,79,152,57.0
1999,82,0,1941,Tom Pernice Jr.,51.95,80,154,61.0
1999,83,0,2223,Bob Tway,51.85,84,162,62.0
1999,84,0,1320,Bob Estes,51.72,90,174,57.0
1999,84,0,1748,Doug Martin,51.72,90,174,61.0
1999,86,0,10107,Deane Pappas,51.69,92,178,66.0
1999,87,0,20029,Notah Begay III,51.68,77,149,32.0
1999,88,0,20094,Jonathan Kaye,51.63,79,153,42.0
1999,89,0,19824,Craig Barlow,51.52,68,132,42.0
1999,90,0,1388,Robert Gamez,51.46,53,103,27.0
1999,91,0,1063,Ben Bates,51.4,92,179,66.0
1999,91,0,6332,Neal Lancaster,51.4,92,179,72.0
1999,93,0,8547,John Maginnes,51.39,74,144,58.0
1999,94,0,11032,Frank Lickliter II,51.22,84,164,49.0
1999,95,0,10423,Mike Weir,51.14,90,176,58.0
1999,96,0,1533,P.H. Horgan III,51.08,95,186,66.0
1999,97,0,6014,Eric Booker,51.01,101,198,66.0
1999,97,0,6315,Pete Jordan,51.01,76,149,65.0
1999,99,0,1549,Mike Hulbert,50.92,83,163,64.0
1999,100,0,8375,Paul Stankowski,50.85,60,118,43.0
1999,101,0,6004,Stephen Ames,50.75,34,67,25.0
1999,102,0,8553,Lee Porter,50.69,73,144,66.0
1999,103,0,11011,Mike Sposa,50.57,88,174,62.0
1999,104,0,20099,Doug Barron,50.54,93,184,69.0
1999,105,0,1724,Jeff Maggert,50.41,61,121,32.0
1999,106,0,1185,Brandel Chamblee,50.39,65,129,46.0
1999,107,0,6036,Scott Dunlap,50.38,67,133,46.0
1999,108,0,21805,Harrison Frazar,50.3,85,169,50.0
1999,109,0,1685,J.L. Lewis,50.0,88,176,54.0
1999,109,0,1905,Joe Ozaki,50.0,52,104,40.0
1999,109,0,2218,Ted Tryba,50.0,79,158,51.0
1999,112,0,1323,Brad Fabel,49.7,83,167,63.0
1999,112,0,1381,Fred Funk,49.7,82,165,59.0
1999,114,0,6044,Scott Gump,49.59,60,121,47.0
1999,115,0,1797,Rocco Mediate,49.52,52,105,26.0
1999,116,0,20213,Katsumasa Miyamoto,49.5,50,101,42.0
1999,117,0,10885,Robert Allenby,49.32,72,146,37.0
1999,117,0,2106,Chris Smith,49.32,73,148,55.0
1999,119,0,2010,Loren Roberts,49.25,66,134,68.0
1999,120,0,1823,Larry Mize,49.14,57,116,51.0
1999,121,0,2206,David Toms,49.04,77,157,64.0
1999,122,0,1132,Mark Brooks,48.99,97,198,83.0
1999,123,0,22292,David Seawell,48.91,45,92,56.0
1999,124,0,1510,Nolan Henke,48.8,81,166,72.0
1999,125,0,1249,John Daly,48.76,59,121,46.0
1999,126,0,2007,Larry Rinker,48.7,75,154,74.0
1999,127,0,1569,Peter Jacobsen,48.67,55,113,37.0
1999,128,0,2170,Hal Sutton,48.57,68,140,56.0
1999,129,0,7101,Dave Stockton Jr.,48.41,76,157,64.0
1999,130,0,6809,Bob Burns,48.37,74,153,67.0
1999,131,0,1313,Steve Elkington,48.35,44,91,25.0
1999,132,0,23614,Rich Beem,48.31,57,118,52.0
1999,133,0,12645,Brent Geiberger,48.3,85,176,51.0
1999,134,0,1203,Russ Cochran,48.12,64,133,58.0
1999,135,0,2099,Scott Simpson,48.08,50,104,53.0
1999,136,0,1374,Robin Freeman,48.06,62,129,46.0
1999,137,0,1771,Blaine McCallister,47.83,77,161,67.0
1999,138,0,21007,Gabriel Hjertstedt,47.8,76,159,65.0
1999,139,0,10733,Kent Jones,47.66,61,128,50.0
1999,140,0,7781,Ty Armstrong,47.65,71,149,50.0
1999,141,0,8385,Omar Uresti,47.53,77,162,73.0
1999,142,0,1191,Barry Cheesman,47.5,76,160,73.0
1999,142,0,6643,Paul Goydos,47.5,76,160,73.0
1999,144,0,1226,Fred Couples,47.37,36,76,25.0
1999,145,0,23621,Rory Sabbatini,47.2,59,125,44.0
1999,146,0,8045,Perry Moss,47.17,50,106,29.0
1999,147,0,10457,Frank Nobilo,47.01,63,134,64.0
1999,148,0,1599,Steve Jones,46.99,39,83,37.0
1999,149,0,6062,Charles Raulerson,46.94,69,147,56.0
1999,150,0,2146,Payne Stewart,46.9,53,113,43.0
1999,151,0,2245,Grant Waite,46.72,64,137,42.0
