YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
2013,87,0,23621,Rory Sabbatini,0.8,1327819,165300000
2013,87,0,21878,Mark Wilson,0.8,913729,113700000
2013,90,0,30944,Jason Kokrak,0.78,1267523,163100000
2013,90,0,1724,Jeff Maggert,0.78,1022327,131200000
2013,90,0,25834,Daniel Summerhays,0.78,1277884,163100000
2013,90,0,22000,Chris Wood,0.78,330585,42250000
2013,94,0,39531,Ken Looper,0.77,73530,9600000
2013,94,0,32139,Danny Willett,0.77,123043,16000000
2013,96,0,1226,Fred Couples,0.76,218397,28800000
2013,97,0,1024,Billy Andrade,0.75,114000,15100000
2013,97,0,32694,Morten Orum Madsen,0.75,60183,8000000
2013,97,0,28723,John Parry,0.75,60183,8000000
2013,100,0,29479,Scott Brown,0.74,1012142,136000000
2013,100,0,24358,Robert Garrigus,0.74,1132355,153800000
2013,102,0,33461,Morgan Hoffmann,0.72,871003,121800000
2013,103,0,20229,Stewart Cink,0.71,1052711,147800000
2013,103,0,27821,Steven Tiley,0.71,56873,8000000
2013,105,0,26758,David Hearn,0.7,1171513,167400000
2013,105,0,27408,Martin Kaymer,0.7,882934,125950000
2013,105,0,1666,Bernhard Langer,0.7,56040,8000000
2013,105,0,24361,Pat Perez,0.7,974799,140100000
2013,109,0,12652,Cameron Beckman,0.69,276805,40100000
2013,109,0,21753,Brian Davis,0.69,1221521,177900000
2013,109,0,22046,Geoff Ogilvy,0.69,892920,128950000
2013,112,0,1320,Bob Estes,0.68,769716,113000000
2013,112,0,28092,D.H. Lee,0.68,882791,129200000
2013,114,0,28307,Matt Every,0.67,1188867,176200000
2013,115,0,26499,Rafa Cabrera Bello,0.66,262967,40000000
2013,115,0,8931,Glen Day,0.66,186609,28200000
2013,115,0,31560,Brian Stuard,0.66,1032027,155900000
2013,118,0,29476,Kyle Reifers,0.63,128400,20300000
2013,118,0,2206,David Toms,0.63,646161,101950000
2013,118,0,33419,Cameron Tringale,0.63,971207,153600000
2013,121,0,23541,Ben Crane,0.62,796947,128900000
2013,121,0,35541,John Peterson,0.62,259679,41900000
2013,123,0,24357,K.J. Choi,0.61,973749,159550000
2013,123,0,35139,Richard Lee,0.61,920833,150100000
2013,123,0,29518,Brendan Steele,0.61,1004159,165100000
2013,123,0,29484,Peter Uihlein,0.61,121625,20000000
2013,127,0,32334,Charlie Beljan,0.6,916228,153700000
2013,127,0,20766,Padraig Harrington,0.6,711243,118000000
2013,127,0,8075,Jerry Kelly,0.6,832406,138800000
2013,127,0,27556,Ted Potter Jr.,0.6,829769,139300000
2013,127,0,23481,Marcel Siem,0.6,402106,66600000
2013,127,0,23623,Bo Van Pelt,0.6,956626,158350000
2013,133,0,23452,Nicolas Colsaerts,0.59,720163,121050000
2013,134,0,31627,Todd Baek,0.58,35960,6200000
2013,134,0,23409,James Driscoll,0.58,821099,140700000
2013,134,0,31202,William McGirt,0.58,867382,148700000
2013,134,0,26329,Louis Oosthuizen,0.58,497407,86300000
2013,138,0,20376,Stephen Gallacher,0.57,242017,42250000
2013,138,0,35539,Luke Guthrie,0.57,991901,173900000
2013,138,0,25198,Francesco Molinari,0.57,423963,73950000
2013,141,0,25274,Steven Bowditch,0.56,697773,125400000
2013,141,0,22792,Peter Hanson,0.56,610176,109650000
2013,141,0,29930,Mike Hendry,0.56,48750,8750000
2013,141,0,33204,Shane Lowry,0.56,345550,62200000
2013,141,0,22348,Nick O'Hern,0.56,282464,50600000
2013,141,0,25562,Andres Romero,0.56,718506,127700000
2013,147,0,32448,James Hahn,0.55,853506,156400000
2013,147,0,23800,Bryce Molder,0.55,816920,148500000
2013,149,0,28500,Martin Flores,0.53,805595,152500000
2013,149,0,20157,Retief Goosen,0.53,315701,59300000
2013,149,0,31138,Scott Jamieson,0.53,131500,24750000
2013,149,0,28780,Nicholas Thompson,0.53,959433,180400000
2013,149,0,26951,Johnson Wagner,0.53,801955,150800000
2013,154,0,24507,Jason Bohn,0.52,739030,140800000
2013,154,0,27644,Brian Harman,0.52,909756,173800000
2013,154,0,33122,Russell Knox,0.52,305972,58900000
2013,154,0,19904,Paul Lawrie,0.52,304369,58250000
2013,158,0,27770,Camilo Villegas,0.51,709673,138600000
2013,159,0,28475,Jeff Overton,0.5,721721,144100000
2013,160,0,30978,Kiradech Aphibarnrat,0.49,120250,24750000
2013,160,0,35450,Patrick Cantlay,0.49,195411,40200000
2013,160,0,28923,Oliver Fisher,0.49,39250,8000000
2013,160,0,25900,Lucas Glover,0.49,747812,152000000
2013,160,0,25444,Justin Hicks,0.49,732741,148600000
2013,165,0,22371,Aaron Baddeley,0.48,721023,148700000
2013,166,0,23353,J.J. Henry,0.47,761859,162000000
2013,166,0,27349,Alex Noren,0.47,184000,39500000
2013,166,0,35957,Daniel Popovic,0.47,41250,8750000
2013,166,0,20160,Charlie Wi,0.47,656671,141100000
2013,170,0,24925,Jonathan Byrd,0.46,428965,94100000
2013,170,0,31557,Jim Herman,0.46,490754,107200000
2013,170,0,10860,Justin Leonard,0.46,694135,152100000
2013,170,0,26476,Chez Reavie,0.46,590922,128900000
2013,174,0,25345,Carl Pettersson,0.45,738142,164050000
2013,175,0,24494,Erik Compton,0.44,651659,149500000
2013,175,0,28679,Fabián Gómez,0.44,586942,132700000
2013,175,0,23325,Vaughn Taylor,0.44,399284,90000000
2013,178,0,24227,Justin Bolli,0.42,545186,129700000
2013,178,0,20593,Greg Chalmers,0.42,632281,152200000
2013,178,0,19970,Robert Karlsson,0.42,444238,107000000
2013,178,0,33418,Shawn Stefani,0.42,511397,123000000
2013,182,0,24083,Marcus Fraser,0.41,183330,44500000
2013,183,0,23548,Bill Lunde,0.4,206710,51600000
2013,184,0,24490,George McNeill,0.39,500797,129100000
2013,184,0,20645,John Senden,0.39,667025,169700000
2013,186,0,25369,Jamie Donaldson,0.37,284946,76250000
2013,186,0,34261,Scott Langley,0.37,590682,161200000
2013,186,0,10213,Dicky Pride,0.37,495390,133500000
2013,186,0,28118,Peter Tomasulo,0.37,218239,59100000
2013,190,0,20098,Stuart Appleby,0.36,538329,149200000
2013,190,0,24846,Ricky Barnes,0.36,553877,154500000
2013,190,0,19825,Darren Clarke,0.36,86717,24000000
2013,190,0,35087,Bio Kim,0.36,28961,8000000
2013,190,0,29531,Richie Ramsay,0.36,119077,33500000
2013,190,0,37460,Jeremiah Wooding,0.36,23760,6600000
2013,196,0,12510,Chad Campbell,0.35,510660,145400000
2013,196,0,27896,Ross Fisher,0.35,311166,87700000
2013,198,0,1203,Russ Cochran,0.34,19068,5600000
2013,198,0,28937,George Coetzee,0.34,267760,79300000
2013,198,0,29974,Branden Grace,0.34,313759,92350000
2013,198,0,1706,Davis Love III,0.34,303469,88000000
2013,198,0,33199,Matteo Manassero,0.34,242684,70950000
2013,203,0,29740,Brad Fritsch,0.33,452182,135500000
2013,203,0,24940,Edward Loar,0.33,47246,14200000
2013,203,0,30163,Henrik Norlander,0.33,401957,123500000
2013,203,0,23788,D.J. Trahan,0.33,284249,86600000
2013,207,0,25364,Paul Casey,0.32,147612,45750000
2013,207,0,12782,Tim Herron,0.32,302569,95300000
2013,207,0,30852,Ryo Ishikawa,0.32,424539,134000000
2013,207,0,24511,Thongchai Jaidee,0.32,104125,32750000
2013,207,0,23497,Tag Ridings,0.32,428920,135700000
2013,207,0,34431,Robert Streb,0.32,454871,142300000
2013,213,0,35545,Blayne Barber,0.31,52110,16800000
2013,213,0,32262,Mark Brown,0.31,24641,8000000
2013,213,0,20218,Shingo Katayama,0.31,24641,8000000
2013,213,0,24503,Jeff Klauk,0.31,149829,48000000
2013,213,0,35879,Kelly Kraft,0.31,39538,12700000
2013,213,0,1948,Tim Petrovic,0.31,196564,62700000
2013,219,0,34021,Bud Cauley,0.3,443697,145900000
2013,219,0,6251,Chris DiMarco,0.3,175554,59500000
2013,219,0,36884,Ben Kohles,0.3,419415,141900000
2013,219,0,20691,Greg Owen,0.3,442197,145300000
2013,219,0,6595,Kevin Sutherland,0.3,223098,75200000
2013,224,0,22621,Ben Curtis,0.29,372542,128900000
2013,224,0,30750,Tommy Gainey,0.29,520477,177150000
2013,224,0,32698,Bobby Gates,0.29,320248,112200000
2013,227,0,27554,Scott Harrington,0.28,18295,6600000
2013,227,0,6573,Brandt Jobe,0.28,309103,109100000
2013,227,0,27503,Steve LeBrun,0.28,337156,118500000
2013,230,0,10944,Thomas Bjørn,0.27,87170,32750000
2013,230,0,1945,Kenny Perry,0.27,52616,19200000
2013,230,0,26497,Casey Wittenberg,0.27,425394,159800000
2013,233,0,1378,David Frost,0.26,16864,6400000
2013,233,0,8725,Tom Gillis,0.26,345324,132900000
2013,233,0,22378,Trevor Immelman,0.26,360548,140900000
2013,233,0,26733,John Kimbell,0.26,12162,4600000
2013,233,0,32816,Satoshi Kodaira,0.26,42800,16750000
2013,233,0,29289,S.Y. Noh,0.26,391762,148900000
2013,233,0,20580,Andre Stolz,0.26,7905,3000000
2013,240,0,22806,Doug LaBelle II,0.25,338920,134500000
2013,240,0,6567,Vijay Singh,0.25,309349,124900000
2013,240,0,20935,Toru Taniguchi,0.25,41750,16750000
2013,243,0,26525,Grégory Bourdy,0.24,19085,8000000
2013,243,0,7457,Steve Flesch,0.24,76654,31300000
2013,243,0,19991,Peter Hedblom,0.24,18926,8000000
2013,243,0,20608,David Howell,0.24,18926,8000000
2013,243,0,24956,Mikko Ilonen,0.24,60052,24750000
2013,243,0,22056,Cameron Percy,0.24,277334,116600000
2013,243,0,33911,Nate Smith,0.24,15828,6700000
2013,243,0,26498,Matt Weibring,0.24,19406,8000000
2013,243,0,12602,Dean Wilson,0.24,20836,8600000
2013,252,0,33120,Mark Anderson,0.23,12824,5600000
2013,252,0,1619,Skip Kendall,0.23,13590,6000000
2013,252,0,25396,Kevin Na,0.23,110864,48000000
2013,252,0,29223,Sam Saunders,0.23,15184,6500000
2013,252,0,33486,Roger Sloan,0.23,12805,5600000
2013,252,0,21498,Hideto Tanihara,0.23,12824,5600000
2013,252,0,28928,Gareth Wright,0.23,18397,8000000
2013,259,0,20070,Matt Bettencourt,0.22,101686,47200000
2013,259,0,6034,Marco Dawson,0.22,6630,3000000
2013,259,0,23718,Nathan Green,0.22,97753,44800000
2013,259,0,10733,Kent Jones,0.22,6630,3000000
2013,259,0,27929,Shiv Kapur,0.22,17863,8000000
2013,259,0,28258,K.T. Kim,0.22,17863,8000000
2013,259,0,1717,Sandy Lyle,0.22,34962,16000000
2013,259,0,20127,Chris Riley,0.22,27520,12500000
2013,259,0,2076,Peter Senior,0.22,17252,8000000
2013,259,0,26668,Marc Turnesa,0.22,12900,6000000
2013,259,0,35469,Sebastián Vázquez,0.22,7700,3500000
2013,270,0,20771,Steven Alker,0.21,28961,13600000
2013,270,0,24957,Simon Khan,0.21,16844,8000000
2013,270,0,29478,Kevin Kisner,0.21,6180,3000000
2013,270,0,28135,Aaron Watkins,0.21,217495,106000000
2013,270,0,24663,Y.E. Yang,0.21,259116,122200000
2013,275,0,21646,David Branshaw,0.2,12444,6100000
2013,275,0,23290,Andrew Johnson,0.2,5850,3000000
2013,275,0,27060,John Mallinger,0.2,137298,69800000
2013,275,0,28158,Steve Marino,0.2,148873,74100000
2013,275,0,22961,David Mathis,0.2,274476,138900000
2013,275,0,24140,Sean O'Hair,0.2,268614,134100000
2013,275,0,22293,Heath Slocum,0.2,90796,45300000
2013,275,0,22110,Thaworn Wiratchant,0.2,50600,24750000
2013,283,0,22764,Michael Block,0.19,12342,6600000
2013,283,0,32070,Rafael Campos,0.19,6650,3500000
2013,283,0,29720,Andres Gonzales,0.19,179387,93100000
2013,283,0,27129,Luke List,0.19,264400,135700000
2013,287,0,27796,Joe Affrunti,0.18,49614,27300000
2013,287,0,34262,Jon Curran,0.18,28350,16200000
2013,287,0,27120,Troy Matteson,0.18,245089,139700000
2013,287,0,23797,Brett Rumford,0.18,44250,24750000
2013,291,0,6004,Stephen Ames,0.17,188985,111000000
2013,291,0,27958,Ryan Blaum,0.17,20416,12300000
2013,291,0,1142,Bart Bryant,0.17,19068,11200000
2013,291,0,24399,Scott Gardiner,0.17,219644,129200000
2013,291,0,22295,Darron Stiles,0.17,184866,111300000
2013,291,0,24457,Jaco Van Zyl,0.17,41500,24750000
2013,291,0,2246,Duffy Waldorf,0.17,28656,16400000
2013,298,0,1766,Billy Mayfair,0.16,123859,75200000
2013,299,0,28455,Will Claxton,0.15,206721,138900000
2013,299,0,1388,Robert Gamez,0.15,17880,12200000
2013,299,0,23552,Hank Kuehne,0.15,48045,31200000
2013,299,0,10423,Mike Weir,0.15,194510,130400000
2013,303,0,10885,Robert Allenby,0.14,204272,141800000
2013,303,0,23204,Gary Christian,0.14,75332,55200000
2013,303,0,24604,Hunter Haas,0.14,42929,31500000
2013,303,0,1677,Tom Lehman,0.14,20077,14400000
2013,303,0,35459,Chris Williams,0.14,39304,28900000
2013,308,0,20572,Rod Pampling,0.13,110451,88100000
2013,308,0,25457,Alexandre Rocha,0.13,21254,16700000
2013,310,0,30711,Colt Knost,0.12,176710,145300000
2013,310,0,6373,José María Olazábal,0.12,19480,16000000
2013,310,0,20443,Jin Park,0.12,136455,110600000
2013,310,0,25336,Alistair Presnell,0.12,163133,130800000
2013,310,0,21951,Joey Snyder III,0.12,98886,85700000
2013,310,0,29454,Bernd Wiesberger,0.12,19085,16000000
2013,316,0,21284,Hiroyuki Fujita,0.11,46000,40750000
2013,316,0,28310,Lee Williams,0.11,133754,123000000
2013,318,0,6332,Neal Lancaster,0.1,36978,37100000
2013,318,0,21959,Ted Purdy,0.1,12797,12700000
2013,318,0,7013,Wes Short Jr.,0.1,82855,84300000
2013,318,0,2256,Tom Watson,0.1,28980,30300000
2013,322,0,23778,Brad Adamonis,0.09,11340,12400000
2013,322,0,6621,Joe Durant,0.09,32290,34600000
2013,322,0,21350,Ryuji Imada,0.09,30820,34000000
2013,322,0,36689,Brooks Koepka,0.09,14950,16000000
2013,322,0,1887,Mark O'Meara,0.09,20077,22200000
2013,327,0,1473,Todd Hamilton,0.08,17863,22100000
2013,327,0,29425,Andrew Svoboda,0.08,77219,101100000
2013,327,0,2239,Scott Verplank,0.08,62905,80500000
2013,330,0,1116,Michael Bradley,0.07,79107,117000000
2013,330,0,35901,Paul Haley II,0.07,73004,99300000
2013,330,0,12660,Jesper Parnevik,0.07,49241,75200000
2013,333,0,24461,Thomas Aiken,0.06,7104,11000000
2013,333,0,21407,Arjun Atwal,0.06,22122,39700000
2013,333,0,1249,John Daly,0.06,43543,70400000
2013,333,0,20105,Jeff Gove,0.06,53400,93100000
2013,333,0,28308,Troy Kelly,0.06,32350,58400000
2013,333,0,33869,Eric Meierdierks,0.06,58027,104800000
2013,333,0,21949,Joe Ogilvie,0.06,54172,87100000
2013,333,0,25863,Rod Perry,0.06,11656,19700000
2013,341,0,39412,Zack Fischer,0.05,13601,27500000
2013,341,0,27141,J.B. Holmes,0.05,15184,31400000
2013,341,0,26695,Michael Letzig,0.05,45626,93100000
2013,341,0,11032,Frank Lickliter II,0.05,5730,12100000
2013,345,0,1577,Lee Janzen,0.04,25482,59300000
2013,346,0,9011,David Duval,0.01,6210,43500000
2013,346,0,10585,Scott McCarron,0.01,6060,43900000
2014,1,0,28237,Rory McIlroy,5.91,8280095,140200000
2014,2,0,25804,Bubba Watson,3.82,6336975,165800000
2014,3,0,21209,Sergio Garcia,3.73,4939605,132300000
2014,4,0,10809,Jim Furyk,3.69,5987394,162400000
2014,5,0,30925,Dustin Johnson,3.36,4249178,126300000
2014,6,0,28089,Jason Day,3.19,3789572,118800000
2014,7,0,24502,Adam Scott,3.07,4098586,133300000
2014,8,0,27408,Martin Kaymer,2.96,4532535,152900000
2014,9,0,25632,Jimmy Walker,2.85,5787013,202700000
2014,10,0,23108,Matt Kuchar,2.68,4695512,175200000
2014,11,0,1666,Bernhard Langer,2.6,234000,9000000
2014,12,0,22405,Justin Rose,2.59,3926767,151700000
2014,13,0,29420,Billy Horschel,2.45,4814786,196200000
2014,14,0,32102,Rickie Fowler,2.44,4806116,197100000
2014,15,0,30926,Chris Kirk,2.38,4854775,203900000
2014,16,0,34046,Jordan Spieth,2.17,4342746,200200000
2014,17,0,28339,Victor Dubuisson,2.03,1693485,83600000
2014,18,0,34360,Patrick Reed,1.98,4026074,203500000
2014,19,0,29221,Webb Simpson,1.91,3539598,185100000
2014,20,0,24024,Zach Johnson,1.78,3353415,188900000
2014,20,0,23320,Ryan Palmer,1.78,2924297,164300000
2014,22,0,46435,Austin Cook,1.77,102466,5800000
2014,23,0,26596,Ryan Moore,1.71,3098261,181400000
2014,23,0,30927,Brendon Todd,1.71,3396742,198100000
2014,25,0,25396,Kevin Na,1.69,3153105,187100000
2014,26,0,24781,Hunter Mahan,1.65,3097980,188100000
2014,27,0,32839,Hideki Matsuyama,1.56,2837476,182300000
2014,28,0,25572,Graeme McDowell,1.54,2077386,134800000
2014,29,0,21528,Henrik Stenson,1.51,1894234,125300000
2014,30,0,23814,Edoardo Molinari,1.5,288911,19200000
2014,30,0,20645,John Senden,1.5,2856683,190000000
2014,32,0,26851,Marc Leishman,1.48,2558655,173200000
2014,33,0,34099,Harris English,1.47,2947320,200300000
2014,34,0,31323,Gary Woodland,1.46,2734148,186800000
2014,35,0,33141,Keegan Bradley,1.44,2828633,196100000
2014,36,0,27436,Graham DeLaet,1.43,2616515,182800000
2014,37,0,26331,Charl Schwartzel,1.41,1997480,141900000
2014,38,0,27141,J.B. Holmes,1.38,2365204,171800000
2014,39,0,28307,Matt Every,1.37,2540368,184900000
2014,39,0,24924,Bill Haas,1.37,2841518,207800000
2014,41,0,1810,Phil Mickelson,1.34,2158017,161100000
2014,42,0,25369,Jamie Donaldson,1.31,1329822,101800000
2014,43,0,1320,Bob Estes,1.3,156000,12000000
2014,43,0,6527,Steve Stricker,1.3,1154746,88800000
2014,45,0,25686,Jason Dufner,1.25,1651488,132400000
2014,45,0,34098,Russell Henley,1.25,2590492,207100000
2014,45,0,24490,George McNeill,1.25,2014355,161700000
2014,48,0,23540,Jason Allred,1.24,626733,50700000
2014,49,0,23135,Tim Clark,1.21,2066342,170200000
2014,50,0,27929,Shiv Kapur,1.2,191968,16000000
2014,50,0,26679,Kevin Stadler,1.2,2300303,191500000
2014,52,0,24138,Ian Poulter,1.19,1616692,136100000
2014,53,0,19970,Robert Karlsson,1.18,545694,46400000
2014,54,0,29289,S.Y. Noh,1.17,2115231,181500000
2014,54,0,27214,Kevin Streelman,1.17,2107991,180000000
2014,56,0,12716,Charley Hoffman,1.16,1977292,170900000
2014,57,0,33418,Shawn Stefani,1.15,1369256,119100000
2014,58,0,27644,Brian Harman,1.13,2414332,213200000
2014,59,0,20848,Ángel Cabrera,1.11,1868557,167800000
2014,59,0,25198,Francesco Molinari,1.11,1116573,100900000
2014,61,0,39954,Cody Gribble,1.1,98598,9000000
2014,61,0,27963,Chris Stroud,1.1,1826397,165800000
2014,63,0,24459,Richard Sterne,1.09,654232,60000000
2014,64,0,23983,Luke Donald,1.08,1451438,134500000
2014,64,0,26300,Matt Jones,1.08,1928151,178300000
2014,66,0,21961,Charles Howell III,1.05,1997042,189500000
2014,66,0,21731,Freddie Jacobson,1.05,1901787,181400000
2014,66,0,24912,Will MacKenzie,1.05,1853821,175800000
2014,69,0,22046,Geoff Ogilvy,1.04,1809631,174500000
2014,69,0,33419,Cameron Tringale,1.04,2169720,209000000
2014,71,0,24357,K.J. Choi,1.03,1677845,162300000
2014,71,0,34431,Robert Streb,1.03,1300072,125900000
2014,73,0,36689,Brooks Koepka,1.0,1043112,103800000
2014,73,0,31560,Brian Stuard,1.0,1852528,185000000
2014,75,0,6522,Ernie Els,0.99,1799566,181900000
2014,76,0,8075,Jerry Kelly,0.98,1451058,148200000
2014,77,0,24507,Jason Bohn,0.97,1585189,163600000
2014,78,0,24494,Erik Compton,0.95,1796142,189600000
2014,78,0,19958,Miguel Angel Jiménez,0.95,689000,72700000
2014,78,0,30944,Jason Kokrak,0.95,1200379,126500000
2014,81,0,24956,Mikko Ilonen,0.94,429475,45700000
2014,82,0,23541,Ben Crane,0.92,1534632,167300000
2014,83,0,34563,Chesson Hadley,0.9,1703314,189600000
2014,83,0,33413,Ben Martin,0.9,1482833,165300000
2014,83,0,27649,Brandt Snedeker,0.9,1652378,183700000
2014,86,0,30852,Ryo Ishikawa,0.89,1380578,155800000
2014,86,0,33122,Russell Knox,0.89,1513629,170700000
2014,86,0,27072,Alvaro Quiros,0.89,84171,9500000
2014,86,0,27770,Camilo Villegas,0.89,1642121,184800000
2014,90,0,25274,Steven Bowditch,0.88,1734691,197300000
2014,90,0,28937,George Coetzee,0.88,428238,48700000
2014,90,0,24457,Jaco Van Zyl,0.88,75100,8500000
2014,93,0,20396,Lee Westwood,0.87,1223102,141000000
2014,94,0,27895,Jonas Blixt,0.85,1342195,158100000
2014,94,0,25841,Marc Warren,0.85,164140,19200000
2014,96,0,25834,Daniel Summerhays,0.84,1509538,178800000
2014,97,0,25444,Justin Hicks,0.83,1544058,186000000
2014,98,0,30978,Kiradech Aphibarnrat,0.82,584428,71700000
2014,99,0,20098,Stuart Appleby,0.81,1477969,182400000
2014,99,0,24361,Pat Perez,0.81,1315078,162200000
2014,99,0,23481,Marcel Siem,0.81,156679,19400000
2014,102,0,33461,Morgan Hoffmann,0.8,1595921,199300000
2014,102,0,29425,Andrew Svoboda,0.8,1168071,146100000
2014,104,0,10944,Thomas Bjørn,0.79,629950,79700000
2014,104,0,23063,Scott Hend,0.79,193766,24500000
2014,106,0,25364,Paul Casey,0.78,877968,112200000
2014,106,0,20608,David Howell,0.78,208942,26700000
2014,106,0,29518,Brendan Steele,0.78,1359887,174300000
2014,109,0,33204,Shane Lowry,0.77,217866,28200000
2014,110,0,29479,Scott Brown,0.76,1441722,189700000
2014,110,0,25345,Carl Pettersson,0.76,1348392,177500000
2014,110,0,34707,Siddikur Rahman,0.76,53433,7000000
2014,113,0,32262,Mark Brown,0.75,64000,8500000
2014,113,0,32753,Wenyi Huang,0.75,64000,8500000
2014,115,0,32366,Kevin Chappell,0.74,1343409,182000000
2014,115,0,32640,Troy Merritt,0.74,882862,119500000
2014,115,0,28475,Jeff Overton,0.74,1115466,150300000
2014,118,0,26329,Louis Oosthuizen,0.73,946133,129000000
2014,119,0,33199,Matteo Manassero,0.72,559317,78100000
