YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
2014,133,0,29478,Kevin Kisner,+.148
2014,133,0,32150,Michael Thompson,+.148
2014,135,0,27466,Spencer Levin,+.149
2014,136,0,32102,Rickie Fowler,+.150
2014,136,0,29420,Billy Horschel,+.150
2014,136,0,28475,Jeff Overton,+.150
2014,139,0,32334,Charlie Beljan,+.151
2014,139,0,22621,Ben Curtis,+.151
2014,141,0,10885,Robert Allenby,+.152
2014,142,0,23353,J.J. Henry,+.154
2014,143,0,26300,Matt Jones,+.156
2014,144,0,32333,Kevin Tway,+.157
2014,145,0,8075,Jerry Kelly,+.158
2014,146,0,24024,Zach Johnson,+.159
2014,146,0,27408,Martin Kaymer,+.159
2014,146,0,34265,Will Wilcox,+.159
2014,149,0,23135,Tim Clark,+.160
2014,149,0,29425,Andrew Svoboda,+.160
2014,149,0,28132,Tyrone Van Aswegen,+.160
2014,152,0,25274,Steven Bowditch,+.162
2014,153,0,28780,Nicholas Thompson,+.165
2014,154,0,23800,Bryce Molder,+.168
2014,154,0,28486,Michael Putnam,+.168
2014,156,0,26329,Louis Oosthuizen,+.170
2014,156,0,20645,John Senden,+.170
2014,158,0,32200,Roberto Castro,+.173
2014,158,0,26758,David Hearn,+.173
2014,160,0,25191,Gonzalo Fernandez-Castaño,+.175
2014,160,0,25240,D.A. Points,+.175
2014,162,0,25900,Lucas Glover,+.185
2014,163,0,37273,Derek Ernst,+.197
2014,164,0,24138,Ian Poulter,+.200
2014,165,0,23638,Brendon de Jonge,+.205
2014,166,0,27214,Kevin Streelman,+.210
2014,167,0,23541,Ben Crane,+.211
2014,168,0,23983,Luke Donald,+.216
2014,169,0,27936,Martin Laird,+.219
2014,170,0,7867,Woody Austin,+.222
2014,170,0,27120,Troy Matteson,+.222
2014,172,0,26951,Johnson Wagner,+.250
2014,173,0,34264,Hudson Swafford,+.252
2014,173,0,21878,Mark Wilson,+.252
2014,175,0,32640,Troy Merritt,+.256
2014,176,0,10860,Justin Leonard,+.264
2014,177,0,31193,Jim Renner,+.323
2022,1,0,47856,Seth Reeves,-.094
2022,2,0,28237,Rory McIlroy,-.089
2022,3,0,24502,Adam Scott,-.066
2022,4,0,33448,Justin Thomas,-.054
2022,5,0,34363,Tyrrell Hatton,-.051
2022,6,0,30926,Chris Kirk,-.049
2022,7,0,34046,Jordan Spieth,-.048
2022,8,0,45486,Joaquin Niemann,-.042
2022,8,0,49964,Aaron Wise,-.042
2022,10,0,21961,Charles Howell III,-.041
2022,11,0,29725,Tony Finau,-.040
2022,12,0,30911,Tommy Fleetwood,-.038
2022,12,0,46046,Scottie Scheffler,-.038
2022,14,0,27064,Jhonattan Vegas,-.035
2022,15,0,24138,Ian Poulter,-.033
2022,16,0,28775,Nate Lashley,-.032
2022,16,0,27349,Alex Noren,-.032
2022,18,0,32366,Kevin Chappell,-.028
2022,19,0,35450,Patrick Cantlay,-.018
2022,19,0,29974,Branden Grace,-.018
2022,19,0,28252,Seamus Power,-.018
2022,22,0,30978,Kiradech Aphibarnrat,-.016
2022,22,0,51634,Sahith Theegala,-.016
2022,24,0,23108,Matt Kuchar,-.015
2022,24,0,39546,Keith Mitchell,-.015
2022,26,0,36852,Jim Knous,-.014
2022,26,0,31323,Gary Woodland,-.014
2022,28,0,24924,Bill Haas,-.006
2022,29,0,34563,Chesson Hadley,E
2022,29,0,32839,Hideki Matsuyama,E
2022,29,0,23621,Rory Sabbatini,E
2022,32,0,33419,Cameron Tringale,+.006
2022,33,0,36801,Mark Hubbard,+.007
2022,34,0,46402,Talor Gooch,+.008
2022,35,0,34610,Matthias Schwab,+.009
2022,36,0,28089,Jason Day,+.010
2022,37,0,40115,Adam Svensson,+.011
2022,38,0,51997,Andrew Novak,+.013
2022,38,0,32150,Michael Thompson,+.013
2022,40,0,32757,Patton Kizzire,+.014
2022,41,0,22056,Cameron Percy,+.015
2022,42,0,51766,Wyndham Clark,+.016
2022,42,0,29289,S.Y. Noh,+.016
2022,42,0,34256,Andrew Putnam,+.016
2022,42,0,53165,Doc Redman,+.016
2022,42,0,36699,Patrick Rodgers,+.016
2022,47,0,31646,Emiliano Grillo,+.017
2022,47,0,34098,Russell Henley,+.017
2022,49,0,39971,Sungjae Im,+.018
2022,50,0,27644,Brian Harman,+.020
2022,51,0,19803,Ryan Armour,+.021
2022,52,0,46435,Austin Cook,+.022
2022,52,0,35617,Martin Trainer,+.022
2022,54,0,24925,Jonathan Byrd,+.024
2022,54,0,34466,Peter Malnati,+.024
2022,56,0,39977,Max Homa,+.025
2022,57,0,33486,Roger Sloan,+.026
2022,58,0,30944,Jason Kokrak,+.028
2022,58,0,48699,Callum Tarren,+.028
2022,58,0,47128,Richy Werenski,+.028
2022,61,0,36689,Brooks Koepka,+.030
2022,61,0,56278,Matthew Wolff,+.030
2022,63,0,35461,Beau Hossler,+.032
2022,63,0,27139,David Skinns,+.032
2022,65,0,52374,Brandon Wu,+.033
2022,66,0,34360,Patrick Reed,+.036
2022,66,0,37189,Harold Varner III,+.036
2022,68,0,29535,Brice Garnett,+.037
2022,69,0,46601,Trey Mullinax,+.038
2022,69,0,49771,J.T. Poston,+.038
2022,69,0,32333,Kevin Tway,+.038
2022,72,0,47504,Sam Burns,+.040
2022,72,0,36884,Ben Kohles,+.040
2022,74,0,35532,Tom Hoge,+.042
2022,75,0,34255,Joseph Bramlett,+.043
2022,76,0,35891,Cameron Smith,+.044
2022,77,0,29970,Dylan Frittelli,+.045
2022,78,0,27095,Nick Watney,+.048
2022,79,0,26300,Matt Jones,+.049
2022,80,0,27974,Sung Kang,+.050
2022,80,0,47529,Mito Pereira,+.050
2022,82,0,23983,Luke Donald,+.051
2022,82,0,24980,Scott Gutschewski,+.051
2022,84,0,40098,Matt Fitzpatrick,+.057
2022,84,0,30692,Scott Stallings,+.057
2022,84,0,25493,Nick Taylor,+.057
2022,87,0,27895,Jonas Blixt,+.062
2022,87,0,29221,Webb Simpson,+.062
2022,89,0,32448,James Hahn,+.063
2022,89,0,37455,Si Woo Kim,+.063
2022,91,0,27936,Martin Laird,+.064
2022,92,0,35310,Lanto Griffin,+.065
2022,92,0,34174,John Huh,+.065
2022,94,0,32139,Danny Willett,+.066
2022,95,0,49766,Hank Lebioda,+.067
2022,96,0,35110,Brett Drewitt,+.069
2022,96,0,24361,Pat Perez,+.069
2022,98,0,33667,Carlos Ortiz,+.073
2022,98,0,34431,Robert Streb,+.073
2022,100,0,48117,Kurt Kitayama,+.075
2022,101,0,12716,Charley Hoffman,+.077
2022,101,0,35506,Mackenzie Hughes,+.077
2022,103,0,47483,Will Zalatoris,+.079
2022,104,0,35449,Adam Long,+.082
2022,104,0,46340,Alex Smalley,+.082
2022,106,0,32662,Michael Gligic,+.084
2022,107,0,46717,Viktor Hovland,+.085
2022,107,0,46442,Maverick McNealy,+.085
2022,109,0,27129,Luke List,+.086
2022,109,0,57366,Cameron Young,+.086
2022,111,0,20229,Stewart Cink,+.087
2022,111,0,33597,Harry Higgs,+.087
2022,113,0,32791,K.H. Lee,+.088
2022,114,0,26851,Marc Leishman,+.089
2022,114,0,51890,Greyson Sigg,+.089
2022,116,0,33399,Adam Hadwin,+.093
2022,117,0,33204,Shane Lowry,+.096
2022,118,0,48081,Xander Schauffele,+.097
2022,119,0,45540,Jared Wolfe,+.098
2022,120,0,46414,Aaron Rai,+.099
2022,120,0,27770,Camilo Villegas,+.099
2022,122,0,33490,Bo Hoag,+.100
2022,123,0,49947,Taylor Moore,+.101
2022,124,0,39997,Corey Conners,+.103
2022,124,0,25686,Jason Dufner,+.103
2022,124,0,33122,Russell Knox,+.103
2022,124,0,36326,David Lipsky,+.103
2022,124,0,30927,Brendon Todd,+.103
2022,129,0,36799,Stephan Jaeger,+.104
2022,130,0,32640,Troy Merritt,+.105
2022,130,0,29518,Brendan Steele,+.105
2022,132,0,31420,Anirban Lahiri,+.106
2022,133,0,47347,Adam Schenk,+.107
2022,134,0,50095,Austin Smotherman,+.108
2022,135,0,27214,Kevin Streelman,+.110
2022,136,0,35879,Kelly Kraft,+.111
2022,136,0,40162,Justin Lower,+.111
2022,138,0,45609,Tyler Duncan,+.112
2022,139,0,48822,Sebastián Muñoz,+.113
2022,140,0,48887,Matt Wallace,+.116
2022,141,0,46970,Jon Rahm,+.119
2022,142,0,45157,Cam Davis,+.120
2022,143,0,37212,Paul Barjon,+.122
2022,143,0,32102,Rickie Fowler,+.122
2022,143,0,40250,Taylor Pendrith,+.122
2022,146,0,29908,C.T. Pan,+.123
2022,147,0,48084,Wesley Bryan,+.125
2022,147,0,49298,Kramer Hickok,+.125
2022,147,0,47983,Chad Ramey,+.125
2022,150,0,29420,Billy Horschel,+.126
2022,150,0,47993,Denny McCarthy,+.126
2022,152,0,25818,Scott Piercy,+.127
2022,153,0,51950,Max McGreevy,+.128
2022,154,0,34076,Joel Dahmen,+.129
2022,155,0,46550,Brandon Hagy,+.130
2022,156,0,50525,Collin Morikawa,+.131
2022,157,0,52375,Doug Ghim,+.132
2022,158,0,34264,Hudson Swafford,+.133
2022,159,0,26476,Chez Reavie,+.135
2022,160,0,45522,Christiaan Bezuidenhout,+.136
2022,161,0,54421,Garrick Higgo,+.140
2022,161,0,29478,Kevin Kisner,+.140
2022,163,0,55708,Hayden Buckley,+.141
2022,163,0,40006,Erik van Rooyen,+.141
2022,165,0,47995,Davis Riley,+.142
2022,166,0,51894,Vince Whaley,+.143
2022,167,0,36871,Matthew NeSmith,+.152
2022,168,0,39953,Chase Seiffert,+.153
2022,169,0,32816,Satoshi Kodaira,+.159
2022,170,0,23320,Ryan Palmer,+.160
2022,171,0,47988,Nick Hardy,+.164
2022,172,0,39324,J.J. Spaun,+.167
2022,173,0,10381,Curtis Thompson,+.170
2022,174,0,39058,Lucas Herbert,+.171
2022,174,0,23325,Vaughn Taylor,+.171
2022,176,0,54628,Lee Hodges,+.176
2022,177,0,22405,Justin Rose,+.179
2022,178,0,33141,Keegan Bradley,+.180
2022,179,0,25900,Lucas Glover,+.183
2022,180,0,30163,Henrik Norlander,+.185
2022,181,0,29926,Danny Lee,+.189
2022,182,0,49960,Sepp Straka,+.191
2022,183,0,31560,Brian Stuard,+.192
2022,183,0,54783,Dylan Wu,+.192
2022,185,0,37275,Sam Ryder,+.195
2022,186,0,52372,Cameron Champ,+.196
2022,187,0,39436,Joshua Creel,+.197
2022,188,0,24024,Zach Johnson,+.208
2022,189,0,27649,Brandt Snedeker,+.211
2022,190,0,31557,Jim Herman,+.238
2022,191,0,25198,Francesco Molinari,+.253
2022,192,0,45526,Abraham Ancer,+.258
2022,193,0,28114,Dawie van der Walt,+.290
2024,1,0,23320,Ryan Palmer,-.164
2024,2,0,46113,Ryan McCormick,-.157
2024,3,0,57975,Harry Hall,-.124
2024,4,0,52215,Robert MacIntyre,-.091
2024,5,0,27349,Alex Noren,-.087
2024,6,0,33948,Byeong Hun An,-.085
2024,6,0,24502,Adam Scott,-.085
2024,8,0,39971,Sungjae Im,-.081
2024,8,0,46046,Scottie Scheffler,-.081
2024,10,0,48084,Wesley Bryan,-.080
2024,11,0,59143,Mac Meissner,-.075
2024,12,0,48081,Xander Schauffele,-.066
2024,13,0,28775,Nate Lashley,-.064
2024,14,0,52375,Doug Ghim,-.061
2024,15,0,27064,Jhonattan Vegas,-.060
2024,16,0,30926,Chris Kirk,-.058
2024,17,0,49947,Taylor Moore,-.057
2024,18,0,25493,Nick Taylor,-.056
2024,19,0,51977,Max Greyserman,-.052
2024,19,0,33968,Thorbjørn Olesen,-.052
2024,21,0,54783,Dylan Wu,-.051
2024,22,0,32757,Patton Kizzire,-.047
2024,22,0,35617,Martin Trainer,-.047
2024,24,0,29725,Tony Finau,-.041
2024,25,0,33448,Justin Thomas,-.039
2024,26,0,52514,Trace Crowe,-.038
2024,27,0,60004,Jacob Bridgeman,-.037
2024,27,0,51634,Sahith Theegala,-.037
2024,29,0,47663,Kevin Dougherty,-.036
2024,29,0,48117,Kurt Kitayama,-.036
2024,31,0,59095,Chris Gotterup,-.035
2024,31,0,35461,Beau Hossler,-.035
2024,33,0,55893,Sam Stevens,-.033
2024,34,0,27936,Martin Laird,-.031
2024,35,0,52374,Brandon Wu,-.030
2024,36,0,36699,Patrick Rodgers,-.029
2024,37,0,39997,Corey Conners,-.026
2024,38,0,37212,Paul Barjon,-.025
2024,39,0,40162,Justin Lower,-.023
2024,40,0,35310,Lanto Griffin,-.021
2024,41,0,27139,David Skinns,-.020
2024,41,0,57366,Cameron Young,-.020
2024,43,0,39546,Keith Mitchell,-.019
2024,44,0,60067,Joe Highsmith,-.018
2024,45,0,54576,Patrick Fishburn,-.013
2024,45,0,54591,Ben Griffin,-.013
2024,47,0,50095,Austin Smotherman,-.012
2024,48,0,35506,Mackenzie Hughes,-.010
2024,48,0,26596,Ryan Moore,-.010
2024,50,0,34587,Chan Kim,-.008
2024,50,0,32640,Troy Merritt,-.008
2024,52,0,34021,Bud Cauley,E
2024,52,0,28089,Jason Day,E
2024,52,0,25900,Lucas Glover,E
2024,52,0,29420,Billy Horschel,E
2024,52,0,37378,Min Woo Lee,E
2024,52,0,34046,Jordan Spieth,E
2024,52,0,27214,Kevin Streelman,E
2024,59,0,47591,Eric Cole,+.005
2024,59,0,46442,Maverick McNealy,+.005
2024,61,0,34255,Joseph Bramlett,+.006
2024,61,0,45242,Kevin Yu,+.006
2024,63,0,50484,Hayden Springer,+.007
2024,64,0,52955,Ludvig Åberg,+.008
2024,65,0,40006,Erik van Rooyen,+.012
2024,66,0,34374,Erik Barnes,+.013
2024,67,0,56630,Akshay Bhatia,+.014
2024,67,0,51349,Nico Echavarria,+.014
2024,67,0,57900,Chandler Phillips,+.014
2024,70,0,48867,Matti Schmid,+.015
2024,71,0,47504,Sam Burns,+.016
2024,71,0,51894,Vince Whaley,+.016
2024,73,0,51696,Rico Hoey,+.018
2024,74,0,27649,Brandt Snedeker,+.020
