YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
2013,81,0,34099,Harris English,0.57,54,95
2013,81,0,6573,Brandt Jobe,0.57,33,58
2013,81,0,25572,Graeme McDowell,0.57,28,49
2013,81,0,26679,Kevin Stadler,0.57,45,79
2013,81,0,30692,Scott Stallings,0.57,45,79
2013,81,0,23325,Vaughn Taylor,0.57,26,46
2013,88,0,12782,Tim Herron,0.56,25,45
2013,88,0,33461,Morgan Hoffmann,0.56,36,64
2013,88,0,24781,Hunter Mahan,0.56,48,85
2013,88,0,34046,Jordan Spieth,0.56,46,82
2013,88,0,27330,Josh Teater,0.56,46,82
2013,88,0,33419,Cameron Tringale,0.56,45,80
2013,94,0,20098,Stuart Appleby,0.55,46,84
2013,94,0,25274,Steven Bowditch,0.55,36,65
2013,94,0,34098,Russell Henley,0.55,43,78
2013,94,0,24361,Pat Perez,0.55,38,69
2013,94,0,34431,Robert Streb,0.55,39,71
2013,94,0,6527,Steve Stricker,0.55,26,47
2013,94,0,27770,Camilo Villegas,0.55,41,75
2013,94,0,20160,Charlie Wi,0.55,39,71
2013,102,0,23135,Tim Clark,0.54,33,61
2013,102,0,24024,Zach Johnson,0.54,45,83
2013,104,0,37273,Derek Ernst,0.53,31,58
2013,104,0,28310,Lee Williams,0.53,32,60
2013,106,0,34261,Scott Langley,0.52,39,75
2013,106,0,22056,Cameron Percy,0.52,34,66
2013,106,0,33418,Shawn Stefani,0.52,33,63
2013,106,0,8793,Tiger Woods,0.52,31,60
2013,110,0,32200,Roberto Castro,0.51,49,97
2013,110,0,20766,Padraig Harrington,0.51,25,49
2013,110,0,29420,Billy Horschel,0.51,49,96
2013,110,0,22806,Doug LaBelle II,0.51,36,70
2013,110,0,35139,Richard Lee,0.51,39,77
2013,110,0,27933,John Merrick,0.51,40,79
2013,110,0,24138,Ian Poulter,0.51,27,53
2013,110,0,10213,Dicky Pride,0.51,34,67
2013,110,0,22913,John Rollins,0.51,37,73
2013,110,0,25562,Andres Romero,0.51,30,59
2013,120,0,23409,James Driscoll,0.5,36,72
2013,120,0,10809,Jim Furyk,0.5,39,78
2013,120,0,21731,Freddie Jacobson,0.5,30,60
2013,120,0,27120,Troy Matteson,0.5,33,66
2013,120,0,27214,Kevin Streelman,0.5,43,86
2013,120,0,28135,Aaron Watkins,0.5,22,44
2013,126,0,28089,Jason Day,0.49,39,80
2013,126,0,32102,Rickie Fowler,0.49,36,74
2013,126,0,24358,Robert Garrigus,0.49,32,65
2013,126,0,26300,Matt Jones,0.49,41,83
2013,126,0,30926,Chris Kirk,0.49,44,89
2013,126,0,21099,David Lynn,0.49,34,69
2013,126,0,1810,Phil Mickelson,0.49,38,78
2013,126,0,29221,Webb Simpson,0.49,43,88
2013,134,0,22371,Aaron Baddeley,0.48,32,66
2013,134,0,25345,Carl Pettersson,0.48,38,80
2013,134,0,27649,Brandt Snedeker,0.48,38,79
2013,134,0,31323,Gary Woodland,0.48,43,90
2013,134,0,24663,Y.E. Yang,0.48,27,56
2013,139,0,6004,Stephen Ames,0.47,23,49
2013,139,0,23353,J.J. Henry,0.47,38,81
2013,139,0,21961,Charles Howell III,0.47,40,85
2013,139,0,23320,Ryan Palmer,0.47,37,79
2013,139,0,24502,Adam Scott,0.47,28,60
2013,139,0,31560,Brian Stuard,0.47,35,74
2013,145,0,29479,Scott Brown,0.46,30,65
2013,145,0,21753,Brian Davis,0.46,42,91
2013,145,0,28679,Fabián Gómez,0.46,30,65
2013,145,0,32448,James Hahn,0.46,34,74
2013,145,0,25632,Jimmy Walker,0.46,39,84
2013,145,0,26497,Casey Wittenberg,0.46,32,70
2013,151,0,8075,Jerry Kelly,0.45,34,75
2013,151,0,28475,Jeff Overton,0.45,35,78
2013,153,0,23638,Brendon de Jonge,0.44,48,110
2013,153,0,6522,Ernie Els,0.44,27,62
2013,153,0,32698,Bobby Gates,0.44,20,45
2013,156,0,27895,Jonas Blixt,0.43,33,76
2013,156,0,24507,Jason Bohn,0.43,30,70
2013,156,0,23983,Luke Donald,0.43,25,58
2013,156,0,30711,Colt Knost,0.43,28,65
2013,156,0,31202,William McGirt,0.43,32,75
2013,156,0,27963,Chris Stroud,0.43,38,88
2013,156,0,25834,Daniel Summerhays,0.43,36,83
2013,156,0,29425,Andrew Svoboda,0.43,19,44
2013,156,0,10423,Mike Weir,0.43,25,58
2013,165,0,24924,Bill Haas,0.42,35,84
2013,165,0,26476,Chez Reavie,0.42,30,72
2013,167,0,33141,Keegan Bradley,0.41,36,87
2013,167,0,21209,Sergio Garcia,0.41,26,63
2013,167,0,27644,Brian Harman,0.41,35,85
2013,170,0,22792,Peter Hanson,0.4,17,43
2013,170,0,26758,David Hearn,0.4,35,88
2013,170,0,20572,Rod Pampling,0.4,17,42
2013,170,0,23497,Tag Ridings,0.4,26,65
2013,170,0,26331,Charl Schwartzel,0.4,27,68
2013,175,0,23800,Bryce Molder,0.38,30,80
2013,176,0,1320,Bob Estes,0.36,24,66
2013,176,0,10860,Justin Leonard,0.36,31,86
2013,178,0,19846,Brian Gay,0.34,27,79
2013,179,0,20593,Greg Chalmers,0.33,24,73
2013,179,0,23108,Matt Kuchar,0.33,29,87
2014,1,0,30110,Kyle Stanley,0.96,80,83
2014,2,0,25900,Lucas Glover,0.89,59,66
2014,3,0,10885,Robert Allenby,0.8,65,81
2014,3,0,28780,Nicholas Thompson,0.8,65,81
2014,5,0,26329,Louis Oosthuizen,0.78,36,46
2014,5,0,35732,Wes Roach,0.78,49,63
2014,7,0,37273,Derek Ernst,0.75,57,76
2014,8,0,32839,Hideki Matsuyama,0.74,59,80
2014,9,0,25274,Steven Bowditch,0.73,68,93
2014,9,0,23621,Rory Sabbatini,0.73,57,78
2014,11,0,27064,Jhonattan Vegas,0.72,54,75
2014,12,0,31193,Jim Renner,0.71,42,59
2014,13,0,20498,Briny Baird,0.7,35,50
2014,13,0,1724,Jeff Maggert,0.7,38,54
2014,13,0,22293,Heath Slocum,0.7,48,69
2014,16,0,35300,Andrew Loupe,0.69,42,61
2014,16,0,27095,Nick Watney,0.69,52,75
2014,16,0,26289,Boo Weekley,0.69,50,72
2014,19,0,24358,Robert Garrigus,0.68,54,80
2014,19,0,28486,Michael Putnam,0.68,69,102
2014,21,0,20848,Ángel Cabrera,0.67,46,69
2014,21,0,25686,Jason Dufner,0.67,36,54
2014,21,0,20104,Ken Duke,0.67,52,78
2014,21,0,32333,Kevin Tway,0.67,40,60
2014,25,0,1706,Davis Love III,0.65,47,72
2014,26,0,28500,Martin Flores,0.64,54,85
2014,26,0,31557,Jim Herman,0.64,37,58
2014,26,0,6567,Vijay Singh,0.64,53,83
2014,29,0,22046,Geoff Ogilvy,0.63,50,80
2014,30,0,12510,Chad Campbell,0.62,33,53
2014,30,0,26956,Bronson La'Cassie,0.62,29,47
2014,30,0,29461,Jamie Lovemark,0.62,37,60
2014,30,0,29289,S.Y. Noh,0.62,57,92
2014,30,0,35541,John Peterson,0.62,37,60
2014,35,0,28259,Sangmoon Bae,0.61,46,76
2014,35,0,27436,Graham DeLaet,0.61,48,79
2014,35,0,25562,Andres Romero,0.61,47,77
2014,35,0,32150,Michael Thompson,0.61,45,74
2014,39,0,27120,Troy Matteson,0.6,35,58
2014,39,0,27214,Kevin Streelman,0.6,47,78
2014,39,0,21878,Mark Wilson,0.6,39,65
2014,42,0,30750,Tommy Gainey,0.59,41,69
2014,42,0,22378,Trevor Immelman,0.59,47,80
2014,42,0,25240,D.A. Points,0.59,43,73
2014,42,0,30692,Scott Stallings,0.59,45,76
2014,42,0,29518,Brendan Steele,0.59,50,85
2014,42,0,34264,Hudson Swafford,0.59,42,71
2014,48,0,20229,Stewart Cink,0.58,53,91
2014,48,0,32448,James Hahn,0.58,46,80
2014,48,0,25444,Justin Hicks,0.58,57,99
2014,48,0,29420,Billy Horschel,0.58,52,90
2014,48,0,23623,Bo Van Pelt,0.58,48,83
2014,48,0,27770,Camilo Villegas,0.58,55,95
2014,54,0,34563,Chesson Hadley,0.57,48,84
2014,55,0,28307,Matt Every,0.56,48,85
2014,55,0,25191,Gonzalo Fernandez-Castaño,0.56,46,82
2014,55,0,24490,George McNeill,0.56,44,79
2014,55,0,34431,Robert Streb,0.56,40,71
2014,59,0,21753,Brian Davis,0.55,51,93
2014,59,0,23353,J.J. Henry,0.55,48,87
2014,59,0,12716,Charley Hoffman,0.55,51,93
2014,59,0,29926,Danny Lee,0.55,44,80
2014,59,0,28475,Jeff Overton,0.55,42,76
2014,59,0,23320,Ryan Palmer,0.55,47,85
2014,59,0,29425,Andrew Svoboda,0.55,42,77
2014,59,0,20396,Lee Westwood,0.55,31,56
2014,67,0,34021,Bud Cauley,0.54,30,56
2014,67,0,6522,Ernie Els,0.54,43,79
2014,67,0,34099,Harris English,0.54,50,92
2014,67,0,35539,Luke Guthrie,0.54,46,85
2014,67,0,34174,John Huh,0.54,45,83
2014,67,0,28092,D.H. Lee,0.54,27,50
2014,67,0,27933,John Merrick,0.54,45,83
2014,67,0,1810,Phil Mickelson,0.54,38,71
2014,67,0,24138,Ian Poulter,0.54,30,56
2014,67,0,20160,Charlie Wi,0.54,38,70
2014,77,0,7867,Woody Austin,0.53,31,59
2014,77,0,19846,Brian Gay,0.53,42,79
2014,77,0,26679,Kevin Stadler,0.53,47,89
2014,80,0,29740,Brad Fritsch,0.52,25,48
2014,80,0,21961,Charles Howell III,0.52,55,106
2014,80,0,25345,Carl Pettersson,0.52,47,91
2014,80,0,34360,Patrick Reed,0.52,47,90
2014,80,0,29221,Webb Simpson,0.52,44,84
2014,85,0,32334,Charlie Beljan,0.51,37,72
2014,85,0,29479,Scott Brown,0.51,51,100
2014,85,0,34409,David Lingmerth,0.51,39,76
2014,85,0,27556,Ted Potter Jr.,0.51,35,68
2014,89,0,24846,Ricky Barnes,0.5,44,88
2014,89,0,10809,Jim Furyk,0.5,40,80
2014,89,0,29535,Brice Garnett,0.5,44,88
2014,89,0,27408,Martin Kaymer,0.5,32,64
2014,89,0,36689,Brooks Koepka,0.5,28,56
2014,89,0,27936,Martin Laird,0.5,31,62
2014,89,0,24912,Will MacKenzie,0.5,41,82
2014,89,0,24361,Pat Perez,0.5,42,84
2014,89,0,22913,John Rollins,0.5,40,80
2014,89,0,33418,Shawn Stefani,0.5,30,60
2014,89,0,21528,Henrik Stenson,0.5,27,54
2014,89,0,24663,Y.E. Yang,0.5,39,78
2014,101,0,32200,Roberto Castro,0.49,36,74
2014,101,0,24924,Bill Haas,0.49,51,105
2014,101,0,29222,Billy Hurley III,0.49,42,86
2014,101,0,24502,Adam Scott,0.49,33,68
2014,101,0,27330,Josh Teater,0.49,43,88
2014,106,0,32366,Kevin Chappell,0.48,46,96
2014,106,0,23135,Tim Clark,0.48,36,75
2014,106,0,27141,J.B. Holmes,0.48,41,86
2014,106,0,26596,Ryan Moore,0.48,40,84
2014,106,0,26331,Charl Schwartzel,0.48,30,62
2014,106,0,34046,Jordan Spieth,0.48,47,98
2014,106,0,10423,Mike Weir,0.48,31,65
2014,113,0,20098,Stuart Appleby,0.47,42,90
2014,113,0,20157,Retief Goosen,0.47,42,90
2014,113,0,34098,Russell Henley,0.47,43,92
2014,113,0,33461,Morgan Hoffmann,0.47,47,99
2014,113,0,30926,Chris Kirk,0.47,49,104
2014,113,0,35139,Richard Lee,0.47,37,78
2014,113,0,24140,Sean O'Hair,0.47,36,77
2014,120,0,24925,Jonathan Byrd,0.46,33,72
2014,120,0,23409,James Driscoll,0.46,33,71
2014,120,0,27466,Spencer Levin,0.46,27,59
2014,120,0,22405,Justin Rose,0.46,31,68
2014,120,0,28132,Tyrone Van Aswegen,0.46,36,78
2014,120,0,31323,Gary Woodland,0.46,42,92
2014,126,0,25364,Paul Casey,0.45,25,56
2014,126,0,23983,Luke Donald,0.45,25,56
2014,126,0,21209,Sergio Garcia,0.45,26,58
2014,126,0,27649,Brandt Snedeker,0.45,39,87
2014,126,0,34265,Will Wilcox,0.45,22,49
2014,131,0,22621,Ben Curtis,0.44,32,73
2014,131,0,24781,Hunter Mahan,0.44,37,85
2014,131,0,32640,Troy Merritt,0.44,27,62
2014,131,0,2206,David Toms,0.44,27,62
2014,131,0,33419,Cameron Tringale,0.44,49,111
2014,136,0,26300,Matt Jones,0.43,36,83
2014,136,0,33122,Russell Knox,0.43,40,92
2014,136,0,25396,Kevin Na,0.43,40,94
2014,139,0,30944,Jason Kokrak,0.42,27,65
2014,139,0,26951,Johnson Wagner,0.42,27,65
2014,141,0,32102,Rickie Fowler,0.41,35,85
2014,141,0,26851,Marc Leishman,0.41,33,80
2014,141,0,33413,Ben Martin,0.41,33,80
2014,144,0,33141,Keegan Bradley,0.4,35,88
2014,144,0,24357,K.J. Choi,0.4,32,80
2014,144,0,24494,Erik Compton,0.4,35,88
2014,144,0,30852,Ryo Ishikawa,0.4,30,75
2014,144,0,31560,Brian Stuard,0.4,35,87
2014,144,0,25834,Daniel Summerhays,0.4,39,98
2014,150,0,25720,Chad Collins,0.39,29,74
2014,150,0,34261,Scott Langley,0.39,36,93
2014,150,0,25349,Tim Wilkinson,0.39,32,82
2014,153,0,22371,Aaron Baddeley,0.38,27,72
2014,153,0,23638,Brendon de Jonge,0.38,41,109
2014,153,0,27963,Chris Stroud,0.38,33,88
2014,153,0,30927,Brendon Todd,0.38,41,108
2014,153,0,25632,Jimmy Walker,0.38,36,96
2014,158,0,20593,Greg Chalmers,0.37,30,81
2014,158,0,23541,Ben Crane,0.37,30,81
2014,158,0,26758,David Hearn,0.37,36,97
2014,158,0,30925,Dustin Johnson,0.37,21,57
2014,162,0,20645,John Senden,0.36,36,99
2014,162,0,25804,Bubba Watson,0.36,26,73
2014,164,0,24024,Zach Johnson,0.35,34,96
2014,164,0,31202,William McGirt,0.35,34,96
2014,166,0,8075,Jerry Kelly,0.34,27,80
2014,166,0,23108,Matt Kuchar,0.34,30,88
2014,166,0,25572,Graeme McDowell,0.34,21,62
2014,166,0,23800,Bryce Molder,0.34,25,73
2014,170,0,24507,Jason Bohn,0.33,27,81
2014,170,0,27644,Brian Harman,0.33,37,111
2014,170,0,28237,Rory McIlroy,0.33,21,64
2014,173,0,27895,Jonas Blixt,0.32,20,62
2014,173,0,29478,Kevin Kisner,0.32,27,85
2014,173,0,10860,Justin Leonard,0.32,24,75
2014,176,0,21731,Freddie Jacobson,0.3,27,91
2014,177,0,28089,Jason Day,0.29,14,48
2022,1,0,27129,Luke List,0.88,70,80
2022,2,0,28114,Dawie van der Walt,0.74,46,62
2022,3,0,51997,Andrew Novak,0.72,55,76
2022,4,0,39546,Keith Mitchell,0.71,61,86
2022,5,0,25686,Jason Dufner,0.7,35,50
2022,5,0,27974,Sung Kang,0.7,56,80
2022,7,0,46550,Brandon Hagy,0.69,54,78
2022,8,0,25900,Lucas Glover,0.68,63,93
2022,9,0,48822,Sebastián Muñoz,0.67,56,83
2022,10,0,27095,Nick Watney,0.66,50,76
2022,10,0,45540,Jared Wolfe,0.66,39,59
2022,12,0,36852,Jim Knous,0.65,33,51
2022,12,0,39953,Chase Seiffert,0.65,33,51
2022,14,0,21961,Charles Howell III,0.63,34,54
2022,14,0,36689,Brooks Koepka,0.63,29,46
2022,14,0,40250,Taylor Pendrith,0.63,45,71
2022,14,0,25493,Nick Taylor,0.63,55,88
2022,18,0,34255,Joseph Bramlett,0.62,50,81
2022,18,0,29974,Branden Grace,0.62,32,52
2022,18,0,49298,Kramer Hickok,0.62,56,91
2022,18,0,54628,Lee Hodges,0.62,58,93
2022,18,0,29518,Brendan Steele,0.62,45,73
2022,23,0,36799,Stephan Jaeger,0.61,52,85
2022,23,0,34264,Hudson Swafford,0.61,39,64
2022,23,0,31323,Gary Woodland,0.61,42,69
2022,26,0,35110,Brett Drewitt,0.6,35,58
2022,27,0,52372,Cameron Champ,0.59,33,56
2022,28,0,37212,Paul Barjon,0.58,41,71
2022,28,0,29478,Kevin Kisner,0.58,38,66
2022,28,0,32757,Patton Kizzire,0.58,52,90
2022,28,0,27936,Martin Laird,0.58,38,66
2022,28,0,36326,David Lipsky,0.58,51,88
2022,28,0,10381,Curtis Thompson,0.58,37,64
2022,28,0,52374,Brandon Wu,0.58,43,74
2022,35,0,48084,Wesley Bryan,0.57,28,49
2022,35,0,40098,Matt Fitzpatrick,0.57,40,70
2022,35,0,31557,Jim Herman,0.57,29,51
2022,35,0,48117,Kurt Kitayama,0.57,40,70
2022,35,0,23320,Ryan Palmer,0.57,38,67
2022,35,0,34610,Matthias Schwab,0.57,40,70
2022,35,0,49964,Aaron Wise,0.57,49,86
2022,35,0,57366,Cameron Young,0.57,47,82
2022,43,0,35450,Patrick Cantlay,0.56,38,68
2022,43,0,29970,Dylan Frittelli,0.56,52,93
2022,43,0,29535,Brice Garnett,0.56,43,77
2022,43,0,46717,Viktor Hovland,0.56,39,70
2022,43,0,39971,Sungjae Im,0.56,49,88
2022,43,0,26300,Matt Jones,0.56,34,61
2022,43,0,49766,Hank Lebioda,0.56,45,80
2022,43,0,49960,Sepp Straka,0.56,55,98
2022,43,0,47128,Richy Werenski,0.56,35,63
2022,52,0,55708,Hayden Buckley,0.55,50,91
2022,52,0,39436,Joshua Creel,0.55,26,47
2022,52,0,35532,Tom Hoge,0.55,53,96
2022,52,0,25198,Francesco Molinari,0.55,29,53
2022,52,0,49947,Taylor Moore,0.55,46,84
2022,52,0,47529,Mito Pereira,0.55,49,89
2022,52,0,24138,Ian Poulter,0.55,24,44
2022,52,0,48699,Callum Tarren,0.55,38,69
2022,52,0,32333,Kevin Tway,0.55,42,77
2022,61,0,39997,Corey Conners,0.54,47,87
2022,61,0,34076,Joel Dahmen,0.54,46,85
2022,61,0,34098,Russell Henley,0.54,42,78
2022,61,0,35506,Mackenzie Hughes,0.54,44,82
2022,61,0,37455,Si Woo Kim,0.54,53,98
2022,61,0,31560,Brian Stuard,0.54,48,89
2022,61,0,40006,Erik van Rooyen,0.54,26,48
2022,68,0,20229,Stewart Cink,0.53,41,77
2022,68,0,24924,Bill Haas,0.53,48,90
2022,68,0,54421,Garrick Higgo,0.53,31,58
2022,68,0,33122,Russell Knox,0.53,47,89
2022,68,0,32816,Satoshi Kodaira,0.53,27,51
2022,68,0,40162,Justin Lower,0.53,38,72
2022,68,0,33204,Shane Lowry,0.53,31,58
2022,68,0,32839,Hideki Matsuyama,0.53,38,72
2022,68,0,28237,Rory McIlroy,0.53,32,60
2022,68,0,36871,Matthew NeSmith,0.53,49,92
2022,68,0,46970,Jon Rahm,0.53,37,70
2022,68,0,47983,Chad Ramey,0.53,39,73
2022,68,0,26476,Chez Reavie,0.53,45,85
2022,68,0,37275,Sam Ryder,0.53,47,88
2022,68,0,33486,Roger Sloan,0.53,39,73
2022,68,0,27649,Brandt Snedeker,0.53,31,59
2022,68,0,34046,Jordan Spieth,0.53,39,74
2022,68,0,32139,Danny Willett,0.53,33,62
2022,86,0,24980,Scott Gutschewski,0.52,29,56
2022,86,0,25818,Scott Piercy,0.52,40,77
2022,86,0,46340,Alex Smalley,0.52,48,93
2022,86,0,40115,Adam Svensson,0.52,52,100
2022,90,0,33490,Bo Hoag,0.51,25,49
2022,90,0,26851,Marc Leishman,0.51,37,72
2022,90,0,30163,Henrik Norlander,0.51,37,72
2022,90,0,49771,J.T. Poston,0.51,45,88
2022,90,0,46414,Aaron Rai,0.51,45,89
2022,90,0,53165,Doc Redman,0.51,40,79
2022,90,0,23621,Rory Sabbatini,0.51,28,55
2022,90,0,27064,Jhonattan Vegas,0.51,39,77
2022,98,0,52375,Doug Ghim,0.5,42,84
2022,98,0,45486,Joaquin Niemann,0.5,40,80
2022,98,0,28252,Seamus Power,0.5,39,78
2022,98,0,34256,Andrew Putnam,0.5,47,94
2022,102,0,32366,Kevin Chappell,0.49,27,55
2022,102,0,31646,Emiliano Grillo,0.49,41,84
2022,102,0,29420,Billy Horschel,0.49,34,70
2022,102,0,47856,Seth Reeves,0.49,33,67
2022,102,0,50095,Austin Smotherman,0.49,38,77
2022,102,0,39324,J.J. Spaun,0.49,47,95
2022,102,0,30692,Scott Stallings,0.49,47,96
2022,102,0,33419,Cameron Tringale,0.49,45,92
2022,102,0,54783,Dylan Wu,0.49,33,67
2022,111,0,30911,Tommy Fleetwood,0.48,27,56
2022,111,0,32662,Michael Gligic,0.48,34,71
2022,111,0,32791,K.H. Lee,0.48,47,98
2022,111,0,29289,S.Y. Noh,0.48,30,63
2022,111,0,29908,C.T. Pan,0.48,39,82
2022,111,0,24361,Pat Perez,0.48,30,62
2022,111,0,36699,Patrick Rodgers,0.48,41,85
2022,118,0,29725,Tony Finau,0.47,40,86
2022,118,0,47988,Nick Hardy,0.47,28,59
2022,118,0,34174,John Huh,0.47,35,74
2022,118,0,47995,Davis Riley,0.47,44,94
2022,118,0,24502,Adam Scott,0.47,34,72
2022,118,0,29221,Webb Simpson,0.47,28,59
2022,118,0,23325,Vaughn Taylor,0.47,25,53
2022,118,0,56278,Matthew Wolff,0.47,22,47
2022,118,0,47483,Will Zalatoris,0.47,36,76
2022,127,0,51766,Wyndham Clark,0.46,45,97
2022,127,0,23983,Luke Donald,0.46,31,67
2022,127,0,12716,Charley Hoffman,0.46,32,69
2022,127,0,30926,Chris Kirk,0.46,39,84
2022,127,0,29926,Danny Lee,0.46,24,52
2022,127,0,22405,Justin Rose,0.46,25,54
2022,127,0,46046,Scottie Scheffler,0.46,39,84
2022,127,0,35617,Martin Trainer,0.46,36,78
2022,135,0,27644,Brian Harman,0.45,41,91
2022,135,0,35449,Adam Long,0.45,40,88
2022,135,0,27139,David Skinns,0.45,30,66
2022,135,0,33448,Justin Thomas,0.45,34,76
2022,135,0,48887,Matt Wallace,0.45,25,56
2022,140,0,19803,Ryan Armour,0.44,22,50
2022,140,0,27895,Jonas Blixt,0.44,22,50
2022,140,0,34563,Chesson Hadley,0.44,35,80
2022,140,0,31420,Anirban Lahiri,0.44,32,72
2022,140,0,32640,Troy Merritt,0.44,40,91
2022,140,0,46601,Trey Mullinax,0.44,36,82
2022,140,0,47347,Adam Schenk,0.44,40,90
2022,147,0,30978,Kiradech Aphibarnrat,0.43,23,53
2022,147,0,45609,Tyler Duncan,0.43,35,82
2022,147,0,39977,Max Homa,0.43,35,82
2022,147,0,30944,Jason Kokrak,0.43,26,61
2022,147,0,51950,Max McGreevy,0.43,31,72
2022,147,0,46442,Maverick McNealy,0.43,38,88
2022,147,0,50525,Collin Morikawa,0.43,26,60
2022,147,0,34431,Robert Streb,0.43,36,83
2022,147,0,32150,Michael Thompson,0.43,36,84
2022,147,0,37189,Harold Varner III,0.43,30,69
2022,147,0,27770,Camilo Villegas,0.43,30,69
2022,158,0,34466,Peter Malnati,0.42,43,103
2022,158,0,30927,Brendon Todd,0.42,35,83
2022,160,0,33597,Harry Higgs,0.41,33,80
2022,160,0,24024,Zach Johnson,0.41,26,64
2022,160,0,36884,Ben Kohles,0.41,26,63
2022,160,0,23108,Matt Kuchar,0.41,29,71
2022,160,0,22056,Cameron Percy,0.41,18,44
2022,160,0,51634,Sahith Theegala,0.41,46,113
2022,166,0,47504,Sam Burns,0.4,32,80
2022,166,0,33399,Adam Hadwin,0.4,36,90
2022,166,0,36801,Mark Hubbard,0.4,27,68
2022,166,0,34360,Patrick Reed,0.4,28,70
2022,170,0,45522,Christiaan Bezuidenhout,0.39,31,80
