YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.,TOTAL 1ST TEE LATE ROUNDS,TOTAL LATE ROUNDS
2013,41,0,22913,John Rollins,70.17,842,12.0,,
2013,42,0,22056,Cameron Percy,70.18,1193,17.0,,
2013,43,0,33461,Morgan Hoffmann,70.21,983,14.0,,
2013,44,0,23983,Luke Donald,70.25,281,4.0,,
2013,44,0,23800,Bryce Molder,70.25,1124,16.0,,
2013,46,0,28475,Jeff Overton,70.29,984,14.0,,
2013,47,0,27895,Jonas Blixt,70.31,914,13.0,,
2013,48,0,28089,Jason Day,70.36,774,11.0,,
2013,48,0,23409,James Driscoll,70.36,985,14.0,,
2013,50,0,27408,Martin Kaymer,70.43,493,7.0,,
2013,51,0,27963,Chris Stroud,70.47,1198,17.0,,
2013,52,0,6522,Ernie Els,70.5,141,2.0,,
2013,52,0,21731,Freddie Jacobson,70.5,846,12.0,,
2013,54,0,26758,David Hearn,70.54,917,13.0,,
2013,55,0,28679,Fabián Gómez,70.55,776,11.0,,
2013,56,0,24924,Bill Haas,70.56,635,9.0,,
2013,56,0,8075,Jerry Kelly,70.56,1129,16.0,,
2013,58,0,28135,Aaron Watkins,70.57,494,7.0,,
2013,59,0,32150,Michael Thompson,70.63,1130,16.0,,
2013,60,0,26289,Boo Weekley,70.67,1060,15.0,,
2013,61,0,31323,Gary Woodland,70.69,919,13.0,,
2013,62,0,34360,Patrick Reed,70.71,1202,17.0,,
2013,62,0,21528,Henrik Stenson,70.71,495,7.0,,
2013,62,0,28780,Nicholas Thompson,70.71,1202,17.0,,
2013,65,0,12510,Chad Campbell,70.73,1061,15.0,,
2013,65,0,6567,Vijay Singh,70.73,778,11.0,,
2013,67,0,32200,Roberto Castro,70.78,1274,18.0,,
2013,67,0,25686,Jason Dufner,70.78,637,9.0,,
2013,67,0,8725,Tom Gillis,70.78,637,9.0,,
2013,70,0,24494,Erik Compton,70.8,708,10.0,,
2013,70,0,29518,Brendan Steele,70.8,1062,15.0,,
2013,70,0,10423,Mike Weir,70.8,708,10.0,,
2013,73,0,26300,Matt Jones,70.81,1133,16.0,,
2013,73,0,10860,Justin Leonard,70.81,1133,16.0,,
2013,73,0,26679,Kevin Stadler,70.81,1133,16.0,,
2013,76,0,35139,Richard Lee,70.88,1134,16.0,,
2013,77,0,22378,Trevor Immelman,71.0,1420,20.0,,
2013,77,0,30925,Dustin Johnson,71.0,284,4.0,,
2013,77,0,36884,Ben Kohles,71.0,1065,15.0,,
2013,77,0,27770,Camilo Villegas,71.0,497,7.0,,
2013,81,0,25240,D.A. Points,71.06,1137,16.0,,
2013,82,0,24663,Y.E. Yang,71.08,924,13.0,,
2013,83,0,29420,Billy Horschel,71.1,711,10.0,,
2013,83,0,27933,John Merrick,71.1,1493,21.0,,
2013,83,0,25345,Carl Pettersson,71.1,1422,20.0,,
2013,86,0,23353,J.J. Henry,71.11,1351,19.0,,
2013,86,0,6573,Brandt Jobe,71.11,640,9.0,,
2013,88,0,32366,Kevin Chappell,71.12,1209,17.0,,
2013,89,0,19846,Brian Gay,71.13,1067,15.0,,
2013,90,0,20691,Greg Owen,71.17,1281,18.0,,
2013,91,0,24507,Jason Bohn,71.18,1210,17.0,,
2013,92,0,32448,James Hahn,71.19,1495,21.0,,
2013,92,0,34098,Russell Henley,71.19,1139,16.0,,
2013,92,0,29289,S.Y. Noh,71.19,1139,16.0,,
2013,92,0,20645,John Senden,71.19,1139,16.0,,
2013,96,0,27330,Josh Teater,71.2,1068,15.0,,
2013,97,0,25336,Alistair Presnell,71.22,641,9.0,,
2013,98,0,34261,Scott Langley,71.25,1140,16.0,,
2013,98,0,27120,Troy Matteson,71.25,1140,16.0,,
2013,100,0,34431,Robert Streb,71.29,1212,17.0,,
2013,100,0,26497,Casey Wittenberg,71.29,1212,17.0,,
2013,102,0,20396,Lee Westwood,71.33,428,6.0,,
2013,103,0,27503,Steve LeBrun,71.36,999,14.0,,
2013,103,0,26851,Marc Leishman,71.36,999,14.0,,
2013,103,0,24781,Hunter Mahan,71.36,785,11.0,,
2013,106,0,28259,Sangmoon Bae,71.38,928,13.0,,
2013,106,0,28307,Matt Every,71.38,1142,16.0,,
2013,106,0,23623,Bo Van Pelt,71.38,571,8.0,,
2013,109,0,31202,William McGirt,71.39,1285,18.0,,
2013,110,0,20766,Padraig Harrington,71.4,357,5.0,,
2013,110,0,24024,Zach Johnson,71.4,1071,15.0,,
2013,110,0,27649,Brandt Snedeker,71.4,357,5.0,,
2013,113,0,25834,Daniel Summerhays,71.43,1000,14.0,,
2013,114,0,33419,Cameron Tringale,71.44,1143,16.0,,
2013,115,0,21099,David Lynn,71.45,786,11.0,,
2013,116,0,29479,Scott Brown,71.47,1358,19.0,,
2013,116,0,29740,Brad Fritsch,71.47,1072,15.0,,
2013,116,0,30692,Scott Stallings,71.47,1358,19.0,,
2013,119,0,34021,Bud Cauley,71.5,1001,14.0,,
2013,119,0,22806,Doug LaBelle II,71.5,1001,14.0,,
2013,121,0,22371,Aaron Baddeley,71.53,1359,19.0,,
2013,121,0,22295,Darron Stiles,71.53,1073,15.0,,
2013,123,0,24846,Ricky Barnes,71.58,859,12.0,,
2013,124,0,33418,Shawn Stefani,71.6,1074,15.0,,
2013,125,0,26596,Ryan Moore,71.62,931,13.0,,
2013,126,0,24399,Scott Gardiner,71.63,1361,19.0,,
2013,127,0,32102,Rickie Fowler,71.67,215,3.0,,
2013,128,0,22961,David Mathis,71.69,932,13.0,,
2013,129,0,1724,Jeff Maggert,71.71,1004,14.0,,
2013,130,0,25818,Scott Piercy,71.75,1148,16.0,,
2013,131,0,24358,Robert Garrigus,71.78,646,9.0,,
2013,131,0,30944,Jason Kokrak,71.78,1292,18.0,,
2013,131,0,23325,Vaughn Taylor,71.78,646,9.0,,
2013,134,0,27644,Brian Harman,71.79,1005,14.0,,
2013,135,0,19970,Robert Karlsson,71.8,718,10.0,,
2013,135,0,28237,Rory McIlroy,71.8,359,5.0,,
2013,135,0,24361,Pat Perez,71.8,1077,15.0,,
2013,138,0,26951,Johnson Wagner,71.81,1149,16.0,,
2013,139,0,22621,Ben Curtis,71.83,862,12.0,,
2013,139,0,10213,Dicky Pride,71.83,1293,18.0,,
2013,141,0,20104,Ken Duke,71.85,1437,20.0,,
2013,142,0,30110,Kyle Stanley,71.87,1078,15.0,,
2013,143,0,34409,David Lingmerth,71.9,719,10.0,,
2013,144,0,26476,Chez Reavie,71.92,863,12.0,,
2013,145,0,28092,D.H. Lee,71.93,1007,14.0,,
2013,146,0,10885,Robert Allenby,72.0,1008,14.0,,
2013,146,0,23452,Nicolas Colsaerts,72.0,432,6.0,,
2013,146,0,30163,Henrik Norlander,72.0,1224,17.0,,
2013,146,0,20572,Rod Pampling,72.0,432,6.0,,
2013,146,0,8793,Tiger Woods,72.0,72,1.0,,
2013,151,0,27129,Luke List,72.09,793,11.0,,
2013,152,0,28455,Will Claxton,72.1,721,10.0,,
2013,153,0,20848,Ángel Cabrera,72.13,577,8.0,,
2013,153,0,35539,Luke Guthrie,72.13,1082,15.0,,
2013,155,0,12716,Charley Hoffman,72.17,866,12.0,,
2013,156,0,24138,Ian Poulter,72.2,361,5.0,,
2013,157,0,24140,Sean O'Hair,72.25,867,12.0,,
2013,158,0,23788,D.J. Trahan,72.29,506,7.0,,
2013,159,0,28310,Lee Williams,72.3,723,10.0,,
2013,160,0,20443,Jin Park,72.33,868,12.0,,
2013,160,0,25562,Andres Romero,72.33,651,9.0,,
2013,162,0,30711,Colt Knost,72.35,1230,17.0,,
2013,163,0,30750,Tommy Gainey,72.42,1376,19.0,,
2013,164,0,37273,Derek Ernst,72.5,1160,16.0,,
2013,164,0,1810,Phil Mickelson,72.5,145,2.0,,
2013,166,0,1116,Michael Bradley,72.53,1233,17.0,,
2013,167,0,27095,Nick Watney,72.55,798,11.0,,
2013,168,0,33869,Eric Meierdierks,72.58,871,12.0,,
2013,169,0,27936,Martin Laird,72.61,1307,18.0,,
2013,170,0,32698,Bobby Gates,72.67,654,9.0,,
2013,171,0,30852,Ryo Ishikawa,72.73,1091,15.0,,
2013,172,0,24227,Justin Bolli,72.75,873,12.0,,
2013,173,0,22046,Geoff Ogilvy,72.83,874,12.0,,
2013,174,0,12782,Tim Herron,73.0,657,9.0,,
2013,174,0,23108,Matt Kuchar,73.0,73,1.0,,
2013,176,0,25444,Justin Hicks,73.13,585,8.0,,
2013,177,0,32334,Charlie Beljan,73.28,1319,18.0,,
2013,178,0,29425,Andrew Svoboda,73.33,440,6.0,,
2013,1,0,21528,Henrik Stenson,69.32,2149,,31.0,
2013,2,0,34046,Jordan Spieth,69.54,2712,,39.0,
2013,3,0,35139,Richard Lee,69.63,1323,,19.0,
2013,4,0,6527,Steve Stricker,69.68,2369,,34.0,
2013,5,0,31202,William McGirt,69.77,907,,13.0,
2013,6,0,33418,Shawn Stefani,69.8,1047,,15.0,
2013,6,0,8793,Tiger Woods,69.8,2443,,35.0,
2013,8,0,22913,John Rollins,69.83,2025,,29.0,
2013,9,0,28500,Martin Flores,69.85,1397,,20.0,
2013,9,0,1810,Phil Mickelson,69.85,2794,,40.0,
2013,11,0,32334,Charlie Beljan,69.92,839,,12.0,
2013,11,0,24024,Zach Johnson,69.92,2587,,37.0,
2013,13,0,1724,Jeff Maggert,69.93,1049,,15.0,
2013,13,0,23621,Rory Sabbatini,69.93,1888,,27.0,
2013,15,0,28475,Jeff Overton,69.96,1609,,23.0,
2013,16,0,26758,David Hearn,70.0,1540,,22.0,
2013,17,0,24227,Justin Bolli,70.13,1052,,15.0,
2013,18,0,27436,Graham DeLaet,70.16,2596,,37.0,
2013,18,0,21961,Charles Howell III,70.16,2245,,32.0,
2013,20,0,22405,Justin Rose,70.19,3018,,43.0,
2013,21,0,23108,Matt Kuchar,70.2,3159,,45.0,
2013,22,0,27649,Brandt Snedeker,70.23,2809,,40.0,
2013,23,0,1116,Michael Bradley,70.25,562,,8.0,
2013,23,0,26476,Chez Reavie,70.25,1405,,20.0,
2013,25,0,27963,Chris Stroud,70.26,1616,,23.0,
2013,26,0,30692,Scott Stallings,70.29,1195,,17.0,
2013,27,0,24924,Bill Haas,70.31,2953,,42.0,
2013,28,0,34261,Scott Langley,70.32,1336,,19.0,
2013,29,0,26300,Matt Jones,70.33,1688,,24.0,
2013,29,0,27330,Josh Teater,70.33,1477,,21.0,
2013,31,0,33141,Keegan Bradley,70.34,3306,,47.0,
2013,31,0,24502,Adam Scott,70.34,2462,,35.0,
2013,33,0,10213,Dicky Pride,70.36,985,,14.0,
2013,34,0,24507,Jason Bohn,70.44,1127,,16.0,
2013,34,0,28780,Nicholas Thompson,70.44,1902,,27.0,
2013,36,0,29740,Brad Fritsch,70.45,1409,,20.0,
2013,37,0,30925,Dustin Johnson,70.47,2255,,32.0,
2013,37,0,22806,Doug LaBelle II,70.47,1057,,15.0,
2013,39,0,24361,Pat Perez,70.48,1480,,21.0,
2013,40,0,32200,Roberto Castro,70.5,2397,,34.0,
2013,41,0,34099,Harris English,70.51,2609,,37.0,
2013,42,0,30926,Chris Kirk,70.52,1622,,23.0,
2013,43,0,23788,D.J. Trahan,70.53,1199,,17.0,
2013,44,0,34098,Russell Henley,70.55,1411,,20.0,
2013,45,0,26679,Kevin Stadler,70.56,1270,,18.0,
2013,46,0,24357,K.J. Choi,70.57,1482,,21.0,
2013,47,0,20098,Stuart Appleby,70.58,1835,,26.0,
2013,48,0,20691,Greg Owen,70.6,1059,,15.0,
2013,48,0,26289,Boo Weekley,70.6,2118,,30.0,
2013,50,0,34360,Patrick Reed,70.62,1836,,26.0,
2013,51,0,12716,Charley Hoffman,70.65,2402,,34.0,
2013,52,0,23638,Brendon de Jonge,70.67,2544,,36.0,
2013,52,0,31560,Brian Stuard,70.67,1696,,24.0,
2013,54,0,23541,Ben Crane,70.68,1343,,19.0,
2013,55,0,21209,Sergio Garcia,70.69,2474,,35.0,
2013,56,0,33419,Cameron Tringale,70.72,1273,,18.0,
2013,57,0,24781,Hunter Mahan,70.73,2617,,37.0,
2013,58,0,20593,Greg Chalmers,70.75,1415,,20.0,
2013,59,0,28679,Fabián Gómez,70.76,1486,,21.0,
2013,60,0,19846,Brian Gay,70.79,991,,14.0,
2013,60,0,32448,James Hahn,70.79,1345,,19.0,
2013,62,0,27214,Kevin Streelman,70.8,2124,,30.0,
2013,63,0,25274,Steven Bowditch,70.81,1133,,16.0,
2013,64,0,23800,Bryce Molder,70.82,1204,,17.0,
2013,65,0,28237,Rory McIlroy,70.86,1984,,28.0,
2013,65,0,23325,Vaughn Taylor,70.86,992,,14.0,
2013,67,0,26596,Ryan Moore,70.87,1630,,23.0,
2013,68,0,23320,Ryan Palmer,70.88,1772,,25.0,
2013,68,0,21878,Mark Wilson,70.88,1205,,17.0,
2013,70,0,33461,Morgan Hoffmann,70.89,1347,,19.0,
2013,70,0,30944,Jason Kokrak,70.89,1985,,28.0,
2013,72,0,25686,Jason Dufner,70.9,2056,,29.0,
2013,72,0,26851,Marc Leishman,70.9,2056,,29.0,
2013,72,0,25834,Daniel Summerhays,70.9,2127,,30.0,
2013,75,0,29420,Billy Horschel,70.93,2908,,41.0,
2013,76,0,28307,Matt Every,70.94,2199,,31.0,
2013,77,0,25562,Andres Romero,70.95,1419,,20.0,
2013,78,0,12510,Chad Campbell,71.0,1349,,19.0,
2013,78,0,6522,Ernie Els,71.0,1704,,24.0,
2013,78,0,24358,Robert Garrigus,71.0,1420,,20.0,
2013,78,0,27936,Martin Laird,71.0,923,,13.0,
2013,78,0,29425,Andrew Svoboda,71.0,781,,11.0,
2013,83,0,20396,Lee Westwood,71.03,2060,,29.0,
2013,84,0,29221,Webb Simpson,71.07,3056,,43.0,
2013,85,0,25240,D.A. Points,71.08,1777,,25.0,
2013,86,0,1320,Bob Estes,71.11,1351,,19.0,
2013,87,0,21753,Brian Davis,71.13,2134,,30.0,
2013,88,0,20229,Stewart Cink,71.14,1565,,22.0,
2013,88,0,25818,Scott Piercy,71.14,1494,,21.0,
2013,88,0,25804,Bubba Watson,71.14,2632,,37.0,
2013,91,0,30163,Henrik Norlander,71.15,925,,13.0,
2013,92,0,28089,Jason Day,71.16,2206,,31.0,
2013,93,0,25444,Justin Hicks,71.19,1851,,26.0,
2013,94,0,30711,Colt Knost,71.2,712,,10.0,
2013,95,0,31323,Gary Woodland,71.21,1994,,28.0,
2013,96,0,29518,Brendan Steele,71.22,1282,,18.0,
2013,97,0,28259,Sangmoon Bae,71.23,1567,,22.0,
2013,97,0,29479,Scott Brown,71.23,926,,13.0,
2013,97,0,10809,Jim Furyk,71.23,2493,,35.0,
2013,97,0,27644,Brian Harman,71.23,1852,,26.0,
2013,101,0,23983,Luke Donald,71.27,1853,,26.0,
2013,102,0,27770,Camilo Villegas,71.31,1854,,26.0,
2013,103,0,35539,Luke Guthrie,71.32,2211,,31.0,
2013,104,0,12782,Tim Herron,71.33,856,,12.0,
2013,104,0,25336,Alistair Presnell,71.33,1284,,18.0,
2013,104,0,25632,Jimmy Walker,71.33,1498,,21.0,
2013,107,0,27095,Nick Watney,71.34,2283,,32.0,
2013,108,0,34409,David Lingmerth,71.35,1427,,20.0,
2013,108,0,21099,David Lynn,71.35,1641,,23.0,
2013,110,0,27503,Steve LeBrun,71.36,999,,14.0,
2013,111,0,24846,Ricky Barnes,71.38,1142,,16.0,
2013,111,0,27556,Ted Potter Jr.,71.38,1499,,21.0,
2013,111,0,24138,Ian Poulter,71.38,1856,,26.0,
2013,114,0,27933,John Merrick,71.39,1285,,18.0,
2013,115,0,21731,Freddie Jacobson,71.41,1214,,17.0,
2013,116,0,26331,Charl Schwartzel,71.42,2357,,33.0,
2013,117,0,20443,Jin Park,71.45,786,,11.0,
2013,118,0,32102,Rickie Fowler,71.48,2359,,33.0,
2013,119,0,6004,Stephen Ames,71.5,1001,,14.0,
2013,119,0,23409,James Driscoll,71.5,1716,,24.0,
2013,119,0,22792,Peter Hanson,71.5,1001,,14.0,
2013,119,0,8075,Jerry Kelly,71.5,1430,,20.0,
2013,123,0,32698,Bobby Gates,71.53,1073,,15.0,
2013,124,0,23353,J.J. Henry,71.6,1432,,20.0,
2013,125,0,32366,Kevin Chappell,71.65,1218,,17.0,
2013,125,0,26497,Casey Wittenberg,71.65,1433,,20.0,
2013,127,0,23135,Tim Clark,71.67,1290,,18.0,
2013,127,0,37273,Derek Ernst,71.67,860,,12.0,
2013,127,0,31557,Jim Herman,71.67,1505,,21.0,
2013,127,0,34174,John Huh,71.67,1935,,27.0,
2013,131,0,2206,David Toms,71.69,932,,13.0,
2013,132,0,24494,Erik Compton,71.75,2009,,28.0,
2013,132,0,28135,Aaron Watkins,71.75,861,,12.0,
2013,134,0,27120,Troy Matteson,71.79,1364,,19.0,
2013,135,0,27895,Jonas Blixt,71.81,1508,,21.0,
2013,136,0,20104,Ken Duke,71.84,1365,,19.0,
2013,137,0,10860,Justin Leonard,71.85,1437,,20.0,
2013,138,0,25900,Lucas Glover,71.86,1509,,21.0,
2013,138,0,30110,Kyle Stanley,71.86,1581,,22.0,
2013,138,0,28310,Lee Williams,71.86,1006,,14.0,
2013,141,0,34431,Robert Streb,71.89,1294,,18.0,
2013,142,0,20848,Ángel Cabrera,71.9,2085,,29.0,
2013,142,0,23497,Tag Ridings,71.9,1438,,20.0,
2013,144,0,23623,Bo Van Pelt,71.94,1295,,18.0,
2013,145,0,22961,David Mathis,72.0,1296,,18.0,
2013,145,0,29289,S.Y. Noh,72.0,1080,,15.0,
2013,147,0,22056,Cameron Percy,72.09,793,,11.0,
2013,148,0,27408,Martin Kaymer,72.11,1370,,19.0,
2013,148,0,22295,Darron Stiles,72.11,649,,9.0,
2013,150,0,22378,Trevor Immelman,72.13,1082,,15.0,
2013,151,0,25572,Graeme McDowell,72.22,1661,,23.0,
2013,152,0,28455,Will Claxton,72.24,1228,,17.0,
2013,153,0,20572,Rod Pampling,72.3,723,,10.0,
2013,154,0,22371,Aaron Baddeley,72.31,940,,13.0,
2013,155,0,30750,Tommy Gainey,72.32,1591,,22.0,
2013,156,0,23452,Nicolas Colsaerts,72.33,1302,,18.0,
2013,156,0,24399,Scott Gardiner,72.33,868,,12.0,
2013,156,0,28092,D.H. Lee,72.33,1302,,18.0,
2013,159,0,20766,Padraig Harrington,72.35,1230,,17.0,
2013,159,0,24490,George McNeill,72.35,1230,,17.0,
2013,161,0,26951,Johnson Wagner,72.38,1158,,16.0,
2013,162,0,30852,Ryo Ishikawa,72.39,1303,,18.0,
2013,163,0,20160,Charlie Wi,72.41,1593,,22.0,
2013,164,0,36884,Ben Kohles,72.42,1376,,19.0,
2013,165,0,24140,Sean O'Hair,72.44,1159,,16.0,
2013,166,0,6573,Brandt Jobe,72.46,942,,13.0,
2013,166,0,19970,Robert Karlsson,72.46,942,,13.0,
2013,166,0,33869,Eric Meierdierks,72.46,942,,13.0,
2013,169,0,20645,John Senden,72.48,1522,,21.0,
2013,170,0,34021,Bud Cauley,72.56,1161,,16.0,
2013,171,0,25345,Carl Pettersson,72.63,581,,8.0,
2013,172,0,24663,Y.E. Yang,72.77,946,,13.0,
2013,173,0,6567,Vijay Singh,72.81,1165,,16.0,
2013,174,0,22621,Ben Curtis,72.87,1093,,15.0,
2013,175,0,8725,Tom Gillis,72.89,1385,,19.0,
2013,176,0,10885,Robert Allenby,72.9,729,,10.0,
2013,177,0,32150,Michael Thompson,73.07,1096,,15.0,
2013,178,0,22046,Geoff Ogilvy,73.36,807,,11.0,
2013,179,0,10423,Mike Weir,73.38,1174,,16.0,
2013,180,0,27129,Luke List,73.43,1028,,14.0,
2013,1,0,6527,Steve Stricker,69.5,2502,,,36.0
2013,2,0,21528,Henrik Stenson,69.54,2712,,,39.0
2013,3,0,28500,Martin Flores,69.71,2649,,,38.0
2013,4,0,34046,Jordan Spieth,69.74,3487,,,50.0
2013,5,0,8793,Tiger Woods,69.86,2515,,,36.0
2013,6,0,21961,Charles Howell III,69.89,3215,,,46.0
2013,7,0,27436,Graham DeLaet,69.92,3426,,,49.0
2013,8,0,22913,John Rollins,69.93,2867,,,41.0
2013,9,0,30926,Chris Kirk,69.96,3148,,,45.0
2013,10,0,1810,Phil Mickelson,69.98,2939,,,42.0
2013,11,0,23621,Rory Sabbatini,70.02,3011,,,43.0
2013,12,0,28475,Jeff Overton,70.08,2593,,,37.0
2013,13,0,22405,Justin Rose,70.19,3018,,,43.0
2013,14,0,26758,David Hearn,70.2,2457,,,35.0
2013,14,0,35139,Richard Lee,70.2,2457,,,35.0
2013,16,0,24502,Adam Scott,70.25,2529,,,36.0
2013,17,0,23108,Matt Kuchar,70.26,3232,,,46.0
2013,18,0,25274,Steven Bowditch,70.28,2038,,,29.0
2013,19,0,24357,K.J. Choi,70.29,2390,,,34.0
2013,20,0,33141,Keegan Bradley,70.34,3306,,,47.0
2013,21,0,21209,Sergio Garcia,70.35,2814,,,40.0
2013,21,0,24024,Zach Johnson,70.35,3658,,,52.0
2013,21,0,27649,Brandt Snedeker,70.35,3236,,,46.0
2013,21,0,27963,Chris Stroud,70.35,2814,,,40.0
2013,25,0,20098,Stuart Appleby,70.38,2604,,,37.0
2013,25,0,34099,Harris English,70.38,3378,,,48.0
2013,27,0,20593,Greg Chalmers,70.41,2394,,,34.0
2013,27,0,23541,Ben Crane,70.41,2253,,,32.0
2013,29,0,24924,Bill Haas,70.42,3662,,,52.0
2013,30,0,27214,Kevin Streelman,70.49,3172,,,45.0
2013,31,0,23638,Brendon de Jonge,70.51,3596,,,51.0
2013,32,0,26300,Matt Jones,70.53,2821,,,40.0
2013,32,0,31560,Brian Stuard,70.53,2539,,,36.0
2013,34,0,23800,Bryce Molder,70.55,2328,,,33.0
2013,35,0,21878,Mark Wilson,70.58,1835,,,26.0
2013,36,0,32200,Roberto Castro,70.6,3671,,,52.0
2013,37,0,26289,Boo Weekley,70.62,3178,,,45.0
2013,38,0,30925,Dustin Johnson,70.65,2614,,,37.0
2013,38,0,34360,Patrick Reed,70.65,3038,,,43.0
2013,40,0,10809,Jim Furyk,70.66,3109,,,44.0
2013,40,0,25632,Jimmy Walker,70.66,3109,,,44.0
2013,42,0,1320,Bob Estes,70.68,1979,,,28.0
2013,42,0,26679,Kevin Stadler,70.68,2403,,,34.0
2013,44,0,28679,Fabián Gómez,70.69,2262,,,32.0
2013,45,0,31202,William McGirt,70.71,2192,,,31.0
2013,45,0,23320,Ryan Palmer,70.71,2687,,,38.0
2013,47,0,6004,Stephen Ames,70.72,1768,,,25.0
2013,48,0,28780,Nicholas Thompson,70.74,3254,,,46.0
2013,49,0,33461,Morgan Hoffmann,70.76,2406,,,34.0
2013,50,0,33418,Shawn Stefani,70.77,2194,,,31.0
2013,51,0,27330,Josh Teater,70.78,2619,,,37.0
2013,52,0,21753,Brian Davis,70.79,3044,,,43.0
2013,52,0,1724,Jeff Maggert,70.79,2053,,,29.0
2013,54,0,24507,Jason Bohn,70.82,2337,,,33.0
2013,55,0,20229,Stewart Cink,70.84,2196,,,31.0
2013,55,0,24781,Hunter Mahan,70.84,3471,,,49.0
2013,57,0,34261,Scott Langley,70.86,2551,,,36.0
2013,58,0,25686,Jason Dufner,70.87,2693,,,38.0
2013,59,0,12510,Chad Campbell,70.88,2410,,,34.0
2013,59,0,26476,Chez Reavie,70.88,2268,,,32.0
2013,61,0,29740,Brad Fritsch,70.89,2481,,,35.0
2013,62,0,23135,Tim Clark,70.9,2198,,,31.0
2013,62,0,29221,Webb Simpson,70.9,3403,,,48.0
2013,64,0,20691,Greg Owen,70.91,2340,,,33.0
2013,64,0,27556,Ted Potter Jr.,70.91,2340,,,33.0
2013,66,0,30692,Scott Stallings,70.92,2553,,,36.0
2013,67,0,22056,Cameron Percy,70.93,1986,,,28.0
2013,68,0,28089,Jason Day,70.95,2980,,,42.0
2013,68,0,25804,Bubba Watson,70.95,3051,,,43.0
2013,70,0,6522,Ernie Els,70.96,1845,,,26.0
2013,71,0,19846,Brian Gay,70.97,2058,,,29.0
2013,72,0,29420,Billy Horschel,70.98,3691,,,52.0
2013,72,0,26331,Charl Schwartzel,70.98,2910,,,41.0
2013,74,0,32448,James Hahn,71.0,2840,,,40.0
2013,74,0,34098,Russell Henley,71.0,2627,,,37.0
2013,74,0,28237,Rory McIlroy,71.0,2343,,,33.0
2013,77,0,21731,Freddie Jacobson,71.03,2060,,,29.0
2013,77,0,24361,Pat Perez,71.03,2557,,,36.0
2013,79,0,23788,D.J. Trahan,71.04,1705,,,24.0
2013,80,0,34174,John Huh,71.05,3055,,,43.0
2013,80,0,2206,David Toms,71.05,1563,,,22.0
2013,80,0,31323,Gary Woodland,71.05,2913,,,41.0
2013,83,0,33419,Cameron Tringale,71.06,2416,,,34.0
2013,84,0,22806,Doug LaBelle II,71.07,2132,,,30.0
2013,84,0,25834,Daniel Summerhays,71.07,3127,,,44.0
2013,86,0,23409,James Driscoll,71.08,2701,,,38.0
2013,87,0,28307,Matt Every,71.09,3341,,,47.0
2013,87,0,22792,Peter Hanson,71.09,1564,,,22.0
2013,87,0,12716,Charley Hoffman,71.09,3341,,,47.0
