YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
2013,41,0,26476,Chez Reavie,"44' 1""",14.293,27
2013,41,0,2206,David Toms,"44' 1""",8.467,16
2013,45,0,21528,Henrik Stenson,"44' 0""",11.619,22
2013,46,0,19970,Robert Karlsson,"43' 11""",13.691,26
2013,47,0,24507,Jason Bohn,"43' 10""",13.686,26
2013,48,0,33461,Morgan Hoffmann,"43' 8""",12.059,23
2013,48,0,1810,Phil Mickelson,"43' 8""",8.907,17
2013,50,0,32334,Charlie Beljan,"43' 6""",17.753,34
2013,51,0,22961,David Mathis,"43' 5""",16.137,31
2013,51,0,33869,Eric Meierdierks,"43' 5""",17.187,33
2013,51,0,10213,Dicky Pride,"43' 5""",15.113,29
2013,51,0,29518,Brendan Steele,"43' 5""",20.82,40
2013,51,0,28135,Aaron Watkins,"43' 5""",7.294,14
2013,56,0,34021,Bud Cauley,"43' 2""",16.563,32
2013,56,0,32150,Michael Thompson,"43' 2""",13.46,26
2013,58,0,28310,Lee Williams,"43' 1""",12.917,25
2013,59,0,6573,Brandt Jobe,"43' 0""",13.412,26
2013,59,0,22056,Cameron Percy,"43' 0""",15.989,31
2013,61,0,32102,Rickie Fowler,"42' 11""",8.758,17
2013,62,0,26951,Johnson Wagner,"42' 9""",16.935,33
2013,63,0,27895,Jonas Blixt,"42' 6""",12.248,24
2013,63,0,27933,John Merrick,"42' 6""",14.789,29
2013,65,0,23497,Tag Ridings,"42' 4""",10.676,21
2013,66,0,26851,Marc Leishman,"42' 3""",15.71,31
2013,67,0,30926,Chris Kirk,"42' 2""",16.203,32
2013,68,0,25240,D.A. Points,"42' 1""",17.153,34
2013,69,0,12782,Tim Herron,"42' 0""",11.079,22
2013,69,0,20572,Rod Pampling,"42' 0""",7.062,14
2013,69,0,27330,Josh Teater,"42' 0""",11.596,23
2013,72,0,32200,Roberto Castro,"41' 11""",21.642,43
2013,73,0,20098,Stuart Appleby,"41' 9""",20.035,40
2013,73,0,29740,Brad Fritsch,"41' 9""",18.529,37
2013,73,0,24781,Hunter Mahan,"41' 9""",15.516,31
2013,73,0,26497,Casey Wittenberg,"41' 9""",12.022,24
2013,77,0,29420,Billy Horschel,"41' 8""",15.994,32
2013,78,0,24490,George McNeill,"41' 7""",17.954,36
2013,79,0,34174,John Huh,"41' 6""",22.897,46
2013,79,0,28780,Nicholas Thompson,"41' 6""",25.395,51
2013,81,0,12510,Chad Campbell,"41' 4""",20.318,41
2013,81,0,30711,Colt Knost,"41' 4""",10.918,22
2013,83,0,27503,Steve LeBrun,"41' 3""",17.336,35
2013,83,0,20443,Jin Park,"41' 3""",11.885,24
2013,85,0,30852,Ryo Ishikawa,"41' 2""",17.295,35
2013,86,0,27095,Nick Watney,"41' 1""",22.696,46
2013,87,0,24358,Robert Garrigus,"41' 0""",7.867,16
2013,88,0,28092,D.H. Lee,"40' 11""",15.223,31
2013,89,0,29479,Scott Brown,"40' 9""",9.299,19
2013,89,0,21753,Brian Davis,"40' 9""",17.116,35
2013,89,0,35539,Luke Guthrie,"40' 9""",20.034,41
2013,89,0,26596,Ryan Moore,"40' 9""",13.216,27
2013,89,0,24140,Sean O'Hair,"40' 9""",14.183,29
2013,89,0,23623,Bo Van Pelt,"40' 9""",12.234,25
2013,95,0,25686,Jason Dufner,"40' 8""",19.026,39
2013,95,0,21878,Mark Wilson,"40' 8""",13.179,27
2013,97,0,23320,Ryan Palmer,"40' 7""",12.654,26
2013,98,0,25444,Justin Hicks,"40' 6""",20.419,42
2013,98,0,24024,Zach Johnson,"40' 6""",15.536,32
2013,100,0,34409,David Lingmerth,"40' 5""",15.522,32
2013,100,0,31323,Gary Woodland,"40' 5""",16.962,35
2013,102,0,32448,James Hahn,"40' 4""",11.615,24
2013,102,0,24502,Adam Scott,"40' 4""",7.737,16
2013,102,0,34431,Robert Streb,"40' 4""",15.959,33
2013,105,0,27644,Brian Harman,"40' 3""",14.014,29
2013,106,0,31557,Jim Herman,"40' 2""",14.957,31
2013,106,0,23788,D.J. Trahan,"40' 2""",10.614,22
2013,106,0,25632,Jimmy Walker,"40' 2""",14.93,31
2013,109,0,26289,Boo Weekley,"40' 1""",25.474,53
2013,110,0,20229,Stewart Cink,"40' 0""",16.311,34
2013,110,0,34360,Patrick Reed,"40' 0""",18.235,38
2013,112,0,23983,Luke Donald,"39' 11""",7.185,15
2013,112,0,19846,Brian Gay,"39' 11""",8.614,18
2013,114,0,12716,Charley Hoffman,"39' 9""",16.71,35
2013,114,0,26300,Matt Jones,"39' 9""",17.188,36
2013,114,0,30944,Jason Kokrak,"39' 9""",21.007,44
2013,114,0,33418,Shawn Stefani,"39' 9""",8.106,17
2013,118,0,27436,Graham DeLaet,"39' 8""",21.875,46
2013,118,0,23800,Bryce Molder,"39' 8""",12.853,27
2013,120,0,30163,Henrik Norlander,"39' 7""",14.714,31
2013,121,0,25818,Scott Piercy,"39' 6""",14.22,30
2013,122,0,25274,Steven Bowditch,"39' 5""",15.121,32
2013,122,0,10809,Jim Furyk,"39' 5""",10.403,22
2013,124,0,25345,Carl Pettersson,"39' 3""",11.769,25
2013,125,0,8075,Jerry Kelly,"39' 2""",11.28,24
2013,126,0,30750,Tommy Gainey,"39' 1""",16.886,36
2013,127,0,33419,Cameron Tringale,"39' 0""",18.249,39
2013,128,0,28307,Matt Every,"38' 11""",20.998,45
2013,129,0,10885,Robert Allenby,"38' 10""",12.579,27
2013,130,0,24227,Justin Bolli,"38' 9""",11.631,25
2013,130,0,32698,Bobby Gates,"38' 9""",6.968,15
2013,132,0,21099,David Lynn,"38' 8""",9.75,21
2013,132,0,1724,Jeff Maggert,"38' 8""",18.088,39
2013,132,0,29289,S.Y. Noh,"38' 8""",17.626,38
2013,135,0,25900,Lucas Glover,"38' 7""",17.59,38
2013,135,0,22405,Justin Rose,"38' 7""",11.118,24
2013,137,0,28259,Sangmoon Bae,"38' 6""",20.775,45
2013,137,0,20104,Ken Duke,"38' 6""",17.11,37
2013,139,0,21731,Freddie Jacobson,"38' 2""",8.246,18
2013,140,0,30110,Kyle Stanley,"38' 0""",21.428,47
2013,141,0,25572,Graeme McDowell,"37' 10""",9.072,20
2013,141,0,31560,Brian Stuard,"37' 10""",12.258,27
2013,143,0,24361,Pat Perez,"37' 9""",13.125,29
2013,143,0,27649,Brandt Snedeker,"37' 9""",15.389,34
2013,145,0,28089,Jason Day,"37' 8""",13.11,29
2013,145,0,25562,Andres Romero,"37' 8""",10.407,23
2013,147,0,32366,Kevin Chappell,"37' 6""",18.465,41
2013,147,0,27214,Kevin Streelman,"37' 6""",10.346,23
2013,149,0,1320,Bob Estes,"37' 5""",9.429,21
2013,149,0,34261,Scott Langley,"37' 5""",10.336,23
2013,151,0,23452,Nicolas Colsaerts,"37' 4""",11.193,25
2013,152,0,20160,Charlie Wi,"37' 3""",14.742,33
2013,153,0,24846,Ricky Barnes,"37' 1""",16.472,37
2013,154,0,8725,Tom Gillis,"36' 9""",13.669,31
2013,155,0,30692,Scott Stallings,"36' 8""",14.508,33
2013,156,0,21209,Sergio Garcia,"36' 7""",7.464,17
2013,157,0,24494,Erik Compton,"36' 5""",15.744,36
2013,157,0,28237,Rory McIlroy,"36' 5""",8.308,19
2013,159,0,27120,Troy Matteson,"36' 3""",9.58,22
2013,160,0,23135,Tim Clark,"36' 0""",7.347,17
2013,160,0,22295,Darron Stiles,"36' 0""",10.373,24
2013,162,0,6527,Steve Stricker,"35' 11""",6.892,16
2013,163,0,22046,Geoff Ogilvy,"35' 8""",15.416,36
2013,164,0,35139,Richard Lee,"35' 7""",13.677,32
2013,164,0,20396,Lee Westwood,"35' 7""",13.24,31
2013,166,0,6004,Stephen Ames,"35' 5""",8.08,19
2013,167,0,23621,Rory Sabbatini,"35' 3""",19.449,46
2013,168,0,24138,Ian Poulter,"34' 11""",7.131,17
2013,169,0,26758,David Hearn,"34' 10""",9.202,22
2013,170,0,24663,Y.E. Yang,"34' 6""",7.858,19
2013,171,0,27770,Camilo Villegas,"34' 4""",13.194,32
2013,172,0,34046,Jordan Spieth,"33' 10""",11.768,29
2013,173,0,27556,Ted Potter Jr.,"33' 7""",13.297,33
2013,174,0,36884,Ben Kohles,"33' 1""",14.301,36
2013,175,0,8793,Tiger Woods,"32' 6""",5.074,13
2013,176,0,29221,Webb Simpson,"32' 1""",8.844,23
2013,177,0,6567,Vijay Singh,"31' 10""",10.317,27
2013,178,0,26331,Charl Schwartzel,"31' 9""",5.329,14
2013,179,0,34098,Russell Henley,"31' 8""",10.631,28
2014,1,0,23353,J.J. Henry,"51' 2""",25.173,41
2014,2,0,22371,Aaron Baddeley,"49' 10""",11.955,20
2014,3,0,23983,Luke Donald,"49' 5""",10.666,18
2014,4,0,32200,Roberto Castro,"48' 10""",10.542,18
2014,5,0,20498,Briny Baird,"48' 9""",17.563,30
2014,6,0,29478,Kevin Kisner,"48' 7""",12.234,21
2014,7,0,33141,Keegan Bradley,"48' 1""",13.846,24
2014,8,0,28486,Michael Putnam,"47' 9""",32.073,56
2014,9,0,25720,Chad Collins,"47' 7""",10.285,18
2014,10,0,26758,David Hearn,"47' 5""",13.093,23
2014,11,0,34098,Russell Henley,"47' 3""",13.616,24
2014,12,0,34261,Scott Langley,"47' 1""",14.133,25
2014,13,0,25632,Jimmy Walker,"46' 9""",13.472,24
2014,14,0,24024,Zach Johnson,"46' 8""",14.57,26
2014,15,0,10809,Jim Furyk,"46' 7""",17.331,31
2014,16,0,29518,Brendan Steele,"46' 3""",18.88,34
2014,17,0,10860,Justin Leonard,"46' 2""",10.527,19
2014,18,0,26956,Bronson La'Cassie,"46' 1""",7.745,14
2014,19,0,33413,Ben Martin,"46' 0""",13.248,24
2014,20,0,22621,Ben Curtis,"45' 8""",15.899,29
2014,20,0,35539,Luke Guthrie,"45' 8""",20.806,38
2014,22,0,34265,Will Wilcox,"45' 7""",6.569,12
2014,23,0,29222,Billy Hurley III,"45' 6""",14.748,27
2014,23,0,35300,Andrew Loupe,"45' 6""",18.566,34
2014,25,0,34021,Bud Cauley,"45' 5""",12.533,23
2014,26,0,24925,Jonathan Byrd,"45' 4""",14.686,27
2014,26,0,25191,Gonzalo Fernandez-Castaño,"45' 4""",19.027,35
2014,28,0,24924,Bill Haas,"45' 2""",18.961,35
2014,28,0,26851,Marc Leishman,"45' 2""",14.097,26
2014,28,0,34264,Hudson Swafford,"45' 2""",17.344,32
2014,31,0,20229,Stewart Cink,"45' 1""",21.629,40
2014,31,0,29221,Webb Simpson,"45' 1""",17.313,32
2014,31,0,26951,Johnson Wagner,"45' 1""",10.82,20
2014,34,0,25562,Andres Romero,"45' 0""",19.439,36
2014,35,0,8075,Jerry Kelly,"44' 11""",11.32,21
2014,35,0,32640,Troy Merritt,"44' 11""",11.328,21
2014,35,0,34360,Patrick Reed,"44' 11""",15.094,28
2014,38,0,27644,Brian Harman,"44' 10""",18.299,34
2014,39,0,33461,Morgan Hoffmann,"44' 9""",22.57,42
2014,39,0,24781,Hunter Mahan,"44' 9""",17.18,32
2014,39,0,27933,John Merrick,"44' 9""",20.419,38
2014,39,0,35541,John Peterson,"44' 9""",13.953,26
2014,43,0,30852,Ryo Ishikawa,"44' 8""",11.791,22
2014,43,0,28475,Jeff Overton,"44' 8""",19.841,37
2014,45,0,24140,Sean O'Hair,"44' 6""",14.963,28
2014,45,0,32333,Kevin Tway,"44' 6""",16.008,30
2014,47,0,28500,Martin Flores,"44' 4""",19.15,36
2014,48,0,32448,James Hahn,"44' 3""",18.602,35
2014,48,0,28092,D.H. Lee,"44' 3""",11.142,21
2014,50,0,21961,Charles Howell III,"44' 2""",22.808,43
2014,50,0,1706,Davis Love III,"44' 2""",16.965,32
2014,52,0,27936,Martin Laird,"44' 1""",12.704,24
2014,53,0,31557,Jim Herman,"43' 10""",14.192,27
2014,54,0,27895,Jonas Blixt,"43' 9""",5.773,11
2014,55,0,6522,Ernie Els,"43' 8""",15.716,30
2014,55,0,23800,Bryce Molder,"43' 8""",9.952,19
2014,55,0,31323,Gary Woodland,"43' 8""",17.299,33
2014,58,0,29479,Scott Brown,"43' 7""",17.795,34
2014,59,0,24358,Robert Garrigus,"43' 6""",21.39,41
2014,59,0,30692,Scott Stallings,"43' 6""",18.787,36
2014,59,0,25834,Daniel Summerhays,"43' 6""",18.792,36
2014,62,0,34099,Harris English,"43' 5""",17.703,34
2014,62,0,19846,Brian Gay,"43' 5""",16.16,31
2014,64,0,12510,Chad Campbell,"43' 4""",12.992,25
2014,64,0,32150,Michael Thompson,"43' 4""",15.093,29
2014,66,0,30944,Jason Kokrak,"43' 1""",10.85,21
2014,66,0,24138,Ian Poulter,"43' 1""",10.333,20
2014,68,0,27436,Graham DeLaet,"42' 9""",18.466,36
2014,68,0,37273,Derek Ernst,"42' 9""",23.605,46
2014,68,0,34563,Chesson Hadley,"42' 9""",17.45,34
2014,71,0,22913,John Rollins,"42' 8""",14.853,29
2014,72,0,20098,Stuart Appleby,"42' 7""",16.873,33
2014,72,0,21878,Mark Wilson,"42' 7""",14.826,29
2014,74,0,20593,Greg Chalmers,"42' 6""",11.221,22
2014,74,0,24494,Erik Compton,"42' 6""",14.271,28
2014,74,0,27330,Josh Teater,"42' 6""",13.781,27
2014,77,0,29535,Brice Garnett,"42' 5""",16.293,32
2014,77,0,29425,Andrew Svoboda,"42' 5""",12.736,25
2014,77,0,27064,Jhonattan Vegas,"42' 5""",20.872,41
2014,77,0,24663,Y.E. Yang,"42' 5""",11.71,23
2014,81,0,29420,Billy Horschel,"42' 4""",16.751,33
2014,82,0,32102,Rickie Fowler,"42' 3""",9.64,19
2014,82,0,30926,Chris Kirk,"42' 3""",17.225,34
2014,82,0,35139,Richard Lee,"42' 3""",12.669,25
2014,82,0,25240,D.A. Points,"42' 3""",13.68,27
2014,82,0,33419,Cameron Tringale,"42' 3""",17.746,35
2014,82,0,10423,Mike Weir,"42' 3""",12.164,24
2014,88,0,30750,Tommy Gainey,"42' 2""",16.204,32
2014,89,0,20645,John Senden,"42' 1""",11.611,23
2014,90,0,26289,Boo Weekley,"41' 11""",17.622,35
2014,91,0,24846,Ricky Barnes,"41' 10""",17.58,35
2014,92,0,34409,David Lingmerth,"41' 8""",18.009,36
2014,92,0,26679,Kevin Stadler,"41' 8""",13.498,27
2014,94,0,23135,Tim Clark,"41' 7""",12.976,26
2014,95,0,22378,Trevor Immelman,"41' 6""",17.415,35
2014,96,0,23638,Brendon de Jonge,"41' 5""",13.411,27
2014,96,0,29926,Danny Lee,"41' 5""",17.908,36
2014,98,0,28307,Matt Every,"41' 4""",11.893,24
2014,98,0,27649,Brandt Snedeker,"41' 4""",13.402,27
2014,100,0,23541,Ben Crane,"41' 3""",12.876,26
2014,101,0,24490,George McNeill,"41' 2""",16.782,34
2014,101,0,20396,Lee Westwood,"41' 2""",9.881,20
2014,103,0,32839,Hideki Matsuyama,"41' 1""",18.721,38
2014,104,0,10885,Robert Allenby,"41' 0""",26.543,54
2014,104,0,27963,Chris Stroud,"41' 0""",13.763,28
2014,104,0,25804,Bubba Watson,"41' 0""",6.397,13
2014,107,0,20848,Ángel Cabrera,"40' 11""",16.187,33
2014,107,0,27408,Martin Kaymer,"40' 11""",9.338,19
2014,107,0,35732,Wes Roach,"40' 11""",17.678,36
2014,107,0,27770,Camilo Villegas,"40' 11""",18.659,38
2014,111,0,26329,Louis Oosthuizen,"40' 10""",11.752,24
2014,112,0,27120,Troy Matteson,"40' 9""",12.721,26
2014,112,0,26331,Charl Schwartzel,"40' 9""",11.74,24
2014,114,0,25349,Tim Wilkinson,"40' 8""",12.212,25
2014,115,0,27466,Spencer Levin,"40' 7""",9.732,20
2014,115,0,22293,Heath Slocum,"40' 7""",19.486,40
2014,117,0,20157,Retief Goosen,"40' 6""",14.569,30
2014,118,0,25274,Steven Bowditch,"40' 5""",25.692,53
2014,118,0,22046,Geoff Ogilvy,"40' 5""",18.411,38
2014,118,0,28132,Tyrone Van Aswegen,"40' 5""",13.573,28
2014,121,0,6567,Vijay Singh,"40' 4""",20.338,42
2014,122,0,31560,Brian Stuard,"40' 2""",13.979,29
2014,123,0,25396,Kevin Na,"40' 1""",14.903,31
2014,124,0,24912,Will MacKenzie,"40' 0""",17.294,36
2014,125,0,33122,Russell Knox,"39' 11""",16.763,35
2014,126,0,24357,K.J. Choi,"39' 10""",10.993,23
2014,126,0,25345,Carl Pettersson,"39' 10""",20.096,42
2014,128,0,24361,Pat Perez,"39' 9""",13.828,29
2014,128,0,30927,Brendon Todd,"39' 9""",14.298,30
2014,128,0,20160,Charlie Wi,"39' 9""",13.838,29
2014,131,0,7867,Woody Austin,"39' 8""",12.367,26
2014,132,0,25444,Justin Hicks,"39' 7""",24.217,51
2014,133,0,21209,Sergio Garcia,"39' 6""",7.588,16
2014,133,0,26596,Ryan Moore,"39' 6""",13.27,28
2014,133,0,28780,Nicholas Thompson,"39' 6""",23.68,50
2014,136,0,36689,Brooks Koepka,"39' 5""",8.978,19
2014,137,0,2206,David Toms,"39' 4""",10.378,22
2014,138,0,23409,James Driscoll,"39' 0""",12.629,27
2014,138,0,23621,Rory Sabbatini,"39' 0""",20.131,43
2014,138,0,23623,Bo Van Pelt,"39' 0""",14.979,32
2014,141,0,32334,Charlie Beljan,"38' 11""",12.602,27
2014,141,0,31193,Jim Renner,"38' 11""",17.753,38
2014,143,0,24507,Jason Bohn,"38' 10""",8.848,19
2014,143,0,1810,Phil Mickelson,"38' 10""",9.787,21
2014,145,0,28259,Sangmoon Bae,"38' 7""",15.29,33
2014,146,0,27214,Kevin Streelman,"38' 6""",16.633,36
2014,147,0,34174,John Huh,"38' 5""",14.75,32
2014,147,0,26300,Matt Jones,"38' 5""",6.921,15
2014,149,0,24502,Adam Scott,"38' 0""",9.579,21
2014,150,0,33418,Shawn Stefani,"37' 11""",12.742,28
2014,151,0,34431,Robert Streb,"37' 9""",15.409,34
2014,152,0,20104,Ken Duke,"37' 6""",17.557,39
2014,152,0,21731,Freddie Jacobson,"37' 6""",10.346,23
2014,154,0,28237,Rory McIlroy,"37' 3""",6.7,15
2014,155,0,25364,Paul Casey,"37' 2""",7.582,17
2014,155,0,21528,Henrik Stenson,"37' 2""",6.696,15
2014,157,0,34046,Jordan Spieth,"36' 11""",13.72,31
2014,158,0,32366,Kevin Chappell,"36' 10""",16.81,38
2014,159,0,30110,Kyle Stanley,"36' 9""",29.105,66
2014,160,0,23108,Matt Kuchar,"36' 6""",10.951,25
2014,161,0,23320,Ryan Palmer,"36' 5""",13.988,32
2014,162,0,25686,Jason Dufner,"36' 4""",10.471,24
2014,163,0,29461,Jamie Lovemark,"36' 1""",9.526,22
2014,164,0,21753,Brian Davis,"36' 0""",13.815,32
2014,164,0,29740,Brad Fritsch,"36' 0""",7.779,18
2014,164,0,27095,Nick Watney,"36' 0""",13.401,31
2014,167,0,1724,Jeff Maggert,"35' 8""",11.563,27
2014,167,0,31202,William McGirt,"35' 8""",9.838,23
2014,169,0,27141,J.B. Holmes,"35' 5""",14.438,34
2014,170,0,12716,Charley Hoffman,"35' 1""",11.783,28
2014,171,0,22405,Justin Rose,"34' 10""",7.934,19
2014,172,0,30925,Dustin Johnson,"33' 7""",4.429,11
2014,172,0,27556,Ted Potter Jr.,"33' 7""",9.27,23
2014,174,0,25572,Graeme McDowell,"33' 5""",5.208,13
2014,175,0,29289,S.Y. Noh,"33' 2""",15.131,38
2014,176,0,25900,Lucas Glover,"33' 0""",11.875,30
2022,1,0,52372,Cameron Champ,"56' 9""",1191.75,21
2022,2,0,32448,James Hahn,"54' 6""",1035.667,19
2022,3,0,27349,Alex Noren,"53' 9""",752.0,14
2022,4,0,53165,Doc Redman,"53' 3""",1385.0,26
2022,5,0,34431,Robert Streb,"52' 8""",1421.417,27
2022,6,0,27064,Jhonattan Vegas,"52' 6""",1365.0,26
2022,7,0,47988,Nick Hardy,"51' 11""",883.167,17
2022,8,0,35506,Mackenzie Hughes,"51' 4""",1334.5,26
2022,9,0,48081,Xander Schauffele,"51' 1""",869.0,17
2022,10,0,54421,Garrick Higgo,"50' 8""",1013.417,20
2022,11,0,35879,Kelly Kraft,"50' 6""",858.5,17
2022,12,0,51950,Max McGreevy,"50' 4""",1007.25,20
2022,13,0,34264,Hudson Swafford,"49' 11""",1248.667,25
2022,14,0,36699,Patrick Rodgers,"49' 7""",1439.083,29
2022,15,0,33141,Keegan Bradley,"49' 6""",940.833,19
2022,16,0,33486,Roger Sloan,"49' 5""",1531.833,31
2022,17,0,29725,Tony Finau,"49' 4""",1431.25,29
2022,17,0,35532,Tom Hoge,"49' 4""",1727.167,35
2022,19,0,39971,Sungjae Im,"49' 3""",1477.083,30
2022,20,0,30978,Kiradech Aphibarnrat,"49' 1""",589.167,12
2022,20,0,46442,Maverick McNealy,"49' 1""",1422.833,29
2022,22,0,34563,Chesson Hadley,"48' 9""",1266.583,26
2022,23,0,51890,Greyson Sigg,"48' 8""",1265.083,26
2022,23,0,32333,Kevin Tway,"48' 8""",1702.5,35
2022,25,0,33667,Carlos Ortiz,"48' 7""",1019.75,21
2022,26,0,23108,Matt Kuchar,"48' 6""",1017.833,21
2022,26,0,30927,Brendon Todd,"48' 6""",1357.417,28
2022,28,0,51894,Vince Whaley,"48' 5""",871.333,18
2022,29,0,29974,Branden Grace,"48' 4""",1063.917,22
2022,29,0,30944,Jason Kokrak,"48' 4""",773.667,16
2022,29,0,34466,Peter Malnati,"48' 4""",1498.5,31
2022,32,0,36884,Ben Kohles,"48' 0""",863.5,18
2022,33,0,36801,Mark Hubbard,"47' 8""",858.583,18
2022,34,0,28089,Jason Day,"47' 7""",809.417,17
2022,35,0,49771,J.T. Poston,"47' 6""",1568.833,33
2022,36,0,34363,Tyrrell Hatton,"47' 5""",569.333,12
2022,37,0,10381,Curtis Thompson,"47' 4""",994.0,21
2022,38,0,24924,Bill Haas,"47' 2""",1744.333,37
2022,38,0,40250,Taylor Pendrith,"47' 2""",1790.75,38
2022,40,0,47529,Mito Pereira,"47' 0""",1549.917,33
2022,41,0,29420,Billy Horschel,"46' 11""",937.5,20
2022,42,0,51766,Wyndham Clark,"46' 6""",1161.583,25
2022,43,0,46717,Viktor Hovland,"46' 2""",1385.0,30
2022,43,0,34610,Matthias Schwab,"46' 2""",1153.417,25
2022,45,0,49766,Hank Lebioda,"46' 1""",1611.75,35
2022,45,0,45540,Jared Wolfe,"46' 1""",1198.917,26
2022,47,0,39546,Keith Mitchell,"46' 0""",2163.583,47
2022,48,0,35310,Lanto Griffin,"45' 11""",1009.667,22
2022,48,0,36799,Stephan Jaeger,"45' 11""",1699.667,37
2022,50,0,54628,Lee Hodges,"45' 10""",1833.333,40
2022,51,0,32102,Rickie Fowler,"45' 9""",731.833,16
2022,51,0,46402,Talor Gooch,"45' 9""",503.167,11
2022,51,0,30163,Henrik Norlander,"45' 9""",1326.333,29
2022,54,0,31646,Emiliano Grillo,"45' 8""",1233.583,27
2022,55,0,36852,Jim Knous,"45' 7""",912.333,20
2022,55,0,33122,Russell Knox,"45' 7""",1595.417,35
2022,55,0,32791,K.H. Lee,"45' 7""",1640.25,36
2022,55,0,33204,Shane Lowry,"45' 7""",1002.0,22
2022,55,0,24138,Ian Poulter,"45' 7""",775.417,17
2022,55,0,31560,Brian Stuard,"45' 7""",1548.583,34
2022,61,0,29908,C.T. Pan,"45' 6""",1502.75,33
2022,62,0,55708,Hayden Buckley,"45' 5""",1725.917,38
2022,62,0,50525,Collin Morikawa,"45' 5""",772.417,17
2022,64,0,24925,Jonathan Byrd,"45' 4""",680.083,15
2022,64,0,29518,Brendan Steele,"45' 4""",1632.333,36
2022,66,0,27095,Nick Watney,"45' 2""",1805.083,40
2022,67,0,24502,Adam Scott,"45' 0""",944.917,21
2022,67,0,49964,Aaron Wise,"45' 0""",1620.583,36
2022,69,0,45522,Christiaan Bezuidenhout,"44' 11""",762.917,17
2022,69,0,31420,Anirban Lahiri,"44' 11""",1032.25,23
2022,69,0,47983,Chad Ramey,"44' 11""",1168.25,26
2022,72,0,49947,Taylor Moore,"44' 10""",1794.167,40
2022,73,0,28237,Rory McIlroy,"44' 9""",1163.75,26
2022,74,0,47504,Sam Burns,"44' 8""",1071.25,24
2022,75,0,45526,Abraham Ancer,"44' 7""",579.917,13
2022,75,0,33597,Harry Higgs,"44' 7""",1115.583,25
2022,75,0,45486,Joaquin Niemann,"44' 7""",1158.917,26
2022,78,0,46435,Austin Cook,"44' 6""",933.833,21
2022,78,0,29289,S.Y. Noh,"44' 6""",933.917,21
2022,78,0,46970,Jon Rahm,"44' 6""",1111.5,25
2022,81,0,32366,Kevin Chappell,"44' 5""",843.417,19
2022,81,0,46550,Brandon Hagy,"44' 5""",1865.25,42
2022,83,0,52375,Doug Ghim,"44' 4""",1597.333,36
2022,83,0,27214,Kevin Streelman,"44' 4""",1464.083,33
2022,85,0,29535,Brice Garnett,"44' 3""",1592.083,36
2022,85,0,21961,Charles Howell III,"44' 3""",1415.167,32
