YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
2013,35,0,29740,Brad Fritsch,"8' 0""",911.583,114,136
2013,36,0,21753,Brian Davis,"8' 1""",1066.083,132,73
2013,37,0,27895,Jonas Blixt,"8' 2""",925.917,113,24
2013,37,0,28092,D.H. Lee,"8' 2""",701.417,86,89
2013,37,0,25240,D.A. Points,"8' 2""",910.25,111,129
2013,40,0,28500,Martin Flores,"8' 3""",949.25,115,15
2013,40,0,33461,Morgan Hoffmann,"8' 3""",595.0,72,85
2013,40,0,31202,William McGirt,"8' 3""",848.417,103,39
2013,43,0,20593,Greg Chalmers,"8' 4""",869.583,104,63
2013,43,0,21731,Freddie Jacobson,"8' 4""",602.0,72,54
2013,45,0,32448,James Hahn,"8' 5""",752.5,89,128
2013,45,0,20766,Padraig Harrington,"8' 5""",446.333,53,113
2013,45,0,35139,Richard Lee,"8' 5""",908.0,108,11
2013,45,0,29221,Webb Simpson,"8' 5""",697.5,83,86
2013,45,0,27330,Josh Teater,"8' 5""",765.417,91,157
2013,45,0,8793,Tiger Woods,"8' 5""",570.917,68,46
2013,45,0,24663,Y.E. Yang,"8' 5""",642.5,76,110
2013,52,0,26331,Charl Schwartzel,"8' 6""",945.333,111,140
2013,52,0,27649,Brandt Snedeker,"8' 6""",757.667,89,33
2013,52,0,33419,Cameron Tringale,"8' 6""",830.417,98,20
2013,52,0,25632,Jimmy Walker,"8' 6""",975.083,115,36
2013,56,0,29479,Scott Brown,"8' 7""",696.333,81,130
2013,56,0,26300,Matt Jones,"8' 7""",832.667,97,8
2013,56,0,20572,Rod Pampling,"8' 7""",456.5,53,127
2013,56,0,25336,Alistair Presnell,"8' 7""",585.75,68,101
2013,56,0,33418,Shawn Stefani,"8' 7""",730.75,85,79
2013,61,0,24924,Bill Haas,"8' 8""",771.583,89,18
2013,61,0,25345,Carl Pettersson,"8' 8""",903.167,104,147
2013,61,0,34360,Patrick Reed,"8' 8""",933.75,108,40
2013,61,0,27963,Chris Stroud,"8' 8""",1087.833,126,6
2013,61,0,20396,Lee Westwood,"8' 8""",582.333,67,21
2013,66,0,10885,Robert Allenby,"8' 10""",798.583,90,168
2013,66,0,23135,Tim Clark,"8' 10""",612.25,69,45
2013,66,0,28307,Matt Every,"8' 10""",1014.75,115,113
2013,66,0,30750,Tommy Gainey,"8' 10""",1059.25,120,152
2013,66,0,34409,David Lingmerth,"8' 10""",741.583,84,80
2013,66,0,27120,Troy Matteson,"8' 10""",687.083,78,63
2013,72,0,20104,Ken Duke,"8' 11""",970.917,109,108
2013,72,0,24490,George McNeill,"8' 11""",809.833,91,49
2013,72,0,29518,Brendan Steele,"8' 11""",967.25,108,104
2013,75,0,25686,Jason Dufner,"9' 0""",603.417,67,70
2013,75,0,29420,Billy Horschel,"9' 0""",1287.917,143,131
2013,75,0,8075,Jerry Kelly,"9' 0""",802.083,89,14
2013,75,0,34261,Scott Langley,"9' 0""",743.667,83,59
2013,75,0,10213,Dicky Pride,"9' 0""",799.167,89,60
2013,80,0,24494,Erik Compton,"9' 1""",1047.25,115,23
2013,80,0,22792,Peter Hanson,"9' 1""",389.75,43,82
2013,80,0,21961,Charles Howell III,"9' 1""",1036.417,114,5
2013,80,0,27129,Luke List,"9' 1""",801.583,88,151
2013,80,0,22961,David Mathis,"9' 1""",837.833,92,172
2013,80,0,23800,Bryce Molder,"9' 1""",1026.917,113,19
2013,80,0,23325,Vaughn Taylor,"9' 1""",545.667,60,107
2013,87,0,23452,Nicolas Colsaerts,"9' 2""",497.0,54,178
2013,87,0,26758,David Hearn,"9' 2""",928.333,101,90
2013,87,0,12716,Charley Hoffman,"9' 2""",989.25,108,154
2013,87,0,30711,Colt Knost,"9' 2""",706.0,77,116
2013,87,0,30944,Jason Kokrak,"9' 2""",1045.25,114,83
2013,87,0,23497,Tag Ridings,"9' 2""",837.5,91,98
2013,87,0,26679,Kevin Stadler,"9' 2""",889.75,97,143
2013,94,0,24507,Jason Bohn,"9' 3""",832.25,90,144
2013,94,0,22806,Doug LaBelle II,"9' 3""",1019.25,110,123
2013,94,0,29289,S.Y. Noh,"9' 3""",815.25,88,158
2013,94,0,24140,Sean O'Hair,"9' 3""",644.833,70,169
2013,94,0,22056,Cameron Percy,"9' 3""",729.833,79,40
2013,99,0,23409,James Driscoll,"9' 4""",951.75,102,53
2013,99,0,24024,Zach Johnson,"9' 4""",645.75,69,54
2013,99,0,22046,Geoff Ogilvy,"9' 4""",690.083,74,132
2013,99,0,31560,Brian Stuard,"9' 4""",775.917,83,43
2013,99,0,26289,Boo Weekley,"9' 4""",1127.333,121,135
2013,104,0,6522,Ernie Els,"9' 5""",619.917,66,84
2013,104,0,30852,Ryo Ishikawa,"9' 5""",809.333,86,160
2013,104,0,24361,Pat Perez,"9' 5""",971.417,103,111
2013,104,0,27214,Kevin Streelman,"9' 5""",958.083,102,61
2013,108,0,24846,Ricky Barnes,"9' 6""",797.25,84,162
2013,108,0,25900,Lucas Glover,"9' 6""",676.917,71,174
2013,108,0,20691,Greg Owen,"9' 6""",884.583,93,142
2013,108,0,23621,Rory Sabbatini,"9' 6""",969.167,102,91
2013,108,0,20645,John Senden,"9' 6""",921.833,97,153
2013,113,0,32334,Charlie Beljan,"9' 7""",737.75,77,170
2013,113,0,23638,Brendon de Jonge,"9' 7""",1223.083,128,16
2013,113,0,21209,Sergio Garcia,"9' 7""",727.667,76,99
2013,113,0,30110,Kyle Stanley,"9' 7""",814.333,85,155
2013,113,0,32150,Michael Thompson,"9' 7""",745.667,78,93
2013,118,0,12510,Chad Campbell,"9' 8""",887.583,92,76
2013,118,0,35539,Luke Guthrie,"9' 8""",901.833,93,75
2013,118,0,24138,Ian Poulter,"9' 8""",521.0,54,25
2013,118,0,25834,Daniel Summerhays,"9' 8""",1155.667,120,68
2013,122,0,34098,Russell Henley,"9' 9""",957.0,98,104
2013,122,0,30926,Chris Kirk,"9' 9""",1079.667,111,3
2013,122,0,33869,Eric Meierdierks,"9' 9""",597.0,61,177
2013,125,0,24227,Justin Bolli,"9' 10""",779.333,79,106
2013,125,0,26476,Chez Reavie,"9' 10""",1090.083,111,48
2013,127,0,28237,Rory McIlroy,"9' 11""",594.75,60,145
2013,127,0,25818,Scott Piercy,"9' 11""",953.417,96,161
2013,129,0,31557,Jim Herman,"10' 0""",589.667,59,149
2013,129,0,26851,Marc Leishman,"10' 0""",753.0,75,96
2013,129,0,27933,John Merrick,"10' 0""",879.083,88,115
2013,129,0,23623,Bo Van Pelt,"10' 0""",833.25,83,159
2013,133,0,28259,Sangmoon Bae,"10' 1""",1119.667,111,176
2013,133,0,34099,Harris English,"10' 1""",1194.083,118,125
2013,133,0,30692,Scott Stallings,"10' 1""",1037.583,103,139
2013,133,0,23788,D.J. Trahan,"10' 1""",404.417,40,118
2013,137,0,22371,Aaron Baddeley,"10' 2""",979.333,96,92
2013,137,0,33141,Keegan Bradley,"10' 2""",1117.333,110,32
2013,137,0,22621,Ben Curtis,"10' 2""",579.25,57,141
2013,137,0,24399,Scott Gardiner,"10' 2""",1029.667,101,173
2013,137,0,26596,Ryan Moore,"10' 2""",781.167,77,95
2013,137,0,25562,Andres Romero,"10' 2""",1040.25,102,88
2013,143,0,24358,Robert Garrigus,"10' 3""",677.833,66,180
2013,143,0,6527,Steve Stricker,"10' 3""",450.25,44,2
2013,145,0,28679,Fabián Gómez,"10' 4""",918.5,89,49
2013,145,0,1724,Jeff Maggert,"10' 4""",609.5,59,42
2013,145,0,34431,Robert Streb,"10' 4""",1029.667,100,86
2013,145,0,28780,Nicholas Thompson,"10' 4""",1220.833,118,109
2013,145,0,25804,Bubba Watson,"10' 4""",785.25,76,150
2013,150,0,27556,Ted Potter Jr.,"10' 5""",779.0,75,34
2013,151,0,6573,Brandt Jobe,"10' 6""",857.667,82,146
2013,152,0,27436,Graham DeLaet,"10' 7""",1040.083,98,51
2013,152,0,25572,Graeme McDowell,"10' 7""",506.5,48,30
2013,152,0,30163,Henrik Norlander,"10' 7""",846.75,80,138
2013,152,0,23320,Ryan Palmer,"10' 7""",1093.917,103,133
2013,156,0,32698,Bobby Gates,"10' 8""",808.667,76,137
2013,156,0,27644,Brian Harman,"10' 8""",1185.417,111,77
2013,156,0,22913,John Rollins,"10' 8""",1098.25,103,93
2013,156,0,2206,David Toms,"10' 8""",404.0,38,51
2013,160,0,22378,Trevor Immelman,"10' 9""",817.0,76,68
2013,161,0,28475,Jeff Overton,"10' 10""",1236.75,114,66
2013,162,0,6004,Stephen Ames,"10' 11""",696.833,64,67
2013,162,0,30925,Dustin Johnson,"10' 11""",620.75,57,163
2013,162,0,27408,Martin Kaymer,"10' 11""",580.417,53,171
2013,162,0,36884,Ben Kohles,"10' 11""",920.167,84,126
2013,162,0,26951,Johnson Wagner,"10' 11""",908.583,83,120
2013,162,0,28135,Aaron Watkins,"10' 11""",514.0,47,58
2013,162,0,27095,Nick Watney,"10' 11""",1029.667,94,121
2013,169,0,27936,Martin Laird,"11' 0""",935.167,85,122
2013,170,0,23353,J.J. Henry,"11' 1""",1032.333,93,112
2013,170,0,34174,John Huh,"11' 1""",1197.5,108,62
2013,172,0,25444,Justin Hicks,"11' 4""",908.0,80,175
2013,173,0,1116,Michael Bradley,"11' 10""",650.667,55,166
2013,174,0,27503,Steve LeBrun,"12' 0""",803.25,67,97
2013,175,0,20848,Ángel Cabrera,"12' 1""",884.917,73,134
2013,176,0,37273,Derek Ernst,"12' 3""",1080.75,88,179
2013,177,0,24781,Hunter Mahan,"12' 6""",1238.583,99,73
2013,178,0,31323,Gary Woodland,"12' 7""",1407.833,112,148
2013,179,0,29425,Andrew Svoboda,"12' 10""",526.667,41,167
2013,180,0,28455,Will Claxton,"13' 1""",1062.75,81,156
2014,1,0,10423,Mike Weir,"6' 9""",644.833,95,56
2014,2,0,6567,Vijay Singh,"6' 10""",811.083,118,73
2014,3,0,20160,Charlie Wi,"6' 11""",716.083,103,15
2014,4,0,22405,Justin Rose,"7' 1""",495.833,70,31
2014,5,0,34021,Bud Cauley,"7' 3""",385.583,53,57
2014,5,0,28089,Jason Day,"7' 3""",397.833,55,5
2014,7,0,24924,Bill Haas,"7' 4""",926.25,126,43
2014,7,0,23108,Matt Kuchar,"7' 4""",810.583,111,12
2014,9,0,25396,Kevin Na,"7' 9""",1026.417,133,4
2014,10,0,24357,K.J. Choi,"7' 11""",941.5,119,119
2014,10,0,23135,Tim Clark,"7' 11""",743.583,94,70
2014,10,0,20157,Retief Goosen,"7' 11""",805.75,102,33
2014,10,0,29221,Webb Simpson,"7' 11""",842.667,107,77
2014,14,0,21753,Brian Davis,"8' 0""",1226.917,153,25
2014,14,0,28500,Martin Flores,"8' 0""",686.75,86,111
2014,14,0,29289,S.Y. Noh,"8' 0""",908.333,114,45
2014,14,0,33418,Shawn Stefani,"8' 0""",704.833,88,67
2014,14,0,21878,Mark Wilson,"8' 0""",638.417,80,138
2014,19,0,25686,Jason Dufner,"8' 1""",575.0,71,166
2014,19,0,27649,Brandt Snedeker,"8' 1""",833.167,103,66
2014,21,0,22371,Aaron Baddeley,"8' 2""",868.417,106,47
2014,21,0,23983,Luke Donald,"8' 2""",603.833,74,38
2014,21,0,10860,Justin Leonard,"8' 2""",787.417,96,6
2014,21,0,27120,Troy Matteson,"8' 2""",578.0,71,168
2014,25,0,25274,Steven Bowditch,"8' 3""",1149.0,139,120
2014,25,0,10809,Jim Furyk,"8' 3""",629.917,76,1
2014,25,0,21209,Sergio Garcia,"8' 3""",563.333,68,2
2014,25,0,27141,J.B. Holmes,"8' 3""",1151.417,140,89
2014,25,0,24138,Ian Poulter,"8' 3""",650.333,79,98
2014,25,0,28486,Michael Putnam,"8' 3""",1138.0,138,122
2014,25,0,27963,Chris Stroud,"8' 3""",902.583,109,18
2014,32,0,20498,Briny Baird,"8' 4""",592.833,71,118
2014,32,0,32200,Roberto Castro,"8' 4""",884.75,106,136
2014,32,0,25191,Gonzalo Fernandez-Castaño,"8' 4""",932.417,112,100
2014,32,0,19846,Brian Gay,"8' 4""",958.583,115,3
2014,32,0,34360,Patrick Reed,"8' 4""",945.0,113,69
2014,32,0,27770,Camilo Villegas,"8' 4""",992.75,119,125
2014,32,0,25349,Tim Wilkinson,"8' 4""",1002.0,120,10
2014,39,0,27895,Jonas Blixt,"8' 5""",611.583,73,84
2014,39,0,35139,Richard Lee,"8' 5""",875.583,104,32
2014,39,0,26331,Charl Schwartzel,"8' 5""",759.833,90,21
2014,42,0,29479,Scott Brown,"8' 6""",1011.667,119,86
2014,42,0,24490,George McNeill,"8' 6""",935.417,110,97
2014,42,0,23800,Bryce Molder,"8' 6""",857.25,101,44
2014,45,0,28259,Sangmoon Bae,"8' 7""",864.167,101,112
2014,45,0,26956,Bronson La'Cassie,"8' 7""",572.667,67,48
2014,45,0,34261,Scott Langley,"8' 7""",985.083,115,21
2014,45,0,28237,Rory McIlroy,"8' 7""",735.917,86,88
2014,45,0,30927,Brendon Todd,"8' 7""",1181.333,137,7
2014,50,0,24925,Jonathan Byrd,"8' 8""",982.167,113,99
2014,50,0,35539,Luke Guthrie,"8' 8""",966.75,112,29
2014,50,0,30852,Ryo Ishikawa,"8' 8""",735.167,85,152
2014,50,0,1810,Phil Mickelson,"8' 8""",919.083,106,20
2014,50,0,23621,Rory Sabbatini,"8' 8""",972.0,112,142
2014,55,0,25364,Paul Casey,"8' 9""",576.333,66,128
2014,55,0,34174,John Huh,"8' 9""",885.833,101,107
2014,57,0,12716,Charley Hoffman,"8' 10""",851.083,96,64
2014,57,0,26851,Marc Leishman,"8' 10""",1046.25,118,115
2014,57,0,33413,Ben Martin,"8' 10""",830.5,94,75
2014,60,0,10885,Robert Allenby,"8' 11""",971.583,109,52
2014,60,0,34099,Harris English,"8' 11""",816.667,92,110
2014,60,0,27644,Brian Harman,"8' 11""",1195.75,134,60
2014,60,0,33461,Morgan Hoffmann,"8' 11""",1165.25,131,106
2014,60,0,24024,Zach Johnson,"8' 11""",1060.75,119,36
2014,60,0,33122,Russell Knox,"8' 11""",1004.667,113,8
2014,60,0,27556,Ted Potter Jr.,"8' 11""",807.917,91,11
2014,60,0,34046,Jordan Spieth,"8' 11""",1287.333,145,13
2014,60,0,29518,Brendan Steele,"8' 11""",892.417,100,67
2014,69,0,33141,Keegan Bradley,"9' 0""",826.333,92,14
2014,69,0,32366,Kevin Chappell,"9' 0""",1075.833,120,114
2014,69,0,23541,Ben Crane,"9' 0""",1099.167,122,75
2014,69,0,29740,Brad Fritsch,"9' 0""",591.583,66,54
2014,69,0,30944,Jason Kokrak,"9' 0""",853.167,95,59
2014,69,0,29926,Danny Lee,"9' 0""",910.417,101,105
2014,69,0,24781,Hunter Mahan,"9' 0""",1122.667,125,148
2014,69,0,23320,Ryan Palmer,"9' 0""",1056.0,117,95
2014,69,0,31560,Brian Stuard,"9' 0""",998.417,111,41
2014,78,0,32839,Hideki Matsuyama,"9' 1""",972.667,107,41
2014,78,0,26289,Boo Weekley,"9' 1""",772.75,85,160
2014,80,0,20593,Greg Chalmers,"9' 2""",1274.75,139,65
2014,80,0,27466,Spencer Levin,"9' 2""",739.583,81,55
2014,82,0,25900,Lucas Glover,"9' 3""",544.667,59,176
2014,82,0,29222,Billy Hurley III,"9' 3""",894.333,97,26
2014,82,0,27936,Martin Laird,"9' 3""",756.833,82,157
2014,82,0,28092,D.H. Lee,"9' 3""",873.167,94,86
2014,82,0,24140,Sean O'Hair,"9' 3""",1170.917,127,63
2014,82,0,27330,Josh Teater,"9' 3""",1001.833,108,102
2014,88,0,20098,Stuart Appleby,"9' 4""",1395.833,149,34
2014,88,0,24846,Ricky Barnes,"9' 4""",1149.5,123,19
2014,88,0,24494,Erik Compton,"9' 4""",1080.417,116,83
2014,88,0,20104,Ken Duke,"9' 4""",873.667,94,109
2014,88,0,6522,Ernie Els,"9' 4""",1298.75,139,26
2014,88,0,22378,Trevor Immelman,"9' 4""",1025.833,110,150
2014,88,0,21731,Freddie Jacobson,"9' 4""",1233.75,132,28
2014,88,0,8075,Jerry Kelly,"9' 4""",983.5,105,16
2014,88,0,24502,Adam Scott,"9' 4""",873.833,94,37
2014,88,0,22293,Heath Slocum,"9' 4""",765.917,82,24
2014,88,0,32150,Michael Thompson,"9' 4""",865.25,93,90
2014,88,0,28132,Tyrone Van Aswegen,"9' 4""",904.333,97,94
2014,100,0,26300,Matt Jones,"9' 5""",1044.833,111,133
2014,100,0,25240,D.A. Points,"9' 5""",885.583,94,156
2014,102,0,25720,Chad Collins,"9' 6""",1049.5,110,60
2014,102,0,28307,Matt Every,"9' 6""",1117.083,118,82
2014,102,0,33419,Cameron Tringale,"9' 6""",1385.417,146,70
2014,105,0,21961,Charles Howell III,"9' 7""",1134.667,118,30
2014,105,0,30926,Chris Kirk,"9' 7""",1316.833,137,9
2014,107,0,20229,Stewart Cink,"9' 8""",944.167,98,142
2014,107,0,29535,Brice Garnett,"9' 8""",1183.333,122,62
2014,107,0,32448,James Hahn,"9' 8""",1039.583,108,145
2014,107,0,25345,Carl Pettersson,"9' 8""",1368.75,141,113
2014,107,0,21528,Henrik Stenson,"9' 8""",616.333,64,171
2014,107,0,28780,Nicholas Thompson,"9' 8""",1054.333,109,164
2014,107,0,25632,Jimmy Walker,"9' 8""",1159.5,120,91
2014,114,0,25444,Justin Hicks,"9' 9""",1055.083,108,146
2014,114,0,27408,Martin Kaymer,"9' 9""",810.583,83,158
2014,114,0,20396,Lee Westwood,"9' 9""",703.0,72,127
2014,117,0,23409,James Driscoll,"9' 10""",1005.667,102,141
2014,117,0,25572,Graeme McDowell,"9' 10""",607.333,62,39
2014,117,0,32640,Troy Merritt,"9' 10""",757.083,77,130
2014,120,0,27436,Graham DeLaet,"9' 11""",792.667,80,85
2014,120,0,20645,John Senden,"9' 11""",1168.583,118,49
2014,122,0,32102,Rickie Fowler,"10' 0""",958.0,96,17
2014,122,0,30110,Kyle Stanley,"10' 0""",1164.583,116,167
2014,122,0,27095,Nick Watney,"10' 0""",619.25,62,132
2014,122,0,24663,Y.E. Yang,"10' 0""",1138.083,114,122
2014,126,0,34409,David Lingmerth,"10' 1""",1021.0,101,151
2014,126,0,31202,William McGirt,"10' 1""",1462.667,145,79
2014,126,0,25562,Andres Romero,"10' 1""",1229.417,122,52
2014,129,0,34098,Russell Henley,"10' 2""",1124.0,111,170
2014,129,0,24912,Will MacKenzie,"10' 2""",1097.833,108,134
2014,129,0,26596,Ryan Moore,"10' 2""",835.583,82,103
2014,129,0,30692,Scott Stallings,"10' 2""",979.167,96,154
2014,133,0,7867,Woody Austin,"10' 3""",786.417,77,146
2014,133,0,36689,Brooks Koepka,"10' 3""",521.917,51,108
2014,133,0,22046,Geoff Ogilvy,"10' 3""",1231.417,120,137
2014,133,0,28475,Jeff Overton,"10' 3""",982.25,96,39
2014,133,0,26679,Kevin Stadler,"10' 3""",954.917,93,159
2014,138,0,24507,Jason Bohn,"10' 4""",1219.083,118,131
2014,138,0,27064,Jhonattan Vegas,"10' 4""",848.5,82,72
2014,140,0,23638,Brendon de Jonge,"10' 5""",1630.917,156,117
2014,140,0,29461,Jamie Lovemark,"10' 5""",853.417,82,129
2014,140,0,25804,Bubba Watson,"10' 5""",846.75,81,74
2014,143,0,26758,David Hearn,"10' 6""",1270.833,121,35
2014,143,0,34431,Robert Streb,"10' 6""",983.333,94,80
2014,143,0,31323,Gary Woodland,"10' 6""",1305.333,124,50
2014,146,0,24358,Robert Garrigus,"10' 7""",1076.333,102,116
2014,146,0,29420,Billy Horschel,"10' 7""",891.667,84,144
2014,146,0,1706,Davis Love III,"10' 7""",908.833,86,140
2014,149,0,34563,Chesson Hadley,"10' 8""",1229.333,115,153
2014,150,0,31193,Jim Renner,"10' 9""",924.417,86,177
2014,150,0,2206,David Toms,"10' 9""",753.167,70,23
2014,150,0,26951,Johnson Wagner,"10' 9""",797.083,74,92
2014,153,0,22621,Ben Curtis,"10' 10""",1039.25,96,126
2014,153,0,30925,Dustin Johnson,"10' 10""",782.083,72,57
2014,155,0,37273,Derek Ernst,"11' 0""",783.583,71,173
2014,155,0,30750,Tommy Gainey,"11' 0""",1112.917,101,174
2014,157,0,35732,Wes Roach,"11' 1""",767.25,69,103
2014,157,0,23623,Bo Van Pelt,"11' 1""",1122.5,101,101
2014,159,0,25834,Daniel Summerhays,"11' 3""",1514.833,135,96
2014,160,0,35300,Andrew Loupe,"11' 4""",993.75,88,139
2014,160,0,27214,Kevin Streelman,"11' 4""",1022.667,90,155
2014,162,0,29478,Kevin Kisner,"11' 5""",1004.25,88,122
2014,163,0,34264,Hudson Swafford,"11' 9""",844.75,72,169
2014,163,0,32333,Kevin Tway,"11' 9""",683.25,58,162
2014,165,0,32334,Charlie Beljan,"11' 10""",1098.083,93,162
2014,165,0,31557,Jim Herman,"11' 10""",829.75,70,149
2014,167,0,1724,Jeff Maggert,"11' 11""",785.083,66,93
2014,168,0,29425,Andrew Svoboda,"12' 0""",791.833,66,77
2014,169,0,34265,Will Wilcox,"12' 3""",561.75,46,81
2014,170,0,20848,Ángel Cabrera,"12' 5""",1168.417,94,161
2014,171,0,27933,John Merrick,"12' 6""",1212.667,97,175
2014,171,0,22913,John Rollins,"12' 6""",1187.417,95,165
2014,173,0,12510,Chad Campbell,"12' 8""",631.667,50,51
2014,174,0,24361,Pat Perez,"12' 9""",1131.333,89,46
2014,175,0,35541,John Peterson,"12' 11""",1048.25,81,134
2014,176,0,23353,J.J. Henry,"13' 4""",958.917,72,121
2014,177,0,26329,Louis Oosthuizen,"14' 0""",615.417,44,172
2022,1,0,45522,Christiaan Bezuidenhout,"7' 1""",497.583,70,4
2022,1,0,33204,Shane Lowry,"7' 1""",443.75,63,3
2022,3,0,30911,Tommy Fleetwood,"7' 6""",479.917,64,13
2022,4,0,48084,Wesley Bryan,"7' 7""",363.5,48,76
2022,4,0,31420,Anirban Lahiri,"7' 7""",492.417,65,104
2022,4,0,29221,Webb Simpson,"7' 7""",590.917,78,119
2022,7,0,34256,Andrew Putnam,"7' 8""",780.833,102,6
2022,8,0,29420,Billy Horschel,"7' 9""",719.5,93,32
2022,9,0,46402,Talor Gooch,"7' 11""",716.0,90,63
2022,10,0,33399,Adam Hadwin,"8' 0""",806.5,101,46
2022,10,0,32448,James Hahn,"8' 0""",624.583,78,58
2022,12,0,39971,Sungjae Im,"8' 1""",647.667,80,5
2022,12,0,24361,Pat Perez,"8' 1""",623.917,77,41
2022,12,0,48081,Xander Schauffele,"8' 1""",620.5,77,39
2022,12,0,35891,Cameron Smith,"8' 1""",444.833,55,83
2022,16,0,27644,Brian Harman,"8' 2""",898.083,110,28
2022,16,0,23108,Matt Kuchar,"8' 2""",926.833,114,2
2022,16,0,30927,Brendon Todd,"8' 2""",757.417,93,14
2022,19,0,51766,Wyndham Clark,"8' 3""",767.083,93,61
2022,19,0,34466,Peter Malnati,"8' 3""",941.167,114,110
2022,19,0,23325,Vaughn Taylor,"8' 3""",337.25,41,21
2022,19,0,37189,Harold Varner III,"8' 3""",690.083,84,60
2022,23,0,35450,Patrick Cantlay,"8' 4""",623.083,75,8
2022,23,0,32102,Rickie Fowler,"8' 4""",756.25,91,152
2022,23,0,48822,Sebastián Muñoz,"8' 4""",861.5,103,73
2022,26,0,36799,Stephan Jaeger,"8' 5""",940.333,112,78
2022,26,0,50525,Collin Morikawa,"8' 5""",469.0,56,94
2022,28,0,39058,Lucas Herbert,"8' 6""",612.167,72,62
2022,28,0,29908,C.T. Pan,"8' 6""",827.167,97,77
2022,28,0,33486,Roger Sloan,"8' 6""",595.333,70,168
2022,31,0,30926,Chris Kirk,"8' 7""",822.0,96,28
2022,31,0,34360,Patrick Reed,"8' 7""",783.667,91,56
2022,33,0,45157,Cam Davis,"8' 8""",889.0,103,95
2022,33,0,51997,Andrew Novak,"8' 8""",613.75,71,37
2022,33,0,40115,Adam Svensson,"8' 8""",1027.75,119,158
2022,33,0,27770,Camilo Villegas,"8' 8""",665.583,77,176
2022,37,0,27974,Sung Kang,"8' 9""",833.0,95,149
2022,38,0,45526,Abraham Ancer,"8' 10""",619.083,70,64
2022,38,0,35110,Brett Drewitt,"8' 10""",362.25,41,164
2022,38,0,29974,Branden Grace,"8' 10""",493.0,56,86
2022,38,0,46550,Brandon Hagy,"8' 10""",731.083,83,187
2022,38,0,46601,Trey Mullinax,"8' 10""",618.667,70,116
2022,43,0,28089,Jason Day,"8' 11""",723.25,81,83
2022,43,0,29970,Dylan Frittelli,"8' 11""",854.583,96,102
2022,43,0,49298,Kramer Hickok,"8' 11""",778.083,87,147
2022,43,0,35506,Mackenzie Hughes,"8' 11""",883.75,99,90
2022,43,0,26851,Marc Leishman,"8' 11""",781.417,88,50
2022,43,0,32839,Hideki Matsuyama,"8' 11""",837.75,94,17
2022,43,0,27349,Alex Noren,"8' 11""",662.5,74,12
2022,43,0,34610,Matthias Schwab,"8' 11""",625.25,70,103
2022,43,0,39953,Chase Seiffert,"8' 11""",331.0,37,93
2022,43,0,34264,Hudson Swafford,"8' 11""",599.333,67,181
2022,53,0,36852,Jim Knous,"9' 0""",394.167,44,50
2022,53,0,27139,David Skinns,"9' 0""",541.417,60,184
2022,53,0,52374,Brandon Wu,"9' 0""",559.833,62,130
2022,56,0,40098,Matt Fitzpatrick,"9' 1""",508.417,56,1
