YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
2022,48,0,32102,Rickie Fowler,61.79,76,123,-81,-1.00
2022,48,0,37455,Si Woo Kim,61.79,131,212,-134,+1.00
2022,50,0,35879,Kelly Kraft,61.76,63,102,-66,-11.00
2022,51,0,36689,Brooks Koepka,61.74,71,115,-75,+3.00
2022,51,0,24361,Pat Perez,61.74,71,115,-75,-11.00
2022,53,0,36884,Ben Kohles,61.73,50,81,-53,+7.00
2022,54,0,46970,Jon Rahm,61.64,98,159,-105,-5.00
2022,55,0,52375,Doug Ghim,61.48,83,135,-87,-16.00
2022,55,0,29908,C.T. Pan,61.48,83,135,-86,-1.00
2022,57,0,36699,Patrick Rodgers,61.45,102,166,-115,+2.00
2022,58,0,26300,Matt Jones,61.38,89,145,-96,-4.00
2022,59,0,32640,Troy Merritt,61.24,79,129,-88,-21.00
2022,60,0,40250,Taylor Pendrith,60.96,89,146,-94,-3.00
2022,61,0,29221,Webb Simpson,60.95,64,105,-70,-12.00
2022,62,0,32333,Kevin Tway,60.93,92,151,-98,-5.00
2022,63,0,23108,Matt Kuchar,60.91,67,110,-71,-21.00
2022,64,0,49960,Sepp Straka,60.87,98,161,-100,+4.00
2022,65,0,40115,Adam Svensson,60.8,107,176,-112,-11.00
2022,66,0,29478,Kevin Kisner,60.61,60,99,-65,-23.00
2022,67,0,29535,Brice Garnett,60.56,86,142,-89,+2.00
2022,68,0,33419,Cameron Tringale,60.48,101,167,-110,-2.00
2022,69,0,29725,Tony Finau,60.42,116,192,-121,-7.00
2022,70,0,51894,Vince Whaley,60.39,93,154,-97,-10.00
2022,71,0,32150,Michael Thompson,60.28,85,141,-91,-16.00
2022,72,0,32839,Hideki Matsuyama,60.26,94,156,-100,-9.00
2022,73,0,50095,Austin Smotherman,60.13,92,153,-94,E
2022,74,0,36799,Stephan Jaeger,60.0,93,155,-108,-10.00
2022,75,0,37189,Harold Varner III,59.7,80,134,-85,-2.00
2022,76,0,30163,Henrik Norlander,59.65,68,114,-71,-13.00
2022,77,0,28775,Nate Lashley,59.38,76,128,-80,-4.00
2022,78,0,51634,Sahith Theegala,59.27,147,248,-156,-12.00
2022,79,0,47988,Nick Hardy,59.22,61,103,-68,+2.00
2022,79,0,50525,Collin Morikawa,59.22,61,103,-66,-5.00
2022,81,0,37275,Sam Ryder,59.15,97,164,-105,-12.00
2022,82,0,30911,Tommy Fleetwood,59.14,55,93,-56,-6.00
2022,82,0,27770,Camilo Villegas,59.14,55,93,-58,-9.00
2022,84,0,34076,Joel Dahmen,59.03,85,144,-88,-14.00
2022,85,0,30926,Chris Kirk,58.82,80,136,-90,-20.00
2022,86,0,49964,Aaron Wise,58.7,108,184,-118,-10.00
2022,87,0,28252,Seamus Power,58.45,83,142,-92,-12.00
2022,88,0,27649,Brandt Snedeker,58.24,53,91,-57,-3.00
2022,89,0,21961,Charles Howell III,58.12,68,117,-70,-9.00
2022,90,0,46435,Austin Cook,57.95,51,88,-55,-7.00
2022,91,0,24502,Adam Scott,57.93,84,145,-92,-20.00
2022,92,0,23621,Rory Sabbatini,57.89,55,95,-63,-14.00
2022,93,0,37212,Paul Barjon,57.83,96,166,-102,+7.00
2022,94,0,33141,Keegan Bradley,57.75,82,142,-88,-16.00
2022,95,0,40006,Erik van Rooyen,57.58,57,99,-60,-15.00
2022,96,0,32816,Satoshi Kodaira,57.32,47,82,-52,-8.00
2022,97,0,12716,Charley Hoffman,57.24,87,152,-90,-1.00
2022,98,0,25686,Jason Dufner,57.14,36,63,-37,-5.00
2022,98,0,35310,Lanto Griffin,57.14,92,161,-95,+3.00
2022,98,0,31557,Jim Herman,57.14,32,56,-33,-13.00
2022,101,0,46340,Alex Smalley,57.05,85,149,-90,-9.00
2022,102,0,34466,Peter Malnati,56.91,103,181,-107,-17.00
2022,103,0,40162,Justin Lower,56.88,62,109,-67,-12.00
2022,104,0,32366,Kevin Chappell,56.84,54,95,-57,+2.00
2022,105,0,34264,Hudson Swafford,56.8,71,125,-77,-6.00
2022,105,0,27064,Jhonattan Vegas,56.8,96,169,-104,-4.00
2022,107,0,27349,Alex Noren,56.76,63,111,-66,-18.00
2022,108,0,33490,Bo Hoag,56.63,47,83,-51,-6.00
2022,109,0,24024,Zach Johnson,56.58,43,76,-45,-12.00
2022,110,0,39546,Keith Mitchell,56.57,112,198,-117,-8.00
2022,111,0,48887,Matt Wallace,56.41,66,117,-70,-6.00
2022,112,0,36871,Matthew NeSmith,56.4,97,172,-100,-22.00
2022,113,0,48822,Sebastián Muñoz,56.36,93,165,-101,-1.00
2022,114,0,54783,Dylan Wu,56.31,58,103,-61,-4.00
2022,115,0,25818,Scott Piercy,56.16,82,146,-91,-10.00
2022,116,0,30944,Jason Kokrak,56.12,78,139,-85,-12.00
2022,117,0,35506,Mackenzie Hughes,56.06,74,132,-79,+2.00
2022,118,0,35532,Tom Hoge,56.05,88,157,-95,-14.00
2022,119,0,30927,Brendon Todd,56.0,56,100,-58,-32.00
2022,120,0,32757,Patton Kizzire,55.88,114,204,-124,-2.00
2022,120,0,22405,Justin Rose,55.88,38,68,-43,+2.00
2022,122,0,26476,Chez Reavie,55.75,63,113,-69,-20.00
2022,123,0,33486,Roger Sloan,55.73,73,131,-75,-11.00
2022,124,0,24138,Ian Poulter,55.71,39,70,-40,-10.00
2022,125,0,46717,Viktor Hovland,55.7,83,149,-86,+1.00
2022,126,0,27936,Martin Laird,55.65,69,124,-75,-8.00
2022,127,0,51766,Wyndham Clark,55.61,104,187,-112,+3.00
2022,128,0,47483,Will Zalatoris,55.56,75,135,-79,-20.00
2022,129,0,24925,Jonathan Byrd,55.43,51,92,-53,-3.00
2022,130,0,35449,Adam Long,55.4,77,139,-82,-20.00
2022,131,0,23325,Vaughn Taylor,55.38,36,65,-36,-12.00
2022,132,0,34431,Robert Streb,55.35,88,159,-95,-20.00
2022,133,0,24924,Bill Haas,55.28,68,123,-72,-19.00
2022,134,0,46550,Brandon Hagy,55.21,90,163,-95,+1.00
2022,135,0,49766,Hank Lebioda,55.07,76,138,-79,-18.00
2022,136,0,27895,Jonas Blixt,55.06,49,89,-52,+5.00
2022,137,0,36326,David Lipsky,55.0,77,140,-90,-22.00
2022,138,0,34256,Andrew Putnam,54.93,78,142,-84,-18.00
2022,139,0,34563,Chesson Hadley,54.89,73,133,-77,-7.00
2022,140,0,33122,Russell Knox,54.76,69,126,-77,-18.00
2022,141,0,55708,Hayden Buckley,54.74,104,190,-113,+4.00
2022,141,0,29974,Branden Grace,54.74,52,95,-56,-5.00
2022,143,0,29289,S.Y. Noh,54.65,47,86,-49,-7.00
2022,144,0,54421,Garrick Higgo,54.64,53,97,-54,+9.00
2022,145,0,49947,Taylor Moore,54.59,101,185,-103,-5.00
2022,146,0,35617,Martin Trainer,54.55,78,143,-82,-3.00
2022,147,0,39953,Chase Seiffert,54.39,31,57,-33,-9.00
2022,147,0,47128,Richy Werenski,54.39,62,114,-66,+5.00
2022,149,0,39997,Corey Conners,54.32,88,162,-94,-15.00
2022,150,0,23320,Ryan Palmer,54.31,63,116,-69,+5.00
2022,151,0,27974,Sung Kang,54.3,82,151,-86,+3.00
2022,152,0,45609,Tyler Duncan,54.29,76,140,-86,-9.00
2022,153,0,39058,Lucas Herbert,54.26,51,94,-53,+7.00
2022,154,0,48117,Kurt Kitayama,54.21,58,107,-62,+4.00
2022,155,0,29518,Brendan Steele,54.17,78,144,-82,-5.00
2022,156,0,48699,Callum Tarren,54.14,72,133,-79,-10.00
2022,157,0,29926,Danny Lee,53.92,55,102,-60,-1.00
2022,158,0,49298,Kramer Hickok,53.9,83,154,-92,-2.00
2022,159,0,25493,Nick Taylor,53.73,72,134,-75,-8.00
2022,160,0,31420,Anirban Lahiri,53.66,66,123,-69,-8.00
2022,161,0,30692,Scott Stallings,53.63,96,179,-105,-18.00
2022,162,0,34255,Joseph Bramlett,53.16,101,190,-104,+11.00
2022,163,0,27095,Nick Watney,53.15,59,111,-65,+2.00
2022,164,0,27129,Luke List,53.14,93,175,-101,+2.00
2022,165,0,47529,Mito Pereira,53.13,85,160,-91,-19.00
2022,166,0,47995,Davis Riley,52.85,102,193,-112,-4.00
2022,167,0,23983,Luke Donald,52.7,39,74,-40,-3.00
2022,168,0,54628,Lee Hodges,52.69,98,186,-108,E
2022,169,0,45540,Jared Wolfe,52.59,61,116,-66,-2.00
2022,170,0,45526,Abraham Ancer,52.5,63,120,-68,-8.00
2022,171,0,25900,Lucas Glover,52.44,86,164,-90,-21.00
2022,172,0,25198,Francesco Molinari,52.13,49,94,-52,+8.00
2022,173,0,10381,Curtis Thompson,52.08,50,96,-54,-1.00
2022,174,0,35461,Beau Hossler,51.88,83,160,-87,+8.00
2022,175,0,33667,Carlos Ortiz,51.75,74,143,-81,+1.00
2022,176,0,29970,Dylan Frittelli,51.7,91,176,-97,+5.00
2022,177,0,51890,Greyson Sigg,51.61,80,155,-84,-25.00
2022,178,0,35110,Brett Drewitt,51.39,37,72,-38,-1.00
2022,179,0,32448,James Hahn,51.28,80,156,-85,+2.00
2022,180,0,27214,Kevin Streelman,51.22,84,164,-89,-22.00
2022,181,0,47856,Seth Reeves,51.11,69,135,-75,+5.00
2022,182,0,28114,Dawie van der Walt,51.0,51,100,-53,+7.00
2022,183,0,47993,Denny McCarthy,50.41,62,123,-68,-33.00
2022,184,0,47347,Adam Schenk,50.3,83,165,-86,-6.00
2022,185,0,53165,Doc Redman,49.65,70,141,-77,-12.00
2022,186,0,34360,Patrick Reed,49.09,54,110,-55,-7.00
2022,187,0,51997,Andrew Novak,48.82,62,127,-67,-2.00
2022,188,0,51950,Max McGreevy,48.6,52,107,-52,+1.00
2022,189,0,20229,Stewart Cink,48.09,63,131,-67,-3.00
2022,190,0,30978,Kiradech Aphibarnrat,47.5,38,80,-40,-1.00
2022,191,0,33597,Harry Higgs,46.9,68,145,-75,-7.00
2022,192,0,19803,Ryan Armour,45.1,23,51,-23,-2.00
2022,193,0,31560,Brian Stuard,44.71,38,85,-40,-16.00
2024,1,0,39971,Sungjae Im,70.56%,139,197,-143,-7.00
2024,2,0,29535,Brice Garnett,69.41%,59,85,-63,-13.00
2024,3,0,59143,Mac Meissner,69.17%,92,133,-98,-16.00
2024,4,0,29908,C.T. Pan,69.03%,78,113,-83,-5.00
2024,5,0,48084,Wesley Bryan,68.75%,55,80,-59,+2.00
2024,6,0,58168,Davis Thompson,68.72%,123,179,-133,-8.00
2024,7,0,50188,S.H. Kim,68.70%,158,230,-169,+2.00
2024,8,0,60004,Jacob Bridgeman,68.66%,92,134,-99,-9.00
2024,9,0,57975,Harry Hall,68.42%,117,171,-127,-13.00
2024,10,0,47591,Eric Cole,67.83%,156,230,-167,-6.00
2024,11,0,27214,Kevin Streelman,67.57%,75,111,-83,-8.00
2024,12,0,35461,Beau Hossler,67.18%,131,195,-139,-27.00
2024,13,0,37378,Min Woo Lee,66.87%,109,163,-116,+6.00
2024,14,0,33968,Thorbjørn Olesen,66.67%,64,96,-66,-1.00
2024,14,0,48867,Matti Schmid,66.67%,114,171,-125,+7.00
2024,14,0,48319,Tom Whitney,66.67%,76,114,-80,-14.00
2024,17,0,39546,Keith Mitchell,66.51%,141,212,-151,-5.00
2024,18,0,32366,Kevin Chappell,66.30%,61,92,-67,-7.00
2024,19,0,32367,Jorge Campillo,66.29%,59,89,-67,-7.00
2024,20,0,48887,Matt Wallace,66.21%,96,145,-106,-18.00
2024,21,0,46442,Maverick McNealy,66.10%,117,177,-126,-9.00
2024,22,0,47983,Chad Ramey,65.87%,83,126,-88,+4.00
2024,22,0,50493,Justin Suh,65.87%,83,126,-89,-21.00
2024,24,0,52215,Robert MacIntyre,65.77%,98,149,-105,-7.00
2024,25,0,59866,Nick Dunlap,65.63%,105,160,-111,-19.00
2024,26,0,55182,Tom Kim,65.36%,117,179,-125,E
2024,27,0,55893,Sam Stevens,65.31%,128,196,-136,-9.00
2024,28,0,48119,Ben Taylor,65.18%,73,112,-78,+6.00
2024,29,0,51997,Andrew Novak,65.14%,114,175,-124,-11.00
2024,30,0,57900,Chandler Phillips,65.10%,97,149,-104,-12.00
2024,31,0,35617,Martin Trainer,65.00%,52,80,-56,E
2024,32,0,54421,Garrick Higgo,64.79%,92,142,-98,+8.00
2024,33,0,46414,Aaron Rai,64.71%,110,170,-117,-7.00
2024,34,0,24502,Adam Scott,64.67%,108,167,-115,-4.00
2024,35,0,47995,Davis Riley,64.53%,111,172,-118,+2.00
2024,36,0,28775,Nate Lashley,64.46%,78,121,-86,-13.00
2024,37,0,27936,Martin Laird,64.15%,68,106,-71,-11.00
2024,38,0,34587,Chan Kim,64.00%,112,175,-119,-10.00
2024,39,0,46046,Scottie Scheffler,63.93%,117,183,-125,-13.00
2024,40,0,32757,Patton Kizzire,63.64%,77,121,-82,-19.00
2024,40,0,32839,Hideki Matsuyama,63.64%,98,154,-106,-11.00
2024,42,0,36699,Patrick Rodgers,63.59%,138,217,-142,-5.00
2024,43,0,40250,Taylor Pendrith,63.40%,123,194,-129,-12.00
2024,44,0,36801,Mark Hubbard,63.35%,140,221,-150,-7.00
2024,45,0,51287,Ryo Hisatsune,63.19%,91,144,-97,+3.00
2024,46,0,50095,Austin Smotherman,63.16%,60,95,-64,-12.00
2024,47,0,12716,Charley Hoffman,63.12%,89,141,-93,-7.00
2024,48,0,39327,Ben Silverman,63.11%,77,122,-86,-25.00
2024,49,0,34046,Jordan Spieth,63.07%,111,176,-116,+9.00
2024,50,0,47504,Sam Burns,63.01%,109,173,-123,+7.00
2024,51,0,52375,Doug Ghim,62.98%,114,181,-123,-23.00
2024,52,0,48081,Xander Schauffele,62.96%,136,216,-146,+2.00
2024,53,0,37212,Paul Barjon,62.90%,78,124,-87,+4.00
2024,53,0,45157,Cam Davis,62.90%,117,186,-119,+6.00
2024,53,0,34098,Russell Henley,62.90%,78,124,-82,-20.00
2024,56,0,33948,Byeong Hun An,62.89%,122,194,-131,E
2024,57,0,32640,Troy Merritt,62.81%,76,121,-81,-2.00
2024,58,0,34563,Chesson Hadley,62.68%,89,142,-96,-18.00
2024,59,0,25900,Lucas Glover,62.34%,96,154,-102,-18.00
2024,60,0,30163,Henrik Norlander,62.31%,81,130,-85,-9.00
2024,61,0,29725,Tony Finau,62.30%,119,191,-129,-15.00
2024,62,0,46340,Alex Smalley,62.26%,99,159,-107,+5.00
2024,63,0,34255,Joseph Bramlett,62.25%,127,204,-137,+7.00
2024,63,0,50484,Hayden Springer,62.25%,94,151,-103,-10.00
2024,65,0,49771,J.T. Poston,62.07%,108,174,-114,-18.00
2024,66,0,28089,Jason Day,62.05%,103,166,-108,-9.00
2024,67,0,54591,Ben Griffin,61.84%,128,207,-139,-18.00
2024,67,0,28252,Seamus Power,61.84%,128,207,-142,-12.00
2024,69,0,47988,Nick Hardy,61.73%,121,196,-124,-2.00
2024,70,0,39975,Michael Kim,61.70%,87,141,-93,-6.00
2024,71,0,27349,Alex Noren,61.64%,90,146,-97,-5.00
2024,72,0,39997,Corey Conners,61.50%,131,213,-144,E
2024,73,0,48699,Callum Tarren,61.49%,91,148,-101,-3.00
2024,74,0,35450,Patrick Cantlay,61.44%,94,153,-101,-13.00
2024,74,0,60067,Joe Highsmith,61.44%,94,153,-97,-11.00
2024,76,0,36799,Stephan Jaeger,61.43%,129,210,-133,-9.00
2024,77,0,51977,Max Greyserman,61.38%,89,145,-97,-4.00
2024,78,0,47663,Kevin Dougherty,61.33%,92,150,-99,+9.00
2024,78,0,29420,Billy Horschel,61.33%,92,150,-97,-17.00
2024,80,0,33141,Keegan Bradley,61.21%,101,165,-107,-11.00
2024,81,0,37455,Si Woo Kim,61.17%,126,206,-135,-10.00
2024,82,0,52514,Trace Crowe,60.94%,78,128,-81,E
2024,83,0,40098,Matt Fitzpatrick,60.76%,96,158,-103,-13.00
2024,84,0,35506,Mackenzie Hughes,60.75%,130,214,-143,-15.00
2024,85,0,35532,Tom Hoge,60.66%,128,211,-137,-24.00
2024,85,0,47806,Raul Pereda,60.66%,37,61,-41,+1.00
2024,87,0,22405,Justin Rose,60.63%,77,127,-81,-9.00
2024,88,0,40006,Erik van Rooyen,60.53%,115,190,-129,-6.00
2024,89,0,39324,J.J. Spaun,60.43%,113,187,-120,-14.00
2024,90,0,45242,Kevin Yu,60.34%,105,174,-110,-5.00
2024,91,0,51634,Sahith Theegala,60.25%,147,244,-156,-11.00
2024,92,0,28237,Rory McIlroy,60.21%,115,191,-124,-1.00
2024,93,0,52372,Cameron Champ,60.14%,83,138,-93,+5.00
2024,94,0,51766,Wyndham Clark,60.11%,107,178,-122,-8.00
2024,94,0,51696,Rico Hoey,60.11%,107,178,-118,-15.00
2024,94,0,38991,Alejandro Tosti,60.11%,107,178,-114,+15.00
2024,94,0,31323,Gary Woodland,60.11%,113,188,-119,+1.00
2024,98,0,59836,Pierceson Coody,60.00%,93,155,-100,+5.00
2024,98,0,51894,Vince Whaley,60.00%,75,125,-78,-3.00
2024,100,0,52513,Carson Young,59.74%,92,154,-101,-25.00
2024,101,0,33399,Adam Hadwin,59.64%,99,166,-103,-9.00
2024,102,0,29221,Webb Simpson,59.63%,65,109,-73,E
2024,102,0,54783,Dylan Wu,59.63%,96,161,-98,-28.00
2024,104,0,40026,Daniel Berger,59.62%,93,156,-98,-8.00
2024,105,0,47993,Denny McCarthy,59.60%,90,151,-94,-26.00
2024,106,0,32102,Rickie Fowler,59.51%,97,163,-100,-10.00
2024,107,0,50525,Collin Morikawa,59.43%,104,175,-106,-8.00
2024,108,0,46441,Robby Shelton,59.40%,79,133,-85,-9.00
2024,109,0,48117,Kurt Kitayama,59.39%,117,197,-125,-2.00
2024,110,0,36326,David Lipsky,59.38%,76,128,-83,-6.00
2024,111,0,37275,Sam Ryder,59.33%,89,150,-93,-4.00
2024,112,0,45522,Christiaan Bezuidenhout,59.17%,71,120,-72,-32.00
2024,113,0,59095,Chris Gotterup,59.06%,101,171,-105,-8.00
2024,114,0,27644,Brian Harman,58.82%,100,170,-107,-9.00
2024,114,0,27649,Brandt Snedeker,58.82%,50,85,-51,-4.00
2024,114,0,33448,Justin Thomas,58.82%,100,170,-104,-6.00
2024,117,0,24024,Zach Johnson,58.57%,41,70,-41,-13.00
2024,118,0,33408,Tyson Alexander,58.55%,89,152,-96,-4.00
2024,119,0,33653,Thomas Detry,58.50%,86,147,-90,-12.00
2024,119,0,40162,Justin Lower,58.50%,86,147,-88,-31.00
2024,121,0,23320,Ryan Palmer,58.33%,49,84,-50,-3.00
2024,122,0,52955,Ludvig Åberg,58.29%,109,187,-123,-6.00
2024,123,0,46717,Viktor Hovland,58.11%,86,148,-90,-19.00
2024,124,0,34099,Harris English,58.06%,126,217,-136,+1.00
2024,124,0,32791,K.H. Lee,58.06%,90,155,-103,-12.00
2024,126,0,46113,Ryan McCormick,58.04%,65,112,-69,-3.00
2024,127,0,27064,Jhonattan Vegas,57.95%,102,176,-110,-12.00
2024,128,0,59442,Parker Coody,57.89%,55,95,-60,-10.00
2024,128,0,52374,Brandon Wu,57.89%,77,133,-83,-13.00
2024,130,0,34256,Andrew Putnam,57.82%,85,147,-86,-19.00
2024,131,0,30911,Tommy Fleetwood,57.69%,105,182,-111,-6.00
2024,132,0,39977,Max Homa,57.63%,102,177,-106,-8.00
2024,133,0,29936,Ryan Fox,57.61%,106,184,-113,-8.00
2024,134,0,35310,Lanto Griffin,57.43%,85,148,-94,-19.00
2024,134,0,30927,Brendon Todd,57.43%,85,148,-91,-38.00
2024,136,0,23108,Matt Kuchar,57.28%,59,103,-63,-15.00
2024,137,0,51349,Nico Echavarria,57.06%,93,163,-102,+3.00
2024,138,0,51890,Greyson Sigg,57.03%,73,128,-75,-19.00
2024,139,0,32070,Rafael Campos,57.02%,65,114,-68,+2.00
2024,139,0,34021,Bud Cauley,57.02%,65,114,-67,-16.00
2024,141,0,22371,Aaron Baddeley,56.99%,53,93,-56,-21.00
2024,141,0,27129,Luke List,56.99%,106,186,-119,+2.00
2024,143,0,55708,Hayden Buckley,56.82%,75,132,-80,-12.00
2024,143,0,33204,Shane Lowry,56.82%,75,132,-82,-15.00
2024,145,0,52666,Sami Valimaki,56.69%,72,127,-83,-3.00
2024,146,0,26596,Ryan Moore,56.62%,77,136,-80,-9.00
2024,146,0,55454,Carl Yuan,56.62%,77,136,-86,+3.00
2024,148,0,26476,Chez Reavie,56.60%,60,106,-63,-12.00
2024,149,0,56630,Akshay Bhatia,56.54%,108,191,-116,-11.00
2024,150,0,54576,Patrick Fishburn,56.41%,88,156,-94,-10.00
2024,151,0,55789,Taylor Montgomery,56.38%,53,94,-57,+9.00
2024,152,0,56149,Wilson Furr,56.36%,62,110,-69,+15.00
2024,153,0,34076,Joel Dahmen,56.34%,80,142,-84,-9.00
2024,154,0,34374,Erik Barnes,56.32%,49,87,-49,+1.00
2024,154,0,27770,Camilo Villegas,56.32%,49,87,-51,E
2024,156,0,32333,Kevin Tway,56.25%,63,112,-71,-9.00
2024,157,0,49947,Taylor Moore,56.07%,134,239,-143,-9.00
2024,158,0,47420,Jake Knapp,55.93%,99,177,-108,-2.00
2024,159,0,48153,Matthieu Pavon,55.83%,67,120,-76,-5.00
2024,160,0,47483,Will Zalatoris,55.71%,78,140,-82,-6.00
2024,161,0,40115,Adam Svensson,55.51%,136,245,-149,-4.00
2024,162,0,47347,Adam Schenk,55.45%,117,211,-125,+3.00
2024,163,0,54628,Lee Hodges,55.07%,114,207,-118,-7.00
2024,164,0,34466,Peter Malnati,54.96%,72,131,-77,+6.00
2024,165,0,57362,Austin Eckroat,54.82%,108,197,-112,-12.00
2024,166,0,27139,David Skinns,54.79%,80,146,-84,-8.00
2024,167,0,57366,Cameron Young,54.72%,116,212,-128,+2.00
2024,168,0,31646,Emiliano Grillo,54.34%,94,173,-100,-15.00
2024,169,0,47679,Victor Perez,54.17%,65,120,-72,-9.00
2024,170,0,36871,Matt NeSmith,53.97%,68,126,-77,-11.00
2024,171,0,29478,Kevin Kisner,53.75%,43,80,-47,-7.00
2024,172,0,36884,Ben Kohles,53.57%,75,140,-78,-20.00
2024,173,0,30926,Chris Kirk,53.29%,89,167,-90,-20.00
2024,174,0,28420,Ryan Brehm,53.17%,67,126,-68,+2.00
2024,175,0,60767,Blaine Hale Jr.,52.58%,51,97,-55,E
2024,176,0,49960,Sepp Straka,52.50%,84,160,-87,-10.00
2024,177,0,25493,Nick Taylor,52.30%,91,174,-96,-8.00
2024,178,0,45609,Tyler Duncan,52.17%,72,138,-78,-4.00
2024,179,0,50497,Adrien Dumont de Chassart,52.07%,63,121,-69,-12.00
2024,180,0,33486,Roger Sloan,51.02%,50,98,-54,-19.00
2024,181,0,52453,Nicolai Højgaard,50.45%,56,111,-60,+9.00
2024,182,0,27330,Josh Teater,50.00%,42,84,-45,+3.00
2024,183,0,51070,Vincent Norrman,49.57%,57,115,-59,+6.00
2024,184,0,40058,Zac Blair,47.86%,67,140,-71,-12.00
2023,1,0,52955,Ludvig Åberg,72.81%,83,114,-94,E
2023,2,0,30911,Tommy Fleetwood,68.06%,98,144,-103,-9.00
2023,3,0,31202,William McGirt,67.74%,42,62,-45,-1.00
2023,4,0,22405,Justin Rose,67.35%,66,98,-73,+1.00
2023,5,0,40058,Zac Blair,66.67%,68,102,-72,-35.00
2023,6,0,27644,Brian Harman,66.22%,98,148,-103,-18.00
2023,7,0,55789,Taylor Montgomery,65.92%,118,179,-134,-14.00
2023,8,0,32757,Patton Kizzire,65.76%,121,184,-128,-2.00
2023,9,0,57975,Harry Hall,65.61%,103,157,-110,-23.00
2023,10,0,39971,Sungjae Im,65.58%,141,215,-151,-17.00
2023,11,0,51070,Vincent Norrman,65.34%,115,176,-122,-4.00
2023,12,0,35450,Patrick Cantlay,65.00%,117,180,-123,-14.00
2023,13,0,55182,Tom Kim,64.89%,122,188,-128,-22.00
2023,14,0,50525,Collin Morikawa,64.44%,87,135,-96,-10.00
2023,15,0,24502,Adam Scott,64.29%,90,140,-94,+1.00
2023,16,0,28775,Nate Lashley,64.25%,115,179,-122,-34.00
2023,17,0,23108,Matt Kuchar,64.24%,97,151,-103,-32.00
2023,18,0,54591,Ben Griffin,64.21%,122,190,-129,-10.00
2023,19,0,29725,Tony Finau,63.98%,119,186,-122,-3.00
2023,20,0,45157,Cam Davis,63.68%,128,201,-141,+2.00
2023,21,0,34363,Tyrrell Hatton,63.45%,92,145,-100,-12.00
2023,22,0,48887,Matt Wallace,63.27%,93,147,-98,-6.00
2023,23,0,36799,Stephan Jaeger,63.16%,180,285,-188,-1.00
2023,24,0,32791,K.H. Lee,63.08%,123,195,-128,-20.00
2023,25,0,28237,Rory McIlroy,62.82%,98,156,-103,+10.00
2023,26,0,51766,Wyndham Clark,62.74%,133,212,-140,-8.00
2023,27,0,47591,Eric Cole,62.71%,148,236,-159,-24.00
2023,28,0,46970,Jon Rahm,62.67%,94,150,-106,-10.00
2023,28,0,48081,Xander Schauffele,62.67%,94,150,-105,-4.00
2023,30,0,32102,Rickie Fowler,62.63%,119,190,-128,-15.00
2023,31,0,54421,Garrick Higgo,62.40%,151,242,-160,-12.00
2023,32,0,39335,Kevin Roy,62.39%,73,117,-80,-5.00
2023,33,0,47993,Denny McCarthy,62.16%,92,148,-100,-18.00
2023,33,0,33448,Justin Thomas,62.16%,115,185,-123,-5.00
2023,35,0,33399,Adam Hadwin,61.76%,105,170,-108,-16.00
2023,36,0,52453,Nicolai Hojgaard,61.73%,50,81,-55,-4.00
2023,37,0,46414,Aaron Rai,61.50%,131,213,-139,-14.00
2023,38,0,46046,Scottie Scheffler,61.46%,126,205,-135,-11.00
2023,39,0,29221,Webb Simpson,61.34%,73,119,-81,-6.00
2023,40,0,58168,Davis Thompson,61.32%,149,243,-158,-8.00
2023,41,0,25686,Jason Dufner,61.29%,95,155,-99,+1.00
2023,42,0,35449,Adam Long,61.18%,104,170,-113,-29.00
2023,43,0,30927,Brendon Todd,61.11%,77,126,-82,-44.00
2023,44,0,40098,Matt Fitzpatrick,60.93%,92,151,-98,-11.00
2023,45,0,25818,Scott Piercy,60.84%,87,143,-91,-11.00
2023,46,0,30926,Chris Kirk,60.81%,90,148,-97,-6.00
2023,47,0,47347,Adam Schenk,60.80%,121,199,-127,-14.00
2023,48,0,47983,Chad Ramey,60.78%,124,204,-130,-12.00
2023,49,0,29420,Billy Horschel,60.71%,68,112,-71,-3.00
2023,50,0,37455,Si Woo Kim,60.65%,131,216,-135,-5.00
2023,51,0,34046,Jordan Spieth,60.51%,95,157,-101,-6.00
2023,52,0,40006,Erik van Rooyen,60.40%,90,149,-94,+2.00
2023,53,0,54783,Dylan Wu,60.34%,105,174,-110,-17.00
2023,54,0,46340,Alex Smalley,60.30%,120,199,-130,-13.00
2023,55,0,27554,Scott Harrington,60.12%,98,163,-104,+3.00
2023,55,0,49771,J.T. Poston,60.12%,104,173,-113,-22.00
2023,57,0,47079,Harrison Endycott,60.00%,87,145,-92,E
2023,57,0,29535,Brice Garnett,60.00%,72,120,-74,-6.00
2023,57,0,35506,Mackenzie Hughes,60.00%,102,170,-109,-5.00
2023,57,0,50188,S.H. Kim,60.00%,153,255,-159,+1.00
2023,57,0,32640,Troy Merritt,60.00%,87,145,-91,-5.00
2023,62,0,59018,Ryan Gerard,59.84%,73,122,-81,-12.00
2023,62,0,33597,Harry Higgs,59.84%,73,122,-78,-6.00
2023,64,0,40250,Taylor Pendrith,59.79%,116,194,-120,+5.00
2023,64,0,35617,Martin Trainer,59.79%,58,97,-64,+7.00
2023,66,0,51997,Andrew Novak,59.74%,92,154,-95,+1.00
2023,67,0,32333,Kevin Tway,59.68%,111,186,-126,E
