RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
107,0,49960,Sepp Straka,70.11,2524,36
109,0,34076,Joel Dahmen,70.12,3436,49
109,0,33486,Roger Sloan,70.12,2875,41
111,0,47591,Eric Cole,70.13,4208,60
112,0,36326,David Lipsky,70.14,2525,36
112,0,45242,Kevin Yu,70.14,2455,35
114,0,36799,Stephan Jaeger,70.15,2385,34
114,0,48319,Tom Whitney,70.15,2806,40
116,0,51634,Sahith Theegala,70.16,3017,43
117,0,32070,Rafael Campos,70.18,1965,28
117,0,59866,Nick Dunlap,70.18,2386,34
119,0,59095,Chris Gotterup,70.20,3159,45
119,0,54628,Lee Hodges,70.20,3089,44
121,0,37378,Min Woo Lee,70.21,2668,38
122,0,33653,Thomas Detry,70.23,2458,35
123,0,52215,Robert MacIntyre,70.24,2388,34
124,0,52372,Cameron Champ,70.25,1967,28
124,0,46340,Alex Smalley,70.25,2529,36
124,0,34046,Jordan Spieth,70.25,2529,36
127,0,50497,Adrien Dumont de Chassart,70.26,2740,39
127,0,47993,Denny McCarthy,70.26,3021,43
127,0,22405,Justin Rose,70.26,2459,35
130,0,45157,Cam Davis,70.28,2811,40
131,0,27139,David Skinns,70.29,2952,42
132,0,26476,Chez Reavie,70.30,2601,37
133,0,31646,Emiliano Grillo,70.33,3165,45
134,0,37275,Sam Ryder,70.34,2884,41
134,0,47347,Adam Schenk,70.34,3728,53
136,0,32640,Troy Merritt,70.35,2814,40
136,0,33968,ThorbjÃ¸rn Olesen,70.35,1829,26
138,0,25493,Nick Taylor,70.36,3307,47
139,0,35310,Lanto Griffin,70.43,2958,42
140,0,22371,Aaron Baddeley,70.44,3029,43
140,0,29221,Webb Simpson,70.44,1902,27
142,0,59442,Parker Coody,70.47,2114,30
142,0,23108,Matt Kuchar,70.47,2678,38
144,0,30927,Brendon Todd,70.49,3454,49
145,0,27214,Kevin Streelman,70.54,2751,39
146,0,40115,Adam Svensson,70.55,4092,58
147,0,39977,Max Homa,70.57,3105,44
147,0,27129,Luke List,70.57,3246,46
149,0,57362,Austin Eckroat,70.59,3459,49
149,0,47995,Davis Riley,70.59,2894,41
151,0,32102,Rickie Fowler,70.60,2965,42
151,0,47988,Nick Hardy,70.60,3530,50
153,0,33408,Tyson Alexander,70.63,2896,41
154,0,45609,Tyler Duncan,70.71,2687,38
154,0,47483,Will Zalatoris,70.71,1980,28
156,0,55182,Tom Kim,70.76,2901,41
157,0,56149,Wilson Furr,70.82,2337,33
157,0,46113,Ryan McCormick,70.82,2337,33
157,0,57366,Cameron Young,70.82,2691,38
160,0,55789,Taylor Montgomery,70.83,2125,30
161,0,55708,Hayden Buckley,70.85,2763,39
162,0,33399,Adam Hadwin,70.87,3260,46
163,0,48153,Matthieu Pavon,70.91,2482,35
164,0,47420,Jake Knapp,71.00,2911,41
165,0,52453,Nicolai HÃ¸jgaard,71.03,2060,29
166,0,34466,Peter Malnati,71.09,3057,43
167,0,34374,Erik Barnes,71.16,2277,32
168,0,47663,Kevin Dougherty,71.21,2350,33
169,0,55454,Carl Yuan,71.24,2422,34
170,0,48699,Callum Tarren,71.27,2922,41
171,0,37212,Paul Barjon,71.29,2210,31
171,0,38991,Alejandro Tosti,71.29,2709,38
173,0,35617,Martin Trainer,71.39,1642,23
173,0,52666,Sami Valimaki,71.39,2213,31
175,0,27330,Josh Teater,71.44,2286,32
176,0,48119,Ben Taylor,71.46,2501,35
177,0,23320,Ryan Palmer,71.57,1646,23
178,0,27649,Brandt Snedeker,71.60,2148,30
179,0,29478,Kevin Kisner,71.64,2364,33
180,0,47806,Raul Pereda,71.68,2007,28
181,0,27770,Camilo Villegas,71.85,2443,34
182,0,60767,Blaine Hale Jr.,72.10,2091,29
183,0,51070,Vincent Norrman,72.23,1878,26
184,0,28420,Ryan Brehm,72.28,2313,32
