RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
112,0,20691,Greg Owen,12' 6",12.500,1,13,13
113,0,24490,George McNeill,12' 5",49.583,4,36,1
113,0,22293,Heath Slocum,12' 5",37.167,3,18,8
115,0,25240,D.A. Points,12' 4",24.583,2,13,12
116,0,26300,Matt Jones,12' 3",73.250,6,35,4
116,0,23623,Bo Van Pelt,12' 3",73.583,6,26,1
118,0,20157,Retief Goosen,12' 2",24.250,2,17,7
118,0,27141,J.B. Holmes,12' 2",133.667,11,28,3
120,0,23621,Rory Sabbatini,12' 1",36.167,3,18,6
121,0,25396,Kevin Na,12' 0",23.917,2,14,10
122,0,27649,Brandt Snedeker,11' 11",47.500,4,33,8"
123,0,20378,Mathias Grönberg,11' 10",23.667,2,21,3
124,0,06251,Chris DiMarco,11' 9",35.167,3,19,5"
124,0,20436,Garrett Willis,11' 9",35.167,3,23,3
126,0,24357,K.J. Choi,11' 8",46.667,4,25,4
127,0,23108,Matt Kuchar,11' 7",34.667,3,14,10
128,0,12705,Cliff Kresge,11' 6",34.583,3,13,9
128,0,01941,Tom Pernice Jr.,11' 6",34.500,3,26,4
128,0,26392,Chris Wilson,11' 6",11.500,1,12,12
131,0,20850,Daniel Chopra,11' 5",34.250,3,16,6
132,0,28237,Rory McIlroy,11' 4",45.250,4,27,4
133,0,27095,Nick Watney,11' 2",55.667,5,28,3
134,0,23788,D.J. Trahan,11' 1",77.667,7,21,4
135,0,25686,Jason Dufner,11' 0",66.000,6,24,6
135,0,24140,Sean O'Hair,11' 0",77.083,7,14,9"
137,0,24846,Ricky Barnes,10' 10",43.167,4,24,2
137,0,08725,Tom Gillis,10' 10",54.167,5,15,4
139,0,26881,Jarrod Lyle,10' 9",21.417,2,13,9
140,0,22378,Trevor Immelman,10' 8",21.333,2,19,3
141,0,21959,Ted Purdy,10' 5",20.833,2,12,9
142,0,06527,Steve Stricker,10' 1",30.333,3,12,8
143,0,25632,Jimmy Walker,9' 11",19.750,2,12,8
144,0,23409,James Driscoll,9' 7",38.333,4,18,3
144,0,01766,Billy Mayfair,9' 7",28.750,3,12,7
146,0,20686,Jeev Milkha Singh,9' 6",19.000,2,14,5
147,0,23718,Nathan Green,9' 4",18.583,2,12,7
147,0,27120,Troy Matteson,9' 4",37.417,4,25,2
149,0,27436,Graham DeLaet,9' 3",27.833,3,13,7
149,0,21961,Charles Howell III,9' 3",27.667,3,17,5
151,0,27933,John Merrick,9' 2",27.500,3,18,3
152,0,27936,Martin Laird,9' 0",98.917,11,21,2
153,0,29221,Webb Simpson,8' 8",17.333,2,13,4
154,0,27466,Spencer Levin,8' 5",16.750,2,10,6
155,0,27302,Garth Mulroy,8' 4",33.250,4,15,3
156,0,06643,Paul Goydos,8' 1",8.083,1,8,8
156,0,27613,David Lutterus,8' 1",16.083,2,10,6
158,0,20498,Briny Baird,8' 0",24.000,3,11,4
158,0,23322,Brett Wetterich,8' 0",16.000,2,9,7
160,0,01706,Davis Love III,7' 11",31.500,4,15,3
161,0,29285,Brent Delahoussaye,7' 9",7.750,1,8,8
162,0,21753,Brian Davis,7' 5",29.667,4,23,11"
163,0,08075,Jerry Kelly,7' 2",14.333,2,10,5
164,0,01945,Kenny Perry,7' 1",14.083,2,8,6
164,0,28620,Aron Price,7' 1",21.333,3,15,2
164,0,08375,Paul Stankowski,7' 1",7.083,1,7,7
167,0,20593,Greg Chalmers,6' 11",27.500,4,21,2
167,0,12782,Tim Herron,6' 11",13.833,2,9,5
167,0,20645,John Senden,6' 11",20.833,3,10,3
170,0,23325,Vaughn Taylor,6' 10",6.833,1,7,7
171,0,22122,Andrew McLardy,6' 9",6.750,1,7,7
172,0,02206,David Toms,6' 2",18.500,3,13,2
173,0,06522,Ernie Els,5' 8",11.250,2,10,2
174,0,11123,Chris Couch,5' 4",16.083,3,11,2
175,0,26695,Michael Letzig,5' 3",31.583,6,8,2
176,0,08385,Omar Uresti,5' 2",5.167,1,5,5
177,0,12652,Cameron Beckman,5' 0",9.917,2,6,4
177,0,01797,Rocco Mediate,5' 0",5.000,1,5,5
179,0,01116,Michael Bradley,4' 1",4.083,1,4,4
179,0,12714,Chris Tidland,4' 1",4.083,1,4,4
181,0,23800,Bryce Molder,3' 8",7.333,2,4,3
182,0,24507,Jason Bohn,3' 7",7.167,2,5,2
183,0,33419,Cameron Tringale,3' 3",6.417,2,5,2
184,0,22405,Justin Rose,3' 2",3.167,1,3,3
185,0,26287,Roland Thatcher,2' 5",4.833,2,3,2
