RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
76,0,22122,Andrew McLardy,9' 11",1254.667,127,56,7"
76,0,26301,James Nitties,9' 11",2795.667,281,59,5"
76,0,20645,John Senden,9' 11",2906.333,293,60,2"
76,0,29221,Webb Simpson,9' 11",3130.667,315,45,2"
76,0,06595,Kevin Sutherland,9' 11",2448.750,247,61,2"
83,0,22371,Aaron Baddeley,9' 10",3187.500,323,88,3"
83,0,23613,Rich Barcelo,9' 10",1764.417,179,51,4"
83,0,01161,Mark Calcavecchia,9' 10",996.500,101,45,7"
83,0,09011,David Duval,9' 10",1960.250,199,39,7"
83,0,19846,Brian Gay,9' 10",2674.083,271,55,2"
83,0,06514,Kevin Johnson,9' 10",1268.750,129,36,3"
83,0,24024,Zach Johnson,9' 10",2848.833,290,56,1"
83,0,08075,Jerry Kelly,9' 10",2584.250,263,71,4"
83,0,28237,Rory McIlroy,9' 10",1297.833,132,54,5"
83,0,23320,Ryan Palmer,9' 10",2577.000,261,51,3"
83,0,01948,Tim Petrovic,9' 10",3010.583,307,42,4"
94,0,20098,Stuart Appleby,9' 9",2663.083,273,49,3"
94,0,01313,Steve Elkington,9' 9",1818.917,186,49,3"
94,0,06643,Paul Goydos,9' 9",2255.833,231,58,3"
94,0,26300,Matt Jones,9' 9",2752.083,283,80,2"
94,0,26695,Michael Letzig,9' 9",2776.083,284,50,4"
94,0,24490,George McNeill,9' 9",2433.083,250,55,1"
94,0,24140,Sean O'Hair,9' 9",2033.250,208,55,2"
94,0,21949,Joe Ogilvie,9' 9",2810.083,288,65,1"
94,0,24502,Adam Scott,9' 9",1877.583,193,52,1"
94,0,23325,Vaughn Taylor,9' 9",2805.500,287,49,3"
94,0,25892,Steve Wheatcroft,9' 9",1956.250,200,47,9"
105,0,24925,Jonathan Byrd,9' 8",2759.583,286,45,1"
105,0,23409,James Driscoll,9' 8",2387.083,247,60,2"
105,0,07457,Steve Flesch,9' 8",1950.250,201,48,4"
105,0,23353,J.J. Henry,9' 8",2416.083,251,41,3"
105,0,20127,Chris Riley,9' 8",1949.583,202,33,2"
105,0,23307,Roger Tambellini,9' 8",1718.333,177,50,5"
105,0,02239,Scott Verplank,9' 8",1785.083,184,48,3"
112,0,20070,Matt Bettencourt,9' 7",2193.833,229,55,3"
112,0,24227,Justin Bolli,9' 7",1128.583,118,47,1"
112,0,20472,Alex Cejka,9' 7",2048.000,213,55,4"
112,0,23135,Tim Clark,9' 7",2251.083,234,46,4"
112,0,28500,Martin Flores,9' 7",2028.500,211,45,1"
112,0,10809,Jim Furyk,9' 7",1930.083,202,35,5"
112,0,21961,Charles Howell III,9' 7",2877.500,299,69,3"
112,0,27466,Spencer Levin,9' 7",3343.667,349,56,6"
112,0,27120,Troy Matteson,9' 7",2380.333,248,54,2"
112,0,01766,Billy Mayfair,9' 7",1889.917,197,42,1"
112,0,01797,Rocco Mediate,9' 7",1758.083,184,39,1"
112,0,25818,Scott Piercy,9' 7",2827.083,294,58,1"
112,0,26287,Roland Thatcher,9' 7",1889.750,198,43,6"
112,0,20436,Garrett Willis,9' 7",2405.583,251,55,7"
126,0,12510,Chad Campbell,9' 6",2502.917,264,61,3"
126,0,20850,Daniel Chopra,9' 6",1990.417,209,52,7"
126,0,25190,Jeff Quinney,9' 6",2656.083,280,49,6"
126,0,27649,Brandt Snedeker,9' 6",2528.167,265,45,3"
130,0,20498,Briny Baird,9' 5",2237.833,237,41,1"
130,0,22946,Henrik Bjornstad,9' 5",1839.250,195,54,5"
130,0,28087,Kris Blanks,9' 5",2203.583,233,48,1"
130,0,06621,Joe Durant,9' 5",1852.167,196,47,5"
130,0,06522,Ernie Els,9' 5",1920.000,203,43,3"
130,0,32102,Rickie Fowler,9' 5",2716.000,288,44,6"
130,0,24358,Robert Garrigus,9' 5",2132.417,227,63,3"
130,0,01706,Davis Love III,9' 5",2128.667,227,44,2"
130,0,24781,Hunter Mahan,9' 5",2146.833,227,40,3"
130,0,20691,Greg Owen,9' 5",1875.750,199,77,6"
130,0,20663,Brenden Pappas,9' 5",1632.833,173,44,1"
130,0,22405,Justin Rose,9' 5",2452.500,260,55,4"
130,0,06567,Vijay Singh,9' 5",1916.083,203,65,2"
143,0,07867,Woody Austin,9' 4",2673.583,286,48,2"
143,0,27060,John Mallinger,9' 4",2016.083,216,39,3"
143,0,24361,Pat Perez,9' 4",2924.083,312,46,3"
143,0,01945,Kenny Perry,9' 4",1714.917,183,42,3"
143,0,22913,John Rollins,9' 4",2542.000,272,52,5"
143,0,27214,Kevin Streelman,9' 4",2654.000,285,62,5"
143,0,23623,Bo Van Pelt,9' 4",3046.667,326,46,2"
150,0,23638,Brendon de Jonge,9' 3",3043.500,330,57,1"
150,0,25686,Jason Dufner,9' 3",1992.167,215,42,3"
150,0,25900,Lucas Glover,9' 3",1984.333,215,50,3"
150,0,20378,Mathias Grönberg,9' 3",1600.750,173,51,3"
150,0,24924,Bill Haas,9' 3",2505.583,271,57,2"
150,0,30925,Dustin Johnson,9' 3",2339.750,253,72,5"
150,0,23108,Matt Kuchar,9' 3",2818.833,304,64,3"
150,0,24912,Will MacKenzie,9' 3",2070.833,224,52,2"
150,0,28158,Steve Marino,9' 3",2181.167,236,66,2"
150,0,22293,Heath Slocum,9' 3",2219.500,241,49,3"
160,0,24846,Ricky Barnes,9' 2",2667.167,292,42,1"
160,0,01249,John Daly,9' 2",1463.417,160,45,3"
160,0,26596,Ryan Moore,9' 2",1992.500,217,59,1"
160,0,20572,Rod Pampling,9' 2",1787.000,195,58,7"
160,0,21959,Ted Purdy,9' 2",2082.250,227,41,1"
160,0,28780,Nicholas Thompson,9' 2",2239.667,244,43,4"
160,0,27770,Camilo Villegas,9' 2",1757.667,191,41,2"
167,0,12716,Charley Hoffman,9' 1",2696.000,296,78,2"
167,0,27141,J.B. Holmes,9' 1",2830.417,311,61,3"
167,0,27933,John Merrick,9' 1",2883.750,317,63,2"
170,0,27436,Graham DeLaet,9' 0",2571.833,285,41,4"
170,0,23621,Rory Sabbatini,9' 0",2368.417,262,42,6"
170,0,27330,Josh Teater,9' 0",2689.500,299,35,1"
170,0,23788,D.J. Trahan,9' 0",2687.667,300,50,2"
174,0,06012,Greg Kraft,8' 11",897.333,101,49,4"
174,0,25632,Jimmy Walker,8' 11",2136.667,239,49,2"
176,0,20848,Ángel Cabrera,8' 10",1578.250,178,44,1"
176,0,26881,Jarrod Lyle,8' 10",1254.583,142,60,4"
176,0,26679,Kevin Stadler,8' 10",2185.083,247,39,3"
176,0,10423,Mike Weir,8' 10",1076.500,122,54,3"
180,0,12705,Cliff Kresge,8' 9",1157.167,132,36,2"
180,0,27095,Nick Watney,8' 9",2422.167,276,37,1"
180,0,25804,Bubba Watson,8' 9",2156.000,246,46,1"
180,0,26392,Chris Wilson,8' 9",1378.083,157,42,3"
184,0,20766,Padraig Harrington,8' 8",1253.000,144,47,1"
184,0,30946,Alex Prugh,8' 8",2374.083,275,35,2"
184,0,23349,Charles Warren,8' 8",1814.833,209,36,3"
187,0,26851,Marc Leishman,8' 7",2241.167,260,43,2"
188,0,21209,Sergio Garcia,8' 5",994.000,118,48,2"
189,0,27936,Martin Laird,8' 3",2259.833,274,46,3"
189,0,22056,Cameron Percy,8' 3",1674.000,203,45,2"
191,0,01810,Phil Mickelson,8' 1",1732.833,214,53,4"
192,0,27302,Garth Mulroy,7' 10",1086.083,138,30,2"
