RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND
123,0,01707,Steve Lowery,1
123,0,01724,Jeff Maggert,1
123,0,21470,Daisuke Maruyama,1
123,0,06350,Bob May,1
123,0,24449,Parker McLachlin,1
123,0,27933,John Merrick,1
123,0,01823,Larry Mize,1
123,0,23800,Bryce Molder,1
123,0,06373,José María Olazábal,1,1
123,0,20691,Greg Owen,1
123,0,23320,Ryan Palmer,1,1
123,0,12660,Jesper Parnevik,1,1
123,0,01928,Corey Pavin,1
123,0,01948,Tim Petrovic,1,1
123,0,10213,Dicky Pride,1
123,0,21959,Ted Purdy,1
123,0,07749,Brett Quigley,1
123,0,23497,Tag Ridings,1,1
123,0,26882,Michael Sim,1
123,0,02104,Jeff Sluman,1
123,0,25679,B.J. Staten,1
123,0,12714,Chris Tidland,1
123,0,12755,Vance Veazey,1
123,0,10425,Jay Williamson,1,1
123,0,20436,Garrett Willis,1
