RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
122,0,02195,Leonard Thompson,2.68,324,1210
124,0,01715,Mark Lye,2.67,303,1135
125,0,01261,Jay Delsing,2.66,237,892
125,0,01390,Buddy Gardner,2.66,353,1326
125,0,02099,Scott Simpson,2.66,213,800
128,0,01061,Ray Barr Jr.,2.65,190,716
128,0,01106,Jim Booros,2.65,243,916
128,0,01201,Lennie Clements,2.65,351,1324
128,0,06284,Jim Hallet,2.65,361,1364
128,0,02322,Richard Zokol,2.65,222,837
133,0,01060,Dave Barr,2.64,333,1259
133,0,01185,Brandel Chamblee,2.64,215,814
135,0,01236,Richard Cromwell,2.63,188,715
135,0,01737,Mark Maness,2.63,166,630
135,0,01931,Rick Pearson,2.63,273,1040
135,0,01943,Chris Perry,2.63,318,1209
135,0,01958,Dan Pohl,2.63,309,1177
140,0,02215,Paul Trittler,2.62,173,660
141,0,01571,Barry Jaeckel,2.61,234,896
142,0,01288,Ed Dougherty,2.58,271,1051
142,0,01476,Mike Hammond,2.58,211,817
142,0,01736,Roger Maltbie,2.58,262,1017
142,0,01938,David Peoples,2.58,299,1157
146,0,01284,Mike Donald,2.57,332,1294
147,0,01094,Mike Blackburn,2.56,236,923
147,0,01559,Hale Irwin,2.56,215,841
147,0,01861,Jim Nelford,2.56,188,733
147,0,02100,Tim Simpson,2.56,324,1268
147,0,02246,Duffy Waldorf,2.56,279,1090
147,0,02311,Kim Young,2.56,199,776
153,0,01151,Clark Burroughs,2.55,251,985
153,0,01214,Frank Conner,2.55,153,599
155,0,01986,Joey Rassett,2.54,198,781
156,0,01168,David Canipe,2.53,264,1045
156,0,02094,Tony Sills,2.53,298,1176
156,0,02190,Doug Tewell,2.53,237,937
159,0,01014,Fulton Allem,2.52,204,809
160,0,01127,Danny Briggs,2.51,169,673
160,0,01179,Antonio Cerda,2.51,191,760
160,0,01306,David Edwards,2.51,241,961
160,0,01996,Mike Reid,2.51,237,946
160,0,02126,Bruce Soulsby,2.51,172,684
165,0,01826,Brian Mogg,2.49,186,746
166,0,01435,Wayne Grady,2.48,201,812
167,0,01782,Mike McCullough,2.47,241,977
167,0,01877,Tim Norris,2.47,270,1094
169,0,01469,Dan Halldorson,2.46,288,1172
170,0,01935,Calvin Peete,2.45,240,981
170,0,01998,Jack Renner,2.45,271,1107
172,0,01557,John Inman,2.44,271,1110
172,0,02196,Robert Thompson,2.44,273,1117
174,0,01303,Bob Eastwood,2.42,269,1110
175,0,01191,Barry Cheesman,2.40,203,846
175,0,01224,Jeff Coston,2.40,181,755
177,0,02118,J.C. Snead,2.37,236,995
178,0,01154,Bill Buttner,2.36,234,993
179,0,01006,John Adams,2.33,198,851
180,0,01425,Ernie Gonzalez,2.30,208,906
180,0,01892,Aki Ohmachi,2.30,238,1035
182,0,02180,Harry Taylor,2.29,152,665
183,0,01851,Bob Murphy,2.28,190,833
184,0,01648,Billy Kratzert,2.27,237,1042
185,0,01971,Dillard Pruitt,2.25,237,1051
