RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
83,0,26596,Ryan Moore,166.46,9321.65,56
84,0,06527,Steve Stricker,166.40,8985.82,54
85,0,06595,Kevin Sutherland,166.39,14309.91,86
86,0,22913,John Rollins,166.31,12306.95,74
87,0,26951,Johnson Wagner,166.30,10809.48,65
88,0,06197,Michael Allen,166.06,11790.43,71
89,0,27963,Chris Stroud,165.94,10454.35,63
90,0,07749,Brett Quigley,165.93,10287.45,62
90,0,26679,Kevin Stadler,165.93,9790.14,59
92,0,06004,Stephen Ames,165.72,12097.80,73
93,0,23614,Rich Beem,165.64,12091.51,73
93,0,24781,Hunter Mahan,165.64,11926.00,72
95,0,20104,Ken Duke,165.48,16051.56,97
96,0,28158,Steve Marino,165.43,14558.08,88
97,0,06034,Marco Dawson,165.42,7609.47,46
98,0,25345,Carl Pettersson,165.41,15879.45,96
99,0,12510,Chad Campbell,165.39,15050.36,91
100,0,24449,Parker McLachlin,165.37,11244.84,68
101,0,01577,Lee Janzen,165.31,11241.36,68
102,0,23797,Brett Rumford,165.22,9252.22,56
103,0,23125,Brad Elder,165.15,8257.71,50
104,0,02002,John Riegger,165.12,9246.57,56
105,0,01024,Billy Andrade,165.07,8253.68,50
106,0,12782,Tim Herron,165.01,12870.65,78
107,0,26631,Cody Freeman,164.98,8248.94,50
108,0,01948,Tim Petrovic,164.89,12367.01,75
109,0,26668,Marc Turnesa,164.88,11541.31,70
110,0,10585,Scott McCarron,164.73,8236.45,50
111,0,10649,Tom Scherrer,164.72,6259.19,38
112,0,01161,Mark Calcavecchia,164.59,7735.92,47
113,0,12660,Jesper Parnevik,164.43,11838.89,72
114,0,20498,Briny Baird,164.42,13975.81,85
115,0,20572,Rod Pampling,164.39,10192.20,62
116,0,27613,David Lutterus,164.32,7394.44,45
117,0,20433,Mark Hensby,164.14,9520.34,58
118,0,10423,Mike Weir,164.12,11160.31,68
119,0,07457,Steve Flesch,164.11,13292.66,81
120,0,20160,Charlie Wi,163.91,14424.14,88
121,0,24357,K.J. Choi,163.87,10323.67,63
122,0,08845,Scott Sterling,163.83,10812.52,66
123,0,10809,Jim Furyk,163.76,13755.80,84
124,0,11032,Frank Lickliter II,163.68,15058.65,92
125,0,23048,Eric Axley,163.64,14236.27,87
126,0,22582,Kyle Thompson,163.40,9150.28,56
127,0,19803,Ryan Armour,163.36,10945.24,67
128,0,22621,Ben Curtis,163.31,11104.98,68
129,0,01677,Tom Lehman,163.29,6205.12,38
130,0,21949,Joe Ogilvie,163.25,13223.54,81
131,0,24138,Ian Poulter,163.19,6037.87,37
132,0,01320,Bob Estes,163.14,11583.12,71
133,0,21350,Ryuji Imada,162.84,10910.19,67
134,0,20472,Alex Cejka,162.73,8461.79,52
135,0,01797,Rocco Mediate,162.71,11226.83,69
136,0,21731,Freddie Jacobson,162.43,10232.86,63
137,0,26500,Alejandro Cañizares,162.41,6658.76,41
138,0,10860,Justin Leonard,162.40,12666.95,78
139,0,25720,Chad Collins,162.32,9901.74,61
140,0,10425,Jay Williamson,162.18,11028.45,68
141,0,22548,Patrick Sheehan,162.02,15391.86,95
142,0,24227,Justin Bolli,161.83,11166.19,69
143,0,25396,Kevin Na,161.77,13103.24,81
144,0,21461,Kenneth Ferrie,161.58,8886.99,55
145,0,06575,Dudley Hart,161.54,10338.52,64
146,0,20127,Chris Riley,161.53,5168.81,32
147,0,06251,Chris DiMarco,161.41,11621.34,72
148,0,01035,Tommy Armour III,161.40,10491.11,65
149,0,23541,Ben Crane,161.32,12098.94,75
150,0,23325,Vaughn Taylor,161.19,14023.82,87
151,0,01313,Steve Elkington,161.07,9986.11,62
152,0,20634,Peter Lonard,160.97,12877.45,80
153,0,10733,Kent Jones,160.93,7885.77,49
154,0,20105,Jeff Gove,160.71,6267.59,39
155,0,26420,Richard Johnson,160.60,7708.77,48
156,0,12705,Cliff Kresge,160.54,11238.03,70
157,0,02206,David Toms,160.42,8662.50,54
158,0,01724,Jeff Maggert,160.41,12512.24,78
159,0,01766,Billy Mayfair,160.32,14428.56,90
160,0,12602,Dean Wilson,160.29,13785.02,86
161,0,08537,J.P. Hayes,160.28,9777.14,61
162,0,21878,Mark Wilson,160.27,17148.45,107
163,0,02223,Bob Tway,160.23,7851.10,49
164,0,12652,Cameron Beckman,160.19,9771.66,61
165,0,06090,Jim McGovern,159.82,9589.18,60
165,0,27649,Brandt Snedeker,159.82,11347.29,71
167,0,25349,Tim Wilkinson,159.69,11977.05,75
168,0,19913,Ron Whittaker,159.62,6225.04,39
169,0,01142,Bart Bryant,159.41,11317.98,71
170,0,23135,Tim Clark,159.30,11151.23,70
171,0,27060,John Mallinger,158.78,12384.78,78
172,0,01941,Tom Pernice Jr.,158.73,15396.88,97
173,0,25190,Jeff Quinney,158.69,9838.57,62
174,0,22806,Doug LaBelle II,158.23,7120.17,45
175,0,01388,Robert Gamez,157.93,10107.37,64
175,0,20382,Stephen Leaney,157.93,6317.31,40
177,0,08075,Jerry Kelly,157.66,11982.36,76
178,0,21753,Brian Davis,157.65,15764.52,100
178,0,26476,Chez Reavie,157.65,14661.78,93
178,0,08385,Omar Uresti,157.65,8670.53,55
181,0,22293,Heath Slocum,157.62,14185.90,90
182,0,24024,Zach Johnson,157.61,11978.29,76
183,0,23108,Matt Kuchar,157.55,10083.52,64
184,0,02239,Scott Verplank,157.28,11324.14,72
185,0,20443,Jin Park,157.10,10211.46,65
186,0,10505,Shane Bertsch,156.62,13939.61,89
187,0,12826,Paul Claxton,156.24,7187.19,46
188,0,22348,Nick O'Hern,155.91,9666.66,62
189,0,01139,Olin Browne,155.77,10281.08,66
190,0,12680,Shigeki Maruyama,155.27,6676.59,43
191,0,06643,Paul Goydos,154.85,10065.22,65
192,0,08931,Glen Day,154.56,7418.94,48
193,0,06012,Greg Kraft,154.34,6945.19,45
194,0,07547,Craig Kanada,153.84,7538.13,49
195,0,20623,Gavin Coles,152.47,5641.30,37
196,0,19846,Brian Gay,151.30,13163.00,87
197,0,01928,Corey Pavin,150.07,7503.45,50
